PLD,LCD,ASA,Porosity,Density,Pore volume,C%,H%,N%,O%,Halogen%,Metal%,Qst H2,N1bar_H2
12.3762,14.35713,5969.08,0.8726,0.302032,2.889097844,58.82352941,22.22222222,0,13.7254902,0,3.921568627,1.295177317,0.144960883
9.34243,13.13066,4302.86,0.80196,0.469332,1.708726445,58.98617512,13.82488479,11.05990783,9.677419355,3.686635945,2.764976959,1.749248907,0.087657401
9.67012,13.23888,4669.41,0.82746,0.433203,1.910097576,53.17919075,21.96531792,0,19.07514451,0,3.468208092,1.799435133,0.104504928
6.46975,8.79988,2542.17,0.71938,0.83158,0.86507612,46.84684685,1.801801802,5.405405405,18.91891892,21.62162162,5.405405405,2.336851128,0.046805231
9.3821,12.66424,5397.53,0.83252,0.409464,2.033194615,55.78231293,17.68707483,4.081632653,14.28571429,4.081632653,4.081632653,1.61590605,0.106850838
11.20762,17.3116,4956.1,0.86258,0.369513,2.334369833,51.35135135,13.51351351,0,18.91891892,10.81081081,5.405405405,1.189738178,0.112612281
8.16476,11.10734,3287.86,0.77318,0.671729,1.151029656,48.69565217,0,0,18.26086957,27.82608696,5.217391304,1.760575146,0.058841092
8.35808,11.07305,1852.94,0.74302,1.06831,0.69550973,52.40641711,0,3.20855615,11.22994652,29.94652406,3.20855615,1.987900696,0.034423211
10.26163,13.43838,3464.29,0.81864,0.547676,1.494752372,52.40641711,2.139037433,3.20855615,11.22994652,27.80748663,3.20855615,1.505942175,0.074837232
8.95052,12.29236,4477.56,0.81492,0.458992,1.775455781,55.49132948,19.65317919,2.312138728,19.07514451,0,3.468208092,1.891239061,0.09800429
11.17079,14.69964,5578.9,0.8605,0.321644,2.675318054,50.82872928,32.0441989,0,11.60220994,2.209944751,3.314917127,1.392073707,0.134274192
10.67885,14.272,6369.96,0.87082,0.283331,3.073507664,56.58536585,30.24390244,0,10.24390244,0,2.926829268,1.302412091,0.155448521
14.55154,27.37561,5503.12,0.88874,0.284279,3.126294943,52.74725275,17.58241758,0,23.07692308,0,6.593406593,1.01891474,0.147971483
7.06514,12.41133,1267.52,0.6751,1.33062,0.507357472,54.54545455,5.347593583,0,11.22994652,25.6684492,3.20855615,2.525656639,0.025432367
12.18353,13.71521,3872.44,0.79746,0.471739,1.69046867,48.04469274,36.87150838,0,11.73184358,0,3.351955307,2.045841251,0.092305398
11.89014,14.17824,3253,0.80498,0.557172,1.444760325,49.6124031,6.201550388,4.651162791,16.27906977,18.60465116,4.651162791,1.694133228,0.074803528
6.51713,9.423,1680.84,0.70624,1.22532,0.576371887,52.45901639,3.278688525,3.278688525,11.47540984,26.2295082,3.278688525,2.439767369,0.030509531
11.97417,19.52997,5064.63,0.8743,0.325759,2.68388594,51.11111111,20,0,15.55555556,8.888888889,4.444444444,1.127803167,0.129011265
7.69022,10.18549,2955.7,0.72476,0.652186,1.111278071,61.66007905,3.95256917,18.97233202,8.300395257,4.743083004,2.371541502,2.119972874,0.05367383
10.49239,13.60947,4789.69,0.84134,0.407245,2.065930828,51.89189189,17.2972973,3.243243243,11.35135135,12.97297297,3.243243243,1.454515693,0.103421574
13.99484,16.74476,6555.87,0.8939,0.23782,3.758725086,57.00483092,29.95169082,0,10.14492754,0,2.898550725,1.111754921,0.183364609
14.1815,17.44322,6243.66,0.89056,0.240535,3.70241337,53.74449339,34.36123348,0,9.251101322,0,2.643171806,1.1535407,0.182097993
6.45098,10.04497,3036.58,0.72012,0.714901,1.007300312,49.23076923,26.15384615,0,20,0,4.615384615,2.768315702,0.062212182
8.324,15.70075,4184.18,0.8024,0.4772,1.681475272,42.37288136,32.20338983,3.389830508,18.6440678,0,3.389830508,1.776845052,0.086732293
8.57203,9.75022,2778.02,0.71732,0.731499,0.980616515,46.37681159,24.63768116,0,18.84057971,0,4.347826087,2.609854441,0.057482545
20.67687,24.73141,6054.24,0.90448,0.215672,4.193775734,53.09734513,32.74336283,0,11.50442478,0,2.654867257,1.021226125,0.199421731
7.26394,11.98865,3542.3,0.7603,0.60259,1.261720241,51.94805195,27.27272727,0,16.88311688,0,3.896103896,2.516863746,0.07776298
7.0867,10.48786,2962.96,0.75296,0.73839,1.01973212,43.75,12.5,3.125,21.875,12.5,6.25,2.204311946,0.056977893
9.59522,13.48868,4563.68,0.80884,0.478624,1.689927793,49.43820225,28.08988764,4.494382022,14.60674157,0,3.370786517,2.009847919,0.096283175
9.08174,17.16184,4457.75,0.82554,0.417302,1.978279519,54.94505495,27.47252747,0,14.28571429,0,3.296703297,1.859477868,0.112892789
14.86155,21.06352,6344.34,0.90536,0.213745,4.23570142,58.08823529,28.67647059,0,10.29411765,0,2.941176471,0.971122352,0.202256803
9.93686,15.7551,4249.57,0.81862,0.450271,1.818060679,46.15384615,23.07692308,4.395604396,23.07692308,0,3.296703297,1.638572525,0.092147961
8.80802,16.10568,3488.95,0.8087,0.551808,1.465545987,54.94505495,23.07692308,0,14.28571429,4.395604396,3.296703297,1.974405612,0.082510306
7.86435,14.52563,2570.48,0.78096,0.793586,0.984089941,50.60240964,15.6626506,0,15.6626506,14.45783133,3.614457831,1.940236157,0.051190055
7.17263,11.42945,2630.95,0.70864,0.769428,0.920995857,43.67816092,21.83908046,0,24.13793103,6.896551724,3.448275862,2.588326731,0.052447532
6.28974,11.81085,2533.16,0.71688,0.741677,0.966566309,44.06779661,28.81355932,0,22.03389831,0,5.084745763,2.693005573,0.058385054
10.15165,14.91525,4104.71,0.81356,0.463268,1.756132519,47.31182796,26.88172043,0,13.97849462,0,3.225806452,1.761462726,0.092829333
6.30595,12.33724,3035.11,0.74314,0.666007,1.115814098,50.74626866,25.37313433,0,19.40298507,0,4.47761194,2.663898244,0.069959777
11.06659,20.04697,5011.11,0.86158,0.347633,2.478418332,55.11811024,21.25984252,0,11.02362205,9.448818898,3.149606299,1.33913621,0.123403094
5.97768,11.22088,2127.72,0.69328,0.886588,0.781964114,54.32098765,11.11111111,9.87654321,16.04938272,4.938271605,3.703703704,2.66992934,0.043432416
12.28468,17.91581,5053.02,0.85526,0.359674,2.377875521,52.87356322,24.13793103,0,14.94252874,4.597701149,3.448275862,1.397779764,0.120246582
5.04585,7.41509,992.679,0.57848,1.17259,0.493335266,41.79104478,13.43283582,5.970149254,31.34328358,0,4.47761194,4.092795761,0.030287827
9.03702,15.01073,4125.11,0.80814,0.47512,1.700917663,53.16455696,26.58227848,0,16.4556962,0,3.797468354,1.96812742,0.096330895
8.98259,14.84078,3375.05,0.7935,0.58447,1.357640255,49.38271605,8.641975309,2.469135802,16.04938272,19.75308642,3.703703704,1.729464171,0.069890742
12.11977,17.3531,4364.93,0.8585,0.387987,2.212703003,52.42718447,28.15533981,0,12.62135922,3.883495146,2.912621359,1.389261204,0.110436806
9.97441,14.52433,3861.24,0.806,0.489117,1.647867484,44.21052632,26.31578947,0,26.31578947,0,3.157894737,1.72140657,0.084138649
10.29123,16.0053,2816.72,0.79628,0.654283,1.217026883,52.87356322,19.54022989,0,14.94252874,9.195402299,3.448275862,1.83587512,0.064952834
7.4051,12.54269,3834.35,0.78096,0.571719,1.365985738,49.12280702,22.80701754,0,22.80701754,0,5.263157895,2.124105276,0.07767616
8.72681,15.62513,3969.54,0.80774,0.493705,1.636078225,42.42424242,25.25252525,8.080808081,13.13131313,8.080808081,3.03030303,1.737354397,0.084460994
4.47659,9.20248,1936.39,0.6551,0.882922,0.741968147,50.74626866,19.40298507,5.970149254,19.40298507,0,4.47761194,3.317299145,0.044089542
24.78918,26.24916,5685.96,0.90082,0.221508,4.066760568,53.09734513,32.74336283,0,11.50442478,0,2.654867257,1.006979114,0.191165092
10.04302,30.79573,4415.13,0.85654,0.368118,2.326808252,46.75324675,24.67532468,7.792207792,16.88311688,0,3.896103896,1.512183848,0.119882577
19.65457,21.0287,4016.72,0.85226,0.375696,2.268483029,44.21052632,26.31578947,0,26.31578947,0,3.157894737,1.323097534,0.108843638
8.75797,15.87955,4310.96,0.81248,0.460944,1.762643618,55.91397849,26.88172043,0,13.97849462,0,3.225806452,2.06733607,0.103716368
9.55054,14.46828,3315.58,0.79506,0.624384,1.273351015,50,22.5,0,17.5,5,5,2.033910931,0.071320573
12.08478,16.76671,5402.75,0.86814,0.317502,2.734281989,55.17241379,24.13793103,0,17.24137931,0,3.448275862,1.305597738,0.135597598
8.08957,13.82386,4238.67,0.80692,0.497173,1.623016535,45.45454545,27.27272727,0,21.21212121,0,6.060606061,1.747509214,0.085166752
5.85034,11.48837,2454.74,0.69646,0.784359,0.887935244,45.07042254,29.57746479,0,18.30985915,0,4.225352113,3.121666618,0.057135278
4.83697,10.1968,1369.99,0.63978,1.20128,0.532581913,42.10526316,15.78947368,0,29.8245614,7.01754386,5.263157895,3.260792668,0.031908838
6.92839,14.42779,2003.32,0.74924,0.992153,0.755165786,49.38271605,8.641975309,2.469135802,16.04938272,19.75308642,3.703703704,2.031417833,0.038807099
12.76055,18.57806,4081.94,0.841,0.427802,1.965862712,52.42718447,28.15533981,0,12.62135922,3.883495146,2.912621359,1.517783798,0.100734666
6.31406,9.22294,1916.07,0.68746,1.01094,0.680020575,49.12280702,15.78947368,0,22.80701754,7.01754386,5.263157895,3.049832397,0.040868987
9.58698,15.43186,2950.41,0.80294,0.64475,1.245350911,50.60240964,20.48192771,0,15.6626506,9.638554217,3.614457831,1.727289524,0.064557064
7.64779,12.30094,3535.58,0.75886,0.648843,1.169558738,49.23076923,20,0,26.15384615,0,4.615384615,2.418289077,0.070095204
7.36323,12.49926,3353.03,0.74932,0.618148,1.212201609,39.56043956,31.86813187,8.791208791,16.48351648,0,3.296703297,2.372835654,0.069131405
11.90449,18.63245,5837.3,0.86136,0.313985,2.743315763,52.42718447,32.03883495,0,12.62135922,0,2.912621359,1.40838608,0.138963277
7.17554,12.01787,2655.45,0.72526,0.745488,0.972866096,45.04504505,15.31531532,0,15.31531532,21.62162162,2.702702703,2.188706211,0.050189095
8.43458,14.19378,4786.96,0.81554,0.432285,1.886579456,55.44554455,20.79207921,7.920792079,12.87128713,0,2.97029703,1.719853009,0.098210786
6.97519,9.0561,1336.43,0.64568,1.05698,0.610872486,42.25352113,9.85915493,0,18.30985915,25.35211268,4.225352113,2.726210424,0.032166812
4.38222,8.85082,1662.07,0.63978,1.00489,0.6366667,42.10526316,19.29824561,0,29.8245614,3.50877193,5.263157895,3.294488471,0.037773446
4.86293,9.52793,1929.61,0.64872,0.928553,0.698635404,45.90163934,18.03278689,9.836065574,21.31147541,0,4.918032787,3.321657666,0.043041053
4.73403,10.30484,2268.18,0.67554,0.865672,0.78036485,47.27272727,20,3.636363636,23.63636364,0,5.454545455,3.144116839,0.049176094
8.272,14.11447,3599.05,0.77836,0.560609,1.388418666,54.94505495,9.89010989,8.791208791,14.28571429,8.791208791,3.296703297,1.865533297,0.072659505
6.75103,11.57819,2646.22,0.7172,0.724506,0.989915888,40,28.42105263,8.421052632,13.68421053,6.315789474,3.157894737,2.571360635,0.057091382
8.17207,11.58188,4528.35,0.78626,0.491437,1.599920234,52.75590551,33.07086614,0,11.02362205,0,3.149606299,2.245538375,0.09247796
9.08296,15.28519,3531.39,0.8009,0.5502,1.45565249,51.76470588,10.58823529,0,15.29411765,18.82352941,3.529411765,1.722859497,0.074900962
5.80755,7.91416,1443.41,0.60492,0.974705,0.620618546,48.8372093,30.23255814,0,16.27906977,0,4.651162791,3.945559807,0.037118667
11.36314,17.76593,4835.65,0.8447,0.368079,2.294887782,55.44554455,28.71287129,0,12.87128713,0,2.97029703,1.676410382,0.125548259
8.42885,12.93236,3869.8,0.78672,0.573525,1.371727475,47.61904762,20.63492063,6.349206349,20.63492063,0,4.761904762,2.130520423,0.078798084
10.9562,15.76569,4794.79,0.82452,0.436333,1.88965767,53.73134328,22.3880597,0,19.40298507,0,4.47761194,1.747141615,0.101476259
9.65233,17.19968,4766.37,0.83846,0.381212,2.199458569,44.03669725,33.94495413,7.339449541,11.9266055,0,2.752293578,1.604547201,0.114107025
5.57485,11.25445,2308.4,0.7058,0.797575,0.884932451,43.63636364,23.63636364,0,23.63636364,0,5.454545455,2.734759432,0.053921248
13.09109,18.24494,3376.47,0.83434,0.490155,1.702196244,50.60240964,1.204819277,0,15.6626506,28.91566265,3.614457831,1.30859566,0.082353652
10.35787,15.74616,4892.05,0.84958,0.371807,2.285002703,53.52112676,23.94366197,0,18.30985915,0,4.225352113,1.441422075,0.115577271
4.57558,7.98379,1203.28,0.59048,1.10036,0.536624377,44.06779661,18.6440678,3.389830508,28.81355932,0,5.084745763,3.779134076,0.031867402
13.77978,18.5405,4839.71,0.86276,0.335106,2.574588339,50.60240964,30.12048193,0,15.6626506,0,3.614457831,1.397108621,0.129593611
8.46343,15.10074,3175.41,0.78692,0.615331,1.27885642,48.42105263,5.263157895,0,13.68421053,29.47368421,3.157894737,1.683536596,0.064267965
21.51312,21.78946,4027.38,0.8546,0.356546,2.396885675,56.84210526,26.31578947,0,13.68421053,0,3.157894737,1.586135644,0.127755126
8.2616,13.06922,3503.91,0.78916,0.588456,1.341068831,46.51162791,11.62790698,0,34.88372093,0,6.976744186,1.782670152,0.071376008
7.10831,10.99087,2754.16,0.73104,0.717528,1.018831321,36.92307692,29.23076923,9.230769231,20,0,4.615384615,2.552492426,0.05876694
10.10286,14.32465,3801.18,0.81258,0.499791,1.625839601,50.60240964,15.6626506,0,15.6626506,14.45783133,3.614457831,1.599367102,0.082928279
4.46361,10.19443,1377.79,0.61148,1.05536,0.579404184,53.52112676,1.408450704,11.26760563,18.30985915,11.26760563,4.225352113,3.199919683,0.032986186
12.86617,18.77709,4018.08,0.83894,0.398958,2.102827867,56.84210526,26.31578947,0,13.68421053,0,3.157894737,1.807545263,0.11728086
11.25465,15.32248,5097.21,0.85272,0.349077,2.44278483,54.03225806,31.4516129,0,11.29032258,0,3.225806452,1.502828631,0.126413398
9.68832,12.61598,4556.82,0.8022,0.485452,1.652480575,48.88888889,31.11111111,0,15.55555556,0,4.444444444,1.969815024,0.091395379
3.82521,5.72116,114.467,0.51442,1.25596,0.409583108,47.61904762,26.98412698,0,20.63492063,0,4.761904762,5.433787063,0.025418513
10.15209,16.1994,4840.6,0.83276,0.410755,2.027388589,48,28,0,20,0,4,1.612198731,0.106041952
6.56873,12.02738,3472.65,0.74352,0.611629,1.215638892,54.03225806,19.35483871,12.09677419,11.29032258,0,3.225806452,2.301982943,0.064478955
4.63631,10.54546,2023.95,0.67,0.859626,0.77940872,47.61904762,20.63492063,6.349206349,20.63492063,0,4.761904762,3.218013239,0.047058615
4.91554,8.82458,1637.81,0.6469,1.01141,0.63960214,46.15384615,7.692307692,5.128205128,33.33333333,0,7.692307692,3.160316328,0.036985906
11.91396,16.27129,4811.18,0.85252,0.3683,2.314743416,46.15384615,28.84615385,0,21.15384615,0,3.846153846,1.384505659,0.114169181
5.54897,9.24323,1876.92,0.64546,0.907659,0.711126095,45.07042254,26.76056338,0,23.94366197,0,4.225352113,3.367827407,0.04370388
4.07881,4.84068,86.0965,0.50836,1.28341,0.396101012,49.12280702,22.80701754,0,22.80701754,0,5.263157895,5.058217282,0.019826631
4.95734,7.75901,1199.81,0.62918,1.34192,0.468865506,45.28301887,13.20754717,0,24.52830189,11.32075472,5.660377358,3.716962984,0.029336482
6.99504,9.91902,3590.41,0.75622,0.632439,1.195720062,52.83018868,16.98113208,0,24.52830189,0,5.660377358,2.239701781,0.068401884
8.49706,15.23854,4498.28,0.82404,0.456136,1.806566463,50.84745763,22.03389831,0,22.03389831,0,5.084745763,1.691444944,0.094785776
11.21697,16.77427,4204.03,0.8178,0.407234,2.008182028,45.37815126,41.17647059,0,10.92436975,0,2.521008403,1.793437084,0.10457666
4.51378,8.83058,921.764,0.6038,1.66693,0.362222769,45.28301887,1.886792453,0,24.52830189,22.64150943,5.660377358,3.489167136,0.021494766
8.4987,12.6554,3926.82,0.77396,0.545246,1.419469377,42.30769231,38.46153846,1.923076923,13.46153846,0,3.846153846,2.243270574,0.079019426
5.80379,9.96823,2509.4,0.7158,0.90224,0.793358752,40,5,0,35,10,10,2.401694305,0.043357863
7.91254,15.05145,4206.4,0.8053,0.469542,1.715075542,39.25233645,34.57943925,11.21495327,12.14953271,0,2.803738318,1.902338595,0.090621432
8.3765,11.92582,3851.45,0.78342,0.568241,1.378675597,46.75324675,24.67532468,7.792207792,16.88311688,0,3.896103896,2.24171564,0.080710061
7.09201,10.84237,3130.82,0.74252,0.678337,1.094618162,43.83561644,26.02739726,8.219178082,17.80821918,0,4.109589041,2.578507109,0.06609041
12.24382,19.2289,5608.54,0.88292,0.27271,3.23757838,53.93258427,28.08988764,0,14.60674157,0,3.370786517,1.146697284,0.157906964
9.19041,15.87391,4222.78,0.8154,0.464571,1.755167671,47.31182796,26.88172043,0,22.58064516,0,3.225806452,1.789383662,0.093643989
7.25044,12.37439,2756.69,0.72484,0.715898,1.012490606,49.31506849,17.80821918,10.95890411,17.80821918,0,4.109589041,2.613338272,0.06010945
6.65759,10.49908,2717.49,0.7146,0.774294,0.922905253,48,17.33333333,0,20,10.66666667,4,2.631359014,0.053688253
6.52813,11.76746,3505.77,0.7458,0.629347,1.185037825,49.38271605,28.39506173,2.469135802,16.04938272,0,3.703703704,2.679361557,0.076783429
14.01668,20.33935,4587.31,0.81968,0.409365,2.002320667,44.26229508,40.98360656,0,11.47540984,0,3.278688525,1.76939461,0.103851591
7.3518,11.48716,3227.54,0.74644,0.626343,1.191743182,51.94805195,22.07792208,5.194805195,16.88311688,0,3.896103896,2.3509959,0.068177735
11.11929,20.16092,5712.54,0.8769,0.279925,3.13262481,53.33333333,31.42857143,0,12.38095238,0,2.857142857,1.248116022,0.153944497
10.3572,16.45254,5162.75,0.84572,0.375676,2.251195179,54.79452055,23.28767123,0,17.80821918,0,4.109589041,1.540879205,0.118146731
20.14515,21.81078,3945.13,0.86154,0.378277,2.27753736,50.70422535,18.30985915,0,18.30985915,0,4.225352113,1.432313573,0.117487721
8.86329,13.61853,4055.48,0.80578,0.523739,1.538514413,50.60240964,15.6626506,0,15.6626506,14.45783133,3.614457831,1.730555215,0.080724957
7.55571,14.09903,3120.8,0.75112,0.637571,1.178096243,41.44144144,26.12612613,7.207207207,11.71171171,10.81081081,2.702702703,2.190641066,0.063232408
10.18495,14.50757,3062.82,0.8012,0.634741,1.262247121,51.76470588,20,0,15.29411765,9.411764706,3.529411765,1.747172223,0.065843306
7.49574,12.57405,2616.85,0.73358,0.744586,0.985218632,54.94505495,14.28571429,8.791208791,14.28571429,4.395604396,3.296703297,2.361838423,0.052404711
10.87209,17.48282,5136.3,0.84514,0.366553,2.305642022,50.60240964,30.12048193,0,15.6626506,0,3.614457831,1.514039325,0.11734745
4.97785,10.44989,1306.93,0.63616,1.17117,0.543183312,49.12280702,8.771929825,7.01754386,22.80701754,7.01754386,5.263157895,3.18664863,0.031027101
9.26744,14.78164,4070.56,0.79278,0.486028,1.631140593,46.60194175,35.9223301,0,12.62135922,0,2.912621359,2.03573452,0.090347461
7.16391,31.7459,2795.16,0.79844,0.572527,1.394589251,45.37815126,10.92436975,0,10.92436975,30.25210084,2.521008403,1.527697713,0.065950827
8.6827,32.65317,3821.61,0.83274,0.428319,1.944205137,44.21052632,26.31578947,0,13.68421053,0,3.157894737,1.591582098,0.098376393
5.35094,9.9643,2231.94,0.68228,0.841668,0.810628419,47.45762712,15.25423729,6.779661017,25.42372881,0,5.084745763,2.961205429,0.048168603
9.29516,15.84483,4275.09,0.81964,0.455137,1.800864355,53.33333333,15.55555556,8.888888889,17.77777778,0,4.444444444,1.607439612,0.091772215
7.02587,10.90104,2494.49,0.7548,0.894025,0.844271693,48.8372093,16.27906977,0,16.27906977,13.95348837,4.651162791,2.19242581,0.044967977
7.2781,9.81136,2235.58,0.6837,0.868703,0.787035385,47.45762712,18.6440678,0,22.03389831,0,5.084745763,3.00190825,0.051188374
4.67787,9.2327,1615.28,0.62724,0.957364,0.655173999,41.79104478,31.34328358,0,19.40298507,0,4.47761194,3.671095295,0.04141743
4.98843,8.98513,1637.53,0.64432,1.08222,0.595368779,45.28301887,1.886792453,0,24.52830189,22.64150943,5.660377358,3.007721334,0.035384494
11.37777,32.88181,4226.87,0.86428,0.365414,2.365207682,50.70422535,18.30985915,0,18.30985915,0,4.225352113,1.452942719,0.122706499
6.1297,11.62544,3073.58,0.74712,0.682565,1.094577073,47.61904762,20.63492063,0,20.63492063,6.349206349,4.761904762,2.360964901,0.063807909
21.12394,22.78513,5164.74,0.88344,0.281598,3.137238191,46.75324675,32.46753247,0,16.88311688,0,3.896103896,1.158357619,0.152452186
8.17918,12.64057,3188.26,0.78208,0.612423,1.277025847,46.51162791,11.62790698,0,30.23255814,0,6.976744186,1.88731528,0.068537523
4.92442,8.0285,1089.31,0.59492,1.12754,0.527626514,39.3442623,18.03278689,3.278688525,27.86885246,0,4.918032787,3.90981334,0.03076592
8.6918,15.32994,3810.93,0.80178,0.524296,1.529250652,48.10126582,21.51898734,0,21.51898734,0,3.797468354,1.959805245,0.085311984
6.0607,9.54835,1627.71,0.67204,1.12199,0.59897147,46.75324675,14.28571429,2.597402597,22.07792208,10.38961039,3.896103896,2.791153198,0.032115015
11.4227,21.22294,5266.95,0.87876,0.309821,2.836347439,51.11111111,24.44444444,0,15.55555556,4.444444444,4.444444444,1.162489875,0.137719337
8.69877,15.29614,4036.57,0.7911,0.506466,1.562000213,40.77669903,32.03883495,7.766990291,16.50485437,0,2.912621359,1.962748642,0.084349611
6.49372,12.18621,3198.25,0.73794,0.637874,1.156874242,54.32098765,16.04938272,9.87654321,16.04938272,0,3.703703704,2.292370835,0.06319522
6.54223,13.78177,1380.02,0.7033,1.28429,0.54761775,50.60240964,1.204819277,0,15.6626506,28.91566265,3.614457831,2.210556398,0.027495362
8.21524,14.56083,3596.15,0.77812,0.581644,1.337794252,54.94505495,18.68131868,0,14.28571429,8.791208791,3.296703297,2.2871823,0.079017169
9.04538,17.4711,4389.36,0.82252,0.422425,1.947138545,54.94505495,27.47252747,0,14.28571429,0,3.296703297,1.883598654,0.109410278
5.0137,9.18459,2010.84,0.65806,0.882569,0.745618756,50.79365079,17.46031746,6.349206349,20.63492063,0,4.761904762,3.311202275,0.047383429
10.81342,16.73037,5151.66,0.84682,0.362699,2.334773462,53.93258427,28.08988764,0,14.60674157,0,3.370786517,1.560201689,0.12169644
5.38233,8.44615,1093.28,0.6106,1.37992,0.44248942,49.23076923,13.84615385,0,20,12.30769231,4.615384615,3.536248737,0.025983417
10.52183,32.67163,4599.44,0.85554,0.352611,2.426299803,56.84210526,26.31578947,0,13.68421053,0,3.157894737,1.716774234,0.132532896
5.76764,11.27121,2853.46,0.71848,0.742717,0.967367113,46.37681159,24.63768116,0,24.63768116,0,4.347826087,3.047375608,0.062818909
11.71453,20.10769,5688.29,0.87124,0.300654,2.897816094,52.74725275,29.67032967,0,14.28571429,0,3.296703297,1.28899671,0.145183442
4.33752,7.76001,1449.58,0.60998,1.09117,0.559014636,43.03797468,16.4556962,0,16.4556962,15.18987342,3.797468354,3.615936409,0.034138511
7.50721,11.17995,2659.73,0.74252,0.776984,0.955643874,49.31506849,23.28767123,0,17.80821918,5.479452055,4.109589041,2.414924577,0.056042944
8.85807,15.50107,4226.92,0.81766,0.473096,1.728317297,46.75324675,24.67532468,7.792207792,16.88311688,0,3.896103896,1.879072674,0.095882275
7.72252,12.88861,3897.39,0.77622,0.533833,1.454050237,42.30769231,34.61538462,9.230769231,10.76923077,0,3.076923077,2.140598937,0.080228587
8.67204,16.1111,4012.37,0.8057,0.476295,1.691598694,55.17241379,26.43678161,0,14.94252874,0,3.448275862,2.098831626,0.099382393
11.53735,15.60855,5015.94,0.8478,0.36826,2.302177809,56,22.66666667,0,17.33333333,0,4,1.423364238,0.117522719
10.38272,12.9793,4180.15,0.80426,0.505392,1.591358787,46.75324675,24.67532468,7.792207792,16.88311688,0,3.896103896,1.958696777,0.089798098
13.58573,17.14941,5799.89,0.8834,0.268111,3.294903976,53.09734513,32.74336283,0,11.50442478,0,2.654867257,1.209655911,0.161830855
10.98013,18.61783,5738.87,0.87258,0.3082,2.831213498,53.33333333,25.33333333,0,17.33333333,0,4,1.263186823,0.139664139
5.89974,10.7427,2450.29,0.6826,0.762903,0.894740223,52.87356322,19.54022989,9.195402299,14.94252874,0,3.448275862,2.896149268,0.050961535
5.20629,9.30375,2042.75,0.6664,0.879784,0.757458649,45.33333333,12,10.66666667,28,0,4,2.971157337,0.041816376
9.28681,17.04617,4052.04,0.82246,0.458803,1.792621234,52.87356322,19.54022989,0,14.94252874,9.195402299,3.448275862,1.713742172,0.095949527
8.4849,13.11198,3970.33,0.79196,0.519828,1.523503928,51.94805195,24.67532468,0,16.88311688,2.597402597,3.896103896,1.965635958,0.083776431
8.74535,14.23224,4511.06,0.82438,0.454083,1.815483072,43.58974359,28.20512821,5.128205128,17.94871795,0,5.128205128,1.662884049,0.09456999
20.52132,21.92289,3867.37,0.86054,0.379689,2.266433845,50.60240964,15.6626506,0,15.6626506,14.45783133,3.614457831,1.213294054,0.108415258
6.22727,11.19089,2037.28,0.70228,0.964836,0.727874996,47.45762712,18.6440678,0,22.03389831,6.779661017,5.084745763,2.864458936,0.044260267
9.81513,13.09645,3651.32,0.80808,0.516398,1.564839523,50.70422535,18.30985915,0,18.30985915,0,4.225352113,1.933300405,0.088927148
10.17332,15.50706,4587.9,0.83238,0.423962,1.963336337,51.02040816,26.53061224,0,18.36734694,0,4.081632653,1.738364161,0.106090868
13.80255,21.94018,6094.97,0.89288,0.247262,3.611068421,54.94505495,27.47252747,0,14.28571429,0,3.296703297,1.069802131,0.173970841
10.05184,14.97748,3973.92,0.80794,0.467357,1.728742696,56.84210526,26.31578947,0,13.68421053,0,3.157894737,2.108114437,0.101923133
5.90786,9.93585,2800.67,0.70888,0.785471,0.902490353,49.23076923,20,0,20,6.153846154,4.615384615,2.908113326,0.058361623
5.88719,10.335,1494.79,0.68402,1.31798,0.518991183,47.05882353,2.941176471,0,20.58823529,23.52941176,5.882352941,2.480574844,0.026457864
13.04549,15.37767,4443.41,0.85924,0.393385,2.184221564,48.64864865,18.91891892,0,27.02702703,0,5.405405405,1.429165049,0.112576997
13.52299,18.70156,3975.57,0.85086,0.409093,2.07986937,50.70422535,18.30985915,0,18.30985915,0,4.225352113,1.556599302,0.108637205
7.85752,12.67085,3740.35,0.76518,0.569165,1.344390467,56.84210526,26.31578947,0,13.68421053,0,3.157894737,2.577040317,0.087373517
10.19798,16.79743,4916.56,0.85346,0.379541,2.248663517,56.31067961,14.5631068,0,13.59223301,11.65048544,3.883495146,1.371011214,0.112264126
10.73919,14.51674,4752.09,0.82858,0.423352,1.957189289,46.66666667,33.33333333,0,15.55555556,0,4.444444444,1.69263656,0.103544447
8.44149,12.84097,3861.32,0.7796,0.551025,1.414817839,49.38271605,23.45679012,2.469135802,20.98765432,0,3.703703704,2.06912025,0.078019544
8.56261,14.93134,3201.79,0.8028,0.64802,1.238850653,51.94805195,16.88311688,0,16.88311688,10.38961039,3.896103896,1.766231203,0.064306126
8.91962,16.77445,4121.46,0.80946,0.474597,1.70557336,43.67816092,24.13793103,4.597701149,24.13793103,0,3.448275862,1.657024843,0.085690748
7.95789,14.61949,3304.16,0.7785,0.623488,1.248620663,50.63291139,8.860759494,0,16.4556962,20.25316456,3.797468354,1.887462392,0.066781832
7.82095,10.9703,3225.81,0.77218,0.666639,1.15831807,50.60240964,1.204819277,0,15.6626506,28.91566265,3.614457831,1.799955629,0.059847959
14.0249,21.29097,5933.53,0.89946,0.232144,3.874577848,54.73684211,28.42105263,0,13.68421053,0,3.157894737,0.997219696,0.185955269
7.20077,12.28034,3256.24,0.75488,0.618673,1.220159923,48,28,0,17.33333333,0,4,2.366682549,0.071414742
