Polymer density (g/cm3),FFV,PLD,LCD,ASA,Porosity,Pore volume,Qst H2,log_P(MMM)_H2
1.418,0.152,4.60402,8.13943,1755.85,0.63042,0.684562753,3.789157852,2.176739818
0.965,0.314,4.63088,5.62402,679.385,0.52362,0.508566434,6.406481681,4.419139564
1.241,0.225,17.45396,20.64269,5293.92,0.89486,3.549088198,1.060730977,1.630406114
1.33,0.403,4.35736,7.59167,874.592,0.55396,0.385685442,4.071554079,0.486807635
1.09,0.26,15.74857,22.04718,5643.18,0.90168,3.944408719,1.027411988,3.356129462
1.241,0.225,18.89406,23.1897,5816.78,0.91876,4.295940935,0.749869116,1.630413563
1.311,0.149,14.46799,18.10476,5472.53,0.8729,2.636881297,1.31353707,1.774483216
1.33,0.104,12.38752,16.54384,6310.34,0.88538,3.407273427,1.1768055,2.242945264
0.965,0.314,4.9355,5.40311,966.824,0.54358,0.455450356,4.958660415,4.481252227
1.44,0.2104,6.70298,7.52312,1162.4,0.56862,0.542400366,4.239508674,2.56392939
1.306,0.166,10.72172,14.8716,4019.53,0.8251,1.814862472,1.5068419,1.268327716
1.09,0.26,8.42351,12.89604,4212.86,0.80616,1.564624002,1.952691142,3.355040261
1.22,0.25,10.81121,11.63688,1246.22,0.66284,0.542666503,3.223996795,3.771152882
1.44,0.2104,8.75797,15.87955,4310.96,0.81248,1.762643618,2.06733607,2.564916165
1.311,0.149,15.32514,16.10036,2333.48,0.72952,1.081837784,2.980349897,1.774462317
1.22,0.25,26.00532,29.88397,6925.59,0.9404,6.825175637,0.604523409,3.77291973
1.241,0.225,12.59928,20.33137,5681.69,0.88782,3.333971723,1.097315559,1.630404923
1.44,0.2104,6.65907,8.47788,1652.79,0.61964,0.660338652,3.785830462,2.56440655
1.241,0.225,4.9065,10.017,1816.8,0.67828,0.65297085,3.155985177,1.630333207
1.311,0.149,5.4691,12.18771,2359.97,0.678,0.985293263,3.106842926,1.774209539
1.311,0.149,11.21281,13.86573,3984.69,0.83884,1.797917533,1.29206513,1.77446919
1.241,0.225,15.11992,18.14271,6054.5,0.88042,3.21289508,1.207587039,1.630407315
1.22,0.25,18.41292,21.39458,6118.09,0.91146,4.458695939,1.01759222,3.77286094
1.44,0.2104,13.44275,20.92627,5930.11,0.88838,3.496911989,1.094748038,2.565095013
1.09,0.26,9.43244,12.31049,5173.85,0.84576,2.24064939,1.581718287,3.355342602
1.09,0.26,5.46808,7.32111,1661.89,0.73318,0.466458837,2.213688061,3.35306019
1.09,0.26,5.59501,6.24477,1005.23,0.52626,0.440783302,4.929511253,3.351609275
1.09,0.26,11.95119,15.39612,5188.14,0.85558,2.57819751,1.54975496,3.355294166
1.418,0.152,10.12794,11.31643,1453.13,0.65254,0.629257473,2.924493353,2.177306852
1.22,0.25,26.618,31.32895,7297.6,0.94922,8.266450691,0.524502343,3.773626847
1.418,0.152,6.89364,9.14224,1206.55,0.68506,0.503883609,2.713536795,2.177423882
0.75,0.29,11.44044,14.99033,3755,0.80006,1.597713843,1.918991951,4.123385921
1.306,0.166,13.79843,19.36968,1649.85,0.7522,1.05504851,3.046860176,1.268329285
1.311,0.149,23.65088,25.86624,3974.7,0.85468,2.350243087,1.348265142,1.774472642
0.75,0.29,9.9562,16.53924,5545.95,0.86088,2.53785947,1.350819654,4.127409208
1.22,0.25,6.54223,13.78177,1380.02,0.7033,0.54761775,2.210556398,3.759428873
1.33,0.104,12.16002,21.18589,5533.17,0.8769,2.969602969,1.229255378,2.242930482
1.241,0.225,25.95833,29.25012,7154.44,0.94998,8.044133586,0.572370516,1.630418639
1.418,0.152,6.72598,9.46149,1886.94,0.72764,0.550325216,1.72037294,2.177370925
1.418,0.152,5.9608,8.15066,2343.2,0.67038,0.824967328,2.696351728,2.177094703
1.33,0.104,10.45199,14.77118,3105.55,0.80742,1.214693303,1.897222504,2.242870523
1.386,0.1057,7.63034,8.63632,2730.61,0.6691,0.860515692,4.062084367,-1.020565569
1.09,0.26,7.00403,7.53698,1604.15,0.6266,0.634215662,3.903257919,3.355734238
1.44,0.2104,9.91482,16.26449,3652.18,0.80184,1.603484375,1.853722986,2.564949975
0.75,0.29,4.99038,5.16264,390.564,0.46744,0.314226366,5.005366924,4.087946247
1.44,0.2104,21.5572,26.9761,6591.01,0.92124,5.575703288,0.852048454,2.565142301
1.418,0.152,5.73613,9.70293,2376.29,0.67772,0.843085275,3.218631293,2.177108912
0.75,0.29,22.18499,25.35241,6706.63,0.92956,5.54961194,0.722612602,4.130433916
1.386,0.1057,27.54073,31.79877,7180.8,0.9523,8.527728775,0.533053343,-1.020565465
0.75,0.29,5.60823,12.59507,2822.83,0.72258,0.956815013,3.055200728,4.107448788
1.306,0.166,38.00017,39.21097,3573.96,0.88922,3.094575219,0.946385575,1.268337839
1.311,0.149,9.60437,10.29771,654.093,0.52912,0.346119629,3.819920081,1.774477339
1.44,0.2104,7.09297,7.61343,1626.7,0.6271,0.635262488,3.917236595,2.565065048
1.33,0.403,16.65806,20.10498,5112.03,0.90102,3.292467688,1.000382356,0.486818572
1.22,0.25,10.37066,13.68087,4692.64,0.83192,2.081975665,1.94251665,3.770932115
1.33,0.104,14.17639,19.70353,4395.77,0.86758,2.330875952,1.317568014,2.242929121
1.44,0.2104,6.0394,9.46287,1307.42,0.64616,0.511238933,3.245721651,2.564141274
0.965,0.314,7.33296,11.41636,3245.61,0.75642,1.102858842,2.067050351,4.478650354
1.44,0.2104,7.11073,8.11816,1374.07,0.66288,0.542952624,3.933858754,2.564364109
0.75,0.29,5.68454,5.83174,345.079,0.41258,0.271671923,4.938942074,4.096782501
1.386,0.1057,9.01269,16.76317,4344.69,0.8363,1.908667858,1.545316972,-1.02056553
1.22,0.25,27.2542,30.71814,7236.34,0.94374,7.518223171,0.582241143,3.773191933
1.386,0.1057,3.80406,8.78253,1370.92,0.6028,0.568153971,4.77761373,-1.020565838
1.241,0.225,17.15158,20.13356,4295.41,0.89578,2.908556047,1.112624957,1.630410914
1.44,0.2104,15.89499,21.26531,5820.77,0.89634,3.631671069,1.041738459,2.565085273
1.241,0.225,11.50288,12.58218,3197.52,0.75846,1.257170893,2.808408715,1.630369408
1.311,0.149,11.45982,14.79417,4376.73,0.8457,2.185576282,1.32897791,1.774472207
1.418,0.152,4.2949,5.66876,1042.39,0.55906,0.527848328,5.672980453,2.177240163
1.306,0.166,13.85413,14.13574,1462.4,0.68312,0.786051023,3.621781016,1.26833873
1.311,0.149,21.20313,24.59611,6484.48,0.9225,5.139705268,0.788846184,1.774494847
1.418,0.152,19.90282,21.73432,3489.62,0.849,2.20597979,1.44301395,2.177438462
1.22,0.25,5.3048,8.5131,3919.89,0.7317,1.225121265,3.51409971,3.760081806
1.418,0.152,7.81628,14.53341,3043.22,0.76952,1.106912449,2.248386075,2.177346032
1.44,0.2104,4.39318,5.81593,1594.77,0.62932,0.632463343,4.648205483,2.563854864
1.241,0.225,14.75714,20.91984,4542.61,0.87442,2.61566672,1.24779217,1.630407953
1.09,0.26,22.4642,26.5482,6433.54,0.92318,5.629077694,0.866269112,3.356185016
0.965,0.314,17.59752,21.34514,5991.36,0.90854,4.146691009,0.915274246,4.505592098
1.241,0.225,22.57285,25.16112,6171.95,0.92922,5.289426498,0.752427291,1.630416175
1.418,0.152,8.09993,12.25134,4876.95,0.79328,1.820309596,2.087307099,2.177356408
1.306,0.166,13.29258,15.50154,4548.68,0.85574,2.195984439,1.254419307,1.268330535
1.386,0.1057,4.01377,4.79857,1178.23,0.59212,0.493511473,5.424082139,-1.020565582
1.418,0.152,24.79923,28.4702,6584.2,0.93374,6.219211659,0.69846547,2.177494054
1.22,0.25,17.97449,21.77769,5533.66,0.88584,2.951206349,1.17728228,3.771286244
1.311,0.149,16.22479,20.39932,6224.88,0.91648,4.786496198,0.942855777,1.774496838
1.386,0.1057,19.65678,25.65252,6381.24,0.9325,6.114473434,0.725676198,-1.020565475
1.44,0.2104,6.87343,12.16451,2800.76,0.71512,0.923003453,3.204821545,2.564735705
1.33,0.403,5.24839,8.7496,1245.49,0.59698,0.509190471,4.030921307,0.486808079
1.33,0.403,18.89406,23.1897,5816.78,0.91876,4.295940935,0.749869116,0.486818937
1.386,0.1057,6.66,13.15,2177.31,0.72,0.808988764,3.361554178,-1.020565629
1.418,0.152,4.66605,6.63855,1358.78,0.55586,0.52381805,4.624415776,2.177324103
1.09,0.26,19.39465,22.54853,6294.91,0.9146,4.266037287,0.845301526,3.356152414
1.306,0.166,9.22187,13.52432,3636.1,0.7911,1.42267029,1.933854025,1.268325088
1.33,0.104,8.70015,10.26084,2941.68,0.74692,1.097504709,2.907033215,2.242780114
1.33,0.403,16.63966,20.02901,5825.77,0.89244,3.944538491,1.1182624,0.48681854
1.418,0.152,6.72782,13.28108,3435.91,0.7845,1.217075358,2.022534659,2.177340044
1.386,0.1057,4.61334,7.43495,1424.59,0.61094,0.555389902,4.472434557,-1.020565767
1.09,0.26,5.71888,9.03956,2260.26,0.66964,0.818325685,3.511898232,3.35235893
1.09,0.26,10.30174,11.25061,2295.26,0.6833,0.881282832,2.664831076,3.353609309
1.33,0.104,7.09957,11.41445,2679.6,0.74964,0.929192516,2.261910873,2.242817807
1.418,0.152,12.93727,30.84703,6013.66,0.9055,3.816954782,1.269195763,2.177467254
1.418,0.152,8.95367,12.66518,4267.62,0.80048,1.530165369,2.106654875,2.177404562
1.22,0.25,6.95777,8.22754,1695.34,0.64638,0.591327417,3.750895558,3.762945972
1.306,0.166,4.84274,5.45688,1147.79,0.55356,0.506454653,5.768721377,1.268326514
1.241,0.225,9.28949,13.47623,4666.77,0.82456,1.920824462,1.752534872,1.630385673
0.965,0.314,12.28468,17.91581,5053.02,0.85526,2.377875521,1.397779764,4.495197399
1.306,0.166,5.48487,10.65116,2409,0.70984,0.844506733,3.709448724,1.268314853
1.22,0.25,12.29506,14.60251,4330.96,0.84052,1.910950246,1.455276826,3.769271472
1.386,0.1057,14.85007,20.65263,6010.95,0.90992,4.185195066,0.952139521,-1.020565489
1.241,0.225,11.45109,14.15097,4998.77,0.84288,2.27373396,1.716077479,1.630399571
1.311,0.149,11.29634,14.41978,3891.76,0.8046,1.731242187,1.980190458,1.774447367
1.44,0.2104,9.11253,12.70884,3397.66,0.77534,1.413200982,2.159280832,2.564812763
1.22,0.25,7.33404,8.20229,1759.08,0.66736,0.744750777,3.634055279,3.769624166
1.418,0.152,4.07874,6.01158,1355.5,0.58196,0.560298847,4.941477724,2.177019191
1.306,0.166,4.61383,4.9549,428.613,0.53188,0.364521081,5.372675772,1.268245042
1.44,0.2104,5.14075,6.86758,1033.82,0.54564,0.490762893,4.766216109,2.564459604
1.311,0.149,4.10445,5.76724,869.785,0.50398,0.398898237,5.83813188,1.774410207
1.44,0.2104,18.05942,25.07794,5557.04,0.90716,4.101492915,1.061120285,2.565125917
1.44,0.2104,4.08181,4.65057,563.912,0.5178,0.451848232,6.660903875,2.564403058
1.386,0.1057,5.02444,6.09614,1193.75,0.55906,0.522017629,5.509021948,-1.020565647
1.241,0.225,14.15328,17.59506,5118.86,0.88548,2.785938793,1.011171869,1.630397997
1.33,0.403,4.26622,4.77305,588.744,0.4922,0.367895476,5.528201101,0.486799124
1.311,0.149,7.46421,8.75902,2449.21,0.68932,0.89469442,3.541938545,1.774419055
1.311,0.149,8.42351,12.89604,4212.86,0.80616,1.564624002,1.952691142,1.774465928
1.09,0.26,5.3,12.37,2021.24,0.940935,1.302956156,3.911559437,3.350611067
1.386,0.1057,14.01886,16.67374,5450.36,0.85646,2.464888449,1.455731077,-1.020565514
0.965,0.314,7.23435,9.39959,2934.22,0.7215,1.05150862,2.572050846,4.464193086
1.09,0.26,6.31093,9.43184,1216.69,0.60842,0.492265122,3.424473308,3.350817749
1.241,0.225,7.91648,8.46136,1379.13,0.66582,0.549012171,3.964518713,1.630339303
1.418,0.152,4.11717,5.08559,437.222,0.48464,0.400926539,6.4329315,2.17660164
1.44,0.2104,31.82826,33.00797,5105.61,0.91118,4.374069914,0.913450526,2.565137517
0.965,0.314,4.40026,5.67314,1337.13,0.68924,0.477584224,3.454939797,4.435861033
0.965,0.314,17.69809,20.414,5398.48,0.89362,3.296906821,1.038792811,4.50183686
1.33,0.104,6.79866,15.95836,4261.5,0.77286,1.56095492,2.937345193,2.242789522
1.33,0.104,8.62628,10.81747,2981.53,0.70756,1.035975689,3.918227483,2.242736837
0.965,0.314,7.22608,7.76352,1527.34,0.62892,0.631061824,3.884618088,4.473369132
1.241,0.225,22.63544,24.05514,3661.76,0.8487,2.067045637,1.425141696,1.630403854
1.44,0.2104,10.05184,14.97748,3973.92,0.80794,1.728742696,2.108114437,2.564970557
1.33,0.403,7.52,15.98,2330.88,0.76,1.04109589,2.751572115,0.486817464
1.33,0.403,8.92731,10.28423,3392.53,0.76974,1.360976981,2.581264562,0.486816038
0.75,0.29,21.81017,26.89211,6070.42,0.93498,5.897067171,0.691304541,4.132351112
0.75,0.29,7.97366,8.72478,1424.17,0.67888,0.573034751,3.943494345,4.104660799
1.44,0.2104,8.64771,15.64821,4032.14,0.82136,1.687405883,1.903275609,2.564950591
1.44,0.2104,6.16155,6.57786,699.718,0.4753,0.362486844,4.952900121,2.563825745
1.386,0.1057,16.61102,20.02644,4852.04,0.88828,2.751771204,0.906386465,-1.020565496
1.386,0.1057,3.99552,4.25922,110.14,0.37884,0.23729854,7.619760804,-1.020566541
1.306,0.166,11.05204,14.11703,3034.68,0.80854,1.226325951,1.881938026,1.268327248
0.965,0.314,5.78938,6.93743,1149.02,0.54196,0.474716419,4.607727767,4.482680182
0.75,0.29,4.27999,7.01256,1391.99,0.56442,0.517360856,5.096517164,4.111611002
1.44,0.2104,17.04416,20.93358,5953.85,0.91046,4.076418862,0.838190466,2.565122093
1.33,0.403,5.1125,6.9378,1109.02,0.56054,0.470409533,5.446557554,0.486813577
1.33,0.104,10.23953,14.11155,2356.54,0.71998,1.092821029,2.483547019,2.242671531
1.241,0.225,6.78527,9.58038,3378.89,0.74884,1.092640392,2.356844813,1.630379399
1.241,0.225,17.24277,19.45903,4913.3,0.888,2.909186214,1.130817504,1.630410551
0.75,0.29,18.94666,35.11492,5880.16,0.91622,4.628519179,0.79896056,4.129624029
1.386,0.1057,12.29506,14.60251,4330.96,0.84052,1.910950246,1.455276826,-1.020565534
1.241,0.225,3.82499,11.61384,1502.42,0.6444,0.713452183,3.72521877,1.630162796
1.241,0.225,23.73521,25.93121,6952.49,0.93716,6.451914935,0.646625043,1.630416624
1.22,0.25,8.7836,12.9465,4332.75,0.82988,1.784630603,1.713912561,3.769801756
1.311,0.149,27.87382,29.55899,3471.26,0.86874,2.319200397,1.155933488,1.774488684
1.241,0.225,11.1959,19.36366,5103.38,0.86268,2.644229885,1.376803309,1.630408899
1.33,0.104,3.87283,5.01407,1086.67,0.5972,0.487076805,5.148191071,2.242521089
1.09,0.26,12.75201,19.40639,5966.28,0.893,3.394004812,1.046704658,3.355785507
1.386,0.1057,9.12713,11.3522,2032.26,0.70164,0.901346933,3.053691346,-1.020565662
0.75,0.29,3.94029,4.71244,282.359,0.4711,0.252409706,6.105650322,4.04340134
1.311,0.149,6.14698,10.15185,2711.53,0.71952,0.929470701,2.565569048,1.774349153
1.22,0.25,11.89014,14.17824,3253,0.80498,1.444760325,1.694133228,3.768537361
1.33,0.104,5.41503,11.30468,5059.07,0.7839,1.530250708,2.677498093,2.24283446
1.09,0.26,6.84044,10.84549,3365.39,0.75792,1.123075715,2.520430714,3.352669286
1.418,0.152,12.47082,15.33586,4746.05,0.83748,1.986065197,1.688710661,2.17742043
1.386,0.1057,15.35387,18.23941,5824.85,0.87416,2.854083139,1.256159405,-1.020565505
0.965,0.314,6.25516,7.09133,814.658,0.52622,0.493084708,5.699530285,4.38015015
1.311,0.149,21.93284,26.48833,6948.33,0.93956,6.722523128,0.630614358,1.774502749
1.22,0.25,10.94385,12.59376,5030.05,0.8614,2.235759169,1.297376736,3.770570958
0.965,0.314,40.32744,43.61744,4147.28,0.96308,8.052912353,0.36015226,4.513813252
1.306,0.166,7.2431,10.60893,751.774,0.59994,0.50490225,3.786900606,1.268317184
1.418,0.152,4.14383,5.43686,1063.67,0.5272,0.492411152,5.55166789,2.177135325
1.386,0.1057,9.94447,12.53714,4298.35,0.81746,1.77442917,1.77034269,-1.020565544
1.306,0.166,5.7674,9.21037,2423.82,0.72872,0.818484873,2.825246997,1.268310469
1.33,0.104,11.66352,15.5622,4625.68,0.86006,2.273781166,1.352396281,2.24291725
1.241,0.225,10.90932,11.71715,1230.01,0.66484,0.545192134,3.260312619,1.630403205
1.386,0.1057,10.46533,13.08202,3523.97,0.808,1.48569012,1.904952186,-1.020565538
1.22,0.25,4.51456,4.9876,1231.58,0.56248,0.478877556,6.425121385,3.765201148
1.44,0.2104,4.15962,9.30827,1446.76,0.6279,0.736219194,4.08901963,2.5628036
1.386,0.1057,11.58139,14.60536,4390.56,0.84078,2.07433541,1.36052108,-1.020565523
1.33,0.104,14.3181,21.20131,5970.51,0.91416,4.312624721,0.878673289,2.242972394
1.22,0.25,4.25664,5.56472,1190.5,0.55888,0.458556918,4.359302587,3.742964817
0.75,0.29,3.88793,5.27982,356.265,0.5189,0.27001712,5.934592334,4.014282402
1.09,0.26,5.4678,5.99001,1068.02,0.56938,0.536755972,4.883793853,3.351555145
1.311,0.149,17.84585,19.62854,4847.7,0.86376,2.747144752,1.370445586,1.774475222
1.386,0.1057,19.88194,24.74475,5696.18,0.8958,3.61926233,1.092083354,-1.020565492
1.386,0.1057,22.14446,24.58519,5918.59,0.91982,5.125916019,0.801641717,-1.020565491
1.306,0.166,6.68243,13.28501,2160.32,0.72034,0.81313588,3.345951829,1.268313594
1.22,0.25,9.01269,16.76317,4344.69,0.8363,1.908667858,1.545316972,3.76955703
0.965,0.314,8.55135,12.56452,4838.89,0.82278,1.851277678,1.821152632,4.48886132
1.09,0.26,6.68165,13.2499,2152.63,0.7205,0.810246099,3.354706939,3.352762475
1.33,0.403,4.33133,5.94588,1408.15,0.5951,0.485459069,4.961548233,0.48681633
1.306,0.166,26.5894,28.056,4872.66,0.87052,3.063140412,1.638509596,1.268335125
1.33,0.403,6.48693,6.87869,850.375,0.56576,0.3469941,4.440931535,0.486817542
1.33,0.403,6.59754,6.98007,838.067,0.56018,0.344171244,4.529870809,0.486817098
1.22,0.25,6.82741,7.37109,983.118,0.56996,0.405379839,4.088628283,3.767675872
1.33,0.104,5.13941,6.90621,1055.16,0.54894,0.497246277,4.748446605,2.242649503
1.418,0.152,30.01178,33.32975,7105.98,0.94416,7.792220654,0.602905862,2.17750436
1.241,0.225,19.6175,23.7137,6149.83,0.91546,4.824660335,0.874007878,1.630412971
1.33,0.403,7.99297,11.60238,4886.8,0.81154,1.710110967,1.973973769,0.486817018
1.386,0.1057,13.91814,16.09669,3373.24,0.80218,1.532278552,1.603673756,-1.020565577
1.33,0.403,4.79581,7.46662,2160.48,0.66268,0.656053856,3.97675608,0.4868151
1.22,0.25,17.63342,22.68288,6410.54,0.92094,5.024907925,0.811358882,3.772445485
0.965,0.314,10.49239,13.60947,4789.69,0.84134,2.065930828,1.454515693,4.49553857
1.09,0.26,7.73965,11.89444,5145.26,0.82258,1.844362182,1.894756263,3.354340799
1.418,0.152,15.02755,20.99669,4222.46,0.90188,2.770693103,0.901948735,2.177472234
0.75,0.29,7.74023,10.53968,3229.25,0.74936,1.089765777,3.039853266,4.122743526
1.22,0.25,15.84638,18.45379,3785.4,0.84016,2.057067865,1.528772471,3.770473694
1.311,0.149,9.90922,20.37708,3587.2,0.828,1.6069869,2.006457402,1.774472328
1.306,0.166,17.84008,20.74149,4017.44,0.83638,2.395804092,1.597261809,1.268333042
1.09,0.26,19.08246,21.37227,5549.97,0.90982,4.103556367,0.951531693,3.356090699
1.09,0.26,19.72852,23.04214,2743.84,0.8611,1.852429499,1.489258576,3.355939418
1.418,0.152,8.86133,13.45467,3849.89,0.8106,1.450071287,2.143317652,2.177377132
1.33,0.403,4.50865,5.05516,509.707,0.55578,0.286350217,4.478413985,0.486808202
0.75,0.29,8.25335,13.15118,4248.44,0.7943,1.60282669,2.10374618,4.123859987
1.418,0.152,5.70377,6.40025,1486.93,0.63598,0.523405866,3.921080051,2.177373721
0.965,0.314,4.20373,6.56154,1298.13,0.62504,0.573668028,4.557550425,4.437593215
0.75,0.29,11.86193,15.40735,4911.77,0.86338,2.502710318,1.251236655,4.12603279
1.386,0.1057,3.97085,13.71017,1104.43,0.60978,0.495216593,4.200160285,-1.020565784
1.241,0.225,7.21043,7.67622,1579.79,0.63088,0.631085103,3.989561648,1.630406509
1.306,0.166,19.9576,22.60251,5999.32,0.91788,4.563751715,0.835430604,1.268335555
1.306,0.166,5.43687,9.32301,1385.03,0.58002,0.609917548,4.776654342,1.26832555
1.306,0.166,4.48921,5.82315,1521.2,0.56606,0.58998077,5.005422548,1.268287414
0.965,0.314,6.59048,11.69941,1402.97,0.67536,0.522223253,2.512882507,4.441168498
1.418,0.152,32.85983,38.66557,5239.33,0.95192,7.941534714,0.528086801,2.177508246
1.418,0.152,4.93297,5.91545,2278.96,0.61868,0.664749822,4.009119355,2.177350529
1.311,0.149,28.19328,29.2693,2937.14,0.82528,1.510716038,1.399567081,1.774465557
1.311,0.149,11.23494,21.39088,5126.06,0.87052,2.679627908,1.40521147,1.774477922
1.386,0.1057,4.92239,7.53158,2887.73,0.67898,0.885124645,3.885344747,-1.02056558
1.418,0.152,24.10901,30.1163,6449.21,0.94218,7.603376481,0.603735372,2.177498588
1.33,0.403,9.77715,12.57598,6024.66,0.8193,1.911001847,1.89271222,0.486817544
0.75,0.29,10.00981,12.36518,2733.8,0.71686,1.001753761,2.700078597,4.121139143
1.306,0.166,5.99619,7.75927,1005.44,0.6128,0.434231132,3.84467604,1.268276098
1.22,0.25,11.04371,13.68137,5098.26,0.80782,1.88799454,2.052292247,3.768652183
1.386,0.1057,5.29096,5.93338,677.01,0.52144,0.396312313,5.594191229,-1.020565527
1.241,0.225,4.76389,5.46139,1733.14,0.64174,0.671976243,4.061510635,1.630323319
1.22,0.25,21.26785,22.50578,4889.63,0.86086,2.791492508,1.449612717,3.770160285
1.44,0.2104,14.06888,18.32042,5058.3,0.8709,2.611253366,1.336440644,2.565033195
1.386,0.1057,11.47188,14.60078,5673.49,0.85808,2.55745542,1.442876094,-1.020565505
1.306,0.166,4.34625,4.49444,704.473,0.5303,0.408334553,5.364229011,1.26830402
1.241,0.225,5.95196,8.43693,1052.18,0.60916,0.449959743,4.131760293,1.630391513
0.75,0.29,4.21812,4.9219,271.429,0.49422,0.315414611,5.882832048,4.019195497
1.306,0.166,6.74493,12.05622,3576.51,0.78288,1.265696312,2.555562812,1.268319005
0.75,0.29,5.0269,7.1268,359.994,0.4262,0.215248177,5.407162463,4.08439003
1.33,0.403,22.63466,26.62917,5932.13,0.93432,5.920649908,0.711095731,0.486819339
1.306,0.166,14.41927,21.42576,5740.44,0.89522,3.33737199,1.004075276,1.268336629
1.33,0.403,6.98056,7.99116,2188.16,0.66072,0.772983483,3.132521312,0.486814239
0.965,0.314,6.60038,20.08743,3677.13,0.78218,1.315665091,2.605565278,4.485182468
1.311,0.149,8.64999,10.56394,2545.32,0.69576,1.057329777,2.91677116,1.774226218
1.33,0.104,6.58722,10.79609,3844.67,0.75152,1.224971475,2.44245281,2.242719224
1.241,0.225,4.45129,6.37079,1125.51,0.54744,0.522351459,5.717252602,1.630370077
1.33,0.104,20.97612,25.50685,6135.85,0.9368,6.128323215,0.682729341,2.243002046
0.965,0.314,26.93396,29.16873,6625.05,0.93038,5.669211692,0.718369281,4.508639537
1.241,0.225,4.74964,5.60484,1058.79,0.55576,0.518224966,5.465003969,1.630235598
0.965,0.314,28.25178,30.25609,3005.31,0.83048,1.937246175,1.52661124,4.499556682
1.311,0.149,9.40181,10.39839,1439.32,0.63216,0.605430254,3.372941713,1.774374675
0.965,0.314,10.76362,13.46081,5387.37,0.84584,2.383970823,1.599739497,4.494276794
1.241,0.225,6.45442,6.88379,867.384,0.5708,0.352076189,4.441538564,1.630393732
1.386,0.1057,16.40615,20.19866,5633.15,0.8958,3.365328625,1.009324368,-1.020565492
1.418,0.152,5.75735,8.09273,1686.41,0.62226,0.630351188,3.961190589,2.177233307
1.33,0.403,5.71494,10.3068,2669.09,0.69706,0.893628859,2.929073564,0.486812798
1.33,0.403,13.60567,17.69299,4186.81,0.81422,1.872144544,1.869660248,0.486817095
1.09,0.26,10.30053,13.62413,4308.52,0.83562,1.81618224,1.511842823,3.354106284
1.22,0.25,6.609,9.78512,4388.3,0.76586,1.439215841,2.880196692,3.763766786
1.22,0.25,5.7276,6.88265,1611.77,0.62392,0.609570706,3.946242379,3.756908146
1.241,0.225,4.28901,6.72543,1695.44,0.64424,0.609804348,4.111223766,1.630328427
1.33,0.403,14.0996,17.52227,6217.17,0.89156,3.733422667,1.120989604,0.486818596
1.418,0.152,9.14981,14.35363,3960.57,0.7947,1.512630954,2.169231318,2.177405951
1.33,0.104,4.34625,4.49444,704.473,0.5303,0.408334553,5.364229011,2.242662044
1.386,0.1057,5.53647,6.87756,1182.66,0.54192,0.45842286,4.321394945,-1.020565563
1.09,0.26,5.50957,5.63288,1260.43,0.56064,0.521108694,5.055839876,3.351659867
1.306,0.166,4.70953,5.87386,784.394,0.54114,0.413560669,6.108372815,1.268325339
1.241,0.225,4.66172,5.75292,347.817,0.4715,0.365864068,5.388152591,1.630346411
1.33,0.403,18.91538,20.77335,3954.93,0.84194,2.062168272,1.481370672,0.486818208
1.311,0.149,19.30206,22.49817,4208.94,0.85554,2.486261541,1.367170287,1.774465289
1.418,0.152,11.92958,19.20031,4571.3,0.84456,2.306790961,1.541797468,2.177405031
1.241,0.225,20.81322,22.05183,4526.07,0.8758,2.817218552,1.273300643,1.630401824
0.965,0.314,5.33137,9.42428,2244.08,0.6717,0.7697147,3.243732273,4.428893411
0.75,0.29,21.67115,23.29142,6185.63,0.90874,4.194913885,0.944086428,4.129820262
0.965,0.314,17.94407,20.4016,4659.5,0.89686,3.326311261,1.009601491,4.507213821
1.33,0.403,6.18953,7.62791,2803.98,0.68232,1.020123793,4.028044341,0.486814661
1.33,0.403,26.75622,32.15597,4367.25,0.93882,5.329208413,0.546837108,0.486819323
1.418,0.152,10.47388,14.84993,3563.7,0.77804,1.462681909,2.31843739,2.177390527
1.33,0.403,5.33808,6.56785,1901.46,0.66442,0.60867733,3.775001642,0.486816392
1.33,0.104,6.24399,7.42167,1637.92,0.62492,0.575671319,2.879078661,2.242407311
1.44,0.2104,7.97705,15.00013,3695.84,0.81298,1.359971361,2.066332632,2.5647944
1.311,0.149,4.84687,6.44994,811.663,0.5183,0.362404469,4.99026525,1.774302268
1.33,0.403,9.31745,14.63208,5795.69,0.85098,2.422491268,1.527488638,0.486817508
1.306,0.166,22.971,25.33161,6632.27,0.92984,5.678446891,0.758791564,1.268337609
1.311,0.149,9.32554,12.98489,4582,0.82418,1.825107013,1.866021725,1.774471885
1.33,0.104,4.32918,9.00116,2201.56,0.67476,0.751965836,4.207633677,2.242711339
0.75,0.29,4.89652,6.38285,1124.9,0.54092,0.495452339,4.241427993,4.082526199
1.22,0.25,8.24032,14.04283,3965.21,0.78636,1.43913384,2.266802093,3.768065426
1.33,0.104,15.5404,19.18316,5110.47,0.87674,2.876792787,1.046958679,2.242947607
1.306,0.166,4.73915,6.22529,1019.32,0.55374,0.507869249,5.284163012,1.268311074
1.386,0.1057,20.08079,21.54166,2888.21,0.80844,1.574034773,1.656484466,-1.020565531
1.22,0.25,5.54861,7.76038,2603.43,0.71286,0.842122424,3.325879385,3.764671708
1.311,0.149,15.45106,19.34531,5466.56,0.895,3.419045036,1.094239728,1.774489951
