PLD,LCD,LCD/PLD,ASA,Porosity,Pore volume,Qst CO2,N1bar_CO2,log_D0_CO2,log_D1bar_CO2
11.46736,14.93017,1.301970985,4571.74,0.85126,2.169937573,13.3842779,0.913816423,-3.663086546,-3.659886167
10.24913,14.1211,1.377785236,3868.22,0.82268,1.664895888,17.78641821,2.289350481,-3.841919363,-3.850221448
17.44172,20.72288,1.188121355,5023.97,0.89018,3.014728543,9.961959049,0.877779054,-3.317022173,-3.381732407
19.0468,22.61666,1.187425709,6378.2,0.91318,4.275227296,7.98549992,0.756227968,-3.172891596,-3.250771279
11.3192,13.97255,1.234411443,3407.33,0.8287,1.486828106,21.3927961,2.141641198,-4.039801574,-3.933464558
16.99958,21.83111,1.284214669,5795.55,0.91824,4.260065137,8.958799751,0.856443283,-3.264778881,-3.275026432
13.79658,17.4385,1.263972666,5167.58,0.8762,2.724824451,10.99235911,0.979763649,-3.491775102,-3.486622724
13.80964,16.54363,1.19797692,3928.26,0.87524,2.177008144,10.58366642,0.649145734,-3.483492903,-3.473857947
11.29157,15.03099,1.331169182,4754.51,0.8563,2.276999987,10.82530904,0.83332771,-3.545130719,-3.526144308
12.85273,16.87192,1.312710996,4582.16,0.84062,2.164337429,12.48387503,0.896911271,-3.711664382,-3.687289136
11.16593,14.88153,1.332762251,2949.72,0.84164,1.438499219,13.49048373,0.665117074,-3.672542705,-3.720284716
14.83145,19.44515,1.311075451,5647.62,0.89868,3.519694198,9.092679029,0.758618424,-3.316793989,-3.368853149
22.00272,24.18512,1.099187737,5956.84,0.92148,4.719826262,15.15222063,1.437598699,-3.454859493,-3.438488849
14.88135,19.60383,1.317342177,3789.95,0.87314,2.145122655,12.00533258,0.626852538,-3.555338699,-3.55670318
17.1035,21.72415,1.270158155,5825.13,0.9124,4.235132476,8.785796453,0.788627616,-3.325737946,-3.271215113
16.38922,20.51732,1.251878979,4755.09,0.88556,2.827341138,17.21896064,1.513177712,-3.78611821,-3.765307451
14.54561,20.08452,1.380795993,2829.25,0.85968,1.536275861,19.06926476,0.754680173,-3.895499019,-3.822846752
11.0696,13.11081,1.18439781,3384.02,0.81088,1.473386984,15.81068665,0.856055573,-3.813842373,-3.783598078
18.03744,22.42472,1.243231856,6155.97,0.9158,4.499604479,8.252467644,0.763015559,-3.206295075,-3.226521459
5.46321,10.30844,1.886883352,2608.24,0.70402,0.880822144,23.02660161,2.686553994,-4.432777076,-4.274369714
10.24524,14.09249,1.375515849,4214.94,0.82686,1.78402905,12.63505342,0.941231538,-3.681545366,-3.633787955
14.60722,17.6609,1.209052783,4553.92,0.86694,2.318238338,11.68158144,0.915101445,-3.482424144,-3.488056153
16.76192,19.06735,1.137539733,6129.87,0.92146,4.419536013,6.527085491,0.623036999,-3.129931822,-3.111281114
18.01803,22.77948,1.264260299,6090.91,0.92086,4.763101814,8.157945181,0.784337686,-3.214587339,-3.279658262
12.38143,15.44555,1.247477068,4902.11,0.86536,2.522106613,9.869512919,0.716779092,-3.418995249,-3.431313562
12.59928,20.33137,1.613693005,5681.69,0.88782,3.333971723,14.79520315,1.256023724,-3.629979677,-3.565857251
23.73521,25.93121,1.092520774,6952.49,0.93716,6.451914935,6.638293397,0.865745548,-3.066633306,-3.062217406
16.67665,19.29625,1.157081908,3917.75,0.88842,2.289464936,10.95105059,0.644014458,-3.486531948,-3.459807256
21.8887,26.1238,1.193483396,6763.52,0.9312,5.80740519,7.377669007,0.874836892,-3.115192175,-3.127335852
15.93548,19.26145,1.208714767,3674.09,0.8757,2.073850584,16.75461879,1.160487685,-3.808429236,-3.784799458
26.63312,30.31024,1.138065687,6915.31,0.9429,7.110645229,6.858556545,0.913436058,-2.994611733,-3.004923635
25.16456,28.90092,1.148477065,6972.5,0.94192,7.21700354,6.888126686,0.946296223,-3.033717327,-3.034365574
22.23952,25.96923,1.167706407,6794.93,0.92976,5.574635457,7.385079363,0.843333966,-3.124080005,-3.178304592
21.81482,26.34256,1.207553397,6788.01,0.9337,6.074742033,7.198736635,0.859971631,-3.123056922,-3.10926264
26.46414,28.12754,1.062854867,6543.39,0.92956,5.283241922,7.545111963,0.816763928,-3.106815378,-3.157956657
16.55,20.20363,1.220763142,5092.64,0.89154,3.178475042,13.8569175,1.186977534,-3.643542979,-3.592165337
21.07582,24.11694,1.144294267,6545.88,0.91152,4.247094892,8.025819537,0.834987331,-3.259204124,-3.264065782
14.82292,19.66452,1.326629301,4644.48,0.88396,2.772659835,27.38790276,2.23302282,-4.052985431,-3.821779311
11.96124,21.71035,1.815058472,5228.82,0.87724,2.85348114,14.67727295,1.31018713,-3.708982163,-3.703993712
17.84292,22.33813,1.251932419,5709.82,0.90606,3.988782841,9.578720777,1.021810238,-3.338882364,-3.311100361
21.87479,24.10252,1.101840063,6534.21,0.91416,4.548421765,8.457362589,0.857644166,-3.253969714,-3.253971609
16.56145,20.69287,1.249460041,4874.19,0.89384,2.985198247,16.76060454,1.5207797,-3.683321815,-3.675225165
15.63931,18.12851,1.159163032,3887,0.82858,1.884541203,14.48624419,1.125810958,-3.765152691,-3.773163671
19.29771,23.67986,1.227081348,6373.23,0.92722,5.127606744,9.815082491,1.001536021,-3.18489112,-3.223039746
15.60451,22.64579,1.45123365,4301.44,0.90838,3.087858371,9.735953142,0.624435777,-3.351515781,-3.327328849
13.0529,15.53462,1.190127864,5245.85,0.86766,2.718318243,11.16736074,0.921721764,-3.497851932,-3.526894408
14.83356,18.34722,1.236872335,4001.12,0.88964,2.424344821,10.59863502,0.596628556,-3.397860664,-3.358928398
9.93027,13.07579,1.316760773,3824.16,0.81864,1.601063934,21.11434555,2.024652146,-3.994178754,-3.957418803
16.93716,21.42454,1.264942883,5401.57,0.88834,3.178864349,10.0472144,0.977767102,-3.371072409,-3.363311491
9.76446,12.55242,1.285521166,2878.03,0.76406,1.234816505,18.04192325,1.70450729,-4.115743683,-4.060091253
12.20198,14.99425,1.228837451,4058.87,0.84346,1.870361295,15.61923251,1.629904942,-3.754745125,-3.728276947
9.74984,14.93047,1.531355386,2649.22,0.8097,1.099038324,23.18446062,0.98003056,-4.042549977,-3.84709785
17.63342,22.68288,1.286357383,6410.54,0.92094,5.024907925,8.098276468,0.860863919,-3.266237159,-3.215984753
11.6331,14.84166,1.275812982,4631.04,0.84282,2.110786091,11.81268778,0.97094026,-3.595332687,-3.616596369
16.4933,18.78296,1.138823644,4589.49,0.8739,2.412861971,16.76401596,1.539770583,-3.724613004,-3.707483146
8.94544,10.8629,1.214350552,3924.74,0.80484,1.410755071,12.28632827,0.839964582,-3.600787476,-3.648560082
18.37391,22.29805,1.213571308,5899.75,0.91496,4.289947487,12.55813194,1.199234858,-3.414337931,-3.384213415
18.47122,22.65952,1.22674734,5714.19,0.90062,3.655380669,9.649067067,1.017110726,-3.34998146,-3.334332726
11.64513,13.46476,1.156256736,3645.71,0.80638,1.465969538,16.48638754,1.109507864,-3.866793464,-3.882047761
9.61757,16.88687,1.755835414,4578.82,0.82348,1.982841443,17.47170177,1.637410632,-3.928574766,-3.884019916
13.34876,15.78377,1.182414696,4976.89,0.873,2.622172829,10.07349579,0.750680264,-3.453199409,-3.452958789
17.41957,22.92915,1.316286797,6238.78,0.91928,4.776001538,8.683157484,0.874371265,-3.27260471,-3.271935794
15.78401,19.97173,1.265314074,5799.47,0.90322,3.736915706,8.603591459,0.833788815,-3.2985672,-3.368952404
17.60096,21.07871,1.197588654,4259.56,0.89766,2.832154925,10.39466126,0.676137909,-3.415183804,-3.418997844
15.62663,19.58409,1.253251021,3953.98,0.88306,2.260309562,12.37388289,0.691284696,-3.574267159,-3.515466329
12.73568,15.45175,1.213264623,5124.83,0.8716,2.620486456,10.12658941,0.795450459,-3.470864175,-3.541043314
15.86233,18.08007,1.139811743,4816.75,0.85622,2.481962566,13.20286676,0.73708154,-3.625754675,-3.616317059
9.23519,11.51819,1.247206609,3641.85,0.80246,1.256128333,14.0649607,1.022300981,-3.715402386,-3.681020755
16.68689,20.53445,1.230573822,6178.28,0.91566,4.451585615,7.643078158,0.758303724,-3.175110725,-3.214692898
13.79297,19.66634,1.425823445,5973.51,0.90102,3.773953181,14.15592958,1.194805049,-3.56824703,-3.601166842
13.63518,15.63991,1.147026295,5025.76,0.87248,2.619124097,9.878478616,0.793297253,-3.42404775,-3.469111764
19.37513,22.393,1.155759987,6269.29,0.916,4.241310176,10.36243354,0.947422521,-3.318707197,-3.319625996
16.27242,21.89496,1.345525742,4900.24,0.89038,3.141545616,16.27213914,1.789970599,-3.636378722,-3.610086102
18.39154,22.33703,1.21452744,5294.01,0.89936,3.49225333,14.84227834,1.501791931,-3.549345833,-3.522865675
10.82465,12.55814,1.160142822,5021.4,0.86234,2.231948276,10.07830037,0.714531368,-3.418531927,-3.452761628
14.9493,20.19313,1.350774284,5762.72,0.8885,3.27081301,13.45012015,1.077021909,-3.605107742,-3.57409287
11.19605,14.1486,1.263713542,4268.77,0.83626,1.914159691,11.58100462,0.873032605,-3.597915184,-3.655280566
19.25398,22.77768,1.183011512,6433.99,0.91204,4.264639182,8.26153806,0.783875837,-3.211729199,-3.249002731
20.33739,23.36816,1.149024531,4885.74,0.87622,2.947437114,11.99088558,1.105454855,-3.508670068,-3.498520984
18.04635,22.64363,1.254748467,6438.51,0.91912,4.692667834,7.361642722,0.766510285,-3.188059207,-3.180073491
18.22582,22.43193,1.230777545,5913.91,0.91888,4.383593012,8.381791447,0.770567585,-3.210499975,-3.20379597
10.89633,13.01258,1.194216768,4192.92,0.81966,1.699661378,12.94552319,0.92407359,-3.699920291,-3.713325067
16.25378,18.79534,1.156367319,5926.99,0.89022,3.312890285,9.244804277,0.782860048,-3.399592968,-3.434824988
16.48515,18.74037,1.136803123,4540.28,0.87234,2.373436577,18.73095412,1.762167458,-3.799813145,-3.772159109
17.86495,20.06356,1.123068355,5508.59,0.89928,3.605990737,10.22591225,0.895235598,-3.416254677,-3.411572808
16.82334,21.95224,1.304868118,5485.73,0.9019,3.716340112,9.732796139,0.941187212,-3.316534385,-3.35366098
20.17235,24.93574,1.23613461,6886.35,0.93728,6.327628692,6.486312885,0.806567928,-3.003861236,-3.034268608
27.09995,33.23281,1.226305215,7460.89,0.95528,9.500263543,5.875233576,0.981271063,-2.87157265,-2.933013084
19.07292,23.4176,1.227793122,5837.02,0.91842,4.306553941,13.06643884,1.340061605,-3.43022973,-3.445825354
16.50185,20.86958,1.264681233,4983.96,0.90188,3.289431932,12.96053199,1.259262543,-3.530880947,-3.524926391
16.2031,17.9934,1.110491202,5487.88,0.87444,2.83946889,11.00681132,0.958786967,-3.532307975,-3.543071064
16.33726,19.75426,1.209153799,5304.44,0.89732,3.443747242,10.29445392,0.937586082,-3.370867452,-3.412791244
15.5602,20.86061,1.340638938,6126.47,0.90714,4.050979989,9.173838276,0.847045004,-3.375774231,-3.380357205
21.67115,23.29142,1.074766221,6185.63,0.90874,4.194913885,9.000606897,0.864116586,-3.289381045,-3.284983518
14.84873,22.14442,1.491334276,5016.93,0.89314,3.121077424,12.03861287,1.161568986,-3.479798594,-3.553878209
10.41651,19.12073,1.835617688,5421.21,0.85652,2.576472676,14.87836558,1.215506222,-3.702095455,-3.695878589
16.39755,21.22404,1.294342143,4926.96,0.89444,3.056973923,15.54435243,1.37500707,-3.661749349,-3.633188447
22.12242,27.08701,1.224414418,6777.05,0.93634,6.318296839,6.931288419,0.841466384,-3.023730962,-3.039139974
10.24282,13.35234,1.303580459,3840.13,0.82572,1.644117102,18.88335608,2.153982102,-3.983704677,-3.955455435
19.9892,24.9963,1.250490265,6855.26,0.93318,5.734741034,6.507716424,0.763194155,-3.029425242,-3.035063141
21.93284,26.48833,1.207701784,6948.33,0.93956,6.722523128,6.456535694,0.851461072,-3.02947614,-3.032426757
17.61828,22.52274,1.278373371,5511.55,0.91282,4.021924472,8.450928797,0.829102855,-3.268813725,-3.221014211
18.65855,23.62106,1.265964397,5462.93,0.90252,3.734915827,9.820984858,1.03561284,-3.359751095,-3.399893411
16.5371,21.64566,1.308915106,5699.43,0.90464,3.894425527,9.951521873,0.952968274,-3.344183599,-3.305260602
10.40469,13.95463,1.341186523,4203.64,0.83556,1.826292793,13.54774838,0.990108081,-3.753874254,-3.695904407
14.54668,22.42335,1.541475443,5489.47,0.88712,3.423164784,10.2069712,0.714684872,-3.426081967,-3.423268136
5.61701,9.01599,1.605122654,2078.46,0.6782,0.716898921,43.29218245,7.27160072,-5.518734755,-4.526361928
26.44319,28.85204,1.091095288,7248.8,0.942,7.105251248,6.533579679,0.861207836,-2.990673753,-3.05279513
8.54229,14.815,1.734312462,3922.3,0.7978,1.524628541,24.76220144,1.345895131,-4.218563888,-3.988065872
16.28967,17.75053,1.089680147,4782.74,0.84966,2.153507694,12.98005514,0.750856363,-3.660454737,-3.652050125
5.86064,10.5397,1.798387207,2832.33,0.72358,0.932352335,22.14300196,2.489621889,-4.294202437,-4.226377226
14.78563,17.50924,1.184206557,5298.16,0.86314,2.535172381,15.37040631,1.231380147,-3.760553975,-3.679806629
19.2756,22.38657,1.161394198,6499.16,0.91718,4.386741917,7.271280749,0.720544222,-3.157898439,-3.157558845
11.27444,16.284,1.444328942,3988.26,0.85,1.827092558,17.59495574,1.032295929,-3.8404235,-3.734607201
26.69963,30.91897,1.158029905,7209.14,0.95034,8.447391579,6.095981577,0.919478341,-2.886480106,-3.0390386
16.86017,22.11642,1.311755457,5372.17,0.90724,3.646140615,8.659636266,0.80107646,-3.282857643,-3.336161659
16.45878,21.96111,1.334309712,6041.51,0.91602,4.504403499,8.657850434,0.811711891,-3.278646095,-3.330109777
17.65817,21.59648,1.223030473,5656.09,0.90414,3.84202542,9.376273386,0.791654637,-3.348707903,-3.298525998
15.13615,19.16963,1.266479917,5152.06,0.85908,2.563805658,10.52823403,0.646319583,-3.526116897,-3.512716788
26.98078,30.45183,1.128648986,7122.55,0.9405,7.151166769,8.117917516,0.97472632,-3.053063854,-3.147374044
14.99656,17.86934,1.191562598,5970.13,0.9123,4.048656661,6.963421667,0.640009866,-3.170159069,-3.134676947
9.87362,12.41213,1.257100233,3751.65,0.81136,1.501234129,14.47448098,1.115349696,-3.848571753,-3.838112855
27.16953,30.83927,1.135068218,7274.29,0.94968,8.500156635,6.190828257,0.937600248,-2.917742595,-2.954618008
18.65662,18.88651,1.012322168,4449.82,0.89556,2.619937102,8.618834971,0.507228062,-3.271100044,-3.336336377
24.56092,26.8659,1.093847462,6233.12,0.91614,4.637603394,8.738265488,0.886928915,-3.264997296,-3.182747013
22.32918,24.20735,1.084112807,6009.52,0.92202,4.773719226,14.30705066,1.384356324,-3.442426201,-3.42118897
22.11223,25.7963,1.1666078,6682.53,0.93172,5.867882582,7.133615545,0.83054144,-3.120323039,-3.132923111
19.26206,23.93507,1.242601778,6573.61,0.92792,5.194997145,7.045007554,0.764283279,-3.102240823,-3.078571636
15.82787,20.66279,1.305468771,4186.17,0.90008,2.733611934,10.56234301,0.633629216,-3.387863456,-3.420100263
10.5939,12.76817,1.20523792,3714.51,0.80108,1.464489226,12.68182025,0.97712381,-3.663520227,-3.701915334
15.35559,20.8629,1.3586518,5735.93,0.91016,3.906467286,9.132562931,0.858849098,-3.281445162,-3.319086814
16.50283,18.69327,1.132731174,5259,0.87604,2.754427005,10.1379854,0.744869763,-3.511197091,-3.501945419
12.19279,15.26957,1.252344213,4617.58,0.85178,2.158060487,10.86254206,0.765947027,-3.598732049,-3.580537419
21.3864,23.88918,1.117026709,6070.47,0.9134,4.347950266,7.983725402,0.765125481,-3.179966767,-3.22131509
15.25096,16.90556,1.108491531,4030.47,0.84232,1.841353952,30.90850797,3.249200489,-4.552760551,-4.08021696
14.70894,19.17312,1.303501136,5812.89,0.88034,3.091472237,10.01543591,0.795949718,-3.506644188,-3.504801159
14.57598,18.0904,1.241110375,2577.42,0.8261,1.173375831,13.07471209,0.510025686,-3.735714746,-3.753733939
11.16795,13.45388,1.204686626,3846.54,0.80842,1.507380088,14.97165405,0.995713161,-3.783802147,-3.791137037
21.97566,24.29431,1.105509914,6098.85,0.91692,4.763245523,10.26849913,0.900288676,-3.299094515,-3.253050379
21.08874,24.62813,1.167833166,6444.85,0.92004,4.855732946,7.702744022,0.806776637,-3.16379332,-3.102863264
26.53643,29.19758,1.100282894,7199.92,0.94392,7.315281244,6.441998783,0.8880087,-2.970918604,-3.049051405
11.76128,14.06783,1.196113858,4146.31,0.83206,1.780451115,14.93207145,1.316262061,-3.74792185,-3.740685818
13.75536,16.01606,1.164350479,4486.8,0.87178,2.409376831,14.95299329,1.524079179,-3.689087179,-3.667265868
19.42697,22.61105,1.16389998,5502.36,0.92402,4.204888304,8.990884052,0.723598167,-3.201153064,-3.241609575
15.80027,18.43344,1.166653481,5267.5,0.86286,2.536249563,15.19149764,0.950510772,-3.700191953,-3.624049132
15.7084,19.33237,1.230702681,3900.85,0.88082,2.283330871,13.75747639,0.689496466,-3.552642245,-3.553889523
10.44588,13.42781,1.2854647,2669.87,0.8145,1.161759084,14.09151798,0.771891353,-3.67301795,-3.702524387
10.4714,12.95377,1.237061902,4883.46,0.85618,2.123572904,11.02707761,0.82475924,-3.507178024,-3.539885707
21.90037,24.81575,1.133120125,6222.05,0.91656,4.401755785,12.02205728,1.151053013,-3.3891617,-3.451088856
8.99461,14.92578,1.659413804,3793.26,0.80658,1.582323676,26.60659411,2.279573525,-4.375269893,-4.061831243
16.7761,18.7709,1.118907255,5307.24,0.87786,2.813311199,10.81024601,0.8116871,-3.485275316,-3.511664154
12.31103,14.42607,1.17180041,4332.73,0.83858,2.065834335,10.63716584,0.702087775,-3.57349201,-3.568582982
16.41184,22.21268,1.353454579,5640.85,0.91608,4.25371471,8.814302373,0.854835148,-3.246559005,-3.257318588
16.43081,18.42764,1.121529614,5186.99,0.88992,3.196746928,12.61861554,0.905749389,-3.483408318,-3.472863078
25.20509,29.08932,1.154104984,6905.14,0.94254,7.199743341,7.074661539,0.92425299,-2.984566071,-3.071194904
17.0129,19.99626,1.175358698,4846.04,0.88532,2.824951419,10.4091175,0.84582827,-3.415087609,-3.42880204
26.56679,29.09793,1.095274589,6179.5,0.9363,6.102934467,17.51915509,1.721306254,-3.449940423,-3.423421175
16.63801,18.61345,1.118730545,4555.23,0.87338,2.406443045,21.98178478,1.886537563,-3.918006537,-3.789731813
15.84263,20.7547,1.310053949,6410.01,0.90212,4.069212518,9.752947972,0.937563033,-3.43096702,-3.395202081
16.07119,18.89388,1.175636652,2840.36,0.85762,1.553164209,12.12944969,0.502119899,-3.58867265,-3.548863927
24.73822,30.26157,1.223271925,7084.37,0.94558,7.959092631,6.373973139,0.937349507,-2.920773404,-2.917750074
11.17681,14.31991,1.281216197,3993.49,0.8209,1.786787048,11.87075303,0.756733816,-3.661758824,-3.653950112
21.87737,25.52725,1.166833582,6858.65,0.92926,5.580671895,6.886197687,0.803006028,-3.101230453,-3.087515275
25.07779,26.57962,1.059886856,6542.08,0.91776,4.895320493,9.081397654,0.943026673,-3.260915012,-3.264269711
22.06854,26.65115,1.207653519,6938.85,0.93714,6.360908992,6.528624911,0.822475472,-3.04746808,-3.056313227
10.47776,12.04675,1.149744793,3220.95,0.80978,1.256464404,24.85765608,3.188763023,-4.262911866,-4.100708171
8.77687,11.33248,1.291175556,3892.43,0.7929,1.344310712,14.86517107,1.011238788,-3.742062638,-3.767345746
12.15007,14.97481,1.232487549,4230.11,0.8573,2.109025784,15.36972446,1.536416518,-3.727554461,-3.763547764
14.46096,18.71413,1.294113945,5656.77,0.88196,3.185017461,10.6468184,0.832581929,-3.48945497,-3.507942673
8.94031,10.34464,1.157078446,4407.6,0.82402,1.655459771,11.70555541,0.794063248,-3.586943088,-3.56525845
19.67803,24.7967,1.260121059,6778.18,0.93342,5.659354651,6.468133811,0.742533392,-3.046825221,-3.05423313
15.59034,19.28469,1.236964043,5398.58,0.88938,3.151136794,11.35726296,0.984457651,-3.575676466,-3.5296238
24.72442,26.89253,1.087691036,6400.35,0.91888,4.813864063,8.757433484,0.908494746,-3.247157596,-3.184957346
13.03133,17.658,1.355042041,4176.41,0.85468,2.072373526,15.43861578,0.765511125,-3.739432116,-3.711757154
13.20403,15.72615,1.191011381,5477.91,0.88352,2.923858943,9.813652898,0.804776652,-3.413481098,-3.46844234
12.82285,16.34693,1.274828139,4503.5,0.86448,2.263072195,14.35393494,1.339036487,-3.656045276,-3.725045352
11.01016,16.49811,1.498444164,5121.56,0.86154,2.52775561,15.65105699,1.310295187,-3.747832124,-3.73550946
14.29428,21.87942,1.530641627,4616.79,0.88606,2.83458471,19.63201399,2.30574541,-3.919573842,-3.851350342
10.06913,11.88469,1.18030952,3354.73,0.82098,1.27041849,12.19758106,0.636512483,-3.580256107,-3.638134773
14.35763,15.79235,1.099927356,4306.1,0.86288,2.218308863,18.80064932,2.144241584,-3.868051851,-3.867474367
22.68765,25.63599,1.129953521,4681.87,0.92122,3.901656008,13.35332177,0.760291716,-3.28228112,-3.265297295
16.8928,20.26214,1.199454205,5773.25,0.90556,3.874036903,9.135807319,0.889111346,-3.304387456,-3.309626183
11.01531,14.38872,1.306247396,2711.86,0.82396,1.251872582,13.25858679,0.699649688,-3.696894807,-3.709283479
11.18612,12.6716,1.132796716,3580.96,0.8028,1.457132745,13.33252548,0.818960623,-3.759425134,-3.824723766
19.42074,23.91897,1.231619907,6671.29,0.92884,5.355026174,7.300352876,0.81685867,-3.119866961,-3.119209546
10.35895,12.38686,1.195764049,3841.64,0.82446,1.522405092,16.81003836,0.993833332,-3.750111031,-3.713596923
19.10775,23.00775,1.204105664,5797.61,0.91786,4.287122192,19.78494744,1.741972585,-3.736161211,-3.602186377
11.24578,12.78376,1.136760634,2308.94,0.77438,0.899922835,15.67283857,0.757585765,-3.784178245,-3.838673871
9.01542,11.2368,1.246397838,4116.53,0.82192,1.5614842,10.97574122,0.650695991,-3.492221323,-3.510041647
16.58713,20.327,1.225468179,5270.01,0.88142,2.979078649,10.96752528,0.971344467,-3.466690993,-3.459184292
16.64323,19.96519,1.199598275,5258.84,0.9048,3.434949319,9.826649881,0.875841425,-3.332045481,-3.349485482
22.18499,25.35241,1.142773109,6706.63,0.92956,5.54961194,6.962681582,0.806571558,-3.075415327,-3.119580271
17.60886,22.27697,1.265100069,5805.85,0.91286,4.163082887,8.943789165,0.788818073,-3.334124226,-3.314350782
16.26741,20.31613,1.248885348,5157.92,0.88694,2.994688879,10.29752141,0.902179255,-3.415772256,-3.411585164
24.79685,27.33761,1.102463014,6808.72,0.92674,5.496678529,7.555035141,0.836879812,-3.130095095,-3.111857166
16.11443,21.7122,1.347376234,5310.64,0.8964,3.524928923,9.780710546,0.719037935,-3.363169003,-3.365807271
15.07372,18.65701,1.237717697,2980.44,0.86962,1.657663084,12.38034167,0.522021496,-3.604933471,-3.560403884
23.32763,26.39045,1.131295807,6937.67,0.93816,6.556478835,6.600337516,0.846492722,-3.028654807,-3.049162278
16.24679,22.14611,1.363106804,5309.88,0.89798,3.45053104,14.12318554,1.55537308,-3.513904279,-3.51609332
17.0349,20.28799,1.190966193,4489.69,0.88852,2.719049135,17.93172075,1.583728323,-3.842088877,-3.71236511
13.81287,17.06689,1.235578848,4587.4,0.83036,2.019308869,12.76614481,0.717898487,-3.744044793,-3.746638473
8.41552,10.60626,1.260321406,4463.58,0.81304,1.56864561,12.13088219,0.788349943,-3.597034777,-3.628566226
14.78514,22.62847,1.530487368,6449.51,0.90826,4.254384321,12.09017235,1.096502392,-3.434548329,-3.381025237
15.21082,17.9098,1.177438166,6182.18,0.92068,4.419271071,6.52568456,0.620075401,-3.126264943,-3.133733284
15.82918,20.10497,1.270120752,5907.86,0.88724,3.572840868,11.12314189,1.012138689,-3.547230899,-3.486744489
21.33892,23.67795,1.109613326,5715.96,0.90574,3.9247412,18.72267648,1.536472151,-3.640855762,-3.557462291
12.27362,15.5313,1.265421286,4938.54,0.87272,2.581126004,9.80092665,0.742755536,-3.447625916,-3.484210994
22.79589,25.18371,1.10474783,5674.91,0.91366,4.088403229,8.942884225,0.814098121,-3.286760227,-3.263422533
13.82871,15.54225,1.123911775,5303.49,0.88262,2.853291264,10.29224676,0.772121629,-3.431466514,-3.463689657
25.26609,28.25495,1.118295312,7020.55,0.93918,6.84069836,6.759214543,0.89869422,-3.031110374,-3.086931821
15.94396,23.0269,1.4442397,5044.44,0.89094,3.04161247,11.7840058,0.889072644,-3.526828382,-3.567336691
10.30053,13.62413,1.322663009,4308.52,0.83562,1.81618224,13.08997647,0.925475679,-3.646429866,-3.671529608
17.55589,23.17073,1.319826565,5536.52,0.91698,4.309967193,8.521428699,0.869652295,-3.207536026,-3.236470825
15.80588,23.05531,1.458653995,5814.77,0.91058,4.174578797,9.120150908,0.810072186,-3.313934194,-3.350012283
17.16235,19.33503,1.126595717,5065.48,0.88354,2.787385875,9.656605138,0.885462859,-3.359369866,-3.385150595
24.67052,26.55956,1.076570741,5429.03,0.91426,4.023181722,9.713707492,0.828339772,-3.296415732,-3.315720993
9.28949,13.47623,1.450696432,4666.77,0.82456,1.920824462,16.0141066,1.355525745,-3.820724221,-3.801629943
16.39094,19.74437,1.204590463,4030.91,0.85832,2.164670515,13.10790085,0.680488311,-3.625081408,-3.603399429
17.39944,19.84177,1.140368311,4719.94,0.89498,3.154848352,17.59260131,1.516873625,-3.606968036,-3.563998931
25.32634,28.11524,1.110118556,6734.2,0.93112,5.919690766,8.545041846,0.95741781,-3.152800659,-3.148994716
19.30413,21.83442,1.13107506,6477.19,0.91022,4.042547522,7.303814108,0.729706164,-3.175203096,-3.135332485
15.10964,21.23967,1.405703246,3102.61,0.8921,2.090666642,12.5095987,0.51437974,-3.44192445,-3.467630941
15.08418,21.17996,1.404117426,5666.33,0.89698,3.515170041,18.96987984,1.737038992,-3.78031106,-3.70073371
17.97449,21.77769,1.211588757,5533.66,0.88584,2.951206349,10.7493619,0.898793036,-3.431742125,-3.490954485
24.70363,27.1669,1.099712876,6450.35,0.91704,4.815374921,8.792488165,0.911114566,-3.252034181,-3.277953208
15.05393,18.58341,1.23445572,5508.31,0.86396,2.602516485,11.17568339,0.818038197,-3.632155304,-3.576556319
14.6571,20.79018,1.418437481,3249.93,0.8723,1.799528818,15.01328163,0.728953488,-3.698605316,-3.646910034
15.7368,20.41305,1.297153805,3922.54,0.88544,2.217458378,10.35779625,0.587632725,-3.470040722,-3.460040402
22.29311,28.09509,1.260258887,7089.83,0.94522,7.456121668,5.973413744,0.866704552,-2.949777939,-2.951602816
21.1625,22.85867,1.080149793,6112.79,0.90898,4.179487415,8.940792445,0.865440606,-3.256706717,-3.302224279
15.39478,17.36091,1.127714069,4751.48,0.85884,2.251449034,13.20174056,1.118246293,-3.644545805,-3.609008263
11.82721,14.01842,1.185268546,3511.78,0.84264,1.591306959,11.09216933,0.665765914,-3.527652973,-3.52353008
3.91173,7.08498,1.811213964,1029.87,0.60318,0.529634898,33.31186849,3.756851749,-5.106487202,-5.04691618
11.73795,12.48825,1.063920872,3019.62,0.81396,1.234222705,12.98853096,0.686229802,-3.652120339,-3.634993549
16.51006,19.67725,1.191833949,4133.11,0.8907,2.444372482,10.75032489,0.618530857,-3.47934173,-3.463883669
11.29565,14.17803,1.255176108,3593.62,0.81856,1.502322602,16.20206423,1.621038464,-3.833561233,-3.836771758
16.81366,22.70457,1.350364525,5111.28,0.9119,3.866817625,20.99324333,1.653009309,-3.695296358,-3.57209943
28.19328,29.2693,1.038165832,2937.14,0.82528,1.510716038,17.59789047,1.166202832,-3.886176205,-3.930907145
13.49628,15.91493,1.179208641,4565.76,0.86666,2.286267516,11.69307485,0.881810349,-3.579671701,-3.604027612
26.28607,28.83612,1.097011459,6688.02,0.9305,5.718341712,7.839781968,0.885752212,-3.144889769,-3.073113013
