PLD,LCD,LCD/PLD,ASA,Porosity,Pore volume,Qst N2,N1bar_N2,log_D0_N2,log_D1bar_N2
36.09277,37.55207,1.04043192,4012.66,0.88556,3.22257359,5.189776595,0.29741842,-2.999797824,-3.010916042
37.49101,44.54123,1.188050949,4568.78,0.96336,8.789700824,1.870810751,0.468094968,-2.323420273,-2.276659374
22.437,26.43852,1.178344698,4594.84,0.91914,4.20097627,3.699293445,0.307628506,-2.804845662,-2.790825857
35.87214,39.63883,1.105003214,5092.11,0.9593,8.96223771,1.572265635,0.474851174,-2.396259223,-2.345251078
34.96753,44.11335,1.261551788,5861.96,0.96162,10.06102824,2.149784672,0.579980496,-2.375758702,-2.289852696
31.69391,35.645,1.124664013,4816.13,0.95078,7.214191953,2.592066125,0.421888872,-2.513620847,-2.528679094
29.44337,32.71646,1.111165604,3668.6,0.89314,2.800005016,7.219363962,0.235198315,-2.894669944,-2.869945193
31.38441,36.5597,1.164900025,5983.99,0.96362,10.34409837,1.71852675,0.554527607,-2.379550744,-2.295865395
28.66129,33.94611,1.18438877,3940.95,0.94088,4.97073181,6.872424124,0.310239233,-2.543607402,-2.565898745
35.21651,36.87232,1.047018004,2795.59,0.87618,2.318151152,4.685850468,0.203205436,-2.991405535,-2.902351798
22.63544,24.05514,1.06272023,3661.76,0.8487,2.067045637,8.552570336,0.230547296,-3.127289075,-3.123281281
19.07281,21.23754,1.113498221,3211.82,0.81788,1.639429042,6.381888262,0.20480212,-3.282506526,-3.269319756
31.17198,33.05248,1.060326614,3506.08,0.90518,3.150380755,3.365428046,0.231264951,-2.872950036,-2.84020782
13.11852,16.39554,1.249801045,3560.25,0.83092,1.787170707,5.190340061,0.194995154,-3.218208498,-3.167979286
23.65088,25.86624,1.093669242,3974.7,0.85468,2.350243087,5.257523048,0.234290636,-3.171048378,-3.117654821
22.54209,26.20435,1.162463197,3973.29,0.86282,2.387682192,5.460263387,0.257166826,-3.109144955,-3.109509774
25.24664,26.7942,1.061297662,2748.55,0.83416,1.796105739,5.573747055,0.188230794,-3.220004668,-3.15534594
28.93206,31.95037,1.104324061,2867.49,0.87626,2.129123649,4.795096276,0.176831806,-2.993350382,-2.984023627
26.54905,29.45229,1.109353819,3803.41,0.87174,2.597827545,7.056707671,0.235853206,-3.049965343,-2.972031201
28.39992,29.86695,1.051656131,2686.81,0.83338,1.901209558,8.781313383,0.181320425,-3.176885162,-3.219675561
31.04975,32.77047,1.05541816,4327.92,0.88608,3.223527443,4.249199415,0.279422719,-2.966501692,-2.883009739
22.96471,29.65323,1.291252099,5227.81,0.94258,6.107601293,2.897420213,0.39230019,-2.621207054,-2.600723382
31.32411,33.8621,1.081023531,4265.13,0.89316,3.451986179,4.141275958,0.2822547,-2.935876766,-2.766465727
24.10673,25.93587,1.075876736,3537.63,0.8544,2.303486504,5.743208173,0.220256566,-3.067720501,-3.388462614
29.7086,31.3974,1.056845493,3154.14,0.85352,2.145196356,4.964769379,0.197980723,-3.121222818,-3.10576109
32.31644,34.29812,1.061321111,3719.45,0.87504,2.740366096,8.43666822,0.238823981,-2.99031701,-2.871135797
31.60938,34.76445,1.099814359,3701.8,0.87618,2.70050023,4.911157192,0.254241994,-3.018395679,-3.02559849
27.74657,29.79707,1.073901026,3212.56,0.8589,2.234693559,7.735289808,0.21150756,-3.09967456,-3.006991882
40.67306,46.88216,1.152658787,5573.01,0.9626,11.08908245,4.780042417,0.591226312,-2.235803479,-2.303168219
36.11159,40.81563,1.130263996,4390,0.95368,7.415113558,2.662115749,0.427859895,-2.415506225,-2.446168534
21.0377,22.15099,1.052918808,2759.31,0.80752,1.562514512,9.939269306,0.193582429,-3.315159506,-3.300184401
22.18262,25.84402,1.165057148,3132.92,0.84028,1.894899683,6.691401672,0.2100242,-3.156404846,-3.176469396
29.35857,31.8094,1.083479202,5159.35,0.91226,4.228790225,3.041203355,0.307950593,-2.825423411,-2.786947587
26.51614,28.58742,1.078113934,2073.75,0.82882,1.359586097,5.396711946,0.133355066,-3.147736941,-3.087819899
14.11419,16.3396,1.157671818,4322.65,0.85888,2.217133948,6.206075433,0.223309106,-3.112154735,-3.105125398
34.86548,37.54439,1.076835598,4110.29,0.9433,6.018361969,2.901219723,0.363072054,-2.500102446,-2.429336522
31.17357,32.61267,1.046164106,2736.61,0.87358,2.219027274,4.197170318,0.178697586,-2.93064762,-2.937447823
20.67212,22.69041,1.097633431,3674.96,0.83682,1.982755557,6.006000146,0.227998436,-3.183591667,-3.178693573
27.11191,28.64285,1.056467434,4097.64,0.87068,2.584057244,5.102362342,0.246545253,-3.017844217,-2.949482123
38.62026,44.39725,1.149584441,4856.55,0.96122,9.117658218,2.171388817,0.500714195,-2.350999188,-2.254578472
34.30115,40.32475,1.175609273,5259.83,0.95758,8.561287439,2.387933292,0.500609049,-2.448164525,-2.432923368
28.58192,32.3732,1.132646092,4464.95,0.92412,4.275720393,3.086774048,0.299522968,-2.733860123,-2.702889336
33.80165,36.06883,1.067073057,3020.9,0.8645,2.403204644,9.127666458,0.240298072,-3.009483087,-3.013076676
23.01421,25.37232,1.102463217,3182.99,0.8341,1.889044403,5.76255658,0.196244292,-3.186545338,-3.110201687
28.27809,32.64433,1.154403639,4256.67,0.8885,3.081014914,4.179358612,0.269331346,-2.978293868,-2.915244412
37.15585,42.81791,1.152386771,4141.24,0.93168,4.592339201,3.00743484,0.300210315,-2.660625932,-2.597236809
26.33704,28.37063,1.077214068,2732.99,0.84676,1.670958715,5.100847391,0.168123632,-3.177763548,-3.096190996
26.36711,33.48361,1.269900645,6368.57,0.94978,7.895948856,3.985622366,0.481298322,-2.510909599,-2.589043189
29.55695,35.36732,1.196582191,4796.59,0.9452,6.311937388,2.639242121,0.389298249,-2.568768601,-2.588006984
35.65815,38.52996,1.080537268,4112.48,0.94498,6.250405127,2.300899445,0.357945282,-2.478695005,-2.397526661
37.01544,41.16387,1.112072962,5240.78,0.94594,6.928998894,2.968983338,0.446543739,-2.546705457,-2.546328462
27.61664,29.36869,1.063441823,3344.88,0.86282,2.316164726,5.065455765,0.229162889,-3.047167488,-3.091881016
24.09143,25.00907,1.038089893,3026.34,0.84674,1.833084012,7.563920715,0.179019119,-3.125872314,-3.140382667
21.18419,23.77682,1.122385137,2653.65,0.81434,1.564326727,9.047228622,0.171143465,-3.261085096,-3.2601354
23.42115,26.84368,1.146129887,4598.95,0.91992,4.374363998,10.48438787,0.364743945,-2.803916491,-2.842510743
31.03178,36.44788,1.174533978,4945.88,0.95226,7.386326616,3.504314189,0.417055582,-2.401939641,-2.458651925
36.65717,43.48724,1.186322894,4373.03,0.96362,8.530177221,1.801004708,0.456560317,-2.301556561,-2.285584121
28.28611,34.82049,1.231010203,5324.35,0.94994,7.17157762,6.469327412,0.449880221,-2.495952717,-2.557851427
28.47261,30.51931,1.071883119,3994.47,0.87518,2.754728503,5.18125292,0.276092046,-3.027905407,-3.039979536
25.15391,28.96484,1.151504478,3635.58,0.90218,3.322922115,4.910742151,0.268656652,-2.882213921,-2.799289099
35.88565,39.37048,1.09710929,5714.21,0.96276,10.13606559,3.689224626,0.553526048,-2.328483834,-2.375618278
31.81217,36.62661,1.151339566,4750.8,0.94796,6.872861203,2.515885971,0.406211098,-2.499418159,-2.495918364
24.21898,27.17764,1.122162866,4213.87,0.87026,2.62395224,7.714995405,0.26712223,-3.035177953,-3.017892192
23.44634,26.95393,1.149600748,4068.83,0.91402,3.801558022,3.851534813,0.267482475,-2.759338511,-2.79603011
43.03382,46.22313,1.07411171,3283.1,0.95776,6.545608628,1.760915429,0.349917178,-2.324234425,-2.230838192
35.11755,37.03043,1.05447077,4775.48,0.92224,4.595575045,5.877993901,0.335688146,-2.705709009,-2.743677351
31.93326,38.29896,1.199343882,4942.1,0.94876,7.505418875,3.175873515,0.471715322,-2.548904804,-2.469019972
23.63688,26.36914,1.11559309,3597.47,0.85432,2.157509944,5.226477082,0.2334288,-3.127037755,-3.019251287
33.09639,35.83925,1.0828749,5046.67,0.92116,4.633694843,3.349503719,0.347780588,-2.778081135,-2.706038445
36.62742,41.27969,1.127016044,4784.12,0.95936,8.572526383,1.580171156,0.455754264,-2.39595946,-2.336395981
35.52632,36.44577,1.025880812,3812.87,0.89664,3.07046411,3.853154189,0.245584037,-2.845294703,-2.828400467
24.24315,26.67025,1.100114878,3990.55,0.87218,2.457793571,4.932554805,0.244922863,-3.098204848,-3.047013217
41.02134,47.15163,1.149441486,5181.81,0.96482,10.24967121,4.533116272,0.560290923,-2.267635851,-2.289536222
34.19138,39.50032,1.155271299,5121.61,0.9507,7.912411675,4.429864956,0.457730454,-2.406645731,-2.502903234
38.22279,40.51292,1.059915302,4276.17,0.92906,4.794975149,3.192934401,0.322324045,-2.632249617,-2.619633939
31.39726,34.63355,1.103075555,3934.45,0.8812,2.966324209,5.559266429,0.283782468,-2.918704163,-2.942924406
24.47967,25.99983,1.062098876,2554.32,0.82752,1.586980744,5.389546918,0.163373005,-3.234729235,-3.236769942
27.43199,28.90279,1.053616234,3464.34,0.87346,2.393329607,4.350040573,0.207281453,-2.949262461,-2.960983323
34.81304,39.93905,1.147243964,4825.34,0.95372,7.771892368,4.402544763,0.440290446,-2.371397818,-2.431556424
42.35121,48.65366,1.14881393,5168.8,0.96748,11.31632321,3.566218095,0.593798664,-2.164768379,-2.189084846
29.19691,31.42825,1.076423841,3207.61,0.87978,2.48191697,4.264042819,0.212326972,-2.948617665,-2.953514218
5.17734,8.26686,1.596738866,1081.47,0.58068,0.55415271,11.45402972,0.173985795,-4.092821246,-4.013743692
32.05042,36.25515,1.131191105,5297.01,0.95836,8.633951657,2.119347501,0.489815174,-2.437758365,-2.2994679
10.84513,19.2477,1.774778172,5516.35,0.86806,2.829308041,6.520057762,0.306526227,-3.138534158,-3.111863059
26.16518,29.07332,1.111145423,3219.97,0.86682,2.146481343,4.66318884,0.198790528,-3.077636658,-3.04444404
38.44296,43.65893,1.135680759,5375.67,0.96486,10.35411934,1.950253699,0.56203142,-2.308127536,-2.240356711
30.17004,32.2095,1.06759885,2975.85,0.85526,2.164656215,8.552508715,0.216660781,-3.141321235,-3.176993793
34.92277,35.61399,1.019792817,4048.94,0.88804,3.198300079,6.846815074,0.268890871,-2.895044269,-2.840858536
27.20196,28.60728,1.051662454,2825.73,0.83672,1.917771798,8.883880253,0.201526481,-3.159725714,-3.144535735
30.92692,37.24908,1.204422555,4873.22,0.92052,4.810133197,3.780191014,0.365633478,-2.768213166,-2.734603474
27.42735,31.54506,1.150131529,4190.75,0.89412,3.305422161,4.54188671,0.295039955,-2.9392252,-2.864170094
19.54538,24.67312,1.262350489,5510.59,0.90786,3.839429579,4.021973847,0.323346839,-2.911243342,-2.823455089
21.62516,23.80894,1.100983299,1994.18,0.8088,1.122264065,5.877431929,0.122716747,-3.293018509,-3.247638804
20.70617,22.49304,1.0862965,1898.64,0.78534,1.034906721,10.75914694,0.130002359,-3.325444937,-3.262535947
25.18613,29.24186,1.161030297,4382.5,0.91912,4.281608258,3.194898438,0.283580095,-2.75214164,-2.677123389
36.19487,37.4871,1.035702021,3288.33,0.89348,2.759025318,3.826561414,0.214081192,-2.882730847,-2.897874516
35.11849,38.42756,1.094225862,4526.77,0.94338,6.715021924,1.789677222,0.360006086,-2.488609843,-2.405513186
38.83659,44.46676,1.144970761,4325.04,0.95428,7.766582567,1.730840993,0.40761498,-2.363207793,-2.320826178
31.15536,35.16008,1.128540322,3798.13,0.89042,3.114369358,3.758215146,0.235600111,-2.915415107,-2.824576653
33.30253,38.31139,1.150404789,4670.79,0.94544,6.777056184,4.212451393,0.394858882,-2.442422816,-2.419099613
10.78502,15.21939,1.411160109,4452.48,0.82748,2.049968414,5.520907426,0.256608901,-3.264596919,-3.249777439
31.71081,35.72046,1.126444263,4563.41,0.94982,6.699441372,1.917734108,0.371734629,-2.497717145,-2.526545586
24.03949,25.57053,1.063688539,2872.35,0.83518,1.772332949,7.105434958,0.215850299,-3.277527777,-3.324408989
30.31821,31.9668,1.054376231,3431.7,0.88216,2.529766684,4.375905003,0.216725785,-2.963917844,-2.874917414
31.63518,34.14695,1.079397999,3968.74,0.88022,2.964013079,8.882189599,0.269724074,-2.942670491,-3.027895393
26.54838,34.94628,1.316324386,5340.77,0.95112,6.939898286,2.354726205,0.412938953,-2.50504235,-2.481433591
38.73094,43.75799,1.129794165,5474.85,0.96604,11.14190579,3.916458747,0.607276067,-2.239136843,-2.291421204
9.97997,13.92779,1.395574335,4993.79,0.84258,2.060410136,5.891518811,0.222854649,-3.118248258,-3.123263568
30.21096,32.93677,1.090225865,4613.64,0.9384,5.721741887,3.262762771,0.375124501,-2.646860161,-2.564899171
25.83595,27.50059,1.064431151,2727.99,0.83136,1.820144279,6.43000162,0.188256031,-3.18448541,-3.109472761
38.00017,39.21097,1.031863015,3573.96,0.88922,3.094575219,4.606186554,0.246827099,-2.872371519,-2.834852121
22.18452,24.36933,1.098483537,3696.65,0.91394,3.252432367,2.870828799,0.221402094,-2.8245683,-2.738382496
26.71729,28.58914,1.070061372,4270.45,0.8767,2.792189386,4.599441777,0.253257553,-3.012931447,-3.01043764
28.53572,32.18019,1.12771607,3842.13,0.87854,2.730038377,4.573913198,0.236502528,-2.980490116,-2.902705647
24.25434,30.11947,1.241817753,4699.93,0.9304,5.108467076,5.856242136,0.338956155,-2.607566734,-2.57726753
34.80957,41.21094,1.183896842,6307.2,0.9578,9.41937768,2.208023842,0.557443946,-2.448377493,-2.389785891
43.26402,47.02587,1.086951005,4380.92,0.9615,9.059729197,1.651767972,0.473411943,-2.279957679,-2.21902217
26.95195,29.24638,1.085130389,3290.32,0.8507,2.169699196,5.653818874,0.231348167,-3.13125787,-3.096321933
25.1144,27.9436,1.112652502,3827.71,0.8638,2.472754754,4.193276817,0.212210339,-3.049272949,-3.086988693
37.80535,41.55282,1.099125388,4576.11,0.95834,8.214812275,2.572500915,0.434251468,-2.277561812,-2.261136943
30.25824,34.25832,1.132198039,4381.39,0.94436,6.137388705,3.427874271,0.351192125,-2.448780674,-2.496153891
34.27258,40.27715,1.175200408,4557.75,0.95214,7.135662575,2.406181133,0.409029765,-2.44701719,-2.446879572
33.73366,38.93815,1.154281806,5671.32,0.96334,10.3737094,2.145368765,0.589869898,-2.381685966,-2.339762008
25.7401,29.84372,1.159425177,5193.01,0.9418,6.322630021,4.161199222,0.454526636,-2.618432213,-2.661731787
34.05412,37.57092,1.103270911,4603.11,0.9409,6.470135193,2.121844886,0.364485196,-2.513592704,-2.446530172
27.40575,28.53811,1.041318336,4128.37,0.87146,2.724368193,5.036616496,0.268346573,-3.04411653,-2.999050931
44.7995,46.02337,1.027318832,3972.6,0.92034,4.201333887,5.102272081,0.291779173,-2.60945684,-2.591452854
33.92821,40.16802,1.183912149,5059.4,0.95626,8.285620213,2.840895498,0.504244807,-2.467122931,-2.43139779
19.63473,22.12538,1.126849211,3155.08,0.81214,1.722193595,9.870908435,0.197401846,-3.266362662,-3.230133626
19.7937,21.64896,1.093729823,2832.4,0.80314,1.609941006,6.499604068,0.198872101,-3.341450146,-3.330481183
30.41622,35.19337,1.157059293,4240.04,0.93668,5.542649191,5.458642345,0.343919328,-2.511829672,-2.601752747
34.98345,37.80584,1.080677863,4583.41,0.94804,6.911373395,2.013989237,0.378169686,-2.466129075,-2.388262143
20.08079,21.54166,1.072749628,2888.21,0.80844,1.574034773,7.312854794,0.184703316,-3.331199061,-3.266945151
28.07128,29.62163,1.055229045,3365.03,0.88388,2.717064189,6.616347083,0.230738715,-2.862129645,-2.864089409
28.41248,34.14048,1.20160155,3653.81,0.93524,4.599390184,2.743833502,0.282647657,-2.613444832,-2.572010092
25.24692,27.36944,1.084070453,3671.57,0.87274,2.313886127,4.772635431,0.220248336,-3.049140611,-3.013160059
33.52259,38.12734,1.137362596,5670.44,0.95278,8.18806827,2.208941953,0.480928423,-2.497787814,-2.435356858
36.96661,39.60508,1.071374411,5251.44,0.96018,9.305332119,1.609246812,0.492362662,-2.385416922,-2.316325026
34.04019,38.97935,1.145097898,4829.81,0.94838,7.42232379,2.056996484,0.41424684,-2.460015582,-2.444334682
21.68948,23.99895,1.106478809,2278.91,0.81698,1.407734285,9.141789411,0.1549724,-3.234252983,-3.218040705
10.95263,16.11532,1.471365325,4114.66,0.83404,1.999817771,7.45197888,0.243234723,-3.253746296,-3.24940878
37.48205,44.46704,1.186355602,6061.87,0.96492,11.22301455,1.745051139,0.60701021,-2.310728302,-2.26951949
30.29037,31.78269,1.049267143,3467.38,0.85922,2.415140374,4.694100263,0.205859499,-3.069240579,-2.993777896
24.14539,30.79168,1.27526124,6217.75,0.94166,6.629961065,4.430378872,0.424566175,-2.594546533,-2.539043149
20.78641,23.12555,1.112532178,3479.01,0.82296,1.898272557,7.092659562,0.27076413,-3.258325255,-3.342767949
32.85983,38.66557,1.176681985,5239.33,0.95192,7.941534714,3.025787046,0.497283907,-2.500247922,-2.456393564
19.77536,22.05378,1.115215096,2725.09,0.80234,1.477505216,5.860440069,0.178172211,-3.324311507,-3.379160989
17.36764,23.26994,1.339844677,4460.07,0.88974,3.155453259,3.681026816,0.238865214,-2.964935274,-2.920008717
32.62036,34.65438,1.062354309,3549.5,0.9431,4.89015177,2.046705879,0.280375764,-2.55437508,-2.527588755
33.89278,40.49819,1.19489136,5153.82,0.95328,7.9611164,2.716323967,0.475853587,-2.475512506,-2.499645274
24.30035,28.74297,1.182821235,5456.69,0.94312,6.200046018,2.502754559,0.391775575,-2.688817226,-2.578671459
19.93147,21.32989,1.070161408,2937.73,0.8088,1.560790353,6.142008797,0.185480107,-3.359566417,-3.377129355
7.49049,10.05922,1.342932171,3055.59,0.75844,1.013901644,9.483817609,0.18061419,-3.470280016,-3.477431132
21.32118,22.42159,1.051611121,2952.88,0.81534,1.634491634,6.151942323,0.195298504,-3.350887615,-3.42883541
31.91276,34.62334,1.084937185,3020.3,0.87566,2.302992686,4.751869996,0.201905161,-2.99944565,-2.924839858
27.35094,28.48678,1.041528372,2487.47,0.81282,1.672070041,9.350673879,0.174003779,-3.218493863,-3.13997777
7.43452,11.00596,1.480386091,3307.59,0.75634,1.127437024,9.529231931,0.220013095,-3.47378749,-3.532228781
24.69654,26.27644,1.063972524,3359.89,0.85246,2.102083441,4.953836741,0.209016335,-3.150194647,-3.175607184
30.03969,31.50321,1.048719544,3529.12,0.87912,2.538798755,4.671514286,0.235304375,-2.973369731,-2.933464669
36.46444,40.71925,1.116683816,5254.87,0.96262,9.991519944,2.600678859,0.52980864,-2.261628417,-2.295748325
31.74349,35.51058,1.118672837,4780.54,0.94814,7.008929891,1.968473268,0.401027018,-2.513678077,-2.437883884
42.88501,49.69914,1.158893049,6746.06,0.97414,15.29579128,1.306427082,0.765989553,-2.221207447,-2.102726013
33.2136,34.0199,1.0242762,3212.38,0.86078,2.444335275,8.717717304,0.246345526,-3.073375917,-3.011410201
23.82474,25.53853,1.071933209,2082.54,0.82364,1.356858094,6.143431141,0.144006473,-3.311999965,-3.254030497
30.83895,32.83245,1.064642279,2173.83,0.86276,1.63262989,4.641433855,0.132670538,-2.981266505,-2.975919642
40.33255,46.99824,1.165268251,4918.19,0.9634,10.18671054,1.63046136,0.532416451,-2.279971895,-2.238894762
28.74849,29.82052,1.037289959,3121.85,0.8409,2.120005042,5.922522855,0.23606508,-3.096962864,-3.112256188
39.0901,44.28901,1.132998125,5353.03,0.96544,10.92607494,1.932546395,0.59588269,-2.305134569,-2.316512047
25.90163,30.8702,1.191824607,3427,0.9104,3.285100855,5.354837831,0.227122065,-2.696798002,-2.741462778
30.16772,35.71257,1.183800765,4747.77,0.94376,6.558990326,2.176463482,0.383601605,-2.535913742,-2.485426607
36.12237,43.12648,1.193899514,4250.52,0.96184,8.235495582,1.868229163,0.439730166,-2.313982612,-2.307628558
17.46723,21.8195,1.249167727,2696.36,0.81166,1.494180931,5.823842145,0.171398158,-3.269728196,-3.237727109
29.7481,31.93503,1.073514947,2961.66,0.88016,2.155073418,6.28861469,0.176002634,-2.870946311,-2.978217216
37.39914,40.56543,1.084662107,4971.38,0.96388,9.367698797,1.978428548,0.51481163,-2.355118057,-2.301151437
33.99009,35.84024,1.054432042,4775.93,0.91994,4.336782557,2.624104758,0.285757472,-2.709309433,-2.619919529
27.07248,32.70623,1.208098778,4899.05,0.94054,6.030300893,2.85492442,0.373611054,-2.583516006,-2.567587915
38.58771,44.05628,1.14171792,5018.69,0.96016,9.399142471,2.019880704,0.514727288,-2.361974464,-2.286865335
23.16763,25.88335,1.117220449,4149.24,0.85926,2.575974242,5.113657155,0.253084599,-3.145730392,-3.116631762
43.04386,49.50497,1.150105265,6291.69,0.97034,13.61383916,2.947869391,0.705610057,-2.16430001,-2.114346008
33.09757,39.00903,1.17860707,4049.03,0.95292,6.605802225,1.896839535,0.361299886,-2.452770265,-2.425063544
33.44742,38.86566,1.161992764,4787.5,0.95072,7.14633633,2.715619027,0.440097795,-2.487178267,-2.445478839
21.7675,26.36773,1.211334788,6085.34,0.93758,5.805700557,2.799918453,0.389574417,-2.7156425,-2.650366912
25.71832,32.14112,1.249736375,4048.21,0.9422,5.065237376,5.023230784,0.306887519,-2.512899786,-2.557199925
30.28379,40.95801,1.352473056,5814.08,0.94558,6.906026103,2.45031612,0.427977564,-2.553520125,-2.456345689
34.38425,39.35987,1.14470637,4583.49,0.95268,7.136340142,2.274705479,0.413489363,-2.483522565,-2.422163384
38.47493,42.97854,1.117053104,5361,0.96474,10.66656937,1.809915814,0.579818971,-2.307602423,-2.282028422
26.24234,32.44192,1.236243414,4976.38,0.93316,5.814189673,3.131088691,0.387567348,-2.639285992,-2.650533599
29.22066,31.20773,1.068002229,2426.83,0.86498,1.786052773,7.36888944,0.155444176,-2.96917558,-2.902114055
31.27745,35.88262,1.147236108,4677.26,0.95064,6.922959284,3.395620761,0.392389085,-2.409060922,-2.413994859
31.10248,36.23136,1.164902606,4341.42,0.94818,6.297479494,3.289463102,0.356434632,-2.414463064,-2.457614049
29.78402,31.90316,1.071150234,3441.82,0.87012,2.483991881,5.056383816,0.240871514,-3.025925724,-2.962060628
21.44309,27.25121,1.270862082,4466.46,0.91336,4.045049314,3.017765908,0.265242227,-2.772529891,-2.700931219
24.38274,27.28498,1.11902846,3660.35,0.85586,2.349172714,4.353869745,0.204589462,-3.083405239,-3.05867522
26.18179,32.20097,1.229899484,5101.82,0.94218,6.320428795,2.969500117,0.401231191,-2.614014088,-2.602421037
30.99106,32.4524,1.047153598,2661.49,0.86972,1.946291904,5.176101088,0.17507387,-3.041741697,-3.013171073
34.42815,40.14888,1.166164316,4879.08,0.95216,7.761709898,9.509741321,0.511665301,-2.447827512,-2.552598617
21.01869,24.67304,1.17386193,4078.16,0.9124,3.515233707,2.863917212,0.238563781,-2.84172575,-2.87562972
15.99179,21.9766,1.374242658,5010.88,0.89978,3.34043659,4.499568126,0.300302843,-2.964758643,-2.897573939
43.23392,48.43183,1.12022759,6348.03,0.96908,13.2552945,1.573992672,0.704028615,-2.25554788,-2.246721467
22.74498,29.73905,1.307499501,4309.31,0.92666,4.666572663,2.64330445,0.300152431,-2.684664481,-2.63080375
32.61838,36.15599,1.108454497,4747.83,0.94658,6.839203786,2.119466742,0.38905935,-2.467320632,-2.484499888
32.62062,38.18275,1.170509635,4997.16,0.95426,7.775849284,2.248994742,0.450199634,-2.470968483,-2.470170736
38.03912,41.65264,1.094994837,5270.17,0.96514,10.45177611,4.462731156,0.580192227,-2.264113674,-2.338944687
19.3272,21.34484,1.104393808,2835.73,0.80444,1.526483475,6.047250514,0.182704674,-3.303813408,-3.237021497
26.63082,28.93688,1.086593654,3404.32,0.86174,2.273936311,7.956766761,0.218452547,-3.030615605,-3.053574697
29.98846,34.52589,1.151305869,5005.47,0.95526,7.496468594,2.600607312,0.446584659,-2.47201474,-2.424367986
29.18552,34.20409,1.171954106,4815.31,0.94062,6.23960199,2.393521902,0.363760113,-2.562769166,-2.549504356
26.35554,28.48861,1.080934407,2704.4,0.8356,1.745028673,6.094744287,0.190617234,-3.241083385,-3.218870105
46.61259,48.61963,1.043057895,5499.29,0.95158,8.200024128,2.826315086,0.501911761,-2.475470065,-2.386048309
22.12986,24.70803,1.116501867,3032.97,0.83264,1.819584396,8.521770424,0.188709686,-3.156423979,-3.222119289
28.25178,30.25609,1.070944556,3005.31,0.83048,1.937246175,10.79050302,0.217725847,-3.185989527,-3.190695056
32.96547,38.4495,1.166356797,5075.95,0.95274,7.78815028,8.73910573,0.483583408,-2.426890447,-2.524848632
30.50539,33.35081,1.093275975,3494.51,0.87778,2.634528172,4.139205325,0.220700223,-2.967492132,-2.955724616
39.11258,47.31353,1.209675506,5789.99,0.96658,11.03148707,1.912690231,0.608667418,-2.328063179,-2.274629231
19.5897,22.69612,1.158574149,3994.69,0.8277,2.094605196,6.328253232,0.268898531,-3.303320367,-3.241522453
26.39035,28.72182,1.088345551,1975.02,0.80836,1.376867013,8.660698222,0.128779634,-3.161470691,-3.192677519
10.10931,16.17446,1.599956871,4351.26,0.83868,1.873257809,7.197500785,0.238762373,-3.241695315,-3.234357693
7.90673,12.3318,1.559658671,3934.35,0.78232,1.411414066,8.212856123,0.193283827,-3.42136626,-3.358897532
5.50305,9.49165,1.724798067,2399.34,0.68462,0.830454444,7.561473058,0.143763504,-3.630280103,-3.632557158
27.02506,28.31531,1.047742725,2641.77,0.82712,1.741056017,5.962484937,0.18711264,-3.232556059,-3.104490385
35.288,37.27867,1.056412095,4647.76,0.94436,6.923054366,1.938427877,0.379313458,-2.503118408,-2.460227114
38.28317,44.36385,1.158834287,6401.96,0.96834,11.7730305,3.099805567,0.616614473,-2.239133338,-2.197351632
21.8068,23.44441,1.0750963,3636.44,0.84012,2.027649325,9.638012472,0.221369591,-3.167535574,-3.233607017
34.01296,39.16628,1.151510483,5291.59,0.95444,8.389648747,6.898609743,0.523767776,-2.390695173,-2.445860163
17.6604,19.8403,1.12343435,3345.16,0.80634,1.589367162,12.49312915,0.24245072,-3.311730826,-3.297618937
26.16905,27.7332,1.059770989,2410.3,0.8127,1.679156517,6.999032871,0.201237596,-3.28545523,-3.355196881
39.02915,42.29821,1.083759446,4390.71,0.95426,7.770214152,3.390362864,0.422806702,-2.300685128,-2.341847636
40.32744,43.61744,1.081582168,4147.28,0.96308,8.052912353,3.024079748,0.428628869,-2.239545892,-2.285455394
37.34341,41.32109,1.10651625,5037.48,0.95938,9.181197007,2.561367788,0.537309577,-2.403004589,-2.359988943
24.95566,29.15112,1.168116572,4329.2,0.88092,3.006860771,5.351040003,0.303278526,-3.005175953,-3.038643408
22.85159,28.35443,1.240807751,2982.09,0.91232,2.815402751,2.788120419,0.181931337,-2.763759236,-2.717360043
39.26385,40.94448,1.042803495,3264.86,0.8853,2.9089081,4.609363923,0.236644365,-2.887255416,-2.879978592
37.42229,41.39822,1.106244968,5438.7,0.9646,10.44933438,4.522711238,0.576112929,-2.229335793,-2.30771161
33.44905,38.63223,1.154957465,4476.35,0.94826,6.64308132,2.441404626,0.38357639,-2.501085265,-2.463749776
27.87382,29.55899,1.060457088,3471.26,0.86874,2.319200397,6.774388061,0.202700797,-2.981986713,-3.00436202
28.5743,30.63416,1.072087855,4460.9,0.92548,4.74420226,3.188248412,0.322106303,-2.718990444,-2.701173682
32.1368,36.09581,1.123192415,4925.54,0.9512,6.917164195,6.072845645,0.432179638,-2.471019646,-2.46038239
25.09618,28.23915,1.125236988,3110.91,0.86228,2.03984207,4.501613687,0.181105085,-3.057076324,-2.927172573
23.21343,30.50249,1.314001852,6369.87,0.94612,6.921343712,2.290848686,0.425242552,-2.627821988,-2.54229555
8.87449,15.13619,1.705584208,3793.39,0.8088,1.523752108,5.411532807,0.192973211,-3.332002858,-3.286032217
