Polymer density (g/cm3),FFV,PLD,LCD,ASA,Porosity,Pore volume,Qst CH4,log_P(MMM)_CH4
1.241,0.225,23.4811,27.26249,7191.69,0.9397,6.799615048,3.448745774,-0.414539662
1.22,0.25,27.7443,29.41145,2555.44,0.82796,1.857641265,11.60168305,3.667331695
1.09,0.26,7.66991,8.43825,1577.1,0.60878,0.67678543,13.85643444,2.33978492
0.965,0.314,5.14931,7.40462,731.305,0.61198,0.592309405,15.63894744,4.062796938
1.241,0.225,10.95208,11.66235,1296,0.6417,0.571105633,10.96114098,-0.414539398
1.418,0.152,10.33318,13.25462,5660.91,0.84304,2.26689469,7.426384924,0.118097808
1.44,0.2104,19.90087,21.90669,6099.86,0.91894,4.768833973,5.249305224,0.991215058
0.965,0.314,4.7743,5.96671,1528.32,0.58902,0.613754298,22.77175443,4.090962304
1.306,0.166,5.1443,5.22922,385.113,0.5144,0.318100303,15.04902892,0.088134364
1.44,0.2104,6.62989,12.5115,2879.37,0.77,1.004064505,8.185499278,0.991213918
1.418,0.152,27.74657,29.79707,3212.56,0.8589,2.234693559,7.735289808,0.118097628
1.22,0.25,33.30253,38.31139,4670.79,0.94544,6.777056184,4.212451393,3.671913987
1.22,0.25,38.12106,39.17734,3574.49,0.88794,3.01214097,7.069772089,3.669974039
0.75,0.29,21.07582,24.11694,6545.88,0.91152,4.247094892,4.561096654,4.045151268
1.22,0.25,17.72717,20.51547,4843.54,0.86356,2.53493178,7.621267363,3.669694598
1.33,0.104,5.56918,6.7277,2328.01,0.67698,0.766967534,13.46687605,1.322210998
1.22,0.25,4.85174,9.1257,1754.48,0.65068,0.680014464,14.75826734,3.67013836
1.09,0.26,11.36713,20.0873,5514.27,0.85786,2.875559787,6.864229107,2.33969112
1.44,0.2104,22.20894,26.77475,6368.67,0.92746,5.328239451,3.956002587,0.991216207
1.22,0.25,6.59754,6.98007,838.067,0.56018,0.344171244,15.51556646,3.673116669
0.75,0.29,5.18923,6.59267,886.669,0.55228,0.443787315,15.38624935,4.03746133
1.33,0.104,10.82186,12.89297,4753.52,0.81246,1.906744458,8.46842541,1.32218972
0.75,0.29,4.8264,5.98746,685.982,0.53052,0.357601699,15.16006877,4.035096781
1.22,0.25,29.7526,31.46845,3388.73,0.85482,1.846590541,6.654788304,3.667339291
0.75,0.29,14.92491,17.60901,4669.6,0.88168,2.527918985,5.184473969,4.043983833
0.965,0.314,14.76754,20.95577,6219.89,0.90232,4.147148583,5.540312896,4.088606259
1.44,0.2104,20.11627,25.47401,5920.79,0.92284,5.322736003,5.019116279,0.991217571
0.965,0.314,5.31352,6.19077,1727.81,0.63064,0.64602972,16.14118478,4.097567721
1.09,0.26,15.28004,19.19565,5450.69,0.88508,3.144893652,5.533034905,2.339680763
1.09,0.26,12.00828,13.75871,6550.22,0.86188,2.848898129,5.820442343,2.339689347
1.418,0.152,5.8194,8.33618,2762.38,0.68326,0.88896464,12.18321693,0.118097385
1.418,0.152,25.71832,32.14112,4048.21,0.9422,5.065237376,5.023230784,0.118098534
0.75,0.29,17.29736,21.44817,5908.57,0.90558,4.36020646,6.492885695,4.045668518
1.33,0.104,4.69936,6.1592,2023.02,0.60826,0.607889188,14.85052544,1.322212362
1.241,0.225,14.97859,18.09086,4465.63,0.86524,2.289358099,5.763626511,-0.41453981
1.418,0.152,6.50644,14.29727,3323.12,0.75686,1.125325245,13.62288399,0.118098314
1.33,0.104,27.6885,30.04794,3549.2,0.86306,2.474901427,6.964944575,1.322189123
1.22,0.25,3.92306,5.41094,525.58,0.50398,0.385447259,20.60780946,3.621162158
1.241,0.225,9.57693,13.91617,6138.49,0.84868,2.478085928,6.45198517,-0.414539698
1.306,0.166,11.02548,14.21527,2712.55,0.81794,1.195650903,6.536312799,0.088133899
1.09,0.26,8.94242,13.1595,5817.53,0.84126,2.288762954,6.365490148,2.339701741
0.965,0.314,11.24911,15.71883,5966.94,0.86804,2.942448628,6.168771964,4.086541797
1.22,0.25,7.62193,11.30323,2996.36,0.7445,1.098490885,18.08072906,3.666245393
1.33,0.104,4.47781,7.91312,1014.79,0.61066,0.600741754,17.09813359,1.322188754
1.306,0.166,20.44958,22.48208,5661.88,0.91458,4.395751226,5.138258951,0.088134958
1.306,0.166,6.06182,6.9676,942.409,0.54388,0.398335994,16.04911512,0.088134781
1.33,0.104,3.89282,5.96136,1525.91,0.59662,0.535368491,17.74355868,1.322156149
1.418,0.152,12.37388,16.15623,6289.4,0.88362,3.445839232,5.697193077,0.118097746
0.75,0.29,8.96308,15.88859,4432.85,0.82568,1.859811379,7.436428402,4.040532408
1.241,0.225,17.75945,20.72426,5909.15,0.90686,4.351994932,5.579592277,-0.414539717
1.44,0.2104,32.1368,36.09581,4925.54,0.9512,6.917164195,6.072845645,0.991220529
1.241,0.225,22.37416,26.16801,6542.82,0.92708,5.481269511,3.977066015,-0.41453965
1.306,0.166,16.52482,19.90194,3759.56,0.8796,2.189295946,5.151174677,0.088134454
1.418,0.152,12.11704,13.94182,4005.45,0.84296,1.85054037,5.563601612,0.118097079
0.75,0.29,4.87704,9.55127,1883.88,0.66106,0.677598832,10.60014411,4.028596801
1.241,0.225,8.40421,13.55573,3065.64,0.748,1.101324829,8.322559767,-0.414540125
1.44,0.2104,3.83588,4.67576,664.962,0.55334,0.452267303,20.74531061,0.991199069
0.75,0.29,5.73613,9.70293,2376.29,0.67772,0.843085275,12.2818209,4.042557521
0.75,0.29,8.56589,9.75671,1189.34,0.58796,0.553145051,14.16775381,4.05112092
1.306,0.166,19.4385,22.53927,6138.04,0.9141,4.117753052,3.773109139,0.088134968
0.965,0.314,6.50668,6.87778,871.167,0.56924,0.357464017,15.24336385,4.098841771
1.306,0.166,34.96753,44.11335,5861.96,0.96162,10.06102824,4.097868879,0.088135536
0.75,0.29,4.63235,7.88517,1719.26,0.61816,0.615862832,13.3696065,4.035858298
1.33,0.104,10.88298,11.69077,1217.22,0.66136,0.539221042,11.98859061,1.322213579
1.22,0.25,5.02569,10.59991,1407.93,0.6656,0.549152263,11.31995836,3.662832809
1.33,0.104,3.94057,12.81278,1457.29,0.61784,0.664471264,20.0055404,1.322165474
1.22,0.25,16.32618,20.40071,2511.17,0.83848,1.451395693,8.206938726,3.66720102
0.75,0.29,16.62931,18.964,5205.72,0.8818,2.830936765,5.2951856,4.041127402
0.75,0.29,9.14552,12.22407,3161.53,0.75804,1.213531928,12.80083144,4.038842426
1.09,0.26,21.80729,25.18474,6474.04,0.92264,5.070955119,4.119153426,2.339700838
1.33,0.104,18.50157,22.60672,5491.83,0.85368,2.827822423,8.418024797,1.322191758
1.418,0.152,27.3232,31.00421,4746.81,0.93386,5.290302114,6.241372363,0.118098456
0.75,0.29,4.25257,5.15578,946.42,0.56682,0.551697959,19.91389965,4.042747154
1.241,0.225,16.62623,19.9341,5522.17,0.89372,3.756041388,5.805045356,-0.414539699
1.44,0.2104,10.31385,12.96127,2725.19,0.76902,1.19695741,8.284778026,0.991197134
1.44,0.2104,9.56405,12.64638,4217.09,0.80652,1.725405294,9.143495644,0.991213167
0.965,0.314,4.11023,8.57756,881.154,0.59796,0.491504944,16.2916479,4.049303282
1.44,0.2104,9.52437,12.60455,4789.37,0.82376,1.975656845,8.408030655,0.991209805
1.44,0.2104,9.65516,14.01866,2824.95,0.77894,1.264568415,11.23630387,0.991207515
1.418,0.152,16.03982,18.55882,5364.84,0.86092,2.71646152,6.74423199,0.118097429
0.965,0.314,4.35949,5.09274,532.704,0.47664,0.322546591,19.78813068,4.08417628
1.241,0.225,6.67871,13.19539,2164.76,0.72148,0.811534343,18.62463635,-0.414539748
0.965,0.314,5.3287,7.61133,1618.94,0.616,0.576013166,12.98127017,4.078725806
0.965,0.314,7.9588,15.10806,3733.68,0.8119,1.377897633,7.476593033,4.079241402
1.33,0.104,10.54429,13.38695,5175.91,0.834,2.30008053,7.453625685,1.322189263
1.22,0.25,20.67212,22.69041,3674.96,0.83682,1.982755557,9.433389291,3.668066639
0.75,0.29,20.82036,22.07419,5653.87,0.88456,3.241072541,5.873740491,4.043602118
1.306,0.166,7.65071,11.74612,4188.19,0.79356,1.485430405,8.744871496,0.088134944
1.306,0.166,4.01784,6.59167,647.201,0.5575,0.450377671,14.560009,0.088121741
1.418,0.152,5.16192,6.89118,1046.18,0.55016,0.498459754,18.20937786,0.118097574
1.09,0.26,7.7718,12.8632,4066.62,0.7833,1.523864737,9.774366663,2.33976584
1.33,0.104,17.36039,29.39611,3163.79,0.83466,1.713159758,7.587246707,1.322184196
0.75,0.29,14.95862,20.19423,5930.88,0.89028,3.41030277,5.458266505,4.040207389
1.418,0.152,6.65142,6.81125,1220.26,0.61322,0.485261417,11.80537015,0.118098612
1.09,0.26,5.31262,5.94406,1651.78,0.585,0.631851129,18.14932539,2.339898888
0.75,0.29,4.26379,5.5138,808.591,0.54808,0.339215092,15.40330448,4.042114369
1.241,0.225,5.87333,8.76636,3555.74,0.74126,0.993198774,10.87754099,-0.414540378
0.75,0.29,8.9177,14.53863,3888.78,0.80968,1.512566738,7.586029235,4.040782177
1.241,0.225,12.23586,14.6357,4967.23,0.85578,2.288597927,5.425359146,-0.414539715
0.965,0.314,8.41996,11.62058,4705.7,0.79994,1.696124912,8.286393899,4.087564917
1.33,0.104,4.83697,10.1968,1369.99,0.63978,0.532581913,11.92093813,1.322168256
0.965,0.314,21.96735,25.0397,6588.63,0.92554,5.139547539,3.64678661,4.090389913
1.22,0.25,7.2696,11.53694,3538.96,0.7562,1.190500555,9.641009103,3.668646469
1.241,0.225,4.56831,6.54196,1504.37,0.5949,0.634171718,18.17798799,-0.414539512
1.306,0.166,11.18017,15.39746,4947.27,0.83322,2.009080672,7.030743266,0.088134648
0.75,0.29,4.65074,5.66299,924.954,0.53938,0.41289404,18.67306616,4.043008403
1.306,0.166,11.81696,12.57368,3580.26,0.82562,1.526125204,6.20949653,0.08813457
1.44,0.2104,19.40281,21.53548,5601.41,0.91194,4.016772892,4.359436747,0.991214954
0.965,0.314,10.23127,10.36311,1409.99,0.6572,0.738175655,13.2675107,4.086423343
1.22,0.25,20.36442,25.77619,5647.5,0.90818,4.090974612,9.276341883,3.670273532
1.44,0.2104,25.12564,27.62595,4475.16,0.92166,4.321037432,4.511339858,0.991218157
0.75,0.29,6.77493,8.38862,1397.17,0.5852,0.662826231,12.80554134,4.038017433
1.241,0.225,6.09535,6.69718,678.082,0.53236,0.430628357,16.53456233,-0.414539584
1.306,0.166,21.88058,24.12703,5291.11,0.91068,3.690429877,4.372363977,0.088134862
0.75,0.29,3.80399,4.88677,629.912,0.54964,0.459296398,20.64195629,4.027348238
1.306,0.166,9.46501,14.32918,5750.92,0.85508,2.483308212,5.619592097,0.088134509
1.306,0.166,10.71493,12.06861,3211.29,0.78238,1.303137003,10.2545034,0.088134332
0.75,0.29,30.50539,33.35081,3494.51,0.87778,2.634528172,6.310291594,4.044187557
1.44,0.2104,14.29428,21.87942,4616.79,0.88606,2.83458471,5.218230079,0.991213903
1.306,0.166,20.90069,22.84228,2158.22,0.77284,1.309033012,12.01130288,0.088134035
1.306,0.166,3.82141,5.05464,837.919,0.57504,0.495130835,20.03275392,0.088134009
1.33,0.104,4.32281,5.49382,1579.69,0.62012,0.605905458,15.09946557,1.322204932
1.22,0.25,24.25434,30.11947,4699.93,0.9304,5.108467076,5.856242136,3.670654673
1.306,0.166,7.66141,7.93575,798.747,0.50276,0.381503066,12.49731579,0.088134289
1.22,0.25,4.15655,6.77563,1467.46,0.63808,0.596459085,15.6085999,3.665087037
1.33,0.104,8.40421,13.55573,3065.64,0.748,1.101324829,8.322559767,1.32217271
1.44,0.2104,8.42885,12.93236,3869.8,0.78672,1.371727475,8.279023387,0.991216021
1.09,0.26,10.94865,14.31708,3605.83,0.83474,1.580902058,6.513498619,2.339625826
0.965,0.314,8.8431,14.54847,5215.83,0.83298,2.129316251,7.287164664,4.085553024
1.44,0.2104,4.11856,5.10825,614.964,0.47928,0.394560063,23.12098003,0.991178182
1.306,0.166,5.82599,6.17717,4176.69,0.70416,0.940122215,13.827204,0.088135845
1.33,0.104,6.22185,8.9427,2067.66,0.70478,0.698895302,11.9348796,1.32217497
1.33,0.104,6.5153,7.15079,1368.21,0.57664,0.653061224,21.04951109,1.322199983
1.09,0.26,21.91805,25.95427,6490.87,0.92694,5.371074284,3.955364053,2.339715701
1.33,0.104,10.30174,11.25061,2295.26,0.6833,0.881282832,9.786607101,1.32219644
1.306,0.166,5.48815,7.0777,1127,0.5663,0.525295438,18.51468411,0.088133929
0.965,0.314,5.24663,16.39644,2792.94,0.7091,0.988500716,15.55826887,4.09176636
1.22,0.25,21.99523,26.39127,6622.73,0.94158,6.70311599,3.858099193,3.670918745
0.965,0.314,12.61881,15.26012,5589.96,0.86252,2.80021687,6.765926206,4.088028203
1.33,0.104,6.14293,6.51956,1175.52,0.62042,0.495388817,15.24373532,1.322214622
1.33,0.104,13.32152,16.74574,5099.62,0.86564,2.625028808,6.55022699,1.322188574
1.22,0.25,16.55917,21.24827,4991.85,0.90276,3.282703951,4.232060829,3.669052836
1.09,0.26,5.05932,10.79118,2225.18,0.69272,0.797216784,11.01202513,2.339387764
0.75,0.29,5.36819,6.06597,565.769,0.41006,0.275193278,21.23871874,4.004902248
1.33,0.104,5.94545,11.26505,2650.05,0.74092,0.905066476,7.670058221,1.322180848
1.44,0.2104,20.0638,23.74438,6138.94,0.92546,5.246699057,4.698109112,0.991216344
1.22,0.25,29.98846,34.52589,5005.47,0.95526,7.496468594,5.585430328,3.672088015
1.22,0.25,8.49163,15.29386,4075.45,0.81332,1.693827356,7.977591198,3.66880718
1.306,0.166,11.66389,15.12609,5685.23,0.86094,2.710998731,6.171577305,0.088134539
1.44,0.2104,7.69929,10.48113,3149.16,0.75584,1.077606978,10.06415402,0.991211877
1.22,0.25,7.51366,12.46837,3496.58,0.75614,1.233893813,9.39049506,3.668021494
0.75,0.29,6.76596,10.44202,3422.36,0.75688,1.112213214,9.196086228,4.040177549
0.965,0.314,10.74312,13.81771,5822.6,0.84504,2.398657951,6.60441402,4.08864864
0.965,0.314,4.39215,5.89004,886.395,0.50798,0.328881177,15.99485057,4.099999005
1.22,0.25,4.32524,6.79743,1815.73,0.65534,0.604328621,14.71088363,3.665895974
0.965,0.314,14.04233,17.91278,5040.38,0.863,2.623586744,5.689198311,4.081593223
1.418,0.152,9.22997,15.14553,4491.55,0.83046,1.925173112,7.169861096,0.118097579
0.965,0.314,11.8568,13.69372,3182.29,0.79374,1.380647899,8.344292329,4.08367564
1.241,0.225,8.58252,21.33814,4642.34,0.82328,2.039406866,9.531921059,-0.414539729
0.75,0.29,12.05579,16.38225,5057.48,0.8723,2.607718224,6.541205041,4.042993068
0.75,0.29,4.05594,6.19427,608.921,0.488,0.41022882,19.99795874,4.046832001
1.306,0.166,13.4753,20.5072,3897.7,0.8278,2.090921491,10.4914576,0.088134494
1.418,0.152,4.86396,6.32965,1492.67,0.61994,0.620418963,13.8696559,0.118098123
0.965,0.314,4.4083,6.05951,1681.04,0.62108,0.653385331,16.09839224,4.086814252
1.33,0.104,33.2727,36.41606,7280.35,0.95314,9.625343351,3.395705895,1.322206016
1.418,0.152,8.4757,9.49806,477.035,0.52398,0.23722598,11.11439183,0.118098681
0.965,0.314,19.73574,22.07268,5899.59,0.92002,4.635491981,5.250683351,4.092416521
1.22,0.25,3.85894,5.17469,514.799,0.5264,0.335799949,18.98186499,3.673747082
1.241,0.225,10.75074,14.01078,3921.07,0.84668,1.799459746,5.806201741,-0.414539886
1.33,0.104,25.1144,27.9436,3827.71,0.8638,2.472754754,6.55815864,1.322191073
0.75,0.29,6.16089,10.92187,3041.04,0.73592,1.006759428,15.62393406,4.046680918
1.22,0.25,4.88245,5.24171,873.584,0.53678,0.44316934,17.04141465,3.67280211
1.241,0.225,9.59522,13.48868,4563.68,0.80884,1.689927793,8.333253396,-0.41453967
1.44,0.2104,7.91731,9.91536,4016.41,0.77426,1.35269566,9.189949899,0.991214554
1.241,0.225,15.7368,20.41305,3922.54,0.88544,2.217458378,5.135009655,-0.414539775
1.306,0.166,14.76215,18.12098,5244.63,0.87216,2.68659475,5.682252371,0.088134833
1.33,0.104,8.86311,9.22928,2034.56,0.70346,0.713281168,14.34519253,1.322178395
1.44,0.2104,4.0341,5.07878,499.226,0.48888,0.400409517,22.57685828,0.99118978
1.33,0.104,4.84213,6.13171,564.94,0.45872,0.358812302,18.51169395,1.322200141
1.241,0.225,12.51883,14.64783,4427.75,0.8466,2.099827371,5.933203397,-0.414539736
1.306,0.166,7.76503,10.33126,3362.68,0.74772,1.235198499,11.24127696,0.08813418
1.306,0.166,22.06864,26.65095,6938.53,0.93716,6.361044744,3.30323378,0.088135049
1.09,0.26,14.37125,16.67523,4932.7,0.86856,2.520370499,5.640330385,2.33969285
0.965,0.314,17.69292,23.84922,6042.3,0.9278,5.242933511,4.801859437,4.090736348
1.22,0.25,20.04564,22.01303,5498.13,0.87024,2.932777046,7.446776324,3.667927027
0.965,0.314,5.90394,6.37918,3166.68,0.67094,0.834233748,12.65077091,4.09630621
1.418,0.152,3.84215,5.27232,584.482,0.47752,0.385143364,20.09251776,0.118097846
1.418,0.152,8.13337,14.16485,4233.08,0.80136,1.588484006,7.965912351,0.118097483
1.09,0.26,10.62301,11.39174,1088.8,0.62762,0.475340059,11.39663251,2.339887565
1.09,0.26,7.80922,9.85833,3308.23,0.73488,1.150493462,11.69692714,2.339649794
1.22,0.25,9.92421,11.20025,1223.25,0.64018,0.543303545,11.44843642,3.67219827
1.306,0.166,12.16002,21.18589,5533.17,0.8769,2.969602969,5.978419821,0.088134629
1.22,0.25,4.59021,6.64699,929.278,0.5298,0.478638347,20.660454,3.66847232
1.22,0.25,12.77851,17.54902,6017.87,0.88826,3.378082358,5.38028061,3.669049726
1.33,0.104,4.20385,5.93429,777.517,0.57266,0.293343851,15.69743652,1.322207266
0.75,0.29,6.70514,7.05454,847.207,0.55176,0.340988307,15.1951079,4.052614679
1.33,0.104,5.31741,7.56107,4836,0.76632,1.190496164,8.698082776,1.322209669
1.418,0.152,22.18452,24.36933,3696.65,0.91394,3.252432367,4.714347297,0.11809804
1.418,0.152,5.13094,6.957,638.898,0.5275,0.33410182,13.66287464,0.118098266
0.965,0.314,10.39869,14.3225,5060.88,0.84874,2.09677778,6.735438076,4.087435544
1.418,0.152,5.45731,6.25647,1623.82,0.57962,0.608631006,17.91559729,0.118098171
1.418,0.152,4.91671,5.07682,365.373,0.46468,0.310525718,17.70326453,0.118098699
0.75,0.29,15.44474,18.69776,3032.91,0.83066,1.71378584,15.0544286,4.040185625
0.75,0.29,13.75819,18.84573,4619.98,0.85412,2.361417536,5.802428114,4.034565072
1.306,0.166,8.4849,13.11198,3970.33,0.79196,1.523503928,7.779573611,0.088134647
0.75,0.29,17.30694,20.71539,4632.85,0.86236,2.599779925,6.764524272,4.042804397
1.306,0.166,22.56319,24.79485,6291.93,0.91912,4.764550978,4.005638484,0.088134547
0.965,0.314,7.1323,9.96864,2376.73,0.74052,0.820043742,9.956225251,4.081865049
0.75,0.29,27.22358,29.93626,7589.85,0.9491,8.10586909,2.787448589,4.047078766
1.241,0.225,8.14134,10.12638,4812.61,0.82662,1.778285478,6.417028005,-0.414539692
1.22,0.25,7.16704,7.9618,973.163,0.56886,0.400171645,14.25695953,3.666701763
0.75,0.29,10.03825,11.49778,3503.26,0.77988,1.383985533,10.69089354,4.041865786
1.33,0.104,19.42706,22.77015,5199,0.86454,2.847422124,7.753066071,1.32219095
1.306,0.166,36.19487,37.4871,3288.33,0.89348,2.759025318,6.287004467,0.088134916
1.418,0.152,15.70215,17.95874,5058.15,0.88938,3.080242574,4.549377359,0.11809754
0.965,0.314,6.73,16.55,2814.27,0.76,0.987012987,11.94808482,4.082650177
1.241,0.225,21.4654,23.86692,3964.01,0.87132,2.466567776,8.130180211,-0.414539736
1.44,0.2104,5.3716,7.19018,576.154,0.46366,0.4097855,17.06511737,0.991218387
1.418,0.152,31.17357,32.61267,2736.61,0.87358,2.219027274,6.692119726,0.11809782
1.44,0.2104,4.14157,6.98334,1659.49,0.65496,0.547822378,13.04573649,0.991217048
1.418,0.152,12.99803,16.9401,4935.07,0.87584,2.551594747,4.279244791,0.118097654
1.33,0.104,11.2897,16.2393,5011.49,0.84844,2.246339016,7.150810886,1.322196178
1.306,0.166,11.21697,16.77427,4204.03,0.8178,2.008182028,8.898870853,0.088134561
1.44,0.2104,19.06062,21.30077,5286.36,0.89052,3.42719915,6.89093428,0.991215673
1.306,0.166,4.95734,7.75901,1199.81,0.62918,0.468865506,13.8207143,0.088132698
1.44,0.2104,8.43458,14.19378,4786.96,0.81554,1.886579456,7.550905054,0.991211921
1.418,0.152,4.32368,5.82132,1064.91,0.56054,0.450243781,20.65356314,0.118099
1.241,0.225,11.56592,15.33046,6273.35,0.87246,3.083932769,5.789735075,-0.414539747
0.965,0.314,7.83288,12.38727,1559.49,0.626,0.711050128,19.56907384,4.057507878
1.09,0.26,4.09689,5.39541,1002.02,0.50016,0.405519791,19.92236543,2.339859124
0.965,0.314,4.27127,6.49659,1347.59,0.60658,0.542596966,14.59491484,4.092747008
1.09,0.26,18.75481,26.91779,5910.45,0.91584,4.516377193,5.169982659,2.339729777
1.09,0.26,14.51942,19.21666,5396.08,0.87612,2.99409465,5.214081695,2.339599417
1.33,0.104,16.93716,21.42454,5401.57,0.88834,3.178864349,5.563880473,1.322198678
0.965,0.314,31.51019,37.43248,4993.61,0.9436,7.122369494,6.827530227,4.094878465
0.965,0.314,3.90561,4.85962,314.475,0.45496,0.269411152,21.32742162,4.084239077
1.241,0.225,4.05076,5.68269,1590.27,0.6309,0.529056604,15.73597197,-0.414539403
1.306,0.166,7.91731,9.91536,4016.41,0.77426,1.35269566,9.189949899,0.088134648
1.44,0.2104,4.03318,4.87776,198.185,0.36024,0.209191317,27.22741842,0.991199666
0.965,0.314,15.02755,20.99669,4222.46,0.90188,2.770693103,4.813596147,4.086115336
1.44,0.2104,33.33803,39.99718,5619.85,0.95466,7.96791667,4.382826501,0.99122086
1.44,0.2104,10.55761,15.64607,5263.84,0.84744,2.431378625,6.641020883,0.991212997
1.44,0.2104,28.01826,29.80435,6878.27,0.92986,5.794675574,3.725665077,0.991217545
1.22,0.25,7.55924,8.25861,1410.1,0.66728,0.545778737,13.38018935,3.668430038
1.44,0.2104,24.23315,27.90404,6720.86,0.92782,5.651442981,4.147494923,0.991217077
1.241,0.225,16.71263,19.96758,4402.2,0.88764,2.857014111,6.062984752,-0.414539709
1.22,0.25,13.35787,16.89525,5045.2,0.84522,2.258913705,7.343599381,3.668843911
1.306,0.166,12.73947,16.32003,4900.24,0.87002,2.520620812,5.231787954,0.088134605
1.09,0.26,28.74849,29.82052,3121.85,0.8409,2.120005042,9.910374608,2.339703617
1.09,0.26,4.07005,6.23549,861.503,0.6016,0.332840932,15.44716689,2.338647214
1.306,0.166,9.32082,11.16014,3258.25,0.76686,1.20528852,8.390471068,0.088134292
1.241,0.225,3.92306,5.41094,525.58,0.50398,0.385447259,20.60780946,-0.414544357
1.241,0.225,5.83008,6.35635,1370.15,0.63194,0.629679451,15.00314219,-0.414539919
1.22,0.25,11.24578,12.78376,2308.94,0.77438,0.899922835,7.5583824,3.666292518
1.306,0.166,5.36003,6.68828,1239.23,0.57056,0.537437714,16.53057532,0.088135066
1.09,0.26,26.43899,28.62178,6837.42,0.931,5.783147498,3.865936024,2.339781915
0.965,0.314,3.85397,5.84014,651.999,0.5233,0.348170326,16.02734342,4.037088232
1.22,0.25,8.09448,12.1779,1677.3,0.64182,0.752412616,19.36407988,3.658042718
1.22,0.25,8.3765,11.92582,3851.45,0.78342,1.378675597,8.874767142,3.669521865
1.33,0.104,7.46894,12.62333,2851.44,0.74216,1.078130153,13.60682332,1.322189819
0.75,0.29,11.88621,15.17856,6359.28,0.87704,3.162510277,5.577972711,4.043043185
1.418,0.152,13.33408,21.77085,4517.69,0.8629,2.619333101,7.514605583,0.118097959
1.306,0.166,3.93383,4.68396,279.968,0.46984,0.277681574,21.69754281,0.088132102
1.09,0.26,19.87988,28.34061,6143.82,0.9357,6.060115412,4.385551756,2.339779624
1.306,0.166,5.9406,11.23796,3836.12,0.746,1.24424163,10.45497416,0.088134981
1.306,0.166,19.95548,21.62613,4829.79,0.84076,2.684864665,8.667933445,0.088134547
1.44,0.2104,12.90186,14.14048,4424.32,0.88572,2.314591238,3.476682009,0.99121567
1.306,0.166,34.68964,37.6833,3224.81,0.88612,2.885153241,7.300610777,0.088134888
1.22,0.25,9.22291,10.78711,4691.09,0.81336,1.752126718,8.809000878,3.669651242
1.306,0.166,9.04409,11.1437,3356.64,0.76018,1.168278304,14.33647669,0.088134696
1.44,0.2104,14.75878,20.66282,5800.66,0.90626,3.757390317,4.230585699,0.991213762
1.306,0.166,22.26413,28.04034,6519.75,0.9366,6.711284359,5.201437069,0.08813523
0.75,0.29,20.3586,24.04343,4986.13,0.87902,3.002609717,6.722788403,4.0433369
1.306,0.166,4.51803,5.60643,1589.95,0.63906,0.616317871,15.21176584,0.088135568
1.44,0.2104,13.15094,19.36713,6031.38,0.8981,3.704009205,4.763503611,0.991212098
0.965,0.314,21.91805,25.95427,6490.87,0.92694,5.371074284,3.955364053,4.089380863
1.241,0.225,9.87932,17.61363,4958.38,0.84446,2.29648807,6.550177966,-0.414539877
1.09,0.26,6.26887,12.93319,2808.1,0.7485,0.971913833,9.029370641,2.33965975
1.09,0.26,8.36992,8.94248,682.131,0.54522,0.334259072,11.97575074,2.33967401
0.75,0.29,4.70307,5.97055,622.468,0.48362,0.394817621,18.93619719,3.963516096
0.965,0.314,4.29561,5.4678,970.774,0.56172,0.465732526,19.58264731,4.078814132
1.22,0.25,6.47185,8.33004,2086.19,0.65498,0.765836342,17.38683477,3.670857273
0.75,0.29,7.72608,11.02545,2966.53,0.7446,1.053830858,8.796287784,4.03419024
1.418,0.152,4.27339,7.95641,897.294,0.60254,0.572642343,17.44498253,0.118096687
0.965,0.314,8.92731,10.28423,3392.53,0.76974,1.360976981,10.63692988,4.091191076
0.965,0.314,4.41962,5.63215,3266.68,0.6922,0.975459898,15.1810727,4.068753944
0.75,0.29,17.55474,20.1881,4352.81,0.85642,2.45443186,6.966975163,4.042013026
0.75,0.29,6.68351,13.2906,2162.27,0.72032,0.81373517,18.43046595,4.042297737
1.33,0.104,11.65615,15.57023,4031.34,0.85134,1.899426384,5.377014113,1.322188568
1.22,0.25,43.04386,49.50497,6291.69,0.97034,13.61383916,2.947869391,3.672840194
1.418,0.152,10.78502,15.21939,4452.48,0.82748,2.049968414,7.84911756,0.118097332
1.306,0.166,7.32788,8.13471,1328.07,0.66578,0.540629644,13.89387012,0.088133984
1.241,0.225,3.81259,6.20608,631.842,0.53298,0.358563807,18.65201023,-0.414541458
1.306,0.166,15.45106,19.34531,5466.56,0.895,3.419045036,5.063076308,0.08813483
0.75,0.29,5.50308,6.7427,826.369,0.53606,0.370432307,15.77176753,4.053318848
0.75,0.29,10.36689,14.61184,5152.18,0.84032,2.117779296,6.752883338,4.042467577
0.965,0.314,7.85752,12.67085,3740.35,0.76518,1.344390467,10.61263055,4.093185038
1.306,0.166,4.55289,9.62457,1211.73,0.61472,0.530164124,13.12630184,0.088127974
1.22,0.25,6.6901,13.26684,2157.74,0.72064,0.812990887,18.60853624,3.669021473
1.44,0.2104,6.70344,10.81316,2647.97,0.72348,0.910856934,9.240718681,0.991209041
1.44,0.2104,32.96547,38.4495,5075.95,0.95274,7.78815028,8.73910573,0.991220597
1.241,0.225,4.48289,5.30607,1009.61,0.56666,0.418474127,16.54359073,-0.414539905
0.75,0.29,4.70156,5.98836,1367.97,0.5669,0.499145931,17.36333397,4.051632379
