Polymer density (g/cm3),FFV,PLD,LCD,ASA,Porosity,Pore volume,Qst CH4,log_P(MMM)_CH4
0.965,0.314,13.27226,20.39496,5954.78,0.89468,3.609137813,5.081009594,4.089055815
1.33,0.104,28.28611,34.82049,5324.35,0.94994,7.17157762,6.469327412,1.322208178
1.418,0.152,26.67482,28.7454,6852.71,0.93098,5.64008118,3.469583757,0.118098203
1.44,0.2104,4.8264,5.98746,685.982,0.53052,0.357601699,15.16006877,0.991206865
1.22,0.25,14.95862,20.19423,5930.88,0.89028,3.41030277,5.458266505,3.667627084
1.33,0.104,4.25745,5.78749,712.146,0.50502,0.425889695,23.36314997,1.322204443
1.241,0.225,4.30728,6.57238,1065.49,0.57762,0.45806866,16.9479415,-0.414539749
1.306,0.166,7.33698,11.74827,1972.76,0.71176,0.738493463,10.96811937,0.088135137
1.44,0.2104,7.86435,14.52563,2570.48,0.78096,0.984089941,8.256116335,0.991207708
1.44,0.2104,43.26402,47.02587,4380.92,0.9615,9.059729197,2.929492015,0.991222592
0.75,0.29,23.8242,25.35287,5505.21,0.89286,3.794592389,6.607430297,4.044426648
0.75,0.29,4.84213,6.13171,564.94,0.45872,0.358812302,18.51169395,4.04601359
1.306,0.166,35.65815,38.52996,4112.48,0.94498,6.250405127,3.970740712,0.088135407
1.306,0.166,6.59227,6.92026,712.37,0.48076,0.361756562,16.06415336,0.088135606
1.09,0.26,5.9816,6.40396,1119.23,0.53568,0.498557415,15.05229468,2.339725872
1.241,0.225,11.20267,15.42527,2232.21,0.69194,0.870985974,17.45140742,-0.414539579
0.75,0.29,8.6669,12.10922,4571.24,0.81662,1.799118749,7.211446503,4.044543451
0.75,0.29,8.13977,8.49323,2232.73,0.67724,0.87544403,13.78314448,4.05009699
1.241,0.225,15.20644,17.98123,4358.4,0.86866,2.370829296,6.150283226,-0.414539815
1.22,0.25,41.19107,46.10451,5680.68,0.97224,13.65310026,3.683167686,3.672982501
1.241,0.225,5.69321,11.60551,3098.82,0.73458,0.971046276,13.10122305,-0.414539566
0.965,0.314,22.20304,26.25917,7031.72,0.93732,6.391413745,3.355338188,4.090753165
1.44,0.2104,4.96284,7.94411,2747.84,0.69578,0.868433206,12.40222019,0.991220158
1.306,0.166,13.28603,17.6433,6076.85,0.88778,3.375486677,5.458135247,0.088134736
0.75,0.29,24.20888,29.1992,6062.9,0.93836,6.912412523,3.997597508,4.04762172
1.22,0.25,6.10381,6.49751,532.356,0.48132,0.381225447,16.48426609,3.670391158
1.22,0.25,11.62517,14.1624,4653.93,0.84096,2.171996188,6.434753008,3.66790651
1.241,0.225,6.25516,7.09133,814.658,0.52622,0.493084708,23.65812789,-0.414540303
1.306,0.166,5.62116,8.36266,2682,0.6693,0.835094689,16.51797712,0.088135902
1.22,0.25,5.20485,9.81757,4844.77,0.75344,1.293845715,11.96091943,3.672150258
1.44,0.2104,10.23297,10.35764,1390.52,0.65554,0.733276882,13.79901298,0.991218923
1.241,0.225,25.22784,27.82144,6812.65,0.93064,6.083608433,4.250601844,-0.41453967
1.09,0.26,7.79711,9.19593,3351.12,0.7791,1.126073716,5.591511053,2.339629935
0.965,0.314,4.78997,6.73931,1190.66,0.56306,0.523791362,16.542491,4.096424974
1.22,0.25,14.13516,18.84697,6490.68,0.9034,4.206673682,5.312155287,3.669338548
1.09,0.26,25.1144,27.9436,3827.71,0.8638,2.472754754,6.55815864,2.339654308
1.44,0.2104,3.87866,4.96812,508.341,0.5069,0.391997649,23.14683253,0.990718078
1.33,0.104,10.54855,17.41497,2166.64,0.77342,1.1839517,10.90265754,1.322195093
1.09,0.26,7.91254,15.05145,4206.4,0.8053,1.715075542,8.197970249,2.339634557
1.22,0.25,7.07119,13.16539,3076.9,0.72906,1.11501615,9.776271208,3.666213641
1.418,0.152,20.52157,23.32172,4794.43,0.87628,3.12884509,6.752981917,0.118097747
0.965,0.314,3.89872,4.64123,115.402,0.45456,0.283540008,21.56107523,3.991937509
1.09,0.26,14.63176,17.04041,4393.05,0.83168,1.927880648,6.719480199,2.339511486
1.306,0.166,4.11889,5.43641,1055.38,0.51632,0.468517191,20.01237415,0.088124789
1.418,0.152,3.80687,4.54974,1105.83,0.57982,0.516534227,17.55559076,0.118098278
1.306,0.166,5.60823,12.59507,2822.83,0.72258,0.956815013,12.01926544,0.088132236
0.965,0.314,20.4184,21.42966,4632.63,0.86162,2.895452269,7.840879548,4.088148428
0.965,0.314,12.72141,14.69073,3801.1,0.8174,1.718353206,8.193019686,4.084446601
1.241,0.225,21.67963,23.17665,5023.32,0.87166,3.014330571,7.128703424,-0.414539689
1.44,0.2104,26.28237,28.69642,6572.85,0.91976,4.910047939,4.66427768,0.991216603
1.306,0.166,22.99235,25.60837,6219.01,0.9185,5.110386576,4.895860942,0.08813472
1.09,0.26,11.70149,20.93317,5323.55,0.87892,2.888438294,5.53099794,2.339689707
0.75,0.29,8.02511,11.31495,2549.42,0.69652,0.993317228,12.60057307,4.048525497
1.241,0.225,5.04903,5.5219,1771.73,0.634,0.767131907,17.5951854,-0.414539722
1.22,0.25,4.35513,9.85392,2242.64,0.66214,0.776088404,19.18681878,3.671049949
0.75,0.29,5.20644,6.87938,1924.71,0.6477,0.663454388,18.01708854,4.048260414
1.418,0.152,14.40453,14.69858,1314.52,0.69086,0.695165857,19.91062616,0.118098981
0.965,0.314,8.4918,11.02963,2775.46,0.73292,0.996084539,18.12927905,4.07277403
1.09,0.26,4.88256,6.98839,1580.21,0.61206,0.665017325,17.16359758,2.339543074
0.965,0.314,4.83507,6.24379,1032.07,0.52362,0.489607002,19.0585372,4.093812204
1.33,0.104,8.22575,9.51217,2291.8,0.67834,0.923710857,14.19310383,1.322208323
1.44,0.2104,17.02711,19.32924,4854.4,0.86246,2.682437539,9.161097049,0.991214381
1.09,0.26,16.318,21.12145,5478.63,0.89616,3.572009375,5.569094592,2.339737144
1.33,0.104,4.15643,5.36278,1736.17,0.67378,0.614347977,11.50516534,1.322169736
1.44,0.2104,3.98335,5.17179,585.295,0.49382,0.415386686,21.71092854,0.991207196
0.75,0.29,22.11137,23.76905,6505.31,0.90182,4.20888055,5.050789945,4.043526414
1.418,0.152,4.58891,5.43312,1352.46,0.62754,0.452636666,14.93736433,0.118098579
1.22,0.25,7.46421,8.75902,2449.21,0.68932,0.89469442,14.31390765,3.66902791
1.241,0.225,9.04871,14.96816,3759.76,0.79576,1.477276314,7.886652763,-0.414539811
1.241,0.225,9.9318,15.90926,4481.03,0.83208,2.011040323,7.139374131,-0.414539741
1.33,0.104,26.67482,28.7454,6852.71,0.93098,5.64008118,3.469583757,1.322201557
1.241,0.225,10.35351,14.20737,4500.78,0.8341,1.803104686,6.488205533,-0.414539777
0.75,0.29,8.83138,13.68652,4071.07,0.80168,1.573402418,8.498496819,4.046467755
1.44,0.2104,12.61881,15.26012,5589.96,0.86252,2.80021687,6.765926206,0.991214528
1.33,0.104,17.20288,20.54001,5331.47,0.89526,3.587655637,5.785903235,1.322195382
1.306,0.166,11.45835,15.03476,4192.76,0.8477,1.999485799,5.776021433,0.088134278
1.418,0.152,5.64839,11.74533,2791.67,0.73744,0.947413319,11.07402748,0.118098407
1.44,0.2104,10.79351,11.87679,1419.49,0.65456,0.612379313,11.58852052,0.991217375
1.09,0.26,6.5701,13.193,2210.71,0.72222,0.812856783,18.17344978,2.3396835
1.418,0.152,11.96459,15.12268,6228.99,0.87978,3.176124015,5.790188294,0.118097722
1.241,0.225,10.66951,12.40074,261.375,0.5033,0.218942222,9.416092845,-0.414540241
1.22,0.25,17.97449,21.77769,5533.66,0.88584,2.951206349,5.650569429,3.669197321
1.09,0.26,5.2518,5.87924,459.011,0.43962,0.287609664,20.34160349,2.339763203
1.241,0.225,15.02755,20.99669,4222.46,0.90188,2.770693103,4.813596147,-0.414539788
1.44,0.2104,10.51295,11.388,1155.64,0.64282,0.498221247,11.97978825,0.991222686
1.09,0.26,15.12783,21.84759,5547.77,0.88354,3.103799567,6.018190818,2.339705558
1.241,0.225,9.08475,12.11238,1971.2,0.76112,0.781022804,8.002506866,-0.414540216
1.33,0.104,36.11159,40.81563,4390,0.95368,7.415113558,5.603815807,1.32220765
1.241,0.225,14.53981,22.21277,5519.35,0.8823,3.231453843,5.208718804,-0.414539887
0.965,0.314,16.28042,20.90483,5794.97,0.91332,4.135008489,4.659647098,4.089682736
1.22,0.25,7.63206,8.3208,1398.14,0.6715,0.556047796,12.98119459,3.66826152
1.09,0.26,6.16862,9.2766,1485.27,0.6488,0.585422193,11.55740458,2.339204253
1.22,0.25,38.02645,42.22554,5610.26,0.95746,8.606691477,3.788206736,3.671813627
1.33,0.104,7.91254,15.05145,4206.4,0.8053,1.715075542,8.197970249,1.322189174
1.22,0.25,25.58158,27.91385,4685.82,0.89872,3.80807105,5.166011359,3.669348828
1.22,0.25,5.09264,6.26427,2411.6,0.65386,0.785833697,14.32711501,3.672004386
1.241,0.225,43.03382,46.22313,3283.1,0.95776,6.545608628,3.267929721,-0.414539416
1.241,0.225,5.48339,7.93406,1946.8,0.65098,0.669931008,12.85845175,-0.414539415
1.306,0.166,4.48765,6.47441,3016.26,0.7012,0.896408103,12.9928601,0.088135536
1.22,0.25,6.03917,8.96134,1250.63,0.64098,0.487882478,12.14621506,3.669804955
0.75,0.29,9.89144,15.72591,4820.55,0.84428,2.159930209,6.891557778,4.040874762
0.75,0.29,4.777,5.63813,1136.23,0.5562,0.53939776,19.15749045,4.039599041
1.09,0.26,6.78038,8.78083,2533.27,0.69656,0.859459346,11.54804417,2.339471112
1.09,0.26,33.37854,38.45696,4571.95,0.9507,6.884291476,3.792219659,2.339828963
1.33,0.104,4.25994,5.57218,1369.5,0.5393,0.506541933,19.59915808,1.322201599
1.241,0.225,10.92309,21.62414,4183.97,0.85002,1.951346053,10.27002333,-0.414539727
1.418,0.152,4.1969,5.64744,1024.7,0.56064,0.516404768,18.45717327,0.118092043
0.965,0.314,33.97258,36.01515,3639.56,0.90548,3.276249471,6.306288387,4.090302134
1.09,0.26,17.08224,21.45735,5886.69,0.90808,3.942157837,4.575288739,2.339676669
1.33,0.104,31.83496,33.65193,3633.82,0.87912,2.872190277,7.540974935,1.32219828
1.44,0.2104,11.06843,16.90888,4987.42,0.86814,2.398627366,6.707932614,0.991212323
1.418,0.152,6.47099,8.24333,2179.07,0.66502,0.769134686,12.88328133,0.118098356
1.418,0.152,9.92053,12.44112,3797.07,0.79446,1.505919728,8.449488336,0.118097673
1.241,0.225,26.80972,30.78525,6520.12,0.93936,6.538271467,3.271641509,-0.414539625
1.44,0.2104,26.38234,28.77719,6712.28,0.93126,5.727869901,3.64065085,0.99121842
0.965,0.314,27.83244,30.09135,5860.81,0.90498,4.498985842,6.449062554,4.091807735
1.33,0.104,16.28042,20.90483,5794.97,0.91332,4.135008489,4.658706096,1.322199635
1.22,0.25,8.47609,13.69253,2840.61,0.75202,1.100214917,11.07022231,3.668953298
1.09,0.26,20.71015,23.29007,3534.83,0.85606,2.230740366,7.95252718,2.339625025
1.33,0.104,15.74257,20.99964,6016.28,0.89226,3.691402614,5.827033049,1.322195288
0.965,0.314,8.46338,9.84183,2436.44,0.77858,0.869249697,6.061503779,4.085003161
1.44,0.2104,17.62626,20.49289,5221.45,0.90122,3.647408786,5.500246284,0.991215744
1.418,0.152,16.60828,18.8637,5554.62,0.88192,3.486194288,6.761751728,0.118097677
1.33,0.104,12.16002,21.18589,5533.17,0.8769,2.969602969,5.966250283,1.322190084
1.418,0.152,19.65678,25.65252,6381.24,0.9325,6.114473434,4.358859902,0.118098274
1.33,0.104,4.54759,6.09249,703.102,0.55558,0.340748373,14.13817068,1.322180885
1.306,0.166,24.29533,26.33592,3771.56,0.84766,2.19596485,7.519977985,0.088134176
1.09,0.26,15.20644,17.98123,4358.4,0.86866,2.370829296,6.150283226,2.339639109
1.306,0.166,6.54606,10.29103,3272.44,0.72756,1.151105999,9.033437025,0.08813288
1.33,0.104,5.4761,10.04076,1930.99,0.65818,0.690100603,12.29388606,1.322189974
1.09,0.26,9.48703,12.4226,3575,0.78832,1.322733389,8.4375572,2.339557939
1.306,0.166,26.56679,29.09793,6179.5,0.9363,6.102934467,3.450578519,0.088134818
1.33,0.104,4.0904,4.87799,607.065,0.51416,0.429709243,20.09760725,1.322015315
1.09,0.26,7.19983,12.36076,2899.65,0.74754,1.086831362,17.73862343,2.339490052
1.44,0.2104,28.56952,29.85587,5766.14,0.91244,4.157470269,5.762960678,0.99121885
1.241,0.225,5.95602,6.21326,729.698,0.49766,0.400180124,19.74064326,-0.414539395
1.44,0.2104,4.06161,5.32548,476.164,0.50186,0.335858552,18.41646779,0.991205802
0.965,0.314,7.73859,11.86784,2666.78,0.76834,0.935051216,9.120497824,4.085056922
1.22,0.25,10.84114,11.21149,1298.71,0.63396,0.560525548,10.96582148,3.673111314
0.965,0.314,4.12363,5.10796,463.829,0.48212,0.396849046,22.46750563,4.067310667
1.418,0.152,5.38811,5.97222,971.173,0.51938,0.468061714,18.70374004,0.11809849
1.44,0.2104,15.12681,17.49959,3378.51,0.85616,1.592947686,6.341023521,0.991213299
1.22,0.25,18.98454,22.16384,6922.48,0.92552,5.805363023,4.776668129,3.670158487
1.44,0.2104,4.09776,5.39014,559.235,0.45538,0.373430645,21.90631535,0.991180902
1.33,0.104,24.67052,26.55956,5429.03,0.91426,4.023181722,4.672213423,1.322200399
0.75,0.29,10.09769,14.4357,6214.86,0.85074,2.560048629,6.614678813,4.044155872
0.75,0.29,4.51959,4.69268,215.983,0.40958,0.220089523,26.32428177,4.027553412
1.09,0.26,24.51849,28.65973,2256.22,0.80716,1.499355424,10.38683866,2.33955617
1.241,0.225,8.5885,15.81993,4110.61,0.8055,1.719779492,7.815304034,-0.414539826
0.75,0.29,4.35347,7.52588,1055.05,0.61978,0.404812447,13.18866111,4.008057477
1.306,0.166,10.72748,14.15193,3628.36,0.801,1.587937228,9.659042112,0.088134336
0.75,0.29,16.20945,20.70016,6044.94,0.89482,4.005066645,5.741718876,4.04438837
0.75,0.29,16.53187,20.01431,4909.24,0.88968,2.841656419,4.657898781,4.041654695
1.22,0.25,7.19596,7.98338,3462.05,0.73634,1.019586123,12.38575754,3.672418994
1.09,0.26,3.93383,4.68396,279.968,0.46984,0.277681574,21.69754281,2.339237641
1.241,0.225,7.17077,16.15521,4046.29,0.77204,1.548375193,11.7319362,-0.414539689
1.241,0.225,7.55571,14.09903,3120.8,0.75112,1.178096243,9.241327753,-0.414539903
1.306,0.166,16.21033,18.0751,3859.31,0.87662,2.006789873,5.282299402,0.088134462
1.418,0.152,20.82103,22.84235,2920,0.81794,1.688971118,9.845192289,0.118096567
1.306,0.166,26.4476,34.07391,6711.15,0.9489,8.0313841,3.837451156,0.088135215
0.75,0.29,39.13075,44.03852,5567.67,0.9706,12.4610032,4.424027618,4.05204656
1.33,0.104,9.45636,14.97405,4654.9,0.82982,1.867382577,6.999032723,1.322190135
0.75,0.29,6.82518,11.04665,1726.73,0.68544,0.672758502,13.38031202,4.030910602
1.241,0.225,4.21977,5.14094,324.86,0.4525,0.28154029,22.12466318,-0.414539733
1.09,0.26,8.29216,15.76277,3582.05,0.77692,1.385140917,7.739444773,2.339553711
1.44,0.2104,4.21812,4.9219,271.429,0.49422,0.315414611,21.29527805,0.991121327
0.965,0.314,5.02569,10.59991,1407.93,0.6656,0.549152263,11.31995836,4.07294034
1.418,0.152,4.66613,7.96221,2283.35,0.65082,0.787627798,14.15842351,0.118097436
1.418,0.152,7.91531,18.88525,3681.19,0.78614,1.485778005,9.897227994,0.118098215
1.241,0.225,7.5363,10.16803,3252.49,0.72872,1.081161278,9.78529151,-0.414539714
1.241,0.225,14.6129,20.90909,4605.37,0.86868,2.592277598,6.721013533,-0.414539721
0.75,0.29,4.3317,5.48563,986.77,0.56218,0.474049464,19.4504417,4.03557321
0.965,0.314,15.05112,23.07949,6881.09,0.91046,4.484803704,4.421207763,4.088603764
0.965,0.314,7.04684,11.03146,2259.7,0.6805,0.794486578,14.50382345,4.089192014
0.965,0.314,7.8602,12.48079,3775.31,0.78538,1.360005403,9.198551012,4.083701083
0.965,0.314,4.43891,5.88824,1359.64,0.59112,0.576651806,18.09737872,4.087392355
1.306,0.166,8.54229,14.815,3922.3,0.7978,1.524628541,7.575568928,0.08813393
1.33,0.104,6.24572,8.85441,2417.3,0.68736,0.795709356,11.70717898,1.322188992
0.965,0.314,5.38216,9.71412,2474.06,0.70686,1.058764849,12.6782287,4.091653288
1.33,0.104,9.33759,15.98416,4573.72,0.81158,1.901319196,7.716113723,1.322192111
1.09,0.26,10.95802,12.38401,5345.79,0.86738,2.472027314,4.868490125,2.339727323
1.22,0.25,19.9576,22.60251,5999.32,0.91788,4.563751715,4.627888026,3.668247566
1.306,0.166,19.30876,23.88619,6488.27,0.92882,5.266972123,3.475204461,0.088135006
1.09,0.26,11.45109,14.15097,4998.77,0.84288,2.27373396,7.935983749,2.339699427
1.33,0.104,8.80661,16.3159,3953.13,0.80416,1.632328284,7.966002613,1.322191992
1.44,0.2104,11.01531,14.38872,2711.86,0.82396,1.251872582,6.569158732,0.991212327
0.75,0.29,14.80048,22.09373,5073.88,0.8738,2.852702853,6.604009829,4.045146946
1.306,0.166,31.17198,33.05248,3506.08,0.90518,3.150380755,5.440743402,0.088134923
1.306,0.166,10.23376,12.44887,4636.22,0.82378,1.923241247,8.345269802,0.088134656
1.241,0.225,14.01668,20.33935,4587.31,0.81968,2.002320667,8.324713798,-0.414539789
1.306,0.166,5.1054,5.28515,799.331,0.57306,0.427063926,19.26490964,0.088135178
1.241,0.225,7.79711,9.19593,3351.12,0.7791,1.126073716,5.591511053,-0.414539831
1.306,0.166,17.12424,25.68553,3165.13,0.84016,2.087006635,7.562806048,0.088135017
1.306,0.166,9.28949,13.47623,4666.77,0.82456,1.920824462,7.142743726,0.088134503
0.75,0.29,4.48624,6.11281,903.16,0.5644,0.481204546,17.57700929,4.042886669
1.418,0.152,6.35795,9.07179,2484.54,0.71274,0.884751645,10.20935082,0.118096011
0.75,0.29,4.66146,6.0002,357.416,0.48426,0.336181941,17.95434794,3.995309093
1.33,0.104,27.60434,31.11021,7020.31,0.95492,8.904679311,3.105271783,1.322204469
1.33,0.104,6.48693,6.87869,850.375,0.56576,0.3469941,15.30875551,1.322214005
0.965,0.314,8.79032,11.5785,4017.31,0.82094,1.552746159,6.089798617,4.086977322
1.22,0.25,12.38143,15.44555,4902.11,0.86536,2.522106613,5.351212105,3.667761094
1.44,0.2104,23.64554,25.98223,4244.36,0.91564,3.860902271,4.489547959,0.99121802
1.09,0.26,16.41064,23.25432,6182.2,0.91232,4.374922075,4.352560016,2.33970446
1.33,0.104,6.59787,6.97041,837.616,0.55954,0.343465717,15.55064859,1.322214244
1.33,0.104,28.00743,30.18619,6920.75,0.93572,6.34493982,3.704710332,1.322204005
0.75,0.29,5.62446,9.38408,1646.23,0.68264,0.656649801,11.86661856,4.034978208
1.306,0.166,17.65103,22.66866,6190.67,0.92108,4.984226105,4.050974301,0.088134918
1.09,0.26,12.62845,15.19592,4088.14,0.81096,1.811824582,9.534748636,2.339601607
1.306,0.166,4.52403,5.30653,971.658,0.56692,0.414073171,16.35969971,0.088134086
1.44,0.2104,14.87864,15.74073,2451.32,0.73902,1.00664312,15.3971721,0.991207255
1.33,0.104,10.2014,12.84067,3501.56,0.80862,1.399945984,7.367357446,1.322189793
1.44,0.2104,5.81733,7.38156,3090.39,0.70562,1.044315553,14.252564,0.991212839
1.33,0.104,6.05366,6.93958,3396.24,0.72642,0.988196116,11.87826098,1.322208256
0.965,0.314,38.00017,39.21097,3573.96,0.88922,3.094575219,8.19368949,4.086302639
1.418,0.152,4.31105,5.20924,720.06,0.52204,0.481840082,22.34860553,0.118095427
1.241,0.225,17.31141,20.29006,4225.74,0.90256,3.025232617,5.595261575,-0.414539693
0.965,0.314,4.18445,4.53887,261.63,0.3603,0.206281775,18.90174991,4.087252601
0.75,0.29,6.33216,6.70975,1994.31,0.65718,0.625689069,14.39369233,4.05149272
1.22,0.25,3.82521,5.72116,114.467,0.51442,0.409583108,20.11519746,3.600707506
1.418,0.152,3.91173,7.08498,1029.87,0.60318,0.529634898,13.44091533,0.118084121
0.75,0.29,16.78475,20.07178,5294.79,0.89708,3.464819957,6.042600208,4.04493571
0.965,0.314,18.95374,22.86895,4630.59,0.9161,3.426709708,3.921288829,4.088472552
1.241,0.225,11.04371,13.68137,5098.26,0.80782,1.88799454,9.194187992,-0.414539875
1.418,0.152,6.10595,6.92762,1008.65,0.59186,0.411511132,14.58160238,0.11809879
1.241,0.225,9.41793,10.82894,1493.76,0.64298,0.69414846,13.89161366,-0.414539472
1.241,0.225,34.45918,37.91424,6987.74,0.93916,6.841948057,3.762771888,-0.414539532
0.75,0.29,10.5632,15.98446,3471.05,0.8058,1.549079165,8.706667114,4.040359483
1.241,0.225,7.82902,11.45341,3258.44,0.7645,1.19366957,8.755375753,-0.414540076
0.965,0.314,7.91531,18.88525,3681.19,0.78614,1.485778005,9.897227994,4.092075152
1.33,0.104,5.78406,7.70786,884.827,0.5531,0.400399603,11.69199841,1.322057001
0.965,0.314,5.21899,5.64492,1481.39,0.6254,0.590757954,15.65812137,4.081755014
1.44,0.2104,18.34881,22.52873,5809.49,0.90674,4.00692907,5.269987413,0.991216516
1.33,0.104,8.56409,18.51885,4401.09,0.81236,1.659862611,10.21731795,1.322199438
1.418,0.152,4.52945,7.45113,627.17,0.49818,0.375820396,20.43972282,0.118092253
1.306,0.166,9.93166,12.5506,1862.23,0.68806,0.845336557,12.24450738,0.088135211
1.306,0.166,7.94034,11.20436,2534.07,0.69136,0.972365993,13.25711078,0.088135242
0.75,0.29,17.51395,17.92516,2638.6,0.76272,1.42152112,13.33828374,4.038081578
1.241,0.225,9.20377,14.80939,1800.7,0.70398,0.826321918,9.16418634,-0.414539902
1.44,0.2104,15.5602,20.86061,6126.47,0.90714,4.050979989,4.940145033,0.991214749
0.75,0.29,12.3762,14.35713,5969.08,0.8726,2.889097844,5.680227699,4.042667226
1.418,0.152,6.41673,10.21831,4293.48,0.77294,1.275716429,9.238810234,0.118098042
1.241,0.225,23.24884,32.52568,7594.97,0.94416,7.754589134,3.325163439,-0.414539525
0.965,0.314,3.80347,5.16886,194.659,0.41242,0.201786833,16.17027966,4.078070473
0.965,0.314,13.63518,15.63991,5025.76,0.87248,2.619124097,5.246505331,4.086061803
1.33,0.104,8.14922,16.48432,3006.89,0.80012,1.232962627,8.565481121,1.322189276
1.306,0.166,9.23952,11.77333,4104.01,0.7902,1.529471653,9.142255174,0.088134893
1.306,0.166,6.08004,7.25048,1046.23,0.54556,0.498720199,17.05160987,0.088135573
0.965,0.314,8.77439,12.4007,3439.76,0.77434,1.287630868,7.630335357,4.077793389
1.22,0.25,8.27548,10.80994,4369.35,0.78654,1.532329236,8.22655742,3.66826511
0.75,0.29,38.76444,45.1332,5958.79,0.95058,8.279303918,4.573040943,4.049820406
1.418,0.152,19.35919,22.38954,6067.04,0.91446,4.075823892,3.676238486,0.118098149
1.33,0.104,15.85918,21.76153,5679.5,0.90492,3.931563032,5.092894006,1.322193079
0.965,0.314,5.21845,6.19215,1780.51,0.62202,0.648383939,16.02271924,4.09759304
0.75,0.29,4.47405,5.64435,2266.46,0.69314,0.655098434,9.653578346,4.035985231
1.33,0.104,8.99249,10.30936,2803.79,0.70596,0.961227391,12.92258751,1.322201005
1.09,0.26,5.15143,7.46533,456.074,0.45878,0.262868995,17.05838388,2.339798365
1.241,0.225,16.08393,19.51378,5580.86,0.87942,3.429701302,6.631660771,-0.414539718
0.75,0.29,16.81366,22.70457,5111.28,0.9119,3.866817625,3.96752195,4.043687884
1.22,0.25,4.80371,5.79765,719.191,0.48864,0.387985041,15.37311316,3.668520557
1.44,0.2104,13.42827,16.75604,5476.32,0.89578,3.354240074,5.933667457,0.991215617
1.09,0.26,4.57646,5.32227,965.763,0.57162,0.41520727,16.32532079,2.339601455
1.306,0.166,22.78873,24.7238,4272.93,0.89024,2.666946271,5.435861507,0.088134641
1.44,0.2104,20.0712,24.71814,5243.74,0.8967,3.964769396,6.024211307,0.991213262
1.306,0.166,21.93275,26.48721,6948.58,0.93952,6.722044546,3.367146356,0.088135094
1.22,0.25,5.4323,9.16694,1468.45,0.6261,0.584413766,12.54113823,3.66369231
0.75,0.29,5.10748,5.48445,1394.43,0.61942,0.498812199,16.28185504,4.045181494
1.33,0.104,37.48205,44.46704,6061.87,0.96492,11.22301455,3.18198622,1.322211241
1.44,0.2104,15.74752,18.64427,4824.79,0.8784,2.678579597,5.682544399,0.991213271
1.306,0.166,24.95244,30.8096,7195.88,0.95086,8.078331422,3.480554177,0.088135119
0.965,0.314,8.0148,14.3639,3082.85,0.76922,1.165620838,8.830897237,4.081747717
1.09,0.26,5.2373,8.38892,2325.74,0.69738,0.835437761,13.33756831,2.339835356
0.75,0.29,21.917,25.70381,6055.38,0.92986,5.75729057,5.079641693,4.046639437
0.75,0.29,5.23581,10.24236,4774.18,0.75806,1.314421952,11.86635479,4.050057897
1.241,0.225,4.51378,8.83058,921.764,0.6038,0.362222769,12.98216067,-0.414540885
1.33,0.104,3.84006,4.32673,1152.08,0.5859,0.490498116,17.84739881,1.322209872
0.75,0.29,5.52931,6.74228,1541.66,0.64732,0.522782704,12.65346079,4.045152442
1.418,0.152,6.15356,9.22596,2741.67,0.69232,0.95632631,12.3395394,0.118097089
1.44,0.2104,4.17956,5.49574,753.406,0.53518,0.407498496,15.3268202,0.991177477
1.22,0.25,16.21033,18.0751,3859.31,0.87662,2.006789873,5.282299402,3.668236002
1.306,0.166,4.51348,6.77119,1263.37,0.59344,0.56074837,19.96791605,0.088134811
0.965,0.314,4.44571,8.56032,909.271,0.62878,0.387762402,13.89193892,4.051425672
1.44,0.2104,7.02117,7.92311,1334.79,0.58806,0.564275776,14.46735465,0.99122055
0.75,0.29,11.97631,16.47628,5796.42,0.87422,2.91740223,6.17333838,4.04096448
0.965,0.314,4.70834,5.81491,1572,0.64006,0.546401345,14.08439675,4.084218245
1.241,0.225,5.47787,7.34237,470.44,0.47334,0.309570836,26.33047038,-0.414539635
1.22,0.25,6.29461,9.48189,2990.84,0.7072,0.967570252,9.865822898,3.66454945
1.22,0.25,27.87382,29.55899,3471.26,0.86874,2.319200397,6.774388061,3.669356187
0.75,0.29,11.25465,15.32248,5097.21,0.85272,2.44278483,6.567078452,4.041414749
1.09,0.26,6.73421,7.4185,882.806,0.51014,0.449134113,15.97492531,2.339810326
0.75,0.29,15.56951,21.1764,6160.76,0.8924,3.733844345,5.885732503,4.041538672
1.418,0.152,4.51984,9.76128,1835.43,0.68796,0.639564179,15.64396392,0.118097313
0.965,0.314,16.58889,23.23769,6049.72,0.91534,4.488082805,4.570440849,4.09034611
1.22,0.25,4.72527,6.06958,1570.14,0.61142,0.6535903,17.34820714,3.672917051
1.22,0.25,4.00719,5.98694,1010.01,0.54588,0.463254014,19.18048888,3.666058012
1.306,0.166,8.74134,21.37941,4439.7,0.82442,1.960976468,9.508030763,0.088134655
1.418,0.152,14.34218,17.93391,5561.78,0.87506,2.698770062,5.642292388,0.118097851
0.965,0.314,4.07746,4.85832,572.069,0.53974,0.409604541,18.94823118,4.073275246
1.418,0.152,9.24914,12.3389,4037.86,0.80808,1.502767198,7.27421984,0.118097879
1.44,0.2104,8.96044,12.77529,3476.67,0.81262,1.359132692,7.9718771,0.991214711
0.75,0.29,4.22892,6.09672,1813.53,0.63336,0.697251989,16.36383916,4.05074309
1.22,0.25,6.72932,10.711,2382.92,0.71766,0.879129764,19.60511312,3.671014907
1.44,0.2104,8.64703,12.02511,3440.64,0.74956,1.196615581,10.43876135,0.991213021
