PLD,LCD,LCD/PLD,ASA,Porosity,Pore volume,Qst H2,N1bar_H2,log_D0_H2,log_D1bar_H2
10.20666,12.85132,1.259111208,3877.09,0.82078,1.639163543,1.49023299,0.080568816,-2.426017704,-2.468082054
9.42408,12.21091,1.295713746,4329.54,0.80524,1.768079538,1.741070758,0.089948869,-2.483920069,-2.414863178
8.91893,13.17493,1.477187286,4255.06,0.82554,1.673871433,1.557028867,0.085411116,-2.442710738,-2.472463756
11.97631,16.47628,1.375739272,5796.42,0.87422,2.91740223,1.31239306,0.146145195,-2.28451292,-2.312693886
11.386,14.59537,1.28186984,5016.03,0.8508,2.379081531,1.574017891,0.126186853,-2.362629312,-2.364977388
9.9142,13.51498,1.363194206,4455.41,0.82624,1.905144009,1.724805178,0.102860643,-2.452319138,-2.543374997
14.72431,18.60021,1.26323135,7169.3,0.91402,4.836826815,0.893910445,0.22786936,-2.091712635,-2.088038593
7.90149,11.93168,1.510054433,4522.3,0.81572,1.680763691,1.668874481,0.088101149,-2.487596848,-2.509337963
15.00709,19.83503,1.321710605,4089.08,0.8189,1.742459061,1.731183831,0.088985114,-2.462938665,-2.480439336
10.95075,13.8356,1.263438577,5442.11,0.8523,2.517188829,1.522130043,0.130931109,-2.367050463,-2.297950731
10.43323,12.92759,1.239078406,6069.27,0.83856,2.333968855,1.70804586,0.126347794,-2.423109214,-2.378059447
8.79741,12.50388,1.421313773,4655.15,0.8032,1.764417722,1.970183122,0.095364625,-2.541534025,-2.510888349
9.10018,10.9406,1.202239956,2760.78,0.73962,1.030474527,2.234788612,0.055315205,-2.694413827,-2.866234526
10.83321,13.19477,1.217992636,4394.01,0.81408,1.853227007,1.877592542,0.100618083,-2.532996092,-2.419092998
11.17425,13.9621,1.24948878,5069.6,0.8471,2.249885793,1.518834764,0.11688464,-2.406760078,-2.368605588
20.90195,24.7438,1.183803425,2931.14,0.85608,1.672517979,1.323968368,0.080161025,-2.233062238,-2.300183155
9.80577,16.93652,1.727199394,4738.44,0.85026,2.215170581,1.478637091,0.113135637,-2.393108253,-2.429886145
9.97275,14.27764,1.431665288,5780.09,0.85482,2.508495466,1.426266285,0.128460872,-2.370501666,-2.346239841
9.50886,14.09066,1.481845353,6153.15,0.85306,2.576411037,1.504495784,0.133426642,-2.374716648,-2.403997889
19.87281,23.97505,1.206424758,4764.34,0.87798,2.879623738,1.359527089,0.148925273,-2.167500425,-2.217928287
11.4947,14.02511,1.220137107,5956.74,0.86768,2.832667346,1.317935304,0.144609742,-2.298612532,-2.232498593
12.06007,15.30817,1.269326795,6116.72,0.87576,3.132861129,1.279243262,0.157311742,-2.277470828,-2.302726384
5.95651,10.53718,1.769019107,3705.36,0.74082,1.162977254,2.60397053,0.067821243,-2.776636954,-2.76974723
10.08256,12.95839,1.285228156,4681.71,0.83362,1.940903514,1.774132038,0.106469263,-2.417696828,-2.390874667
5.75905,9.85555,1.711315234,1528.3,0.67512,0.584003737,3.083397721,0.032748751,-2.93223955,-2.926838178
7.75365,10.89056,1.40457204,3387.43,0.74252,1.21494746,2.110649657,0.059618299,-2.690387878,-2.741633325
4.79143,8.89511,1.856462476,2513.85,0.67788,0.818562191,3.428110142,0.053863405,-2.962839244,-2.905062435
7.1323,9.96864,1.397675364,2376.73,0.74052,0.820043742,2.372578255,0.045222932,-2.705365944,-2.764713644
10.35916,13.01831,1.256695524,3902.77,0.82054,1.657482446,1.458668081,0.080754422,-2.47199371,-2.450187305
7.24483,9.80418,1.353265708,3085.39,0.74164,1.095061121,2.59315824,0.064536603,-2.727751393,-2.776274779
8.92729,14.74474,1.651647925,1741.21,0.6879,0.831314163,2.101317391,0.038629922,-2.668694529,-2.600058532
9.72155,14.06127,1.446402066,6199.44,0.85438,2.555285054,1.48632631,0.13266109,-2.379012193,-2.233364381
10.39209,11.79432,1.134932434,3420.2,0.77386,1.364784311,2.241910756,0.076098951,-2.635826128,-2.647616511
8.89254,10.78194,1.212470228,3680.63,0.78996,1.446956292,1.96086673,0.078259104,-2.571518948,-2.446731737
10.50329,13.15299,1.252273335,4510.54,0.82412,1.931878384,1.866148452,0.108491235,-2.430928315,-2.552488055
9.79194,12.62515,1.289341029,4018.87,0.79784,1.584934146,2.044591536,0.085829257,-2.580836281,-2.659071113
4.01784,6.59167,1.640600422,647.201,0.5575,0.450377671,4.008194635,0.023619062,-3.364907554,-3.423902664
24.92306,30.27474,1.214728047,6532.93,0.91864,5.13711806,0.895698989,0.241027352,-2.039355936,-2.184998452
9.36086,11.44453,1.222593864,3275.19,0.77818,1.205182013,1.844000564,0.064308329,-2.569959453,-2.606527259
14.43086,18.2692,1.265981376,3970.4,0.81778,1.874378286,1.943861945,0.105733585,-2.441777244,-2.285267248
9.69705,12.36064,1.274680444,4873.69,0.83352,2.028379598,1.744540282,0.111930805,-2.447162422,-2.402392768
9.54493,11.81426,1.237752398,3671.26,0.80336,1.481033567,1.721888739,0.076907646,-2.555337411,-2.600438496
9.11628,13.03141,1.429465747,6045.2,0.8079,1.870385676,2.092100649,0.109925923,-2.558435494,-2.567590796
18.25075,19.94013,1.092564963,3402.89,0.81254,1.718588395,1.760754811,0.093570437,-2.477790317,-2.42548133
8.21954,10.3326,1.257077647,2418.92,0.72126,0.853250113,2.394046777,0.047225034,-2.705545778,-2.841985862
10.28889,14.39212,1.398802009,5960.12,0.8473,2.501210311,1.553292022,0.133304422,-2.360578707,-2.36309646
14.35955,17.26099,1.202056471,6177.25,0.8908,3.603866024,1.119539719,0.174323956,-2.199363497,-2.151321908
11.56592,15.33046,1.325485564,6273.35,0.87246,3.083932769,1.288018099,0.154270757,-2.307751837,-2.290149723
10.66252,14.1657,1.328550849,6209.29,0.85164,2.620721064,1.549021595,0.137988436,-2.334919512,-2.38580682
8.27846,12.77661,1.54335589,4469.62,0.80502,1.710719249,2.075636419,0.101176312,-2.480245382,-2.53444753
10.84152,13.98858,1.290278485,5131.6,0.84914,2.354099033,1.575067129,0.12082215,-2.422112926,-2.395540092
11.07818,14.10911,1.27359458,5094.54,0.83024,2.283382059,1.709201485,0.117130405,-2.448373344,-2.493692089
10.1627,13.39168,1.317728556,4911.61,0.83336,2.082057073,1.74127339,0.113355026,-2.428075584,-2.356247741
18.72013,35.0324,1.871375893,5804.9,0.9156,4.56057859,0.802386278,0.210343148,-1.994773316,-2.000138296
12.67078,19.37922,1.529441755,5890.8,0.8917,3.388278388,1.085535962,0.16354222,-2.202710636,-2.194823988
10.74784,14.61765,1.360054671,5156.07,0.82746,1.957077038,1.717625045,0.104816054,-2.468800434,-2.450454626
7.83927,12.46355,1.589886558,4341.72,0.8002,1.533329118,1.820281056,0.082366104,-2.480239597,-2.468167051
9.26112,12.00638,1.29642851,2967.43,0.77214,1.169884275,1.926023238,0.061970824,-2.553040803,-2.585090174
5.62196,9.54515,1.69783314,2528.56,0.69264,0.816722145,2.491620769,0.043359754,-2.788694435,-2.856898588
20.05765,24.12726,1.202895653,5642.25,0.8863,3.458596738,1.190013601,0.168627481,-2.236272223,-2.216244965
11.34673,14.39889,1.268990273,6076.68,0.84634,2.523668524,1.55874751,0.133887125,-2.37667911,-2.315257882
8.90889,11.16367,1.253093259,3550.81,0.75458,1.309239178,2.492628515,0.075171553,-2.720170343,-2.581113604
8.9103,14.12404,1.585136303,4192.14,0.81704,1.785306142,1.869630736,0.097141683,-2.520180956,-2.395472662
10.15389,13.17381,1.297415079,4606.51,0.81728,1.904610982,1.896915494,0.105587536,-2.482223304,-2.464047573
11.40947,15.27853,1.339109529,6294.81,0.87378,3.173953948,1.298277357,0.159592752,-2.281757324,-2.252226233
9.43711,14.05551,1.489387111,6279.59,0.85262,2.588890441,1.513739466,0.135794895,-2.371878383,-2.395375632
9.7535,13.23091,1.356529451,4698.31,0.81578,1.89446648,1.669530992,0.095731568,-2.477989093,-2.54103315
10.00866,13.88478,1.387276618,5983.7,0.84796,2.46960898,1.552759344,0.13213711,-2.396169285,-2.367081772
10.70892,13.80907,1.289492311,4122.81,0.82346,1.848722894,1.930453014,0.104578707,-2.4619517,-2.437808402
14.1814,22.34967,1.575984741,5534.19,0.88642,3.274728928,1.169515299,0.161623102,-2.25077336,-2.246196077
9.67022,13.41738,1.387494804,6332.7,0.84308,2.325179888,1.639115269,0.125327061,-2.416044305,-2.43151078
13.30868,16.20729,1.217798459,6374.75,0.88754,3.418348483,1.137945296,0.16812653,-2.214145262,-2.250045171
9.09279,12.36605,1.359984119,4771.4,0.82092,1.879128878,1.700474065,0.100139841,-2.464839621,-2.403434847
15.19608,29.4478,1.937855026,5462.59,0.89072,3.363568391,1.042901415,0.159730883,-2.172355129,-2.175807278
8.13337,14.16485,1.741572067,4233.08,0.80136,1.588484006,1.90872733,0.087250574,-2.55402293,-2.653792635
8.92119,10.94748,1.227132255,4907.59,0.82214,1.778834607,1.576034801,0.093089398,-2.38311461,-2.448143463
7.95304,11.7845,1.481760434,4415.15,0.80318,1.585316509,1.993558898,0.091281188,-2.53119933,-2.521647446
9.36528,11.14253,1.189770087,3363.09,0.76744,1.152584018,2.13463057,0.065340769,-2.638287932,-2.684182418
16.69548,22.02153,1.319011493,6316.53,0.91614,4.610135717,0.837986147,0.211940861,-2.088994329,-2.095109939
23.58786,25.90318,1.098157272,4447.3,0.87138,2.867560675,1.547709305,0.149791868,-2.186392485,-2.265113924
11.2049,13.36414,1.192704977,3664.93,0.82118,1.588598645,1.442575522,0.07854925,-2.441703435,-2.369256478
11.30988,14.89058,1.316599292,6175.22,0.8724,3.101822552,1.311250637,0.156726578,-2.324505306,-2.297923857
9.75577,13.86622,1.421335271,6260.72,0.84792,2.36885555,1.518461228,0.12388322,-2.412747142,-2.300622542
12.03978,15.16393,1.259485638,5293.96,0.85732,2.495844238,1.526740734,0.131465326,-2.346368468,-2.276644407
34.45918,37.91424,1.100265299,6987.74,0.93916,6.841948057,0.666180704,0.311921436,-1.862311785,-1.952740382
9.80022,14.38292,1.467611952,4952.05,0.82668,2.057385189,1.744498412,0.109758933,-2.47277292,-2.382582385
7.83381,9.6691,1.234278084,3158.7,0.74706,1.124944661,2.386373878,0.064048516,-2.711657693,-2.774452631
12.53917,14.99254,1.195656491,4690.2,0.85246,2.170749905,1.278570299,0.106715447,-2.330626085,-2.369276899
12.43805,14.86523,1.195141521,4993.06,0.8589,2.410609037,1.475264805,0.124840208,-2.316719794,-2.30669892
6.29461,9.48189,1.506350671,2990.84,0.7072,0.967570252,2.518241458,0.051296839,-2.811742679,-2.824397941
10.97622,13.61743,1.240630199,4803.41,0.83476,2.087192207,1.752670488,0.113158098,-2.420299286,-2.436228232
7.54106,9.80196,1.299811963,3161.84,0.7413,1.146451306,2.576660756,0.06815431,-2.759657274,-2.842483122
7.30518,10.08095,1.379972841,2857.58,0.71954,1.018292873,2.505756579,0.057602468,-2.761935291,-2.88187922
9.17496,12.74532,1.389141751,4735.93,0.82384,1.869572025,1.652034903,0.099322857,-2.444036069,-2.394572185
13.90498,17.05765,1.22672956,4848.49,0.85792,2.568253664,1.635426202,0.137809655,-2.282736183,-2.293088467
6.1221,8.26177,1.349499355,2403.46,0.6859,0.802129344,2.627276379,0.043397728,-2.841574486,-2.874032309
5.49793,9.71295,1.766655814,2002.62,0.66968,0.743560135,3.061918401,0.045113963,-2.892656211,-2.887939831
6.64984,10.72848,1.61334408,4494.51,0.76186,1.464011745,2.42454027,0.085479836,-2.643949469,-2.674053638
8.20569,10.45915,1.274621634,3288.11,0.75886,1.16942897,2.187513933,0.064227568,-2.651377936,-2.712073486
7.7718,12.8632,1.655112072,4066.62,0.7833,1.523864737,2.33761652,0.095332097,-2.57835957,-2.577703627
9.73441,12.74391,1.309161007,3083.5,0.76624,1.258921413,1.905725367,0.063206938,-2.587443107,-2.686968678
9.08475,12.11238,1.333265087,1971.2,0.76112,0.781022804,1.865786361,0.038790887,-2.603521797,-2.566204415
10.52468,13.91093,1.321743749,4515.19,0.81792,1.851440213,1.782938725,0.096604485,-2.485853335,-2.460162153
11.19803,14.13514,1.262288099,5062.43,0.8451,2.286476483,1.514443927,0.118068514,-2.394708303,-2.410663016
10.99264,12.90386,1.173863603,4487.56,0.82778,1.923204706,1.642804223,0.097752986,-2.477239486,-2.554981126
7.65497,11.90068,1.55463444,3874.9,0.79272,1.388739007,2.063101697,0.081187573,-2.530222152,-2.538846521
8.93166,11.67852,1.307541935,3464.35,0.78412,1.315904739,1.982678426,0.071271722,-2.596546935,-2.54643625
9.51645,17.01664,1.788128977,4486.89,0.82988,1.934488289,1.56294036,0.098944018,-2.429823208,-2.387829591
12.44754,14.40679,1.157400579,3828.83,0.80884,1.730065024,1.921634353,0.091836518,-2.532561514,-2.51310796
10.38799,13.54668,1.304071336,3800.02,0.8292,1.613060107,1.701665245,0.085787293,-2.431667908,-2.45015377
10.11471,12.48965,1.234800602,4611.45,0.83476,1.90371068,1.414572622,0.096300637,-2.438405845,-2.351331661
7.65071,11.74612,1.535298031,4188.19,0.79356,1.485430405,2.160213726,0.088851727,-2.549648,-2.518259169
11.35262,15.04199,1.324979608,6231.37,0.87728,3.232495928,1.297433684,0.163957313,-2.27534996,-2.258671485
8.09361,10.32873,1.276158599,3553.02,0.76142,1.261773927,2.315898006,0.072390512,-2.695451678,-2.648802414
10.37759,13.64515,1.314866939,5927.26,0.83366,2.19326493,1.742288879,0.118428898,-2.475877898,-2.482094062
30.19986,33.30227,1.102729284,6673.72,0.92188,5.520702334,0.820031215,0.25354776,-1.975842732,-2.006719836
12.94636,16.07409,1.241591459,5350.76,0.864,2.756789871,1.477337162,0.14398361,-2.326012468,-2.305069589
8.47249,13.45271,1.587810667,5109.32,0.8288,2.057290374,1.627126599,0.108033737,-2.484914838,-2.396261737
7.31026,9.52456,1.302903043,3161.87,0.75426,1.057355056,2.096921117,0.057040712,-2.669726239,-2.619232708
11.26482,14.65722,1.301149952,5978.72,0.86534,2.899272284,1.303774252,0.143554916,-2.324729863,-2.334866991
10.30775,13.35529,1.295655211,3568.12,0.80458,1.319695377,1.783475335,0.069893148,-2.509538872,-2.448599041
8.7333,13.1317,1.50363551,5187.27,0.82826,2.063556524,1.664616821,0.110346866,-2.4901929,-2.489417974
10.24935,14.98891,1.462425422,5860.18,0.86856,2.833995151,1.293343557,0.142949263,-2.313511573,-2.323890988
11.16897,14.3133,1.281523722,6141.12,0.85888,2.608088329,1.432997266,0.135305393,-2.347093397,-2.381696296
12.38166,14.97872,1.20975055,5958.13,0.87832,3.087295032,1.2275015,0.151936032,-2.265979236,-2.319087872
12.3762,14.35713,1.160059631,5969.08,0.8726,2.889097844,1.295177317,0.144960883,-2.238156738,-2.267460351
9.34243,13.13066,1.405486581,4302.86,0.80196,1.708726445,1.749248907,0.087657401,-2.53318772,-2.572300355
9.67012,13.23888,1.369050229,4669.41,0.82746,1.910097576,1.799435133,0.104504928,-2.479150093,-2.386553809
6.46975,8.79988,1.360157657,2542.17,0.71938,0.86507612,2.336851128,0.046805231,-2.774971423,-2.891660491
9.3821,12.66424,1.349829995,5397.53,0.83252,2.033194615,1.61590605,0.106850838,-2.390747006,-2.445778581
11.20762,17.3116,1.544627673,4956.1,0.86258,2.334369833,1.189738178,0.112612281,-2.297119636,-2.344942098
8.16476,11.10734,1.360400061,3287.86,0.77318,1.151029656,1.760575146,0.058841092,-2.572908525,-2.517087862
8.35808,11.07305,1.32483178,1852.94,0.74302,0.69550973,1.987900696,0.034423211,-2.671816763,-2.619247644
10.26163,13.43838,1.309575574,3464.29,0.81864,1.494752372,1.505942175,0.074837232,-2.433111796,-2.545249549
8.95052,12.29236,1.373368251,4477.56,0.81492,1.775455781,1.891239061,0.09800429,-2.49174208,-2.543814618
11.17079,14.69964,1.315899771,5578.9,0.8605,2.675318054,1.392073707,0.134274192,-2.304338958,-2.306068387
10.67885,14.272,1.336473497,6369.96,0.87082,3.073507664,1.302412091,0.155448521,-2.282224433,-2.315319722
14.55154,27.37561,1.881286104,5503.12,0.88874,3.126294943,1.01891474,0.147971483,-2.1707665,-2.233192896
7.06514,12.41133,1.756699796,1267.52,0.6751,0.507357472,2.525656639,0.025432367,-2.967982267,-2.980313435
12.18353,13.71521,1.125717259,3872.44,0.79746,1.69046867,2.045841251,0.092305398,-2.55678222,-2.513424
11.89014,14.17824,1.192436759,3253,0.80498,1.444760325,1.694133228,0.074803528,-2.497110918,-2.503906497
6.51713,9.423,1.445881853,1680.84,0.70624,0.576371887,2.439767369,0.030509531,-2.79669634,-2.97270381
11.97417,19.52997,1.631008245,5064.63,0.8743,2.68388594,1.127803167,0.129011265,-2.291482039,-2.304702179
7.69022,10.18549,1.324473162,2955.7,0.72476,1.111278071,2.119972874,0.05367383,-2.767027318,-2.878931973
10.49239,13.60947,1.297080074,4789.69,0.84134,2.065930828,1.454515693,0.103421574,-2.395251518,-2.344378566
13.99484,16.74476,1.19649528,6555.87,0.8939,3.758725086,1.111754921,0.183364609,-2.203214159,-2.178709166
14.1815,17.44322,1.229998237,6243.66,0.89056,3.70241337,1.1535407,0.182097993,-2.193152159,-2.199137713
6.45098,10.04497,1.557123104,3036.58,0.72012,1.007300312,2.768315702,0.062212182,-2.77598278,-2.830404891
8.324,15.70075,1.886202547,4184.18,0.8024,1.681475272,1.776845052,0.086732293,-2.546087672,-2.529539175
8.57203,9.75022,1.137445856,2778.02,0.71732,0.980616515,2.609854441,0.057482545,-2.746167112,-2.846683087
20.67687,24.73141,1.196090608,6054.24,0.90448,4.193775734,1.021226125,0.199421731,-2.126085274,-2.143782785
7.26394,11.98865,1.650433511,3542.3,0.7603,1.261720241,2.516863746,0.07776298,-2.633708834,-2.789371371
7.0867,10.48786,1.479935654,2962.96,0.75296,1.01973212,2.204311946,0.056977893,-2.673829773,-2.765120098
9.59522,13.48868,1.40577079,4563.68,0.80884,1.689927793,2.009847919,0.096283175,-2.506795554,-2.618209737
9.08174,17.16184,1.88970836,4457.75,0.82554,1.978279519,1.859477868,0.112892789,-2.441566472,-2.46267157
14.86155,21.06352,1.417316498,6344.34,0.90536,4.23570142,0.971122352,0.202256803,-2.12800077,-2.194239041
9.93686,15.7551,1.585520979,4249.57,0.81862,1.818060679,1.638572525,0.092147961,-2.469852317,-2.443880985
8.80802,16.10568,1.828524458,3488.95,0.8087,1.465545987,1.974405612,0.082510306,-2.499231528,-2.490434929
7.86435,14.52563,1.847022322,2570.48,0.78096,0.984089941,1.940236157,0.051190055,-2.626646006,-2.62365867
7.17263,11.42945,1.593481052,2630.95,0.70864,0.920995857,2.588326731,0.052447532,-2.818803311,-2.753610548
6.28974,11.81085,1.877796221,2533.16,0.71688,0.966566309,2.693005573,0.058385054,-2.786833195,-2.756949466
10.15165,14.91525,1.469243916,4104.71,0.81356,1.756132519,1.761462726,0.092829333,-2.492303348,-2.502366968
6.30595,12.33724,1.956444311,3035.11,0.74314,1.115814098,2.663898244,0.069959777,-2.705389113,-2.660780375
11.06659,20.04697,1.811485742,5011.11,0.86158,2.478418332,1.33913621,0.123403094,-2.361183328,-2.38721103
5.97768,11.22088,1.877129589,2127.72,0.69328,0.781964114,2.66992934,0.043432416,-2.898540295,-2.842240255
12.28468,17.91581,1.45838638,5053.02,0.85526,2.377875521,1.397779764,0.120246582,-2.348151594,-2.363118445
5.04585,7.41509,1.469542297,992.679,0.57848,0.493335266,4.092795761,0.030287827,-3.251125196,-3.180605543
9.03702,15.01073,1.661026533,4125.11,0.80814,1.700917663,1.96812742,0.096330895,-2.525630888,-2.483280145
8.98259,14.84078,1.65217159,3375.05,0.7935,1.357640255,1.729464171,0.069890742,-2.529980125,-2.572635672
12.11977,17.3531,1.431801099,4364.93,0.8585,2.212703003,1.389261204,0.110436806,-2.321911346,-2.295448161
9.97441,14.52433,1.456159312,3861.24,0.806,1.647867484,1.72140657,0.084138649,-2.494505077,-2.525324935
10.29123,16.0053,1.555236838,2816.72,0.79628,1.217026883,1.83587512,0.064952834,-2.485164755,-2.477035807
7.4051,12.54269,1.693790766,3834.35,0.78096,1.365985738,2.124105276,0.07767616,-2.625108237,-2.578877094
8.72681,15.62513,1.790474412,3969.54,0.80774,1.636078225,1.737354397,0.084460994,-2.526611837,-2.473668055
4.47659,9.20248,2.05568971,1936.39,0.6551,0.741968147,3.317299145,0.044089542,-3.024257004,-3.032240881
24.78918,26.24916,1.058895857,5685.96,0.90082,4.066760568,1.006979114,0.191165092,-2.112709718,-2.226395564
10.04302,30.79573,3.066381427,4415.13,0.85654,2.326808252,1.512183848,0.119882577,-2.325514338,-2.275306478
19.65457,21.0287,1.06991402,4016.72,0.85226,2.268483029,1.323097534,0.108843638,-2.337414748,-2.402783385
8.75797,15.87955,1.81315419,4310.96,0.81248,1.762643618,2.06733607,0.103716368,-2.4943994,-2.522176046
9.55054,14.46828,1.514917481,3315.58,0.79506,1.273351015,2.033910931,0.071320573,-2.5721524,-2.671964601
12.08478,16.76671,1.387423685,5402.75,0.86814,2.734281989,1.305597738,0.135597598,-2.287882963,-2.358325009
8.08957,13.82386,1.708849791,4238.67,0.80692,1.623016535,1.747509214,0.085166752,-2.468422826,-2.501382512
5.85034,11.48837,1.963709801,2454.74,0.69646,0.887935244,3.121666618,0.057135278,-2.863833874,-2.933083058
4.83697,10.1968,2.108096598,1369.99,0.63978,0.532581913,3.260792668,0.031908838,-3.017313671,-3.141633025
6.92839,14.42779,2.082415973,2003.32,0.74924,0.755165786,2.031417833,0.038807099,-2.691254131,-2.647915354
12.76055,18.57806,1.455898061,4081.94,0.841,1.965862712,1.517783798,0.100734666,-2.375718191,-2.378269563
6.31406,9.22294,1.460698821,1916.07,0.68746,0.680020575,3.049832397,0.040868987,-2.990397938,-2.930865343
9.58698,15.43186,1.60966853,2950.41,0.80294,1.245350911,1.727289524,0.064557064,-2.484980276,-2.545314781
7.64779,12.30094,1.608430671,3535.58,0.75886,1.169558738,2.418289077,0.070095204,-2.655116247,-2.629236709
7.36323,12.49926,1.697524049,3353.03,0.74932,1.212201609,2.372835654,0.069131405,-2.694050452,-2.699503314
11.90449,18.63245,1.565161548,5837.3,0.86136,2.743315763,1.40838608,0.138963277,-2.321485004,-2.39996631
7.17554,12.01787,1.674838409,2655.45,0.72526,0.972866096,2.188706211,0.050189095,-2.723677818,-2.710701806
8.43458,14.19378,1.682808154,4786.96,0.81554,1.886579456,1.719853009,0.098210786,-2.486638538,-2.491724585
6.97519,9.0561,1.298330225,1336.43,0.64568,0.610872486,2.726210424,0.032166812,-2.943324294,-2.597404434
4.38222,8.85082,2.01971147,1662.07,0.63978,0.6366667,3.294488471,0.037773446,-3.014287248,-3.076323231
4.86293,9.52793,1.959298201,1929.61,0.64872,0.698635404,3.321657666,0.043041053,-2.968687819,-2.899889218
4.73403,10.30484,2.176758491,2268.18,0.67554,0.78036485,3.144116839,0.049176094,-2.904788569,-2.999560657
8.272,14.11447,1.706294729,3599.05,0.77836,1.388418666,1.865533297,0.072659505,-2.56701499,-2.546993257
6.75103,11.57819,1.715025707,2646.22,0.7172,0.989915888,2.571360635,0.057091382,-2.782135852,-2.802182044
8.17207,11.58188,1.417251688,4528.35,0.78626,1.599920234,2.245538375,0.09247796,-2.589540902,-2.635122083
9.08296,15.28519,1.682842377,3531.39,0.8009,1.45565249,1.722859497,0.074900962,-2.520980588,-2.535177467
5.80755,7.91416,1.362736438,1443.41,0.60492,0.620618546,3.945559807,0.037118667,-3.188354617,-3.015712565
11.36314,17.76593,1.563470132,4835.65,0.8447,2.294887782,1.676410382,0.125548259,-2.408139039,-2.425800861
8.42885,12.93236,1.534297087,3869.8,0.78672,1.371727475,2.130520423,0.078798084,-2.589488049,-2.566597741
10.9562,15.76569,1.438974279,4794.79,0.82452,1.88965767,1.747141615,0.101476259,-2.472103984,-2.493374325
9.65233,17.19968,1.781920013,4766.37,0.83846,2.199458569,1.604547201,0.114107025,-2.423009983,-2.482479256
5.57485,11.25445,2.018789743,2308.4,0.7058,0.884932451,2.734759432,0.053921248,-2.852505131,-2.899816633
13.09109,18.24494,1.393691434,3376.47,0.83434,1.702196244,1.30859566,0.082353652,-2.390599049,-2.569595294
10.35787,15.74616,1.520212167,4892.05,0.84958,2.285002703,1.441422075,0.115577271,-2.408611526,-2.329703109
4.57558,7.98379,1.744869503,1203.28,0.59048,0.536624377,3.779134076,0.031867402,-3.174474112,-3.207018025
13.77978,18.5405,1.345485922,4839.71,0.86276,2.574588339,1.397108621,0.129593611,-2.334585071,-2.342607854
8.46343,15.10074,1.784234052,3175.41,0.78692,1.27885642,1.683536596,0.064267965,-2.552948845,-2.478397702
21.51312,21.78946,1.012845185,4027.38,0.8546,2.396885675,1.586135644,0.127755126,-2.316752994,-2.311586705
8.2616,13.06922,1.581923598,3503.91,0.78916,1.341068831,1.782670152,0.071376008,-2.525635954,-2.507123969
7.10831,10.99087,1.546200152,2754.16,0.73104,1.018831321,2.552492426,0.05876694,-2.73649683,-2.550135731
10.10286,14.32465,1.417880679,3801.18,0.81258,1.625839601,1.599367102,0.082928279,-2.417026722,-2.498666253
4.46361,10.19443,2.283898011,1377.79,0.61148,0.579404184,3.199919683,0.032986186,-3.019015986,-3.106755697
12.86617,18.77709,1.459415661,4018.08,0.83894,2.102827867,1.807545263,0.11728086,-2.387228619,-2.525975283
11.25465,15.32248,1.361435496,5097.21,0.85272,2.44278483,1.502828631,0.126413398,-2.430814413,-2.404134179
9.68832,12.61598,1.302184486,4556.82,0.8022,1.652480575,1.969815024,0.091395379,-2.546025643,-2.457657223
3.82521,5.72116,1.495645991,114.467,0.51442,0.409583108,5.433787063,0.025418513,-3.887209307,-3.678039504
10.15209,16.1994,1.595671433,4840.6,0.83276,2.027388589,1.612198731,0.106041952,-2.410744231,-2.338717516
6.56873,12.02738,1.831005385,3472.65,0.74352,1.215638892,2.301982943,0.064478955,-2.759977488,-2.794138679
4.63631,10.54546,2.274537294,2023.95,0.67,0.77940872,3.218013239,0.047058615,-3.063855564,-2.988798431
4.91554,8.82458,1.795241215,1637.81,0.6469,0.63960214,3.160316328,0.036985906,-3.014135097,-3.29131186
11.91396,16.27129,1.36573314,4811.18,0.85252,2.314743416,1.384505659,0.114169181,-2.35055141,-2.367655386
5.54897,9.24323,1.665755987,1876.92,0.64546,0.711126095,3.367827407,0.04370388,-3.041446623,-2.989945329
4.07881,4.84068,1.186787323,86.0965,0.50836,0.396101012,5.058217282,0.019826631,-3.531081679,-3.561849177
4.95734,7.75901,1.56515591,1199.81,0.62918,0.468865506,3.716962984,0.029336482,-3.08250984,-3.039250137
6.99504,9.91902,1.418007617,3590.41,0.75622,1.195720062,2.239701781,0.068401884,-2.605476721,-2.622589674
8.49706,15.23854,1.793389714,4498.28,0.82404,1.806566463,1.691444944,0.094785776,-2.461567056,-2.550801869
11.21697,16.77427,1.495436825,4204.03,0.8178,2.008182028,1.793437084,0.10457666,-2.488593128,-2.437665565
4.51378,8.83058,1.956360301,921.764,0.6038,0.362222769,3.489167136,0.021494766,-3.124636945,-3.105381452
8.4987,12.6554,1.489098333,3926.82,0.77396,1.419469377,2.243270574,0.079019426,-2.624705278,-2.584890678
5.80379,9.96823,1.717538023,2509.4,0.7158,0.793358752,2.401694305,0.043357863,-2.70387585,-2.786545794
7.91254,15.05145,1.902227351,4206.4,0.8053,1.715075542,1.902338595,0.090621432,-2.539900115,-2.556281344
8.3765,11.92582,1.423723512,3851.45,0.78342,1.378675597,2.24171564,0.080710061,-2.591762698,-2.621684119
7.09201,10.84237,1.528814821,3130.82,0.74252,1.094618162,2.578507109,0.06609041,-2.645784832,-2.66451661
12.24382,19.2289,1.570498423,5608.54,0.88292,3.23757838,1.146697284,0.157906964,-2.252497357,-2.280546439
9.19041,15.87391,1.727225445,4222.78,0.8154,1.755167671,1.789383662,0.093643989,-2.511330558,-2.486219806
