PLD,LCD,LCD/PLD,ASA,Porosity,Pore volume,Qst H2,N1bar_H2,log_D0_H2,log_D1bar_H2
26.88763,30.28878,1.126494972,7041.75,0.94366,7.309527498,0.598744946,0.324104286,-1.817120155,-1.855210713
14.40871,22.53061,1.563679885,5485,0.88728,3.389177916,0.960279171,0.153959555,-2.21097385,-2.20801421
11.0351,12.87807,1.167009814,4267.43,0.8377,1.737894693,1.428722167,0.087416073,-2.393350249,-2.481322327
8.77025,16.03404,1.828230666,3887.72,0.82332,1.647823137,1.428169219,0.080837717,-2.440865644,-2.395347804
16.32783,20.4668,1.253491738,6138.51,0.91758,4.458275636,0.82060049,0.208516471,-2.057861297,-2.045127875
19.2309,22.50817,1.170416881,4550.9,0.91574,3.400129955,0.751143584,0.153448622,-2.037624148,-2.106567271
16.69275,20.92248,1.253387249,4892.91,0.89396,3.069864872,0.920930586,0.140920424,-2.173767266,-2.134819033
15.71712,17.89798,1.138756973,5114.94,0.85624,2.454506886,1.285697502,0.118427617,-2.339335893,-2.378189006
18.17757,22.00173,1.210377955,5478.35,0.88784,3.198340022,1.215814657,0.159906127,-2.219958462,-2.186299093
19.04893,22.20656,1.165764166,6008.3,0.92338,4.783014079,0.809048749,0.223240688,-1.993993575,-2.026170498
17.04416,20.93358,1.228196637,5953.85,0.91046,4.076418862,0.838190466,0.187140186,-2.119461923,-2.061738442
19.34034,21.12256,1.092150397,6315.47,0.92418,4.980088913,0.748593929,0.228467832,-1.999656336,-1.992937524
22.0765,24.89079,1.127478993,5647.62,0.92612,4.66617962,0.737614987,0.210626981,-1.981980996,-2.049194903
14.1969,20.23531,1.425332995,5451.43,0.89306,3.323261266,1.136215039,0.162541515,-2.161626566,-2.049269604
17.01292,19.01097,1.117443096,5357.46,0.88068,2.854087268,1.142613744,0.137032183,-2.292793392,-2.215041967
21.87942,25.42328,1.161972301,6611.02,0.93032,5.618315447,0.713095482,0.255187363,-1.964050466,-2.0015237
14.83872,19.12972,1.289175886,2867.08,0.85656,1.530634673,1.180429523,0.072766785,-2.2654386,-2.282287238
15.11493,21.50875,1.423013537,5980.85,0.90344,3.951796689,0.898850318,0.180444029,-2.152858515,-2.183849504
27.16182,30.35527,1.117571282,6682.38,0.94254,6.81040774,0.568145025,0.298515676,-1.852165071,-1.726634428
15.05237,16.92938,1.124698635,5011.25,0.88698,2.854356935,1.07081046,0.135702869,-2.257563893,-2.368677347
18.89406,23.1897,1.227353994,5816.78,0.91876,4.295940935,0.749869116,0.19421587,-2.052357973,-2.018260969
12.67382,16.04533,1.26602161,4484.37,0.86402,2.237194044,1.251665069,0.109634905,-2.31763632,-2.291646592
18.44369,22.45049,1.217245031,5505.7,0.90126,3.67046232,1.077306732,0.179946679,-2.116249759,-2.134046195
10.4537,12.28241,1.174934234,3871.26,0.8305,1.480764328,1.509010685,0.075814518,-2.390628028,-2.43718412
26.58569,29.76517,1.119593661,7144.14,0.9417,6.988134197,0.599374153,0.316286924,-1.889917467,-1.857282192
17.65423,22.44589,1.271417105,6253.82,0.92172,4.981300936,0.796774482,0.231458545,-1.991411409,-2.014978221
19.88383,23.43102,1.178395711,4641.31,0.88036,2.961881371,1.122923773,0.14053442,-2.241761626,-2.194215351
21.57005,25.1666,1.166738139,6516.44,0.92532,5.261954723,0.774424288,0.243693077,-1.97751862,-2.0159524
11.27084,14.1751,1.257679108,3621.01,0.81354,1.509683956,1.650032134,0.076639847,-2.467779963,-2.373146848
16.93003,19.39141,1.145385448,5320.62,0.88162,2.860767873,1.139049161,0.136942912,-2.252402048,-2.269457775
21.93242,24.9308,1.136709948,6403.28,0.91162,4.232730042,0.917917028,0.200591112,-2.104005019,-2.10309933
14.53981,22.21277,1.527720789,5519.35,0.8823,3.231453843,0.952399067,0.145170653,-2.230059181,-2.264571968
14.86325,19.86117,1.336260239,5959.6,0.90852,3.955039354,0.899545337,0.185675099,-2.086217558,-2.020364909
14.85852,20.62731,1.388247955,4531.67,0.87542,2.518013133,1.188353226,0.119359139,-2.261840529,-2.285173477
8.66567,14.65216,1.690828291,4467.11,0.81888,1.879061571,1.781970993,0.099038481,-2.516553332,-2.459588582
22.19492,24.87168,1.120602372,6709.41,0.92624,5.273483982,0.781230986,0.245541405,-1.992618756,-1.999135984
11.69604,18.29844,1.564498753,5878.87,0.88538,3.093149431,1.105922168,0.14945096,-2.243501176,-2.220157759
16.23564,20.53504,1.264812474,5240.79,0.89704,3.243974324,1.097375616,0.161042976,-2.11620114,-2.19160847
12.51026,15.52489,1.24097261,3810.09,0.85932,1.91928171,1.263313314,0.09422242,-2.323591359,-2.403801468
10.98009,14.25846,1.298574055,4240.07,0.83208,1.882171981,1.406839022,0.091001714,-2.425937168,-2.288749291
14.93496,16.22558,1.086416033,3804.53,0.82108,1.755213288,1.810727598,0.091873907,-2.474207588,-2.484630906
22.04316,24.18716,1.097263732,6414.15,0.91614,4.538132319,0.860746241,0.212268446,-2.066087558,-2.03770527
10.5545,13.98913,1.325418542,4005.94,0.84606,1.764842083,1.405332245,0.088352373,-2.40600823,-2.376918311
4.52274,7.29369,1.612670638,985.536,0.60902,0.430484969,3.532507468,0.024166265,-3.235980041,-3.25470331
16.64465,21.78461,1.308805532,5823.05,0.90632,3.893194041,1.025360072,0.188797567,-2.097505663,-2.17542128
15.04018,17.97823,1.195346731,5147.54,0.8799,2.89679966,1.156246714,0.140526278,-2.247397808,-2.206515445
27.06742,28.86271,1.066326602,6768.54,0.93046,5.654332541,0.731683844,0.25709516,-1.98472403,-2.035990385
16.47099,18.54818,1.126112031,5884.34,0.8914,3.287067084,1.082854595,0.156823492,-2.248760588,-2.304182355
19.06062,21.30077,1.117527656,5286.36,0.89052,3.42719915,1.144272778,0.165331399,-2.175668918,-2.196652972
22.37416,26.16801,1.169563908,6542.82,0.92708,5.481269511,0.735651729,0.2467643,-2.022169479,-2.076054363
15.00541,17.32343,1.154478951,4939.52,0.88564,2.646142263,1.070526531,0.12835913,-2.220957611,-2.225256401
11.40756,14.11041,1.23693498,3722.17,0.8309,1.581266117,1.502264479,0.08007746,-2.453970627,-2.372234404
19.11965,22.32451,1.167621269,5775.95,0.90886,3.82827802,0.856664519,0.177134548,-2.101158405,-2.066163139
10.55154,12.93182,1.225586028,4775.39,0.85842,2.104749552,1.335077899,0.106694085,-2.30127959,-2.264313747
16.39228,21.02307,1.282498225,6215.58,0.9157,4.367464133,0.832354899,0.203104077,-2.077693777,-2.047758704
12.99803,16.9401,1.303282113,4935.07,0.87584,2.551594747,1.031650215,0.121123831,-2.226509309,-2.303823006
21.97285,25.30627,1.15170631,5545.14,0.92586,4.651113723,0.733459337,0.211558923,-1.975825765,-2.028398496
9.28206,11.56741,1.246211509,3140.61,0.78988,1.17505296,1.727382076,0.059356422,-2.526804103,-2.543973412
18.50152,21.77681,1.177028158,4894.52,0.89,3.175339387,1.129176409,0.155330402,-2.1320736,-2.213817327
26.71551,28.89089,1.081427605,6870.01,0.9313,5.814229348,0.720769402,0.263347857,-1.970108983,-1.830051468
10.94385,12.59376,1.150761387,5030.05,0.8614,2.235759169,1.297376736,0.110631999,-2.322078422,-2.330647627
11.69169,13.53128,1.157341667,3382.98,0.81382,1.395006008,1.712181474,0.072121532,-2.527596745,-2.551778462
14.30512,21.43221,1.498219519,4299.27,0.86532,2.272964873,1.053060265,0.10165855,-2.296622088,-2.345370677
11.89098,14.91638,1.254428146,2934.69,0.79326,1.246911252,1.616074276,0.059510281,-2.614704891,-2.566104421
16.21715,20.10541,1.239762227,5538.46,0.89596,3.432323511,0.990122142,0.159613286,-2.179091162,-2.193152509
15.18554,17.20225,1.132804629,4710.83,0.85518,2.233866649,1.579985384,0.117381661,-2.405516937,-2.368283604
5.24685,9.61645,1.832804445,1093.72,0.64532,0.42600441,2.934909981,0.02234695,-2.982923784,-2.905194008
22.1668,25.76537,1.162340527,6725.43,0.92686,5.643739192,0.759654586,0.258061742,-2.01974531,-1.95270455
17.65234,21.49575,1.217728075,5692.05,0.91596,4.169367467,0.880329781,0.196488171,-2.019791522,-2.063726426
15.26847,19.34465,1.266967155,5066.35,0.89876,3.27823169,0.984957897,0.155492499,-2.13721971,-2.088618429
11.79982,15.32515,1.298761337,4618.23,0.84228,2.142350257,1.538030095,0.109999328,-2.377005309,-2.354548878
14.52992,22.54506,1.551630016,4752.66,0.89674,3.249281653,0.84705404,0.147960489,-2.115511237,-2.134913753
16.43891,19.22847,1.169692516,5119.38,0.8776,2.741463384,1.121396358,0.129509394,-2.277413914,-2.331450885
11.225,18.1985,1.621247216,4859.66,0.84262,2.417612055,1.644983898,0.12632925,-2.430301963,-2.375338007
14.52681,21.09801,1.452349828,3011.29,0.88326,1.95734553,0.957448554,0.089961648,-2.177470611,-2.223569914
10.86528,14.27546,1.313860296,4261.58,0.83704,1.854525313,1.36819416,0.089865242,-2.352688268,-2.450746424
22.15577,26.19702,1.182401695,6721.09,0.9277,5.603508157,0.742707179,0.255008692,-1.977317593,-1.982082315
15.62477,19.83024,1.269154042,5923.2,0.88536,3.499128538,1.116629448,0.165422865,-2.235153945,-2.207373266
10.18273,12.85291,1.262226338,4041.7,0.8077,1.471273999,1.770518994,0.078554159,-2.438038475,-2.493838283
14.16331,19.39692,1.369518848,5654.02,0.898,3.531665035,1.051847183,0.172345598,-2.201344624,-2.215808851
15.93726,18.96401,1.189916585,5717.71,0.87952,3.004594756,1.217102573,0.145484769,-2.297043918,-2.254342883
16.36915,20.52539,1.253906892,4238.03,0.8871,2.547922543,0.981098706,0.118315893,-2.201014701,-2.2720375
22.16085,26.78392,1.208614291,6925.19,0.9395,6.671069075,0.628711616,0.300525682,-1.875826228,-1.950388851
16.4562,18.61618,1.131256305,3728.87,0.86286,1.792095638,1.27743282,0.086775382,-2.317681714,-2.386609681
15.70359,18.39371,1.171306052,4223.91,0.87236,2.261318126,1.290251607,0.112922454,-2.226188226,-2.235098285
10.825,12.85131,1.187187991,2658.15,0.81744,1.134794306,1.54700723,0.056256451,-2.422116952,-2.499488259
16.57572,19.20607,1.158686923,5174.46,0.88448,3.018342519,1.203829001,0.150020682,-2.212439399,-2.256963375
17.13008,22.17367,1.294428864,6014.07,0.90426,3.783530475,0.980730681,0.178244894,-2.151679896,-2.171746026
21.56579,24.24993,1.124462865,6356.87,0.907,4.048095119,0.984614029,0.190327369,-2.158748966,-2.159080786
11.50353,12.61407,1.096539062,3659.79,0.80622,1.475326139,1.787350113,0.077236901,-2.509484848,-2.545394424
15.74755,19.51656,1.239339453,4142.96,0.87978,2.340132942,1.170392205,0.115230754,-2.167009806,-2.263861021
16.33805,18.77543,1.149184266,3708.03,0.86166,1.808883823,1.273507882,0.087656844,-2.341231351,-2.320190625
14.10022,20.30745,1.440222209,6393.75,0.90208,3.881232763,0.955941538,0.183172703,-2.143800119,-2.14546267
10.09785,13.80804,1.367423759,4147.29,0.82632,1.729929804,1.474209139,0.084888594,-2.46493588,-2.420539721
10.47704,13.3302,1.272325008,4389.11,0.83078,1.796603499,1.623993356,0.092635765,-2.457303937,-2.437974591
18.53749,23.50538,1.267991513,5877.84,0.91062,4.302033335,1.002264981,0.205883314,-2.045316494,-2.089771544
15.97887,19.91934,1.246605048,5337.94,0.89968,3.481073635,0.969412513,0.164663832,-2.142191619,-2.159348385
17.55189,22.89908,1.304650382,6220.72,0.91944,4.763296136,0.808996511,0.22050379,-2.033480321,-2.070726692
10.94865,14.31708,1.307657108,3605.83,0.83474,1.580902058,1.538081868,0.079243425,-2.40276377,-2.491244272
16.0158,21.99668,1.373436232,5797.42,0.91324,4.048534177,0.908113716,0.189805645,-2.069740226,-2.099705366
17.6065,22.35806,1.26987533,6286.77,0.91646,4.621536848,0.862566845,0.216166188,-2.075278625,-2.001120154
13.94041,16.88796,1.211439262,5021.66,0.87222,2.608367998,1.286241967,0.131550873,-2.23695495,-2.190377367
11.8892,14.82646,1.247052787,4583.35,0.86222,2.214727519,1.230987894,0.10980686,-2.311540347,-2.322433162
10.07184,13.19419,1.310007903,3095.18,0.80368,1.241394437,1.713061004,0.06365146,-2.503480632,-2.448976712
15.46447,18.70511,1.2095539,5513.65,0.89564,3.356719886,1.071737903,0.163052943,-2.175353156,-2.201482682
10.34785,14.45733,1.397133704,4320.5,0.8367,1.893479073,1.422324844,0.093215609,-2.387116482,-2.268241355
8.7413,15.77896,1.805104504,4039.86,0.8112,1.653317028,1.752218425,0.084988096,-2.519151759,-2.589970691
15.02755,20.99669,1.397213119,4222.46,0.90188,2.770693103,0.901948735,0.126882753,-2.131684798,-2.121031263
26.0233,28.19417,1.083420243,7067.19,0.93076,5.681567076,0.714855669,0.259258489,-1.98957815,-1.877723467
23.09142,23.86114,1.033333593,6263.34,0.899,3.596100691,1.106188158,0.173874997,-2.212419088,-2.167953414
14.49292,19.32409,1.333346903,5848.86,0.88496,3.196832645,1.144203482,0.15630639,-2.236325351,-2.205584063
13.91814,16.09669,1.156525944,3373.24,0.80218,1.532278552,1.603673756,0.073032509,-2.534434741,-2.58535078
16.48355,20.89125,1.267399923,5609.82,0.9075,3.702676127,0.87134507,0.170743454,-2.100276851,-2.146286173
19.22744,23.00274,1.196349592,6291.58,0.9146,4.244378959,0.845012444,0.197335664,-2.054668316,-2.076884047
16.39172,21.08529,1.286337858,5515.69,0.90636,3.78515855,0.965885274,0.181970093,-2.099310832,-2.119460415
26.28237,28.69642,1.091850545,6572.85,0.91976,4.910047939,0.854091532,0.228110282,-2.099767682,-2.199705825
9.70589,12.10053,1.24672029,2582.28,0.8021,1.0430402,1.691263279,0.052269898,-2.527056487,-2.415889331
10.07871,14.49356,1.438037209,3886.4,0.82972,1.707875345,1.495823917,0.086686573,-2.42963374,-2.32026353
16.99024,20.53036,1.208361977,3983.41,0.89228,2.503071753,0.948273478,0.115052085,-2.17395177,-2.092268502
15.2191,21.28945,1.398863928,5582.02,0.89762,3.47819011,0.998439951,0.161228866,-2.160505593,-2.179831911
10.92749,14.96018,1.369040832,4501.99,0.84196,2.058566808,1.502545703,0.106727757,-2.326739524,-2.26042528
9.48999,16.39022,1.72710614,4280.55,0.84134,1.915471025,1.458057982,0.097377126,-2.403813814,-2.410875243
11.66352,15.5622,1.334262727,4625.68,0.86006,2.273781166,1.352396281,0.113314558,-2.318446114,-2.345779897
14.56712,20.98056,1.44026822,5429.73,0.87894,3.151248754,0.975397153,0.141888787,-2.234715238,-2.252110873
26.88373,29.28148,1.089189633,6503.17,0.9268,5.502746029,0.723182314,0.249655396,-2.00581256,-2.130980977
14.98958,21.47436,1.432619193,3089.51,0.89102,2.105549215,0.891393295,0.095464022,-2.109148429,-2.104884478
14.7872,18.16248,1.228256871,5517.96,0.90282,3.442579819,0.897847591,0.162340966,-2.110044265,-2.043117448
11.05144,15.42888,1.396096798,6178.01,0.87448,2.998326796,1.309571375,0.15102369,-2.311541269,-2.282126829
19.29703,22.2306,1.15202184,6528.33,0.91806,4.404327281,0.809091894,0.205022057,-2.067470031,-2.038839896
8.79032,11.5785,1.317187543,4017.31,0.82094,1.552746159,1.642965134,0.080204647,-2.499223673,-2.32334401
10.88898,13.42667,1.233051213,3762.16,0.83144,1.652627101,1.336882284,0.079619265,-2.414529425,-2.446926967
10.16112,15.71785,1.54686196,3738.32,0.8295,1.613317307,1.594106254,0.081443641,-2.49887174,-2.428565715
15.80014,20.80932,1.3170339,5907.26,0.89404,3.510995916,1.045824795,0.167289327,-2.201278069,-2.220086321
17.5324,22.2026,1.266375396,5920.54,0.91182,4.195555147,0.910916605,0.201524978,-2.067780666,-2.12151625
16.21033,18.0751,1.115035906,3859.31,0.87662,2.006789873,1.107718485,0.093894193,-2.244412231,-2.156447283
16.12887,21.17734,1.313008289,5466.39,0.8933,3.346645487,1.018752119,0.15626809,-2.18653041,-2.207078552
18.95374,22.86895,1.20656662,4630.59,0.9161,3.426709708,0.772796878,0.155625647,-2.025659695,-2.060598401
10.6213,13.79663,1.298958696,3850.73,0.81822,1.670822179,1.406795405,0.078552075,-2.45452444,-2.39031523
10.95802,12.38401,1.130132086,5345.79,0.86738,2.472027314,1.255482919,0.122183487,-2.307001387,-2.324835418
11.11483,13.90084,1.250657005,2702.03,0.82298,1.217323391,1.534090297,0.0612057,-2.392116118,-2.384282762
17.6329,22.40995,1.270916866,5919.62,0.90096,3.741046626,0.990034645,0.177396896,-2.129946503,-2.1810792
18.46311,22.34121,1.21004587,5617.58,0.91746,4.195963467,0.79090609,0.192786413,-2.061540532,-2.04584631
15.94693,21.4851,1.347287534,5607.49,0.90514,3.90101152,0.937041196,0.182781166,-2.122330238,-2.131557925
11.685,14.12024,1.20840736,4064.96,0.82872,1.864919786,1.474220306,0.091595729,-2.443302658,-2.369381461
16.24405,18.32856,1.128324525,5286.06,0.8709,2.681548765,1.250340454,0.12968431,-2.326095909,-2.315625935
16.62931,18.964,1.140396084,5205.72,0.8818,2.830936765,1.098216916,0.13658622,-2.232222013,-2.249284031
14.91433,17.85185,1.196959568,5430.24,0.8836,2.904878065,1.098061082,0.139958017,-2.265975526,-2.405680621
21.55558,23.88743,1.108178486,5957.55,0.92748,4.899110482,0.724631877,0.220005952,-1.969394112,-2.029032168
19.53124,24.34877,1.246657662,6573.1,0.92552,5.196047608,0.742581824,0.237841831,-1.970754061,-2.055493224
10.5276,12.10492,1.149827121,4387.97,0.8462,1.827408975,1.311260017,0.09013401,-2.364788969,-2.383637177
14.50107,20.05552,1.383037252,2834.79,0.86108,1.529835234,1.083996265,0.070530079,-2.255241058,-2.248071973
16.37924,19.48503,1.189617467,4374.37,0.87294,2.261414712,1.046309278,0.10567213,-2.247812936,-2.31466423
19.26226,22.34037,1.159800044,6192.14,0.91336,4.114067448,0.852686815,0.192042662,-2.079861777,-2.03949148
19.51722,21.97426,1.12589088,6383.55,0.912,4.016099627,0.869699975,0.187044436,-2.123766118,-2.147623268
17.63558,23.43143,1.328645273,6343.74,0.92078,4.937687688,0.820628465,0.229637713,-2.05582175,-2.101178523
10.18721,12.29804,1.207203935,3888.72,0.8097,1.636121158,1.482281418,0.078924998,-2.468343458,-2.402058173
14.379,17.85154,1.2415008,5789.93,0.90788,3.687720866,0.819487692,0.168544996,-2.071269219,-2.037626261
5.77092,10.69227,1.852784305,2525.46,0.71134,0.893642093,2.634521849,0.051076917,-2.854796308,-2.990262244
14.98361,18.5665,1.239120612,5077.8,0.86242,2.464916342,1.349063378,0.120877212,-2.332647414,-2.363592183
11.40609,13.95433,1.223410476,4678.97,0.84998,2.105630837,1.266725356,0.10029045,-2.3422763,-2.400133127
16.05247,20.71221,1.290281807,6127.06,0.9074,4.104340904,0.926568063,0.191392563,-2.15317508,-2.122214629
9.32356,12.40166,1.330142135,4897.31,0.84194,1.936393452,1.419424869,0.097378198,-2.40692016,-2.398543804
16.53187,20.01431,1.210650096,4909.24,0.88968,2.841656419,0.940802422,0.131392389,-2.166445849,-2.244692284
5.74192,9.61066,1.673771143,1359.85,0.65638,0.518537244,2.94588341,0.028533275,-3.10863627,-3.047016386
22.73521,25.99472,1.14336837,4703.22,0.88268,3.216658346,1.159519058,0.154562025,-2.200438314,-2.095383563
26.59035,28.85043,1.084996249,7382.11,0.94538,7.568125781,0.561159349,0.337578474,-1.849566243,-1.765477571
17.99714,20.76882,1.154006692,5446.79,0.90542,3.686323367,0.871883457,0.170926034,-2.128015147,-2.088983133
9.03064,14.05914,1.556826537,3906.31,0.80376,1.52666188,1.90510318,0.084264482,-2.555684274,-2.475067889
10.24762,12.80773,1.249824837,4298.42,0.819,1.744356931,1.768917795,0.091580831,-2.534117141,-2.453497241
14.08562,16.37545,1.162565084,5212.25,0.87672,2.792084127,1.160097765,0.133034121,-2.281412719,-2.254924039
11.09413,12.81085,1.154741291,4349.9,0.84708,1.87242621,1.335757264,0.092834705,-2.419228887,-2.347093539
15.47282,22.1515,1.431639481,5956.45,0.90562,4.112790423,0.870877102,0.186162099,-2.11514765,-2.062482451
21.85743,24.50917,1.121319844,6548.2,0.91792,4.704845183,0.846083753,0.219670415,-2.071344752,-2.039539623
17.24277,19.45903,1.128532713,4913.3,0.888,2.909186214,1.130817504,0.143161378,-2.180879094,-2.123244099
14.46574,19.94563,1.378818505,5416.34,0.87154,2.917278938,1.021099172,0.134475093,-2.22271144,-2.306804932
15.40704,19.66784,1.276548902,5642.58,0.8785,3.165857034,1.166252211,0.151486566,-2.252162629,-2.302090939
15.57368,18.65806,1.198050814,4741.31,0.8539,2.18280444,1.197067734,0.102294413,-2.319569868,-2.356677848
21.28541,26.0598,1.224303408,5544.14,0.92328,4.495209161,0.784114922,0.207072316,-2.023997976,-1.979609949
16.98428,19.16233,1.128239172,5368.86,0.88214,2.883488925,1.128456262,0.136281137,-2.244535869,-2.217015645
11.19152,12.68743,1.133664596,4554.18,0.8604,2.037216373,1.271765703,0.10205291,-2.273409207,-2.301439448
19.1702,22.22692,1.159451649,6061.09,0.91074,4.030928839,0.853148946,0.18747323,-2.091344535,-2.052001147
16.55509,20.4391,1.234611228,5092.9,0.90126,3.322470527,0.869110923,0.154180145,-2.119576395,-2.006232469
9.76034,11.77659,1.206575796,3475.62,0.7928,1.311241147,1.811469088,0.067435798,-2.531766781,-2.516815181
21.42291,24.32976,1.135688849,5907.67,0.90798,4.072882884,0.924225954,0.190156788,-2.095601809,-2.094862996
12.42581,16.25096,1.307839087,4114.58,0.84584,1.96802632,1.167904658,0.090196898,-2.316134777,-2.299526071
10.2014,12.84067,1.258716451,3501.56,0.80862,1.399945984,1.804714582,0.074256021,-2.509133057,-2.261741725
14.65325,19.68967,1.343706686,3004.71,0.87464,1.733549769,1.013219726,0.080321791,-2.193276941,-2.219868927
11.23403,13.37232,1.190340421,2996.84,0.81264,1.19842322,1.691103182,0.061714813,-2.533221878,-2.519071557
26.60005,28.09238,1.056102526,5851.65,0.92766,4.702655845,0.720211584,0.21623241,-1.993460814,-1.958182958
16.09928,18.17332,1.128828122,5970.63,0.91224,3.932747025,0.791566158,0.180152949,-2.0812473,-2.095214614
11.73748,16.16742,1.377418321,5213.13,0.85592,2.405046574,1.533950782,0.128076474,-2.313968837,-2.25824917
22.16543,24.03538,1.084363353,6355.46,0.91472,4.46464045,0.865718749,0.209088645,-2.082123768,-2.078716795
11.47955,14.25874,1.242099211,4186.75,0.82442,1.842357553,1.36136036,0.08418652,-2.490097409,-2.49098043
15.4907,18.85324,1.217068305,5425.63,0.88884,3.194244294,1.161136817,0.158192226,-2.219040177,-2.178906171
13.67051,15.73865,1.151284773,3025.97,0.85554,1.613550551,1.234521465,0.078212526,-2.30143077,-2.289918591
9.29743,12.29443,1.322347143,4856.7,0.84326,1.912609578,1.375157175,0.094605559,-2.381389512,-2.41201444
11.93577,13.67133,1.145408298,4425.29,0.82076,1.844230432,1.749125308,0.097178438,-2.50159515,-2.461554782
9.18859,11.86852,1.291658459,4701.91,0.8407,1.8635881,1.489420772,0.094088485,-2.422736993,-2.420729023
24.23315,27.90404,1.151482164,6720.86,0.92782,5.651442981,0.772453464,0.261406628,-2.027190977,-1.909129158
10.59283,16.67793,1.574454608,5583.72,0.86358,2.676746543,1.387842187,0.136225018,-2.387054363,-2.348591626
16.58889,23.23769,1.400798366,6049.72,0.91534,4.488082805,0.910446092,0.214039938,-2.012221811,-2.064142142
24.74153,27.69258,1.119275162,6691.58,0.93218,6.046285366,0.724219567,0.272801095,-1.946233094,-2.029608099
11.65615,15.57023,1.335795267,4031.34,0.85134,1.899426384,1.299647109,0.094477568,-2.337383566,-2.423556081
10.12711,14.74879,1.456367118,4766.85,0.82204,1.985397652,1.740132403,0.103584636,-2.49172315,-2.460618805
14.28446,17.09421,1.19669977,5602.65,0.8968,3.344284548,0.933040585,0.156776327,-2.131884018,-2.215299393
25.42691,27.93724,1.098727293,6623.74,0.93344,6.0747104,0.71831938,0.27922408,-1.916018842,-1.986347269
11.76948,13.71799,1.165556167,3942.93,0.81904,1.660217338,1.583129889,0.083676817,-2.447882775,-2.532074616
14.5552,20.83469,1.431425882,5378.03,0.8792,3.132180735,0.995937537,0.143565816,-2.224463727,-2.228867856
19.19222,23.92025,1.246351386,6536.31,0.92806,5.124345694,0.73410912,0.234733442,-1.998945555,-2.098740055
17.59438,20.49565,1.164897541,5600.36,0.89512,3.386526835,1.053140597,0.163247975,-2.187562928,-2.113225395
11.68169,13.20057,1.130022283,3826.97,0.81074,1.543085104,1.741366507,0.079402705,-2.527269611,-2.477900486
15.32054,17.58003,1.147481094,5136.34,0.85422,2.41286,1.334649036,0.117584354,-2.360753333,-2.347989147
21.81941,24.78741,1.136025676,5976.92,0.91208,4.224470135,0.869211384,0.197336846,-2.079920165,-2.055146494
18.3148,22.17563,1.210803831,6374.29,0.91484,4.676354974,0.845636663,0.216969182,-2.077640398,-2.144132688
14.59248,17.29075,1.184908254,5455.98,0.86424,2.602121465,1.250869182,0.124822552,-2.329879087,-2.30053122
11.77331,13.20341,1.121469663,5089.86,0.87272,2.417768125,1.167983503,0.117687175,-2.278475916,-2.396299922
18.15451,23.40602,1.289267515,6193.61,0.91918,4.637545155,0.835942216,0.214268358,-2.028065269,-2.12455157
14.06888,18.32042,1.302194631,5058.3,0.8709,2.611253366,1.336440644,0.132632164,-2.263186684,-2.30586071
22.12165,24.86643,1.12407664,5628.31,0.91014,3.935059882,0.927185546,0.183455546,-2.161142016,-2.150915173
17.03517,18.86638,1.107495845,5154.2,0.88118,2.748594012,1.103935496,0.130200201,-2.267014107,-2.263499501
17.59137,21.55059,1.225066041,5694.25,0.90842,3.939665977,0.882412872,0.184277583,-2.08847596,-2.128521682
17.53807,22.52219,1.284188625,6030.56,0.91208,4.226721473,0.916835824,0.199338478,-2.099625616,-2.155968491
14.84931,21.73937,1.463998664,4695.91,0.89686,3.222197472,0.845574311,0.145367803,-2.096911031,-2.067742633
21.83842,24.83278,1.137114315,6262.59,0.9286,5.270267202,0.700604193,0.238727238,-1.981426832,-1.931139428
22.01534,24.96146,1.133821236,6619.92,0.92754,5.460807517,0.730145003,0.248303656,-1.998167638,-1.934745316
14.97859,18.09086,1.20778124,4465.63,0.86524,2.289358099,1.101610592,0.10706521,-2.288551426,-2.24571294
15.83907,19.66027,1.241251538,5802.24,0.91052,4.09896729,0.946317694,0.19512233,-2.089228344,-2.119267144
18.79228,22.95764,1.221652721,5809.44,0.92516,4.889050948,0.774757328,0.225794349,-1.973353004,-2.018606653
16.69108,20.16892,1.208365187,5229.63,0.896,3.252752678,0.922836748,0.151072424,-2.170257774,-2.264007907
19.69919,23.32705,1.184162902,6624.04,0.92508,4.924069431,0.742488802,0.22578686,-1.99894552,-2.068208545
17.0445,22.67185,1.330156355,5725.76,0.90408,3.900427111,1.029975894,0.189460251,-2.100594654,-2.054813792
22.28754,25.12813,1.127451931,6176.61,0.91644,4.451655211,0.84763595,0.205391229,-2.07862692,-2.023309302
16.44089,19.12698,1.163378625,4592.61,0.87674,2.424230694,1.032652378,0.113252819,-2.265014319,-2.264724374
10.08563,13.71991,1.360342388,3669.03,0.8162,1.571107937,1.545115266,0.07816339,-2.440069264,-2.550525873
21.88216,26.00372,1.188352521,4868.64,0.9216,3.914422967,0.750587109,0.176829052,-1.991937649,-1.997772054
16.47056,21.09262,1.280625553,4418.32,0.89202,2.674602342,0.893347958,0.122273227,-2.177487523,-2.053581012
14.51847,18.83895,1.297585076,5142.32,0.86168,2.69525153,1.134562709,0.124199414,-2.289084885,-2.261088535
19.55638,20.91688,1.06956809,4868.35,0.89726,3.001893623,0.950510343,0.141043848,-2.158602143,-2.225023018
14.15328,17.59506,1.243178966,5118.86,0.88548,2.785938793,1.011171869,0.130447798,-2.187637695,-2.337145715
15.69354,19.20559,1.223789534,4357.33,0.8795,2.515185486,1.163063713,0.120033195,-2.249707999,-2.307076194
