PLD,LCD,ASA,Porosity,Density,Pore volume,Qst CH4,log_P_0(CH4),log_P(CH4)
12.3762,14.35713,5969.08,0.8726,0.302032,2.889097844,5.680227699,-8.412542766,5.512151185
9.34243,13.13066,4302.86,0.80196,0.469332,1.708726445,7.722121132,-8.740152234,5.407562713
9.67012,13.23888,4669.41,0.82746,0.433203,1.910097576,8.238701652,-8.56130293,5.569766717
6.46975,8.79988,2542.17,0.71938,0.83158,0.86507612,8.887122601,-9.072936648,5.308903881
9.3821,12.66424,5397.53,0.83252,0.409464,2.033194615,6.355945782,-8.542139157,5.562506891
11.20762,17.3116,4956.1,0.86258,0.369513,2.334369833,5.188779762,-8.576948061,5.477956015
8.16476,11.10734,3287.86,0.77318,0.671729,1.151029656,6.936204206,-8.930038449,5.29429232
8.35808,11.07305,1852.94,0.74302,1.06831,0.69550973,8.448274917,-9.255139973,5.22997044
10.26163,13.43838,3464.29,0.81864,0.547676,1.494752372,6.994710289,-8.814789859,5.34466389
8.95052,12.29236,4477.56,0.81492,0.458992,1.775455781,8.605260879,-8.610021895,5.529226528
11.17079,14.69964,5578.9,0.8605,0.321644,2.675318054,6.058990177,-8.4594983,5.52466788
10.67885,14.272,6369.96,0.87082,0.283331,3.073507664,5.721217766,-8.406683521,5.519988689
14.55154,27.37561,5503.12,0.88874,0.284279,3.126294943,4.724974745,-8.373220851,5.456726955
7.06514,12.41133,1267.52,0.6751,1.33062,0.507357472,10.44193608,-9.587715194,4.966960916
12.18353,13.71521,3872.44,0.79746,0.471739,1.69046867,10.86027572,-8.74357674,5.373571686
11.89014,14.17824,3253,0.80498,0.557172,1.444760325,8.323767171,-8.783923193,5.3645817
6.51713,9.423,1680.84,0.70624,1.22532,0.576371887,9.688745678,-9.306121607,5.2123238
11.97417,19.52997,5064.63,0.8743,0.325759,2.68388594,5.217666589,-8.494688243,5.502687663
7.69022,10.18549,2955.7,0.72476,0.652186,1.111278071,9.032317363,-9.202331572,5.099664513
10.49239,13.60947,4789.69,0.84134,0.407245,2.065930828,6.588539354,-8.599231927,5.419694894
13.99484,16.74476,6555.87,0.8939,0.23782,3.758725086,5.276015878,-8.306923802,5.51293776
14.1815,17.44322,6243.66,0.89056,0.240535,3.70241337,5.734024842,-8.313622459,5.585567568
6.45098,10.04497,3036.58,0.72012,0.714901,1.007300312,10.13605874,-8.734877118,5.540147145
8.324,15.70075,4184.18,0.8024,0.4772,1.681475272,7.887633285,-8.745887059,5.372035439
8.57203,9.75022,2778.02,0.71732,0.731499,0.980616515,10.2834537,-8.833459305,5.472772037
20.67687,24.73141,6054.24,0.90448,0.215672,4.193775734,5.634181688,-8.289095038,5.439222277
7.26394,11.98865,3542.3,0.7603,0.60259,1.261720241,10.10169066,-8.637969482,5.587073795
7.0867,10.48786,2962.96,0.75296,0.73839,1.01973212,8.525428242,-8.949570134,5.38680799
9.59522,13.48868,4563.68,0.80884,0.478624,1.689927793,8.333253396,-8.522462044,5.584914477
9.08174,17.16184,4457.75,0.82554,0.417302,1.978279519,8.032503057,-8.53797325,5.564270625
14.86155,21.06352,6344.34,0.90536,0.213745,4.23570142,4.880113338,-8.285558351,5.463017847
9.93686,15.7551,4249.57,0.81862,0.450271,1.818060679,7.297334492,-8.699496116,5.409271164
8.80802,16.10568,3488.95,0.8087,0.551808,1.465545987,8.494602651,-8.677752668,5.511806652
7.86435,14.52563,2570.48,0.78096,0.793586,0.984089941,8.256116335,-9.099352804,5.327958501
7.17263,11.42945,2630.95,0.70864,0.769428,0.920995857,10.23981915,-8.977643111,5.391026713
6.28974,11.81085,2533.16,0.71688,0.741677,0.966566309,10.18592652,-8.840135448,5.451816056
10.15165,14.91525,4104.71,0.81356,0.463268,1.756132519,7.855911683,-8.693530347,5.427949173
6.30595,12.33724,3035.11,0.74314,0.666007,1.115814098,10.82416912,-8.648140138,5.601262236
11.06659,20.04697,5011.11,0.86158,0.347633,2.478418332,6.315718805,-8.552338103,5.478432311
5.97768,11.22088,2127.72,0.69328,0.886588,0.781964114,10.34470344,-9.172654456,5.210837506
12.28468,17.91581,5053.02,0.85526,0.359674,2.377875521,6.145711352,-8.522514771,5.479278279
5.04585,7.41509,992.679,0.57848,1.17259,0.493335266,14.25829799,-9.322297492,5.163462488
9.03702,15.01073,4125.11,0.80814,0.47512,1.700917663,8.267784916,-8.58638845,5.560522552
8.98259,14.84078,3375.05,0.7935,0.58447,1.357640255,7.096054738,-8.809712482,5.428507179
12.11977,17.3531,4364.93,0.8585,0.387987,2.212703003,6.792624107,-8.616936926,5.468529649
9.97441,14.52433,3861.24,0.806,0.489117,1.647867484,7.672767739,-8.763947373,5.405683621
10.29123,16.0053,2816.72,0.79628,0.654283,1.217026883,7.831628594,-8.827439641,5.376625929
7.4051,12.54269,3834.35,0.78096,0.571719,1.365985738,8.135252517,-8.679607022,5.545294967
8.72681,15.62513,3969.54,0.80774,0.493705,1.636078225,7.550612182,-8.715504692,5.423254067
4.47659,9.20248,1936.39,0.6551,0.882922,0.741968147,11.98797649,-9.23268045,5.151573883
24.78918,26.24916,5685.96,0.90082,0.221508,4.066760568,5.498491805,-8.260159747,5.553960784
10.04302,30.79573,4415.13,0.85654,0.368118,2.326808252,7.7636545,-8.601497982,5.491748042
19.65457,21.0287,4016.72,0.85226,0.375696,2.268483029,7.033693741,-8.62285581,5.452600648
8.75797,15.87955,4310.96,0.81248,0.460944,1.762643618,8.659820716,-8.510311338,5.643448054
9.55054,14.46828,3315.58,0.79506,0.624384,1.273351015,8.655541209,-8.771219446,5.469618938
12.08478,16.76671,5402.75,0.86814,0.317502,2.734281989,5.986245188,-8.441811342,5.506760468
8.08957,13.82386,4238.67,0.80692,0.497173,1.623016535,7.864914846,-8.682139419,5.464477928
5.85034,11.48837,2454.74,0.69646,0.784359,0.887935244,11.78183528,-8.797439126,5.525053029
4.83697,10.1968,1369.99,0.63978,1.20128,0.532581913,11.92093813,-9.321086789,5.215056913
6.92839,14.42779,2003.32,0.74924,0.992153,0.755165786,8.275076256,-9.194167533,5.292642082
12.76055,18.57806,4081.94,0.841,0.427802,1.965862712,7.131391016,-8.616349854,5.512666816
6.31406,9.22294,1916.07,0.68746,1.01094,0.680020575,11.51924873,-9.278964467,5.168834986
9.58698,15.43186,2950.41,0.80294,0.64475,1.245350911,7.377435675,-8.836649638,5.409685684
7.64779,12.30094,3535.58,0.75886,0.648843,1.169558738,9.137049899,-8.67037845,5.59919036
7.36323,12.49926,3353.03,0.74932,0.618148,1.212201609,9.712705351,-8.809090202,5.428713491
11.90449,18.63245,5837.3,0.86136,0.313985,2.743315763,6.402539041,-8.447621016,5.529171126
7.17554,12.01787,2655.45,0.72526,0.745488,0.972866096,9.858635748,-9.053785792,5.22667819
8.43458,14.19378,4786.96,0.81554,0.432285,1.886579456,7.550905054,-8.682303972,5.441106499
6.97519,9.0561,1336.43,0.64568,1.05698,0.610872486,9.891747357,-8.639196517,5.437272125
4.38222,8.85082,1662.07,0.63978,1.00489,0.6366667,11.8322823,-9.208536646,5.232372414
4.86293,9.52793,1929.61,0.64872,0.928553,0.698635404,12.47483114,-9.078580048,5.391445054
4.73403,10.30484,2268.18,0.67554,0.865672,0.78036485,11.50265311,-8.954932843,5.399715499
8.272,14.11447,3599.05,0.77836,0.560609,1.388418666,8.099530247,-8.846315432,5.345303886
6.75103,11.57819,2646.22,0.7172,0.724506,0.989915888,10.21168942,-8.852250335,5.448893331
8.17207,11.58188,4528.35,0.78626,0.491437,1.599920234,10.41663455,-8.600361108,5.547850178
9.08296,15.28519,3531.39,0.8009,0.5502,1.45565249,7.337505395,-8.759102386,5.416646992
5.80755,7.91416,1443.41,0.60492,0.974705,0.620618546,15.18439771,-9.290337863,5.083121968
11.36314,17.76593,4835.65,0.8447,0.368079,2.294887782,7.705975742,-8.466830264,5.520952683
8.42885,12.93236,3869.8,0.78672,0.573525,1.371727475,8.279023387,-8.655582996,5.58965059
10.9562,15.76569,4794.79,0.82452,0.436333,1.88965767,7.173300433,-8.59673542,5.533176605
9.65233,17.19968,4766.37,0.83846,0.381212,2.199458569,7.35378044,-8.557707194,5.460134577
5.57485,11.25445,2308.4,0.7058,0.797575,0.884932451,10.10077622,-8.924374638,5.420042219
13.09109,18.24494,3376.47,0.83434,0.490155,1.702196244,6.368314692,-8.762620013,5.405591463
10.35787,15.74616,4892.05,0.84958,0.371807,2.285002703,6.279028024,-8.53288356,5.493183098
4.57558,7.98379,1203.28,0.59048,1.10036,0.536624377,15.48504983,-9.478972332,4.904427651
13.77978,18.5405,4839.71,0.86276,0.335106,2.574588339,6.793427934,-8.480988973,5.504189447
8.46343,15.10074,3175.41,0.78692,0.615331,1.27885642,7.476643814,-8.906381436,5.339138668
21.51312,21.78946,4027.38,0.8546,0.356546,2.396885675,8.134411046,-8.422612779,5.653017368
8.2616,13.06922,3503.91,0.78916,0.588456,1.341068831,7.048407673,-8.784969245,5.494838016
7.10831,10.99087,2754.16,0.73104,0.717528,1.018831321,10.55580115,-8.87534667,5.426399881
10.10286,14.32465,3801.18,0.81258,0.499791,1.625839601,6.931119975,-8.730986128,5.403307294
4.46361,10.19443,1377.79,0.61148,1.05536,0.579404184,12.16084489,-9.293163443,5.268596419
12.86617,18.77709,4018.08,0.83894,0.398958,2.102827867,8.814650852,-8.45379129,5.625134384
11.25465,15.32248,5097.21,0.85272,0.349077,2.44278483,6.567078452,-8.555329425,5.471867184
9.68832,12.61598,4556.82,0.8022,0.485452,1.652480575,8.661369655,-8.601628038,5.533530312
3.82521,5.72116,114.467,0.51442,1.25596,0.409583108,20.11519746,-10.41817643,4.309165921
10.15209,16.1994,4840.6,0.83276,0.410755,2.027388589,6.590484024,-8.602863545,5.485204761
6.56873,12.02738,3472.65,0.74352,0.611629,1.215638892,9.332157204,-8.956561546,5.267310369
4.63631,10.54546,2023.95,0.67,0.859626,0.77940872,12.4684728,-9.23243756,5.09137311
4.91554,8.82458,1637.81,0.6469,1.01141,0.63960214,11.14853073,-9.379626134,5.053070312
11.91396,16.27129,4811.18,0.85252,0.3683,2.314743416,6.569562517,-8.610041738,5.460595222
5.54897,9.24323,1876.92,0.64546,0.907659,0.711126095,13.33431006,-9.15186558,5.137055626
4.07881,4.84068,86.0965,0.50836,1.28341,0.396101012,17.75190175,-10.2744264,4.115116717
4.95734,7.75901,1199.81,0.62918,1.34192,0.468865506,13.8207143,-9.340795768,5.158701333
6.99504,9.91902,3590.41,0.75622,0.632439,1.195720062,8.283103719,-8.731810826,5.541055701
8.49706,15.23854,4498.28,0.82404,0.456136,1.806566463,6.729960038,-8.607487324,5.496738132
11.21697,16.77427,4204.03,0.8178,0.407234,2.008182028,8.898870853,-8.647318618,5.504886265
4.51378,8.83058,921.764,0.6038,1.66693,0.362222769,12.98216067,-9.723529488,4.978287464
8.4987,12.6554,3926.82,0.77396,0.545246,1.419469377,9.646374101,-8.764527168,5.414377038
5.80379,9.96823,2509.4,0.7158,0.90224,0.793358752,8.967510774,-9.031324765,5.377709132
7.91254,15.05145,4206.4,0.8053,0.469542,1.715075542,8.197970249,-8.674892752,5.444124578
8.3765,11.92582,3851.45,0.78342,0.568241,1.378675597,8.874767142,-8.616743472,5.580841246
7.09201,10.84237,3130.82,0.74252,0.678337,1.094618162,9.845465047,-8.705713832,5.588160571
12.24382,19.2289,5608.54,0.88292,0.27271,3.23757838,5.354218291,-8.399302142,5.428353715
9.19041,15.87391,4222.78,0.8154,0.464571,1.755167671,7.546949164,-8.662981813,5.460979113
7.25044,12.37439,2756.69,0.72484,0.715898,1.012490606,9.8756119,-8.860264706,5.450213523
6.65759,10.49908,2717.49,0.7146,0.774294,0.922905253,10.25022341,-8.945897593,5.442792077
6.52813,11.76746,3505.77,0.7458,0.629347,1.185037825,10.53753898,-8.596378782,5.65591959
14.01668,20.33935,4587.31,0.81968,0.409365,2.002320667,8.324713798,-8.667580646,5.471629883
7.3518,11.48716,3227.54,0.74644,0.626343,1.191743182,9.189352364,-8.782328529,5.453256754
11.11929,20.16092,5712.54,0.8769,0.279925,3.13262481,5.811984335,-8.42687677,5.498399561
10.3572,16.45254,5162.75,0.84572,0.375676,2.251195179,6.583299456,-8.511522568,5.50370494
20.14515,21.81078,3945.13,0.86154,0.378277,2.27753736,7.1255279,-8.548331895,5.512820395
8.86329,13.61853,4055.48,0.80578,0.523739,1.538514413,7.020641668,-8.712742301,5.474516726
7.55571,14.09903,3120.8,0.75112,0.637571,1.178096243,9.241327753,-8.937508101,5.38542476
10.18495,14.50757,3062.82,0.8012,0.634741,1.262247121,7.398368991,-8.888382021,5.392489585
7.49574,12.57405,2616.85,0.73358,0.744586,0.985218632,9.780929309,-9.084646505,5.258580216
10.87209,17.48282,5136.3,0.84514,0.366553,2.305642022,6.630188473,-8.533336581,5.50013375
4.97785,10.44989,1306.93,0.63616,1.17117,0.543183312,12.36810961,-9.515819282,4.981042691
9.26744,14.78164,4070.56,0.79278,0.486028,1.631140593,8.529527549,-8.635329735,5.511052149
7.16391,31.7459,2795.16,0.79844,0.572527,1.394589251,8.41011872,-9.038148836,5.233352881
8.6827,32.65317,3821.61,0.83274,0.428319,1.944205137,8.066252323,-8.783186094,5.392178308
5.35094,9.9643,2231.94,0.68228,0.841668,0.810628419,11.50067082,-9.11585515,5.199239936
9.29516,15.84483,4275.09,0.81964,0.455137,1.800864355,7.089635724,-8.747559782,5.390416731
7.02587,10.90104,2494.49,0.7548,0.894025,0.844271693,8.902969308,-9.065761063,5.39091566
7.2781,9.81136,2235.58,0.6837,0.868703,0.787035385,10.85696666,-8.799711502,5.625863759
4.67787,9.2327,1615.28,0.62724,0.957364,0.655173999,13.5865746,-9.207181728,5.158559083
4.98843,8.98513,1637.53,0.64432,1.08222,0.595368779,11.09112669,-9.109589757,5.442183437
11.37777,32.88181,4226.87,0.86428,0.365414,2.365207682,7.398275066,-8.529575941,5.4976253
6.1297,11.62544,3073.58,0.74712,0.682565,1.094577073,8.971697167,-8.747586776,5.540632443
21.12394,22.78513,5164.74,0.88344,0.281598,3.137238191,5.788909193,-8.411647217,5.409332625
8.17918,12.64057,3188.26,0.78208,0.612423,1.277025847,7.356995307,-8.761663897,5.502672266
4.92442,8.0285,1089.31,0.59492,1.12754,0.527626514,13.74091278,-9.682412037,4.751670925
8.6918,15.32994,3810.93,0.80178,0.524296,1.529250652,8.265682951,-8.687264572,5.486262157
6.0607,9.54835,1627.71,0.67204,1.12199,0.59897147,10.74441014,-9.297578874,5.225103076
11.4227,21.22294,5266.95,0.87876,0.309821,2.836347439,5.445357095,-8.498848832,5.502865056
8.69877,15.29614,4036.57,0.7911,0.506466,1.562000213,8.179362127,-8.683999534,5.528842437
6.49372,12.18621,3198.25,0.73794,0.637874,1.156874242,8.977343807,-8.913107568,5.339647826
6.54223,13.78177,1380.02,0.7033,1.28429,0.54761775,8.761403938,-9.454666254,5.118172066
8.21524,14.56083,3596.15,0.77812,0.581644,1.337794252,9.693592361,-8.62803171,5.565315914
9.04538,17.4711,4389.36,0.82252,0.422425,1.947138545,8.06516527,-8.508574008,5.569660947
5.0137,9.18459,2010.84,0.65806,0.882569,0.745618756,12.08034563,-8.972698498,5.401933416
10.81342,16.73037,5151.66,0.84682,0.362699,2.334773462,6.8255989,-8.480048139,5.53830574
5.38233,8.44615,1093.28,0.6106,1.37992,0.44248942,12.74564572,-9.471421263,5.116620692
10.52183,32.67163,4599.44,0.85554,0.352611,2.426299803,8.692568986,-8.521833798,5.483540477
5.76764,11.27121,2853.46,0.71848,0.742717,0.967367113,12.37554813,-8.811563288,5.487688743
11.71453,20.10769,5688.29,0.87124,0.300654,2.897816094,5.819597718,-8.442391658,5.49732397
4.33752,7.76001,1449.58,0.60998,1.09117,0.559014636,13.26823031,-9.216320189,5.255736411
7.50721,11.17995,2659.73,0.74252,0.776984,0.955643874,9.460380997,-8.839585418,5.447717379
8.85807,15.50107,4226.92,0.81766,0.473096,1.728317297,7.836541986,-8.577962886,5.570682482
7.72252,12.88861,3897.39,0.77622,0.533833,1.454050237,9.095476158,-8.762649201,5.416179474
8.67204,16.1111,4012.37,0.8057,0.476295,1.691598694,8.726197784,-8.506910037,5.58844164
11.53735,15.60855,5015.94,0.8478,0.36826,2.302177809,5.907974448,-8.483592182,5.51244707
10.38272,12.9793,4180.15,0.80426,0.505392,1.591358787,7.742128,-8.567327678,5.57316345
13.58573,17.14941,5799.89,0.8834,0.268111,3.294903976,5.708991194,-8.372755369,5.540246011
10.98013,18.61783,5738.87,0.87258,0.3082,2.831213498,5.471011153,-8.43787109,5.504714269
5.89974,10.7427,2450.29,0.6826,0.762903,0.894740223,11.15456039,-9.024288728,5.316990104
5.20629,9.30375,2042.75,0.6664,0.879784,0.757458649,11.470129,-9.197602903,5.205064225
9.28681,17.04617,4052.04,0.82246,0.458803,1.792621234,7.530059933,-8.618478877,5.531899057
8.4849,13.11198,3970.33,0.79196,0.519828,1.523503928,7.779573611,-8.643583012,5.530163944
8.74535,14.23224,4511.06,0.82438,0.454083,1.815483072,7.060673802,-8.68014686,5.443925818
20.52132,21.92289,3867.37,0.86054,0.379689,2.266433845,6.073717809,-8.610064051,5.45549467
6.22727,11.19089,2037.28,0.70228,0.964836,0.727874996,10.92046116,-9.089226151,5.376719099
9.81513,13.09645,3651.32,0.80808,0.516398,1.564839523,8.035168512,-8.670482317,5.5049484
10.17332,15.50706,4587.9,0.83238,0.423962,1.963336337,7.759174599,-8.582124291,5.558903398
13.80255,21.94018,6094.97,0.89288,0.247262,3.611068421,4.933345751,-8.318172538,5.555607207
10.05184,14.97748,3973.92,0.80794,0.467357,1.728742696,9.276802105,-8.526605353,5.589786239
5.90786,9.93585,2800.67,0.70888,0.785471,0.902490353,10.86163784,-8.704092872,5.554668704
5.88719,10.335,1494.79,0.68402,1.31798,0.518991183,9.324219048,-9.31765107,5.23890342
13.04549,15.37767,4443.41,0.85924,0.393385,2.184221564,6.937018611,-8.593514002,5.508117208
13.52299,18.70156,3975.57,0.85086,0.409093,2.07986937,7.410479977,-8.575090399,5.574515201
7.85752,12.67085,3740.35,0.76518,0.569165,1.344390467,10.61263055,-8.547845073,5.729834853
10.19798,16.79743,4916.56,0.85346,0.379541,2.248663517,6.149312508,-8.571346822,5.531415845
10.73919,14.51674,4752.09,0.82858,0.423352,1.957189289,7.159343776,-8.601016325,5.474249723
8.44149,12.84097,3861.32,0.7796,0.551025,1.414817839,8.472051428,-8.689344621,5.530887419
8.56261,14.93134,3201.79,0.8028,0.64802,1.238850653,7.438122786,-8.841501698,5.441789299
8.91962,16.77445,4121.46,0.80946,0.474597,1.70557336,6.998229874,-8.748778758,5.3919902
7.95789,14.61949,3304.16,0.7785,0.623488,1.248620663,7.648766623,-8.873795124,5.38001897
7.82095,10.9703,3225.81,0.77218,0.666639,1.15831807,7.007862466,-8.845181966,5.338748606
14.0249,21.29097,5933.53,0.89946,0.232144,3.874577848,4.847876481,-8.305480638,5.511402699
7.20077,12.28034,3256.24,0.75488,0.618673,1.220159923,9.092706269,-8.705515097,5.566720825
14.28029,21.10184,6069.25,0.90128,0.226907,3.972023781,4.77369994,-8.261070477,5.517812575
13.55408,20.16749,5871.46,0.8863,0.258766,3.425102216,6.236884934,-8.345330064,5.485804383
8.32952,15.21287,3366.73,0.78076,0.632151,1.235084655,9.471790105,-8.765549201,5.483714422
9.3704,14.25028,3905.45,0.80276,0.513642,1.562878425,7.465155115,-8.833872324,5.351687453
6.32935,9.56255,2860.71,0.71666,0.78851,0.908878771,10.07108875,-8.881828729,5.481239499
7.04283,12.73459,1911.17,0.7074,0.987994,0.715996251,9.509957773,-9.260929076,5.226271399
23.91753,24.07387,5678.48,0.90668,0.234192,3.871524219,4.447238294,-8.263283629,5.566595365
3.8939,8.41635,858.22,0.58998,1.47204,0.400790739,13.22284047,-10.03608381,4.591139915
12.11089,14.34112,2753.49,0.76352,0.666777,1.145090488,8.402356078,-9.041506483,5.305641337
5.02569,10.59991,1407.93,0.6656,1.21205,0.549152263,11.31995836,-9.312930697,5.197690786
10.17317,15.76802,4426.43,0.83422,0.425117,1.96233037,6.405422808,-8.614619886,5.474493066
10.815,11.87043,3764.22,0.77696,0.561604,1.38346593,8.365910586,-8.532904118,5.635723124
11.10684,17.86899,5218.62,0.84934,0.356514,2.382346836,7.09409288,-8.478174562,5.527344907
5.33988,10.25014,1306.47,0.65172,1.26614,0.514729809,11.66739212,-9.729983443,4.836471752
9.29723,15.54653,4293.06,0.80218,0.46071,1.741182089,8.751000541,-8.615973724,5.527080712
4.75594,10.48131,1703.47,0.666,0.98536,0.675895104,11.61176278,-9.328975133,5.096183161
7.50087,11.25014,3304.11,0.75006,0.653035,1.148575497,9.553914703,-8.780393624,5.514954585
7.92788,14.20415,3824.04,0.7923,0.524569,1.51038281,8.626073393,-8.774511792,5.440960741
11.11474,19.04992,3274.68,0.83008,0.545842,1.520733106,6.537640489,-8.780954729,5.397934979
14.60761,16.18963,3591.01,0.82348,0.514844,1.599474792,6.376268452,-8.808591189,5.263911738
4.82481,8.16413,1651.96,0.62598,1.0028,0.62423215,13.18038388,-9.279799992,5.204878656
10.86159,15.5628,4586.46,0.83242,0.415864,2.001664006,7.089820457,-8.590398444,5.555775732
8.80005,32.30395,4338.07,0.84962,0.363911,2.334691724,7.611111064,-8.620259069,5.38085656
8.38768,14.42324,3938.83,0.8048,0.530317,1.51758288,7.820550994,-8.708688524,5.46449486
8.31551,16.88512,4857.35,0.82438,0.429512,1.91934102,6.784016079,-8.646007846,5.512378846
11.06218,20.08481,5310.29,0.87048,0.335392,2.595410743,5.423658714,-8.551354152,5.470970085
8.38078,14.25556,3960.38,0.7824,0.514637,1.520294887,9.625783562,-8.586167256,5.589917903
4.84607,10.11921,1768.86,0.6745,0.972141,0.693829393,11.69394478,-9.133614401,5.333423155
9.92843,16.71776,4694.49,0.83336,0.398283,2.092381548,7.534681345,-8.55689684,5.550622681
8.33442,12.23653,3500.36,0.78174,0.594961,1.313934863,7.38740725,-8.838715648,5.422541579
12.29498,20.38288,5594.09,0.88416,0.283169,3.122375684,5.347622811,-8.428467018,5.550972134
9.34947,14.72014,4459.69,0.8207,0.440922,1.861326947,8.561380754,-8.555923593,5.522038777
6.88737,13.38214,2728.15,0.73118,0.745204,0.981180992,8.9348906,-9.03074272,5.278285822
7.97845,12.53968,3254.92,0.76098,0.643262,1.183001639,9.203285411,-8.679644013,5.552801579
6.25166,11.52183,2584.17,0.72378,0.78181,0.925774805,10.04937287,-8.9202195,5.423844311
5.48438,10.2593,1891.65,0.6621,0.909185,0.728234628,11.23966582,-9.28557338,5.150876952
8.80224,16.41677,4143.3,0.80464,0.487581,1.650269391,8.750761251,-8.541510574,5.587632508
6.86543,11.00102,3186.24,0.75728,0.666479,1.136239852,8.936123581,-8.736238426,5.580488146
6.39786,14.20954,1908.64,0.7267,1.02944,0.705917781,9.073587668,-9.241374856,5.208927161
5.60073,9.66713,2133.66,0.66558,0.88785,0.749653658,12.98303689,-9.001650768,5.365728919
10.04056,15.99429,4928.41,0.8393,0.374483,2.241223233,6.941174329,-8.527651175,5.508497711
8.61131,14.85151,3337.86,0.79268,0.603813,1.312790549,6.824694517,-8.902313809,5.383267482
13.71015,19.01165,5935.71,0.90156,0.254364,3.544369486,4.024137977,-8.325732217,5.594244764
6.89552,12.56335,3042.61,0.73608,0.713943,1.031006677,10.270055,-8.673258169,5.617045187
6.40768,12.72855,3518.59,0.73596,0.596769,1.233241003,10.29814554,-8.871896291,5.364060141
6.16291,10.27528,1885.79,0.70638,1.06437,0.663660193,10.03268073,-9.205618664,5.267328114
13.44275,20.92627,5930.11,0.88838,0.254047,3.496911989,5.141439364,-8.31799365,5.533915021
11.40217,13.15346,2107.71,0.70832,0.813473,0.870735722,9.106303929,-9.273231033,5.104866097
6.98834,11.83729,2711.41,0.7175,0.710151,1.010348503,12.36875384,-8.793631385,5.451671222
5.8194,8.33618,2762.38,0.68326,0.768602,0.88896464,12.18321693,-8.875556376,5.433934816
15.05112,23.07949,6881.09,0.91046,0.20301,4.484803704,4.421207763,-8.202523741,5.548057251
21.87267,23.61427,5727.07,0.89608,0.244739,3.661369867,5.234797825,-8.285995147,5.604100019
10.06116,17.06582,4651.45,0.81988,0.425534,1.926708559,7.588373879,-8.61246854,5.447550892
4.97266,8.0774,1835.36,0.64954,0.965073,0.673047531,12.06535158,-9.083437701,5.30729776
5.37053,11.40329,1624.52,0.6733,1.08062,0.623068239,11.78975323,-9.1389917,5.338064701
6.18448,12.91017,2859.93,0.7535,0.733073,1.027864892,8.974520004,-8.920539735,5.47147436
8.25335,13.15118,4248.44,0.7943,0.495562,1.60282669,8.497022709,-8.60819468,5.546737794
8.23222,15.505,3929.51,0.80336,0.523492,1.53461753,8.214686129,-8.647897584,5.561096521
12.67078,19.37922,5890.8,0.8917,0.263172,3.388278388,5.235155593,-8.348255856,5.548956374
11.10363,19.08269,3268.42,0.8294,0.547907,1.513760547,6.543142586,-8.82681021,5.42033952
6.84406,12.83993,3112.25,0.73902,0.658791,1.121782174,10.3652945,-8.878381405,5.350762376
10.40477,14.20525,4812.72,0.84996,0.402139,2.113597537,6.371935484,-8.580072027,5.517861947
11.02209,17.69786,5306.62,0.85658,0.340788,2.513527472,6.017814984,-8.458343853,5.54377353
8.64703,12.02511,3440.64,0.74956,0.6264,1.196615581,10.43876135,-8.774510683,5.476243718
8.78851,15.83247,4185.22,0.81928,0.487408,1.680891573,7.19818591,-8.667230918,5.508061965
8.41996,11.62058,4705.7,0.79994,0.471628,1.696124912,8.286393899,-8.649876664,5.515111053
9.46809,16.02848,4520.49,0.82522,0.424369,1.944581249,7.17618297,-8.567850555,5.51296627
8.20008,16.2714,4434.7,0.81142,0.456286,1.778314478,7.608272748,-8.654517646,5.491488138
10.5171,15.00469,4653.45,0.82886,0.408533,2.028869149,7.094830468,-8.632220801,5.519306054
8.7617,13.61712,4198.97,0.79584,0.51445,1.546972495,7.752014959,-8.713059942,5.4848111
5.09726,9.66544,2137.46,0.67,0.885843,0.756341699,12.00701325,-8.884206204,5.513388196
6.94584,13.21867,2350.27,0.72736,0.838888,0.867052574,8.928931861,-9.036743146,5.376051065
4.39437,7.67858,1401.76,0.59106,1.06511,0.554928599,15.12704647,-9.232510413,5.198860788
5.79395,12.04338,2749.77,0.71214,0.727703,0.978613528,10.45882731,-8.940122479,5.375834021
6.36095,9.32958,2368.3,0.71046,0.86348,0.822786862,10.21822152,-9.06960361,5.328422758
6.77458,14.17477,1802.65,0.72934,1.02997,0.708117712,8.849889558,-9.304874743,5.182858646
11.18822,16.84515,4437.15,0.83268,0.410789,2.02702604,6.889510667,-8.58430653,5.48773918
9.20703,12.03844,4283.82,0.79356,0.498756,1.591078604,8.475371965,-8.64528676,5.542067705
5.19461,8.09065,2443.16,0.6878,0.866936,0.79336883,10.81129989,-9.073068759,5.307697196
5.96809,9.84297,1498.63,0.66722,1.19565,0.55803956,10.9932572,-9.313599371,5.230805054
5.73613,9.70293,2376.29,0.67772,0.803857,0.843085275,12.2818209,-8.857695542,5.508481573
5.81246,9.04882,2500.37,0.6802,0.827877,0.821619637,12.06402859,-8.970563169,5.371251455
12.75708,20.52059,5886.82,0.8914,0.265625,3.355858824,5.295302468,-8.381427428,5.488531573
7.1823,11.27374,2944.54,0.739,0.727259,1.01614418,9.41201105,-8.741277874,5.594426195
5.71494,10.3068,2669.09,0.69706,0.780033,0.893628859,11.38449324,-8.8871862,5.439074439
4.11357,10.20828,1230.05,0.6354,1.24777,0.509228464,12.30487647,-9.557589825,5.032263595
8.49163,15.29386,4075.45,0.81332,0.480167,1.693827356,7.977591198,-8.630771856,5.520607948
4.49362,9.13292,1671.45,0.64378,0.95444,0.674510708,12.45034612,-9.387331286,5.032453289
