PLD,LCD,ASA,Porosity,Density,Pore volume,Qst CH4,log_P_0(CH4),log_P(CH4)
11.0351,12.87807,4267.43,0.8377,0.48202,1.737894693,5.321701782,-8.619497193,5.470419918
8.77025,16.03404,3887.72,0.82332,0.499641,1.647823137,6.372512669,-8.769378573,5.431453791
16.32783,20.4668,6138.51,0.91758,0.205815,4.458275636,3.850330748,-8.203470245,5.605147521
19.2309,22.50817,4550.9,0.91574,0.269325,3.400129955,3.692427844,-8.321826299,5.59800194
16.69275,20.92248,4892.91,0.89396,0.291205,3.069864872,4.848806345,-8.507316618,5.585901313
15.71712,17.89798,5114.94,0.85624,0.348844,2.454506886,6.216289653,-8.607486574,5.362297215
18.17757,22.00173,5478.35,0.88784,0.277594,3.198340022,5.704753409,-8.34012865,5.58184406
19.04893,22.20656,6008.3,0.92338,0.193054,4.783014079,4.130378127,-8.124036825,5.62588368
17.04416,20.93358,5953.85,0.91046,0.223348,4.076418862,4.288414961,-8.306075286,5.466935299
19.34034,21.12256,6315.47,0.92418,0.185575,4.980088913,3.666835678,-8.111140745,5.719476934
22.0765,24.89079,5647.62,0.92612,0.198475,4.66617962,3.885866529,-8.148658175,5.653897777
14.1969,20.23531,5451.43,0.89306,0.26873,3.323261266,5.281785871,-8.285547252,5.615814465
17.01292,19.01097,5357.46,0.88068,0.308568,2.854087268,5.509311188,-8.477009062,5.487642246
21.87942,25.42328,6611.02,0.93032,0.165587,5.618315447,3.757438848,-8.049597088,5.643813464
14.83872,19.12972,2867.08,0.85656,0.559611,1.530634673,5.870192336,-8.778489267,5.453989805
15.11493,21.50875,5980.85,0.90344,0.228615,3.951796689,4.756613029,-8.334354174,5.532016839
27.16182,30.35527,6682.38,0.94254,0.138397,6.81040774,3.14197299,-7.89906378,5.656822334
15.05237,16.92938,5011.25,0.88698,0.310746,2.854356935,4.776511189,-8.459820464,5.433029318
18.89406,23.1897,5816.78,0.91876,0.213867,4.295940935,3.875070725,-8.183329611,5.605830728
12.67382,16.04533,4484.37,0.86402,0.386207,2.237194044,5.251567278,-8.577479047,5.523814259
18.44369,22.45049,5505.7,0.90126,0.245544,3.67046232,5.420559389,-8.261277633,5.550769059
10.4537,12.28241,3871.26,0.8305,0.560859,1.480764328,5.653410848,-8.720275623,5.543304303
26.58569,29.76517,7144.14,0.9417,0.134757,6.988134197,3.192317031,-7.938235387,5.73608194
17.65423,22.44589,6253.82,0.92172,0.185036,4.981300936,4.058891735,-8.138950092,5.614233414
19.88383,23.43102,4641.31,0.88036,0.29723,2.961881371,5.90697625,-8.381597083,5.572237585
21.57005,25.1666,6516.44,0.92532,0.175851,5.261954723,3.884402713,-8.052823688,5.66334641
11.27084,14.1751,3621.01,0.81354,0.538881,1.509683956,6.52263844,-8.726839709,5.470533398
16.93003,19.39141,5320.62,0.88162,0.308176,2.860767873,5.392292307,-8.470425146,5.468391392
21.93242,24.9308,6403.28,0.91162,0.215374,4.232730042,4.472587277,-8.195508752,5.578214087
14.53981,22.21277,5519.35,0.8823,0.273035,3.231453843,5.208718804,-8.555098524,5.396019737
14.86325,19.86117,5959.6,0.90852,0.229712,3.955039354,4.155747456,-8.256037649,5.588973825
14.85852,20.62731,4531.67,0.87542,0.347663,2.518013133,6.013937509,-8.575062499,5.448962191
8.66567,14.65216,4467.11,0.81888,0.435792,1.879061571,7.857521592,-8.651666065,5.480576703
22.19492,24.87168,6709.41,0.92624,0.175641,5.273483982,3.956746726,-8.091409288,5.647910062
11.69604,18.29844,5878.87,0.88538,0.286239,3.093149431,4.937892945,-8.444050122,5.514433652
16.23564,20.53504,5240.79,0.89704,0.276525,3.243974324,5.293099232,-8.304798384,5.586344777
12.51026,15.52489,3810.09,0.85932,0.44773,1.91928171,5.416975125,-8.650813172,5.502627901
10.98009,14.25846,4240.07,0.83208,0.442085,1.882171981,5.906957343,-8.733929755,5.376657581
14.93496,16.22558,3804.53,0.82108,0.467795,1.755213288,9.314435864,-8.762712099,5.439080919
22.04316,24.18716,6414.15,0.91614,0.201876,4.538132319,4.180681698,-8.188113121,5.585374614
10.5545,13.98913,4005.94,0.84606,0.479397,1.764842083,6.100526583,-8.721988334,5.486989143
4.52274,7.29369,985.536,0.60902,1.41473,0.430484969,12.56071648,-9.815304117,4.826732618
16.64465,21.78461,5823.05,0.90632,0.232796,3.893194041,4.919900073,-8.173267505,5.678571875
15.04018,17.97823,5147.54,0.8799,0.303749,2.89679966,5.729366649,-8.477644314,5.534364252
27.06742,28.86271,6768.54,0.93046,0.164557,5.654332541,3.895842455,-8.017269537,5.632818762
16.47099,18.54818,5884.34,0.8914,0.271184,3.287067084,5.243775154,-8.406632796,5.508477949
19.06062,21.30077,5286.36,0.89052,0.259839,3.42719915,6.89093428,-8.373378864,5.574864267
22.37416,26.16801,6542.82,0.92708,0.169136,5.481269511,3.977066015,-8.089254806,5.607601375
15.00541,17.32343,4939.52,0.88564,0.334691,2.646142263,4.537903914,-8.466485634,5.453267273
11.40756,14.11041,3722.17,0.8309,0.525465,1.581266117,5.981195104,-8.726522109,5.469818165
19.11965,22.32451,5775.95,0.90886,0.237407,3.82827802,3.942437739,-8.266014215,5.563944412
10.55154,12.93182,4775.39,0.85842,0.407849,2.104749552,5.130832294,-8.524537617,5.538288139
16.39228,21.02307,6215.58,0.9157,0.209664,4.367464133,3.843164499,-8.196485269,5.615249856
12.99803,16.9401,4935.07,0.87584,0.343252,2.551594747,4.279244791,-8.481739139,5.49931329
21.97285,25.30627,5545.14,0.92586,0.199062,4.651113723,3.894362286,-8.140512965,5.647153103
9.28206,11.56741,3140.61,0.78988,0.672208,1.17505296,7.151082243,-8.920580436,5.367834289
18.50152,21.77681,4894.52,0.89,0.280285,3.175339387,5.745745939,-8.336481362,5.527996096
26.71551,28.89089,6870.01,0.9313,0.160176,5.814229348,3.837546317,-8.016909727,5.569282941
10.94385,12.59376,5030.05,0.8614,0.385283,2.235759169,4.977457153,-8.524481435,5.592496631
11.69169,13.53128,3382.98,0.81382,0.583381,1.395006008,6.930242123,-8.813690765,5.353271272
14.30512,21.43221,4299.27,0.86532,0.380701,2.272964873,5.635056797,-8.658035408,5.387920046
11.89098,14.91638,2934.69,0.79326,0.63618,1.246911252,7.180613121,-9.060557577,5.240908786
16.21715,20.10541,5538.46,0.89596,0.261036,3.432323511,5.148609027,-8.390619065,5.466862384
15.18554,17.20225,4710.83,0.85518,0.382825,2.233866649,7.377287156,-8.542618062,5.556007738
5.24685,9.61645,1093.72,0.64532,1.51482,0.42600441,10.88740636,-9.491063697,5.150546349
22.1668,25.76537,6725.43,0.92686,0.164228,5.643739192,4.207228136,-8.081950346,5.569303212
17.65234,21.49575,5692.05,0.91596,0.219688,4.169367467,4.388233045,-8.151685701,5.569676926
15.26847,19.34465,5066.35,0.89876,0.27416,3.27823169,4.820584229,-8.350463363,5.580187264
11.79982,15.32515,4618.23,0.84228,0.393157,2.142350257,6.343159439,-8.548313642,5.491064506
14.52992,22.54506,4752.66,0.89674,0.275981,3.249281653,5.013280894,-8.397744362,5.500474252
16.43891,19.22847,5119.38,0.8776,0.320121,2.741463384,5.379744034,-8.472338629,5.39120574
11.225,18.1985,4859.66,0.84262,0.348534,2.417612055,8.125683767,-8.578313358,5.451568249
14.52681,21.09801,3011.29,0.88326,0.451254,1.95734553,5.039940519,-8.652870579,5.464495801
10.86528,14.27546,4261.58,0.83704,0.45135,1.854525313,5.92425738,-8.684760923,5.469274264
22.15577,26.19702,6721.09,0.9277,0.165557,5.603508157,3.854597383,-8.044465544,5.630386276
15.62477,19.83024,5923.2,0.88536,0.253023,3.499128538,5.834843544,-8.418869565,5.495419003
10.18273,12.85291,4041.7,0.8077,0.54898,1.471273999,7.183636833,-8.703904712,5.531500984
14.16331,19.39692,5654.02,0.898,0.254271,3.531665035,4.920218761,-8.311973428,5.618381702
15.93726,18.96401,5717.71,0.87952,0.292725,3.004594756,5.736058134,-8.45616168,5.556546358
16.36915,20.52539,4238.03,0.8871,0.348166,2.547922543,5.18548505,-8.58509996,5.469158093
22.16085,26.78392,6925.19,0.9395,0.140832,6.671069075,3.311092777,-7.934282537,5.612439663
16.4562,18.61618,3728.87,0.86286,0.481481,1.792095638,6.125705393,-8.722856926,5.41335287
15.70359,18.39371,4223.91,0.87236,0.385775,2.261318126,5.846962299,-8.538313381,5.491743794
10.825,12.85131,2658.15,0.81744,0.720342,1.134794306,6.539016788,-8.931605724,5.361116021
16.57572,19.20607,5174.46,0.88448,0.293035,3.018342519,5.632701321,-8.335870517,5.605654787
17.13008,22.17367,6014.07,0.90426,0.238999,3.783530475,4.663689528,-8.243001821,5.584185538
21.56579,24.24993,6356.87,0.907,0.224056,4.048095119,4.763721281,-8.253655063,5.608721286
11.50353,12.61407,3659.79,0.80622,0.546469,1.475326139,7.245828319,-8.770028376,5.422930141
15.74755,19.51656,4142.96,0.87978,0.375953,2.340132942,5.298611173,-8.479935008,5.595525389
16.33805,18.77543,3708.03,0.86166,0.476349,1.808883823,6.005383914,-8.707793934,5.426984165
14.10022,20.30745,6393.75,0.90208,0.232421,3.881232763,4.438319888,-8.299431216,5.551694713
10.09785,13.80804,4147.29,0.82632,0.477661,1.729929804,6.358745826,-8.781218732,5.357431355
10.47704,13.3302,4389.11,0.83078,0.462417,1.796603499,6.651430277,-8.665136988,5.457590885
18.53749,23.50538,5877.84,0.91062,0.211672,4.302033335,5.159817762,-8.177239537,5.596780017
15.97887,19.91934,5337.94,0.89968,0.258449,3.481073635,4.702785072,-8.344620571,5.587710538
17.55189,22.89908,6220.72,0.91944,0.193026,4.763296136,4.021318844,-8.128094791,5.618057106
10.94865,14.31708,3605.83,0.83474,0.528015,1.580902058,6.513498619,-8.7339186,5.432184688
16.0158,21.99668,5797.42,0.91324,0.225573,4.048534177,4.489164111,-8.195239442,5.534630743
17.6065,22.35806,6286.77,0.91646,0.198302,4.621536848,4.324002578,-8.22339511,5.652942592
13.94041,16.88796,5021.66,0.87222,0.334393,2.608367998,5.55859771,-8.484221148,5.531396777
11.8892,14.82646,4583.35,0.86222,0.389312,2.214727519,5.081393379,-8.555852376,5.488085615
10.07184,13.19419,3095.18,0.80368,0.647401,1.241394437,6.900694043,-8.822242752,5.47360532
15.46447,18.70511,5513.65,0.89564,0.26682,3.356719886,5.342360386,-8.339501053,5.532019098
10.34785,14.45733,4320.5,0.8367,0.441885,1.893479073,6.143860496,-8.711900081,5.396895794
8.7413,15.77896,4039.86,0.8112,0.49065,1.653317028,7.623977241,-8.790534181,5.378351773
15.02755,20.99669,4222.46,0.90188,0.325507,2.770693103,4.813596147,-8.489967355,5.472663437
26.0233,28.19417,7067.19,0.93076,0.163821,5.681567076,3.56857258,-8.014095146,5.650121526
23.09142,23.86114,6263.34,0.899,0.249993,3.596100691,5.37645868,-8.35883665,5.498138181
14.49292,19.32409,5848.86,0.88496,0.276824,3.196832645,5.26700016,-8.392097891,5.543873162
13.91814,16.09669,3373.24,0.80218,0.523521,1.532278552,8.121750336,-9.012745267,5.216506223
16.48355,20.89125,5609.82,0.9075,0.245093,3.702676127,4.041528744,-8.296575045,5.574629477
19.22744,23.00274,6291.58,0.9146,0.215485,4.244378959,3.864105982,-8.189716471,5.641574136
16.39172,21.08529,5515.69,0.90636,0.239451,3.78515855,4.631580844,-8.236942872,5.59698619
26.28237,28.69642,6572.85,0.91976,0.187322,4.910047939,4.66427768,-8.162594283,5.615537143
9.70589,12.10053,2582.28,0.8021,0.769002,1.0430402,7.052891114,-8.985162972,5.314542774
10.07871,14.49356,3886.4,0.82972,0.48582,1.707875345,6.524517252,-8.736306932,5.482845091
16.99024,20.53036,3983.41,0.89228,0.356474,2.503071753,4.941750181,-8.527559624,5.51568692
15.2191,21.28945,5582.02,0.89762,0.258071,3.47819011,5.224007413,-8.415244725,5.470778687
10.92749,14.96018,4501.99,0.84196,0.409003,2.058566808,6.352435108,-8.580850001,5.476973431
9.48999,16.39022,4280.55,0.84134,0.439234,1.915471025,6.474929931,-8.656134173,5.426765758
11.66352,15.5622,4625.68,0.86006,0.378251,2.273781166,5.734850915,-8.555119943,5.516032818
14.56712,20.98056,5429.73,0.87894,0.278918,3.151248754,5.191965123,-8.50022676,5.414891538
26.88373,29.28148,6503.17,0.9268,0.168425,5.502746029,3.944998483,-8.026219919,5.574185576
14.98958,21.47436,3089.51,0.89102,0.423177,2.105549215,4.804963937,-8.604303351,5.528455207
14.7872,18.16248,5517.96,0.90282,0.262251,3.442579819,3.774188459,-8.314685594,5.562529947
11.05144,15.42888,6178.01,0.87448,0.291656,2.998326796,6.094519499,-8.472096934,5.478296259
19.29703,22.2306,6528.33,0.91806,0.208445,4.404327281,3.697578927,-8.166263106,5.578421172
8.79032,11.5785,4017.31,0.82094,0.528702,1.552746159,6.089798617,-8.706956757,5.497445048
10.88898,13.42667,3762.16,0.83144,0.503102,1.652627101,5.7763266,-8.759692836,5.421446826
10.16112,15.71785,3738.32,0.8295,0.514158,1.613317307,6.87419033,-8.752969493,5.346861149
15.80014,20.80932,5907.26,0.89404,0.25464,3.510995916,5.209557985,-8.389543316,5.518757821
17.5324,22.2026,5920.54,0.91182,0.21733,4.195555147,4.429073447,-8.227033879,5.621594865
16.21033,18.0751,3859.31,0.87662,0.436827,2.006789873,5.282299402,-8.644430283,5.477687322
16.12887,21.17734,5466.39,0.8933,0.266924,3.346645487,5.124042193,-8.425721068,5.460345405
18.95374,22.86895,4630.59,0.9161,0.267341,3.426709708,3.921288829,-8.317208621,5.543766623
10.6213,13.79663,3850.73,0.81822,0.489711,1.670822179,6.014068543,-8.80999945,5.332674724
10.95802,12.38401,5345.79,0.86738,0.350878,2.472027314,4.868490125,-8.478302938,5.596603837
11.11483,13.90084,2702.03,0.82298,0.676057,1.217323391,6.643040714,-8.866782103,5.44903581
17.6329,22.40995,5919.62,0.90096,0.240831,3.741046626,4.686171582,-8.226047929,5.561180845
18.46311,22.34121,5617.58,0.91746,0.218653,4.195963467,4.146040315,-8.215369252,5.604751903
15.94693,21.4851,5607.49,0.90514,0.232027,3.90101152,5.246562459,-8.298306821,5.544116444
11.685,14.12024,4064.96,0.82872,0.444373,1.864919786,6.399803229,-8.655841162,5.413108449
16.24405,18.32856,5286.06,0.8709,0.324775,2.681548765,5.99549719,-8.521709813,5.509326347
16.62931,18.964,5205.72,0.8818,0.311487,2.830936765,5.2951856,-8.48229549,5.463090774
14.91433,17.85185,5430.24,0.8836,0.304178,2.904878065,4.761862632,-8.479177066,5.419487072
21.55558,23.88743,5957.55,0.92748,0.189316,4.899110482,3.670291295,-8.113918041,5.677652145
19.53124,24.34877,6573.1,0.92552,0.17812,5.196047608,3.708452355,-8.073804063,5.578803629
10.5276,12.10492,4387.97,0.8462,0.46306,1.827408975,5.071782197,-8.652221094,5.496518973
14.50107,20.05552,2834.79,0.86108,0.562858,1.529835234,5.877415749,-8.828811131,5.472153067
16.37924,19.48503,4374.37,0.87294,0.386015,2.261414712,5.027459602,-8.643354608,5.486647209
19.26226,22.34037,6192.14,0.91336,0.222009,4.114067448,3.920462176,-8.180591682,5.640648607
19.51722,21.97426,6383.55,0.912,0.227086,4.016099627,3.850919273,-8.184585734,5.634229664
17.63558,23.43143,6343.74,0.92078,0.18648,4.937687688,4.296149189,-8.172480712,5.582520187
10.18721,12.29804,3888.72,0.8097,0.49489,1.636121158,6.3832644,-8.774678337,5.386639887
14.379,17.85154,5789.93,0.90788,0.24619,3.687720866,3.435747885,-8.320810629,5.657747045
5.77092,10.69227,2525.46,0.71134,0.796001,0.893642093,9.844315353,-8.998398476,5.338962681
14.98361,18.5665,5077.8,0.86242,0.349878,2.464916342,6.45730249,-8.578017357,5.45745896
11.40609,13.95433,4678.97,0.84998,0.40367,2.105630837,5.525263374,-8.656941479,5.378052964
16.05247,20.71221,6127.06,0.9074,0.221083,4.104340904,4.780206034,-8.27852333,5.48437029
9.32356,12.40166,4897.31,0.84194,0.434798,1.936393452,5.526330285,-8.61062839,5.522313203
16.53187,20.01431,4909.24,0.88968,0.313085,2.841656419,4.657898781,-8.494396646,5.479322724
5.74192,9.61066,1359.85,0.65638,1.26583,0.518537244,10.96855223,-9.719074465,4.852383605
22.73521,25.99472,4703.22,0.88268,0.274409,3.216658346,6.377155386,-8.363091138,5.561884688
26.59035,28.85043,7382.11,0.94538,0.124916,7.568125781,2.953628075,-7.84979985,5.71865728
17.99714,20.76882,5446.79,0.90542,0.245616,3.686323367,4.419511811,-8.337287624,5.484500521
9.03064,14.05914,3906.31,0.80376,0.526482,1.52666188,7.549471713,-8.702126023,5.463313676
10.24762,12.80773,4298.42,0.819,0.469514,1.744356931,7.303953339,-8.669014236,5.484985561
14.08562,16.37545,5212.25,0.87672,0.314002,2.792084127,5.397006017,-8.465167834,5.39288694
11.09413,12.81085,4349.9,0.84708,0.452397,1.87242621,4.988888411,-8.600922863,5.452006697
15.47282,22.1515,5956.45,0.90562,0.220196,4.112790423,4.772192083,-8.287546496,5.493791242
21.85743,24.50917,6548.2,0.91792,0.195101,4.704845183,4.1040689,-8.104680383,5.651082768
17.24277,19.45903,4913.3,0.888,0.30524,2.909186214,5.100032276,-8.362988069,5.539613718
14.46574,19.94563,5416.34,0.87154,0.298751,2.917278938,5.305686296,-8.563968195,5.408692571
15.40704,19.66784,5642.58,0.8785,0.277492,3.165857034,6.242666688,-8.481397225,5.384793143
15.57368,18.65806,4741.31,0.8539,0.391194,2.18280444,5.844826393,-8.637988069,5.429661844
21.28541,26.0598,5544.14,0.92328,0.205392,4.495209161,4.177294476,-8.189958431,5.595787349
16.98428,19.16233,5368.86,0.88214,0.305928,2.883488925,5.344646985,-8.470213854,5.464112424
11.19152,12.68743,4554.18,0.8604,0.422341,2.037216373,4.792128998,-8.558553527,5.506918886
19.1702,22.22692,6061.09,0.91074,0.225938,4.030928839,3.918618135,-8.255637898,5.623393988
16.55509,20.4391,5092.9,0.90126,0.271262,3.322470527,4.410168369,-8.41214348,5.547562867
9.76034,11.77659,3475.62,0.7928,0.604618,1.311241147,7.594887327,-8.83769373,5.399091154
21.42291,24.32976,5907.67,0.90798,0.222933,4.072882884,4.588717402,-8.171019907,5.631720347
12.42581,16.25096,4114.58,0.84584,0.429791,1.96802632,5.927410886,-8.774523992,5.419219678
10.2014,12.84067,3501.56,0.80862,0.577608,1.399945984,7.367357446,-8.748037254,5.453139433
14.65325,19.68967,3004.71,0.87464,0.504537,1.733549769,5.24737657,-8.734647398,5.489771765
11.23403,13.37232,2996.84,0.81264,0.678091,1.19842322,6.765066271,-8.89434537,5.376435843
26.60005,28.09238,5851.65,0.92766,0.197263,4.702655845,3.627838248,-8.1436214,5.687182059
16.09928,18.17332,5970.63,0.91224,0.23196,3.932747025,3.327359222,-8.192908032,5.631902535
11.73748,16.16742,5213.13,0.85592,0.355885,2.405046574,6.960626396,-8.472564681,5.597534089
22.16543,24.03538,6355.46,0.91472,0.204881,4.46464045,4.170254277,-8.152586709,5.603391369
11.47955,14.25874,4186.75,0.82442,0.447481,1.842357553,6.614504472,-8.896259188,5.22851142
15.4907,18.85324,5425.63,0.88884,0.278263,3.194244294,5.326645305,-8.3435194,5.54953176
13.67051,15.73865,3025.97,0.85554,0.530222,1.613550551,5.772974367,-8.743571954,5.4490923
9.29743,12.29443,4856.7,0.84326,0.440895,1.912609578,5.28505825,-8.620100674,5.464467237
11.93577,13.67133,4425.29,0.82076,0.445042,1.844230432,7.011012028,-8.607189537,5.52226812
9.18859,11.86852,4701.91,0.8407,0.451119,1.8635881,5.81773923,-8.593055517,5.491141696
24.23315,27.90404,6720.86,0.92782,0.164174,5.651442981,4.147494923,-8.058509768,5.637829899
10.59283,16.67793,5583.72,0.86358,0.322623,2.676746543,6.20424973,-8.476623391,5.48005524
16.58889,23.23769,6049.72,0.91534,0.203949,4.488082805,4.570440849,-8.130655507,5.609102768
24.74153,27.69258,6691.58,0.93218,0.154174,6.046285366,4.073951104,-8.040297233,5.643348676
11.65615,15.57023,4031.34,0.85134,0.448209,1.899426384,5.377014113,-8.634480601,5.435462762
10.12711,14.74879,4766.85,0.82204,0.414043,1.985397652,8.077121758,-8.64759231,5.483436638
14.28446,17.09421,5602.65,0.8968,0.268159,3.344284548,4.005306595,-8.381377377,5.638498098
25.42691,27.93724,6623.74,0.93344,0.15366,6.0747104,3.927792158,-7.980964028,5.588813418
11.76948,13.71799,3942.93,0.81904,0.493333,1.660217338,6.417515563,-8.691070526,5.468910563
14.5552,20.83469,5378.03,0.8792,0.280699,3.132180735,5.469995826,-8.496305259,5.496310487
19.19222,23.92025,6536.31,0.92806,0.181108,5.124345694,3.49925197,-8.075114868,5.660905147
17.59438,20.49565,5600.36,0.89512,0.264318,3.386526835,4.811180858,-8.352542959,5.601381224
11.68169,13.20057,3826.97,0.81074,0.525402,1.543085104,6.98528806,-8.760671458,5.37133901
15.32054,17.58003,5136.34,0.85422,0.354028,2.41286,6.288528114,-8.647834083,5.411730651
21.81941,24.78741,5976.92,0.91208,0.215904,4.224470135,4.306355215,-8.188014892,5.587722832
18.3148,22.17563,6374.29,0.91484,0.195631,4.676354974,4.281780785,-8.160373989,5.57470426
14.59248,17.29075,5455.98,0.86424,0.332129,2.602121465,5.899009403,-8.582260185,5.402839533
11.77331,13.20341,5089.86,0.87272,0.360961,2.417768125,4.506548892,-8.472059627,5.495940188
18.15451,23.40602,6193.61,0.91918,0.198204,4.637545155,4.082759086,-8.138159296,5.639426425
14.06888,18.32042,5058.3,0.8709,0.333518,2.611253366,5.819249414,-8.448723257,5.586140075
22.12165,24.86643,5628.31,0.91014,0.23129,3.935059882,4.548646689,-8.232026134,5.502127
17.03517,18.86638,5154.2,0.88118,0.320593,2.748594012,5.239911096,-8.532191425,5.494916158
17.59137,21.55059,5694.25,0.90842,0.230583,3.939665977,4.41764655,-8.305113203,5.529323292
17.53807,22.52219,6030.56,0.91208,0.215789,4.226721473,4.51498849,-8.259249193,5.578032675
14.84931,21.73937,4695.91,0.89686,0.278338,3.222197472,5.166033252,-8.388014827,5.48588102
21.83842,24.83278,6262.59,0.9286,0.176196,5.270267202,3.609251638,-8.065864874,5.698815544
22.01534,24.96146,6619.92,0.92754,0.169854,5.460807517,3.858810097,-8.038107846,5.615707425
14.97859,18.09086,4465.63,0.86524,0.37794,2.289358099,5.763626511,-8.637573722,5.453923126
15.83907,19.66027,5802.24,0.91052,0.222134,4.09896729,4.754798139,-8.239469596,5.58225247
18.79228,22.95764,5809.44,0.92516,0.189231,4.889050948,3.985319605,-8.068560101,5.659585164
16.69108,20.16892,5229.63,0.896,0.275459,3.252752678,4.819445469,-8.424509225,5.471065579
19.69919,23.32705,6624.04,0.92508,0.187869,4.924069431,3.309925844,-8.092319538,5.588715821
17.0445,22.67185,5725.76,0.90408,0.23179,3.900427111,5.238836356,-8.238649072,5.576489413
22.28754,25.12813,6176.61,0.91644,0.205865,4.451655211,4.20846749,-8.20253554,5.572760247
16.44089,19.12698,4592.61,0.87674,0.361657,2.424230694,4.90065538,-8.547882411,5.42401789
10.08563,13.71991,3669.03,0.8162,0.519506,1.571107937,6.516692116,-8.812219016,5.437805229
21.88216,26.00372,4868.64,0.9216,0.235437,3.914422967,3.904745794,-8.253530624,5.512862686
16.47056,21.09262,4418.32,0.89202,0.333515,2.674602342,4.831755539,-8.524743216,5.465108839
14.51847,18.83895,5142.32,0.86168,0.319703,2.69525153,6.252412448,-8.594071119,5.448992732
19.55638,20.91688,4868.35,0.89726,0.298898,3.001893623,4.315304377,-8.40916612,5.59386029
14.15328,17.59506,5118.86,0.88548,0.317839,2.785938793,4.161935316,-8.465410108,5.476663649
15.69354,19.20559,4357.33,0.8795,0.349676,2.515185486,6.456628967,-8.556112728,5.439998698
16.47704,20.96454,5695.58,0.9003,0.250087,3.599947218,5.070830778,-8.35691212,5.487118143
15.15179,20.66357,6133.12,0.90318,0.227343,3.972763621,4.756627591,-8.295536838,5.484857877
14.41106,17.67846,5202.55,0.89296,0.306409,2.914274711,3.789906743,-8.395326821,5.558759788
12.10127,15.36328,4680.64,0.86076,0.364502,2.361468524,5.357086598,-8.51737445,5.512458511
27.2542,30.71814,7236.34,0.94374,0.125527,7.518223171,3.22776869,-7.818090617,5.660354088
21.88714,25.03531,6370.33,0.92252,0.183838,5.018113774,4.07665387,-8.122827753,5.601544617
11.60119,14.44233,3534.45,0.8396,0.520074,1.614385645,6.327950221,-8.644396829,5.524245875
11.16452,14.80058,4360.21,0.84106,0.448682,1.874512461,6.039072865,-8.623869036,5.529104623
11.45835,15.03476,4192.76,0.8477,0.423959,1.999485799,5.776021433,-8.631193106,5.431197386
13.93358,16.90755,5507.1,0.89798,0.271803,3.303789877,3.916613968,-8.377946343,5.573133469
21.54252,26.08296,6610.67,0.92856,0.165696,5.603997683,3.938318937,-8.075227809,5.636146386
14.75116,21.29529,6043.54,0.90198,0.227924,3.957371755,4.780786012,-8.332914397,5.494728267
18.4439,22.44763,6039.17,0.9059,0.22343,4.054513718,5.136457123,-8.276723804,5.54580429
15.32943,18.0896,4853.65,0.87658,0.336231,2.607076682,5.704084564,-8.426282609,5.528216672
11.45982,14.79417,4376.73,0.8457,0.386946,2.185576282,6.180703242,-8.626541262,5.396193635
21.23862,26.71497,6656.99,0.93562,0.144697,6.466063567,3.670019555,-7.951455779,5.683550084
15.7686,19.18805,5192.14,0.88294,0.304501,2.899629229,5.586862726,-8.366005893,5.494766435
21.87418,27.32376,6975.29,0.94078,0.134478,6.995791133,3.390074118,-7.899928256,5.671501757
9.60167,14.20074,4048.74,0.8017,0.509374,1.57389266,8.834801906,-8.633317852,5.502266414
21.27132,25.71082,5985.17,0.929,0.1743,5.329890993,3.928822967,-8.071619089,5.632382403
27.12549,30.34669,6970.59,0.94376,0.132455,7.125136839,3.237376763,-7.881081875,5.722679192
21.46881,26.18832,6412.45,0.924,0.172745,5.348924716,4.219170123,-8.067289058,5.629033831
14.67985,18.28194,4066.43,0.84554,0.430945,1.962060124,8.606752402,-8.575450879,5.504467549
24.48449,26.54983,6016.27,0.93334,0.167928,5.557977228,3.879287104,-8.020647152,5.604182256
8.01733,12.06142,4784.38,0.80566,0.460852,1.748196818,8.561169315,-8.625292484,5.501413749
16.75168,22.22741,5291.11,0.90334,0.251111,3.597373273,4.978708303,-8.278204641,5.580805165
13.74379,15.89557,5424.68,0.88344,0.295192,2.992764032,4.922127055,-8.385330506,5.575391342
11.02865,12.7021,4223.18,0.84098,0.482803,1.741869872,5.206111967,-8.617159645,5.503581669
14.97462,20.23914,3575.01,0.88222,0.42597,2.071084818,5.301549995,-8.674443771,5.453400792
14.80456,19.37084,5845.4,0.90182,0.250275,3.603316352,4.006835233,-8.301668287,5.637338523
15.88587,19.73001,5097.45,0.90406,0.266067,3.397865951,4.466707712,-8.307067407,5.566841532
10.8843,13.94059,3988.18,0.81352,0.514716,1.580522074,6.272918437,-8.728639963,5.37792387
13.9365,16.02465,4917.18,0.87112,0.340328,2.559648339,5.452526247,-8.433342502,5.568486115
13.62354,15.54384,4871.27,0.86856,0.349432,2.485633829,5.192332711,-8.557456024,5.438600216
19.3899,24.26649,6506.74,0.92758,0.180122,5.149731848,3.429726916,-8.064848164,5.621183742
32.86475,33.43567,3637.93,0.86984,0.411617,2.113226616,5.882025452,-8.532551725,5.504088347
16.47373,23.56982,5206.7,0.91726,0.223025,4.112812465,3.713878963,-8.254745648,5.57640079
11.03311,16.86769,5704.18,0.877,0.309776,2.83107794,5.028658633,-8.439851377,5.484102617
17.59783,20.69509,5800.01,0.89872,0.249083,3.608114564,5.610380482,-8.339362069,5.518520735
16.53375,20.36398,4596.97,0.8873,0.327756,2.707196817,5.070534529,-8.513602921,5.50482319
17.59752,21.34514,5991.36,0.90854,0.2191,4.146691009,4.618029209,-8.258097492,5.582537611
