Polymer density,FFV,PLD,LCD,ASA,Porosity,Pore volume,Qst CO2,log_P(MMM) - CO2
0.965,0.314,10.00412,14.3107,4007.52,0.81652,1.606889481,16.98364978,4.876943654
1.418,0.152,32.85983,38.66557,5239.33,0.95192,7.941534714,14.50392836,1.896182875
1.311,0.149,4.09054,4.66904,1961.83,0.62058,0.658505994,25.30859068,0.604759264
1.418,0.152,10.00412,14.3107,4007.52,0.81652,1.606889481,16.98364978,1.896150568
1.386,0.1057,4.4269,4.8597,406.023,0.44758,0.324171248,34.13958633,-3.024456618
0.965,0.314,10.344,16.79584,5108.78,0.8594,2.426285417,14.57163015,4.860969629
1.22,0.25,5.57745,6.73617,1558.49,0.64406,0.526653202,35.91731676,4.367965932
1.33,0.403,17.3473,20.08507,5776.21,0.89752,3.891938771,9.759578798,-0.876148534
1.09,0.26,18.62928,20.14992,5092.64,0.87312,2.883877936,11.31619561,3.597720922
1.44,0.2104,9.87308,10.22467,1776.13,0.6437,0.711715836,16.85249919,2.521435775
1.311,0.149,11.0582,18.91949,4991.87,0.85968,2.437059359,10.68733359,0.604759321
1.33,0.403,22.18452,24.36933,3696.65,0.91394,3.252432367,7.633280472,-0.876148561
1.33,0.104,14.63523,24.53954,5735.28,0.90954,4.032882398,7.891634837,2.760661886
1.241,0.225,21.99837,24.69379,6464.44,0.91898,4.670610598,7.691670825,1.197258717
1.386,0.1057,15.82487,22.25964,5461.28,0.90466,3.825945004,9.01767315,-3.024456617
1.09,0.26,4.47445,5.644,2265.11,0.6932,0.655155141,13.31284804,3.60033853
1.44,0.2104,5.08524,7.14066,876.407,0.5421,0.409797029,22.75035434,2.521394123
1.09,0.26,18.04635,22.64363,6438.51,0.91912,4.692667834,7.361642722,3.599428624
1.44,0.2104,3.75974,4.5308,374.836,0.4411,0.339054705,28.10486782,2.521395996
1.241,0.225,14.6582,20.971,5987.54,0.89326,3.642881321,11.80769492,1.197254229
1.33,0.104,5.13983,5.91316,884.186,0.5329,0.431651763,28.47669516,2.757491849
0.965,0.314,8.16815,10.52737,3199.82,0.73192,1.01319793,21.69799952,4.935435106
1.241,0.225,4.81731,6.90235,2052.86,0.64848,0.713762896,19.14520668,1.197271695
0.965,0.314,14.4513,17.69342,4473.28,0.83426,2.053345738,16.91759791,4.838841503
1.33,0.403,11.55783,13.83708,4897.5,0.85024,2.209167275,15.74067711,-0.876148548
0.75,0.29,5.00426,5.91163,914.565,0.56176,0.485972577,22.12570963,4.675543814
1.44,0.2104,5.41503,11.30468,5059.07,0.7839,1.530250708,18.84172597,2.52165415
1.44,0.2104,3.68765,4.75768,286.74,0.44254,0.250797663,22.15488168,2.520834676
0.75,0.29,30.27388,31.76203,5029.32,0.91136,4.554386175,8.902937101,4.654407845
1.22,0.25,8.36781,12.42499,4239.14,0.7967,1.693171844,16.5684545,4.364746454
0.75,0.29,11.225,18.1985,4859.66,0.84262,2.417612055,21.98558904,4.64026535
1.09,0.26,42.88501,49.69914,6746.06,0.97414,15.29579128,5.156960063,3.602656134
0.75,0.29,4.38596,4.69951,2426.46,0.66926,0.767312572,18.75095458,4.679767889
1.44,0.2104,7.5363,10.16803,3252.49,0.72872,1.081161278,19.73735141,2.521489251
1.09,0.26,37.06746,38.37497,3404.32,0.88362,2.835114063,17.17066114,3.599559451
1.44,0.2104,4.95677,7.5254,3239.27,0.6945,0.918334964,16.16181587,2.521617718
1.09,0.26,9.85657,15.58677,4270.1,0.82504,1.813952466,23.48117879,3.599578788
1.22,0.25,10.34674,12.71299,4624.06,0.8228,1.902823709,17.40653976,4.352176476
1.22,0.25,6.19333,8.78773,2587.48,0.66756,0.897966541,18.93530836,4.367840395
1.22,0.25,18.45586,21.22654,4512.63,0.84928,2.422873054,12.0371086,4.354949571
1.09,0.26,7.74333,9.92337,2752.28,0.72628,1.009583172,20.94917039,3.595325775
1.44,0.2104,3.93087,5.33307,1132.67,0.60896,0.526499628,22.59888275,2.521286995
1.33,0.403,37.49101,44.54123,4568.78,0.96336,8.789700824,15.03974094,-0.876148451
1.33,0.104,4.07072,4.99075,787.362,0.59424,0.427289462,25.92711587,2.760937297
1.241,0.225,26.25487,29.79611,7324.57,0.94536,7.473319736,6.076098671,1.197253979
1.311,0.149,9.55919,10.5248,746.086,0.59442,0.388065938,35.33091074,0.604762519
1.33,0.403,6.11727,6.63074,1496.53,0.61994,0.598172503,18.28431759,-0.876148388
1.44,0.2104,3.94718,5.04407,958.047,0.61434,0.522976079,23.2264979,2.521617399
0.75,0.29,9.85075,10.95857,1294.76,0.65152,0.541556876,28.52466908,4.646769346
1.33,0.403,7.32218,7.81866,1603.25,0.6327,0.633389761,17.93624277,-0.876148381
1.09,0.26,36.27747,41.43917,5237.83,0.9619,9.565718945,4.595735043,3.602179068
0.965,0.314,3.8221,5.4847,212.345,0.44154,0.224258338,44.74448584,4.602284647
0.965,0.314,28.26773,32.36037,3176.96,0.83118,1.755218056,19.14204893,4.895450282
1.33,0.403,14.28029,21.10184,6069.25,0.90128,3.972023781,13.29366362,-0.876148577
1.33,0.403,22.92675,27.28733,6531.3,0.94252,6.966921684,7.234637703,-0.876148505
1.22,0.25,12.28485,14.18971,3694.2,0.79136,1.562924005,20.90273191,4.348401462
1.386,0.1057,12.57617,15.85375,6021.36,0.8824,3.242710883,12.89560064,-3.024456617
1.22,0.25,6.77458,14.17477,1802.65,0.72934,0.708117712,30.4221151,4.353244999
1.241,0.225,4.79143,8.89511,2513.85,0.67788,0.818562191,19.518012,1.197264603
1.33,0.403,7.00267,10.18703,2422.6,0.69118,0.879471284,18.07870254,-0.876148573
1.33,0.403,8.4815,14.04199,2898.36,0.7727,1.154367309,24.10533639,-0.876148492
1.33,0.403,18.57964,24.41757,5713.54,0.91464,4.302183924,7.390243921,-0.876148503
1.44,0.2104,9.44256,10.30257,981.807,0.58932,0.542342309,18.44178484,2.521676957
1.33,0.104,4.04173,4.60479,130.945,0.43722,0.22046188,31.15782237,2.750391071
1.22,0.25,6.69479,12.97792,2912.5,0.73832,1.018941616,16.10660398,4.357438418
1.33,0.403,10.62085,14.45907,4713.18,0.83742,2.082973701,12.04635218,-0.876148578
1.241,0.225,10.47388,14.84993,3563.7,0.77804,1.462681909,15.25710159,1.197262215
0.965,0.314,4.49425,6.01281,1757.32,0.61876,0.606377766,21.0495788,4.910756831
0.965,0.314,5.76,7.2725,350.341,0.4548,0.342614355,18.50360486,4.780521969
1.306,0.166,5.82012,6.69706,714.516,0.50676,0.451247529,30.36916277,1.38284639
0.75,0.29,6.3767,7.6272,1507.34,0.6257,0.564339379,27.79775495,4.664965053
1.44,0.2104,3.68421,4.54182,189.577,0.48704,0.334429697,27.18863665,2.520331852
0.75,0.29,14.53475,16.80129,2344.17,0.729,1.068976085,19.63207177,4.648748595
1.311,0.149,6.59787,6.97041,837.616,0.55954,0.343465717,20.32661726,0.604764469
1.306,0.166,4.53426,6.95809,806.815,0.50894,0.449545985,25.33132857,1.382873444
0.965,0.314,7.48074,11.67775,2562.38,0.72048,0.901824226,35.00043427,4.908458093
0.965,0.314,13.24304,14.91316,5187.81,0.84834,2.323048107,10.98426843,4.879028904
1.44,0.2104,39.56575,44.62964,2754.44,0.95186,4.939543959,11.30194921,2.521541208
1.33,0.104,15.78517,17.51654,2385.21,0.75448,1.347049981,16.95289476,2.760452483
0.965,0.314,14.27937,21.32589,4923.61,0.88692,2.884151993,8.854813946,4.853496441
1.386,0.1057,4.61701,5.92864,1579.5,0.59556,0.611100907,21.79748716,-3.024456616
1.418,0.152,8.89577,11.78731,3848.58,0.78108,1.410670876,19.03699612,1.896093426
1.22,0.25,14.97462,20.23914,3575.01,0.88222,2.071084818,14.66455871,4.350669513
0.75,0.29,42.88501,49.69914,6746.06,0.97414,15.29579128,5.156960063,4.680528744
1.09,0.26,4.93668,5.48228,785.597,0.53086,0.447990683,29.14560644,3.596051726
1.33,0.403,11.54862,14.57939,3750.09,0.79532,1.571859424,13.38444752,-0.876148538
1.33,0.104,10.19798,16.79743,4916.56,0.85346,2.248663517,34.16581611,2.760809441
1.09,0.26,9.03807,15.99443,3869.97,0.82904,1.66685097,33.6223221,3.600438743
1.44,0.2104,11.20284,14.58847,4900.82,0.8374,2.033536104,21.16935347,2.521372163
1.306,0.166,19.69919,23.32705,6624.04,0.92508,4.924069431,6.448684169,1.382887664
1.306,0.166,8.324,15.70075,4184.18,0.8024,1.681475272,19.77710617,1.382874102
1.33,0.403,5.36939,11.42851,5060.9,0.77594,1.457517408,14.98762992,-0.876148418
1.22,0.25,7.39459,7.6174,2575.84,0.68964,0.791417928,21.30038757,4.372900513
0.75,0.29,10.70203,14.11602,4603.9,0.82936,2.051972279,16.68861495,4.653093422
0.75,0.29,4.89301,7.12611,357.969,0.42696,0.215210291,21.81823316,4.65093004
0.75,0.29,20.27434,25.63032,7053.73,0.94104,6.876032092,6.08047063,4.65998921
1.418,0.152,3.93529,5.17234,278.396,0.4662,0.386045395,33.30648071,1.893901656
1.418,0.152,22.04316,24.18716,6414.15,0.91614,4.538132319,8.043413807,1.896145677
1.22,0.25,4.46118,7.4007,173.394,0.46312,0.188708922,24.27942209,4.349400019
0.75,0.29,3.97712,7.7972,937.557,0.58572,0.503931859,29.26989453,4.637658348
1.09,0.26,9.71333,13.33321,4253,0.8442,1.7249764,7.598771408,3.59906438
1.306,0.166,3.64403,6.33711,594.634,0.49224,0.343939966,28.08115532,1.382819688
1.33,0.104,27.11439,28.83168,3843.32,0.86598,2.62940078,15.78820127,2.760619986
1.306,0.166,5.89697,7.13405,965.057,0.5478,0.4927943,22.16857462,1.382903775
0.965,0.314,3.74465,7.02958,653.39,0.49138,0.370288315,24.03004152,4.874652972
1.386,0.1057,12.52819,19.50964,5638.5,0.87484,3.12151887,12.88774606,-3.024456617
1.418,0.152,7.13068,7.25351,1476.97,0.60356,0.58886775,22.65392578,1.896221981
1.418,0.152,28.8602,30.48211,3620.79,0.9265,3.898918487,17.28140615,1.896150719
1.33,0.403,6.91923,14.25935,3279.8,0.71174,1.219292415,17.52584388,-0.876148521
1.418,0.152,6.70838,9.37405,3564.23,0.76278,1.140771073,12.80120539,1.89622188
1.33,0.403,18.11718,21.45871,5946.74,0.89174,3.56217244,7.373350577,-0.876148552
1.33,0.403,6.36998,8.09188,2057.4,0.65232,0.753964172,24.11457799,-0.876148452
1.241,0.225,10.72729,15.25082,5834,0.86012,2.688547137,14.91864403,1.197256702
1.33,0.403,11.8867,18.10771,5305.29,0.87636,2.864848431,10.37354774,-0.876148542
1.09,0.26,4.49755,14.06271,1945.41,0.70444,0.756436702,19.14086774,3.601915104
1.311,0.149,3.7248,5.4288,598.356,0.51434,0.324044731,23.15103738,0.604760806
1.44,0.2104,4.61744,7.01096,1015.75,0.59098,0.586930182,22.58945435,2.521356784
1.386,0.1057,22.4117,25.46733,6150.26,0.93698,5.971829191,7.310688056,-3.024456617
1.418,0.152,3.82431,4.33176,290.352,0.44506,0.330504006,28.27665773,1.895485133
1.241,0.225,19.29631,23.16298,6342.95,0.9146,4.292566623,7.681769006,1.197260417
1.22,0.25,9.67257,13.48791,4106.61,0.79,1.666234289,14.00507924,4.355210896
1.33,0.104,10.77186,13.5187,3130.59,0.81126,1.246320615,18.6112155,2.760567313
1.386,0.1057,15.00967,22.32491,5119.31,0.87184,3.015526586,12.82072438,-3.024456617
0.75,0.29,5.76,7.2725,350.341,0.4548,0.342614355,18.50360486,4.57447161
1.418,0.152,4.44534,6.9711,1217.41,0.58306,0.532304743,27.62318677,1.896137822
0.75,0.29,8.8431,14.54847,5215.83,0.83298,2.129316251,16.28108021,4.640426087
0.75,0.29,38.28317,44.36385,6401.96,0.96834,11.7730305,6.181225681,4.673312335
1.22,0.25,5.00118,7.04018,993.397,0.5278,0.471725938,28.56268164,4.346147068
1.241,0.225,16.62623,19.9341,5522.17,0.89372,3.756041388,10.69245819,1.197258461
1.44,0.2104,5.89781,7.31308,2659.22,0.71266,0.852494707,16.5037156,2.521647709
1.33,0.403,10.7455,11.47981,1344.75,0.63868,0.557769899,20.29437426,-0.876148401
1.44,0.2104,6.3776,6.74837,1354.57,0.612,0.579265696,18.49103476,2.521718291
1.44,0.2104,4.13773,5.34824,563.617,0.4917,0.366696746,31.04450122,2.50745057
1.33,0.403,6.69949,13.26803,2155.08,0.72078,0.812183999,24.51597198,-0.87614844
1.306,0.166,4.26709,9.07505,1473.65,0.66108,0.523702389,23.80037849,1.382902516
0.75,0.29,5.87796,7.6755,1329.6,0.566,0.551339873,23.80763221,4.616627175
1.241,0.225,9.13449,15.14106,3853.75,0.8195,1.614352073,33.86482632,1.197261159
1.09,0.26,8.36997,13.02938,2320.75,0.7087,0.857734863,28.00220371,3.597779381
1.33,0.104,21.6597,25.17287,5352.2,0.90256,4.14949129,11.26872203,2.760720454
1.09,0.26,7.19033,9.102,1730.62,0.66528,0.68933575,17.49997566,3.603410734
1.386,0.1057,15.53851,17.96398,4847.44,0.87738,2.680479772,11.49804789,-3.024456617
1.33,0.403,14.6582,20.971,5987.54,0.89326,3.642881321,11.80769492,-0.876148581
1.311,0.149,31.63286,35.56422,4447.02,0.89874,3.462818833,10.99537793,0.60476019
0.965,0.314,11.19409,15.52102,4658.93,0.84018,1.922599897,9.556167087,4.861221626
0.75,0.29,4.43769,9.81867,2426.02,0.71732,0.855304577,20.49609864,4.66899874
1.311,0.149,5.82511,8.22407,1962.2,0.64012,0.759251945,27.50806578,0.604759045
1.241,0.225,6.12054,6.66565,1535.76,0.61508,0.595655669,18.1472986,1.197277465
0.965,0.314,5.78406,7.70786,884.827,0.5531,0.400399603,17.07834348,4.699096634
1.311,0.149,14.7132,20.99212,4934.14,0.88092,2.900778441,10.5863133,0.604759853
1.33,0.403,33.72577,39.29574,6152.35,0.95888,9.016267043,7.130766485,-0.876148455
1.241,0.225,9.77046,13.72758,4668.44,0.8264,1.9730355,17.13701984,1.197257112
1.44,0.2104,4.93889,7.18261,458.227,0.48322,0.301904946,24.63740967,2.521305315
0.965,0.314,5.12734,6.24349,2343.28,0.66256,0.723160882,17.49727256,4.914331336
1.22,0.25,19.65457,21.0287,4016.72,0.85226,2.268483029,19.4640151,4.349529519
1.44,0.2104,4.11357,10.20828,1230.05,0.6354,0.509228464,36.13838417,2.521149804
1.33,0.403,36.96661,39.60508,5251.44,0.96018,9.305332119,5.472477963,-0.876148446
1.311,0.149,16.31977,21.42107,4702.53,0.89746,3.087768794,14.70805616,0.60476087
0.965,0.314,6.06319,6.18933,330.08,0.43072,0.252550602,20.55256078,4.89018671
0.75,0.29,10.12794,11.31643,1453.13,0.65254,0.629257473,24.71562676,4.623264733
1.09,0.26,3.87743,4.44927,162.75,0.50118,0.416899581,31.05400586,3.575642411
1.386,0.1057,4.04173,4.60479,130.945,0.43722,0.22046188,31.15782237,-3.024456634
0.965,0.314,21.08353,23.78785,4628.57,0.87078,2.88542212,15.64688955,4.867304971
0.75,0.29,10.25098,14.00913,5515.17,0.86218,2.569123909,17.71635055,4.641150677
0.75,0.29,3.69765,5.10587,516.816,0.5085,0.409163327,27.40379012,4.614570797
1.09,0.26,5.11829,6.27903,1042.19,0.55842,0.388744631,31.31569301,3.598191468
0.75,0.29,5.29972,6.29792,950.182,0.5666,0.454600159,26.45046407,4.621626315
1.33,0.403,3.9288,5.58762,938.143,0.561,0.522779585,27.82204111,-0.876148655
1.33,0.403,7.15132,15.60203,4009.59,0.7783,1.33325796,19.55386806,-0.87614843
1.241,0.225,11.75391,15.49672,6243.5,0.87848,3.218252689,13.01685506,1.197258925
1.33,0.403,6.46299,10.47228,2857.53,0.73346,0.959496195,24.13217467,-0.876148453
1.311,0.149,22.79589,25.18371,5674.91,0.91366,4.088403229,8.942884225,0.604760468
0.965,0.314,12.69112,17.78721,4606.71,0.84368,2.400534919,18.71041716,4.859868732
0.75,0.29,5.32058,17.22643,1358.37,0.65368,0.624765837,19.18771276,4.610187327
1.311,0.149,5.87111,6.88083,932.255,0.53724,0.387940932,22.01975111,0.604763566
1.241,0.225,4.26379,5.5138,808.591,0.54808,0.339215092,45.04634953,1.196845599
1.386,0.1057,5.07102,5.30738,680.619,0.47642,0.383603337,25.67642019,-3.024456616
1.311,0.149,6.6901,13.26684,2157.74,0.72064,0.812990887,24.42861372,0.6047634
1.33,0.104,4.15589,5.06142,410.056,0.44294,0.331108204,27.82410297,2.752719598
1.418,0.152,14.69776,17.79846,5502.82,0.88788,3.09949033,9.621746786,1.896137035
1.311,0.149,6.77808,8.749,1726.73,0.65022,0.67435727,17.14509691,0.604762735
1.418,0.152,5.77138,11.11094,2943.86,0.7482,1.019943564,14.81174987,1.896208203
1.418,0.152,10.90932,11.71715,1230.01,0.66484,0.545192134,17.04537868,1.896234076
1.22,0.25,7.95304,11.7845,4415.15,0.80318,1.585316509,17.03543489,4.36418775
0.75,0.29,4.25341,5.56779,1329.89,0.55018,0.523079263,22.15942905,4.665543195
1.22,0.25,9.47218,12.63258,3076.78,0.80836,1.229405601,18.73111362,4.352164463
1.33,0.104,4.02408,6.70856,1520.73,0.60054,0.64523546,22.60398956,2.76095853
1.306,0.166,22.73521,25.99472,4703.22,0.88268,3.216658346,11.65142977,1.382883289
0.965,0.314,8.23621,13.74339,4005.21,0.79656,1.442288367,19.35502909,4.885517215
1.386,0.1057,4.61939,10.60263,3171.54,0.70852,1.062283913,19.06162935,-3.024456616
1.418,0.152,4.14989,5.13643,493.337,0.48544,0.40311571,27.35915462,1.896008064
0.965,0.314,3.91658,4.43775,308.006,0.44264,0.305214237,28.77535257,4.833222197
1.306,0.166,23.73521,25.93121,6952.49,0.93716,6.451914935,6.638293397,1.382887552
1.386,0.1057,17.63282,23.40794,6241.8,0.9203,4.587439498,7.837231835,-3.024456617
1.306,0.166,9.76034,10.78109,1353.61,0.6174,0.646967719,23.17271685,1.382909592
0.965,0.314,5.43889,6.29847,664.428,0.50736,0.455742594,27.64855422,4.72793384
1.241,0.225,8.09993,12.25134,4876.95,0.79328,1.820309596,16.28880634,1.197252926
1.418,0.152,4.07005,6.23549,861.503,0.6016,0.332840932,22.28250648,1.896150282
1.09,0.26,16.33147,21.9611,5838.57,0.89446,3.555907165,9.619676097,3.599222817
1.09,0.26,9.29464,9.85685,1124.24,0.56974,0.515177546,25.87749617,3.594604929
1.33,0.403,11.1959,19.36366,5103.38,0.86268,2.644229885,12.9321973,-0.876148536
1.44,0.2104,5.30501,6.66603,1988.42,0.64502,0.662643671,18.48134141,2.521597199
1.311,0.149,16.72908,17.20935,3574.77,0.8458,1.782008415,12.01019605,0.604760704
1.418,0.152,4.22892,6.09672,1813.53,0.63336,0.697251989,24.44319829,1.896204718
0.75,0.29,10.36828,14.83606,2989.8,0.80288,1.272012028,12.38379391,4.636259188
0.75,0.29,17.57032,21.69198,5727.26,0.9059,3.931738185,9.247452997,4.643214976
1.241,0.225,5.27423,7.40163,1606.41,0.63294,0.616191904,24.64328829,1.197240654
1.33,0.403,7.83927,12.46355,4341.72,0.8002,1.533329118,22.8579936,-0.876148524
1.44,0.2104,3.76476,4.98043,966.885,0.58774,0.475206378,22.72818984,2.521563092
1.241,0.225,6.3252,7.29129,857.019,0.53342,0.509562293,29.65479318,1.197228192
1.386,0.1057,4.50294,6.51263,572.589,0.52224,0.3634238,25.95005137,-3.024456622
0.965,0.314,15.09269,17.69212,6083.39,0.86742,2.903663137,9.530353237,4.867405515
0.75,0.29,4.77192,6.08213,1352.41,0.58448,0.577623608,24.00991256,4.65747887
1.33,0.403,3.66587,5.48842,539.715,0.5298,0.356693216,26.65041787,-0.876149276
1.22,0.25,6.70298,7.52312,1162.4,0.56862,0.542400366,21.46592918,4.364754249
1.311,0.149,10.30368,12.8893,3203.48,0.79664,1.433641187,17.88548222,0.604760115
1.09,0.26,9.80022,14.38292,4952.05,0.82668,2.057385189,19.54162201,3.599524836
1.33,0.104,6.57368,19.03849,3527.08,0.78152,1.313805787,17.45591419,2.761197787
1.33,0.104,7.02587,10.90104,2494.49,0.7548,0.844271693,22.49749385,2.760843896
1.386,0.1057,5.37055,7.89334,2375.09,0.66676,0.763405625,27.21679657,-3.024456616
1.22,0.25,9.18322,14.98566,2002.73,0.66712,0.916708578,24.24882961,4.347487286
1.306,0.166,7.78405,8.80758,3007.7,0.7064,0.98960245,16.69122299,1.382900814
1.241,0.225,9.92334,10.34811,998.311,0.57372,0.536452635,17.53469753,1.197275123
1.386,0.1057,5.81943,6.67757,749.813,0.50662,0.453010712,27.23801387,-3.024456619
0.75,0.29,32.54485,39.5419,6091.43,0.95126,7.894142836,7.800793855,4.666003343
1.22,0.25,4.90729,5.63222,794.401,0.55474,0.385857771,20.44077693,4.375108495
1.311,0.149,9.75982,15.60764,4525.87,0.83518,1.981108802,17.3773558,0.604759343
0.965,0.314,10.83475,11.48256,1245.45,0.64072,0.546610133,21.34926939,4.940523521
1.33,0.104,9.62207,14.7311,4417.44,0.82162,1.739401048,15.28447937,2.760753915
1.33,0.403,9.08174,17.16184,4457.75,0.82554,1.978279519,16.39924576,-0.876148516
1.306,0.166,12.41914,18.58992,5571.14,0.88734,3.007167669,7.706359697,1.38287755
0.965,0.314,3.95287,4.94893,421.656,0.47476,0.293943559,20.71081151,4.826779665
1.09,0.26,10.18273,12.85291,4041.7,0.8077,1.471273999,17.18907834,3.599904872
1.33,0.104,4.84974,7.56186,1971.59,0.70064,0.499657691,18.90684884,2.761353076
1.22,0.25,8.14134,10.12638,4812.61,0.82662,1.778285478,8.960644871,4.358579501
1.33,0.104,8.4918,11.02963,2775.46,0.73292,0.996084539,26.12740007,2.760035927
1.241,0.225,14.80048,22.09373,5073.88,0.8738,2.852702853,14.63371408,1.197260674
1.09,0.26,8.72571,12.47571,2728.65,0.75322,1.109932245,26.81559252,3.597201592
1.44,0.2104,10.60414,18.08012,5489.71,0.87564,2.805522359,13.56444609,2.521263551
1.44,0.2104,9.57688,10.52986,745.984,0.59654,0.391291799,44.12576014,2.521511997
1.22,0.25,9.42102,13.67473,3646.52,0.79602,1.531912437,12.76581998,4.345428421
0.75,0.29,7.63034,8.63632,2730.61,0.6691,0.860515692,20.31407017,4.688053236
1.386,0.1057,12.3762,14.35713,5969.08,0.8726,2.889097844,12.96442648,-3.024456617
1.22,0.25,10.21848,13.48499,4702.81,0.81248,1.780068006,16.17900968,4.354233478
1.311,0.149,12.30861,17.14799,5501.48,0.88306,3.156118988,15.03919434,0.604759788
1.241,0.225,7.73474,10.54357,3614.32,0.77396,1.219347348,20.53766716,1.197266275
0.75,0.29,9.66184,13.61378,4889.42,0.8232,1.882413203,17.62812684,4.641874734
1.09,0.26,15.19961,20.33353,4175.58,0.89844,2.59169621,9.823605045,3.598536423
1.386,0.1057,15.13615,19.16963,5152.06,0.85908,2.563805658,10.52823403,-3.024456617
1.386,0.1057,11.18822,16.84515,4437.15,0.83268,2.02702604,15.69857365,-3.024456617
1.22,0.25,10.6425,14.28319,4396.28,0.81506,1.765972752,11.49977663,4.354106469
1.306,0.166,6.47099,8.24333,2179.07,0.66502,0.769134686,17.98833624,1.382903506
0.965,0.314,7.66141,7.93575,798.747,0.50276,0.381503066,15.62235036,4.869378944
1.306,0.166,7.3846,9.12367,3821.55,0.77072,1.282630764,21.75819753,1.382895455
1.44,0.2104,3.76639,7.02821,649.234,0.48868,0.366774995,23.88864169,2.521403295
1.306,0.166,16.53375,20.36398,4596.97,0.8873,2.707196817,32.60615231,1.382880427
1.306,0.166,18.17757,22.00173,5478.35,0.88784,3.198340022,9.968542753,1.382888544
1.386,0.1057,4.97595,6.49065,932.568,0.56124,0.523842858,22.70656036,-3.024456616
1.33,0.403,3.69554,4.50395,117.039,0.40516,0.269425917,29.50272607,-0.876149479
1.311,0.149,12.28468,17.91581,5053.02,0.85526,2.377875521,20.01292146,0.604759937
1.311,0.149,10.76357,13.7852,3888.59,0.82266,1.718920749,18.32729252,0.604761424
1.22,0.25,3.87145,5.21671,916.293,0.57468,0.39568702,21.75860071,4.356958264
0.75,0.29,10.962,13.48531,4945.43,0.84136,2.151518716,15.80077912,4.630053597
1.33,0.104,7.1324,10.65652,3338.5,0.76318,1.175070364,18.85345471,2.760820123
1.33,0.403,10.11471,12.48965,4611.45,0.83476,1.90371068,12.78014643,-0.876148561
1.09,0.26,15.02764,17.94872,5465.15,0.88344,3.170770225,10.29934847,3.598699212
0.965,0.314,7.13769,8.30406,1458.88,0.59606,0.610057151,23.23052919,4.884889173
1.306,0.166,4.6547,5.27343,743.474,0.5214,0.448554714,27.27667405,1.382903442
1.33,0.104,4.01932,5.55473,214.715,0.45826,0.290979053,27.4496188,2.758276269
1.241,0.225,8.02745,11.1208,2681.31,0.71352,0.99498547,18.61847538,1.197263774
1.33,0.104,36.71659,39.86267,5855.81,0.96418,10.66844588,7.443129855,2.761132348
1.09,0.26,8.19405,15.12904,4178.45,0.81418,1.701141644,17.20762971,3.600561784
1.44,0.2104,9.31745,14.63208,5795.69,0.85098,2.422491268,14.35710448,2.521301002
1.418,0.152,8.94389,13.11282,4470.28,0.82408,1.862121483,27.60429736,1.896116865
1.306,0.166,8.1238,11.09973,2844.38,0.74178,1.032393651,28.42436778,1.38289329
1.44,0.2104,15.0281,19.4406,5649.84,0.90504,3.685541506,10.7377238,2.521352904
1.241,0.225,24.58614,27.14808,3994.08,0.87004,2.462170629,14.39065677,1.197255661
1.33,0.403,12.71764,24.89417,3783.91,0.84366,1.965872311,23.12363979,-0.876148593
1.22,0.25,20.30851,23.99104,5559.18,0.89202,4.009312904,15.34670658,4.353264276
1.33,0.104,19.00834,20.84521,4416.08,0.861,2.282354563,12.16668555,2.760780016
1.44,0.2104,4.25071,5.89224,2128.06,0.66434,0.725637502,21.96005945,2.521436448
1.386,0.1057,8.76388,22.97967,4407.7,0.83216,2.064134619,12.23780982,-3.024456616
1.09,0.26,31.16971,35.38144,4303.75,0.89546,3.306134806,19.65971565,3.599795341
1.22,0.25,21.71183,26.60305,6685.26,0.92512,5.715097638,8.730264851,4.35992185
1.418,0.152,4.25257,5.15578,946.42,0.56682,0.551697959,27.05384899,1.896150556
1.33,0.403,10.88898,13.42667,3762.16,0.83144,1.652627101,38.90135095,-0.876148501
1.33,0.403,6.03247,12.02271,2375.88,0.71746,0.835730976,17.89322583,-0.876148478
1.311,0.149,9.22291,10.78711,4691.09,0.81336,1.752126718,12.27644585,0.604762102
0.75,0.29,9.63813,13.66711,3236.97,0.77846,1.237808116,17.35778468,4.670622372
1.306,0.166,6.64177,6.98757,900.956,0.57482,0.369811369,24.03798707,1.382900854
1.241,0.225,3.86741,4.00169,142.165,0.4021,0.202718372,34.10390646,1.197189453
1.306,0.166,4.13768,5.06728,446.329,0.44662,0.33585249,28.33041213,1.382633905
1.33,0.104,11.66389,15.12609,5685.23,0.86094,2.710998731,14.12055663,2.760659988
1.306,0.166,6.81104,7.57949,2172.13,0.66514,0.747151033,18.33250006,1.38290475
1.418,0.152,16.81366,22.70457,5111.28,0.9119,3.866817625,20.99324333,1.896149912
1.386,0.1057,9.03064,14.05914,3906.31,0.80376,1.52666188,17.15673443,-3.024456616
1.306,0.166,10.48756,14.97241,4626.48,0.83594,1.862960091,10.46243904,1.382876991
1.22,0.25,18.58582,21.00735,5545.45,0.90692,4.082889518,11.45689881,4.357293876
1.33,0.403,5.81943,6.67757,749.813,0.50662,0.453010712,27.23801387,-0.876148921
1.311,0.149,14.93169,18.51568,4710.65,0.85816,2.731514785,15.91096829,0.604760153
0.75,0.29,35.21651,36.87232,2795.59,0.87618,2.318151152,16.67747463,4.644317362
1.09,0.26,19.73789,23.76765,6035.29,0.9133,4.543894127,8.660690605,3.598704048
1.33,0.403,8.8403,9.48553,1015.22,0.6142,0.437589057,36.34198637,-0.876148719
