Polymer density,FFV,PLD,LCD,ASA,Porosity,Pore volume,Qst CO2,log_P(MMM) - CO2
1.306,0.166,34.15598,37.83342,6697,0.9618,10.78628399,5.643587822,1.382895769
1.241,0.225,4.91,12.75,1947.26,0.67688,0.924518844,21.91316379,1.19726366
1.22,0.25,7.65497,11.90068,3874.9,0.79272,1.388739007,19.65783502,4.364985416
1.33,0.403,6.38807,7.62136,1296.53,0.57518,0.530520762,25.75849315,-0.876148441
0.75,0.29,17.65817,21.59648,5656.09,0.90414,3.84202542,9.376273386,4.645162863
1.386,0.1057,10.61705,15.38008,4835.87,0.82286,2.036177373,16.48896264,-3.024456617
1.418,0.152,6.49868,11.13066,2545.44,0.68882,1.0220776,18.1786743,1.896050603
1.09,0.26,7.19557,9.93028,3546.51,0.76006,1.134926086,12.34991131,3.601396741
1.22,0.25,22.01456,26.01478,5708.33,0.9223,4.779449868,12.99500276,4.357688941
1.306,0.166,6.0951,6.93247,581.981,0.45062,0.308821514,21.51816943,1.382907013
1.386,0.1057,11.45676,15.88972,4449.58,0.8503,2.031629676,14.90364328,-3.024456617
1.386,0.1057,4.10522,5.84738,674.445,0.51912,0.38509243,25.07175489,-3.024456622
1.33,0.104,3.88732,4.53313,713.68,0.52178,0.450229524,30.54394915,2.759906433
1.306,0.166,24.74153,27.69258,6691.58,0.93218,6.046285366,8.029438989,1.382880611
0.75,0.29,10.13321,13.27895,5286.44,0.8388,2.231426724,16.11916527,4.643293515
1.33,0.104,9.77333,11.45503,5009.73,0.83686,2.066535295,11.22377266,2.760882775
1.241,0.225,8.40065,10.65067,3119.22,0.73324,1.123345217,15.43812667,1.197259184
1.386,0.1057,6.08998,6.42929,4194.52,0.70336,0.964431647,21.72793121,-3.024456616
1.418,0.152,27.0488,31.14541,7435.49,0.9482,8.097975079,6.083581246,1.896143695
1.33,0.403,19.47424,25.15462,4633.4,0.92584,4.128532824,7.812469304,-0.876148534
1.311,0.149,8.23246,8.54513,3154.74,0.78998,1.093953607,7.422583199,0.604759587
1.306,0.166,25.17059,33.31571,5811.23,0.93964,7.000797205,6.677471289,1.382891793
1.418,0.152,23.62721,24.44059,2780.42,0.7981,1.817751145,23.57902295,1.896128418
1.33,0.403,14.93496,16.22558,3804.53,0.82108,1.755213288,18.25040545,-0.876148595
1.241,0.225,4.29862,7.97046,883.259,0.60172,0.569330772,20.98853736,1.197259905
0.965,0.314,20.52056,21.53778,5054.2,0.87142,3.095179743,10.78786753,4.857390443
1.306,0.166,18.89406,23.1897,5816.78,0.91876,4.295940935,12.95978149,1.382885445
1.418,0.152,5.22574,16.32287,2793.86,0.70952,0.985571747,22.23936393,1.896192158
1.306,0.166,6.65728,13.17739,2175.87,0.72038,0.816844426,24.3236705,1.382902879
0.75,0.29,17.21973,23.5683,5508.72,0.90852,4.03978781,13.91074724,4.647583239
1.33,0.104,3.78626,4.54995,1074.52,0.57834,0.514006897,23.53713554,2.761176111
1.44,0.2104,22.79459,27.11689,6379.91,0.93296,6.861614498,10.91281472,2.521433987
1.33,0.403,22.44763,22.84023,5752.52,0.8986,3.395261143,8.282100771,-0.876148612
0.965,0.314,8.40924,12.46669,4261.21,0.79256,1.490104948,15.29576357,4.888582725
1.386,0.1057,3.85093,5.42762,187.69,0.45174,0.265643468,29.2269261,-3.024456617
1.386,0.1057,19.29631,23.16298,6342.95,0.9146,4.292566623,7.681769006,-3.024456616
0.965,0.314,14.76754,20.95577,6219.89,0.90232,4.147148583,8.622133777,4.865293276
0.75,0.29,5.0609,12.13124,2130.9,0.69536,0.765209889,19.94427029,4.670413717
1.33,0.104,26.95195,29.24638,3290.32,0.8507,2.169699196,19.83176176,2.76066554
1.386,0.1057,12.35816,16.09363,4581.17,0.86354,2.251581379,13.99571309,-3.024456616
0.75,0.29,7.06068,9.38272,2852.91,0.72034,1.019985104,21.67136265,4.636956069
1.386,0.1057,31.42322,33.65842,2885.02,0.8805,2.247084915,36.50926683,-3.024456617
1.22,0.25,24.44635,32.29241,6760.32,0.94204,7.368610427,6.972222568,4.362454822
1.44,0.2104,7.97451,15.04391,3710.62,0.8128,1.367392533,10.52775256,2.521231387
0.965,0.314,6.22623,8.03748,1661.27,0.63388,0.582738839,16.43198625,4.911231775
1.33,0.403,11.17776,19.20456,5488.83,0.88196,2.872721587,8.725223028,-0.876148595
1.311,0.149,14.41927,21.42576,5740.44,0.89522,3.33737199,11.60103448,0.604761012
1.306,0.166,3.92519,8.78791,839.627,0.52416,0.431887282,25.82457409,1.38285673
1.33,0.403,4.03954,6.93984,1902.96,0.6427,0.74357055,23.93964577,-0.876148444
1.22,0.25,7.2403,7.33092,1284.09,0.59614,0.534899371,22.56623417,4.381313152
1.386,0.1057,3.91744,6.00756,1222.09,0.61286,0.65873921,33.73903564,-3.024456617
1.33,0.403,6.23369,8.73316,2616.75,0.67104,0.906208305,20.3891109,-0.876148467
0.965,0.314,8.65463,10.67469,3573.11,0.76612,1.244990753,19.33740269,4.873925987
1.22,0.25,29.92386,30.60983,5366.67,0.9365,5.722578674,9.858522499,4.369874464
1.09,0.26,8.68741,10.25144,1547.17,0.64836,0.764604325,31.25935549,3.600425354
1.306,0.166,20.79498,27.29305,7232.17,0.94324,7.669677923,6.26066179,1.382888716
1.44,0.2104,4.47989,7.1275,1244.3,0.6045,0.536794153,37.90817692,2.520202422
1.241,0.225,34.30115,40.32475,5259.83,0.95758,8.561287439,13.03433161,1.197267792
1.418,0.152,18.16364,22.00216,5313.14,0.88878,3.170421103,13.32985004,1.896149362
1.33,0.403,14.01629,22.9646,5651.83,0.901,3.701147725,8.502933246,-0.876148584
1.311,0.149,10.92584,14.5114,4572.54,0.8312,1.817045072,10.83040158,0.604759747
1.22,0.25,6.72456,13.18662,2147.96,0.72276,0.818894069,24.77685769,4.375759992
1.44,0.2104,15.84065,19.10552,5936.16,0.8969,4.061568837,12.21152227,2.521123999
1.33,0.104,6.88405,13.38268,2599.37,0.74416,0.925251063,40.83377728,2.760715016
1.33,0.104,5.98085,11.72616,5220.51,0.79364,1.56962486,13.8379502,2.761254635
1.33,0.104,15.75155,15.8468,2019.71,0.75942,1.156025896,22.37560552,2.760934302
1.306,0.166,5.43482,9.5696,2494.11,0.7068,1.056818182,16.8874022,1.382899297
1.418,0.152,21.87479,24.10252,6534.21,0.91416,4.548421765,8.457362589,1.896141147
1.44,0.2104,22.06864,26.65095,6938.53,0.93716,6.361044744,6.44889915,2.521370217
1.418,0.152,23.91174,26.93124,5810.25,0.93056,6.07942927,9.955916049,1.896158019
0.75,0.29,19.20144,22.47499,5089.63,0.90754,3.324395408,9.396339696,4.646774616
0.965,0.314,19.29703,22.2306,6528.33,0.91806,4.404327281,7.316257495,4.870307557
1.386,0.1057,31.82826,33.00797,5105.61,0.91118,4.374069914,9.446418959,-3.024456617
0.75,0.29,5.31331,5.9443,687.652,0.52528,0.407838753,23.75503521,4.66195421
0.75,0.29,4.22172,5.40132,710.914,0.5336,0.349452507,26.67262211,4.556218372
1.418,0.152,5.68104,10.27927,2883.08,0.715,0.966062168,20.17149041,1.896173744
1.33,0.104,28.33305,38.91508,5969.88,0.94462,7.147548426,7.789716662,2.760928751
1.306,0.166,25.27434,27.96352,5356.01,0.90546,4.386876096,11.61001425,1.382879273
1.33,0.104,22.65596,25.51383,6263.22,0.92786,5.287011818,7.661842911,2.760598508
1.09,0.26,9.29156,16.22431,4179.79,0.83246,1.812307739,34.42808506,3.60032104
1.418,0.152,5.36674,8.47974,1745.97,0.66228,0.672992014,19.13794213,1.896188029
1.418,0.152,6.48081,9.47252,1271.45,0.58954,0.516234676,19.99423076,1.896180751
1.311,0.149,4.1146,4.69191,311.041,0.42404,0.32617207,35.40370921,0.604658825
1.33,0.403,4.21896,5.18004,470.193,0.44602,0.336071009,27.93283907,-0.87614876
1.306,0.166,5.44409,6.75938,3083.55,0.70018,0.900923853,17.38088858,1.382904773
1.33,0.104,4.96773,7.1388,752.034,0.55802,0.348216236,34.12276939,2.758136157
1.241,0.225,25.83949,29.8315,6907.32,0.9542,8.919174074,4.719005264,1.197265777
1.09,0.26,5.94545,11.26505,2650.05,0.74092,0.905066476,34.63673218,3.602021999
1.418,0.152,4.97186,7.04903,1928.15,0.66846,0.657163362,13.91128897,1.896155187
1.306,0.166,29.43875,30.93321,7050.56,0.95466,9.450488532,6.713887158,1.382893461
1.33,0.403,16.49129,20.16987,4946.04,0.89236,3.032638691,17.57464595,-0.876148527
1.44,0.2104,4.77027,6.82109,1103.25,0.57436,0.459782261,30.32514128,2.52104184
1.22,0.25,11.05166,15.55354,4746.12,0.84236,2.140082467,11.14613121,4.356691557
1.33,0.403,5.66055,6.91782,1234.64,0.58368,0.503129041,23.22310926,-0.876148408
1.22,0.25,10.28887,17.972,5038.2,0.85556,2.352016187,15.2627596,4.358186186
1.44,0.2104,10.6982,15.12403,4763.18,0.83752,2.072725563,15.38544739,2.521381403
1.44,0.2104,23.69818,26.16896,3421.31,0.85032,2.101802668,37.49759974,2.521206351
0.965,0.314,6.13062,13.83308,889.461,0.57056,0.533652587,21.81099592,4.819586843
1.09,0.26,30.29037,31.78269,3467.38,0.85922,2.415140374,15.75530016,3.596420263
1.418,0.152,5.08733,5.95986,848.321,0.55358,0.380407221,49.21777767,1.896053386
1.241,0.225,3.78027,4.98345,979.878,0.55936,0.542830802,26.31785876,1.197191115
1.418,0.152,5.54367,7.07962,1686.38,0.63618,0.639167469,22.99704487,1.896198388
1.44,0.2104,5.27423,7.40163,1606.41,0.63294,0.616191904,24.64328829,2.520951102
0.965,0.314,4.78738,7.0082,1261.98,0.59226,0.506880969,29.54349031,4.882743786
1.22,0.25,7.49574,12.57405,2616.85,0.73358,0.985218632,24.71214791,4.351408902
1.44,0.2104,12.7292,17.50296,4355.11,0.88068,2.386498512,6.633625151,2.521270484
1.09,0.26,4.65647,6.68041,2412.83,0.62798,0.740213372,24.06370012,3.599495711
1.311,0.149,11.28046,18.56743,4923.05,0.8507,2.429349813,16.69782628,0.604759397
1.386,0.1057,27.82511,34.85056,5838.93,0.9354,6.058172445,8.474103187,-3.024456617
1.33,0.403,6.02223,12.08323,5188.58,0.79652,1.608822549,13.60786282,-0.87614843
1.418,0.152,6.1221,8.26177,2403.46,0.6859,0.802129344,35.32509127,1.896185583
1.44,0.2104,6.04516,6.64175,1053.53,0.5585,0.436686344,17.12632986,2.521629923
1.418,0.152,4.48576,4.82967,278.725,0.40382,0.238003183,27.16757064,1.896136742
1.33,0.104,11.03917,11.38312,1247.21,0.6341,0.540662676,22.79669774,2.761358152
1.33,0.403,9.06095,11.38834,3585.93,0.80024,1.348758503,13.77800654,-0.876148524
1.22,0.25,3.91959,4.91458,371.211,0.46198,0.281824005,20.84571175,4.340644754
1.241,0.225,4.27265,5.73732,697.131,0.53542,0.341175271,20.03256655,1.197265559
1.22,0.25,5.5633,6.72492,1533.55,0.6466,0.518557726,33.13433405,4.370390042
1.44,0.2104,6.44934,7.90061,1584.9,0.62044,0.570252112,20.51118955,2.52160915
1.22,0.25,22.04316,24.18716,6414.15,0.91614,4.538132319,8.043413807,4.359236971
1.09,0.26,4.4337,4.76594,650.849,0.51214,0.341941859,26.82519573,3.603185141
1.22,0.25,13.81107,14.72034,873.984,0.62692,0.506013205,31.93294887,4.330277972
0.75,0.29,8.4757,9.49806,477.035,0.52398,0.23722598,14.5144475,4.692788233
1.22,0.25,18.3089,22.13011,5940.94,0.92322,4.701454914,8.188648018,4.360182579
1.418,0.152,5.8194,8.33618,2762.38,0.68326,0.88896464,26.30268807,1.896173124
1.306,0.166,6.01065,7.7256,1350.37,0.59506,0.573131971,19.10558825,1.382872326
0.75,0.29,16.69548,22.02153,6316.53,0.91614,4.610135717,12.51742938,4.636111141
1.33,0.403,4.74059,6.1504,855.421,0.50512,0.41552117,25.01049447,-0.876148494
1.09,0.26,11.62079,15.24327,4897.17,0.85926,2.342380163,10.54551127,3.598797182
1.418,0.152,4.86183,6.41301,601.77,0.49572,0.429767829,32.21950561,1.89574567
1.418,0.152,5.49258,8.41938,1657.31,0.64074,0.619599273,22.01705686,1.89619206
1.306,0.166,19.20527,20.71323,4416.36,0.82786,2.366003807,20.12872508,1.382868328
1.22,0.25,16.50764,21.87518,4996.79,0.90194,3.303035186,15.98892109,4.35614225
1.418,0.152,7.93728,15.03569,3669.99,0.81046,1.359909794,10.54898119,1.896119347
1.241,0.225,23.64554,25.98223,4244.36,0.91564,3.860902271,8.041178234,1.197263651
1.386,0.1057,7.03976,12.64493,3156.95,0.7635,1.114029328,24.4298608,-3.024456616
1.241,0.225,3.74212,6.37317,470.945,0.55304,0.421717249,25.96183548,1.197069778
1.306,0.166,5.24663,16.39644,2792.94,0.7091,0.988500716,21.93438379,1.382898848
1.09,0.26,3.76645,4.764,217.45,0.4166,0.185332651,32.2567978,3.537286999
1.418,0.152,6.60501,8.28257,2386.43,0.69408,0.825556473,16.79055088,1.896169801
0.965,0.314,11.14167,14.40037,4017.03,0.80946,1.646157319,14.95978435,4.889775974
0.75,0.29,12.65122,13.44844,2394.71,0.76104,0.874884322,16.33288309,4.658781141
1.241,0.225,3.71089,7.01624,654.224,0.4926,0.372023472,24.02683265,1.197260212
1.33,0.104,11.94867,19.57258,5117.17,0.87416,2.715811581,9.946681716,2.76072717
1.33,0.403,8.88093,13.63271,3022.97,0.78598,1.218360194,17.03177067,-0.876148525
1.418,0.152,5.80939,6.97691,820.153,0.52362,0.355044752,39.75073381,1.8960077
1.311,0.149,15.78517,17.51654,2385.21,0.75448,1.347049981,16.95289476,0.604758198
1.33,0.104,4.42912,5.58853,1453.05,0.62874,0.576809813,20.45588784,2.76095529
1.418,0.152,11.84022,13.8494,6255.84,0.86414,2.828432929,21.18361576,1.896116785
0.75,0.29,4.146,5.27667,728.873,0.52182,0.421349267,31.32019916,4.620995687
1.386,0.1057,15.82787,20.66279,4186.17,0.90008,2.733611934,10.56234301,-3.024456617
1.33,0.403,4.51803,5.60643,1589.95,0.63906,0.616317871,19.4212265,-0.876148414
1.33,0.104,30.17004,32.2095,2975.85,0.85526,2.164656215,19.32804415,2.760544077
1.418,0.152,11.50353,12.61407,3659.79,0.80622,1.475326139,16.28402828,1.89615611
1.44,0.2104,6.62162,13.20026,2185.7,0.72742,0.82668785,24.00861596,2.5215949
1.09,0.26,15.89499,21.26531,5820.77,0.89634,3.631671069,13.15373045,3.598892779
0.965,0.314,7.27239,7.93236,511.848,0.46456,0.280091644,20.82261098,4.917335538
1.33,0.104,5.66915,8.39488,1840.05,0.65236,0.728921546,25.00784352,2.76090818
1.33,0.104,26.54905,29.45229,3803.41,0.87174,2.597827545,16.53803889,2.760596892
1.44,0.2104,3.81528,7.01869,654.079,0.4887,0.365263016,23.87419973,2.521400618
1.33,0.104,7.26394,11.98865,3542.3,0.7603,1.261720241,19.67295192,2.760999531
1.418,0.152,12.95968,21.65502,5690.72,0.89322,3.327447474,8.576544406,1.896132271
1.44,0.2104,5.99396,7.4896,2915.32,0.71736,0.900642563,19.97397727,2.521666708
1.418,0.152,10.23127,10.36311,1409.99,0.6572,0.738175655,15.42929318,1.896191845
1.22,0.25,5.20054,7.50813,3964.6,0.72602,1.120461753,19.87716525,4.37812513
1.386,0.1057,15.03675,19.89397,3025.16,0.88156,1.85060941,11.61074492,-3.024456617
1.418,0.152,8.17399,9.60031,4733.42,0.77984,1.483031025,13.82677069,1.896194592
1.418,0.152,4.27216,9.42427,1474.96,0.61826,0.629302369,25.23771253,1.8961631
1.311,0.149,9.90606,13.79678,3776.02,0.8154,1.49928566,14.86298026,0.604763115
1.22,0.25,8.33336,9.56221,2471.49,0.69308,0.982678219,19.90580502,4.369092345
1.306,0.166,10.36772,12.98862,3898.27,0.8203,1.654274231,24.5897509,1.382888954
1.311,0.149,6.60501,8.28257,2386.43,0.69408,0.825556473,16.79055088,0.604761756
1.33,0.403,7.22011,10.08149,4058.61,0.77646,1.354934291,16.41416116,-0.876148472
0.75,0.29,8.15613,16.35735,2985.09,0.80228,1.219042641,23.25070605,4.634363842
1.22,0.25,8.272,14.11447,3599.05,0.77836,1.388418666,31.36202124,4.358835239
1.241,0.225,5.43474,10.46212,1605.6,0.62286,0.654963701,23.40218369,1.197267027
1.311,0.149,12.65122,13.44844,2394.71,0.76104,0.874884322,16.33288309,0.604761636
1.241,0.225,6.67398,7.14051,1511.74,0.62202,0.61248363,17.69180584,1.197277443
1.33,0.104,5.19617,6.83933,1022.44,0.53006,0.48248241,23.96870427,2.761245857
1.418,0.152,34.68964,37.6833,3224.81,0.88612,2.885153241,13.901168,1.896158292
1.44,0.2104,9.42284,13.86987,3129.13,0.77574,1.18793232,17.58979558,2.521504633
1.241,0.225,15.36935,18.76315,4753.55,0.86322,2.720585454,12.0463069,1.197255103
1.386,0.1057,7.91531,18.88525,3681.19,0.78614,1.485778005,14.73671682,-3.024456616
1.306,0.166,4.08035,8.60996,1751.77,0.62412,0.699569242,25.15528729,1.382889544
1.44,0.2104,17.86469,19.80907,6262.72,0.91098,4.446602984,6.838067377,2.521199837
1.09,0.26,3.73927,5.08356,692.591,0.5431,0.410584011,27.03209699,3.597434666
1.386,0.1057,16.51647,20.1183,5623.49,0.89954,3.337488777,7.528231449,-3.024456617
1.241,0.225,33.89278,40.49819,5153.82,0.95328,7.9611164,12.9496781,1.197267767
1.311,0.149,4.24598,6.23073,466.87,0.5088,0.469888531,34.13070441,0.604739323
1.33,0.104,17.43987,22.56098,5645.75,0.91892,4.388494362,8.370606869,2.760771935
1.33,0.104,8.80719,10.21446,3268.72,0.72402,1.104803933,19.96851466,2.761051281
0.75,0.29,24.13938,28.84474,4487.24,0.89508,3.227269613,10.76584117,4.641245424
1.241,0.225,5.47634,6.55951,887.688,0.5474,0.415587965,39.09762656,1.197064183
1.33,0.104,6.61787,13.11018,2166.03,0.72106,0.805310812,24.38084556,2.761192037
1.22,0.25,3.75623,5.02137,400.871,0.52314,0.290636563,29.51953781,4.339147368
1.241,0.225,4.70834,5.81491,1572,0.64006,0.546401345,36.36243098,1.197257523
1.22,0.25,6.16263,10.94144,2699.42,0.71046,0.965640036,17.37801653,4.374682484
1.44,0.2104,4.2399,5.00227,621.816,0.515,0.466493958,28.38399399,2.520867841
0.965,0.314,16.55509,20.4391,5092.9,0.90126,3.322470527,18.20258225,4.865153012
0.965,0.314,10.72748,14.15193,3628.36,0.801,1.587937228,20.02062266,4.849803362
1.311,0.149,13.15094,19.36713,6031.38,0.8981,3.704009205,14.8280768,0.604759034
1.241,0.225,7.72449,8.38907,1406.18,0.6728,0.560073922,21.37343916,1.197264424
0.75,0.29,22.54209,26.20435,3973.29,0.86282,2.387682192,28.47106208,4.627230313
1.44,0.2104,4.70156,5.98836,1367.97,0.5669,0.499145931,20.92475896,2.521559331
0.965,0.314,8.26814,11.65453,4258.54,0.80048,1.582070083,12.48858741,4.879677436
1.386,0.1057,14.25359,18.91839,4824.93,0.87692,2.650938947,18.58091593,-3.024456617
1.09,0.26,17.6251,23.68141,4689.76,0.886,3.013093011,10.97066506,3.59968883
1.44,0.2104,21.07582,24.11694,6545.88,0.91152,4.247094892,8.025819537,2.52133728
1.306,0.166,16.95526,20.74545,5465.34,0.90304,3.835102159,9.400665214,1.382880931
1.33,0.403,14.49519,16.80014,2351.56,0.8148,1.047193091,13.47211824,-0.876148643
1.386,0.1057,21.2674,22.82572,2300.61,0.83972,1.500161678,23.84578931,-3.024456617
1.33,0.403,4.50914,6.68622,2088.33,0.63912,0.829344188,25.54678599,-0.876148661
1.418,0.152,24.9577,29.71426,5958.66,0.9365,6.141144686,10.38480791,1.896163967
0.75,0.29,9.24914,12.3389,4037.86,0.80808,1.502767198,18.66138518,4.647944249
1.33,0.104,8.74134,21.37941,4439.7,0.82442,1.960976468,15.6694002,2.760779269
1.418,0.152,33.41237,35.89892,5515.81,0.93442,5.741161725,7.521023579,1.896164302
1.22,0.25,5.14016,6.27181,971.491,0.52384,0.476218182,43.81095016,4.322404149
1.311,0.149,24.79685,27.33761,6808.72,0.92674,5.496678529,7.555035141,0.604760958
1.418,0.152,3.77657,4.48976,224.153,0.48546,0.297457767,28.84156448,1.89563893
0.75,0.29,3.80136,15.21973,1606.47,0.65618,0.785195467,24.34097202,4.593247388
0.965,0.314,9.19041,15.87391,4222.78,0.8154,1.755167671,20.25027832,4.869982898
1.241,0.225,10.68538,15.66948,3908.8,0.80064,1.756721769,12.84104835,1.197253678
1.44,0.2104,6.23971,10.39698,1291.15,0.66214,0.524363492,15.26024053,2.521482324
1.418,0.152,4.81417,6.86024,753.138,0.52028,0.406729311,21.38293439,1.896141228
1.33,0.403,18.70758,20.80531,2986.69,0.85858,1.960622225,17.18582113,-0.876148574
1.44,0.2104,11.11483,13.90084,2702.03,0.82298,1.217323391,12.80112754,2.521257564
1.241,0.225,26.58185,31.11101,7606.86,0.9555,9.516363564,5.322528791,1.19726016
0.75,0.29,4.69116,7.31017,1496.68,0.58784,0.552086855,23.43197121,4.659121813
1.33,0.403,14.93487,17.12874,5697.72,0.88634,3.265217407,8.746677075,-0.876148562
1.241,0.225,14.29954,21.10765,5879.02,0.9025,3.914484242,8.50648796,1.19725771
1.44,0.2104,31.81617,33.37685,2501.76,0.83682,1.506480881,18.57158822,2.521406664
0.965,0.314,13.44275,20.92627,5930.11,0.88838,3.496911989,12.59183631,4.861364479
1.22,0.25,4.40026,5.67314,1337.13,0.68924,0.477584224,16.85684479,4.369251023
1.386,0.1057,3.68421,4.54182,189.577,0.48704,0.334429697,27.18863665,-3.024456619
0.75,0.29,8.21137,10.58889,3667,0.8007,1.288316018,10.14633231,4.630210103
1.386,0.1057,4.61744,7.01096,1015.75,0.59098,0.586930182,22.58945435,-3.024456617
1.09,0.26,24.69654,26.27644,3359.89,0.85246,2.102083441,12.45351022,3.597444665
1.33,0.403,22.85203,24.02313,2200.36,0.8039,1.296073569,16.35643483,-0.87614861
1.09,0.26,3.96222,4.92709,431.387,0.46896,0.289803485,20.57662926,3.595842571
1.09,0.26,22.22904,24.37849,6371.94,0.9146,4.559890315,8.669825508,3.598508713
1.33,0.403,6.32935,9.56255,2860.71,0.71666,0.908878771,25.09164191,-0.876148519
1.09,0.26,27.61664,29.36869,3344.88,0.86282,2.316164726,20.0705225,3.59882134
1.241,0.225,17.5637,21.59827,5084.42,0.87504,2.825051736,11.81793672,1.197261024
0.75,0.29,6.6901,13.26684,2157.74,0.72064,0.812990887,24.42861372,4.676618329
1.22,0.25,3.83288,7.03275,661.004,0.49004,0.367919995,23.74292027,4.363719429
1.311,0.149,8.2314,12.17828,3807.86,0.7955,1.412875908,32.72994433,0.604761261
1.44,0.2104,4.15335,5.06649,698.549,0.51966,0.479152452,27.04237215,2.52116845
1.241,0.225,4.74475,6.7857,1024.9,0.56918,0.456692155,20.45813952,1.197254752
1.22,0.25,11.18822,16.84515,4437.15,0.83268,2.02702604,15.69857365,4.353613788
1.306,0.166,3.70955,4.3926,198.682,0.41538,0.27782757,32.51400845,1.38282702
1.33,0.104,4.98843,8.98513,1637.53,0.64432,0.595368779,40.22648112,2.760411191
1.311,0.149,3.91364,4.43355,405.691,0.48232,0.389712596,33.21101183,0.604751075
0.965,0.314,3.83588,4.67576,664.962,0.55334,0.452267303,27.48834447,4.821056619
0.75,0.29,11.15457,16.01991,4909.58,0.8594,2.452555578,10.85968326,4.637715725
1.241,0.225,14.50123,20.03839,5401.56,0.8804,2.99625978,9.550720172,1.197260142
1.09,0.26,14.6582,20.971,5987.54,0.89326,3.642881321,11.80769492,3.598160756
1.386,0.1057,7.28157,9.08345,1644.78,0.68996,0.569984056,23.48301859,-3.024456617
0.965,0.314,17.65817,21.59648,5656.09,0.90414,3.84202542,9.376273386,4.868974251
1.306,0.166,5.78241,7.33818,3087.38,0.7054,1.04404558,18.01605998,1.382896938
0.75,0.29,4.56197,5.70452,2370.11,0.69638,0.665138447,13.12201428,4.659412926
1.33,0.104,10.80472,12.95327,3332.26,0.80162,1.310339755,14.453311,2.760630172
1.311,0.149,5.12111,6.39676,1645.65,0.6016,0.652715453,23.87530884,0.604763633
1.09,0.26,20.4184,21.42966,4632.63,0.86162,2.895452269,12.66486978,3.599116727
1.09,0.26,10.17317,15.76802,4426.43,0.83422,1.96233037,22.14671687,3.599438887
1.09,0.26,4.72024,5.90984,2266.11,0.65608,0.700626536,18.42995286,3.602019765
0.965,0.314,11.05166,15.55354,4746.12,0.84236,2.140082467,11.14613121,4.867387877
0.965,0.314,10.80625,14.01954,2737.39,0.7809,1.127187905,15.68680325,4.846407431
0.75,0.29,30.16772,35.71257,4747.77,0.94376,6.558990326,6.765351343,4.657623132
1.306,0.166,5.14189,6.12649,1490.06,0.64744,0.515954225,34.56079116,1.382896198
0.75,0.29,4.70156,5.98836,1367.97,0.5669,0.499145931,20.92475896,4.673133806
1.09,0.26,21.1625,22.85867,6112.79,0.90898,4.179487415,8.940792445,3.599130738
1.44,0.2104,4.79223,6.23329,1928.01,0.63598,0.664900513,20.51200817,2.52157136
0.75,0.29,3.81519,4.56903,1140.42,0.59528,0.550166359,24.93194519,4.627785897
1.241,0.225,5.68293,7.16636,2617.08,0.69684,0.79788038,17.11308873,1.19727656
1.33,0.403,7.14498,7.96983,1337.17,0.60668,0.633037795,42.45527251,-0.876148584
1.09,0.26,12.09962,12.46942,3428.8,0.76174,1.152675741,14.86003676,3.601365422
1.306,0.166,20.51664,24.46809,5549.44,0.89312,4.138781147,11.52129316,1.382880145
1.09,0.26,8.49338,10.35501,3579.08,0.7731,1.263670972,14.23024709,3.599075677
1.22,0.25,7.41793,8.13737,1342.34,0.66434,0.54021923,21.64670654,4.368228657
1.44,0.2104,3.66161,5.4668,358.779,0.47318,0.37966477,31.55016158,2.51257694
1.09,0.26,5.92826,9.77102,1223.1,0.64252,0.443649621,26.25378406,3.59893093
1.44,0.2104,20.3586,24.04343,4986.13,0.87902,3.002609717,9.967004352,2.52127955
1.241,0.225,11.16897,14.3133,6141.12,0.85888,2.608088329,16.7912525,1.197256628
1.418,0.152,15.78499,19.74192,5901.54,0.89142,3.483252317,11.42135759,1.896105438
1.33,0.104,6.36904,10.21541,3090.27,0.72496,1.020912253,15.42889228,2.76091985
1.418,0.152,6.13907,7.41883,510.741,0.57702,0.321252004,23.53761249,1.89614866
1.311,0.149,8.03696,11.84927,4344.48,0.80254,1.634377857,16.69152673,0.604761371
1.22,0.25,8.96308,15.88859,4432.85,0.82568,1.859811379,17.36902986,4.353065887
1.22,0.25,18.11718,21.45871,5946.74,0.89174,3.56217244,7.373350577,4.356860283
1.241,0.225,5.59872,9.09863,4362.91,0.74034,1.113338436,15.07342774,1.197274282
0.75,0.29,17.09305,19.88673,5212.76,0.90234,3.600933815,10.8546053,4.652541497
1.311,0.149,3.90767,5.34449,659.675,0.47608,0.397508475,29.29979535,0.604742415
1.306,0.166,6.6287,9.2158,2675.84,0.74044,0.910039514,15.90246098,1.382899429
1.386,0.1057,12.43805,14.86523,4993.06,0.8589,2.410609037,15.32521882,-3.024456617
1.241,0.225,24.95128,25.88067,2499.13,0.82556,1.601393528,14.37903853,1.197248961
1.44,0.2104,12.57617,15.85375,6021.36,0.8824,3.242710883,12.89560064,2.521265663
1.418,0.152,11.4597,15.12995,6128.16,0.8734,3.111274183,16.28286864,1.896129706
1.44,0.2104,5.44672,6.48283,1248.8,0.61138,0.493155768,24.07255567,2.521390676
1.44,0.2104,7.08346,11.85876,4670.08,0.7848,1.576150481,16.66242167,2.521518447
1.386,0.1057,16.04687,18.57018,5161.83,0.8799,2.647932422,10.57830575,-3.024456616
0.75,0.29,5.14642,6.20774,759.433,0.50616,0.34573062,23.68287876,4.659949941
1.33,0.104,5.49118,9.43325,2682.59,0.68322,0.923010829,21.88040107,2.760819785
