Polymer density (g/cm3),FFV,PLD,LCD,ASA,Porosity,Pore volume,Qst N2,log_P(MMM)_N2
1.418,0.152,11.97743,14.61113,5041.39,0.8353,2.191853432,5.179924437,0.346837312
0.965,0.314,11.12263,15.15808,4440.39,0.82386,1.817243365,6.819109196,3.77456335
1.33,0.104,4.39766,7.90411,921.201,0.60446,0.574887773,12.83287612,1.202016959
1.22,0.25,3.89271,5.30133,446.593,0.476,0.287620245,12.67956421,3.216025793
1.418,0.152,4.85632,5.15455,288.927,0.42748,0.218491089,13.13237323,0.346835975
1.33,0.104,10.82186,12.89297,4753.52,0.81246,1.906744458,8.46842541,1.202039058
1.33,0.104,22.13702,25.47048,6650.91,0.92752,5.271138087,3.869323862,1.202058346
1.22,0.25,21.48575,25.94802,5964.89,0.93422,5.768962387,2.593782099,3.241290962
1.44,0.2104,6.64739,13.24642,2249.68,0.72852,0.833432481,12.03012233,1.106326868
0.75,0.29,4.73121,7.22233,832.179,0.5419,0.515403125,15.06717578,3.667396548
1.44,0.2104,4.19232,5.18455,463.163,0.4517,0.340885079,17.4109936,1.106329615
0.75,0.29,8.82431,14.01116,3636.54,0.80188,1.485460867,8.337647156,3.663718723
1.44,0.2104,5.92782,9.02838,1322.94,0.63332,0.547641489,8.086543052,1.106276211
0.75,0.29,4.91458,6.80411,2524.6,0.68262,0.878438983,12.23804423,3.664417457
0.75,0.29,7.14603,11.42731,2994.76,0.75852,1.050517697,8.744249882,3.664137194
1.418,0.152,8.88533,11.47589,3653.23,0.7819,1.40852682,8.874551258,0.346837909
1.09,0.26,4.91554,8.82458,1637.81,0.6469,0.63960214,8.963781914,2.205458029
1.22,0.25,6.59802,10.2851,2672.85,0.72692,0.914377432,9.587515664,3.237164414
1.09,0.26,22.16604,25.35437,6670.27,0.92916,5.568901036,3.861627017,2.206629819
1.306,0.166,6.68947,13.26122,2153.3,0.7207,0.811286644,12.33331396,-0.279842074
1.44,0.2104,4.4456,6.19639,2275.6,0.64936,0.747817675,12.25764673,1.106337929
1.418,0.152,8.70697,12.27989,3450.61,0.74732,1.35336249,11.31275068,0.346835681
1.241,0.225,3.76667,4.71483,918.924,0.59648,0.44713308,13.77847736,-0.35902265
0.965,0.314,16.20228,22.89713,5563.92,0.90058,3.712124647,3.956953542,3.785992251
1.33,0.104,4.08263,5.24587,1560.87,0.62306,0.577870525,12.26393743,1.202074316
1.418,0.152,23.3839,28.7604,6800.13,0.94982,8.155411497,2.18317713,0.346839911
1.22,0.25,4.59016,5.3607,875.531,0.5299,0.439641583,14.2594856,3.240861719
1.418,0.152,15.97915,20.91409,6212.9,0.90836,4.140276031,4.28121567,0.346838039
0.75,0.29,4.05076,5.68269,1590.27,0.6309,0.529056604,12.11955967,3.671521303
1.241,0.225,3.71474,5.47879,525.107,0.53962,0.34658788,17.20147023,-0.359024685
1.22,0.25,4.1864,7.71161,806.505,0.54296,0.402666845,14.00563051,3.237687276
0.75,0.29,13.82645,20.17888,4530.27,0.85828,2.345225962,4.616893604,3.666630554
1.33,0.104,7.18672,13.92209,1905.04,0.74048,0.754111316,8.509820178,1.201999689
1.241,0.225,3.8892,5.04935,1096.94,0.5921,0.486736212,13.27130719,-0.359023142
1.09,0.26,7.59661,11.80613,3187.09,0.73814,1.234496461,11.56856929,2.206329303
1.33,0.104,4.21694,6.93935,1637,0.59946,0.634770371,13.42580251,1.202031026
1.418,0.152,6.23608,7.81335,1896.01,0.61804,0.63493368,11.37968338,0.34683807
1.418,0.152,4.79581,7.46662,2160.48,0.66268,0.656053856,10.70901313,0.346839133
1.418,0.152,12.15221,18.56256,5553.15,0.8773,2.918884748,5.368926589,0.346836693
0.965,0.314,18.18814,25.53851,6183.32,0.93098,5.73539015,2.779845941,3.786013369
0.965,0.314,21.48586,23.70808,5696.07,0.88758,3.343290104,5.803163085,3.783453881
0.75,0.29,41.32298,44.64291,5056.25,0.95838,9.353699004,4.858782685,3.673581728
1.306,0.166,4.31073,5.25592,1201.37,0.60346,0.469468885,12.39102201,-0.2798419
1.09,0.26,3.69554,4.50395,117.039,0.40516,0.269425917,18.31775918,2.205874904
1.33,0.104,3.82151,4.95265,423.497,0.47726,0.370126798,16.76515905,1.202001171
0.75,0.29,8.41996,11.62058,4705.7,0.79994,1.696124912,8.286393899,3.66425042
1.418,0.152,11.01327,17.17384,4188.61,0.82104,1.976447479,9.317017755,0.346836448
1.241,0.225,42.08167,45.50777,4101.05,0.94144,5.273169256,2.26680175,-0.359022299
1.22,0.25,54.23558,56.61026,5633.41,0.96494,12.20943842,1.910834221,3.2424239
1.44,0.2104,10.9095,17.62883,5985.84,0.88006,3.028694928,5.546655846,1.10633947
1.306,0.166,12.67078,19.37922,5890.8,0.8917,3.388278388,3.656885183,-0.279841729
0.965,0.314,7.61337,15.88492,4109.11,0.79612,1.571440415,8.152343777,3.776330334
1.22,0.25,7.94571,10.66058,2567.2,0.74448,0.981699936,7.853379888,3.237208635
1.418,0.152,6.66924,13.25601,2229.54,0.7244,0.827108705,12.04659545,0.346835987
0.965,0.314,8.45805,12.57373,4519.75,0.8015,1.679075555,9.409971957,3.779179098
1.09,0.26,25.76811,28.10783,3590.45,0.86636,2.390255342,7.532136436,2.206576186
0.75,0.29,16.04815,19.57613,5789.13,0.8961,3.627876472,6.187216359,3.669235777
1.241,0.225,4.49755,14.06271,1945.41,0.70444,0.756436702,9.862446482,-0.35902341
0.965,0.314,7.3826,10.98472,3664.7,0.7774,1.266556966,8.131694119,3.776877505
1.33,0.104,10.95027,11.54524,1261.27,0.63702,0.543421142,8.688499449,1.202065836
1.241,0.225,7.35837,9.71547,1177,0.57768,0.501898366,11.44616396,-0.359022361
1.241,0.225,4.43531,6.98874,1837.37,0.60518,0.702425957,13.65448559,-0.359023131
1.418,0.152,29.18552,34.20409,4815.31,0.94062,6.23960199,2.393521902,0.346839852
1.241,0.225,7.64128,12.37228,4496.48,0.79234,1.656073321,8.58028293,-0.359022795
1.22,0.25,4.34787,5.68172,230.184,0.4438,0.2297042,15.26272739,3.227505052
1.306,0.166,5.2032,6.77313,1701.91,0.65054,0.568479923,10.93726658,-0.279841102
1.22,0.25,20.4903,23.5243,6472.42,0.91108,4.876649271,5.784243811,3.240527179
1.44,0.2104,8.6424,14.74526,3952.07,0.81742,1.540642063,5.771380449,1.106325045
1.44,0.2104,9.07506,12.43085,1522.52,0.6327,0.706310241,14.97269875,1.106288895
1.44,0.2104,9.98891,13.96786,4182.48,0.78338,1.528704432,9.037508667,1.106326251
1.241,0.225,4.70003,6.56789,1842.69,0.64936,0.652802882,12.11424794,-0.359023066
1.418,0.152,6.32665,6.70484,1949.79,0.64806,0.611573524,10.99575412,0.346839365
1.33,0.104,4.00276,9.01794,899.793,0.55688,0.446640253,10.10044741,1.201956724
1.418,0.152,24.23006,25.85044,2248.21,0.82424,1.448805611,5.647944546,0.346836479
0.75,0.29,10.8185,13.21606,4305.14,0.81936,1.860059659,8.474379704,3.665976425
1.33,0.104,17.39944,19.84177,4719.94,0.89498,3.154848352,4.958678355,1.202054649
1.241,0.225,20.9652,24.23824,3919.69,0.85758,2.405311105,5.466940448,-0.359022745
1.22,0.25,11.1959,19.36366,5103.38,0.86268,2.644229885,6.32609605,3.238758042
1.418,0.152,20.22013,22.77142,4742.9,0.86468,2.992469337,7.15799151,0.346837681
1.22,0.25,5.61701,9.01599,2078.46,0.6782,0.716898921,9.701771933,3.238162213
1.306,0.166,4.70155,9.77543,2267.35,0.66778,0.787203493,13.0680044,-0.279841474
1.44,0.2104,8.26373,8.56972,2143.21,0.68332,0.781511442,10.57828417,1.106331833
1.44,0.2104,4.24278,5.97954,759.477,0.49494,0.379412644,14.97201432,1.106338227
1.306,0.166,10.76554,15.19075,6157.9,0.86534,2.866569716,4.203904332,-0.279841805
1.33,0.104,14.52035,18.30561,5952.64,0.88568,3.400275652,4.005028302,1.202048173
1.33,0.104,15.95449,19.36563,5214.11,0.88744,3.056312271,6.254818901,1.202055181
1.09,0.26,4.82285,6.0154,1529.27,0.6447,0.628203379,11.06343569,2.206573873
1.33,0.104,6.06319,6.18933,330.08,0.43072,0.252550602,12.88940924,1.202074403
1.241,0.225,6.6128,7.08508,1642.83,0.62734,0.62638789,10.26642829,-0.35902215
1.418,0.152,9.44256,10.30257,981.807,0.58932,0.542342309,9.849023951,0.34683971
1.44,0.2104,4.91671,5.07682,365.373,0.46468,0.310525718,13.31881459,1.106338713
1.241,0.225,12.09962,12.46942,3428.8,0.76174,1.152675741,7.898808562,-0.359022959
1.09,0.26,9.80221,10.90817,1390.23,0.63658,0.586958526,8.429504784,2.206699096
1.418,0.152,7.94571,10.66058,2567.2,0.74448,0.981699936,7.853379888,0.346834244
1.306,0.166,6.57368,19.03849,3527.08,0.78152,1.313805787,7.858583841,-0.279841729
1.44,0.2104,6.30914,7.54763,1344.47,0.61346,0.603359758,10.28657776,1.10634464
0.965,0.314,8.82431,14.01116,3636.54,0.80188,1.485460867,8.337647156,3.7765275
1.09,0.26,12.53223,15.50198,3417.78,0.80148,1.649403915,6.434277343,2.2063798
0.965,0.314,17.75346,24.38508,6048.96,0.92046,5.171472234,3.351857107,3.784646145
0.965,0.314,4.025,5.04706,692.8,0.57794,0.440808793,14.75033963,3.772473786
1.09,0.26,9.85075,10.95857,1294.76,0.65152,0.541556876,9.547480677,2.206653767
1.241,0.225,25.10797,27.44335,6316.67,0.93124,5.691619402,2.529455118,-0.359022592
1.44,0.2104,19.28218,24.76115,6380.82,0.92346,5.5184654,3.345376683,1.106344404
1.33,0.104,4.28453,7.72003,1425.82,0.59674,0.56383994,13.02684708,1.201959573
1.306,0.166,10.34882,13.4966,4387.08,0.83056,1.906891635,7.073121318,-0.279842062
0.75,0.29,5.62446,9.38408,1646.23,0.68264,0.656649801,9.251930618,3.65969154
1.33,0.104,8.02745,11.1208,2681.31,0.71352,0.99498547,11.13281375,1.202030585
1.241,0.225,6.62234,15.48597,2730.48,0.74196,0.992210328,10.26055489,-0.359022994
1.09,0.26,11.17425,13.9621,5069.6,0.8471,2.249885793,4.736248253,2.206519865
1.22,0.25,4.21049,5.58529,536.175,0.55504,0.319799031,13.14108284,3.23128618
1.418,0.152,22.2392,27.31706,6281.9,0.93126,5.923857384,4.428130011,0.346839154
1.44,0.2104,26.33704,28.37063,2732.99,0.84676,1.670958715,5.100847391,1.106335931
0.75,0.29,6.97835,11.87518,2441.02,0.73906,0.956387607,9.250408095,3.659216865
1.418,0.152,35.21651,36.87232,2795.59,0.87618,2.318151152,4.685850468,0.346838685
1.33,0.104,3.74,4.71059,296.424,0.45152,0.249633721,13.86605294,1.201737146
1.44,0.2104,19.5522,22.97411,6109.8,0.91242,4.678501108,3.407412115,1.106341461
0.965,0.314,15.80588,23.05531,5814.77,0.91058,4.174578797,3.133229981,3.78300532
1.22,0.25,10.10065,15.11852,4022.56,0.82966,1.692461787,6.349613234,3.239261049
0.75,0.29,7.34082,12.96315,2607.97,0.73182,0.952529706,8.631922363,3.656731914
1.44,0.2104,14.5552,20.83469,5378.03,0.8792,3.132180735,3.523790775,1.106331934
1.44,0.2104,4.79302,6.85041,748.712,0.5169,0.401737833,11.73934858,1.106328781
0.75,0.29,30.17004,32.2095,2975.85,0.85526,2.164656215,8.552508715,3.665268329
1.09,0.26,4.69208,8.09916,912.99,0.52074,0.496576583,13.00744406,2.205489977
1.241,0.225,7.14116,9.73841,2318.91,0.67196,0.893515114,10.44834295,-0.359023208
1.33,0.104,4.21343,7.49731,574.38,0.48284,0.333349443,13.9341242,1.202043538
0.965,0.314,3.84058,4.95927,338.031,0.45524,0.343349323,18.06143836,3.755585304
1.09,0.26,9.29464,9.85685,1124.24,0.56974,0.515177546,10.70107003,2.206508449
1.44,0.2104,24.92306,30.27474,6532.93,0.91864,5.13711806,4.913517619,1.106343398
0.965,0.314,11.86193,15.40735,4911.77,0.86338,2.502710318,5.487029533,3.780438532
1.44,0.2104,4.777,5.63813,1136.23,0.5562,0.53939776,14.45113303,1.106313927
1.22,0.25,17.39944,19.84177,4719.94,0.89498,3.154848352,4.958678355,3.240334027
1.241,0.225,19.25398,22.77768,6433.99,0.91204,4.264639182,4.088419542,-0.359022551
1.306,0.166,11.10404,14.77469,4738.43,0.82764,1.931243043,5.092212499,-0.27984191
1.306,0.166,22.82791,25.64485,5842.34,0.9257,4.876905165,2.998095332,-0.279841326
1.44,0.2104,10.6425,14.28319,4396.28,0.81506,1.765972752,7.947613692,1.106333043
0.75,0.29,26.64962,29.97281,7020.34,0.94402,7.456655161,2.06162365,3.669667911
1.418,0.152,7.03577,7.16847,1359.8,0.59508,0.5353509,12.02780595,0.346841039
1.09,0.26,10.45199,14.77118,3105.55,0.80742,1.214693303,7.84300263,2.206501125
1.33,0.104,4.03954,6.93984,1902.96,0.6427,0.74357055,13.63345392,1.202048504
1.44,0.2104,16.93716,21.42454,5401.57,0.88834,3.178864349,3.90905095,1.106342664
1.418,0.152,19.54488,22.65152,5169.56,0.89718,3.866022028,4.38257934,0.346839072
1.09,0.26,21.81017,26.89211,6070.42,0.93498,5.897067171,2.649860633,2.206696031
1.22,0.25,17.47967,20.37965,5005.89,0.8986,3.550389373,5.776322819,3.240484473
1.418,0.152,4.31452,5.57595,458.333,0.4806,0.327974013,17.10774869,0.346838797
1.33,0.104,14.29428,21.87942,4616.79,0.88606,2.83458471,3.824597282,1.202048818
1.418,0.152,10.78411,14.60227,4417.34,0.8298,1.908823651,7.458936426,0.346837432
0.75,0.29,10.05377,14.72674,4358.19,0.81866,1.830221708,8.486124516,3.668040639
1.306,0.166,39.56575,44.62964,2754.44,0.95186,4.939543959,1.77837727,-0.279841016
1.241,0.225,6.43412,7.20706,2624.97,0.71492,0.852383961,9.15369547,-0.359022346
1.22,0.25,6.38807,7.62136,1296.53,0.57518,0.530520762,10.56238309,3.241654846
0.75,0.29,14.40153,18.33735,4810.76,0.85718,2.398021558,6.213404068,3.667127406
1.44,0.2104,12.01534,14.54118,4441.78,0.8461,2.08067951,6.202609262,1.106335223
1.44,0.2104,11.65692,16.45079,4283.63,0.84704,1.933620814,5.526108528,1.106335375
0.965,0.314,7.09895,8.90631,1265.12,0.6509,0.506261181,8.762606848,3.779423128
1.33,0.104,18.21138,21.57245,5997.27,0.9056,3.833373547,3.126843887,1.202058052
1.33,0.104,5.98763,7.19827,993.602,0.5473,0.494832871,12.91535032,1.20206425
0.75,0.29,5.04585,7.41509,992.679,0.57848,0.493335266,11.24095373,3.64110399
1.306,0.166,10.9095,17.62883,5985.84,0.88006,3.028694928,5.546655846,-0.279841578
1.241,0.225,4.87769,5.60791,842.651,0.49028,0.424863731,14.8276261,-0.359023771
1.418,0.152,14.11828,20.1712,4871.92,0.86586,2.565914055,4.422403642,0.346837368
0.75,0.29,3.91181,6.25491,723.011,0.54414,0.389486568,14.07608895,3.644367735
1.306,0.166,3.67872,4.91078,303.01,0.4225,0.328461479,18.1290779,-0.279842311
1.241,0.225,8.51011,14.1241,4147.9,0.7722,1.573381691,10.21897564,-0.359023043
1.241,0.225,4.49108,7.26111,1332.98,0.6082,0.519744657,10.73410769,-0.359024076
1.22,0.25,23.94407,28.34652,4697.93,0.94168,5.716922255,2.024705544,3.241677941
1.09,0.26,11.62964,13.1918,3172.23,0.75586,1.093976371,8.053245662,2.206430927
1.306,0.166,7.26394,11.98865,3542.3,0.7603,1.261720241,10.10169066,-0.279841908
1.33,0.104,17.68875,21.21797,5910.48,0.91012,4.17004197,3.030659864,1.20205628
1.418,0.152,12.25767,14.80803,5101.05,0.85258,2.375470174,4.483629105,0.346837129
0.75,0.29,10.30053,13.62413,4308.52,0.83562,1.81618224,4.55566279,3.667274503
1.09,0.26,16.50185,20.86958,4983.96,0.90188,3.289431932,3.43738315,2.206577867
1.22,0.25,7.061,9.29397,2320.29,0.6692,0.832023712,10.90710008,3.238339691
0.75,0.29,33.52259,38.12734,5670.44,0.95278,8.18806827,2.208941953,3.672995474
1.241,0.225,5.71888,9.03956,2260.26,0.66964,0.818325685,9.828036436,-0.359023032
1.241,0.225,8.06729,15.38736,3683.29,0.74862,1.42669289,11.33899043,-0.359023403
1.09,0.26,14.42779,22.23403,5468.03,0.88228,3.20944631,3.517738545,2.206492908
1.418,0.152,20.25991,26.14368,5111.43,0.92336,4.351387141,3.061250774,0.346838534
1.306,0.166,9.63647,12.85227,2948.45,0.8043,1.195343466,5.464246052,-0.279842324
1.241,0.225,7.2696,11.53694,3538.96,0.7562,1.190500555,9.641009103,-0.359023317
1.241,0.225,14.61792,21.77109,4864.3,0.89668,3.212018742,3.553686612,-0.359022575
0.965,0.314,13.42827,16.75604,5476.32,0.89578,3.354240074,5.933667457,3.78336751
0.75,0.29,4.17051,4.98965,395.504,0.44168,0.312616343,15.37481477,3.6694515
1.241,0.225,4.52002,13.35543,1960.77,0.69226,0.707783099,10.27947281,-0.359023145
1.33,0.104,15.81088,18.45842,5464.78,0.86364,2.731473428,4.390150607,1.202041649
1.44,0.2104,9.27996,14.76162,4019.7,0.81296,1.569014965,5.474885341,1.106327675
1.33,0.104,3.851,4.74764,375.928,0.5425,0.452626485,13.96013884,1.201914872
0.75,0.29,4.09504,5.33845,174.546,0.60088,0.398464181,16.76180305,3.585939414
1.33,0.104,4.10889,8.23229,1102.86,0.59784,0.491406308,12.30387244,1.20188326
0.965,0.314,16.69275,20.92248,4892.91,0.89396,3.069864872,3.488485896,3.780354892
1.09,0.26,10.61705,15.38008,4835.87,0.82286,2.036177373,8.198377763,2.206356486
1.306,0.166,17.55589,23.17073,5536.52,0.91698,4.309967193,3.068051388,-0.279841405
1.241,0.225,11.35508,22.37544,3627.3,0.83554,1.811590589,5.291738553,-0.359023007
1.22,0.25,6.43648,6.91507,776.782,0.5279,0.455809215,14.73859002,3.242055596
1.306,0.166,27.16953,30.83927,7274.29,0.94968,8.500156635,1.896865055,-0.279841454
0.75,0.29,11.03687,16.4941,4955.29,0.8518,2.232923431,4.330916033,3.667641458
0.965,0.314,5.80379,9.96823,2509.4,0.7158,0.793358752,7.53521709,3.776277552
1.241,0.225,4.23947,6.93068,428.413,0.48152,0.311681587,10.57388755,-0.35903119
1.418,0.152,21.16662,30.02024,6912.6,0.93718,6.409339288,2.316944549,0.346838577
0.965,0.314,5.15676,8.28593,2399.39,0.68804,0.803629203,10.23178396,3.779987557
0.965,0.314,25.0165,27.99629,6122.76,0.94274,6.941609602,2.652328429,3.787235443
1.418,0.152,15.2191,21.28945,5582.02,0.89762,3.47819011,3.459039609,0.346837499
1.22,0.25,9.50354,16.81784,4425.99,0.83046,1.969571559,8.096889011,3.239681246
0.965,0.314,9.56405,12.64638,4217.09,0.80652,1.725405294,6.356313448,3.779377884
1.241,0.225,18.86189,23.08752,6768.27,0.92418,5.664117085,4.878735625,-0.359022545
1.22,0.25,11.86169,14.15683,3930.54,0.81288,1.758909445,4.845994479,3.237398526
1.44,0.2104,14.51946,21.2809,5770.58,0.90072,3.584341784,3.11456242,1.106340402
1.22,0.25,5.62808,6.82996,2213.01,0.67536,0.744730943,9.900773185,3.240573157
1.33,0.104,26.24063,26.43723,1351.18,0.74846,1.080704105,6.519351708,1.202067126
1.418,0.152,6.52553,15.82314,4632.88,0.81398,1.631490546,6.370269544,0.346838124
1.44,0.2104,4.48921,5.82315,1521.2,0.56606,0.58998077,13.64328017,1.106326421
0.75,0.29,5.58563,10.22437,848.979,0.58042,0.436790259,14.99851103,3.670236073
1.09,0.26,10.32446,18.78161,4245.79,0.83804,1.949424389,6.764371616,2.206370772
1.241,0.225,3.67453,7.18264,422.498,0.54814,0.450513685,14.31949084,-0.359033779
0.965,0.314,18.9568,22.57498,6082.04,0.90664,4.428055815,3.519595812,3.783350565
1.241,0.225,31.36875,36.81142,4809.11,0.95096,7.043730742,2.729597664,-0.359022239
1.22,0.25,24.7549,28.20395,6803.91,0.93394,6.3081038,2.507365921,3.240310648
1.22,0.25,4.01341,5.16976,480.988,0.48218,0.303620679,12.26141006,3.222517488
0.965,0.314,7.4101,12.83987,4467.32,0.80556,1.541827202,8.15191077,3.780817015
1.44,0.2104,3.68842,5.30986,736.677,0.59304,0.420700174,13.85083808,1.106244846
0.75,0.29,19.93218,23.56098,5331.74,0.92098,4.436405326,5.157777336,3.670782094
1.306,0.166,11.15724,14.42884,5088.03,0.873,2.629819076,6.034857436,-0.279841545
0.965,0.314,9.20703,12.03844,4283.82,0.79356,1.591078604,8.475371965,3.779525618
1.306,0.166,36.65717,43.48724,4373.03,0.96362,8.530177221,1.801004708,-0.279840959
1.306,0.166,5.40382,6.42465,1855.47,0.64804,0.670305539,10.45138118,-0.279841458
0.75,0.29,9.60469,15.08588,3307.27,0.82342,1.401353667,4.912812488,3.664523818
0.75,0.29,16.39172,21.08529,5515.69,0.90636,3.78515855,3.23015308,3.669282183
0.75,0.29,33.26008,40.4499,4827.72,0.93376,5.466594853,3.008567427,3.672109255
0.965,0.314,14.30886,19.8663,5879.3,0.89188,3.339549025,4.89081961,3.782292576
1.418,0.152,6.57368,19.03849,3527.08,0.78152,1.313805787,7.858583841,0.346837401
1.241,0.225,5.34059,7.09944,2318.54,0.66844,0.748207945,10.25997621,-0.359022983
1.241,0.225,5.50957,5.63288,1260.43,0.56064,0.521108694,14.43129125,-0.359022462
0.965,0.314,40.14726,47.7092,5125.06,0.9679,10.6513512,1.742338938,3.789725445
1.306,0.166,4.14733,5.07722,507.094,0.4848,0.401893409,17.07506512,-0.279843815
1.418,0.152,26.39035,28.72182,1975.02,0.80836,1.376867013,8.660698222,0.346835654
0.75,0.29,3.90775,5.56128,937.649,0.57918,0.462759073,13.33795748,3.625899634
1.241,0.225,7.4051,12.54269,3834.35,0.78096,1.365985738,8.135252517,-0.359023008
0.965,0.314,12.20198,14.99425,4058.87,0.84346,1.870361295,5.372757459,3.779007033
1.44,0.2104,9.31234,17.29159,4566.28,0.84108,2.1073731,7.493605,1.106333776
1.22,0.25,5.17265,7.76009,1846.49,0.62694,0.614948504,9.396628622,3.238356943
0.75,0.29,18.12398,21.25654,5532.41,0.90656,4.011416182,3.78473233,3.670183509
1.33,0.104,18.38338,22.26141,3224.1,0.86302,2.259841736,6.914596579,1.202053325
1.418,0.152,4.21601,4.97799,313.69,0.48068,0.313745455,15.18444454,0.346835558
1.22,0.25,4.30122,4.60907,281.671,0.39598,0.200400822,16.34437854,3.242265447
0.75,0.29,4.56509,7.01927,1128.7,0.59534,0.493521566,11.78571799,3.661088092
1.22,0.25,9.5428,10.72174,1430.84,0.66024,0.606097326,10.4731827,3.241587355
1.241,0.225,19.42706,22.77015,5199,0.86454,2.847422124,5.108632899,-0.359022802
0.965,0.314,4.74475,6.7857,1024.9,0.56918,0.456692155,12.01342142,3.751805625
0.965,0.314,4.02298,7.77196,1531.06,0.63002,0.650895521,11.50707924,3.754954245
1.22,0.25,21.89661,25.32153,6969.86,0.93296,6.062433395,2.372118349,3.241144325
1.418,0.152,4.78582,8.72596,2384.43,0.66754,0.95573118,11.73999445,0.346832247
1.22,0.25,16.5371,21.64566,5699.43,0.90464,3.894425527,5.141244349,3.240820784
1.22,0.25,22.82791,25.64485,5842.34,0.9257,4.876905165,2.998095332,3.240953079
1.418,0.152,37.34341,41.32109,5037.48,0.95938,9.181197007,2.561367788,0.346840559
1.306,0.166,8.19028,12.41037,2428.69,0.7596,0.930544802,10.68045906,-0.27984262
0.75,0.29,5.22924,16.36508,2765.81,0.71038,0.985724356,11.10945992,3.666938965
1.09,0.26,11.6034,14.63826,4336.12,0.81404,1.808664276,8.326334257,2.206480131
1.306,0.166,7.46506,15.39913,3516.88,0.75948,1.324608188,8.892815524,-0.279842872
1.09,0.26,24.73822,30.26157,7084.37,0.94558,7.959092631,2.101210234,2.206693272
1.44,0.2104,7.97632,15.0088,3696.74,0.81288,1.360641688,5.598004644,1.106319529
1.09,0.26,26.71551,28.89089,6870.01,0.9313,5.814229348,2.539037311,2.206602265
1.33,0.104,3.78801,6.08481,934.503,0.53896,0.476336094,14.78543242,1.202051133
0.75,0.29,8.61929,9.08566,2493.39,0.71372,0.936779339,9.133179711,3.663398884
1.33,0.104,19.49177,21.66948,3029.62,0.8251,1.57151428,5.21250084,1.202045905
1.22,0.25,3.9288,5.58762,938.143,0.561,0.522779585,13.58561072,3.233664883
0.965,0.314,6.16155,6.57786,699.718,0.4753,0.362486844,13.21660961,3.773769
0.75,0.29,27.67103,31.87501,5530.73,0.91944,4.760238157,3.261676896,3.670992659
1.33,0.104,11.97417,19.52997,5064.63,0.8743,2.68388594,3.929546284,1.20204956
1.306,0.166,4.01932,5.55473,214.715,0.45826,0.290979053,17.13147129,-0.27984396
1.22,0.25,14.30886,19.8663,5879.3,0.89188,3.339549025,4.89081961,3.240101939
1.418,0.152,11.6538,13.74171,4386.7,0.83108,1.845269814,4.798294821,0.346836059
1.44,0.2104,11.49454,13.35709,3570.32,0.8031,1.505858617,5.967037094,1.106320423
1.22,0.25,15.24036,19.32457,6615.05,0.90554,4.23402783,3.201782014,3.239871837
1.418,0.152,6.88737,13.38214,2728.15,0.73118,0.981180992,8.9348906,0.346834012
1.241,0.225,3.98212,5.38373,1169.79,0.60824,0.528876754,13.19952464,-0.359024483
1.418,0.152,4.52304,6.18548,956.292,0.53814,0.48181574,14.83446345,0.346837496
1.09,0.26,14.01629,22.9646,5651.83,0.901,3.701147725,3.446621503,2.20648963
1.241,0.225,11.7527,15.59677,5512.66,0.85964,2.63759596,4.55799771,-0.359022874
0.965,0.314,24.58614,27.14808,3994.08,0.87004,2.462170629,7.476552851,3.781654327
1.418,0.152,16.65806,20.10498,5112.03,0.90102,3.292467688,4.800740739,0.346838253
0.75,0.29,16.93003,19.39141,5320.62,0.88162,2.860767873,5.392292307,3.666258751
1.09,0.26,11.99899,17.72882,5202.83,0.85818,2.638459315,4.449674968,2.206506023
0.75,0.29,9.80052,16.20056,4341.44,0.81906,1.817080638,5.536749315,3.666508436
1.418,0.152,5.71555,6.38354,1665.64,0.64902,0.557898447,10.37755732,0.346839017
0.965,0.314,32.31644,34.29812,3719.45,0.87504,2.740366096,8.43666822,3.78459425
0.75,0.29,15.55291,18.44822,3948.64,0.84432,1.97031184,5.85473497,3.665688777
1.306,0.166,20.33077,22.76479,4872.45,0.86322,2.620399911,4.802208913,-0.279841779
0.75,0.29,5.23566,6.04424,938.648,0.53918,0.441816826,13.08011807,3.66785229
1.22,0.25,4.54136,8.31511,870.726,0.62074,0.521472496,14.14323234,3.23523001
1.306,0.166,5.799,7.74164,714.571,0.51428,0.373834221,9.135926809,-0.279845486
1.09,0.26,36.09277,37.55207,4012.66,0.88556,3.22257359,5.189776595,2.206556419
0.75,0.29,9.56312,12.92188,6090.43,0.84434,2.421664597,6.312172133,3.665814678
1.241,0.225,4.12193,5.72746,1461.04,0.60832,0.500617213,13.07028193,-0.359024004
1.09,0.26,5.41121,8.36662,1936.8,0.64684,0.790689317,8.378535363,2.20459092
1.09,0.26,7.96677,15.08284,3722.2,0.81234,1.373618291,5.503977716,2.20633594
1.33,0.104,7.94906,15.11067,3699.19,0.81026,1.37544815,5.463278421,1.202029684
1.44,0.2104,4.31016,4.69413,544.984,0.5088,0.410749893,18.19641372,1.106355229
1.33,0.104,8.94797,13.15242,3506.84,0.74066,1.307129331,9.894221044,1.202048995
1.22,0.25,15.46386,16.64269,4028.36,0.81898,1.912655597,10.17916298,3.237758943
1.306,0.166,4.43769,9.81867,2426.02,0.71732,0.855304577,11.8283328,-0.279842409
1.418,0.152,6.06319,6.18933,330.08,0.43072,0.252550602,12.88940924,0.346841067
1.306,0.166,7.52617,8.234,2684.93,0.7102,0.827693588,9.726763772,-0.279841627
1.09,0.26,6.72782,13.28108,3435.91,0.7845,1.217075358,7.731104885,2.206380622
