PLD,LCD,ASA,Porosity,Density,Pore volume,Qst N2,log_P_0(N2),log_P(N2)
11.71671,16.84633,4550.18,0.85778,0.382341,2.243494681,4.64902208,-8.724905209,5.304648038
28.00743,30.18619,6920.75,0.93572,0.147475,6.34493982,2.344429931,-8.130880221,5.2575848
20.70424,24.96769,3972.67,0.89816,0.292894,3.066501874,3.472450196,-8.546654237,5.427594896
19.71478,25.97381,6370.15,0.92522,0.158899,5.822692402,2.940629117,-8.146034732,5.511071914
13.42827,16.75604,5476.32,0.89578,0.267059,3.354240074,5.933667457,-8.493564002,5.422232497
11.52014,16.33183,4959.23,0.86404,0.346433,2.494104199,4.170612077,-8.717992189,5.384826972
20.0638,23.74438,6138.94,0.92546,0.176389,5.246699057,2.946071499,-8.275733681,5.394731398
11.13153,13.39867,4906.48,0.81838,0.419337,1.951604557,5.502002175,-8.84650636,5.252226796
20.99163,24.66959,6191.7,0.91998,0.186239,4.939781678,2.720086352,-8.395758293,5.458021091
17.40816,20.43231,5924.18,0.89552,0.227766,3.93175452,6.658312509,-8.443901334,5.41032421
22.73155,24.97533,5986.02,0.89616,0.238914,3.750973154,5.197940694,-8.434617475,5.385412352
18.34639,21.39008,5368.74,0.8994,0.245259,3.667143713,5.707166797,-8.397752898,5.463605147
19.71812,25.1878,5835.16,0.93112,0.163868,5.682134401,2.984572693,-8.128088224,5.547224474
12.77517,20.13494,4665.68,0.86276,0.330226,2.612634983,4.797178343,-8.735632885,5.326247943
12.16002,21.18589,5533.17,0.8769,0.295292,2.969602969,5.978419821,-8.631523907,5.318381254
19.41973,24.61019,5124.87,0.88654,0.235358,3.766772321,4.099032072,-8.518281969,5.463750183
21.52303,27.02935,5025.12,0.93388,0.190093,4.912753231,2.920081302,-8.186427706,5.628907107
13.47142,16.6863,5931.78,0.87148,0.270783,3.218370429,6.304215194,-8.634266557,5.292844119
7.59661,11.80613,3187.09,0.73814,0.597928,1.234496461,11.56856929,-9.142978055,5.111042044
10.73155,16.21646,4338.83,0.8231,0.417374,1.972092176,8.596973723,-8.822241618,5.253281064
22.79459,27.11689,6379.91,0.93296,0.135968,6.861614498,2.836106847,-8.061081137,5.540840372
13.76532,15.40232,4441.97,0.8084,0.406552,1.988429524,5.885517761,-8.97158391,5.128500874
17.15158,20.13356,4295.41,0.89578,0.307981,2.908556047,6.288107895,-8.536113766,5.439242039
9.67257,13.48791,4106.61,0.79,0.474123,1.666234289,9.848648998,-8.953261463,5.206337284
9.89338,12.95462,4279.89,0.80898,0.49194,1.644468838,9.2244058,-8.843165122,5.315013206
23.39559,26.2303,5948.97,0.92204,0.182153,5.061898514,3.162961638,-8.297124541,5.459989964
27.69453,44.17516,5568.41,0.91956,0.196381,4.682530387,2.90922628,-8.274823522,5.460695169
15.35387,18.23941,5824.85,0.87416,0.306284,2.854083139,3.817611942,-8.659004612,5.377714519
20.33568,22.40989,5335.48,0.86874,0.282973,3.070045552,4.700193513,-8.598523348,5.274607529
21.28222,25.43032,4762.01,0.9087,0.224997,4.038720516,3.1504935,-8.399987479,5.526018925
11.69887,15.3237,4321.03,0.79118,0.426085,1.856859547,10.68501966,-9.00814708,5.153702888
8.73051,14.60365,4117.28,0.812,0.499367,1.62605859,5.669808106,-8.940380132,5.252751648
9.31234,17.29159,4566.28,0.84108,0.399113,2.1073731,7.493605,-8.800613811,5.273626941
17.23849,23.69031,5694.75,0.89824,0.226673,3.962712807,3.622047991,-8.42482816,5.449389981
15.7729,18.49031,4832.13,0.85658,0.317793,2.695402353,5.039745175,-8.719041836,5.269064566
20.43989,21.95573,3911.38,0.85748,0.348972,2.457159887,6.428993433,-8.713228075,5.356023543
6.87046,11.2834,2500.95,0.73744,0.841745,0.8760848,8.390843505,-9.290887939,5.135657606
9.91572,13.9975,4362.42,0.81244,0.437402,1.857421777,5.096451488,-8.960304778,5.183990453
19.96789,24.04615,5469.39,0.9152,0.208886,4.381337189,3.236099688,-8.364608534,5.506246319
17.94882,21.64325,5351.42,0.91226,0.220971,4.128415041,3.493557582,-8.349534366,5.459340801
17.41984,22.81908,5753.88,0.90988,0.206979,4.396001527,5.942810989,-8.317371196,5.44631956
7.87152,15.43807,4289.87,0.80632,0.481508,1.674572385,8.164257611,-8.908702412,5.281681256
21.54721,24.58361,5861.92,0.92278,0.180342,5.116833572,2.687307537,-8.310344663,5.468172271
20.45374,24.71124,5085.65,0.8897,0.241216,3.688395463,3.957746481,-8.499765837,5.440906472
18.95379,23.17611,5078.31,0.88924,0.242018,3.674272162,5.920780691,-8.447429272,5.205364206
27.01514,28.94676,6062.49,0.90958,0.219837,4.137520072,6.175665737,-8.316880594,5.53407542
17.20635,19.81541,5774.66,0.89762,0.228475,3.928744939,6.593183665,-8.390294131,5.433270396
8.08496,11.68739,3185.51,0.7955,0.68101,1.168117942,6.179128984,-9.077166778,5.155046157
21.3203,24.62432,5754.34,0.9125,0.184796,4.937877443,5.355085247,-8.238520688,5.441103494
8.22331,13.14374,3776.83,0.79044,0.597749,1.322361058,7.990125946,-9.022387844,5.223888377
9.16824,14.49366,5266.83,0.8411,0.365802,2.299331332,4.924963758,-8.756488426,5.267127202
17.84084,20.22571,5786.95,0.87342,0.301171,2.900080021,4.441730399,-8.624439961,5.368424012
19.43958,23.35068,4524.92,0.87266,0.287664,3.033608655,7.691581161,-8.562013821,5.382411554
4.13631,11.15937,890.159,0.5794,1.24668,0.464754388,13.73275314,-9.875252533,4.793336779
6.41673,10.21831,4293.48,0.77294,0.605887,1.275716429,9.238810234,-8.932041337,5.325505457
12.27892,20.76595,5304.28,0.86874,0.315204,2.756119846,4.014136886,-8.673993927,5.384280059
15.73017,18.38588,4383.64,0.87284,0.336371,2.594872923,7.337714389,-8.668014432,5.3754484
15.77602,20.64014,6437.08,0.90456,0.216154,4.184794175,5.21858311,-8.36667701,5.324253846
8.16141,11.57636,3527.51,0.78054,0.616103,1.266898554,7.644545988,-9.027338976,5.192156593
20.34871,23.29977,4653.34,0.883,0.294472,2.998587302,3.849527791,-8.596411376,5.385600553
11.22883,15.12819,3570.62,0.80082,0.522766,1.531889985,5.589385318,-8.961778652,5.241484464
7.94102,11.14573,2670.75,0.7044,0.726794,0.969187968,14.04660524,-9.181460681,5.08635888
20.41436,22.97788,4618.66,0.8557,0.314699,2.719106194,5.552745972,-8.714611785,5.197391324
26.50098,32.09668,6957.9,0.94392,0.122425,7.710189912,2.256992767,-7.97435811,5.650598862
20.9216,26.86533,6404.19,0.93582,0.14706,6.363525092,2.733487095,-8.080069272,5.527462697
15.93331,28.55077,6186.72,0.91292,0.198004,4.610613927,2.825544619,-8.372713205,5.457596778
21.23832,27.05437,6408.65,0.93088,0.151894,6.128484338,4.926771798,-8.089039732,5.56408432
21.97539,24.83169,4642.88,0.88988,0.292719,3.040048647,6.880936196,-8.492477089,5.441016651
24.71646,27.66213,7068.28,0.91994,0.176294,5.218215027,3.010433329,-8.252534343,5.54064391
16.02552,19.72071,3619.78,0.84012,0.408271,2.057750857,7.354000111,-8.800238245,5.235632215
18.04624,20.20806,2979.18,0.81762,0.435306,1.878264945,12.38531332,-8.864666748,5.244724335
11.74166,15.44254,4808.7,0.8442,0.42295,1.995980612,6.646980196,-8.719021642,5.391183443
20.80204,23.98052,4267.65,0.89938,0.277636,3.239421401,3.522704744,-8.562515086,5.326629911
17.07007,20.05998,3813.8,0.90186,0.333302,2.705834348,5.690458727,-8.584249926,5.556616856
8.62496,13.49869,5181.72,0.8273,0.397217,2.082740668,5.146519482,-8.841249191,5.231540091
20.45622,26.32503,6031.92,0.93334,0.159681,5.845028526,3.018683783,-8.133639887,5.567629288
10.9095,17.62883,5985.84,0.88006,0.290574,3.028694928,5.546655846,-8.562706479,5.375938055
21.2674,22.82572,2300.61,0.83972,0.559753,1.500161678,4.83461958,-9.034490918,5.322996142
21.18405,24.54497,5462.81,0.91136,0.207506,4.391969389,3.100897815,-8.395605901,5.373902527
18.42709,30.83975,4183.88,0.8577,0.365533,2.346436573,4.850584467,-8.773604746,5.30198675
20.11627,25.47401,5920.79,0.92284,0.173377,5.322736003,5.019116279,-8.126317923,5.534564031
5.05932,10.79118,2225.18,0.69272,0.868923,0.797216784,11.01202513,-9.499926706,4.900828946
15.96457,19.61475,4334.16,0.88114,0.323465,2.724065973,4.29276078,-8.659318328,5.340404723
23.59401,27.07465,6211.41,0.94608,0.136498,6.931090565,2.232586758,-8.012267516,5.560275551
25.0306,28.2361,5571.97,0.90108,0.222337,4.052766746,5.966456898,-8.364227579,5.442056581
15.79416,18.49933,4810.95,0.86352,0.303902,2.841442307,4.986431952,-8.652520632,5.280201921
9.90367,14.54657,4163.53,0.8435,0.439448,1.919453496,4.957395315,-8.866782611,5.28848486
19.75213,22.87103,4671.06,0.85718,0.304873,2.81159696,7.364029982,-8.682598683,5.316518191
15.00967,22.32491,5119.31,0.87184,0.289117,3.015526586,4.433796603,-8.619317193,5.352373241
16.78859,20.93926,5523.05,0.90402,0.234506,3.854997314,3.617662109,-8.439858784,5.334682169
11.84001,17.46259,4128.19,0.83246,0.400667,2.077685459,5.341201123,-8.781162872,5.307501794
9.86494,14.23152,4148.43,0.8103,0.486285,1.666306795,8.081441643,-8.918218104,5.243721829
11.24139,16.81715,4163.41,0.82344,0.439276,1.874539014,5.995143782,-8.82583673,5.304455957
24.79258,26.16031,5046.76,0.88712,0.252627,3.511580314,6.747140693,-8.454771606,5.478554499
14.93169,18.51568,4710.65,0.85816,0.31417,2.731514785,5.147633748,-8.677372347,5.411262011
8.9786,16.87982,4102.25,0.82478,0.474418,1.738509078,7.340963716,-8.956785243,5.18600213
6.33847,10.1987,2351.15,0.67978,0.774166,0.878080412,13.44432706,-9.326625128,5.020921182
8.18838,12.0265,4119.26,0.79978,0.50653,1.578939056,7.95640103,-8.913602342,5.274484044
12.97088,15.87648,5791.33,0.85034,0.34312,2.478258335,7.063908255,-8.654973923,5.381392487
5.12616,9.91815,2242.57,0.69374,0.909254,0.762977122,7.982654737,-9.282081227,5.089854955
11.70649,14.58199,4918.27,0.79802,0.412731,1.933511173,10.17889291,-8.961769914,5.123592907
20.52157,23.32172,4794.43,0.87628,0.280065,3.12884509,4.352878222,-8.553425198,5.339480047
10.82786,13.58842,4627.63,0.84738,0.394005,2.150683367,6.804899355,-8.788551592,5.322712007
18.77781,20.853,4295.69,0.83674,0.360162,2.323232323,6.205910317,-8.711416497,5.308031297
16.83949,20.83233,5464.15,0.89972,0.232244,3.874029038,5.258931223,-8.399827104,5.286111428
6.482,8.74998,2589.91,0.67968,0.721704,0.941771142,9.30918445,-9.326752205,4.994573067
21.0434,22.83382,4430.24,0.86214,0.3152,2.735215736,4.909900628,-8.7059372,5.246530491
19.73574,22.07268,5899.59,0.92002,0.198473,4.635491981,3.299635214,-8.316335907,5.491392127
5.16302,9.78202,1997.05,0.65876,0.885001,0.744360741,9.654018134,-9.589461751,4.723520159
16.90835,21.7222,6297.4,0.89124,0.223748,3.983231135,3.887347975,-8.46513432,5.361734353
17.75945,20.72426,5909.15,0.90686,0.208378,4.351994932,5.579592277,-8.330569779,5.426825159
12.36403,15.53535,5335.05,0.88596,0.299547,2.957666076,5.359613377,-8.53682683,5.353247745
21.9455,22.78232,4785.42,0.85526,0.291538,2.933614143,8.343732743,-8.680672442,5.273404283
22.2392,27.31706,6281.9,0.93126,0.157205,5.923857384,4.428130011,-8.124751062,5.530046853
16.4057,19.1911,5377.71,0.88334,0.261839,3.373599808,6.29485628,-8.506348596,5.379557724
11.93922,17.31657,5265.58,0.8677,0.327187,2.652000232,4.516236465,-8.631802671,5.388036343
21.48586,23.70808,5696.07,0.88758,0.265481,3.343290104,5.803163085,-8.510225995,5.426473146
11.67666,13.50706,3445.66,0.78272,0.541983,1.444178138,9.144966492,-9.0408308,5.202279345
11.55391,13.92176,5673.59,0.87462,0.310724,2.814780963,4.136822644,-8.672289132,5.360345831
3.71474,5.47879,525.107,0.53962,1.55695,0.34658788,17.20147023,-9.867908738,4.803631242
8.88533,11.47589,3653.23,0.7819,0.555119,1.40852682,8.874551258,-8.893700816,5.360956786
12.05579,16.38225,5057.48,0.8723,0.334507,2.607718224,6.541205041,-8.642267591,5.365137686
17.36039,29.39611,3163.79,0.83466,0.487205,1.713159758,7.587246707,-8.954124124,5.283029692
20.89817,24.21133,5743.03,0.926,0.183407,5.048880359,3.065323854,-8.216051833,5.51133329
9.64579,13.06033,3603.84,0.8028,0.53512,1.500224249,5.729405336,-8.930633678,5.22162239
12.40067,20.68184,5532.88,0.87198,0.293155,2.974467432,4.345137318,-8.64138106,5.333203044
4.77462,9.33011,1751.34,0.64772,0.984519,0.657905028,10.13870646,-9.515493557,4.931703985
7.73137,9.56658,2958.72,0.76006,0.776924,0.978293887,7.625256002,-9.116950153,5.291135975
4.69966,9.04593,1669.88,0.62564,0.892945,0.700647856,10.57595591,-9.756818138,4.710459997
8.18429,11.53039,2987.37,0.76784,0.741831,1.035060546,8.808220204,-9.198895416,5.23141802
4.53279,8.27382,1756.07,0.64396,0.925107,0.696092452,10.3480248,-9.701434842,4.683215916
20.30851,23.99104,5559.18,0.89202,0.222487,4.009312904,4.020590603,-8.455380705,5.408648479
10.96709,16.55535,4074.85,0.8234,0.438129,1.879355167,8.38376504,-8.840216428,5.243754067
21.5572,26.9761,6591.01,0.92124,0.165224,5.575703288,3.176757391,-8.222215603,5.518749357
21.1316,27.40237,6386.62,0.93618,0.146697,6.381725598,4.715807964,-8.024685997,5.569587408
22.79219,25.52997,5301.9,0.91966,0.188485,4.879221158,4.623453023,-8.226342352,5.464158217
10.77626,15.96697,4774.87,0.83282,0.399341,2.085485838,8.132075247,-8.778623626,5.313058625
5.99793,10.39096,2787.83,0.71604,0.737961,0.970295178,9.491373467,-9.365917686,5.017285281
19.87379,24.47626,5441.34,0.91534,0.213068,4.295999399,3.2569309,-8.374306411,5.475753898
21.69207,25.34123,5522.18,0.92888,0.186831,4.971765927,2.971011642,-8.264088675,5.519794727
16.2917,19.68339,5593.73,0.88626,0.252183,3.514352672,4.204620348,-8.519929626,5.341354699
21.85569,24.03449,6641.12,0.91712,0.187045,4.903205111,2.887953935,-8.28070509,5.489853675
17.51037,22.98382,5523.33,0.91546,0.206833,4.426082878,3.357224039,-8.374252869,5.504097325
17.94407,20.4016,4659.5,0.89686,0.269626,3.326311261,3.985241636,-8.491437349,5.472127038
17.04313,19.38216,3213.97,0.83066,0.491524,1.689968343,5.717120505,-8.836066268,5.283467856
22.26413,28.04034,6519.75,0.9366,0.139556,6.711284359,3.012437441,-8.052773194,5.665879079
17.50476,19.58193,5765.97,0.88634,0.245385,3.612038226,4.416648358,-8.516395256,5.336460742
9.44086,13.01994,2782.33,0.74954,0.591313,1.267585864,10.41378054,-9.321357345,4.896402725
20.43359,26.49825,6379.31,0.92428,0.162895,5.674084533,3.457396789,-8.150852413,5.567123263
18.15035,20.11225,3408.97,0.83002,0.4127,2.011194572,5.100840865,-8.844658554,5.273532994
16.22479,20.39932,6224.88,0.91648,0.191472,4.786496198,3.263841206,-8.367914359,5.499301077
14.43494,19.71845,4502.58,0.84028,0.394068,2.13232234,5.521072908,-8.741812386,5.291624498
20.16294,22.24101,5424.45,0.8811,0.28462,3.095706556,4.05372232,-8.573913175,5.377687335
30.96836,34.0533,7320.19,0.93934,0.131087,7.165775401,2.411267686,-8.048996225,5.535409213
14.50923,17.59427,5719.3,0.87076,0.314948,2.764773867,6.102322582,-8.604724104,5.267705246
14.59656,17.99633,5504.25,0.87518,0.326665,2.679136118,3.894975389,-8.664951942,5.386800542
12.25896,15.0372,3088.14,0.77072,0.665479,1.158143232,8.995432103,-9.16042219,5.118271688
22.56319,24.79485,6291.93,0.91912,0.192908,4.764550978,2.649200644,-8.344221526,5.42317348
8.64999,10.56394,2545.32,0.69576,0.658035,1.057329777,13.30287283,-9.513995099,4.761178839
24.7027,26.03941,4776.81,0.88862,0.277889,3.19775162,4.317496589,-8.55144905,5.406089311
7.73859,11.86784,2666.78,0.76834,0.821709,0.935051216,9.120497824,-9.197474218,5.143499275
23.96689,27.60067,4951.84,0.89856,0.259953,3.456624851,5.913734143,-8.42663503,5.51534389
17.21239,20.40666,5360.31,0.87058,0.290932,2.9923831,4.913286351,-8.676645581,5.22799315
12.01888,14.02896,3184.06,0.77544,0.557183,1.39171511,9.082423124,-9.111109435,5.131714101
21.38414,27.14492,6362.76,0.93018,0.163619,5.685036579,2.947625681,-8.211307934,5.448258894
19.12258,21.67977,4521.58,0.88202,0.311761,2.829154384,4.678835439,-8.567795209,5.467303702
19.90087,21.90669,6099.86,0.91894,0.192697,4.768833973,3.341812572,-8.27240917,5.402019034
17.38453,20.94579,5123.16,0.90112,0.257089,3.505089677,5.661342416,-8.454597431,5.448055038
8.08912,10.87821,3263.16,0.74306,0.624231,1.19036062,11.59753381,-9.084835085,5.183305992
11.75388,13.8858,2842.22,0.79586,0.672345,1.183707769,8.809079472,-9.197072571,5.097793361
9.23952,11.77333,4104.01,0.7902,0.516649,1.529471653,9.142255174,-8.840276232,5.302001303
5.59071,9.03181,1345.35,0.65924,1.43254,0.460189593,8.241153388,-9.719885652,4.83891974
23.29218,26.91348,6533.88,0.93636,0.143227,6.537594169,2.592831788,-8.103609009,5.571926746
19.96465,22.77028,5717.79,0.90118,0.225571,3.995105754,3.834041939,-8.412872376,5.478674723
11.15724,14.42884,5088.03,0.873,0.331962,2.629819076,6.034857436,-8.597144465,5.392285396
17.27512,19.64427,3515.37,0.88532,0.394277,2.245426439,4.309104891,-8.710655387,5.34961225
11.35508,22.37544,3627.3,0.83554,0.461219,1.811590589,5.291738553,-8.889310402,5.214682084
19.5522,22.97411,6109.8,0.91242,0.195024,4.678501108,3.407412115,-8.332722122,5.418261899
17.40192,23.192,5999.72,0.91726,0.190695,4.81008941,3.264600597,-8.295370626,5.45144589
8.92064,12.81346,3669.05,0.80054,0.566329,1.413559962,5.647810237,-9.052134522,5.168987228
24.01614,26.19947,5824.12,0.9319,0.151248,6.161403787,2.510253777,-8.142376052,5.475553547
24.0579,26.68053,6826,0.92342,0.17132,5.390030353,4.369357218,-8.149486241,5.500548906
18.41292,21.39458,6118.09,0.91146,0.204423,4.458695939,3.805220798,-8.348091052,5.349646095
10.78071,18.86968,5155.18,0.83916,0.343276,2.444563558,7.361543297,-8.748162201,5.217982937
9.63061,14.27301,4539.5,0.84108,0.401392,2.09540798,7.226430656,-8.761200891,5.332033722
8.31051,12.11819,2974.92,0.74628,0.624482,1.195038448,9.903771168,-9.266133764,5.040741573
9.63039,15.22767,5252.6,0.84018,0.365449,2.299034886,4.900127078,-8.766689739,5.316231489
25.27434,27.96352,5356.01,0.90546,0.206402,4.386876096,4.027503516,-8.375067926,5.38772969
28.53461,32.00528,6766.01,0.95692,0.103358,9.258306082,3.546982838,-7.726751713,5.795658373
9.3251,10.58683,2895.04,0.71594,0.648253,1.10441448,10.39685678,-9.160863913,5.154154975
11.64882,13.32474,3042.74,0.8293,0.592397,1.399905806,4.856948336,-9.007890745,5.321765011
19.97679,21.60057,6104.42,0.90662,0.20238,4.479790493,3.581539779,-8.34485658,5.37444434
11.71839,16.99633,4115.77,0.83664,0.439781,1.902401423,7.341148023,-8.853467922,5.26878747
9.81088,13.31775,3002.93,0.77934,0.61969,1.257628814,8.031750732,-9.084991942,5.176754913
12.04906,15.80417,4871.77,0.8418,0.421113,1.998988395,7.027729362,-8.771891321,5.330922155
11.18882,14.15611,5497.23,0.84582,0.362801,2.331360718,5.110203372,-8.757153864,5.384478931
10.9365,14.78744,3541.34,0.80602,0.503765,1.59999206,6.028737067,-8.987471166,5.180483338
10.66698,15.00859,4420.81,0.82792,0.454533,1.821473908,6.508670859,-8.933039243,5.186698018
9.04421,12.47724,4570.22,0.81574,0.459823,1.774030442,7.69633188,-8.823809447,5.323247526
20.18712,24.09754,6328.57,0.92814,0.167839,5.529942385,2.952105553,-8.24033163,5.484043705
15.65408,19.71662,6687.32,0.90766,0.208943,4.344055556,3.286742844,-8.449146198,5.332119191
5.51702,10.84525,2371.14,0.69264,0.872956,0.793442052,10.18461518,-9.450719091,4.893749431
12.0635,15.30968,4677.72,0.86014,0.349307,2.462418446,6.828769341,-8.740216808,5.193651734
21.763,24.84278,4852.77,0.89114,0.270314,3.296684596,4.201925855,-8.439897252,5.453104872
19.97149,23.67476,6420.11,0.9132,0.182566,5.002026664,3.445971903,-8.307446317,5.389813172
17.31141,20.29006,4225.74,0.90256,0.298344,3.025232617,5.595261575,-8.513682435,5.434213104
12.66944,17.75121,4961.27,0.87444,0.319931,2.733214349,5.819289481,-8.654899048,5.304373695
5.75269,8.35583,2214.92,0.6706,0.903949,0.741856012,9.099633998,-9.347610454,5.092763396
18.55098,20.21402,3244.64,0.84344,0.45404,1.857633689,8.1786078,-8.857910189,5.284689795
11.03687,16.4941,4955.29,0.8518,0.381473,2.232923431,4.330916033,-8.795595349,5.341724339
21.89178,24.94467,4889.4,0.89064,0.258836,3.4409433,5.966766861,-8.462402081,5.381864242
13.35787,16.89525,5045.2,0.84522,0.374171,2.258913705,4.953668536,-8.73791655,5.315522935
25.52137,29.30106,6816.97,0.95122,0.113398,8.388331364,2.454006005,-7.866612195,5.65121388
13.16103,17.66918,4798.18,0.8522,0.367913,2.316308475,4.816623862,-8.717825669,5.353953595
21.12042,26.90792,6205.96,0.93132,0.159973,5.821732417,2.736296305,-8.205699324,5.460581908
19.91243,22.15277,5425.29,0.87014,0.285366,3.049206983,4.794172879,-8.594586794,5.388916275
29.79071,32.07165,5121.49,0.91336,0.193287,4.725408331,3.237110787,-8.298130209,5.503236558
14.6908,20.94384,5936.85,0.91174,0.215105,4.238581158,2.954665238,-8.409665035,5.220977521
21.87557,24.65028,6039.32,0.92478,0.17483,5.289595607,2.974497407,-8.263357165,5.496664127
26.18409,30.37077,4900.03,0.91292,0.228053,4.003104541,3.542394689,-8.36839798,5.441226736
20.75565,25.98542,6714.48,0.92206,0.159721,5.772941567,3.554181484,-8.186350383,5.50859585
25.25533,31.88815,6738.33,0.93118,0.144517,6.443394203,4.373315457,-8.053546416,5.555946829
12.7185,18.32348,4552.51,0.86046,0.374304,2.298826622,4.179391939,-8.784243053,5.263955703
15.91872,18.60448,5178.44,0.8906,0.276065,3.226051836,6.070591742,-8.516565563,5.40211653
17.26153,19.72422,4105.58,0.89258,0.329392,2.709780444,5.984688764,-8.562992594,5.447970488
6.20399,11.0234,2296.61,0.72278,0.942692,0.766719141,9.562379226,-9.340300038,5.072837568
22.72428,25.09154,5714.21,0.91814,0.175487,5.231954504,2.986121005,-8.259361242,5.488434386
17.55474,20.1881,4352.81,0.85642,0.348928,2.45443186,4.767035877,-8.773802341,5.275637794
29.43875,30.93321,7050.56,0.95466,0.101017,9.450488532,2.182544508,-7.788881853,5.737226089
11.87666,17.24342,4847.34,0.8529,0.366733,2.325670174,6.678243259,-8.688217919,5.31141024
22.4642,26.5482,6433.54,0.92318,0.164002,5.629077694,5.456340975,-8.124328473,5.562324972
17.80808,20.48051,5053.74,0.89616,0.25111,3.568794552,6.126453594,-8.422813226,5.449847376
16.07974,18.93723,5403.91,0.88552,0.252255,3.510416047,4.189716967,-8.503832958,5.370796254
24.10901,30.1163,6449.21,0.94218,0.123916,7.603376481,3.918282217,-7.929895341,5.563325529
17.18944,18.41369,3769.47,0.82846,0.391962,2.113623259,11.36700446,-8.847384049,5.147634351
23.90156,28.06624,6315.92,0.9257,0.166399,5.563134394,2.748085265,-8.218797265,5.431157157
14.62913,17.46142,6103.82,0.86284,0.298615,2.889473067,4.921252294,-8.630893674,5.311281116
20.3406,21.56051,3777.46,0.87076,0.358571,2.428417245,6.469689271,-8.573380323,5.454835827
8.38931,16.72769,3006.43,0.78892,0.611103,1.290977135,9.152490484,-9.150150709,5.137608401
16.86643,21.39293,5847.43,0.89246,0.235487,3.789848272,4.165657221,-8.465714866,5.300695037
16.98817,17.97533,2725.96,0.82152,0.579883,1.416699576,6.194587646,-8.965767804,5.265057242
11.57288,14.97532,5362.32,0.87764,0.307823,2.851118987,4.093542961,-8.630802161,5.247570165
16.20945,20.70016,6044.94,0.89482,0.223422,4.005066645,3.774894773,-8.447389562,5.406724341
10.1707,15.32345,3232.67,0.78826,0.544365,1.448035785,9.089038644,-8.990662838,5.213338835
7.91731,9.91536,4016.41,0.77426,0.572383,1.35269566,9.189949899,-9.004371546,5.213640149
21.00788,24.57751,5541.74,0.90026,0.209595,4.29523605,5.626766677,-8.32043336,5.368664489
7.58144,10.44534,4351.14,0.78928,0.547881,1.440604803,8.026300003,-8.959813724,5.269287109
6.68889,9.34736,3937.62,0.76318,0.633343,1.20500266,9.459537408,-8.965226235,5.314342558
11.45667,15.15172,5335.88,0.84872,0.380434,2.230925732,4.714139207,-8.75272808,5.283245977
11.19817,13.7953,4195.13,0.8349,0.437524,1.908238177,7.262483579,-8.781213186,5.228242565
8.87355,15.12905,3978.11,0.80998,0.480075,1.687194709,7.461126539,-8.964307223,5.265422699
29.79675,31.70822,5055.89,0.90762,0.199792,4.542824538,3.705014891,-8.326527241,5.496189651
9.27996,14.76162,4019.7,0.81296,0.518134,1.569014965,5.474885341,-8.995732084,5.185536127
16.18068,18.93937,5889.59,0.88006,0.2481,3.54719871,6.931591732,-8.524265692,5.296928945
10.36753,13.71702,4971.21,0.81,0.416868,1.943061113,8.437612199,-8.851000779,5.227635713
19.6175,23.7137,6149.83,0.91546,0.189746,4.824660335,3.201398649,-8.315173457,5.45294697
16.32618,20.40071,2511.17,0.83848,0.577706,1.451395693,8.206938726,-8.973893117,5.243310949
18.0476,20.1236,3744.27,0.85182,0.393628,2.164022885,5.628420723,-8.781152233,5.350518219
9.57228,12.48282,4531.18,0.80556,0.464623,1.733792774,5.828523183,-8.878795995,5.28282939
26.26183,28.83333,5223.31,0.90088,0.22522,4,3.661875837,-8.43016666,5.42651659
11.08572,16.15082,4412.52,0.84478,0.400628,2.108639436,4.778161621,-8.818927572,5.252432577
8.28459,11.6574,4323.53,0.80186,0.515637,1.555086233,5.978926713,-8.93691956,5.226530933
9.00993,13.45893,3566.81,0.82646,0.560179,1.475349844,7.043252313,-8.964702034,5.173619204
27.52302,28.89023,5654.39,0.90718,0.214693,4.225475446,3.68149408,-8.398583795,5.535508649
10.27105,13.79205,5112.03,0.84152,0.37214,2.261299511,7.196631475,-8.771655151,5.276261672
8.91975,14.08566,4750.34,0.83286,0.413591,2.013728539,5.239285784,-8.834814627,5.245848901
22.0064,27.05135,5206.62,0.93052,0.188941,4.924923653,2.857704242,-8.204021803,5.583114131
16.61186,20.7758,5623.35,0.89628,0.233889,3.832074189,3.902546601,-8.455859956,5.405594968
18.58582,21.00735,5545.45,0.90692,0.222127,4.082889518,7.065460124,-8.420266661,5.408304754
3.64315,7.46756,1227.67,0.60402,0.92327,0.654218159,15.240107,-10.64367185,3.774141333
8.57735,11.60109,4316.51,0.81178,0.513011,1.582383224,7.002132695,-8.893556677,5.26890344
20.79498,27.29305,7232.17,0.94324,0.122983,7.669677923,3.777910696,-7.922112326,5.563159013
15.82049,18.28876,5704.26,0.88686,0.275307,3.221349257,4.685634963,-8.510386197,5.416472999
13.48257,15.44978,4100.06,0.80194,0.446142,1.797499451,9.72787919,-8.980161215,5.084418956
11.26247,15.36003,5027.58,0.8523,0.336626,2.531889991,7.531548929,-8.735098806,5.226381611
19.04383,24.42543,6048.11,0.91896,0.176684,5.201150076,3.293893281,-8.248698496,5.544760205
7.58991,10.83154,3151.92,0.75508,0.699397,1.079615726,9.294811348,-9.160373349,5.227826419
16.06178,20.12787,5835.12,0.89838,0.237993,3.774816906,5.841572918,-8.454543073,5.414804014
9.25132,12.26652,3024.29,0.77878,0.66674,1.168041515,9.249780759,-9.107447754,5.200048427
