PLD,LCD,ASA,Porosity,Density,Pore volume,C%,H%,N%,O%,Halogen%,Metal%,Qst N2,N1bar_N2
9.89338,12.95462,4279.89,0.80898,0.49194,1.644468838,52.13270142,23.22274882,11.84834123,8.056872038,0,1.895734597,9.2244058,0.281835181
23.39559,26.2303,5948.97,0.92204,0.182153,5.061898514,54.80769231,29.80769231,0.961538462,6.730769231,5.769230769,1.923076923,3.162961638,0.376783457
27.69453,44.17516,5568.41,0.91956,0.196381,4.682530387,47.61904762,25.3968254,7.936507937,15.87301587,0,3.174603175,2.90922628,0.330250386
15.35387,18.23941,5824.85,0.87416,0.306284,2.854083139,45.05928854,24.50592885,19.76284585,7.90513834,0,2.766798419,3.817611942,0.268071874
20.33568,22.40989,5335.48,0.86874,0.282973,3.070045552,48.33836858,38.67069486,4.833836858,6.344410876,0,1.812688822,4.700193513,0.316104396
21.28222,25.43032,4762.01,0.9087,0.224997,4.038720516,56.03448276,18.10344828,1.724137931,6.896551724,13.79310345,1.724137931,3.1504935,0.294093477
11.69887,15.3237,4321.03,0.79118,0.426085,1.856859547,45.98540146,44.52554745,0.729927007,7.299270073,0,1.459854015,10.68501966,0.287656061
8.73051,14.60365,4117.28,0.812,0.499367,1.62605859,48.71794872,23.07692308,0,17.94871795,5.128205128,5.128205128,5.669808106,0.227818686
9.31234,17.29159,4566.28,0.84108,0.399113,2.1073731,53.19148936,27.65957447,0,14.89361702,0,4.255319149,7.493605,0.281640323
17.23849,23.69031,5694.75,0.89824,0.226673,3.962712807,53.18559557,32.68698061,6.648199446,5.540166205,0,1.939058172,3.622047991,0.331134424
15.7729,18.49031,4832.13,0.85658,0.317793,2.695402353,52.04081633,33.67346939,5.102040816,7.142857143,0,2.040816327,5.039745175,0.294843624
20.43989,21.95573,3911.38,0.85748,0.348972,2.457159887,54.62184874,21.00840336,0.840336134,8.403361345,13.44537815,1.680672269,6.428993433,0.233214954
6.87046,11.2834,2500.95,0.73744,0.841745,0.8760848,41.50943396,0,0,26.41509434,22.64150943,5.660377358,8.390843505,0.149909861
9.91572,13.9975,4362.42,0.81244,0.437402,1.857421777,58.87096774,16.93548387,9.677419355,11.29032258,0,3.225806452,5.096451488,0.212622706
19.96789,24.04615,5469.39,0.9152,0.208886,4.381337189,49.59349593,16.2601626,14.63414634,6.504065041,9.756097561,1.62601626,3.236099688,0.32616204
17.94882,21.64325,5351.42,0.91226,0.220971,4.128415041,58.49056604,20.75471698,0,7.547169811,7.547169811,1.886792453,3.493557582,0.334161274
17.41984,22.81908,5753.88,0.90988,0.206979,4.396001527,52.0661157,28.09917355,6.611570248,9.917355372,0,1.652892562,5.942810989,0.367371777
7.87152,15.43807,4289.87,0.80632,0.481508,1.674572385,46.66666667,33.33333333,0,15.55555556,0,4.444444444,8.164257611,0.247870426
21.54721,24.58361,5861.92,0.92278,0.180342,5.116833572,49,21,18,8,0,2,2.687307537,0.356586732
20.45374,24.71124,5085.65,0.8897,0.241216,3.688395463,50.65789474,34.86842105,1.315789474,5.263157895,5.263157895,1.315789474,3.957746481,0.316901667
18.95379,23.17611,5078.31,0.88924,0.242018,3.674272162,56.03448276,31.89655172,1.724137931,6.896551724,0,1.724137931,5.920780691,0.316653276
27.01514,28.94676,6062.49,0.90958,0.219837,4.137520072,45.08196721,21.31147541,21.31147541,8.196721311,0,1.639344262,6.175665737,0.355984728
17.20635,19.81541,5774.66,0.89762,0.228475,3.928744939,51.18110236,34.64566929,4.724409449,6.299212598,0,1.57480315,6.593183665,0.35042783
8.08496,11.68739,3185.51,0.7955,0.68101,1.168117942,27.27272727,4.545454545,27.27272727,31.81818182,0,9.090909091,6.179128984,0.138625302
21.3203,24.62432,5754.34,0.9125,0.184796,4.937877443,49.35897436,36.53846154,6.41025641,5.128205128,0,1.282051282,5.355085247,0.370775038
8.22331,13.14374,3776.83,0.79044,0.597749,1.322361058,48.61878453,7.73480663,12.15469613,11.04972376,13.25966851,3.867403315,7.990125946,0.200733193
9.16824,14.49366,5266.83,0.8411,0.365802,2.299331332,50.64935065,33.76623377,2.597402597,10.38961039,0,2.597402597,4.924963758,0.280180506
17.84084,20.22571,5786.95,0.87342,0.301171,2.900080021,47.25274725,20.87912088,18.68131868,10.98901099,0,2.197802198,4.441730399,0.302025678
19.43958,23.35068,4524.92,0.87266,0.287664,3.033608655,53.50877193,31.57894737,0,10.52631579,0,1.754385965,7.691581161,0.305804657
4.13631,11.15937,890.159,0.5794,1.24668,0.464754388,38.83495146,33.00970874,0,24.27184466,0,3.883495146,13.73275314,0.113956971
6.41673,10.21831,4293.48,0.77294,0.605887,1.275716429,50.28571429,21.71428571,12.57142857,9.714285714,0,2.285714286,9.238810234,0.265469119
12.27892,20.76595,5304.28,0.86874,0.315204,2.756119846,53.19148936,23.40425532,4.255319149,14.89361702,0,4.255319149,4.014136886,0.255248326
15.73017,18.38588,4383.64,0.87284,0.336371,2.594872923,51.04895105,36.36363636,1.398601399,5.594405594,2.797202797,1.398601399,7.337714389,0.263699404
15.77602,20.64014,6437.08,0.90456,0.216154,4.184794175,52.59515571,32.52595156,5.53633218,6.920415225,0,2.422145329,5.21858311,0.342542895
8.16141,11.57636,3527.51,0.78054,0.616103,1.266898554,50.88757396,15.38461538,1.183431953,11.83431953,16.56804734,4.142011834,7.644545988,0.186663183
20.34871,23.29977,4653.34,0.883,0.294472,2.998587302,42.57425743,14.85148515,24.75247525,9.900990099,5.940594059,1.98019802,3.849527791,0.260563234
11.22883,15.12819,3570.62,0.80082,0.522766,1.531889985,44.05286344,14.97797357,28.1938326,7.488986784,0,1.762114537,5.589385318,0.207014507
7.94102,11.14573,2670.75,0.7044,0.726794,0.969187968,54.97630332,31.27962085,0,8.056872038,0,1.895734597,14.04660524,0.330193866
20.41436,22.97788,4618.66,0.8557,0.314699,2.719106194,47.09677419,36.77419355,4.516129032,6.451612903,3.870967742,1.290322581,5.552745972,0.302170451
26.50098,32.09668,6957.9,0.94392,0.122425,7.710189912,53.47222222,28.47222222,9.722222222,5.555555556,0,1.388888889,2.256992767,0.483965804
20.9216,26.86533,6404.19,0.93582,0.14706,6.363525092,54.33070866,25.19685039,11.02362205,6.299212598,0,1.57480315,2.733487095,0.432698615
15.93331,28.55077,6186.72,0.91292,0.198004,4.610613927,47.94520548,28.76712329,6.849315068,13.69863014,0,2.739726027,2.825544619,0.337907179
21.23832,27.05437,6408.65,0.93088,0.151894,6.128484338,50.99337748,34.43708609,6.622516556,5.298013245,0,1.324503311,4.926771798,0.42829837
21.97539,24.83169,4642.88,0.88988,0.292719,3.040048647,54.75285171,25.09505703,12.16730038,6.463878327,0,1.520912548,6.880936196,0.302886986
24.71646,27.66213,7068.28,0.91994,0.176294,5.218215027,51.18110236,30.70866142,8.661417323,7.874015748,0,1.57480315,3.010433329,0.393388926
16.02552,19.72071,3619.78,0.84012,0.408271,2.057750857,52.41935484,17.74193548,0,8.064516129,17.74193548,1.612903226,7.354000111,0.22225836
18.04624,20.20806,2979.18,0.81762,0.435306,1.878264945,46.1971831,45.63380282,0,4.788732394,0,1.126760563,12.38531332,0.253049566
11.74166,15.44254,4808.7,0.8442,0.42295,1.995980612,48.04469274,17.87709497,13.40782123,11.17318436,2.234636872,3.910614525,6.646980196,0.240073593
20.80204,23.98052,4267.65,0.89938,0.277636,3.239421401,54.16666667,29.16666667,3.333333333,6.666666667,3.333333333,1.666666667,3.522704744,0.257914294
17.07007,20.05998,3813.8,0.90186,0.333302,2.705834348,55.86592179,23.46368715,0,7.82122905,6.703910615,1.675977654,5.690458727,0.224278268
8.62496,13.49869,5181.72,0.8273,0.397217,2.082740668,47.19101124,33.70786517,4.494382022,12.35955056,0,2.247191011,5.146519482,0.256211542
20.45622,26.32503,6031.92,0.93334,0.159681,5.845028526,57.37704918,24.59016393,3.278688525,6.557377049,3.278688525,1.639344262,3.018683783,0.417980246
10.9095,17.62883,5985.84,0.88006,0.290574,3.028694928,58.5106383,22.34042553,0,14.89361702,0,4.255319149,5.546655846,0.287045022
21.2674,22.82572,2300.61,0.83972,0.559753,1.500161678,53.95348837,22.3255814,0,9.76744186,7.441860465,2.790697674,4.83461958,0.145002389
21.18405,24.54497,5462.81,0.91136,0.207506,4.391969389,52.77777778,23.14814815,9.259259259,7.407407407,3.703703704,1.851851852,3.100897815,0.326232141
18.42709,30.83975,4183.88,0.8577,0.365533,2.346436573,46.51162791,25.58139535,0,23.25581395,0,4.651162791,4.850584467,0.246824776
20.11627,25.47401,5920.79,0.92284,0.173377,5.322736003,53.84615385,25.17482517,4.195804196,5.594405594,8.391608392,1.398601399,5.019116279,0.384204551
5.05932,10.79118,2225.18,0.69272,0.868923,0.797216784,37.5,18.75,3.125,28.125,0,6.25,11.01202513,0.183554216
15.96457,19.61475,4334.16,0.88114,0.323465,2.724065973,51.18110236,31.49606299,4.724409449,6.299212598,3.149606299,1.57480315,4.29276078,0.252559294
23.59401,27.07465,6211.41,0.94608,0.136498,6.931090565,46.08695652,13.91304348,29.56521739,6.956521739,0,1.739130435,2.232586758,0.432538126
25.0306,28.2361,5571.97,0.90108,0.222337,4.052766746,54.48916409,31.57894737,7.430340557,5.263157895,0,1.238390093,5.966456898,0.338762011
15.79416,18.49933,4810.95,0.86352,0.303902,2.841442307,49.67741935,33.5483871,1.290322581,5.161290323,7.741935484,1.290322581,4.986431952,0.291471588
9.90367,14.54657,4163.53,0.8435,0.439448,1.919453496,44.31137725,13.17365269,26.34730539,10.17964072,0,2.395209581,4.957395315,0.231724417
19.75213,22.87103,4671.06,0.85718,0.304873,2.81159696,49.65034965,37.06293706,0.699300699,11.18881119,0,1.398601399,7.364029982,0.285750897
15.00967,22.32491,5119.31,0.87184,0.289117,3.015526586,52.49169435,32.55813953,4.651162791,6.644518272,1.328903654,2.325581395,4.433796603,0.294104264
16.78859,20.93926,5523.05,0.90402,0.234506,3.854997314,58.41584158,21.78217822,0,7.920792079,7.920792079,1.98019802,3.617662109,0.323458642
11.84001,17.46259,4128.19,0.83246,0.400667,2.077685459,53.04659498,32.25806452,5.017921147,6.093189964,0,1.433691756,5.341201123,0.257602831
9.86494,14.23152,4148.43,0.8103,0.486285,1.666306795,46.51162791,25.58139535,0,23.25581395,0,4.651162791,8.081441643,0.229891572
11.24139,16.81715,4163.41,0.82344,0.439276,1.874539014,54.18719212,29.55665025,0,9.852216749,0,3.448275862,5.995143782,0.265231565
24.79258,26.16031,5046.76,0.88712,0.252627,3.511580314,51.14503817,29.77099237,5.34351145,7.633587786,4.580152672,1.526717557,6.747140693,0.307681807
14.93169,18.51568,4710.65,0.85816,0.31417,2.731514785,51.96078431,35.29411765,3.921568627,6.862745098,0,1.960784314,5.147633748,0.302571821
8.9786,16.87982,4102.25,0.82478,0.474418,1.738509078,44.18604651,16.27906977,4.651162791,25.58139535,0,4.651162791,7.340963716,0.206404416
6.33847,10.1987,2351.15,0.67978,0.774166,0.878080412,45.84980237,34.7826087,8.695652174,6.719367589,0,1.581027668,13.44432706,0.268523478
8.18838,12.0265,4119.26,0.79978,0.50653,1.578939056,50.58823529,23.52941176,0,9.411764706,14.11764706,2.352941176,7.95640103,0.236244638
12.97088,15.87648,5791.33,0.85034,0.34312,2.478258335,52.74725275,29.67032967,6.593406593,7.692307692,1.098901099,2.197802198,7.063908255,0.306140659
5.12616,9.91815,2242.57,0.69374,0.909254,0.762977122,44.18604651,13.95348837,0,32.55813953,0,9.302325581,7.982654737,0.19413914
11.70649,14.58199,4918.27,0.79802,0.412731,1.933511173,46.45669291,42.51968504,1.57480315,7.874015748,0,1.57480315,10.17889291,0.329460186
20.52157,23.32172,4794.43,0.87628,0.280065,3.12884509,54.62962963,30.55555556,0.925925926,9.259259259,0,1.851851852,4.352878222,0.302362178
10.82786,13.58842,4627.63,0.84738,0.394005,2.150683367,54.54545455,24.24242424,1.731601732,7.359307359,10.38961039,1.731601732,6.804899355,0.242112587
18.77781,20.853,4295.69,0.83674,0.360162,2.323232323,48.92966361,39.75535168,4.892966361,5.198776758,0,1.22324159,6.205910317,0.316882056
16.83949,20.83233,5464.15,0.89972,0.232244,3.874029038,57.00934579,22.42990654,1.869158879,7.476635514,7.476635514,1.869158879,5.258931223,0.31947833
6.482,8.74998,2589.91,0.67968,0.721704,0.941771142,44.19475655,45.6928839,2.247191011,6.367041199,0,1.498127341,9.30918445,0.280134932
21.0434,22.83382,4430.24,0.86214,0.3152,2.735215736,51.82481752,29.9270073,0.729927007,7.299270073,8.759124088,1.459854015,4.909900628,0.275748464
19.73574,22.07268,5899.59,0.92002,0.198473,4.635491981,52.57731959,18.55670103,16.49484536,8.24742268,0,2.06185567,3.299635214,0.358838755
5.16302,9.78202,1997.05,0.65876,0.885001,0.744360741,33.73493976,36.14457831,7.228915663,16.86746988,0,3.614457831,9.654018134,0.226088527
16.90835,21.7222,6297.4,0.89124,0.223748,3.983231135,48.25581395,41.86046512,1.162790698,5.813953488,0,1.162790698,3.887347975,0.35079111
17.75945,20.72426,5909.15,0.90686,0.208378,4.351994932,54.95495495,30.63063063,3.603603604,7.207207207,0,1.801801802,5.579592277,0.359931866
12.36403,15.53535,5335.05,0.88596,0.299547,2.957666076,47.00460829,17.51152074,23.04147465,7.834101382,0,1.843317972,5.359613377,0.270366837
21.9455,22.78232,4785.42,0.85526,0.291538,2.933614143,47.87878788,43.03030303,1.818181818,6.060606061,0,1.212121212,8.343732743,0.330995851
22.2392,27.31706,6281.9,0.93126,0.157205,5.923857384,55.72519084,27.48091603,4.580152672,6.106870229,3.053435115,1.526717557,4.428130011,0.408861611
16.4057,19.1911,5377.71,0.88334,0.261839,3.373599808,51.04895105,33.56643357,1.398601399,5.594405594,5.594405594,1.398601399,6.29485628,0.314165714
11.93922,17.31657,5265.58,0.8677,0.327187,2.652000232,54.02843602,29.38388626,0.947867299,9.478672986,0,3.317535545,4.516236465,0.286685928
21.48586,23.70808,5696.07,0.88758,0.265481,3.343290104,40.95238095,21.9047619,25.71428571,9.523809524,0,1.904761905,5.803163085,0.295782159
11.67666,13.50706,3445.66,0.78272,0.541983,1.444178138,48.62385321,22.01834862,1.834862385,9.174311927,16.51376147,1.834862385,9.144966492,0.210271676
11.55391,13.92176,5673.59,0.87462,0.310724,2.814780963,49.80237154,24.50592885,15.01976285,6.719367589,0,1.581027668,4.136822644,0.281929145
3.71474,5.47879,525.107,0.53962,1.55695,0.34658788,45.07042254,14.08450704,0,23.94366197,11.26760563,5.633802817,17.20147023,0.194798635
8.88533,11.47589,3653.23,0.7819,0.555119,1.40852682,51.14155251,24.65753425,11.87214612,7.762557078,0,1.826484018,8.874551258,0.24534905
12.05579,16.38225,5057.48,0.8723,0.334507,2.607718224,46.88995215,16.26794258,21.05263158,9.56937799,0,3.349282297,6.541205041,0.265089242
17.36039,29.39611,3163.79,0.83466,0.487205,1.713159758,46.51162791,2.325581395,0,23.25581395,23.25581395,4.651162791,7.587246707,0.184391333
20.89817,24.21133,5743.03,0.926,0.183407,5.048880359,56.36363636,20,7.272727273,7.272727273,3.636363636,1.818181818,3.065323854,0.372719577
9.64579,13.06033,3603.84,0.8028,0.53512,1.500224249,51.91489362,19.57446809,1.70212766,7.234042553,15.31914894,1.70212766,5.729405336,0.209675256
12.40067,20.68184,5532.88,0.87198,0.293155,2.974467432,54.48275862,31.03448276,0,9.655172414,0,2.75862069,4.345137318,0.300313009
4.77462,9.33011,1751.34,0.64772,0.984519,0.657905028,43.95604396,19.78021978,0,21.97802198,9.89010989,4.395604396,10.13870646,0.212651293
7.73137,9.56658,2958.72,0.76006,0.776924,0.978293887,24.3902439,0,29.26829268,34.14634146,0,7.317073171,7.625256002,0.148547937
4.69966,9.04593,1669.88,0.62564,0.892945,0.700647856,38.18181818,45.45454545,0,12.72727273,0,3.636363636,10.57595591,0.248912869
8.18429,11.53039,2987.37,0.76784,0.741831,1.035060546,47.05882353,20.58823529,0,20.58823529,5.882352941,5.882352941,8.808220204,0.171933778
4.53279,8.27382,1756.07,0.64396,0.925107,0.696092452,33.73493976,36.14457831,7.228915663,16.86746988,0,3.614457831,10.3480248,0.222955411
20.30851,23.99104,5559.18,0.89202,0.222487,4.009312904,49.35897436,40.38461538,2.564102564,5.128205128,0,1.282051282,4.020590603,0.345425293
10.96709,16.55535,4074.85,0.8234,0.438129,1.879355167,53.65853659,29.75609756,0.487804878,9.756097561,0,3.414634146,8.38376504,0.254858924
21.5572,26.9761,6591.01,0.92124,0.165224,5.575703288,52.25806452,36.12903226,3.870967742,5.161290323,0,1.290322581,3.176757391,0.415016882
21.1316,27.40237,6386.62,0.93618,0.146697,6.381725598,55.55555556,28.57142857,4.761904762,6.349206349,0,1.587301587,4.715807964,0.452448913
22.79219,25.52997,5301.9,0.91966,0.188485,4.879221158,52.27272727,21.96969697,7.575757576,6.060606061,9.090909091,1.515151515,4.623453023,0.347035471
10.77626,15.96697,4774.87,0.83282,0.399341,2.085485838,49.78165939,32.31441048,6.113537118,8.733624454,0,3.056768559,8.132075247,0.268222792
5.99793,10.39096,2787.83,0.71604,0.737961,0.970295178,51.35135135,13.51351351,10.81081081,18.91891892,0,5.405405405,9.491373467,0.177495024
19.87379,24.47626,5441.34,0.91534,0.213068,4.295999399,49.59349593,16.2601626,14.63414634,6.504065041,9.756097561,1.62601626,3.2569309,0.321767906
21.69207,25.34123,5522.18,0.92888,0.186831,4.971765927,50.81967213,14.75409836,13.1147541,6.557377049,9.836065574,1.639344262,2.971011642,0.351965411
16.2917,19.68339,5593.73,0.88626,0.252183,3.514352672,52.67175573,33.58778626,1.526717557,6.106870229,3.053435115,1.526717557,4.204620348,0.329064677
21.85569,24.03449,6641.12,0.91712,0.187045,4.903205111,49.56521739,26.95652174,13.04347826,8.695652174,0,1.739130435,2.887953935,0.360020871
17.51037,22.98382,5523.33,0.91546,0.206833,4.426082878,54.95495495,21.62162162,9.009009009,7.207207207,3.603603604,1.801801802,3.357224039,0.341938531
17.94407,20.4016,4659.5,0.89686,0.269626,3.326311261,53.84615385,16.92307692,0,6.153846154,18.46153846,1.538461538,3.985241636,0.289356918
17.04313,19.38216,3213.97,0.83066,0.491524,1.689968343,47.55244755,9.79020979,22.37762238,11.88811189,0,2.797202797,5.717120505,0.237433591
22.26413,28.04034,6519.75,0.9366,0.139556,6.711284359,53.24675325,35.06493506,2.597402597,5.194805195,0,1.298701299,3.012437441,0.469367302
17.50476,19.58193,5765.97,0.88634,0.245385,3.612038226,50.35460993,38.29787234,0,8.510638298,0,1.418439716,4.416648358,0.345250999
9.44086,13.01994,2782.33,0.74954,0.591313,1.267585864,36.76470588,38.23529412,7.352941176,14.70588235,0,2.941176471,10.41378054,0.199366982
20.43359,26.49825,6379.31,0.92428,0.162895,5.674084533,51.89873418,36.70886076,2.53164557,5.063291139,0,1.265822785,3.457396789,0.429024338
18.15035,20.11225,3408.97,0.83002,0.4127,2.011194572,50,26.76056338,0,7.042253521,12.67605634,1.408450704,5.100840865,0.214269262
16.22479,20.39932,6224.88,0.91648,0.191472,4.786496198,55.86592179,30.16759777,0,7.82122905,0,1.675977654,3.263841206,0.381944779
14.43494,19.71845,4502.58,0.84028,0.394068,2.13232234,53.87755102,25.30612245,6.530612245,8.163265306,0,2.857142857,5.521072908,0.288990956
20.16294,22.24101,5424.45,0.8811,0.28462,3.095706556,51.07913669,23.74100719,3.597122302,7.194244604,12.94964029,1.438848921,4.05372232,0.286397776
30.96836,34.0533,7320.19,0.93934,0.131087,7.165775401,54,30.66666667,5.333333333,6.666666667,0,1.333333333,2.411267686,0.47203518
14.50923,17.59427,5719.3,0.87076,0.314948,2.764773867,52.70758123,31.76895307,5.054151625,7.220216606,0.722021661,2.527075812,6.102322582,0.27962782
14.59656,17.99633,5504.25,0.87518,0.326665,2.679136118,45.64315353,21.57676349,20.74688797,8.298755187,0.829875519,2.904564315,3.894975389,0.251554684
12.25896,15.0372,3088.14,0.77072,0.665479,1.158143232,38.70967742,27.41935484,4.838709677,22.58064516,0,6.451612903,8.995432103,0.195536483
22.56319,24.79485,6291.93,0.91912,0.192908,4.764550978,43.68932039,18.44660194,26.21359223,9.708737864,0,1.941747573,2.649200644,0.332582608
8.64999,10.56394,2545.32,0.69576,0.658035,1.057329777,39.77272727,46.59090909,0,11.36363636,0,2.272727273,13.30287283,0.229130625
24.7027,26.03941,4776.81,0.88862,0.277889,3.19775162,52,26.4,10.4,8,1.6,1.6,4.317496589,0.291411252
7.73859,11.86784,2666.78,0.76834,0.821709,0.935051216,49.19786096,16.57754011,10.16042781,10.69518717,6.417112299,3.743315508,9.120497824,0.160393741
23.96689,27.60067,4951.84,0.89856,0.259953,3.456624851,51.10132159,22.02643172,14.0969163,7.488986784,0,1.762114537,5.913734143,0.298160848
17.21239,20.40666,5360.31,0.87058,0.290932,2.9923831,45.76271186,36.44067797,7.627118644,5.93220339,0,1.694915254,4.913286351,0.305734279
12.01888,14.02896,3184.06,0.77544,0.557183,1.39171511,47.82608696,23.47826087,0.869565217,10.43478261,15.65217391,1.739130435,9.082423124,0.207712772
21.38414,27.14492,6362.76,0.93018,0.163619,5.685036579,56.8,27.2,3.2,6.4,3.2,1.6,2.947625681,0.408949891
19.12258,21.67977,4521.58,0.88202,0.311761,2.829154384,58.03921569,30.58823529,0,6.666666667,0,1.568627451,4.678835439,0.304467292
19.90087,21.90669,6099.86,0.91894,0.192697,4.768833973,56.19047619,24.76190476,7.619047619,7.619047619,0,1.904761905,3.341812572,0.379155784
17.38453,20.94579,5123.16,0.90112,0.257089,3.505089677,58.41584158,17.82178218,0,7.920792079,11.88118812,1.98019802,5.661342416,0.29947505
8.08912,10.87821,3263.16,0.74306,0.624231,1.19036062,49.39271255,34.41295547,0.4048583,11.74089069,0,1.619433198,11.59753381,0.252877272
11.75388,13.8858,2842.22,0.79586,0.672345,1.183707769,51.64835165,26.37362637,2.197802198,10.98901099,6.593406593,2.197802198,8.809079472,0.157941217
9.23952,11.77333,4104.01,0.7902,0.516649,1.529471653,51.14155251,32.87671233,3.652968037,7.762557078,0,1.826484018,9.142255174,0.271338992
5.59071,9.03181,1345.35,0.65924,1.43254,0.460189593,42.85714286,3.571428571,0,25,21.42857143,7.142857143,8.241153388,0.108679084
23.29218,26.91348,6533.88,0.93636,0.143227,6.537594169,54.33070866,25.19685039,11.02362205,6.299212598,0,1.57480315,2.592831788,0.443692053
19.96465,22.77028,5717.79,0.90118,0.225571,3.995105754,55.52050473,30.9148265,5.047318612,6.309148265,0,2.208201893,3.834041939,0.350441434
11.15724,14.42884,5088.03,0.873,0.331962,2.629819076,51.18483412,20.85308057,15.16587678,8.056872038,0,1.895734597,6.034857436,0.268996944
17.27512,19.64427,3515.37,0.88532,0.394277,2.245426439,57.00934579,22.42990654,1.869158879,7.476635514,7.476635514,1.869158879,4.309104891,0.206994162
11.35508,22.37544,3627.3,0.83554,0.461219,1.811590589,47.05882353,28.57142857,6.722689076,14.28571429,0,3.361344538,5.291738553,0.219077402
19.5522,22.97411,6109.8,0.91242,0.195024,4.678501108,47.5177305,32.62411348,11.34751773,5.673758865,0,1.418439716,3.407412115,0.373131232
17.40192,23.192,5999.72,0.91726,0.190695,4.81008941,54.95495495,25.22522523,9.009009009,7.207207207,0,1.801801802,3.264600597,0.374146204
8.92064,12.81346,3669.05,0.80054,0.566329,1.413559962,51.3368984,10.69518717,10.69518717,9.090909091,12.8342246,2.139037433,5.647810237,0.20000239
24.01614,26.19947,5824.12,0.9319,0.151248,6.161403787,47.79411765,27.20588235,13.23529412,8.823529412,0,1.470588235,2.510253777,0.394761136
24.0579,26.68053,6826,0.92342,0.17132,5.390030353,51.87969925,27.81954887,11.27819549,7.518796992,0,1.503759398,4.369357218,0.392837326
18.41292,21.39458,6118.09,0.91146,0.204423,4.458695939,50.76923077,33.84615385,4.615384615,6.153846154,0,1.538461538,3.805220798,0.376188676
10.78071,18.86968,5155.18,0.83916,0.343276,2.444563558,54.20944559,31.21149897,7.392197125,5.544147844,0,1.642710472,7.361543297,0.287258684
9.63061,14.27301,4539.5,0.84108,0.401392,2.09540798,52.53456221,31.33640553,3.686635945,7.834101382,0,1.843317972,7.226430656,0.259368771
8.31051,12.11819,2974.92,0.74628,0.624482,1.195038448,39.68253968,33.33333333,0,23.80952381,0,3.174603175,9.903771168,0.188730338
9.63039,15.22767,5252.6,0.84018,0.365449,2.299034886,49.39759036,33.73493976,4.819277108,9.638554217,0,2.409638554,4.900127078,0.272754256
25.27434,27.96352,5356.01,0.90546,0.206402,4.386876096,54.08450704,33.23943662,6.76056338,4.788732394,0,1.126760563,4.027503516,0.361979359
28.53461,32.00528,6766.01,0.95692,0.103358,9.258306082,52.23880597,22.3880597,14.92537313,5.970149254,0,1.492537313,3.546982838,0.554488958
9.3251,10.58683,2895.04,0.71594,0.648253,1.10441448,47.73413897,44.71299094,0.604229607,5.135951662,0.604229607,1.208459215,10.39685678,0.211191293
11.64882,13.32474,3042.74,0.8293,0.592397,1.399905806,54.27135678,22.11055276,4.020100503,8.542713568,6.030150754,2.010050251,4.856948336,0.160452569
19.97679,21.60057,6104.42,0.90662,0.20238,4.479790493,51.11111111,32.59259259,7.407407407,5.925925926,0,1.481481481,3.581539779,0.368888137
11.71839,16.99633,4115.77,0.83664,0.439781,1.902401423,49.74619289,17.25888325,10.15228426,10.15228426,6.091370558,3.553299492,7.341148023,0.220359456
9.81088,13.31775,3002.93,0.77934,0.61969,1.257628814,48.45814978,14.97797357,8.810572687,7.488986784,15.85903084,1.762114537,8.031750732,0.175136334
12.04906,15.80417,4871.77,0.8418,0.421113,1.998988395,47.05882353,21.39037433,12.8342246,11.76470588,0,3.743315508,7.027729362,0.25019271
11.18882,14.15611,5497.23,0.84582,0.362801,2.331360718,53.42960289,31.76895307,5.054151625,6.137184116,2.166064982,1.444043321,5.110203372,0.288120317
10.9365,14.78744,3541.34,0.80602,0.503765,1.59999206,50.99601594,25.49800797,11.95219124,6.772908367,0.796812749,1.593625498,6.028737067,0.222572387
10.66698,15.00859,4420.81,0.82792,0.454533,1.821473908,42.10526316,26.31578947,2.631578947,23.68421053,0,5.263157895,6.508670859,0.19964074
9.04421,12.47724,4570.22,0.81574,0.459823,1.774030442,46.23115578,27.13567839,13.06532663,10.05025126,0,3.51758794,7.69633188,0.245886816
20.18712,24.09754,6328.57,0.92814,0.167839,5.529942385,54.12844037,23.85321101,11.00917431,7.339449541,0,1.834862385,2.952105553,0.406397508
15.65408,19.71662,6687.32,0.90766,0.208943,4.344055556,52.12765957,29.78723404,8.510638298,7.446808511,0,2.127659574,3.286742844,0.356337926
5.51702,10.84525,2371.14,0.69264,0.872956,0.793442052,36.36363636,15.15151515,6.060606061,33.33333333,0,6.060606061,10.18461518,0.164431946
12.0635,15.30968,4677.72,0.86014,0.349307,2.462418446,54.46808511,29.78723404,1.70212766,7.234042553,5.106382979,1.70212766,6.828769341,0.254811122
21.763,24.84278,4852.77,0.89114,0.270314,3.296684596,55.23012552,25.94142259,6.694560669,7.112970711,0,1.673640167,4.201925855,0.320932486
19.97149,23.67476,6420.11,0.9132,0.182566,5.002026664,50.94339623,37.73584906,3.773584906,5.031446541,0,1.257861635,3.445971903,0.395016392
17.31141,20.29006,4225.74,0.90256,0.298344,3.025232617,53.53535354,20.2020202,10.1010101,8.080808081,4.04040404,2.02020202,5.595261575,0.247207123
12.66944,17.75121,4961.27,0.87444,0.319931,2.733214349,53.1120332,24.06639004,1.659751037,8.298755187,9.958506224,2.904564315,5.819289481,0.249411104
5.75269,8.35583,2214.92,0.6706,0.903949,0.741856012,52.7607362,23.31288344,1.226993865,10.42944785,9.81595092,2.45398773,9.099633998,0.230027545
18.55098,20.21402,3244.64,0.84344,0.45404,1.857633689,51.82481752,34.30656934,0.729927007,7.299270073,4.379562044,1.459854015,8.1786078,0.205401583
