PLD,LCD,ASA,Porosity,Density,Pore volume,Qst H2,log_P_0(H2),log_P(H2)
32.51619,34.06113,5518.05,0.91702,0.206112,4.449134451,0.825574579,-7.690127913,6.047443204
11.47188,14.60078,5673.49,0.85808,0.335521,2.55745542,1.442876094,-8.273229193,5.832532802
12.15221,18.56256,5553.15,0.8773,0.30056,2.918884748,1.194242029,-8.113286445,5.830089716
10.54855,17.41497,2166.64,0.77342,0.653253,1.1839517,1.871209538,-8.689878685,5.673091028
27.60434,31.11021,7020.31,0.95492,0.107238,8.904679311,0.507740628,-7.154125941,6.264454849
8.72055,10.7591,3197.74,0.75652,0.707098,1.069894131,2.444301878,-8.871733482,5.307842191
15.04085,25.95811,5588.9,0.91052,0.223697,4.070327273,0.935146284,-7.792711953,6.061266636
15.42651,20.67704,5315.71,0.89374,0.266509,3.353507761,1.021403056,-7.973899842,5.921140842
11.14094,13.98998,3514.12,0.80206,0.50884,1.576251867,2.001053613,-8.58159419,5.578480064
4.5079,6.77787,1145.41,0.59008,1.09809,0.537369432,4.366596827,-9.682426724,4.82648507
8.27915,14.02453,3688.95,0.76858,0.557152,1.379479926,2.40220303,-8.718042774,5.516966392
22.7212,24.05549,2054.69,0.86582,0.44617,1.940560773,1.029408673,-7.941319074,6.114875679
6.72782,13.28108,3435.91,0.7845,0.644578,1.217075358,2.022534659,-8.816270013,5.484834333
25.29258,28.49752,6777.17,0.94914,0.121941,7.783600266,0.553020265,-7.240930741,6.339245624
12.95779,15.27602,5487.8,0.86218,0.323445,2.665615483,1.44142688,-8.25132837,5.738495757
15.43959,16.90804,2288.59,0.76132,0.686989,1.108198239,1.918733082,-8.907908113,5.411602828
24.13222,30.45445,7144.26,0.94182,0.135891,6.930701812,0.640798446,-7.363253864,6.188355938
9.55931,19.2248,2365.18,0.77274,0.63151,1.223638581,1.790534612,-8.794428978,5.357852896
34.06183,36.9871,5841.1,0.93474,0.161221,5.797879929,0.713970847,-7.472204466,6.177998125
8.39309,11.34269,4367.27,0.80446,0.48182,1.669627662,1.932558415,-8.560994604,5.558159247
17.31972,22.142,4999.23,0.87986,0.307369,2.862552827,1.333159338,-8.078384032,5.888644267
11.18117,13.87155,4302.84,0.80268,0.470582,1.705717601,1.893780959,-8.552634908,5.627723251
10.52591,15.36127,5266.46,0.84374,0.376865,2.238838841,1.576054464,-8.307527875,5.790262195
14.60092,17.01314,6409.1,0.87892,0.28178,3.119170984,1.255707011,-8.049277096,5.771353039
12.6775,22.36456,5237.43,0.89156,0.275911,3.231331843,1.133158181,-8.022371323,5.828571016
12.17302,16.62079,5937.69,0.884,0.285701,3.094143878,1.14301844,-8.06983544,5.836846526
5.25359,7.80829,1659.61,0.6326,0.952019,0.664482537,3.869887276,-9.422001778,5.062394218
23.22865,25.30381,7013.35,0.93838,0.145792,6.436429982,0.6341436,-7.455597957,6.128461356
11.50894,13.72725,3903.38,0.80942,0.495693,1.632905851,1.830069036,-8.507017286,5.710048294
11.0582,18.91949,4991.87,0.85968,0.352753,2.437059359,1.443043098,-8.280094739,5.749158443
5.83827,12.79598,986.617,0.6502,1.37858,0.471644736,3.245371913,-9.458638317,5.069389262
14.93453,20.45883,4943.01,0.89462,0.29782,3.00389497,1.06441916,-8.032496915,5.960529848
14.25183,17.18833,5313.44,0.88208,0.313866,2.810371305,1.200813724,-8.132194893,5.886374452
38.76444,45.1332,5958.79,0.95058,0.114814,8.279303918,0.570396608,-7.125061669,6.298778271
11.43201,15.17775,4286.31,0.8367,0.442528,1.890727818,1.620454726,-8.431906799,5.720327323
14.86093,19.81698,4157.79,0.87194,0.370863,2.351110788,1.263801933,-8.184318121,5.831946334
22.62572,23.18238,5841.63,0.89076,0.267199,3.333695111,1.112840303,-8.005383865,5.986157891
10.79063,14.45428,4556.74,0.83766,0.425384,1.969185489,1.58683405,-8.413936762,5.73717494
11.56226,18.39865,5105.78,0.87016,0.356772,2.438980637,1.22900194,-8.272422282,5.705156798
18.44098,24.73501,6084.64,0.9257,0.193299,4.7889539,0.79467823,-7.678890589,6.08550759
9.38498,15.80212,4839.99,0.82472,0.407573,2.02349027,1.68850793,-8.474647088,5.696581494
21.1812,24.78501,5820.84,0.91656,0.204689,4.477817567,0.896626219,-7.682763174,6.092351947
6.62989,12.5115,2879.37,0.77,0.766883,1.004064505,2.156141428,-8.915956567,5.404481889
21.6597,25.17287,5352.2,0.90256,0.217511,4.14949129,0.988004585,-7.770754079,5.960305409
19.73273,23.58826,4882.8,0.91024,0.240851,3.779266019,0.98116093,-7.795704969,5.989938009
16.04734,21.6908,6050.4,0.89928,0.244052,3.684788488,1.069730117,-7.922412699,5.961201164
11.76878,15.17902,4884.75,0.85414,0.373104,2.289281273,1.656556746,-8.227574047,5.714859526
29.332,38.26726,7258.75,0.96102,0.0902393,10.64968367,0.438486221,-6.993980696,6.375727006
11.54862,14.57939,3750.09,0.79532,0.505974,1.571859424,2.003092029,-8.561676248,5.678677804
6.32288,11.35835,2805.32,0.73744,0.766589,0.961975713,2.625976034,-9.056298465,5.222120619
15.11213,22.10804,4788.78,0.88324,0.288627,3.060143368,1.284338745,-8.023372008,5.850042185
25.19151,27.32213,6060.37,0.9354,0.148022,6.31933091,0.718160598,-7.398419643,6.159189722
20.532,22.50465,5340.92,0.92502,0.214221,4.318064055,0.774896694,-7.719961261,6.108904099
8.60674,10.35283,2069.44,0.71918,0.958927,0.749984097,2.648718999,-9.139741774,5.312779605
8.75752,11.66472,4531.5,0.79886,0.485062,1.646923486,2.299250734,-8.586862222,5.640645347
24.94932,34.43649,7116.67,0.9424,0.127477,7.392706135,0.632077318,-7.31703923,6.293488236
24.68367,29.73588,6209.91,0.948,0.121527,7.800735639,0.595114955,-7.224615659,6.3779212
25.60881,29.05739,6833.06,0.94738,0.124112,7.633266727,0.571583755,-7.283255467,6.245665517
13.64821,16.87128,4289.02,0.85952,0.390596,2.200534568,1.450269826,-8.24050472,5.775031205
24.44635,32.29241,6760.32,0.94204,0.127845,7.368610427,0.647886675,-7.307399062,6.31370734
6.79788,10.21289,2425.84,0.6858,0.781596,0.877435401,2.8918914,-9.159521401,5.31591275
6.03247,12.02271,2375.88,0.71746,0.858482,0.835730976,2.633014891,-9.131327418,5.32972839
9.03807,15.99443,3869.97,0.82904,0.497369,1.66685097,1.40059367,-8.510192961,5.650799908
24.60183,28.99843,6788.29,0.951,0.119957,7.92784081,0.517507268,-7.221191949,6.320482197
17.21973,23.5683,5508.72,0.90852,0.224893,4.03978781,0.970174946,-7.805095046,6.0488376
14.74165,21.54219,6331.96,0.90584,0.21183,4.276259265,0.973633179,-7.82663641,5.929742545
11.53473,15.54171,4282.64,0.81704,0.448356,1.822301921,1.890397589,-8.458713276,5.672747616
24.95961,27.84903,7279.33,0.94832,0.119274,7.950768818,0.561140437,-7.263865525,6.320382616
9.28158,14.22708,4383.22,0.83638,0.464043,1.802376073,1.389496111,-8.480834047,5.705150238
23.65374,25.83706,6521.92,0.94276,0.139372,6.76434291,0.654729348,-7.316981963,6.241732784
21.82392,23.11854,2234.54,0.86586,0.389765,2.221492438,0.933092845,-7.692738617,6.323043559
26.13493,29.57368,6978.38,0.95332,0.112971,8.438625842,0.514343027,-7.244705178,6.413848061
11.24109,14.70539,4386.82,0.8391,0.44486,1.886211392,1.555816735,-8.423900154,5.713383038
15.6678,20.1039,5063.62,0.88802,0.294157,3.018864076,1.147681328,-8.035210507,5.849976951
6.82518,11.04665,1726.73,0.68544,1.01885,0.672758502,2.740305264,-9.246844318,5.318627752
10.65223,14.52794,4580.21,0.8334,0.460763,1.808738983,1.652890416,-8.489455623,5.666415046
5.24059,10.16182,1358.2,0.63136,1.14749,0.550209588,3.545235542,-9.578123164,4.75184537
20.80117,26.51938,6245.81,0.93012,0.165892,5.606780315,0.755956094,-7.51484747,6.132117397
25.09775,25.29915,5390.82,0.88894,0.266949,3.329999363,1.042975915,-7.996506878,6.006796728
7.60832,9.65517,4798.03,0.79088,0.494897,1.598069901,2.197000945,-8.637038415,5.527430564
9.62207,14.7311,4417.44,0.82162,0.472358,1.739401048,1.693649667,-8.515755705,5.607542973
10.06618,14.45959,3939.45,0.80034,0.526394,1.520420066,1.815918389,-8.636871818,5.531452849
11.47318,13.5486,3445.55,0.80118,0.544857,1.470440868,1.945928063,-8.618985872,5.613793144
31.50534,34.11249,6650.2,0.96018,0.0954246,10.06218522,0.453560454,-7.01201618,6.378605136
23.22368,30.88145,7120,0.93812,0.135696,6.913394647,0.657741548,-7.409221483,6.210424079
11.79973,13.97662,2860.56,0.75546,0.670724,1.126335124,2.549107315,-8.959335564,5.345483637
12.53132,20.07816,6230.17,0.8993,0.256861,3.501115389,1.033119866,-7.970484014,5.849051748
14.10351,20.2134,4991.26,0.87946,0.303507,2.897659692,1.24178563,-8.095443303,6.01825021
12.83714,16.34307,6200.77,0.89608,0.240736,3.722251761,1.084762077,-7.951277371,5.96551685
9.74017,14.22064,5334.89,0.8525,0.39168,2.17652165,1.45890804,-8.350881328,5.712373112
19.70009,23.20835,5687.93,0.91232,0.209815,4.34821152,0.969134427,-7.714413411,6.130274127
4.69158,8.24419,1576.17,0.61548,0.931737,0.660572672,4.005205844,-9.548395159,4.828365292
20.74094,24.51819,6304.31,0.92456,0.17597,5.2540774,0.808775487,-7.572284341,6.192728487
14.73674,20.77847,4133.04,0.86448,0.357718,2.416652223,1.276457638,-8.212614191,5.779808203
23.14744,26.69644,5452.76,0.93322,0.180831,5.160730185,0.719461899,-7.543008211,6.072337387
29.6656,34.77471,7614.55,0.96174,0.0888402,10.82550467,0.447952747,-6.979448908,6.336275802
6.8331,10.12143,2830.73,0.73466,0.741431,0.99086766,2.28978833,-8.952366383,5.471237515
12.91375,14.7076,3530.69,0.80712,0.496077,1.627005485,1.893168295,-8.571676454,5.58874195
11.17776,19.20456,5488.83,0.88196,0.307012,2.872721587,1.200694798,-8.168971151,5.814982694
13.71126,19.6183,5556.97,0.889,0.27726,3.206376686,1.102318033,-8.01730927,5.886422355
6.27636,18.41528,3197.7,0.78852,0.562155,1.40267364,2.030801481,-8.79304569,5.444223425
7.5647,12.51395,2087.16,0.7542,0.972335,0.775658595,2.037273028,-9.020055903,5.432861101
35.27982,45.86668,6640.13,0.96414,0.0804926,11.97799549,0.41082158,-6.827184184,6.572851595
4.61023,8.08019,1588.98,0.6472,1.05451,0.613744772,3.783849538,-9.433365311,5.15966904
10.14056,13.26938,4844.81,0.80674,0.477881,1.68816086,1.952442665,-8.550642547,5.673715593
14.52338,18.88074,5765.93,0.8905,0.257568,3.457339421,1.11515657,-8.01193237,5.831855822
14.23486,20.67302,3701.23,0.86944,0.418649,2.076775533,1.287824777,-8.253103236,5.92164227
6.57625,10.39233,3203.28,0.74802,0.663644,1.127140455,2.598749871,-8.879512475,5.335155988
10.53423,17.93584,5461.26,0.88282,0.324193,2.723130974,1.135507126,-8.168982703,5.843785977
23.20494,23.45234,4890.09,0.89894,0.299817,2.998295627,0.876665258,-7.958680472,6.07100832
8.24541,12.2155,3790.81,0.79106,0.569625,1.388738205,1.916806045,-8.710122832,5.501100814
7.8602,12.48079,3775.31,0.78538,0.577483,1.360005403,2.032844638,-8.723932002,5.613963006
14.30886,19.8663,5879.3,0.89188,0.267066,3.339549025,1.041231827,-7.99530088,5.86042745
13.8401,20.13526,5422.43,0.89364,0.277919,3.215469255,1.077426217,-7.988029922,5.94779601
21.84308,24.56124,6246.14,0.93214,0.162446,5.738152986,0.72349635,-7.50600255,6.048274988
15.73233,21.43029,5267.09,0.8894,0.285113,3.119464914,1.179653048,-7.993302053,5.960681163
21.16662,30.02024,6912.6,0.93718,0.146221,6.409339288,0.652456729,-7.415136104,6.136192931
11.64986,17.10509,5771.12,0.87368,0.296213,2.949499178,1.335701308,-8.111776359,5.823356765
17.3726,28.78983,5709.08,0.92028,0.193976,4.744298264,0.864133868,-7.656932285,6.03758669
14.94536,23.12924,6052.51,0.90862,0.217685,4.174012909,0.964504182,-7.820826466,5.991316862
31.72546,39.49264,5916.2,0.94356,0.132592,7.116266441,0.64183544,-7.259875155,6.390937428
14.21048,19.77483,6116.91,0.90058,0.231967,3.882362577,1.052209976,-7.89335725,5.926915783
25.84902,32.31403,5551.64,0.93334,0.174459,5.349910294,0.788497079,-7.511748966,6.175290796
10.61177,18.65614,5283.51,0.88014,0.331162,2.657732469,1.130207992,-8.168661025,5.823298422
11.90832,16.47557,4056.15,0.8425,0.464491,1.8138134,1.319579241,-8.446635874,5.682973031
10.53458,11.86525,3080.63,0.75894,0.626364,1.211659674,2.221824977,-8.8115622,5.433707632
24.93474,29.73427,6255.71,0.94788,0.120201,7.8857913,0.594509552,-7.174825342,6.393665074
14.61351,17.13896,5354.78,0.89328,0.274968,3.248668936,1.073171502,-7.991612251,5.932360662
10.43627,12.1993,2086.96,0.7517,0.846922,0.887566978,2.479102431,-8.985499182,5.410601447
10.4217,14.89983,4886.2,0.85308,0.387118,2.203669165,1.449881942,-8.336225387,5.666463209
11.22958,14.50079,4306.39,0.83444,0.449027,1.858329232,1.59620653,-8.434525395,5.684161983
12.01831,14.03273,3233.31,0.8042,0.595824,1.349727436,2.019908274,-8.66956941,5.48036517
24.79467,27.98637,7050.06,0.9501,0.116743,8.138389454,0.536847743,-7.223527278,6.347971821
7.69929,10.48113,3149.16,0.75584,0.701406,1.077606978,2.409420978,-8.902585829,5.278892638
16.21437,33.05862,4330.07,0.89814,0.275657,3.258179549,1.143451537,-7.884615499,6.024162963
18.2799,23.76102,6049.31,0.9217,0.182599,5.047672769,0.84454743,-7.641349333,6.017095206
9.92053,12.44112,3797.07,0.79446,0.527558,1.505919728,1.974018453,-8.588238373,5.547536182
15.17515,21.05081,5952.67,0.89066,0.26665,3.340183761,1.136606668,-7.97017513,5.924066972
10.20997,15.19982,4686.11,0.8548,0.4249,2.011767475,1.302469268,-8.404845659,5.71711095
20.36442,25.77619,5647.5,0.90818,0.221996,4.090974612,1.077810707,-7.789270794,5.970092164
8.42351,12.89604,4212.86,0.80616,0.515242,1.564624002,1.952691142,-8.582775074,5.667368626
10.30651,18.27059,5750.6,0.87406,0.31972,2.733829601,1.234289054,-8.209806092,5.770227188
11.55999,15.73013,4276.6,0.81294,0.452565,1.796294455,1.808006777,-8.501465356,5.632656591
15.39068,21.35626,4743.61,0.86206,0.332681,2.591251078,1.469701248,-8.173406816,5.843939417
16.3324,21.18149,4372.93,0.8542,0.329374,2.593404458,1.37874156,-8.176054343,5.666612875
23.05079,28.59644,5504.76,0.92316,0.203231,4.542417249,0.866012759,-7.667235444,6.030271767
15.85804,20.33426,5777.56,0.89624,0.253263,3.538771949,1.048449616,-7.917052819,5.974502381
35.69167,36.76279,5479.51,0.92814,0.175688,5.282887847,0.750588347,-7.50708008,6.18771015
15.0558,20.68074,4756.86,0.8647,0.331841,2.605766014,1.396082926,-8.194950078,5.676242228
18.24183,22.726,6030.27,0.9201,0.191435,4.806331131,0.850376764,-7.682073218,6.137082549
17.02711,19.32924,4854.4,0.86246,0.321521,2.682437539,1.54014558,-8.165745854,5.777394683
11.14167,14.40037,4017.03,0.80946,0.491727,1.646157319,2.028310618,-8.489134903,5.588503683
10.21848,13.48499,4702.81,0.81248,0.456432,1.780068006,1.767742163,-8.547983506,5.617478522
13.85562,20.43698,4761.91,0.8724,0.322574,2.704495713,1.285657854,-8.131915932,5.793940029
10.49172,15.08894,3827.55,0.81216,0.50032,1.6232811,2.019941167,-8.561681664,5.647309731
24.73978,29.11512,5590.71,0.92388,0.190615,4.846837867,0.862958704,-7.589101099,6.192488937
11.72746,16.43287,3419.29,0.8031,0.475754,1.688057273,1.86556672,-8.479407949,5.648525126
10.94832,14.71047,4451.74,0.83196,0.440976,1.886633286,1.696362603,-8.446494201,5.665484607
15.35199,23.5566,4201.32,0.84558,0.367816,2.2989212,1.509636138,-8.250394246,5.883814155
14.81572,16.7181,5275.91,0.85092,0.352511,2.41388212,1.481928205,-8.268189923,5.757150926
19.32375,22.58175,5109.49,0.8943,0.251455,3.556501163,1.262952882,-7.883613108,5.874520692
24.9093,32.58152,7202.18,0.94488,0.126089,7.493754412,0.610612611,-7.296974769,6.293775148
44.0308,48.05963,5690.72,0.95466,0.109879,8.688284386,0.535258872,-7.035455163,6.413114187
13.72049,20.35415,5677.47,0.90092,0.247135,3.645456936,0.964650472,-7.916373322,5.894102026
14.15113,21.93634,6128.48,0.88776,0.266615,3.329745138,1.205198715,-7.999765764,5.976576147
20.34767,24.04278,5919.89,0.9162,0.200722,4.564522075,0.867742374,-7.712667146,6.029862783
19.07062,24.48966,5939.71,0.92446,0.19542,4.73063146,0.790242826,-7.644080174,6.11183563
11.81175,13.61218,4820.8,0.82822,0.413569,2.00261625,1.774269088,-8.425614349,5.631010172
10.44461,12.75782,3018.25,0.7743,0.630811,1.227467498,2.337356599,-8.833962076,5.346149465
9.98891,13.96786,4182.48,0.78338,0.512447,1.528704432,2.074390022,-8.63115155,5.64085518
8.14134,10.12638,4812.61,0.82662,0.464841,1.778285478,1.686647463,-8.505977197,5.567327949
10.71029,14.94542,4434.8,0.81818,0.463644,1.764672896,1.741717085,-8.56592816,5.633631
11.23494,21.39088,5126.06,0.87052,0.324866,2.679627908,1.40521147,-8.16925962,5.783723608
10.47388,14.84993,3563.7,0.77804,0.531927,1.462681909,2.31843739,-8.668734846,5.613886991
13.18582,16.35903,5728.64,0.88364,0.276058,3.200921545,1.22558813,-8.080868662,5.811783944
10.8238,16.04542,4773.35,0.84502,0.42171,2.003794076,1.531871314,-8.378775316,5.710826813
11.34712,14.95217,4880.87,0.84498,0.393846,2.145457869,1.477071865,-8.362771427,5.772690304
13.55084,16.76499,5812.01,0.85402,0.333354,2.561901162,1.575627121,-8.257995014,5.690106794
8.78652,18.79789,3189.48,0.81164,0.587809,1.380788658,1.61797709,-8.73417561,5.566599465
14.93487,17.12874,5697.72,0.88634,0.271449,3.265217407,1.177436005,-8.011718473,5.813115434
7.46084,10.67367,3984.38,0.77938,0.603801,1.290789515,2.29196413,-8.746965649,5.537799379
10.12229,13.76972,4509.56,0.83038,0.432426,1.920282314,1.690198472,-8.453685103,5.634194582
13.15563,18.55916,5923.51,0.89996,0.261737,3.438413369,0.97749217,-7.966422892,5.944586139
10.35351,14.20737,4500.78,0.8341,0.462591,1.803104686,1.577336582,-8.476320486,5.712643063
10.70106,16.36516,5779.12,0.86948,0.305003,2.850726058,1.318885132,-8.17938582,5.739316337
21.3774,24.49004,5899.31,0.91452,0.200425,4.562903829,0.97921967,-7.730501922,5.909080772
8.12285,12.31198,4312.67,0.80818,0.522476,1.546827031,1.885723405,-8.613317153,5.580576536
14.87255,18.6768,5905.1,0.89254,0.259208,3.443335082,1.125024087,-7.966240633,6.005384311
36.75682,40.98154,5534.92,0.94414,0.139906,6.748388204,0.629084543,-7.280058852,6.281423504
9.65516,14.01866,2824.95,0.77894,0.615973,1.264568415,2.169606234,-8.773293111,5.559289425
4.80849,7.77653,2237.83,0.67324,0.916887,0.734267145,3.465910819,-9.295325426,5.041048545
27.08476,31.21513,6735.73,0.94748,0.124263,7.624795796,0.618515621,-7.276207507,6.288689753
9.25845,13.55213,3653.55,0.80908,0.565088,1.431776998,1.814960094,-8.655170511,5.415907989
18.58719,20.59534,5529.43,0.90808,0.222389,4.083295487,0.965331058,-7.79846611,5.954139189
15.49709,20.2679,5282.19,0.89392,0.280459,3.187346457,1.122208088,-7.991136958,5.934274936
14.28379,20.43069,4601.52,0.87186,0.331182,2.632570611,1.229420112,-8.106378536,5.865164956
34.49931,40.65858,6711.71,0.96506,0.0793947,12.15521943,0.396820402,-6.857083948,6.608108774
11.58451,14.88893,3190.01,0.80538,0.534607,1.506489814,1.98633876,-8.702219476,5.607130086
6.78527,9.58038,3378.89,0.74884,0.685349,1.092640392,2.356844813,-8.906180269,5.545645713
24.98142,25.19483,5204.43,0.90446,0.267141,3.385702681,0.795129356,-7.914362154,5.994983643
7.52228,12.85823,3712.43,0.79508,0.579741,1.371440005,1.790578585,-8.707493982,5.685749665
12.93142,21.41382,5840.02,0.89696,0.256837,3.492331712,1.05706058,-7.951195472,5.846005298
14.51023,19.65756,4949.93,0.8731,0.312514,2.793794838,1.325735451,-8.1146862,5.871874398
22.44763,22.84023,5752.52,0.8986,0.264663,3.395261143,1.065924739,-8.017234861,5.90788258
9.84891,17.00745,4439.04,0.84246,0.420271,2.004563722,1.413877564,-8.410481486,5.715643388
14.76754,20.95577,6219.89,0.90232,0.217576,4.147148583,1.031833223,-7.842104152,6.050958196
10.8553,16.51385,4444.96,0.82812,0.401167,2.06427747,1.774629036,-8.402659738,5.652228052
11.53888,17.98905,6200.87,0.89192,0.266579,3.345799932,1.122883664,-7.970213063,5.879188994
24.48828,30.12593,6202.41,0.94384,0.129981,7.261368969,0.592381958,-7.303648993,6.333932356
16.22568,18.90952,3709.93,0.83458,0.407499,2.048054106,1.896463308,-8.311624124,5.679762033
14.01629,22.9646,5651.83,0.901,0.243438,3.701147725,1.025657103,-7.88829108,5.94071508
18.25776,21.58987,5842.84,0.89976,0.231761,3.882275275,1.050274253,-7.855896036,6.017579055
22.88475,27.30582,7063.95,0.93608,0.145004,6.455546054,0.668545217,-7.457679924,6.072617896
20.65941,28.55079,7072.66,0.94312,0.140655,6.705200668,0.584765345,-7.376467155,6.158171455
19.54488,22.65152,5169.56,0.89718,0.232068,3.866022028,1.104463676,-7.794825987,5.916251845
28.96052,31.95486,7193,0.95006,0.1094,8.684277879,0.542969128,-7.170799546,6.321820165
9.05531,15.53203,4642.55,0.82362,0.418891,1.966191682,1.760722162,-8.500558919,5.578255453
9.03819,12.11556,4489.72,0.80902,0.480496,1.683718491,1.813739674,-8.537410222,5.548227212
13.27226,20.39496,5954.78,0.89468,0.247893,3.609137813,1.04138199,-7.952559494,5.990358045
14.52035,18.30561,5952.64,0.88568,0.260473,3.400275652,1.196202245,-8.023924209,5.89030506
8.83138,13.68652,4071.07,0.80168,0.50952,1.573402418,2.071160998,-8.574443623,5.575628351
15.28004,19.19565,5450.69,0.88508,0.281434,3.144893652,1.106456448,-8.052705167,5.826591884
6.59048,11.69941,1402.97,0.67536,1.29324,0.522223253,2.512882507,-9.362711651,5.134948125
7.52568,10.92661,3782.45,0.78394,0.599355,1.307972737,2.021666154,-8.706265627,5.657008975
9.59074,14.43792,4005.34,0.81252,0.483551,1.680319139,1.828510875,-8.558948855,5.66315362
7.1391,9.7092,2510.02,0.7212,0.815653,0.884199531,2.221647073,-9.127315303,5.332526763
8.40314,13.68507,4349.95,0.80252,0.477497,1.680680716,2.13058452,-8.530653251,5.591131958
8.19405,15.12904,4178.45,0.81418,0.478608,1.701141644,1.903580427,-8.530252698,5.603387944
6.01138,9.52346,2644.42,0.69882,0.776085,0.900442606,2.749823898,-9.150302511,5.210157287
12.64889,18.5952,5373.98,0.87066,0.30866,2.820773667,1.278153757,-8.171429181,5.799180431
8.44981,12.86956,3540.82,0.77124,0.600024,1.285348586,2.202898946,-8.809595724,5.478248383
8.2115,13.18197,2107.2,0.74676,0.955102,0.781864136,2.194561619,-9.092968551,5.41894218
15.97915,20.91409,6212.9,0.90836,0.219396,4.140276031,0.893528719,-7.815350342,6.043300344
13.3924,18.24902,4405.59,0.86142,0.396969,2.169993123,1.306105532,-8.276536371,5.864355802
16.34199,22.7831,6097.22,0.90984,0.21322,4.267141919,0.888440266,-7.841324594,6.025569049
11.35892,18.1944,5332.66,0.87508,0.325046,2.6921728,1.201410548,-8.164228206,5.762918173
9.59825,17.62466,4695.07,0.844,0.395781,2.132492464,1.563460658,-8.37654488,5.715200146
9.4196,13.32139,5425.12,0.85026,0.382016,2.225718295,1.425272748,-8.299808586,5.773905351
9.60469,15.08588,3307.27,0.82342,0.587589,1.401353667,1.556184003,-8.63784051,5.653695702
12.58541,20.43867,5685.21,0.88712,0.269087,3.296777622,1.109282956,-8.055189589,5.864559689
7.79048,14.16004,2001.58,0.75634,0.942543,0.802446148,1.812913696,-9.050633546,5.450031035
7.47406,11.20532,3174.33,0.7583,0.676533,1.120861806,2.036598184,-8.876687063,5.540857628
12.16002,21.18589,5533.17,0.8769,0.295292,2.969602969,1.229255378,-8.134663259,5.812029044
9.05339,14.45995,4377.87,0.83314,0.469859,1.773170249,1.41955635,-8.449970865,5.771847106
19.33056,21.83146,6059.63,0.91432,0.199151,4.591089174,0.886897002,-7.746032733,5.974394651
12.16641,14.87442,3987.24,0.82928,0.447068,1.854930346,1.624719661,-8.451353935,5.692161259
15.58045,20.52037,4431.12,0.8461,0.407257,2.077557906,1.523183503,-8.356153404,5.748365597
9.32797,13.24877,3400.61,0.79346,0.621702,1.276270625,1.635048181,-8.734571895,5.549729116
13.77401,16.40445,4532.49,0.85504,0.364903,2.343198055,1.632427782,-8.246642629,5.768989569
11.04773,14.96946,4492.21,0.82396,0.472855,1.742521492,1.570587227,-8.504164252,5.574941847
10.57302,18.40529,5393.1,0.8743,0.323789,2.700215264,1.207504955,-8.160640655,5.781100318
5.54034,10.23187,1971.23,0.67616,0.939428,0.719757129,2.664932515,-9.392345068,5.115920408
8.15613,16.35735,2985.09,0.80228,0.658123,1.219042641,1.674062487,-8.732638548,5.576306349
12.59731,18.24915,5396.11,0.86832,0.322495,2.692506861,1.287513114,-8.194514408,5.811172573
10.344,16.79584,5108.78,0.8594,0.354204,2.426285417,1.367684215,-8.262117885,5.758971583
10.64607,16.26747,4716.24,0.8504,0.392646,2.165818574,1.528163219,-8.336675778,5.786799027
6.45866,10.21257,2338.7,0.73156,0.912811,0.801436442,2.288419166,-9.085143816,5.285533317
5.58637,11.08967,2244.07,0.69672,0.880633,0.791158178,2.761986545,-9.232047468,5.198710244
14.61652,20.07987,5509.26,0.88226,0.27925,3.159391226,1.232171756,-8.065344006,5.92159047
8.77439,12.4007,3439.76,0.77434,0.601368,1.287630868,1.71199959,-8.811156028,5.528532711
9.17267,16.98894,4355.22,0.82586,0.441275,1.871531358,1.827950539,-8.467532563,5.584640302
8.5885,15.81993,4110.61,0.8055,0.468374,1.719779492,1.782113377,-8.547480626,5.576462294
9.27755,13.94041,4207.72,0.82008,0.454093,1.805973666,1.735743633,-8.508105432,5.607228542
9.54459,14.30515,4330.85,0.8121,0.443926,1.829358947,1.982002442,-8.482623015,5.619996844
8.68185,13.42776,3388.66,0.78068,0.608034,1.283941359,1.873410097,-8.724578828,5.501548217
6.76596,10.44202,3422.36,0.75688,0.680517,1.112213214,2.257508489,-8.863816586,5.46713083
11.20284,14.58847,4900.82,0.8374,0.411795,2.033536104,1.527352037,-8.368766269,5.690360744
10.92128,14.36738,5023.95,0.83546,0.409936,2.038025448,1.603669397,-8.398752061,5.737085023
8.52701,16.0962,4594.6,0.82436,0.430248,1.916011231,1.631521483,-8.480388266,5.731630345
6.14698,10.15185,2711.53,0.71952,0.774118,0.929470701,2.565569048,-9.026954641,5.15029053
11.30558,17.00932,4650.23,0.8548,0.366028,2.335340466,1.455055927,-8.266363284,5.722164583
9.14981,14.35363,3960.57,0.7947,0.525376,1.512630954,2.169231318,-8.605048746,5.662406504
10.96857,17.03943,4298.74,0.85472,0.439763,1.943592344,1.32450754,-8.382695333,5.656855273
6.90458,11.84769,3333.03,0.76406,0.685621,1.114405772,2.111592077,-8.858284382,5.457999934
10.46259,14.75594,3524.12,0.8317,0.552581,1.505118707,1.537011413,-8.551578381,5.656453689
12.03731,20.14092,5735.2,0.8859,0.276839,3.200054906,1.109698273,-8.032749263,5.88651983
13.00661,18.53585,5737.69,0.8866,0.270397,3.278882532,1.124563212,-8.026243226,5.888712565
8.00072,11.57623,3841.98,0.7769,0.57826,1.343513299,2.158776459,-8.727492991,5.460862681
8.269,11.33491,4077.4,0.79534,0.553167,1.43779365,1.93815962,-8.657474583,5.676765424
