PLD,LCD,ASA,Porosity,Density,Pore volume,Qst H2,log_P_0(H2),log_P(H2)
16.3496,19.53268,4785.63,0.87892,0.324586,2.707818575,1.226351282,-8.067062698,5.981108114
16.318,21.12145,5478.63,0.89616,0.250884,3.572009375,1.10633789,-7.878618614,5.914221722
15.84638,18.45379,3785.4,0.84016,0.408426,2.057067865,1.528772471,-8.330260756,5.763663269
15.5404,19.18316,5110.47,0.87674,0.304763,2.876792787,1.046958679,-8.108217016,5.887359836
12.28091,15.03566,4605.05,0.84758,0.384969,2.201683772,1.43765353,-8.310249639,5.722644029
11.05946,13.28419,3208.42,0.8194,0.594279,1.378813655,1.601471954,-8.613334998,5.543900884
8.82514,12.25523,4587.94,0.83622,0.449861,1.858840842,1.629311232,-8.360626523,5.743798435
18.136,21.47404,4966.6,0.87414,0.320091,2.730910897,1.362089968,-8.07765308,5.912614535
22.22275,26.3352,6376.53,0.92696,0.17331,5.348566153,0.743893144,-7.606540709,6.070075717
12.49233,14.26911,4926.25,0.84906,0.375512,2.261072882,1.445369421,-8.32985172,5.547573275
23.18313,24.25468,6121.82,0.91144,0.21272,4.284693494,0.880030701,-7.770885015,6.081668233
16.18303,20.69461,5029.52,0.87452,0.31267,2.796942463,1.356473084,-8.035116663,5.788698513
17.27579,20.00048,5826.12,0.88874,0.279658,3.177953071,1.140429087,-8.057242846,5.881186614
9.42102,13.67473,3646.52,0.79602,0.519625,1.531912437,1.640581783,-8.633975323,5.510039005
16.65039,20.73293,6310.98,0.91716,0.203567,4.505445382,0.828775439,-7.753628158,6.083464107
14.99243,16.89559,4119.77,0.83456,0.464165,1.797981321,1.401811019,-8.482463745,5.65491991
15.80961,20.80575,4227.08,0.90008,0.327312,2.749914455,0.912828014,-8.033128245,6.033995383
26.00532,29.88397,6925.59,0.9404,0.137784,6.825175637,0.604523409,-7.393702728,6.170010353
26.58409,28.15548,6604.49,0.92758,0.173997,5.331011454,0.733027412,-7.619945828,6.132206446
24.82604,28.32057,6719.07,0.93142,0.157222,5.924234522,0.720154061,-7.516939875,6.206062761
16.41457,22.51189,6087.8,0.9119,0.204318,4.46314079,0.88811157,-7.789049669,5.920211153
15.45106,19.34531,5466.56,0.895,0.261769,3.419045036,1.094239728,-7.976665877,5.943692177
26.64057,30.35991,6953.22,0.94302,0.133838,7.045980962,0.606491901,-7.352359715,6.337460258
13.11916,14.94998,4833.88,0.86568,0.357543,2.421191297,1.298540983,-8.263425561,5.677424938
12.58163,14.30445,3561.09,0.83616,0.50514,1.65530348,1.458846358,-8.471519904,5.68354957
16.50764,21.87518,4996.79,0.90194,0.273064,3.303035186,0.82893829,-7.92407272,5.92612948
11.084,13.54617,4329.69,0.83554,0.447939,1.865298623,1.377773586,-8.459945638,5.584822912
18.34881,22.52873,5809.49,0.90674,0.226293,4.00692907,1.044175963,-7.780735199,5.959121826
21.87418,27.32376,6975.29,0.94078,0.134478,6.995791133,0.620857766,-7.396262917,6.189719527
26.73396,28.45884,5634.93,0.92688,0.197831,4.685211115,0.736496044,-7.608950945,6.209545943
26.25487,29.79611,7324.57,0.94536,0.126498,7.473319736,0.567551705,-7.3054514,6.204332067
16.13681,18.40095,5048.16,0.88188,0.309954,2.845196384,1.182831749,-8.074804303,5.915331667
15.32621,17.92894,5030.64,0.86432,0.352722,2.450428383,1.319387327,-8.250250218,5.684021647
16.38061,22.59232,5498.34,0.90274,0.245043,3.68400648,1.10611069,-7.826794417,5.973814158
10.92278,15.23895,4383.74,0.84804,0.42067,2.015926974,1.447014312,-8.368146978,5.627445567
14.43924,17.08029,5502.32,0.89748,0.271482,3.305854532,0.906742312,-7.974991647,5.952071018
10.42481,12.46916,4227.44,0.82184,0.463054,1.774825398,1.548534836,-8.537488391,5.685203802
19.24221,23.12463,6118.87,0.92236,0.197997,4.658454421,0.714842543,-7.704656767,6.115075276
10.62085,14.45907,4713.18,0.83742,0.402031,2.082973701,1.526076493,-8.407507898,5.614061222
21.90037,24.81575,6222.05,0.91656,0.208226,4.401755785,0.840923399,-7.764973568,6.02786822
16.67687,20.73716,4601.14,0.8913,0.312618,2.851083431,0.863549757,-8.045752015,5.914190936
19.36203,23.90077,6421.03,0.9281,0.181786,5.105453665,0.691971248,-7.640928643,6.117470591
16.60452,18.77941,4956.31,0.87872,0.336117,2.614327749,1.158787273,-8.150890228,5.815316697
16.45741,22.06497,5113.46,0.90906,0.25077,3.62507477,0.768324345,-7.861980525,5.974457153
26.38234,28.77719,6712.28,0.93126,0.162584,5.727869901,0.702332354,-7.509425207,6.160351291
21.85158,24.10045,6402.51,0.9141,0.204466,4.47066994,0.886434835,-7.747752219,6.076126671
16.65806,20.10498,5112.03,0.90102,0.273661,3.292467688,1.000382356,-7.988045691,5.943864249
14.17121,18.62105,5560.76,0.8917,0.275332,3.238635538,1.113405478,-7.984008523,6.008231968
14.04233,17.91278,5040.38,0.863,0.328939,2.623586744,1.116332835,-8.228376403,5.772679439
18.35074,23.99504,6450.69,0.92946,0.167092,5.562564336,0.729789613,-7.559194205,6.201101193
21.29212,25.56929,4704.5,0.91624,0.248381,3.688848986,0.802498205,-7.826964918,5.956245847
21.20313,24.59611,6484.48,0.9225,0.179485,5.139705268,0.788846184,-7.650924821,6.03053801
15.15779,20.27893,6057.76,0.90262,0.233844,3.85992371,0.983691181,-7.899567089,6.003384944
22.50637,24.91783,6399,0.91712,0.200548,4.573069789,0.870234799,-7.751238971,5.996668138
11.96965,15.45074,4707.06,0.85424,0.380999,2.242105622,1.388942728,-8.276259635,5.689510915
11.35675,13.63064,3433.54,0.8007,0.564021,1.419627993,2.017462,-8.756415835,5.383625929
15.65365,20.39032,5349.83,0.89454,0.270166,3.311075413,1.106209265,-7.95167099,5.94985041
18.31807,21.14163,5168.99,0.87732,0.304828,2.878082066,1.376959635,-8.079646742,5.899877562
11.0978,15.08043,3516.25,0.83164,0.546985,1.520407324,1.541909191,-8.496452327,5.759880345
14.42779,22.23403,5468.03,0.88228,0.274901,3.20944631,0.978085625,-8.044335633,5.840149016
14.21545,15.69477,4962.09,0.8749,0.33353,2.62315234,1.238865245,-8.124002994,5.818164956
11.56393,13.09519,4785.66,0.86166,0.400729,2.150231204,1.251569527,-8.29079136,5.789171357
16.17921,20.32107,4117.38,0.89692,0.347593,2.580374173,0.935416261,-8.06598333,5.921555179
14.49519,16.80014,2351.56,0.8148,0.77808,1.047193091,1.523097424,-8.769014286,5.53234637
14.79554,19.84987,5710.98,0.88846,0.269926,3.291494706,1.011134503,-8.040931875,5.928214339
16.89306,19.40592,3756.25,0.87976,0.40578,2.168071369,1.029347453,-8.240595386,5.828619547
11.47073,14.50583,4840.39,0.85634,0.374238,2.288223002,1.382469964,-8.310201565,5.713699101
12.29506,14.60251,4330.96,0.84052,0.439844,1.910950246,1.455276826,-8.414913708,5.649136863
15.50418,19.02295,3476.05,0.8569,0.51472,1.664788623,1.304581343,-8.436320087,5.801551471
8.84652,13.31927,4324.46,0.82218,0.493138,1.667241218,1.585042255,-8.514609493,5.505837558
19.29732,25.19835,6809.34,0.93508,0.158601,5.895801414,0.646994847,-7.482258839,6.163093643
22.20304,26.25917,7031.72,0.93732,0.146653,6.391413745,0.648011419,-7.472035361,6.167352889
22.43177,27.47156,6921.74,0.93948,0.140015,6.709852516,0.635588723,-7.430563838,6.172844226
23.91053,28.87107,4802.37,0.92498,0.214742,4.30740144,0.727323079,-7.671407912,6.141034545
19.30876,23.88619,6488.27,0.92882,0.176348,5.266972123,0.7199228,-7.590913902,6.171988147
19.40281,21.53548,5601.41,0.91194,0.227033,4.016772892,0.882241604,-7.745032725,5.919425573
17.03611,22.48361,5140.64,0.90494,0.255396,3.543281806,1.024160541,-7.866861123,6.066256507
22.12353,24.53577,6303.54,0.9163,0.202573,4.523307647,0.862032814,-7.752433296,6.037435795
19.39465,22.54853,6294.91,0.9146,0.214391,4.266037287,0.845301526,-7.769229576,6.038229362
17.89197,22.56147,6103.03,0.91458,0.203314,4.498362139,0.914166581,-7.729555491,5.99194272
21.31996,24.33664,6021.19,0.91934,0.190792,4.818545851,0.763902263,-7.652863323,6.126074095
24.20367,27.00561,6372.64,0.9178,0.191312,4.797399013,0.856266688,-7.686385395,5.885844612
11.86193,15.40735,4911.77,0.86338,0.344978,2.502710318,1.251236655,-8.206224734,5.765751718
18.08135,23.67267,6727.28,0.92938,0.160424,5.793272827,0.731369663,-7.524869304,6.121014829
14.5405,22.21993,5520.47,0.88234,0.273149,3.230251621,0.950189348,-8.065159978,5.961142981
26.67482,28.7454,6852.71,0.93098,0.165065,5.64008118,0.703185471,-7.525318097,6.139697318
16.67104,21.64685,5055.04,0.89488,0.267994,3.339179235,1.029664416,-7.912022663,6.04199422
10.32572,13.98778,5023.1,0.84758,0.391428,2.165353526,1.439459532,-8.346922395,5.648675659
26.06312,29.04918,6260.26,0.92852,0.173817,5.341940086,0.710307118,-7.546367583,6.133110331
15.06645,20.37893,5255.59,0.895,0.272915,3.27940934,1.100403718,-7.931105146,5.915156613
16.41662,21.57458,4893.12,0.897,0.290453,3.088279343,0.870672935,-8.016032848,5.904541858
18.01153,23.27993,5722.06,0.91998,0.197735,4.652590588,0.852271298,-7.653787691,6.064903037
14.77835,20.03417,4435.97,0.86852,0.360377,2.410031717,1.087929955,-8.221128353,5.834556574
16.37579,20.98291,4375.72,0.89212,0.336387,2.652064438,0.902432106,-8.082058211,5.859376706
10.27324,12.99056,3213.22,0.82838,0.588824,1.406838036,1.46676535,-8.574419467,5.690577696
19.36306,23.00438,6293.02,0.9139,0.213525,4.280060883,0.857585631,-7.74261038,6.053113194
21.23375,25.14072,4631.23,0.91608,0.251759,3.63871798,0.808918614,-7.846045879,6.141010425
15.8388,19.66508,5791.61,0.91048,0.22211,4.099230111,0.938708721,-7.800386032,6.012462638
16.70577,20.05185,5415.18,0.89916,0.278239,3.231610234,0.929440617,-7.971187427,5.91632644
19.35919,22.38954,6067.04,0.91446,0.224362,4.075823892,0.813246436,-7.805887965,6.003361122
15.80201,18.06567,6253.55,0.91978,0.20641,4.456082554,0.756484403,-7.772581932,5.992889941
16.16657,19.00399,4505.07,0.8692,0.36778,2.363369406,1.275564129,-8.26116138,5.810831636
17.40933,20.16624,6274.19,0.91786,0.198274,4.629250431,0.816099383,-7.712021628,6.059035335
14.95862,20.19423,5930.88,0.89028,0.261056,3.41030277,1.043142208,-7.989086979,5.880262523
16.12149,20.64827,4970.78,0.87732,0.310122,2.828951187,1.305903701,-8.080090674,5.940565239
14.42566,21.07135,5487.21,0.87628,0.290916,3.012140962,1.013513243,-8.121825516,5.824167886
15.12681,17.49959,3378.51,0.85616,0.537469,1.592947686,1.298439195,-8.458530284,5.655504142
21.87649,25.88239,6582.05,0.93012,0.168125,5.532312268,0.744538764,-7.570020311,6.061284867
15.52664,18.33929,5301.3,0.86506,0.328881,2.630313092,1.360299828,-8.215811558,5.752444651
19.04546,20.92727,4681.2,0.88964,0.298893,2.976449766,1.17029705,-8.046046036,5.919045762
21.08432,24.98399,6902.95,0.93592,0.156054,5.997411153,0.645819519,-7.504242277,6.117633256
17.49757,23.03077,6236.31,0.91992,0.189198,4.862207846,0.818442085,-7.676944163,6.134104926
16.62707,19.66519,5262.38,0.8851,0.309041,2.864021279,1.065382743,-8.11178389,5.869349099
26.45987,28.61818,6405.9,0.93704,0.15293,6.12724776,0.609919603,-7.459623606,6.220171639
21.93275,26.48721,6948.58,0.93952,0.139767,6.722044546,0.631904492,-7.440009303,6.203169059
11.54767,16.58914,5572.14,0.8735,0.326031,2.679193083,1.183087904,-8.15714664,5.782530057
16.68025,19.59253,4114.15,0.88234,0.36868,2.393240751,1.190440877,-8.112589887,5.897259654
18.3169,22.11393,4793.84,0.87814,0.325538,2.697503824,1.341338369,-8.112280058,5.805880068
15.8473,21.062,5622.82,0.89436,0.264186,3.385342145,1.165174908,-7.894984173,5.916380409
14.99583,17.5114,2646.87,0.83212,0.691822,1.202794939,1.388198516,-8.637085557,5.663834814
19.76403,24.20799,6808.58,0.93516,0.158812,5.888471904,0.640282048,-7.513649384,6.182557288
21.62877,26.06876,6224.46,0.9253,0.174402,5.305558422,0.739611077,-7.568306886,6.076923321
10.09302,14.12994,4595.17,0.8153,0.407171,2.00235282,1.794029562,-8.480883169,5.710781846
18.82201,20.61594,5546,0.88626,0.280135,3.163688936,1.242421575,-8.044580739,5.895752203
11.9896,13.45261,3999.22,0.81494,0.488938,1.666755294,1.555077314,-8.473036377,5.710280744
17.48979,20.83639,6483.2,0.92492,0.186411,4.961724362,0.757137168,-7.652524211,6.077117332
15.56951,21.1764,6160.76,0.8924,0.239003,3.733844345,1.119133172,-7.93869007,5.826930937
21.07582,24.11694,6545.88,0.91152,0.214622,4.247094892,0.936761029,-7.799334333,6.03210269
17.89089,23.51466,6069.59,0.92014,0.189563,4.85400632,0.896071911,-7.67872811,6.061467144
11.60409,15.44497,2303.91,0.8202,0.796562,1.029675028,1.385474823,-8.742954876,5.632601102
17.58895,22.01071,5894.76,0.92052,0.202649,4.542435443,0.844141297,-7.68716613,5.933402567
13.7003,17.36806,4215.16,0.82274,0.435815,1.887819373,1.462818098,-8.552779087,5.469409219
16.69815,20.74953,4658.52,0.9009,0.294484,3.059249399,0.986755316,-7.954707572,6.029168554
17.49633,19.34351,4354.45,0.87044,0.36396,2.391581492,1.379280194,-8.204888433,5.798296949
26.93396,29.16873,6625.05,0.93038,0.164111,5.669211692,0.718369281,-7.553872694,6.175233599
21.80729,25.18474,6474.04,0.92264,0.181946,5.070955119,0.752547734,-7.641110843,6.10011514
14.63909,19.39999,4024.43,0.8868,0.383097,2.31481844,1.032842034,-8.146581658,5.868220238
26.48383,29.13825,7042.28,0.93794,0.145017,6.467793431,0.630923485,-7.455204163,6.209073469
17.43048,23.00609,5914.74,0.91056,0.218892,4.159859657,0.996850459,-7.739165079,5.915625649
11.99538,14.7662,3466.13,0.84754,0.521342,1.625689087,1.382519845,-8.442243873,5.637307585
17.07841,20.60307,5343.26,0.89816,0.26495,3.389922627,0.910586125,-7.978186167,5.91539964
17.62078,20.46557,5663.19,0.89468,0.26288,3.403377967,1.065147313,-7.972404357,5.83042125
16.96352,18.98097,5127.61,0.88246,0.308793,2.857772035,1.238205546,-8.103262283,5.882960936
15.88578,18.33825,5059.89,0.87158,0.328129,2.656211429,1.309138657,-8.166788093,5.76594445
22.20894,26.77475,6368.67,0.92746,0.174065,5.328239451,0.767313533,-7.587879716,6.115215616
15.50108,20.03698,5373.54,0.90194,0.265451,3.397764559,1.013889113,-7.923057911,5.96489848
21.87702,25.29858,6772.32,0.92902,0.165446,5.615246062,0.737424583,-7.567051405,6.138257557
20.78465,25.39987,7155.52,0.9414,0.136613,6.89099866,0.59231176,-7.406975827,6.226929517
13.82012,15.81587,5651.28,0.89192,0.277676,3.212088909,1.073796639,-7.984906565,5.965334766
16.37772,18.33149,4664.86,0.85054,0.396817,2.143406154,1.250158295,-8.36270569,5.714399168
18.20639,22.88957,6270.56,0.91466,0.200311,4.56619956,0.82355413,-7.718384838,6.0841354
27.25458,30.16259,7188.32,0.9434,0.130456,7.231557,0.596038884,-7.345177237,6.138478881
17.60309,20.20401,5636.94,0.89312,0.263128,3.394241586,1.101020305,-7.986554711,5.946728602
10.63457,12.43264,4394.88,0.84564,0.453681,1.863952866,1.420574006,-8.394788446,5.651869672
25.83107,28.81921,7341.38,0.93894,0.143734,6.532483616,0.638924266,-7.4458301,6.106545985
13.96221,17.39865,4651.33,0.83174,0.405138,2.052979479,1.373922413,-8.493248463,5.552338118
19.13401,21.90663,6098.12,0.91252,0.22635,4.03145571,0.836840855,-7.837624076,6.050387529
11.21281,13.86573,3984.69,0.83884,0.466562,1.797917533,1.29206513,-8.459082673,5.696053816
13.75819,18.84573,4619.98,0.85412,0.361698,2.361417536,1.125754073,-8.317018293,5.800020526
22.13702,25.47048,6650.91,0.92752,0.175962,5.271138087,0.766443313,-7.608046568,6.094668797
18.09131,21.59107,6185.61,0.91346,0.20866,4.377743698,0.868499265,-7.77078678,6.095928753
12.27204,13.18849,3787.94,0.82526,0.50892,1.62159082,1.472455271,-8.539956225,5.563572273
16.03982,18.55882,5364.84,0.86092,0.316927,2.71646152,1.383275949,-8.208419799,5.759641296
12.07717,15.71333,4555.94,0.85376,0.385408,2.215210893,1.358374559,-8.291428006,5.786695576
11.45676,15.88972,4449.58,0.8503,0.418531,2.031629676,1.414834052,-8.349525231,5.741416879
18.68492,21.35826,5918.21,0.92452,0.212344,4.353878612,0.722539306,-7.767396521,6.032276682
16.14092,18.34744,4624.15,0.8556,0.384296,2.22640881,1.390934857,-8.305936999,5.664000283
9.62616,11.80403,3825.21,0.8125,0.524881,1.547969921,1.471493828,-8.580032756,5.701507079
26.24887,29.43728,7380.54,0.94446,0.125964,7.49785653,0.584505796,-7.320600927,6.239848009
16.7611,22.64907,5176.06,0.90934,0.248826,3.654521634,0.972566964,-7.795181534,6.005215576
17.12122,20.79492,4602.64,0.9025,0.289749,3.114764848,1.000155313,-7.942445953,5.997789706
13.85297,17.52858,5040.59,0.85356,0.391957,2.177687859,1.539192988,-8.321935591,5.7319898
17.43987,22.56098,5645.75,0.91892,0.209393,4.388494362,0.86499273,-7.708195683,6.067176408
22.01456,26.01478,5708.33,0.9223,0.192972,4.779449868,0.729304403,-7.664168118,6.08285906
14.36927,21.23724,4735.67,0.89014,0.298397,2.983072886,0.929715208,-7.994656295,5.913117764
14.42011,17.96016,3548.27,0.85674,0.506,1.693162055,1.284875961,-8.443309395,5.700573359
15.9122,20.05983,6073.13,0.88146,0.270415,3.259656454,1.17453582,-8.030038588,5.829723751
22.31609,27.76019,6887.75,0.9391,0.139838,6.715628084,0.638289687,-7.397748335,6.138413415
18.17171,23.57574,6661.5,0.92642,0.173045,5.353636337,0.742263328,-7.594256939,6.046842745
11.72896,15.15005,4761.5,0.85516,0.371153,2.304063284,1.311168101,-8.273196463,5.742754303
15.17934,20.02189,5667.1,0.9063,0.235004,3.856530102,0.989084118,-7.819935817,5.982909271
10.72172,14.8716,4019.53,0.8251,0.454635,1.814862472,1.5068419,-8.434099096,5.659677782
16.59542,21.33711,6101.64,0.91032,0.211586,4.302364051,0.902722569,-7.81738138,5.944495222
10.79794,13.51834,2952.94,0.82848,0.628304,1.318597367,1.365547794,-8.573937598,5.71807323
14.50887,19.18033,5017.67,0.87758,0.325965,2.692252236,0.970693836,-8.127447549,5.864864252
14.196,18.37025,5156.14,0.85132,0.358723,2.373196031,1.190679806,-8.307341397,5.705582171
14.84295,20.08075,5810.82,0.90298,0.23952,3.76995658,0.9642365,-7.903713816,6.072542332
14.37948,17.94405,3733.39,0.8251,0.497037,1.660037382,1.428479905,-8.516749869,5.618361611
14.87789,18.42276,5636.37,0.85996,0.319262,2.693587085,1.451089567,-8.233736749,5.749305481
17.65103,22.66866,6190.67,0.92108,0.184799,4.984226105,0.798934131,-7.668203943,5.99218213
21.9224,25.03958,5695.27,0.92668,0.196593,4.713697843,0.7392977,-7.679684392,6.08903831
15.4082,20.26157,5372.03,0.8954,0.270867,3.305681386,1.074535097,-7.904834486,6.014440484
18.64796,23.18843,5968.67,0.9159,0.198642,4.610807382,0.918522706,-7.673064256,6.121772813
21.88058,24.12703,5291.11,0.91068,0.246768,3.690429877,0.890447335,-7.856380432,5.995373517
10.67158,14.71961,4822.97,0.85848,0.370662,2.316072325,1.384640185,-8.277389159,5.799788845
22.53175,25.22455,6343.55,0.91674,0.200873,4.563779104,0.858836796,-7.760423575,6.046110093
11.18017,15.39746,4947.27,0.83322,0.414727,2.009080672,1.609029181,-8.419120235,5.626064714
21.8828,28.25845,7212.22,0.94524,0.126187,7.490787482,0.575723227,-7.307812934,6.188768479
18.51016,22.67417,5587.03,0.9185,0.210344,4.366656525,0.851283409,-7.71652006,6.186644748
26.65522,32.27873,7508.48,0.95426,0.101752,9.378292319,0.468785596,-7.109318023,6.304418445
18.25779,20.56757,5445.47,0.90358,0.264665,3.414051726,0.964077522,-7.934709001,5.949273538
6.87859,10.87754,3108.07,0.74794,0.72417,1.032823784,2.324300799,-8.880529819,5.438115878
15.70215,17.95874,5058.15,0.88938,0.288737,3.080242574,0.969405546,-8.000059658,5.978171735
15.19961,20.33353,4175.58,0.89844,0.346661,2.59169621,0.931432953,-8.078468669,5.90968187
11.6538,13.74171,4386.7,0.83108,0.450384,1.845269814,1.628393844,-8.499703473,5.789351182
12.11266,14.09858,3453.27,0.84384,0.519076,1.6256579,1.288342933,-8.479705407,5.70485671
16.82899,21.22465,5294.42,0.90184,0.255016,3.536405559,1.034593901,-7.931692134,5.984066645
16.00839,19.57353,5516.9,0.88694,0.269722,3.288348744,1.041771354,-8.026013653,5.823049815
26.21171,28.40695,6808.29,0.92882,0.170015,5.463165015,0.726441755,-7.599556146,6.137725301
21.68676,24.19312,6511.88,0.91572,0.201308,4.548850518,0.874139521,-7.753985771,5.964611451
14.8194,18.91409,5075.15,0.87972,0.309055,2.846483636,1.012751465,-8.115751264,5.75626567
18.14368,23.5539,6393.11,0.9193,0.191631,4.79724053,0.840796608,-7.664186989,5.948609742
11.54339,14.09225,2605.5,0.81282,0.696008,1.167831404,1.59492059,-8.713207989,5.689028344
19.31594,24.57614,6847.55,0.93174,0.164195,5.674594232,0.689782145,-7.557844169,6.122127416
11.90918,15.31251,4673.11,0.85338,0.391092,2.182044123,1.417829743,-8.277532088,5.778285709
15.9579,18.21627,4691.52,0.85076,0.401095,2.121093507,1.266252133,-8.376836999,5.768089622
15.74752,18.64427,4824.79,0.8784,0.327935,2.678579597,1.22855384,-8.091608746,5.900982633
10.82558,12.32041,3263.4,0.81292,0.609816,1.33305784,1.581930202,-8.625320962,5.562488776
9.88262,12.71813,4120.35,0.8147,0.467528,1.742569429,1.694084971,-8.502214652,5.643852997
19.07281,21.5006,5496.38,0.88262,0.289422,3.0495954,1.327834969,-8.009486889,5.883453503
19.46707,23.33941,6470.68,0.92284,0.184712,4.99610204,0.741882414,-7.646777664,6.113446096
22.29775,25.57737,6404.31,0.9312,0.168278,5.533700187,0.695590205,-7.573971612,6.088432219
15.36533,18.77424,4703.1,0.88052,0.344668,2.554690311,1.252015095,-8.083344383,5.864450766
17.72717,20.51547,4843.54,0.86356,0.340664,2.53493178,1.569558352,-8.202089326,5.871048805
15.21659,22.62667,5747,0.91198,0.218116,4.181169653,0.879607838,-7.812272384,5.914795206
9.37555,11.21862,4248.09,0.8357,0.504241,1.657342422,1.415827178,-8.514119411,5.743019705
14.89526,18.88612,4693.36,0.89124,0.323058,2.758761585,1.053998366,-8.067541232,5.886894475
9.56567,11.34488,4598.62,0.83516,0.45993,1.815841541,1.534025726,-8.465050035,5.65827204
24.95289,28.72789,5900.06,0.92718,0.177288,5.229795587,0.704607939,-7.5980234,6.098587615
22.25006,24.28585,5927.04,0.91012,0.219279,4.150511449,0.88828951,-7.81011008,6.029389418
10.477,14.02655,4082.42,0.83682,0.475989,1.758065838,1.537193325,-8.447379781,5.70336552
14.73117,18.92469,4096.5,0.85864,0.397681,2.159117484,1.0912572,-8.261351184,5.866373801
9.58973,12.10597,3598.31,0.80888,0.585276,1.382048811,1.650224759,-8.666116746,5.594111176
18.83539,19.99314,4511.88,0.88116,0.320144,2.752386426,1.307162628,-8.067070207,5.936532727
19.48286,23.66615,6798.05,0.92768,0.177785,5.217988019,0.728564532,-7.634532968,6.10638891
15.01747,17.54724,4101.68,0.84342,0.452315,1.864673955,1.286632614,-8.435461058,5.718725924
10.13508,12.64353,2934.28,0.7804,0.626211,1.246225314,2.195969334,-8.856906658,5.335719246
15.02764,17.94872,5465.15,0.88344,0.27862,3.170770225,1.201183663,-8.061782312,5.887511232
16.44586,19.4107,5024.85,0.8808,0.329684,2.671649216,1.254183016,-8.050892598,5.922645569
17.57032,21.69198,5727.26,0.9059,0.230407,3.931738185,0.939895499,-7.877776306,5.92600856
14.6418,20.30595,2800.32,0.85054,0.581489,1.462693189,1.135913364,-8.474502714,5.798727335
14.60355,17.52308,5082.95,0.86924,0.347973,2.498009903,1.063749864,-8.185386526,5.845963342
14.60056,18.80054,2899.46,0.85678,0.562204,1.523966389,1.170949121,-8.407454592,5.749536287
16.96688,20.71961,5661.85,0.90156,0.246834,3.652495199,0.96341522,-7.897170372,5.941073512
22.05778,24.12654,6326.3,0.91756,0.202777,4.524970781,0.841102678,-7.733033169,6.034705277
27.18903,29.15383,7500.81,0.94614,0.123516,7.660060235,0.566203819,-7.306579201,6.222706796
13.60749,17.31227,4190.83,0.82096,0.434748,1.888358313,1.457113966,-8.581718336,5.512239826
12.37343,16.01966,5137.24,0.86764,0.336894,2.575409476,1.249264302,-8.172021552,5.991672831
15.7166,19.51701,5319.73,0.90042,0.26603,3.384655866,1.025475521,-7.918615449,5.958631825
22.05974,25.23584,6117.79,0.92122,0.183744,5.013605886,0.741574529,-7.647888625,6.125858396
28.9615,32.09205,7930.55,0.9367,0.137545,6.810134865,0.604946214,-7.449244817,6.197545263
15.15875,18.23996,2896.96,0.8582,0.578213,1.48422813,1.14528887,-8.431933106,5.836092809
17.69809,20.414,5398.48,0.89362,0.271048,3.296906821,1.038792811,-7.979214806,5.912668307
17.67556,19.75453,5450.26,0.88696,0.27865,3.183061188,1.10254643,-8.011715052,5.833945656
14.51942,19.21666,5396.08,0.87612,0.292616,2.99409465,0.987145763,-8.102141616,5.964519411
26.88763,30.28878,7041.75,0.94366,0.1291,7.309527498,0.598744946,-7.30272782,6.241744592
14.40871,22.53061,5485,0.88728,0.261798,3.389177916,0.960279171,-8.022498168,5.872703048
11.0351,12.87807,4267.43,0.8377,0.48202,1.737894693,1.428722167,-8.4506791,5.618678312
8.77025,16.03404,3887.72,0.82332,0.499641,1.647823137,1.428169219,-8.532549551,5.686268595
16.32783,20.4668,6138.51,0.91758,0.205815,4.458275636,0.82060049,-7.74279615,6.062833803
19.2309,22.50817,4550.9,0.91574,0.269325,3.400129955,0.751143584,-7.849534141,5.985016678
16.69275,20.92248,4892.91,0.89396,0.291205,3.069864872,0.920930586,-8.022596679,5.953698024
15.71712,17.89798,5114.94,0.85624,0.348844,2.454506886,1.285697502,-8.267726325,5.713239531
18.17757,22.00173,5478.35,0.88784,0.277594,3.198340022,1.215814657,-8.016278426,5.936320375
19.04893,22.20656,6008.3,0.92338,0.193054,4.783014079,0.809048749,-7.64618951,6.083625946
17.04416,20.93358,5953.85,0.91046,0.223348,4.076418862,0.838190466,-7.847346357,6.03475497
19.34034,21.12256,6315.47,0.92418,0.185575,4.980088913,0.748593929,-7.641017284,6.109751293
22.0765,24.89079,5647.62,0.92612,0.198475,4.66617962,0.737614987,-7.653784936,6.047369197
14.1969,20.23531,5451.43,0.89306,0.26873,3.323261266,1.136215039,-7.945711544,6.06635514
17.01292,19.01097,5357.46,0.88068,0.308568,2.854087268,1.142613744,-8.157905796,5.886475782
21.87942,25.42328,6611.02,0.93032,0.165587,5.618315447,0.713095482,-7.55835756,6.099705989
14.83872,19.12972,2867.08,0.85656,0.559611,1.530634673,1.180429523,-8.402191302,5.802876477
15.11493,21.50875,5980.85,0.90344,0.228615,3.951796689,0.898850318,-7.89323597,5.906942021
27.16182,30.35527,6682.38,0.94254,0.138397,6.81040774,0.568145025,-7.373053524,6.364803678
15.05237,16.92938,5011.25,0.88698,0.310746,2.854356935,1.07081046,-8.122294453,5.731661516
18.89406,23.1897,5816.78,0.91876,0.213867,4.295940935,0.749869116,-7.762076218,6.075511809
12.67382,16.04533,4484.37,0.86402,0.386207,2.237194044,1.251665069,-8.272794853,5.81046668
18.44369,22.45049,5505.7,0.90126,0.245544,3.67046232,1.077306732,-7.862587123,5.986571255
10.4537,12.28241,3871.26,0.8305,0.560859,1.480764328,1.509010685,-8.513090829,5.666766237
