PLD,LCD,ASA,Porosity,Density,Pore volume,Qst CO2,log_P_0(CO2),log_P(CO2)
10.30368,12.8893,3203.48,0.79664,0.555676,1.433641187,17.88548222,-8.763837447,5.444428801
15.8805,20.54311,5769.84,0.90282,0.24245,3.723736853,7.758388682,-8.385055728,5.469105538
27.85767,31.05142,7631.18,0.95902,0.0949278,10.10262536,4.863031981,-7.808996892,5.642495389
18.57964,24.41757,5713.54,0.91464,0.212599,4.302183924,7.390243921,-8.359409943,5.566359294
12.94714,20.16081,5196.46,0.868,0.324923,2.671402148,14.78723931,-8.596679654,5.358228739
6.26887,12.93319,2808.1,0.7485,0.77013,0.971913833,16.66762831,-8.691301171,5.632336652
15.3114,16.48385,5890.59,0.89174,0.287631,3.100291693,7.196575017,-8.450943091,5.496862314
9.4936,12.98092,4554.41,0.83182,0.458118,1.815733064,11.13317049,-8.721793577,5.44537977
21.50394,24.93692,6649.97,0.93702,0.153236,6.114881621,6.317490879,-8.133070237,5.517607819
10.28659,14.17429,4755.04,0.81978,0.456399,1.79619149,20.27378404,-8.663499698,5.514935952
13.7731,14.95537,3669.95,0.81628,0.501442,1.627865237,14.57488204,-8.761362465,5.443861698
15.30307,20.35644,4155.88,0.855,0.393269,2.174084405,16.69311387,-8.529434841,5.471662295
6.70344,10.81316,2647.97,0.72348,0.794285,0.910856934,30.790732,-8.416815756,5.690216186
23.58981,29.67086,7216.49,0.94038,0.134631,6.984869755,6.103794416,-8.055859832,5.556043243
11.23019,15.12444,4720.42,0.83732,0.415302,2.016171364,20.61489781,-8.591139401,5.508144203
10.75176,14.72388,4299.72,0.8353,0.440077,1.898076927,13.21529537,-8.659828016,5.414325238
13.28603,17.6433,6076.85,0.88778,0.263008,3.375486677,8.255013522,-8.472784812,5.422235538
15.57685,18.46789,2910.05,0.8438,0.496811,1.698432603,20.53863862,-8.868092673,5.371041746
15.39461,20.25817,4181.59,0.87396,0.363861,2.401906222,10.35053519,-8.583667415,5.426636643
16.84024,22.61046,5267.69,0.88388,0.287791,3.071256572,13.44774562,-8.4905418,5.470587698
12.73904,17.03603,5664.68,0.88432,0.298077,2.966750202,8.329959966,-8.487971547,5.476381872
23.25508,25.71565,5829.69,0.92722,0.173339,5.349171277,8.243586066,-8.209645524,5.478419354
13.27454,19.83405,6114.89,0.89996,0.244933,3.674310934,7.765457123,-8.38750794,5.477115437
12.08399,16.13392,5135.97,0.83438,0.396234,2.10577588,16.74615492,-8.50505142,5.505179251
22.12847,25.25849,6093.89,0.92616,0.18312,5.057667104,8.479406839,-8.303269311,5.395679603
5.58194,9.14859,1341.45,0.63886,1.27839,0.499737952,30.5022611,-8.925747362,5.538574934
5.69458,6.8509,2144.57,0.6707,0.94266,0.711497252,15.03788435,-8.517224648,5.820486339
14.11828,20.1712,4871.92,0.86586,0.337447,2.565914055,10.05999295,-8.600105051,5.331296019
9.45636,14.97405,4654.9,0.82982,0.444376,1.867382577,10.39802018,-8.721358066,5.389185055
10.67916,18.5381,4961.93,0.87142,0.336156,2.592308333,10.01696224,-8.52038832,5.421313709
27.47087,30.11576,6808.88,0.95474,0.109821,8.693601406,5.119065529,-7.897297622,5.657559868
22.63466,26.62917,5932.13,0.93432,0.157807,5.920649908,7.683354153,-8.153918716,5.459047012
32.54485,39.5419,6091.43,0.95126,0.120502,7.894142836,7.800793855,-7.935560732,5.660122154
32.33412,42.39807,6642.79,0.96144,0.0861575,11.15909816,5.983376659,-7.618539481,5.679472633
12.95461,18.00439,5767.78,0.89056,0.281792,3.160345219,7.237644881,-8.510064867,5.498059286
4.27244,7.70824,1243.57,0.59872,1.01504,0.589848676,21.32974781,-9.102423629,5.2359177
6.07597,13.25241,1038.46,0.66214,1.34555,0.492096169,30.95460543,-8.895274499,5.481263467
17.44669,21.87127,4884.32,0.8903,0.283382,3.141695662,10.9998389,-8.471123775,5.468285319
19.76068,24.29682,5889.35,0.9107,0.210451,4.327373118,9.2205634,-8.322480753,5.443665418
6.04516,6.64175,1053.53,0.5585,1.27895,0.436686344,17.12632986,-8.345354786,5.913615936
21.10107,24.63154,6230.05,0.9291,0.172631,5.381999757,8.283588626,-8.216352404,5.42614688
8.35212,10.4637,3648.07,0.80712,0.587383,1.374094926,13.14757312,-8.724019347,5.490268463
21.99523,26.39127,6622.73,0.94158,0.140469,6.70311599,6.6828951,-8.065088143,5.501643512
20.65662,25.41893,5039.8,0.91582,0.189176,4.841100351,9.968653269,-8.191743175,5.535660073
8.19707,11.43972,3115.38,0.7495,0.663706,1.129265066,40.71753406,-8.910024509,5.677357279
22.61031,29.81956,5783.69,0.94302,0.1398,6.745493562,7.031045322,-8.028923062,5.615974432
10.4201,15.88448,4687.41,0.83038,0.437342,1.898697129,10.72965168,-8.734591917,5.463712131
6.55845,9.40116,2315.56,0.6748,0.796306,0.847412929,18.90937656,-8.929833163,5.462155087
8.55445,11.86791,3056.16,0.76186,0.673005,1.132027251,20.39017345,-8.640174722,5.623397297
5.15444,10.41287,2666.57,0.72064,0.819434,0.879436294,44.80309284,-8.11040913,5.719020109
21.13778,23.01538,2568.2,0.86348,0.379867,2.273111378,18.01513889,-8.603000457,5.426132536
15.47827,20.89773,5086.6,0.8724,0.302191,2.886915891,11.14688615,-8.49012129,5.510817873
12.81868,16.19216,5573.34,0.8611,0.326249,2.639395063,16.24741874,-8.543920516,5.412729415
12.87304,17.93529,5823.24,0.89428,0.275228,3.249233363,7.523731393,-8.453139923,5.495345343
22.2954,23.52099,2619.08,0.87474,0.359756,2.431481337,16.92694996,-8.47985646,5.50189769
23.55495,26.4269,5717.74,0.92856,0.177399,5.234302335,8.713586488,-8.178231514,5.485211078
14.54981,20.04507,4227.85,0.86454,0.363534,2.37815445,10.64423202,-8.615661628,5.403485217
28.46411,39.78072,6812.47,0.95438,0.102342,9.325399152,6.11405091,-7.806122595,5.641334788
27.19689,29.1642,6966.92,0.95272,0.113387,8.40237417,5.165348244,-7.950759942,5.566103947
17.33446,17.54985,2218.93,0.73994,0.720049,1.027624509,22.32274901,-8.868819457,5.394371812
24.16274,29.22072,5914.5,0.94346,0.138513,6.811346227,7.450211085,-7.995538247,5.591760172
15.95482,20.7617,4047.8,0.86374,0.396264,2.179708477,12.68406669,-8.57266345,5.448987787
6.39154,12.5546,3516.46,0.7797,0.628631,1.24031427,11.53193519,-8.775880086,5.493169321
6.46299,10.47228,2857.53,0.73346,0.764422,0.959496195,24.13217467,-8.561377577,5.749927908
20.97363,22.1093,2213.5,0.85476,0.43755,1.953513884,21.00617639,-8.64385869,5.468577952
25.41532,28.30539,7294.11,0.9489,0.119625,7.932288401,5.3891427,-7.951444444,5.536239077
21.94878,26.92271,5530.74,0.92644,0.188022,4.927295742,8.362785294,-8.216430591,5.497033784
14.2808,21.53963,5583.47,0.879,0.289059,3.040901684,16.89225683,-8.499833605,5.505576431
8.66016,10.49665,4742.04,0.83624,0.448638,1.863952675,8.324524749,-8.609295579,5.491732638
24.84915,28.22171,5273.27,0.93652,0.169216,5.534464826,7.333807684,-8.138422289,5.529681734
13.12597,22.2703,5763.75,0.90114,0.246825,3.65092677,8.330554339,-8.466439574,5.432220812
13.27886,14.77024,4569.77,0.84824,0.397494,2.133969318,9.943514507,-8.676287595,5.455794167
24.15697,26.1697,6265.47,0.9379,0.149689,6.265657463,7.1841768,-8.115822331,5.513988763
17.01823,21.30993,4839.97,0.88178,0.270636,3.258177035,10.6931258,-8.374531172,5.496805171
19.84194,24.55556,3792.77,0.8717,0.333016,2.617591948,18.27960067,-8.410976891,5.535171832
54.23558,56.61026,5633.41,0.96494,0.0790323,12.20943842,6.924564352,-7.309502803,5.996083105
10.34727,15.7065,4390.76,0.84126,0.461253,1.823858056,8.698408109,-8.789659784,5.272433135
15.78271,22.264,6738.24,0.90782,0.214331,4.23559821,7.241907798,-8.379301375,5.452342808
10.41133,18.30139,5273.87,0.87498,0.352402,2.482903048,7.440009088,-8.646422644,5.341444996
24.1015,26.188,5720.36,0.93582,0.165847,5.642670654,7.387651155,-8.165886302,5.632084349
20.61669,29.78936,7189.98,0.9364,0.143556,6.522890022,6.272965083,-8.117972929,5.467467134
3.85731,7.32616,1194.09,0.59822,1.11775,0.535200179,40.46979576,-8.661246233,4.984761692
10.76806,14.36481,3217.98,0.77954,0.563955,1.382273408,13.94049753,-8.726991232,5.485037712
11.34603,14.79124,4543.31,0.83684,0.445213,1.879639633,9.672508967,-8.703767215,5.393014278
10.97315,12.55613,5541.17,0.83672,0.383947,2.179259116,11.61265298,-8.559014972,5.540755091
15.52745,22.15876,5280.82,0.88408,0.280256,3.154544417,9.951363386,-8.485225175,5.30171354
6.97835,11.87518,2441.02,0.73906,0.772762,0.956387607,12.59393243,-9.012111373,5.352566662
12.41914,18.58992,5571.14,0.88734,0.295075,3.007167669,7.706359697,-8.524578439,5.386140371
19.324,24.61697,5732.96,0.9209,0.205776,4.475254646,11.08364649,-8.28710079,5.450731941
22.38431,26.9294,5447.2,0.91938,0.214518,4.285794199,8.442551333,-8.310813228,5.495458829
22.86513,25.74141,5320.32,0.92604,0.207625,4.460156532,7.828228694,-8.360653222,5.470248482
15.20557,19.42498,6043.06,0.89966,0.239374,3.758386458,13.34007463,-8.447402204,5.421342598
17.38692,24.36269,5518.29,0.90244,0.234386,3.850229963,9.001242739,-8.420807414,5.474241385
14.18524,22.62039,5785.2,0.90836,0.2241,4.053369032,15.04043417,-8.411533173,5.424936773
15.38393,19.03992,2864.82,0.83002,0.505185,1.643002069,25.82302967,-8.636417387,5.555943109
9.24256,14.0309,4923.12,0.8249,0.419571,1.966055805,13.05490691,-8.461192651,5.609877298
14.80048,22.09373,5073.88,0.8738,0.306306,2.852702853,14.63371408,-8.432658784,5.499556469
28.98757,30.18897,5026.88,0.93654,0.179224,5.225527831,6.05341899,-8.009294831,5.561158302
15.45021,19.65931,4323.43,0.85206,0.383604,2.221196859,15.57382199,-8.569899034,5.489308092
13.72997,16.56134,2610.72,0.74912,0.562638,1.331442242,18.36567904,-8.853772364,5.301922373
7.00267,10.18703,2422.6,0.69118,0.785904,0.879471284,18.07870254,-8.969418397,5.394395859
15.02847,20.59137,5013.02,0.87858,0.305863,2.872462508,9.932543396,-8.573399314,5.374861552
5.65865,8.0326,1415.83,0.60286,0.968988,0.622154248,23.36627216,-9.068138663,5.228478875
12.95968,21.65502,5690.72,0.89322,0.26844,3.327447474,8.576544406,-8.514555152,5.423953471
22.98632,30.66841,6077.22,0.92996,0.175038,5.312903484,7.087079253,-8.162697473,5.535326942
29.54921,30.98046,4804.9,0.9286,0.17226,5.390688494,8.725063465,-8.055031229,5.515896351
11.65692,16.45079,4283.63,0.84704,0.438059,1.933620814,8.183417768,-8.722317628,5.381069969
11.01238,15.02056,3799.69,0.82074,0.515232,1.592952301,14.76886968,-8.776573272,5.471684801
21.917,25.70381,6055.38,0.92986,0.16151,5.75729057,8.803343892,-8.173962549,5.489299536
5.78131,9.89708,1729.9,0.68606,1.10173,0.622711554,38.31497015,-9.030589426,5.384750235
20.76154,23.12371,6087.96,0.92502,0.188481,4.907762586,8.277978234,-8.284664594,5.485304051
14.41927,21.42576,5740.44,0.89522,0.268241,3.33737199,11.60103448,-8.460349751,5.517828275
14.90933,19.96718,4363.16,0.87228,0.316465,2.756323764,10.83147873,-8.503625761,5.506665404
34.15598,37.83342,6697,0.9618,0.0891688,10.78628399,5.643587822,-7.690250516,5.653959959
14.7132,20.99212,4934.14,0.88092,0.303684,2.900778441,10.5863133,-8.507833828,5.425116092
12.47915,16.64889,5686.94,0.88978,0.297809,2.987753896,7.074859066,-8.528468845,5.402598909
9.02049,15.88836,3784.62,0.81152,0.496166,1.63558164,33.47673112,-8.684341675,5.574513968
14.67428,21.58176,5916.62,0.90532,0.24008,3.770909697,7.589115498,-8.423872547,5.363124726
14.85776,20.98686,5107.42,0.86554,0.326388,2.651874456,17.7711637,-8.520918897,5.484388396
23.77009,32.44375,6720.77,0.93736,0.140293,6.681445261,7.265050856,-8.094664254,5.528456985
11.94867,19.57258,5117.17,0.87416,0.321878,2.715811581,9.946681716,-8.52058175,5.444994142
18.70758,20.80531,2986.69,0.85858,0.437912,1.960622225,17.18582113,-8.582532958,5.392895821
10.69287,14.27343,4477.19,0.82866,0.470508,1.761202785,13.34045072,-8.713510283,5.419018764
19.95164,24.04688,4974.67,0.90662,0.215242,4.212096152,9.959045264,-8.307222544,5.503962688
28.6014,30.29074,4735.31,0.88492,0.279705,3.16376182,15.86505853,-8.361063575,5.552733643
11.09504,16.29202,4933.62,0.84658,0.411163,2.058988771,9.329959249,-8.66859244,5.42834549
17.20047,22.76371,6080.07,0.90796,0.207663,4.372276236,8.929398939,-8.361901993,5.416764961
24.9577,29.71426,5958.66,0.9365,0.152496,6.141144686,10.38480791,-8.103478194,5.559453422
18.05942,25.07794,5557.04,0.90716,0.221178,4.101492915,10.11613718,-8.320619691,5.52160896
5.87108,11.56426,2647.71,0.72312,0.769201,0.940092382,13.10473078,-8.837056964,5.502469216
11.91894,20.3789,3686.78,0.8571,0.457917,1.871736581,18.26663665,-8.809715606,5.284460132
15.08355,29.90743,5381.39,0.8929,0.25611,3.486392566,13.30433378,-8.499673834,5.431785286
23.08758,25.15408,5684.12,0.92732,0.192757,4.810823991,7.690020855,-8.269174127,5.394531039
10.48944,13.90094,4365.99,0.8378,0.432107,1.938871622,10.63241147,-8.694461902,5.413936273
32.8031,39.39541,5444.46,0.944,0.141121,6.689295002,8.296816519,-7.99866917,5.639934829
23.02797,24.25508,5154.31,0.89092,0.298771,2.981949386,13.17798576,-8.52656492,5.409305376
19.97286,22.25948,3390.69,0.86,0.369204,2.329335543,35.26035241,-8.44043709,5.477495196
11.19409,15.52102,4658.93,0.84018,0.437002,1.922599897,9.556167087,-8.698887625,5.400978945
6.37408,10.27259,2884.65,0.74632,0.80901,0.922510229,18.86412036,-8.66871353,5.665608986
15.00762,22.08694,6121.51,0.89812,0.241876,3.713142271,8.304734547,-8.398440837,5.467405895
10.85178,15.10746,4307.25,0.80666,0.465232,1.733887609,20.07948405,-8.674075034,5.440081918
24.05584,25.92878,6222.99,0.93832,0.149921,6.258762948,8.017737479,-8.106277489,5.469770311
9.6943,13.35248,3954.58,0.79604,0.51688,1.540086674,12.40514934,-8.68179737,5.542734666
14.31499,20.1361,5103.34,0.86502,0.32528,2.659308903,12.0678891,-8.505978865,5.443114754
6.42145,10.71563,2627.79,0.72562,0.80073,0.906198094,18.17051374,-8.77882999,5.522362544
14.6129,20.90909,4605.37,0.86868,0.335103,2.592277598,16.5632769,-8.54923046,5.410940058
8.73705,10.26494,2008.97,0.70862,0.938597,0.754977909,14.60722848,-8.826762729,5.64685904
22.82791,25.64485,5842.34,0.9257,0.189813,4.876905165,11.98184398,-8.310104219,5.468288834
9.01282,19.8429,2592.43,0.81754,0.70054,1.167014018,11.04518146,-8.940479535,5.361483873
15.1979,22.00434,6973.37,0.92026,0.180744,5.091510645,6.729610378,-8.240684892,5.433807878
9.59199,14.01616,3925.77,0.8013,0.481856,1.662944946,22.05986162,-8.657939477,5.464407661
25.01205,34.44594,7159.13,0.94456,0.12577,7.510217063,6.444613133,-8.025804175,5.560693424
14.13376,27.66171,4769.85,0.89092,0.299726,2.972448169,12.89363537,-8.578588871,5.347450408
4.59725,6.75731,558.082,0.59312,1.08262,0.547856127,20.64923399,-8.902364869,5.380336988
23.82659,27.03647,6257.65,0.93276,0.158169,5.8972365,7.820247359,-8.149259844,5.47952744
21.79906,25.20166,5602.63,0.91952,0.188679,4.873462336,9.464045135,-8.249863998,5.436230712
7.96103,12.7883,2813.43,0.7531,0.686385,1.097197637,14.51414796,-8.877519918,5.383013076
12.22266,21.99114,5747.4,0.89374,0.272969,3.274144683,8.290398159,-8.479864975,5.37240397
28.16229,32.11069,7578.29,0.95836,0.0938528,10.21130963,4.868966261,-7.784376857,5.61270635
13.35258,20.32132,5274.72,0.88334,0.282857,3.122920769,11.43447097,-8.421716574,5.463277269
11.35325,14.39586,4220.53,0.81434,0.45933,1.772886596,17.98296573,-8.59559862,5.510738344
15.7461,20.71777,5851.29,0.911,0.207391,4.39266892,10.98660437,-8.315455503,5.505906865
21.44486,23.95238,5894.2,0.92432,0.176486,5.237355938,8.428969892,-8.214186987,5.486311387
10.65694,19.25323,5428.22,0.87558,0.329501,2.657290873,9.219370178,-8.650089852,5.337677666
13.3099,28.25695,5094.61,0.87288,0.306649,2.84651181,14.7001729,-8.588772197,5.411405267
11.83677,16.107,4275.29,0.85078,0.435602,1.953113163,7.845476308,-8.757026624,5.388388144
24.1939,27.99506,7180.52,0.94652,0.126087,7.50688017,5.745366792,-8.043323786,5.556018134
8.56715,11.09363,5208.81,0.82418,0.444817,1.852851847,10.96409406,-8.52978024,5.52891356
12.78201,15.99249,3619.04,0.81084,0.444019,1.826138071,14.17703635,-8.746782362,5.35317796
10.50774,14.52619,5562.18,0.87186,0.31793,2.742301765,8.708085993,-8.541071221,5.447562707
6.28426,10.25044,1856.95,0.70382,1.08357,0.649538101,28.95083445,-8.855636965,5.488568386
13.68547,24.27351,5430.29,0.89952,0.251494,3.576705607,8.63529469,-8.407090866,5.432198186
9.28759,21.06987,3720.35,0.83492,0.47671,1.751421199,10.086185,-8.755647446,5.367302857
20.63863,25.27871,6140.89,0.93598,0.151117,6.19374392,7.3929272,-8.133546725,5.54736331
26.16368,31.81587,7009.05,0.9503,0.116036,8.189699748,5.562425274,-7.956164072,5.558238698
12.88666,21.75453,5389.68,0.8804,0.291656,3.018624681,14.85481421,-8.508567998,5.423577293
35.86608,41.20987,6636.47,0.96692,0.0768963,12.57433713,5.722819629,-7.566012321,5.811901036
19.0108,22.98624,5813.05,0.92348,0.186199,4.959639955,8.31477591,-8.238240561,5.458814748
24.95244,30.8096,7195.88,0.95086,0.117705,8.078331422,5.958616043,-7.94073589,5.554204924
8.8384,12.43174,4087.45,0.79758,0.494749,1.612090171,20.60249984,-8.616187957,5.50133125
6.72168,11.38611,3450.42,0.77836,0.660094,1.179165392,10.94783243,-8.829196697,5.466543683
8.19028,12.41037,2428.69,0.7596,0.816296,0.930544802,15.20705446,-8.931986095,5.398113908
15.2285,21.39243,6067.63,0.91,0.211518,4.302234325,11.72737728,-8.393136834,5.454327404
11.6034,14.63826,4336.12,0.81404,0.450078,1.808664276,18.55071619,-8.661805653,5.489423507
7.87913,10.59349,3434.59,0.76184,0.650248,1.171614522,15.9724151,-8.70884886,5.537745433
17.09209,19.98427,5518.65,0.88944,0.27491,3.235386126,10.7824714,-8.496314964,5.366096437
25.95833,29.25012,7154.44,0.94998,0.118096,8.044133586,5.865660789,-7.958621798,5.518658792
16.27987,21.15162,4382.77,0.87478,0.316983,2.759706356,15.51358583,-8.441224555,5.444541988
28.33305,38.91508,5969.88,0.94462,0.13216,7.147548426,7.789716662,-7.937082329,5.566943689
21.46897,25.05537,5988.76,0.91882,0.188984,4.86189307,8.795041001,-8.310155669,5.406021638
10.39133,13.15968,5094.46,0.81674,0.420407,1.942736443,12.87845216,-8.594831368,5.467326153
20.34721,23.08995,6270.65,0.92054,0.191574,4.805140572,7.681548712,-8.322775671,5.373518114
32.51619,34.06113,5518.05,0.91702,0.206112,4.449134451,12.561904,-8.290568903,5.477762106
11.47188,14.60078,5673.49,0.85808,0.335521,2.55745542,13.66486712,-8.552758515,5.408420513
12.15221,18.56256,5553.15,0.8773,0.30056,2.918884748,12.65910787,-8.53465631,5.397929709
10.54855,17.41497,2166.64,0.77342,0.653253,1.1839517,24.21515041,-8.837272548,5.28732944
27.60434,31.11021,7020.31,0.95492,0.107238,8.904679311,5.374550187,-7.880635531,5.641878898
8.72055,10.7591,3197.74,0.75652,0.707098,1.069894131,13.5879312,-8.731491226,5.57966526
15.04085,25.95811,5588.9,0.91052,0.223697,4.070327273,8.388410513,-8.347518548,5.504412367
15.42651,20.67704,5315.71,0.89374,0.266509,3.353507761,13.91004524,-8.384109669,5.396097552
11.14094,13.98998,3514.12,0.80206,0.50884,1.576251867,14.39265181,-8.82116481,5.35950868
4.5079,6.77787,1145.41,0.59008,1.09809,0.537369432,24.09216417,-8.643186312,5.616449698
8.27915,14.02453,3688.95,0.76858,0.557152,1.379479926,25.21889175,-8.562572469,5.565611882
22.7212,24.05549,2054.69,0.86582,0.44617,1.940560773,16.09759443,-8.595466856,5.469142913
6.72782,13.28108,3435.91,0.7845,0.644578,1.217075358,10.70961663,-8.833932006,5.397205742
25.29258,28.49752,6777.17,0.94914,0.121941,7.783600266,7.010573607,-7.987355282,5.628808873
12.95779,15.27602,5487.8,0.86218,0.323445,2.665615483,10.44840291,-8.647588033,5.37796479
15.43959,16.90804,2288.59,0.76132,0.686989,1.108198239,23.61252931,-8.865792596,5.376013239
24.13222,30.45445,7144.26,0.94182,0.135891,6.930701812,6.537843534,-8.082060512,5.496733456
9.55931,19.2248,2365.18,0.77274,0.63151,1.223638581,25.06650595,-9.042467962,5.183655136
34.06183,36.9871,5841.1,0.93474,0.161221,5.797879929,7.797570914,-8.098388364,5.599978407
8.39309,11.34269,4367.27,0.80446,0.48182,1.669627662,11.43419048,-8.647554686,5.503848319
17.31972,22.142,4999.23,0.87986,0.307369,2.862552827,10.35701509,-8.449352566,5.462613342
11.18117,13.87155,4302.84,0.80268,0.470582,1.705717601,19.79803213,-8.669612272,5.455778434
10.52591,15.36127,5266.46,0.84374,0.376865,2.238838841,10.72224336,-8.527912435,5.496755538
14.60092,17.01314,6409.1,0.87892,0.28178,3.119170984,10.12734436,-8.418451922,5.544649178
12.6775,22.36456,5237.43,0.89156,0.275911,3.231331843,9.221086048,-8.497762144,5.386699677
12.17302,16.62079,5937.69,0.884,0.285701,3.094143878,14.56889812,-8.489434997,5.391424239
5.25359,7.80829,1659.61,0.6326,0.952019,0.664482537,18.04443339,-8.668116266,5.59974155
23.22865,25.30381,7013.35,0.93838,0.145792,6.436429982,5.721865977,-8.122227702,5.436656976
11.50894,13.72725,3903.38,0.80942,0.495693,1.632905851,19.28534929,-8.663232741,5.477169233
11.0582,18.91949,4991.87,0.85968,0.352753,2.437059359,10.68733359,-8.590267305,5.388441774
5.83827,12.79598,986.617,0.6502,1.37858,0.471644736,25.72796987,-8.871199647,5.516653579
14.93453,20.45883,4943.01,0.89462,0.29782,3.00389497,8.408568694,-8.525233751,5.433188475
14.25183,17.18833,5313.44,0.88208,0.313866,2.810371305,8.29707339,-8.52914974,5.473196397
38.76444,45.1332,5958.79,0.95058,0.114814,8.279303918,8.115253795,-7.831901216,5.650038106
11.43201,15.17775,4286.31,0.8367,0.442528,1.890727818,11.35850502,-8.691050503,5.452259704
14.86093,19.81698,4157.79,0.87194,0.370863,2.351110788,10.17800545,-8.60331855,5.421270704
22.62572,23.18238,5841.63,0.89076,0.267199,3.333695111,9.077218635,-8.529306222,5.369377023
10.79063,14.45428,4556.74,0.83766,0.425384,1.969185489,10.35720126,-8.683404376,5.417522767
11.56226,18.39865,5105.78,0.87016,0.356772,2.438980637,7.81524206,-8.621061787,5.397028629
18.44098,24.73501,6084.64,0.9257,0.193299,4.7889539,8.254972108,-8.267984433,5.395494371
9.38498,15.80212,4839.99,0.82472,0.407573,2.02349027,17.04308739,-8.634686946,5.359871053
21.1812,24.78501,5820.84,0.91656,0.204689,4.477817567,8.292277165,-8.302086762,5.40832682
6.62989,12.5115,2879.37,0.77,0.766883,1.004064505,11.49823571,-8.893029187,5.448837629
21.6597,25.17287,5352.2,0.90256,0.217511,4.14949129,11.26872203,-8.407414238,5.441464357
19.73273,23.58826,4882.8,0.91024,0.240851,3.779266019,9.76342429,-8.359634186,5.459007854
16.04734,21.6908,6050.4,0.89928,0.244052,3.684788488,8.638621669,-8.399700279,5.504199553
11.76878,15.17902,4884.75,0.85414,0.373104,2.289281273,11.75410122,-8.558229422,5.515749519
29.332,38.26726,7258.75,0.96102,0.0902393,10.64968367,4.920933752,-7.756579351,5.644135055
11.54862,14.57939,3750.09,0.79532,0.505974,1.571859424,13.38444752,-8.704531653,5.470927544
6.32288,11.35835,2805.32,0.73744,0.766589,0.961975713,14.11289913,-8.897222245,5.474633109
15.11213,22.10804,4788.78,0.88324,0.288627,3.060143368,17.82045905,-8.434975107,5.535121407
25.19151,27.32213,6060.37,0.9354,0.148022,6.31933091,8.304284938,-8.072805394,5.500332992
20.532,22.50465,5340.92,0.92502,0.214221,4.318064055,7.42892814,-8.29796501,5.472423452
8.60674,10.35283,2069.44,0.71918,0.958927,0.749984097,14.91996422,-8.898549563,5.527138971
8.75752,11.66472,4531.5,0.79886,0.485062,1.646923486,14.24893739,-8.45727422,5.65814923
24.94932,34.43649,7116.67,0.9424,0.127477,7.392706135,6.52778559,-8.051212506,5.501291668
24.68367,29.73588,6209.91,0.948,0.121527,7.800735639,7.894019447,-7.920890662,5.612317471
25.60881,29.05739,6833.06,0.94738,0.124112,7.633266727,6.421319639,-7.91557484,5.640763947
13.64821,16.87128,4289.02,0.85952,0.390596,2.200534568,15.03676143,-8.587598943,5.467744089
24.44635,32.29241,6760.32,0.94204,0.127845,7.368610427,6.972222568,-7.999792703,5.529801731
6.79788,10.21289,2425.84,0.6858,0.781596,0.877435401,18.50681097,-8.940946713,5.391392715
6.03247,12.02271,2375.88,0.71746,0.858482,0.835730976,17.89322583,-8.671291108,5.648532345
9.03807,15.99443,3869.97,0.82904,0.497369,1.66685097,33.6223221,-8.593960455,5.564096596
24.60183,28.99843,6788.29,0.951,0.119957,7.92784081,4.946114443,-7.969572005,5.622463794
17.21973,23.5683,5508.72,0.90852,0.224893,4.03978781,13.91074724,-8.355695943,5.468266595
14.74165,21.54219,6331.96,0.90584,0.21183,4.276259265,11.65370949,-8.399832189,5.36480878
11.53473,15.54171,4282.64,0.81704,0.448356,1.822301921,18.67380294,-8.609493334,5.542337326
24.95961,27.84903,7279.33,0.94832,0.119274,7.950768818,5.329195719,-8.001615674,5.528272296
9.28158,14.22708,4383.22,0.83638,0.464043,1.802376073,15.12234527,-8.736987475,5.422390738
23.65374,25.83706,6521.92,0.94276,0.139372,6.76434291,6.523608899,-8.050263804,5.577431056
21.82392,23.11854,2234.54,0.86586,0.389765,2.221492438,27.39945174,-8.367340005,5.527213999
26.13493,29.57368,6978.38,0.95332,0.112971,8.438625842,5.234520032,-7.911786601,5.628870666
11.24109,14.70539,4386.82,0.8391,0.44486,1.886211392,17.8036177,-8.689285144,5.448919067
15.6678,20.1039,5063.62,0.88802,0.294157,3.018864076,9.475964147,-8.489231792,5.447097278
6.82518,11.04665,1726.73,0.68544,1.01885,0.672758502,19.63615092,-9.025904913,5.453370896
10.65223,14.52794,4580.21,0.8334,0.460763,1.808738983,10.78562697,-8.73006979,5.440721062
5.24059,10.16182,1358.2,0.63136,1.14749,0.550209588,18.16762956,-9.106080002,5.38849423
20.80117,26.51938,6245.81,0.93012,0.165892,5.606780315,8.584790462,-8.199121739,5.519747336
25.09775,25.29915,5390.82,0.88894,0.266949,3.329999363,13.74542263,-8.534021526,5.44254554
7.60832,9.65517,4798.03,0.79088,0.494897,1.598069901,13.11744576,-8.650343519,5.483689168
9.62207,14.7311,4417.44,0.82162,0.472358,1.739401048,15.28447937,-8.676469178,5.459342545
10.06618,14.45959,3939.45,0.80034,0.526394,1.520420066,29.50725849,-8.587064066,5.592558957
11.47318,13.5486,3445.55,0.80118,0.544857,1.470440868,22.90008194,-8.630527706,5.507168501
31.50534,34.11249,6650.2,0.96018,0.0954246,10.06218522,5.577382017,-7.745918275,5.639758436
23.22368,30.88145,7120,0.93812,0.135696,6.913394647,6.404962759,-8.11186511,5.501658394
11.79973,13.97662,2860.56,0.75546,0.670724,1.126335124,16.98849119,-8.870938306,5.335838848
12.53132,20.07816,6230.17,0.8993,0.256861,3.501115389,7.352183071,-8.48336676,5.417412919
