PLD,LCD,ASA,Porosity,Density,Pore volume,Qst CO2,log_P_0(CO2),log_P(CO2)
18.40497,23.52802,6619.45,0.93016,0.161065,5.775059758,6.993586383,-8.175076669,5.480600756
11.80693,13.62721,4388.25,0.8407,0.428606,1.961475108,11.48371376,-8.740938894,5.345885669
11.31593,13.19421,4711.09,0.85994,0.404469,2.12609619,9.463906289,-8.569208935,5.478698433
14.69776,17.79846,5502.82,0.88788,0.28646,3.09949033,9.621746786,-8.489957465,5.441812951
22.06701,25.02145,6357.8,0.9265,0.174749,5.30189014,9.886321516,-8.255611357,5.487625353
22.971,25.33161,6632.27,0.92984,0.163749,5.678446891,7.914103567,-8.192092888,5.473516088
16.57012,20.81989,5784.94,0.90114,0.245457,3.671274398,10.07029322,-8.490883377,5.394338521
17.51054,19.60501,5293.75,0.8864,0.287671,3.081297732,13.9163451,-8.358605925,5.547764107
11.02548,14.21527,2712.55,0.81794,0.684096,1.195650903,13.20758744,-8.888321153,5.367643458
10.79809,13.76905,4775.5,0.8272,0.412677,2.004473232,15.58029608,-8.574613768,5.510030115
11.46736,14.93017,4571.74,0.85126,0.392297,2.169937573,13.3842779,-8.684390753,5.369932067
10.24913,14.1211,3868.22,0.82268,0.494133,1.664895888,17.78641821,-8.470515284,5.678678983
17.44172,20.72288,5023.97,0.89018,0.295277,3.014728543,9.961959049,-8.381403576,5.507226714
19.0468,22.61666,6378.2,0.91318,0.213598,4.275227296,7.98549992,-8.294304316,5.432822926
11.3192,13.97255,3407.33,0.8287,0.557361,1.486828106,21.3927961,-8.55652103,5.618763019
16.99958,21.83111,5795.55,0.91824,0.215546,4.260065137,8.958799751,-8.329917996,5.466556431
13.79658,17.4385,5167.58,0.8762,0.321562,2.724824451,10.99235911,-8.500717459,5.487107607
13.80964,16.54363,3928.26,0.87524,0.402038,2.177008144,10.58366642,-8.668914384,5.418095652
11.29157,15.03099,4754.51,0.8563,0.376065,2.276999987,10.82530904,-8.633986965,5.445278718
12.85273,16.87192,4582.16,0.84062,0.388396,2.164337429,12.48387503,-8.746920743,5.330079382
11.16593,14.88153,2949.72,0.84164,0.585082,1.438499219,13.49048373,-8.838406325,5.345174405
14.83145,19.44515,5647.62,0.89868,0.255329,3.519694198,9.092679029,-8.435816424,5.393614669
22.00272,24.18512,5956.84,0.92148,0.195236,4.719826262,15.15222063,-8.26925785,5.485053011
14.88135,19.60383,3789.95,0.87314,0.407035,2.145122655,12.00533258,-8.746335507,5.325438251
17.1035,21.72415,5825.13,0.9124,0.215436,4.235132476,8.785796453,-8.433927956,5.434319433
16.38922,20.51732,4755.09,0.88556,0.313213,2.827341138,17.21896064,-8.556423572,5.385766552
14.54561,20.08452,2829.25,0.85968,0.559587,1.536275861,19.06926476,-8.902070725,5.278128093
11.0696,13.11081,3384.02,0.81088,0.550351,1.473386984,15.81068665,-8.838840936,5.364887929
18.03744,22.42472,6155.97,0.9158,0.203529,4.499604479,8.252467644,-8.323357499,5.439982522
5.46321,10.30844,2608.24,0.70402,0.799276,0.880822144,23.02660161,-8.82884173,5.53286692
10.24524,14.09249,4214.94,0.82686,0.463479,1.78402905,12.63505342,-8.705941712,5.481282865
14.60722,17.6609,4553.92,0.86694,0.373965,2.318238338,11.68158144,-8.525425391,5.521588334
16.76192,19.06735,6129.87,0.92146,0.208497,4.419536013,6.527085491,-8.341150637,5.477676823
18.01803,22.77948,6090.91,0.92086,0.193332,4.763101814,8.157945181,-8.324122166,5.376492852
12.38143,15.44555,4902.11,0.86536,0.34311,2.522106613,9.869512919,-8.560604245,5.43484943
12.59928,20.33137,5681.69,0.88782,0.266295,3.333971723,14.79520315,-8.48932082,5.433847891
23.73521,25.93121,6952.49,0.93716,0.145253,6.451914935,6.638293397,-8.144283153,5.51264226
16.67665,19.29625,3917.75,0.88842,0.388047,2.289464936,10.95105059,-8.674589154,5.413316979
21.8887,26.1238,6763.52,0.9312,0.160347,5.80740519,7.377669007,-8.175257296,5.494996363
15.93548,19.26145,3674.09,0.8757,0.422258,2.073850584,16.75461879,-8.680450247,5.380763252
26.63312,30.31024,6915.31,0.9429,0.132604,7.110645229,6.858556545,-8.042572333,5.553655429
25.16456,28.90092,6972.5,0.94192,0.130514,7.21700354,6.888126686,-8.069433177,5.532662921
22.23952,25.96923,6794.93,0.92976,0.166784,5.574635457,7.385079363,-8.203305204,5.445193673
21.81482,26.34256,6788.01,0.9337,0.153702,6.074742033,7.198736635,-8.186182423,5.487245291
26.46414,28.12754,6543.39,0.92956,0.175945,5.283241922,7.545111963,-8.199478735,5.474861109
16.55,20.20363,5092.64,0.89154,0.280493,3.178475042,13.8569175,-8.550440127,5.405543477
21.07582,24.11694,6545.88,0.91152,0.214622,4.247094892,8.025819537,-8.345229295,5.46463263
14.82292,19.66452,4644.48,0.88396,0.318813,2.772659835,27.38790276,-8.360843822,5.50599416
11.96124,21.71035,5228.82,0.87724,0.307428,2.85348114,14.67727295,-8.582467628,5.376427324
17.84292,22.33813,5709.82,0.90606,0.227152,3.988782841,9.578720777,-8.335137565,5.529930741
21.87479,24.10252,6534.21,0.91416,0.200984,4.548421765,8.457362589,-8.319044753,5.457841302
16.56145,20.69287,4874.19,0.89384,0.299424,2.985198247,16.76060454,-8.434373095,5.458472037
15.63931,18.12851,3887,0.82858,0.439672,1.884541203,14.48624419,-8.699367641,5.396774897
19.29771,23.67986,6373.23,0.92722,0.180829,5.127606744,9.815082491,-8.187216467,5.510239196
15.60451,22.64579,4301.44,0.90838,0.294178,3.087858371,9.735953142,-8.553205662,5.412113407
13.0529,15.53462,5245.85,0.86766,0.31919,2.718318243,11.16736074,-8.53665445,5.417098998
14.83356,18.34722,4001.12,0.88964,0.366961,2.424344821,10.59863502,-8.620468644,5.456739837
9.93027,13.07579,3824.16,0.81864,0.51131,1.601063934,21.11434555,-8.544259342,5.532960189
16.93716,21.42454,5401.57,0.88834,0.279452,3.178864349,10.0472144,-8.386325079,5.548575439
9.76446,12.55242,2878.03,0.76406,0.618764,1.234816505,18.04192325,-8.832166584,5.438376936
12.20198,14.99425,4058.87,0.84346,0.450961,1.870361295,15.61923251,-8.542797382,5.613368602
9.74984,14.93047,2649.22,0.8097,0.736735,1.099038324,23.18446062,-8.846736086,5.486797358
17.63342,22.68288,6410.54,0.92094,0.183275,5.024907925,8.098276468,-8.334938999,5.457397269
11.6331,14.84166,4631.04,0.84282,0.399292,2.110786091,11.81268778,-8.617229355,5.447231037
16.4933,18.78296,4589.49,0.8739,0.362184,2.412861971,16.76401596,-8.481376466,5.514246421
8.94544,10.8629,3924.74,0.80484,0.570503,1.410755071,12.28632827,-8.68363816,5.507303112
18.37391,22.29805,5899.75,0.91496,0.21328,4.289947487,12.55813194,-8.328166811,5.498985248
18.47122,22.65952,5714.19,0.90062,0.246382,3.655380669,9.649067067,-8.350379456,5.539988772
11.64513,13.46476,3645.71,0.80638,0.550066,1.465969538,16.48638754,-8.791593347,5.378841713
9.61757,16.88687,4578.82,0.82348,0.415303,1.982841443,17.47170177,-8.664803815,5.423847046
13.34876,15.78377,4976.89,0.873,0.33293,2.622172829,10.07349579,-8.577846976,5.420193428
17.41957,22.92915,6238.78,0.91928,0.192479,4.776001538,8.683157484,-8.334069475,5.429487724
15.78401,19.97173,5799.47,0.90322,0.241702,3.736915706,8.603591459,-8.387994018,5.410728192
17.60096,21.07871,4259.56,0.89766,0.316953,2.832154925,10.39466126,-8.590869188,5.387376597
15.62663,19.58409,3953.98,0.88306,0.390681,2.260309562,12.37388289,-8.731407773,5.391357191
12.73568,15.45175,5124.83,0.8716,0.33261,2.620486456,10.12658941,-8.572137348,5.356849413
15.86233,18.08007,4816.75,0.85622,0.344977,2.481962566,13.20286676,-8.743165254,5.264332904
9.23519,11.51819,3641.85,0.80246,0.638836,1.256128333,14.0649607,-8.70458108,5.609291692
16.68689,20.53445,6178.28,0.91566,0.205693,4.451585615,7.643078158,-8.307554266,5.453714091
13.79297,19.66634,5973.51,0.90102,0.238747,3.773953181,14.15592958,-8.452679784,5.329412418
13.63518,15.63991,5025.76,0.87248,0.333119,2.619124097,9.878478616,-8.534144616,5.428267878
19.37513,22.393,6269.29,0.916,0.215971,4.241310176,10.36243354,-8.351482253,5.466657435
16.27242,21.89496,4900.24,0.89038,0.283421,3.141545616,16.27213914,-8.339257543,5.57053611
18.39154,22.33703,5294.01,0.89936,0.25753,3.49225333,14.84227834,-8.347040099,5.539916207
10.82465,12.55814,5021.4,0.86234,0.386362,2.231948276,10.07830037,-8.572546971,5.463598364
14.9493,20.19313,5762.72,0.8885,0.271645,3.27081301,13.45012015,-8.54805815,5.367477671
11.19605,14.1486,4268.77,0.83626,0.436881,1.914159691,11.58100462,-8.668639343,5.401457343
19.25398,22.77768,6433.99,0.91204,0.213861,4.264639182,8.26153806,-8.312887782,5.450720427
20.33739,23.36816,4885.74,0.87622,0.297282,2.947437114,11.99088558,-8.464330255,5.493532929
18.04635,22.64363,6438.51,0.91912,0.195863,4.692667834,7.361642722,-8.307616066,5.471741185
18.22582,22.43193,5913.91,0.91888,0.209618,4.383593012,8.381791447,-8.323332391,5.479787626
10.89633,13.01258,4192.92,0.81966,0.482249,1.699661378,12.94552319,-8.728363819,5.410997115
16.25378,18.79534,5926.99,0.89022,0.268714,3.312890285,9.244804277,-8.512083692,5.363493724
16.48515,18.74037,4540.28,0.87234,0.367543,2.373436577,18.73095412,-8.482788765,5.514540511
17.86495,20.06356,5508.59,0.89928,0.249385,3.605990737,10.22591225,-8.464986632,5.412579151
16.82334,21.95224,5485.73,0.9019,0.242685,3.716340112,9.732796139,-8.348863813,5.480402259
20.17235,24.93574,6886.35,0.93728,0.148125,6.327628692,6.486312885,-8.102102772,5.518344992
27.09995,33.23281,7460.89,0.95528,0.100553,9.500263543,5.875233576,-7.886353717,5.536515228
19.07292,23.4176,5837.02,0.91842,0.213261,4.306553941,13.06643884,-8.295848597,5.485555139
16.50185,20.86958,4983.96,0.90188,0.274175,3.289431932,12.96053199,-8.433474385,5.488562034
16.2031,17.9934,5487.88,0.87444,0.307959,2.83946889,11.00681132,-8.552464708,5.402488247
16.33726,19.75426,5304.44,0.89732,0.260565,3.443747242,10.29445392,-8.41999265,5.450480274
15.5602,20.86061,6126.47,0.90714,0.223931,4.050979989,9.173838276,-8.450812502,5.373007787
21.67115,23.29142,6185.63,0.90874,0.216629,4.194913885,9.000606897,-8.353373772,5.462649705
14.84873,22.14442,5016.93,0.89314,0.286164,3.121077424,12.03861287,-8.403088989,5.443126084
10.41651,19.12073,5421.21,0.85652,0.332439,2.576472676,14.87836558,-8.568626806,5.385934852
16.39755,21.22404,4926.96,0.89444,0.29259,3.056973923,15.54435243,-8.469639288,5.446720251
22.12242,27.08701,6777.05,0.93634,0.148195,6.318296839,6.931288419,-8.095739376,5.532074635
10.24282,13.35234,3840.13,0.82572,0.502227,1.644117102,18.88335608,-8.623330927,5.554031
19.9892,24.9963,6855.26,0.93318,0.162724,5.734741034,6.507716424,-8.150298384,5.534367794
21.93284,26.48833,6948.33,0.93956,0.139763,6.722523128,6.456535694,-8.103887158,5.518474542
17.61828,22.52274,5511.55,0.91282,0.226961,4.021924472,8.450928797,-8.36056361,5.528889724
18.65855,23.62106,5462.93,0.90252,0.241644,3.734915827,9.820984858,-8.348976389,5.473824319
16.5371,21.64566,5699.43,0.90464,0.232291,3.894425527,9.951521873,-8.356213613,5.515194512
10.40469,13.95463,4203.64,0.83556,0.457517,1.826292793,13.54774838,-8.773870428,5.435529721
14.54668,22.42335,5489.47,0.88712,0.259152,3.423164784,10.2069712,-8.570468936,5.319745306
5.61701,9.01599,2078.46,0.6782,0.946019,0.716898921,43.29218245,-8.192683737,5.786512242
26.44319,28.85204,7248.8,0.942,0.132578,7.105251248,6.533579679,-8.059147234,5.480128594
8.54229,14.815,3922.3,0.7978,0.523275,1.524628541,24.76220144,-8.848395113,5.335019624
16.28967,17.75053,4782.74,0.84966,0.394547,2.153507694,12.98005514,-8.754498656,5.294949774
5.86064,10.5397,2832.33,0.72358,0.77608,0.932352335,22.14300196,-8.786914757,5.535006947
14.78563,17.50924,5298.16,0.86314,0.340466,2.535172381,15.37040631,-8.631667045,5.418003555
19.2756,22.38657,6499.16,0.91718,0.20908,4.386741917,7.271280749,-8.305802282,5.495758574
11.27444,16.284,3988.26,0.85,0.46522,1.827092558,17.59495574,-8.753316756,5.422199679
26.69963,30.91897,7209.14,0.95034,0.112501,8.447391579,6.095981577,-7.922103077,5.451003573
16.86017,22.11642,5372.17,0.90724,0.248822,3.646140615,8.659636266,-8.391753581,5.438745375
16.45878,21.96111,6041.51,0.91602,0.203361,4.504403499,8.657850434,-8.373776437,5.362904088
17.65817,21.59648,5656.09,0.90414,0.235329,3.84202542,9.376273386,-8.445202278,5.447029499
15.13615,19.16963,5152.06,0.85908,0.33508,2.563805658,10.52823403,-8.71265,5.298223321
26.98078,30.45183,7122.55,0.9405,0.131517,7.151166769,8.117917516,-8.055656935,5.43583483
14.99656,17.86934,5970.13,0.9123,0.225334,4.048656661,6.963421667,-8.370916419,5.499680736
9.87362,12.41213,3751.65,0.81136,0.540462,1.501234129,14.47448098,-8.793893597,5.41740765
27.16953,30.83927,7274.29,0.94968,0.111725,8.500156635,6.190828257,-7.949011282,5.540894356
18.65662,18.88651,4449.82,0.89556,0.341825,2.619937102,8.618834971,-8.576595754,5.378015005
24.56092,26.8659,6233.12,0.91614,0.197546,4.637603394,8.738265488,-8.316423456,5.536154329
22.32918,24.20735,6009.52,0.92202,0.193145,4.773719226,14.30705066,-8.271780246,5.481286677
22.11223,25.7963,6682.53,0.93172,0.158783,5.867882582,7.133615545,-8.200302557,5.462586487
19.26206,23.93507,6573.61,0.92792,0.178618,5.194997145,7.045007554,-8.218150414,5.531952233
15.82787,20.66279,4186.17,0.90008,0.329264,2.733611934,10.56234301,-8.582950891,5.374623468
10.5939,12.76817,3714.51,0.80108,0.547003,1.464489226,12.68182025,-8.689369752,5.501368257
15.35559,20.8629,5735.93,0.91016,0.232988,3.906467286,9.132562931,-8.350932172,5.457507891
16.50283,18.69327,5259,0.87604,0.318048,2.754427005,10.1379854,-8.642250691,5.347971883
12.19279,15.26957,4617.58,0.85178,0.394697,2.158060487,10.86254206,-8.70677221,5.375269429
21.3864,23.88918,6070.47,0.9134,0.210076,4.347950266,7.983725402,-8.298913237,5.460138303
15.25096,16.90556,4030.47,0.84232,0.457446,1.841353952,30.90850797,-8.551771486,5.567243672
14.70894,19.17312,5812.89,0.88034,0.284764,3.091472237,10.01543591,-8.615092793,5.325913847
14.57598,18.0904,2577.42,0.8261,0.704037,1.173375831,13.07471209,-9.012183551,5.27679788
11.16795,13.45388,3846.54,0.80842,0.536308,1.507380088,14.97165405,-8.778295607,5.411755774
21.97566,24.29431,6098.85,0.91692,0.192499,4.763245523,10.26849913,-8.336956833,5.461104174
21.08874,24.62813,6444.85,0.92004,0.189475,4.855732946,7.702744022,-8.260869482,5.556786253
26.53643,29.19758,7199.92,0.94392,0.129034,7.315281244,6.441998783,-8.024490412,5.485414263
11.76128,14.06783,4146.31,0.83206,0.467331,1.780451115,14.93207145,-8.608886997,5.523625424
13.75536,16.01606,4486.8,0.87178,0.361828,2.409376831,14.95299329,-8.506741014,5.549588121
19.42697,22.61105,5502.36,0.92402,0.219749,4.204888304,8.990884052,-8.34358358,5.435159078
15.80027,18.43344,5267.5,0.86286,0.340211,2.536249563,15.19149764,-8.6666918,5.361000551
15.7084,19.33237,3900.85,0.88082,0.385761,2.283330871,13.75747639,-8.690129832,5.346305128
10.44588,13.42781,2669.87,0.8145,0.701092,1.161759084,14.09151798,-8.783198205,5.506151088
10.4714,12.95377,4883.46,0.85618,0.403179,2.123572904,11.02707761,-8.598410002,5.457283674
21.90037,24.81575,6222.05,0.91656,0.208226,4.401755785,12.02205728,-8.304381727,5.403885713
8.99461,14.92578,3793.26,0.80658,0.509744,1.582323676,26.60659411,-8.706965064,5.478718772
16.7761,18.7709,5307.24,0.87786,0.312038,2.813311199,10.81024601,-8.568677153,5.367276262
12.31103,14.42607,4332.73,0.83858,0.405928,2.065834335,10.63716584,-8.735292959,5.361601726
16.41184,22.21268,5640.85,0.91608,0.21536,4.25371471,8.814302373,-8.317629831,5.483073113
16.43081,18.42764,5186.99,0.88992,0.278383,3.196746928,12.61861554,-8.500493359,5.404131971
25.20509,29.08932,6905.14,0.94254,0.130913,7.199743341,7.074661539,-8.013242898,5.486923023
17.0129,19.99626,4846.04,0.88532,0.313393,2.824951419,10.4091175,-8.484758131,5.469913736
26.56679,29.09793,6179.5,0.9363,0.153418,6.102934467,17.51915509,-8.110373715,5.473657576
16.63801,18.61345,4555.23,0.87338,0.362934,2.406443045,21.98178478,-8.452724834,5.521105587
15.84263,20.7547,6410.01,0.90212,0.221694,4.069212518,9.752947972,-8.461169636,5.397896621
16.07119,18.89388,2840.36,0.85762,0.552176,1.553164209,12.12944969,-8.893576406,5.369365319
24.73822,30.26157,7084.37,0.94558,0.118805,7.959092631,6.373973139,-7.948959196,5.604330487
11.17681,14.31991,3993.49,0.8209,0.459428,1.786787048,11.87075303,-8.790472009,5.362554777
21.87737,25.52725,6858.65,0.92926,0.166514,5.580671895,6.886197687,-8.202047091,5.513998572
25.07779,26.57962,6542.08,0.91776,0.187477,4.895320493,9.081397654,-8.28054526,5.458546549
22.06854,26.65115,6938.85,0.93714,0.147328,6.360908992,6.528624911,-8.136994157,5.502439309
10.47776,12.04675,3220.95,0.80978,0.644491,1.256464404,24.85765608,-8.579988285,5.687475219
8.77687,11.33248,3892.43,0.7929,0.589819,1.344310712,14.86517107,-8.720286404,5.48357102
12.15007,14.97481,4230.11,0.8573,0.406491,2.109025784,15.36972446,-8.53304567,5.507356426
14.46096,18.71413,5656.77,0.88196,0.276909,3.185017461,10.6468184,-8.562911888,5.330165667
8.94031,10.34464,4407.6,0.82402,0.497759,1.655459771,11.70555541,-8.700740107,5.506960055
19.67803,24.7967,6778.18,0.93342,0.164934,5.659354651,6.468133811,-8.177264384,5.509137338
15.59034,19.28469,5398.58,0.88938,0.282241,3.151136794,11.35726296,-8.583621148,5.389537629
24.72442,26.89253,6400.35,0.91888,0.190882,4.813864063,8.757433484,-8.285935896,5.529474338
13.03133,17.658,4176.41,0.85468,0.412416,2.072373526,15.43861578,-8.805483445,5.262874146
13.20403,15.72615,5477.91,0.88352,0.302176,2.923858943,9.813652898,-8.510599079,5.392837283
12.82285,16.34693,4503.5,0.86448,0.381994,2.263072195,14.35393494,-8.536871898,5.459147888
11.01016,16.49811,5121.56,0.86154,0.340832,2.52775561,15.65105699,-8.58422952,5.389744337
14.29428,21.87942,4616.79,0.88606,0.312589,2.83458471,19.63201399,-8.47378133,5.481778989
10.06913,11.88469,3354.73,0.82098,0.646228,1.27041849,12.19758106,-8.793778689,5.451402211
14.35763,15.79235,4306.1,0.86288,0.388981,2.218308863,18.80064932,-8.494125227,5.529072024
22.68765,25.63599,4681.87,0.92122,0.23611,3.901656008,13.35332177,-8.331474892,5.464141632
16.8928,20.26214,5773.25,0.90556,0.233751,3.874036903,9.135807319,-8.35958313,5.483427735
11.01531,14.38872,2711.86,0.82396,0.658182,1.251872582,13.25858679,-8.856448063,5.429287454
11.18612,12.6716,3580.96,0.8028,0.550945,1.457132745,13.33252548,-8.842464016,5.304991789
19.42074,23.91897,6671.29,0.92884,0.173452,5.355026174,7.300352876,-8.207254906,5.507460977
10.35895,12.38686,3841.64,0.82446,0.541551,1.522405092,16.81003836,-8.704170307,5.492700285
19.10775,23.00775,5797.61,0.91786,0.214097,4.287122192,19.78494744,-8.418584642,5.444809808
11.24578,12.78376,2308.94,0.77438,0.860496,0.899922835,15.67283857,-8.883680574,5.450851078
9.01542,11.2368,4116.53,0.82192,0.526371,1.5614842,10.97574122,-8.675560518,5.499972726
16.58713,20.327,5270.01,0.88142,0.29587,2.979078649,10.96752528,-8.462429823,5.474634199
16.64323,19.96519,5258.84,0.9048,0.26341,3.434949319,9.826649881,-8.388204361,5.488916547
22.18499,25.35241,6706.63,0.92956,0.1675,5.54961194,6.962681582,-8.175207742,5.486421731
17.60886,22.27697,5805.85,0.91286,0.219275,4.163082887,8.943789165,-8.43391063,5.398959477
16.26741,20.31613,5157.92,0.88694,0.296171,2.994688879,10.29752141,-8.464320106,5.490594492
24.79685,27.33761,6808.72,0.92674,0.1686,5.496678529,7.555035141,-8.20169361,5.513007783
16.11443,21.7122,5310.64,0.8964,0.254303,3.524928923,9.780710546,-8.519563154,5.371640304
15.07372,18.65701,2980.44,0.86962,0.524606,1.657663084,12.38034167,-8.903689385,5.352462045
23.32763,26.39045,6937.67,0.93816,0.143089,6.556478835,6.600337516,-8.102994182,5.509411487
16.24679,22.14611,5309.88,0.89798,0.260244,3.45053104,14.12318554,-8.317788916,5.566466271
17.0349,20.28799,4489.69,0.88852,0.326776,2.719049135,17.93172075,-8.576327961,5.476910014
13.81287,17.06689,4587.4,0.83036,0.41121,2.019308869,12.76614481,-8.867170232,5.198832521
8.41552,10.60626,4463.58,0.81304,0.518307,1.56864561,12.13088219,-8.71661909,5.458084176
14.78514,22.62847,6449.51,0.90826,0.213488,4.254384321,12.09017235,-8.379931444,5.463702103
15.21082,17.9098,6182.18,0.92068,0.208333,4.419271071,6.52568456,-8.336446703,5.452813574
15.82918,20.10497,5907.86,0.88724,0.248329,3.572840868,11.12314189,-8.532236004,5.388867264
21.33892,23.67795,5715.96,0.90574,0.230777,3.9247412,18.72267648,-8.348681683,5.467599213
12.27362,15.5313,4938.54,0.87272,0.338116,2.581126004,9.80092665,-8.581267086,5.391044913
22.79589,25.18371,5674.91,0.91366,0.223476,4.088403229,8.942884225,-8.379463905,5.471829396
13.82871,15.54225,5303.49,0.88262,0.309334,2.853291264,10.29224676,-8.545279337,5.389768006
25.26609,28.25495,7020.55,0.93918,0.137293,6.84069836,6.759214543,-8.08644218,5.47967281
15.94396,23.0269,5044.44,0.89094,0.292917,3.04161247,11.7840058,-8.567693459,5.323689422
10.30053,13.62413,4308.52,0.83562,0.460097,1.81618224,13.08997647,-8.685164481,5.433029092
17.55589,23.17073,5536.52,0.91698,0.212758,4.309967193,8.521428699,-8.277762146,5.506105009
15.80588,23.05531,5814.77,0.91058,0.218125,4.174578797,9.120150908,-8.406013052,5.37256117
17.16235,19.33503,5065.48,0.88354,0.316978,2.787385875,9.656605138,-8.425682687,5.538393162
24.67052,26.55956,5429.03,0.91426,0.227248,4.023181722,9.713707492,-8.364952267,5.434331879
9.28949,13.47623,4666.77,0.82456,0.429274,1.920824462,16.0141066,-8.653891675,5.4385567
16.39094,19.74437,4030.91,0.85832,0.396513,2.164670515,13.10790085,-8.784061872,5.303022959
17.39944,19.84177,4719.94,0.89498,0.283684,3.154848352,17.59260131,-8.346367227,5.545129598
25.32634,28.11524,6734.2,0.93112,0.157292,5.919690766,8.545041846,-8.178763126,5.504157708
19.30413,21.83442,6477.19,0.91022,0.22516,4.042547522,7.303814108,-8.321541989,5.555651057
15.10964,21.23967,3102.61,0.8921,0.426706,2.090666642,12.5095987,-8.697437447,5.349125951
15.08418,21.17996,5666.33,0.89698,0.255174,3.515170041,18.96987984,-8.461932559,5.421256566
17.97449,21.77769,5533.66,0.88584,0.300162,2.951206349,10.7493619,-8.469662731,5.415405211
24.70363,27.1669,6450.35,0.91704,0.19044,4.815374921,8.792488165,-8.288857629,5.436722242
15.05393,18.58341,5508.31,0.86396,0.331971,2.602516485,11.17568339,-8.712872147,5.332661698
14.6571,20.79018,3249.93,0.8723,0.484738,1.799528818,15.01328163,-8.817572346,5.376641139
15.7368,20.41305,3922.54,0.88544,0.399304,2.217458378,10.35779625,-8.701843798,5.385713519
22.29311,28.09509,7089.83,0.94522,0.126771,7.456121668,5.973413744,-8.020237428,5.564632465
21.1625,22.85867,6112.79,0.90898,0.217486,4.179487415,8.940792445,-8.318376161,5.447788582
15.39478,17.36091,4751.48,0.85884,0.381461,2.251449034,13.20174056,-8.589921261,5.496323635
11.82721,14.01842,3511.78,0.84264,0.529527,1.591306959,11.09216933,-8.714480453,5.499023873
3.91173,7.08498,1029.87,0.60318,1.13886,0.529634898,33.31186849,-8.880317939,5.059722505
11.73795,12.48825,3019.62,0.81396,0.659492,1.234222705,12.98853096,-8.812943448,5.496029846
16.51006,19.67725,4133.11,0.8907,0.364388,2.444372482,10.75032489,-8.690428483,5.364386056
11.29565,14.17803,3593.62,0.81856,0.544863,1.502322602,16.20206423,-8.643554677,5.584653167
16.81366,22.70457,5111.28,0.9119,0.235827,3.866817625,20.99324333,-8.289117389,5.494113684
28.19328,29.2693,2937.14,0.82528,0.546284,1.510716038,17.59789047,-8.778555885,5.348629715
13.49628,15.91493,4565.76,0.86666,0.379072,2.286267516,11.69307485,-8.625861771,5.395413574
26.28607,28.83612,6688.02,0.9305,0.162722,5.718341712,7.839781968,-8.202777497,5.560989794
15.89499,21.26531,5820.77,0.89634,0.246812,3.631671069,13.15373045,-8.41786989,5.429533693
16.68161,21.45661,5667.75,0.90996,0.236288,3.851063109,12.45862697,-8.414948712,5.472642514
27.81292,29.94386,3290.34,0.83612,0.508358,1.644746419,15.25778791,-8.752105342,5.418994253
14.70788,19.57384,4073.18,0.88784,0.380316,2.334479748,11.47993088,-8.714716622,5.31748543
25.96246,28.57485,7062.13,0.92668,0.173586,5.338448953,7.851290523,-8.166789715,5.448457919
26.30174,28.21328,7187.9,0.92932,0.160493,5.790408304,7.155870082,-8.118271906,5.527543767
11.62079,15.24327,4897.17,0.85926,0.366832,2.342380163,10.54551127,-8.605777654,5.422404069
13.97357,16.99144,5172.88,0.87618,0.308462,2.84047954,11.12804587,-8.538387041,5.310264881
29.3798,30.75291,3461.33,0.83612,0.482994,1.731118813,14.78067659,-8.734677643,5.428736686
10.68312,13.87641,4018.94,0.81988,0.467317,1.754440776,12.22813625,-8.78877596,5.326435793
12.29235,13.72672,4053.68,0.8258,0.474527,1.740259248,11.49938151,-8.766837417,5.422763792
21.53913,23.02686,5192.54,0.88488,0.287464,3.078228926,12.53672268,-8.485750619,5.437228481
21.58161,25.70535,4759.36,0.92048,0.236639,3.889806837,8.540020848,-8.361333467,5.487496842
19.4385,22.53927,6138.04,0.9141,0.22199,4.117753052,12.03167511,-8.301720698,5.47660253
17.51178,19.91658,5278.79,0.8874,0.286957,3.092449391,14.49838763,-8.458601716,5.439837617
15.43843,20.30349,5393.58,0.88794,0.278938,3.183288043,10.82900553,-8.570647665,5.417241858
16.79229,21.619,5802.57,0.90788,0.221524,4.098336975,9.149466943,-8.293499113,5.452353254
5.1718,8.91802,1755.08,0.66274,1.11867,0.59243566,34.9002207,-8.758110034,5.614357141
16.72391,18.5016,5599.97,0.87494,0.304685,2.871621511,10.83078986,-8.629045932,5.374073034
22.1869,26.34789,6501.84,0.9309,0.166388,5.594754429,10.82816966,-8.239061979,5.472766886
17.18972,23.55916,6296.27,0.91932,0.189825,4.842986962,8.447427867,-8.338545918,5.384632117
11.17281,13.9408,3241.34,0.82064,0.596239,1.376360822,15.79646737,-8.626072047,5.571171552
8.8431,14.54847,5215.83,0.83298,0.391196,2.129316251,16.28108021,-8.627341559,5.407374753
11.7788,13.82621,3244.18,0.8216,0.607367,1.352724135,12.5177261,-8.724583257,5.5525621
19.45585,23.78783,6476.06,0.92424,0.186262,4.962042714,7.203164246,-8.269601692,5.442259885
15.75681,18.61603,2828.62,0.85728,0.558744,1.534298355,13.75148906,-8.919866728,5.300166748
16.11243,20.09758,4174.61,0.87882,0.371749,2.364014429,12.46999634,-8.538012085,5.457649251
22.06863,25.72801,6599.05,0.93064,0.166788,5.579777922,7.646981997,-8.192439313,5.468464949
17.44658,20.75417,5403.36,0.90856,0.236331,3.844438521,9.542682162,-8.357721107,5.511632471
