PLD,LCD,LCD/PLD,ASA,Porosity,Pore volume,Qst CH4,N1bar_CH4,log_D0_CH4,log_D1bar_CH4
24.95566,29.15112,1.168116572,4329.2,0.88092,3.006860771,9.230010967,0.620218197,-3.22999106,-3.063641409
22.85159,28.35443,1.240807751,2982.09,0.91232,2.815402751,4.634304697,0.255991827,-2.721268024,-2.759844011
39.26385,40.94448,1.042803495,3264.86,0.8853,2.9089081,8.906341055,0.420944268,-3.070848994,-2.984897568
37.42229,41.39822,1.106244968,5438.7,0.9646,10.44933438,4.522711238,0.761005667,-2.387490805,-2.307062077
33.44905,38.63223,1.154957465,4476.35,0.94826,6.64308132,4.323261226,0.502011939,-2.427782743,-2.440575002
27.87382,29.55899,1.060457088,3471.26,0.86874,2.319200397,6.774388061,0.340343401,-3.102806064,-3.014674901
28.5743,30.63416,1.072087855,4460.9,0.92548,4.74420226,6.341713612,0.482285341,-2.745321646,-2.751348557
32.1368,36.09581,1.123192415,4925.54,0.9512,6.917164195,6.072845645,0.637367312,-2.524299338,-2.570122267
25.09618,28.23915,1.125236988,3110.91,0.86228,2.03984207,6.859582722,0.306828428,-3.090709666,-3.041160616
23.21343,30.50249,1.314001852,6369.87,0.94612,6.921343712,3.850437214,0.577842368,-2.608992784,-2.626939106
8.87449,15.13619,1.705584208,3793.39,0.8088,1.523752108,6.83886018,0.315024071,-3.283651023,-3.335816333
27.7443,29.41145,1.06008982,2555.44,0.82796,1.857641265,11.60168305,0.534362398,-3.49660524,-3.435090234
24.67798,32.69664,1.324931781,4950.66,0.92304,4.746194981,4.579697544,0.448416873,-2.699418388,-2.703803988
23.37492,25.3251,1.083430446,3948.68,0.86274,2.331603697,8.091418488,0.461269135,-3.230896173,-3.241223506
30.55199,34.0401,1.11416965,4106.14,0.94534,5.524491871,3.645590852,0.420491787,-2.537983599,-2.436905051
29.7281,33.99097,1.143395306,4722,0.95378,6.874833315,3.414344152,0.495196746,-2.425370991,-2.436226636
25.81172,27.55096,1.067381794,2720.48,0.85396,1.867460921,10.4921163,0.312658672,-3.249514785,-3.066415726
19.92791,21.48082,1.077926386,2818.6,0.8119,1.596405679,10.44165177,0.410978349,-3.496473066,-3.570599601
34.11178,37.43986,1.09756395,4180.44,0.94346,6.071093036,4.245125493,0.463698941,-2.48973237,-2.427720175
29.65415,31.62504,1.066462536,3301.31,0.87822,2.434691484,6.886880012,0.349059925,-3.017443126,-3.06725585
33.25005,38.78592,1.16649208,3588.76,0.95296,5.865957552,4.212189233,0.43291808,-2.361230328,-2.409454379
40.32801,45.58422,1.130336458,5151.17,0.96214,10.35167997,3.349704448,0.701341004,-2.276227206,-2.267441759
27.65171,31.82375,1.150878192,4116.47,0.88974,3.184045062,8.944012039,0.506597269,-3.147341828,-2.982249688
18.95795,23.80335,1.255586706,4241.58,0.8929,3.134797339,7.532068887,0.400157299,-2.964889731,-2.910597038
30.58977,36.66121,1.198479426,5175.45,0.94526,7.259726894,6.653497249,0.674157555,-2.584148963,-2.624234449
33.41237,35.89892,1.074420043,5515.81,0.93442,5.741161725,4.229925934,0.525089839,-2.652780944,-2.666123666
8.34272,11.36458,1.362215201,3845.44,0.7868,1.364680988,8.587115177,0.410923089,-3.396742444,-3.413312661
33.33803,39.99718,1.199746356,5619.85,0.95466,7.96791667,4.382826501,0.644189005,-2.453491252,-2.488163346
25.65461,31.5305,1.229038368,4119.38,0.93848,4.90723892,5.420228246,0.461832328,-2.671306966,-2.63454424
28.8602,30.48211,1.056198848,3620.79,0.9265,3.898918487,6.883449587,0.403814625,-2.78765356,-2.742454305
33.60915,38.42043,1.143153873,3346.42,0.94652,4.935421131,4.536612283,0.381891591,-2.472739594,-2.500232456
28.24589,31.10851,1.101346426,4730.1,0.89154,3.260602426,8.845117178,0.585574331,-3.125261361,-3.08461939
30.6305,32.99812,1.077296159,3249.04,0.8742,2.498413842,8.151840976,0.370211713,-3.055076834,-3.108909772
17.67755,19.43946,1.099669355,3003.76,0.80396,1.537255442,10.41842783,0.438915784,-3.54931384,-3.369858723
41.81458,45.14695,1.079693973,4526.71,0.95662,8.442130345,3.520524116,0.549634503,-2.30897531,-2.276748266
20.56633,22.0213,1.070745242,3752.63,0.8498,2.247773519,7.967131051,0.440066591,-3.221437849,-3.153378371
37.89098,43.87712,1.157983246,5555.47,0.96728,11.42593894,4.200767919,0.809546141,-2.24036,-2.276887617
33.95303,37.86665,1.115265707,4161.21,0.9459,6.050894296,4.890446324,0.481256324,-2.467802453,-2.413692958
17.57439,19.67795,1.119694624,3043.04,0.7912,1.428264547,9.940666173,0.402849344,-3.506121068,-3.498808112
31.65422,37.21966,1.175819843,5551.2,0.95802,9.053982535,4.570246727,0.714665927,-2.470509873,-2.435239449
27.38222,31.76193,1.159947221,4243.29,0.92456,4.644886435,5.26031025,0.40736142,-2.658376585,-2.629472843
23.84309,25.41354,1.065866043,2223.35,0.80942,1.386700748,10.50453156,0.365421065,-3.432638811,-3.461844123
25.94728,32.01046,1.233673048,5028.47,0.93968,6.005496261,5.111505622,0.536165906,-2.633164931,-2.611001225
24.74469,28.34597,1.145537487,2211.68,0.84432,1.409579841,8.175863142,0.243539741,-3.189449492,-3.342128222
27.11439,28.83168,1.063335004,3843.32,0.86598,2.62940078,8.663733258,0.472509245,-3.169074035,-3.18106952
22.10072,23.95655,1.083971472,2443.77,0.80028,1.521893334,10.65500186,0.420068268,-3.550978112,-3.47314308
23.64554,25.98223,1.098821596,4244.36,0.91564,3.860902271,4.489547959,0.363600124,-2.740643315,-2.725102463
37.87788,43.98447,1.16121784,5860.79,0.96874,12.21794388,3.388522938,0.798225796,-2.230714019,-2.211708872
33.99246,35.93709,1.057207687,3055.78,0.88044,2.369468509,7.359274436,0.342870013,-3.028482589,-3.057584306
33.1177,35.42665,1.069719516,3004.59,0.88044,2.303532324,9.088271434,0.339244024,-3.073036107,-3.138269528
40.14726,47.7092,1.188355071,5125.06,0.9679,10.6513512,3.56191835,0.720381916,-2.241102644,-2.189128912
33.55554,35.35494,1.053624528,3267.13,0.8722,2.583079379,8.037248856,0.446876362,-3.14521855,-3.134631884
24.13938,28.84474,1.194924642,4487.24,0.89508,3.227269613,6.112977067,0.427703524,-3.010365226,-2.919759657
33.87449,37.66185,1.111805669,4184.15,0.9068,3.747850813,6.577553239,0.482378102,-2.972655062,-2.873761966
36.71659,39.86267,1.085685517,5855.81,0.96418,10.66844588,3.299471484,0.725806897,-2.277016619,-2.331323754
23.79602,26.30783,1.105555887,4324.9,0.91918,4.020030614,4.749350174,0.399027994,-2.763109244,-2.735574066
24.61847,27.51912,1.117824138,3875.1,0.86014,2.470729493,9.297649374,0.551047045,-3.276620274,-3.236681929
31.98662,34.37781,1.074755945,3228.86,0.86258,2.407692737,8.435042267,0.441546773,-3.175773629,-3.175898645
33.72577,39.29574,1.165154717,6152.35,0.95888,9.016267043,3.733369029,0.675432477,-2.429120324,-2.434075849
35.0267,40.3471,1.151895554,3791,0.94876,5.936094201,3.870052377,0.429391052,-2.399936937,-2.451003162
35.71042,42.34591,1.185813832,5308.79,0.96126,9.744155848,4.47736619,0.733616658,-2.333579267,-2.363310742
34.06233,39.28166,1.153228801,4944.08,0.95156,7.809914642,7.288418305,0.734208141,-2.592484569,-2.479143168
25.14067,29.01838,1.154240519,5435.61,0.94298,6.515037412,4.047615769,0.543340819,-2.558224102,-2.534692775
21.77876,23.82997,1.094183966,2652.7,0.8309,1.570337276,8.378504668,0.327482696,-3.327071794,-3.261658757
28.94641,34.26356,1.183689445,3045.4,0.92866,3.701787394,4.127369108,0.301627955,-2.550853225,-2.558394649
19.85563,21.42393,1.078985154,2879.85,0.8048,1.552726725,11.2700619,0.438443665,-3.42138778,-3.403026829
41.68848,45.00774,1.079620557,4672.95,0.95914,9.094650206,3.038619296,0.574662503,-2.224779462,-2.290241154
21.97037,24.13387,1.098473535,2045.92,0.8086,1.274748905,8.993384546,0.271084921,-3.37235751,-3.316735889
30.38826,32.48595,1.069029619,4762.03,0.90286,3.751849205,6.899088028,0.546458961,-2.897622202,-2.912848542
35.19854,39.17236,1.112897296,5054.85,0.95844,8.674450176,2.733033442,0.571126898,-2.3393783,-2.420911367
25.12564,27.62595,1.099512291,4475.16,0.92166,4.321037432,4.511339858,0.408657284,-2.718924961,-2.722322368
33.26399,38.13864,1.146544356,4152.31,0.94148,5.969766911,4.100877829,0.460370821,-2.498949095,-2.477712015
22.30855,24.60875,1.103108449,3409.51,0.84808,2.208259884,8.090808825,0.426803721,-3.243712321,-3.177400276
39.58014,45.012,1.137237008,5444.54,0.9638,10.93270567,5.488019825,0.859344825,-2.385312017,-2.324110937
28.2531,30.51938,1.080213499,3480,0.86282,2.42736774,8.527444015,0.469271701,-3.174641947,-3.137338865
22.00117,24.96879,1.134884645,3650.1,0.84646,2.051437407,9.373276012,0.486475438,-3.303297694,-3.245174072
30.82239,32.00222,1.038278342,3977.12,0.8757,2.931782572,7.520592421,0.433409797,-3.053778754,-2.96550424
23.19893,26.76478,1.15370752,3912.41,0.84726,2.374101929,11.15075804,0.67108643,-3.370638745,-3.346510911
26.97993,35.8382,1.328328131,4518.05,0.91836,4.375226298,5.586333376,0.485595639,-2.781151625,-2.744891459
25.03339,32.34365,1.292020378,3016.99,0.92044,3.128481746,5.102918245,0.283874685,-2.670365876,-2.774888082
6.63974,10.59641,1.59590737,1433.37,0.6704,0.564789931,12.55390499,0.341906241,-3.952379131,-3.924447636
31.56621,37.51561,1.188473688,4925.3,0.9505,7.260713467,5.702133468,0.602031299,-2.526891641,-2.537595382
36.27747,41.43917,1.142283902,5237.83,0.9619,9.565718945,2.556804269,0.611234746,-2.276095793,-2.304230767
28.97013,30.90377,1.06674599,3871.46,0.87336,2.723522093,11.25963717,0.595560395,-3.291683578,-3.243024429
38.12106,39.17734,1.027708568,3574.49,0.88794,3.01214097,7.069772089,0.421558044,-2.988697688,-2.946084972
22.68735,28.58339,1.259882269,4578.62,0.92702,4.698458716,6.897703299,0.528635082,-2.815800827,-2.808657853
30.95137,32.20691,1.040564925,4308.85,0.89634,3.534352229,6.633321469,0.480643941,-2.865348089,-2.867455247
23.7134,25.6133,1.080119257,2596.65,0.81706,1.644599387,9.42577679,0.368440634,-3.371832464,-3.386534577
40.48074,43.44092,1.07312564,4211.14,0.96232,8.245677172,4.714566543,0.589089792,-2.32520557,-2.331175087
12.52819,19.50964,1.557259269,5638.5,0.87484,3.12151887,5.942944699,0.489182093,-3.130472892,-3.109970202
33.37854,38.45696,1.152146259,4571.95,0.9507,6.884291476,3.792219659,0.507613716,-2.4332246,-2.456362942
3.98798,6.52728,1.636738399,335.972,0.50454,0.292451354,17.23807122,0.384788712,-4.296017478,-4.434484421
15.60914,20.43328,1.309058667,2517.55,0.8558,1.549180788,7.836863779,0.23575312,-3.196057797,-3.240252419
27.6885,30.04794,1.085213717,3549.2,0.86306,2.474901427,6.964944575,0.345503568,-3.146860726,-3.112895744
19.78627,25.16809,1.271997703,4674.14,0.9122,3.953830083,5.895009152,0.443866397,-2.852451428,-2.889110019
39.21324,45.01841,1.14804107,5784.56,0.96872,12.2981767,3.850956419,0.820536006,-2.24652395,-2.249714892
31.67753,33.89269,1.069928432,3603.94,0.87818,2.763136366,6.729492243,0.384181588,-3.055331324,-3.047997848
28.65969,30.98761,1.08122628,3448.95,0.86816,2.359438188,7.320841874,0.38244258,-3.093636027,-3.138445623
36.12601,37.96955,1.051030822,3857.37,0.88296,3.176549312,9.574994869,0.568521733,-3.176326017,-3.1140896
23.24702,24.56812,1.056828789,2608.45,0.81088,1.658085333,9.797926532,0.366697353,-3.427977692,-3.405234942
24.29533,26.33592,1.083991039,3771.56,0.84766,2.19596485,7.519977985,0.372199497,-3.240378284,-3.225433696
13.37154,15.7018,1.174270129,3678.48,0.84796,1.858628014,5.960903647,0.265430509,-3.148753326,-3.224587849
28.13501,33.88392,1.204332965,4482.18,0.94452,5.87461127,4.61334713,0.485279595,-2.559655675,-2.541738014
41.19107,46.10451,1.119284107,5680.68,0.97224,13.65310026,3.683167686,0.917221719,-2.130530526,-2.16895807
35.44807,43.32332,1.222163012,5513.56,0.96268,9.619104716,3.746241151,0.687269465,-2.31378748,-2.326128318
22.85203,24.02313,1.051247088,2200.36,0.8039,1.296073569,10.72409634,0.352012116,-3.480434862,-3.436740836
29.79386,35.23715,1.182698381,5091.92,0.94872,7.234626647,4.848463188,0.598049124,-2.469661817,-2.491829161
29.66803,31.64393,1.06660031,4054.58,0.87544,2.875574826,13.88189717,0.753903518,-3.499163744,-3.247168128
31.5827,34.24855,1.084408553,3447.66,0.87862,2.637310521,8.328548826,0.391335216,-3.083452862,-3.033692767
34.4615,36.08993,1.047253602,4567.57,0.94194,6.589942352,4.548811173,0.502685382,-2.456736083,-2.547637218
24.23006,25.85044,1.066874783,2248.21,0.82424,1.448805611,8.973685473,0.298853287,-3.348394241,-3.346981049
32.64442,37.72866,1.155746066,4794.3,0.94816,6.950810058,10.01602037,0.767467451,-2.64609438,-2.692152259
35.21564,39.27062,1.115147133,4724.64,0.94886,7.103787499,5.965279925,0.590254872,-2.506802009,-2.48294129
39.48376,45.44974,1.151099591,3896.52,0.95658,7.38620482,3.728858304,0.514044073,-2.287459849,-2.335690513
31.29878,33.78461,1.079422585,4172.59,0.89658,3.430795192,7.867997452,0.534796313,-3.00283485,-2.995031866
37.06746,38.37497,1.035273795,3404.32,0.88362,2.835114063,6.643569044,0.376675048,-2.970294369,-2.867107078
31.38358,33.15222,1.056355585,3417.3,0.89168,3.009951256,9.637602348,0.412857155,-3.040928004,-2.931806311
31.83496,33.65193,1.057074675,3633.82,0.87912,2.872190277,7.540974935,0.45206196,-3.053638983,-3.015896216
33.65523,37.01836,1.099928897,2949.87,0.93778,4.101377651,3.666604715,0.302634282,-2.494126007,-2.485797046
19.49177,21.66948,1.111724589,3029.62,0.8251,1.57151428,7.666129746,0.296772492,-3.268707579,-3.278765863
31.16971,35.38144,1.135122528,4303.75,0.89546,3.306134806,11.32359967,0.656211688,-3.140892063,-3.089250279
36.71407,40.79442,1.111138591,4911.8,0.95696,8.627012603,2.726585479,0.565567084,-2.302732901,-2.346246985
23.9425,26.48823,1.106326825,3141.63,0.84338,1.935298815,7.886932177,0.352318005,-3.272368421,-3.285560435
38.72483,43.20966,1.115812774,5634.99,0.96938,12.06352209,4.193148543,0.843400341,-2.228227932,-2.297871802
26.69527,28.10248,1.052713833,3933.18,0.8767,2.622055534,7.030043707,0.405177816,-3.152679391,-3.09448721
24.94685,27.63876,1.107905808,4035.44,0.867,2.654517732,7.340996526,0.444937467,-3.163221659,-3.112480448
8.78722,14.50671,1.650887311,4107.66,0.81122,1.642740993,7.654248351,0.433514517,-3.285537633,-3.294960938
23.69818,26.16896,1.104260327,3421.31,0.85032,2.101802668,6.966021304,0.335056543,-3.17646015,-3.1060335
39.13075,44.03852,1.125419779,5567.67,0.9706,12.4610032,4.424027618,0.875987152,-2.17798371,-2.265313782
38.14224,39.45324,1.034371343,4193.58,0.89828,3.429060051,9.349494044,0.580599691,-3.056482981,-2.982463482
21.01504,25.81976,1.228632446,6572.69,0.93172,6.075734752,4.303211817,0.587185013,-2.720309732,-2.737552628
17.03355,20.18979,1.18529549,6015.13,0.90356,4.169904839,5.93606465,0.595941799,-2.999849044,-2.990371023
12.30861,17.14799,1.393170309,5501.48,0.88306,3.156118988,5.227687388,0.424613488,-3.023246159,-3.115116131
16.59494,17.71892,1.067730284,3958.37,0.8108,1.987732347,10.85269969,0.739997898,-3.562677912,-3.517658762
13.29457,17.78376,1.337670944,5051.67,0.8734,2.577952514,5.80796619,0.407780879,-3.056736784,-3.053761236
6.51096,10.72143,1.646674223,848.769,0.5977,0.437615774,16.91625442,0.492248712,-4.215278321,-4.177836823
8.96965,11.08195,1.235494139,4304.61,0.79948,1.543090853,8.554408821,0.460555566,-3.355579483,-3.367050111
8.74924,13.6224,1.556980949,2990.03,0.76108,1.137424043,9.88475702,0.405781891,-3.540504148,-3.521566842
8.80902,12.4581,1.414243582,3393.03,0.73836,1.325284986,14.32756125,0.772318057,-3.724473165,-3.664292055
19.98928,23.95877,1.198580939,4210.41,0.88684,3.034172243,6.389260653,0.42600757,-3.02178574,-3.070465474
8.63075,11.44124,1.325636822,3748.32,0.74808,1.382517095,12.20904409,0.702957726,-3.613514335,-3.604711653
12.53223,15.50198,1.236968999,3417.78,0.80148,1.649403915,9.324451984,0.519191226,-3.387635959,-3.342084106
20.44958,22.48208,1.099390794,5661.88,0.91458,4.395751226,5.138258951,0.515989958,-2.891152414,-2.870714137
20.0553,25.50369,1.271668337,5812.69,0.92926,5.347428026,4.525516001,0.530667098,-2.742993994,-2.81742507
10.3308,16.89648,1.635544198,3578.94,0.8074,1.676770068,9.355362506,0.465607218,-3.445606551,-3.393513022
20.25274,24.50231,1.209826917,5741.32,0.92376,4.779634708,4.976809965,0.515757994,-2.84823147,-2.900739808
10.29462,21.35318,2.074207693,5056.37,0.8514,2.53257937,7.329433924,0.550439444,-3.185315793,-3.154107988
15.61752,19.29841,1.235689789,5885.01,0.89162,3.802866161,5.83005706,0.535207915,-3.031938957,-2.961171869
18.23565,24.35173,1.33539139,6246.35,0.9267,5.420312573,4.871539314,0.578252038,-2.80703035,-2.854064543
20.73262,23.3993,1.128622432,5686.16,0.89658,3.592787017,4.954817674,0.425004788,-2.956222082,-2.937490731
10.47742,13.046,1.245153864,4622.21,0.8451,2.098438648,6.402017591,0.373244681,-3.201977545,-3.241995334
16.36145,19.26908,1.177712244,3940.69,0.8783,2.403371232,6.534818471,0.372198735,-3.100812922,-3.152279778
5.52385,9.01053,1.631204685,2643.59,0.69804,0.879500251,12.37349426,0.737751094,-3.783599399,-3.816927143
24.85211,27.38776,1.102029566,5004.97,0.90002,3.649701339,6.2576483,0.517247108,-3.024120102,-2.994379193
20.70132,21.44594,1.035969687,3227.87,0.83224,2.162448683,10.6911364,0.537615393,-3.355880097,-3.226093458
21.81906,22.80877,1.045359883,4893.83,0.8702,2.721594801,7.68556626,0.568625707,-3.233810854,-3.201582625
9.16063,12.43277,1.357195957,5393.77,0.82224,1.960547744,7.734160577,0.575079905,-3.262179266,-3.290042497
22.99199,28.37229,1.234007583,6482.55,0.9436,7.150434967,3.848972747,0.612374256,-2.605247729,-2.645805474
10.86602,14.52597,1.336825259,3716.18,0.80848,1.634425471,10.45877554,0.576161348,-3.438437237,-3.43381836
11.8867,18.10771,1.52335888,5305.29,0.87636,2.864848431,6.794975419,0.51611257,-3.13152696,-3.091938177
17.84008,20.74149,1.16263436,4017.44,0.83638,2.395804092,8.94717763,0.59204866,-3.209787143,-3.183790292
20.27399,21.74581,1.072596465,3132.91,0.85066,1.686823439,7.502452177,0.344071828,-3.266215114,-3.277833037
17.20043,20.16907,1.172591034,4412.15,0.89238,2.869896606,6.484072751,0.437217312,-3.051686003,-3.062661122
22.2434,28.26668,1.270789538,5502.47,0.92162,5.241212232,4.516595889,0.520502327,-2.761235709,-2.826085645
19.13213,23.16302,1.210686944,4902.71,0.87918,3.20930691,6.726157777,0.530383378,-3.12710969,-3.118176607
8.88093,13.63271,1.535054324,3022.97,0.78598,1.218360194,7.870330941,0.282814372,-3.46177497,-3.364628994
20.58924,26.39008,1.281741337,6746.1,0.9331,6.473971595,4.400818999,0.631901106,-2.74089559,-2.700901489
10.80625,14.01954,1.297354772,2737.39,0.7809,1.127187905,10.04986624,0.364524571,-3.586270605,-3.583865866
15.3408,19.07566,1.243459272,4895.11,0.86742,2.916246419,7.000791647,0.521783818,-3.120231704,-3.125636841
16.37824,19.19758,1.172139375,5290.06,0.88476,3.350043922,6.364481508,0.497911085,-3.039764271,-3.036149255
12.3932,16.59947,1.339401446,5612.12,0.87434,2.911215809,6.154875874,0.473033218,-3.124588084,-3.123355739
26.11716,30.24144,1.157914567,6749.51,0.94486,7.540842305,3.728942822,0.637076097,-2.635540586,-2.644684308
18.45706,21.48293,1.163941061,5503.67,0.89672,3.567941367,4.971207562,0.437732833,-2.95696919,-2.995176366
21.79443,24.12692,1.107022299,4510.71,0.91118,3.557407003,4.835726958,0.387004611,-2.876575928,-2.932635873
7.89341,10.61114,1.344303666,3692.23,0.76622,1.273897423,9.155111503,0.445521223,-3.467320444,-3.505614743
24.96454,27.60145,1.10562622,5855.95,0.9268,5.10026635,4.124815566,0.499680405,-2.761986248,-2.706589456
9.47263,16.58254,1.750574022,4342.67,0.84186,1.933772218,6.288283743,0.335764777,-3.176811741,-3.21848579
20.90762,24.66172,1.179556544,5909.08,0.93792,5.726881392,3.658043229,0.48330984,-2.687288593,-2.723443575
8.82431,14.01116,1.587791,3636.54,0.80188,1.485460867,8.337647156,0.395792926,-3.383939654,-3.340133627
19.00155,23.33955,1.228297165,4766.4,0.87922,3.293193149,6.552656287,0.484125028,-3.07967363,-3.029262382
8.68369,11.65907,1.342640053,4944.96,0.80624,1.772602752,9.114345282,0.613494982,-3.347551355,-3.380107191
11.10246,15.35644,1.383156526,5076.57,0.84386,2.128454899,6.577729581,0.422315134,-3.207686282,-3.190261107
11.67768,14.04348,1.202591611,5446.03,0.8317,2.362871356,8.078073541,0.60085155,-3.311958349,-3.316911658
20.32761,24.73465,1.216800696,5451.19,0.89958,4.235151218,5.677204851,0.52966947,-2.962972098,-3.058137099
10.6982,15.12403,1.413698566,4763.18,0.83752,2.072725563,7.47993943,0.501760805,-3.249119467,-3.263445258
11.92958,19.20031,1.609470744,4571.3,0.84456,2.306790961,7.664523457,0.476804401,-3.251439865,-3.197859393
9.30752,10.98905,1.180663592,4534.43,0.82076,1.685726492,6.941512654,0.385114202,-3.182334912,-3.212498422
14.05074,17.64079,1.255506116,5484.56,0.87234,2.623681527,5.750001337,0.417314726,-3.066401965,-3.009321625
14.48778,21.32562,1.471972932,6124.97,0.90946,4.068207539,4.576406926,0.44687476,-2.886170593,-2.864533541
10.68538,15.66948,1.466441062,3908.8,0.80064,1.756721769,8.905898692,0.494493241,-3.426154877,-3.411748836
18.90421,23.63574,1.25028975,6069.97,0.91592,5.063772619,5.382449824,0.581979245,-2.889683434,-2.868750989
12.47082,15.33586,1.229739504,4746.05,0.83748,1.986065197,7.20369279,0.460929948,-3.17480476,-3.203327508
15.25055,17.25693,1.131561157,5058.79,0.86276,2.511732442,6.656683317,0.423515565,-3.105859432,-3.105219665
16.22087,20.37933,1.256364794,5909.24,0.90788,4.096044178,5.707604712,0.547270339,-2.942601209,-2.954857119
15.11992,18.14271,1.199921031,6054.5,0.88042,3.21289508,5.48941124,0.465857834,-3.024284333,-3.023246458
17.86469,19.80907,1.10883928,6262.72,0.91098,4.446602984,4.406716786,0.470604685,-2.914926764,-2.938467559
16.85662,20.27083,1.202544164,5900.65,0.8956,3.960203405,6.568826256,0.618852968,-3.06597356,-3.045560033
11.42473,15.07627,1.319617181,4680.48,0.84458,2.007611323,6.595413229,0.416137341,-3.130556011,-3.147800891
10.2182,12.91531,1.263951577,4589.75,0.83784,2.066719948,7.411629074,0.445759992,-3.24018131,-3.277500976
8.55869,12.85402,1.501867692,5092.58,0.81116,1.984265991,8.300230657,0.583027243,-3.381393069,-3.419709903
26.04217,28.19967,1.082846399,4915.15,0.8956,3.882619684,6.091012177,0.523191678,-2.960146693,-2.93937225
31.26144,34.58791,1.106408086,7796.73,0.9486,8.609313596,3.468546812,0.697252081,-2.6119274,-2.550171704
10.82186,12.89297,1.191382073,4753.52,0.81246,1.906744458,8.46842541,0.515690795,-3.363484549,-3.365173688
10.39869,14.3225,1.377336953,5060.88,0.84874,2.09677778,6.735438076,0.423148316,-3.195097278,-3.19789465
14.31862,20.6313,1.440872095,5471.45,0.89088,3.193610485,5.817643058,0.470203906,-2.985863657,-3.044739951
26.84589,28.96644,1.078989745,6480.35,0.93388,5.829062923,3.763763279,0.525582515,-2.704714631,-2.695308471
11.00904,14.11647,1.282261669,4592.15,0.82654,1.880560068,6.768348992,0.382862507,-3.217168675,-3.193016423
11.29465,14.04508,1.243516178,5562.51,0.87408,2.795928682,6.005872481,0.455907481,-3.111978416,-3.088698914
17.3473,20.08507,1.157821102,5776.21,0.89752,3.891938771,6.130673589,0.576724127,-3.035672487,-3.002872105
22.92027,26.4844,1.155501222,6257.47,0.94492,6.817948958,3.982746167,0.57930572,-2.635745446,-2.705723549
20.81038,26.76624,1.2861966,6583.59,0.92632,6.054379085,5.50917921,0.662940663,-2.846826857,-2.805113042
9.2436,13.35802,1.44511013,4245.08,0.8258,1.735274958,6.831005754,0.355078343,-3.193136746,-3.23466702
18.98454,22.16384,1.167467845,6922.48,0.92552,5.805363023,4.776668129,0.623173925,-2.858012681,-2.830180056
8.59858,12.33921,1.435028807,2802.74,0.73496,1.018397274,10.17920997,0.45770124,-3.528817198,-3.509222597
20.48459,27.40823,1.337992608,6548.84,0.93588,6.362764894,4.291294422,0.599611234,-2.726526298,-2.769573725
13.44426,16.30762,1.212980112,4259.47,0.8153,1.751702178,8.331170214,0.434627376,-3.385293112,-3.42607875
6.91923,14.25935,2.060829023,3279.8,0.71174,1.219292415,11.92917136,0.808557102,-3.660821503,-3.67884961
19.65678,25.65252,1.305021474,6381.24,0.9325,6.114473434,4.358859902,0.595196544,-2.742089792,-2.730566033
22.14446,24.58519,1.110218538,5918.59,0.91982,5.125916019,4.481893021,0.520910094,-2.814836541,-2.960292301
9.49631,13.8011,1.453311865,4126.22,0.8084,1.622280062,7.75795971,0.396896265,-3.354175609,-3.332242776
5.37841,8.5162,1.583404761,1989.53,0.6724,0.657398174,9.847402088,0.297428183,-3.667585519,-3.672174613
21.42141,25.65605,1.197682599,6227,0.92328,5.234636776,5.201413243,0.592856865,-2.815948134,-2.880310759
21.72513,25.07508,1.154197006,6891.12,0.92328,5.588388393,4.223509602,0.561322714,-2.809962232,-2.776742434
20.85796,24.90813,1.194178625,5388.5,0.90856,4.481006915,5.028314715,0.49699006,-2.871980806,-2.83983926
11.05166,15.55354,1.40734876,4746.12,0.84236,2.140082467,6.911701798,0.426713393,-3.22273084,-3.199726534
16.3004,18.29049,1.122088415,5671.12,0.8713,3.234884628,7.649938825,0.635896375,-3.2024589,-3.250009689
10.02544,14.90171,1.486389625,4002.95,0.80058,1.642296236,9.130936113,0.499027177,-3.430749358,-3.401346035
7.1604,9.70064,1.354762304,2997.17,0.7398,0.995894191,9.489594431,0.514509934,-3.374154678,-3.373024392
11.03067,15.07548,1.366687608,5198.9,0.8449,2.197324928,6.766045169,0.445040531,-3.2202325,-3.154023157
6.24572,8.85441,1.417676425,2417.3,0.68736,0.795709356,11.70717898,0.509983547,-3.645276516,-3.677823534
8.6935,12.90646,1.484610341,4163,0.80356,1.651933656,7.766333287,0.407943293,-3.3745278,-3.354104541
11.44044,14.99033,1.310293136,3755,0.80006,1.597713843,8.281806482,0.462887861,-3.286584975,-3.332132674
12.1058,20.37315,1.682924714,5240.81,0.87256,2.751218651,6.003268849,0.416327273,-3.099984896,-3.096640717
25.11728,28.62824,1.139782652,5319.76,0.9125,4.188181297,6.065667078,0.569512241,-2.917374732,-2.940166328
5.4691,12.18771,2.228467207,2359.97,0.678,0.985293263,13.02588303,0.673910497,-4.162513129,-4.173853141
20.97612,25.50685,1.215994664,6135.85,0.9368,6.128323215,4.567468324,0.590699758,-2.72446135,-2.807461545
22.41965,28.0857,1.252726961,6817.79,0.9468,8.022097201,3.723510165,0.680386444,-2.628842707,-2.619784404
23.25171,26.73724,1.149904244,6012.05,0.93196,6.197531521,4.463125525,0.575620975,-2.74781348,-2.727073828
15.83507,17.46831,1.103140687,3527.72,0.81522,2.055148838,9.139229112,0.478706674,-3.318509829,-3.315639461
11.92441,16.97215,1.42331151,4072.1,0.80422,1.74043079,9.368967275,0.606267371,-3.4165336,-3.421979223
