PLD,LCD,ASA,Porosity,Density,Pore volume,C%,H%,N%,O%,Halogen%,Metal%,Qst CO2,N1bar_CO2
25.23708,28.32546,6497.09,0.93424,0.15569,6.000642302,53.23741007,30.21582734,2.158273381,8.633093525,2.877697842,2.877697842,9.55491394,1.098432221
22.06863,25.72801,6599.05,0.93064,0.166788,5.579777922,52.10084034,28.57142857,2.521008403,13.44537815,0,3.361344538,7.52290752,0.813533207
15.59752,20.69335,5465.16,0.9023,0.258536,3.490036204,51.68539326,20.2247191,3.370786517,20.2247191,0,4.494382022,9.065773649,0.833796719
16.71748,20.52068,6178.6,0.9155,0.205195,4.461609688,52.87356322,25.28735632,3.448275862,13.79310345,0,4.597701149,7.563628627,0.738839835
26.58185,31.11101,7606.86,0.9555,0.100406,9.516363564,58.59375,28.90625,0,9.375,0,3.125,5.322528791,0.951905532
10.49795,12.98846,3729.39,0.79792,0.53104,1.502561012,54.32098765,7.407407407,18.51851852,14.81481481,0,4.938271605,12.6123918,0.851375274
19.46941,23.48439,6593.56,0.92652,0.177551,5.218331634,58.16326531,25.51020408,0,12.24489796,0,4.081632653,7.650821763,0.850387668
8.62884,14.31456,4610.46,0.81516,0.455139,1.791013295,52.89256198,24.79338843,0,11.57024793,7.438016529,3.305785124,27.97689372,2.956056379
8.87612,10.64214,3594.07,0.78762,0.593178,1.327797052,39.68253968,34.92063492,0,19.04761905,0,6.349206349,14.28462073,1.091265681
12.40234,14.48294,4142.07,0.8349,0.48408,1.724714923,48.4375,17.1875,0,18.75,9.375,6.25,16.22725032,1.559278256
11.31288,13.23855,3143.57,0.8304,0.590577,1.406082526,50,13.41463415,0,14.63414634,17.07317073,4.87804878,18.22189574,1.157803254
13.10949,16.65295,4225.25,0.83586,0.417051,2.004215312,59.13978495,2.150537634,21.50537634,12.90322581,0,4.301075269,14.80812613,0.760712363
16.5673,20.88805,4811.91,0.89716,0.292178,3.070593953,52.67857143,8.035714286,0,10.71428571,25,3.571428571,19.78982859,1.904019008
26.50331,28.63151,6770.5,0.93146,0.16639,5.598052768,55.85585586,23.42342342,2.702702703,10.81081081,3.603603604,3.603603604,10.22558236,1.129731479
24.1918,28.5459,6653.25,0.93248,0.157659,5.914537071,52.55474453,32.11678832,3.649635036,8.759124088,0,2.919708029,7.910177085,0.935899774
21.15183,25.90395,6845.69,0.93818,0.150079,6.251241013,57.29166667,26.04166667,0,12.5,0,4.166666667,6.719236183,0.79586091
19.09956,22.06123,6392.73,0.90376,0.243547,3.710823783,55.12820513,24.35897436,0,15.38461538,0,5.128205128,8.344360149,0.785046053
26.5429,29.10999,7207.87,0.94326,0.131473,7.17455295,57.6,27.2,2.4,9.6,0,3.2,6.764347887,0.918622524
12.22152,14.37488,3989.61,0.83808,0.475217,1.763573273,48.61111111,15.27777778,0,16.66666667,13.88888889,5.555555556,20.07172933,2.148324496
6.20961,10.29122,2672.66,0.7165,0.83991,0.853067591,42.85714286,9.523809524,4.761904762,33.33333333,0,9.523809524,25.80902727,3.027106694
11.18777,18.95079,5625.12,0.87032,0.299706,2.903912501,56.15384615,30,0,10.76923077,0,3.076923077,13.23488666,1.273451518
21.91805,25.95427,6490.87,0.92694,0.17258,5.371074284,53.27868852,30.32786885,0,9.836065574,0,3.278688525,7.800144696,0.826779847
19.37373,24.93812,6834.86,0.9354,0.154775,6.043611694,54.73684211,25.26315789,3.157894737,12.63157895,0,4.210526316,6.352263826,0.777532549
19.43056,23.24373,6125.32,0.91446,0.222513,4.109692467,55.95238095,20.23809524,0,14.28571429,4.761904762,4.761904762,11.92038421,1.155007774
21.99837,24.69379,6464.44,0.91898,0.196758,4.670610598,53.33333333,28.57142857,2.857142857,11.42857143,0,3.80952381,7.691670825,0.797338559
6.48935,11.28012,3095.63,0.72502,0.679998,1.066209018,55.31914894,6.382978723,17.0212766,17.0212766,0,4.255319149,22.99285599,1.557413846
16.14714,18.96353,4803.26,0.85492,0.378913,2.256243518,42.06349206,16.66666667,9.523809524,28.57142857,0,3.174603175,11.26820275,0.700710907
19.33084,22.37393,6212.71,0.91306,0.219811,4.153841255,54.65116279,24.41860465,0,13.95348837,0,4.651162791,8.163136265,0.764593974
19.43271,21.77625,6317.76,0.91152,0.213999,4.259459156,54.44444444,27.77777778,0,13.33333333,0,4.444444444,7.879047332,0.768738818
20.52719,25.73202,7128.51,0.94172,0.137702,6.83882587,56.84210526,23.15789474,3.157894737,12.63157895,0,4.210526316,5.946288866,0.785311077
17.28216,19.40742,5528.12,0.87972,0.295919,2.972840541,55,29,0,12,0,4,10.28802934,1.044725859
21.63381,25.68519,4764.06,0.9204,0.236379,3.893746906,53.91304348,22.60869565,2.608695652,10.43478261,6.956521739,3.47826087,8.658974448,0.637159766
10.07391,11.60141,3624.29,0.7977,0.576196,1.384424744,39.68253968,34.92063492,0,19.04761905,0,6.349206349,14.63693967,1.113942277
16.42033,19.0028,5256.15,0.87812,0.312207,2.812621114,46.01769912,24.77876106,4.424778761,21.23893805,0,3.539823009,10.44371758,0.80222058
17.63613,21.70216,6120.14,0.90992,0.216551,4.201873923,52.88461538,31.73076923,0,11.53846154,0,3.846153846,8.604317523,0.831480649
14.4513,17.69342,4473.28,0.83426,0.406293,2.053345738,61.11111111,3.968253968,19.04761905,9.523809524,3.174603175,3.174603175,16.91759791,1.22674483
15.81088,18.45842,5464.78,0.86364,0.316181,2.731473428,44.60431655,37.41007194,3.597122302,11.51079137,0,2.877697842,11.74878039,0.973188354
15.30087,19.57348,5470.07,0.88884,0.278669,3.189590518,48.41269841,29.36507937,0,9.523809524,0,3.174603175,10.97447474,0.866827103
16.07587,23.29068,5950.41,0.9103,0.218391,4.16821206,57.39130435,26.08695652,2.608695652,10.43478261,0,3.47826087,9.474714265,1.017251028
11.63652,15.4719,3387.12,0.8446,0.565223,1.49427748,35.71428571,7.142857143,0,42.85714286,0,14.28571429,10.37893495,0.517678587
9.62964,13.78899,4445.03,0.82704,0.45045,1.836030636,45.45454545,25,0,15.90909091,0,4.545454545,18.24155469,1.237441534
11.27528,12.61517,4565.61,0.82596,0.424089,1.947610054,50.92592593,26.85185185,7.407407407,11.11111111,0,3.703703704,12.16854209,0.818115344
14.81982,19.17614,4943.56,0.87922,0.314976,2.79138728,40.87591241,16.05839416,10.94890511,29.19708029,0,2.919708029,10.5304855,0.634134467
17.67618,21.52646,6095.09,0.9128,0.205605,4.439580749,52.67857143,33.03571429,0,10.71428571,0,3.571428571,8.467652486,0.843167664
13.94699,18.40197,4573,0.83508,0.402217,2.076192702,59.2,4.8,21.6,11.2,0,3.2,12.5438038,0.773393367
11.08949,14.28103,3625.82,0.83434,0.524675,1.590203459,47.87234043,28.72340426,0,12.76595745,6.382978723,4.255319149,11.74860802,0.727388587
22.43015,23.77831,6229.02,0.9107,0.211613,4.303610837,56.25,25.89285714,3.571428571,10.71428571,0,3.571428571,8.928400734,0.829395573
26.57669,29.39421,6419.44,0.92816,0.17258,5.37814347,55.83333333,25.83333333,0,10,5,3.333333333,16.72823605,1.751865807
10.75074,14.01078,3921.07,0.84668,0.470519,1.799459746,46.59090909,23.86363636,0,20.45454545,4.545454545,4.545454545,12.43434388,0.692437704
8.47806,9.56369,3077.52,0.7884,0.739376,1.06630456,30.3030303,21.21212121,0,36.36363636,0,12.12121212,12.92095596,0.672384123
28.01826,29.80435,6878.27,0.92986,0.160468,5.794675574,56.03448276,28.44827586,0,12.06896552,0,3.448275862,7.683453134,0.870351694
10.57428,12.27271,4650.06,0.8419,0.434478,1.937727572,46.96969697,28.78787879,0,18.18181818,0,6.060606061,10.26891253,0.81840349
10.26181,12.0695,5090.72,0.85818,0.382005,2.246515098,45.07042254,28.16901408,4.225352113,16.90140845,0,5.633802817,10.02559255,0.754247844
21.37691,25.72883,6510.62,0.92776,0.171552,5.408039545,52.03252033,32.5203252,2.43902439,9.756097561,0,3.25203252,8.140378521,0.924282713
11.44254,14.17323,3998.48,0.8438,0.448122,1.88296937,44.70588235,16.47058824,3.529411765,14.11764706,9.411764706,4.705882353,15.7858977,1.294512188
11.62517,14.1624,4653.93,0.84096,0.387183,2.171996188,43.51851852,37.96296296,3.703703704,11.11111111,0,3.703703704,11.94543219,0.951115905
29.7526,31.46845,3388.73,0.85482,0.462918,1.846590541,37.73584906,22.64150943,0,32.0754717,0,7.547169811,14.15049507,1.025770321
18.3089,22.13011,5940.94,0.92322,0.196369,4.701454914,53.46534653,21.78217822,2.97029703,17.82178218,0,3.96039604,8.188648018,0.845891628
11.91485,14.86072,3297.46,0.80838,0.562743,1.436499432,47.16981132,13.20754717,9.433962264,22.64150943,0,7.547169811,14.49820484,0.959788247
16.74796,20.58132,5037.66,0.89058,0.297,2.998585859,50.57471264,20.68965517,3.448275862,13.79310345,0,4.597701149,9.600413687,0.828325384
15.20644,17.98123,4358.4,0.86866,0.366395,2.370829296,42.1686747,26.5060241,0,14.45783133,0,4.819277108,11.92085764,0.786440776
9.4926,11.16269,3049.37,0.78912,0.744759,1.059564235,42.59259259,20.37037037,0,22.22222222,7.407407407,7.407407407,13.79617931,0.897805129
17.62117,21.12561,6060.51,0.90582,0.230094,3.936738898,53.125,30.20833333,0,12.5,0,4.166666667,8.313384944,0.783824476
16.4628,22.02037,5924.76,0.91204,0.216166,4.219164901,47.65625,30.46875,0,18.75,0,3.125,8.93950777,0.784207134
11.38014,12.7119,4728.42,0.85802,0.418433,2.050555286,50,16.66666667,0,25.92592593,0,7.407407407,10.54861769,0.74274342
11.93343,15.15336,4291.25,0.84094,0.404381,2.079573472,54.73684211,12.63157895,15.78947368,12.63157895,0,4.210526316,10.87320075,0.755531353
14.92491,17.60901,4669.6,0.88168,0.348777,2.527918985,47.61904762,19.04761905,0,26.98412698,0,6.349206349,11.12302507,0.846275897
11.82977,14.60798,4814.49,0.84382,0.379824,2.221607903,49.03846154,35.57692308,0,11.53846154,0,3.846153846,11.04811179,0.960470911
18.23089,21.3138,5082.69,0.8741,0.311779,2.803588439,58.47457627,24.57627119,3.389830508,10.16949153,0,3.389830508,11.3952833,1.108720016
17.40157,18.41707,5935.92,0.91634,0.231924,3.951035684,51.72413793,20.68965517,0,20.68965517,0,6.896551724,7.881187837,0.666806126
26.46835,28.51482,7123.38,0.93076,0.160504,5.798983203,55.08474576,29.66101695,1.694915254,10.16949153,0,3.389830508,7.075394842,0.849532032
13.77235,15.61674,4954.37,0.86604,0.348956,2.481802863,50.60240964,26.5060241,3.614457831,14.45783133,0,4.819277108,10.35851603,0.88711922
12.64741,15.14773,5291.31,0.86588,0.335333,2.582149684,46.15384615,32.96703297,3.296703297,13.18681319,0,4.395604396,10.78817916,0.859247539
10.93492,13.63539,4565.51,0.83978,0.426652,1.968302035,51.76470588,14.11764706,10.58823529,14.11764706,4.705882353,4.705882353,17.86915034,1.326486221
14.25359,18.91839,4824.93,0.87692,0.330796,2.650938947,42.10526316,10.52631579,11.27819549,27.06766917,6.015037594,3.007518797,18.58091593,1.175435668
21.87894,23.38605,5120.36,0.90574,0.259847,3.485666565,51.75438596,30.70175439,0,10.52631579,3.50877193,3.50877193,10.41510567,0.779052509
13.26005,20.59075,6066.2,0.88942,0.248006,3.586284203,55.63380282,31.69014085,0,9.85915493,0,2.816901408,12.26086549,1.102833351
27.08993,30.47223,7436.5,0.95274,0.108083,8.814892259,56.48854962,29.00763359,2.290076336,9.160305344,0,3.053435115,5.583120208,0.92081618
12.1463,14.62683,4398.97,0.84652,0.416878,2.030618071,46.42857143,25,0,16.66666667,0,4.761904762,10.63309614,0.767136788
11.71452,13.61606,4416.07,0.83096,0.466466,1.781394571,46.96969697,28.78787879,0,18.18181818,0,6.060606061,12.25888593,0.964531337
27.48589,30.29303,7092.33,0.9435,0.128427,7.346585998,57.93650794,29.36507937,0,9.523809524,0,3.174603175,7.100094489,0.94585238
21.74773,25.90871,6377.95,0.92564,0.175312,5.279958018,48.0620155,34.10852713,5.426356589,9.302325581,0,3.100775194,8.415111906,0.912781795
15.77957,20.46736,5329.93,0.8987,0.266302,3.374739957,49.5049505,21.78217822,2.97029703,17.82178218,0,3.96039604,11.00669294,0.887652996
10.56936,14.10966,5037.66,0.83936,0.384597,2.182440321,56.77966102,27.96610169,0,11.86440678,0,3.389830508,14.45918599,1.562899527
27.00872,28.93976,5718.07,0.92706,0.19622,4.724594843,57.01754386,25.43859649,0,10.52631579,3.50877193,3.50877193,9.838255949,0.835491477
18.13879,21.50117,5238.42,0.89312,0.264078,3.382031067,53.78787879,25,3.03030303,15.15151515,0,3.03030303,10.4983557,0.967729284
24.7549,28.20395,6803.91,0.93394,0.148054,6.3081038,54.22535211,34.50704225,0,8.450704225,0,2.816901408,7.517736377,0.924004979
16.64471,21.23369,5322.9,0.9044,0.254684,3.551067205,53.125,21.875,0,18.75,0,4.166666667,9.328447785,0.86067347
14.29428,21.87942,4616.79,0.88606,0.312589,2.83458471,47.61904762,14.96598639,2.040816327,8.163265306,24.48979592,2.721088435,19.53984578,2.295205211
15.03675,19.89397,3025.16,0.88156,0.476362,1.85060941,52.25225225,9.009009009,2.702702703,10.81081081,21.62162162,3.603603604,11.61074492,0.493273854
16.97345,20.66765,5765.82,0.89622,0.257211,3.48437664,41.86046512,32.55813953,11.62790698,10.85271318,0,3.100775194,10.09329453,0.898349093
13.73591,16.38727,5611.9,0.89304,0.283879,3.14584735,55.38461538,9.230769231,10.76923077,18.46153846,0,6.153846154,8.631010512,0.632862554
14.3875,18.44957,4877.23,0.87996,0.326387,2.696063262,37.6344086,34.40860215,10.75268817,12.90322581,0,4.301075269,11.68438538,0.856066654
16.40615,20.19866,5633.15,0.8958,0.266185,3.365328625,46.15384615,27.35042735,2.564102564,20.51282051,0,3.418803419,9.784177119,0.804876613
16.97104,20.31303,5765.05,0.8994,0.253034,3.554463037,47.4137931,28.44827586,0,20.68965517,0,3.448275862,9.212514096,0.750334606
11.22128,13.36546,3971.29,0.8316,0.479575,1.734035344,45.36082474,16.49484536,3.092783505,12.37113402,18.55670103,4.12371134,16.7804577,1.968987029
15.87599,16.78369,3175.21,0.83222,0.536398,1.551497209,41.66666667,14.58333333,0,25,10.41666667,8.333333333,19.70930233,2.098901173
16.72692,21.13332,5583.9,0.90686,0.229121,3.957995993,54.05405405,27.02702703,2.702702703,10.81081081,0,3.603603604,9.308950556,0.94820261
7.87527,13.95218,2454.28,0.77586,0.836267,0.927765893,48.14814815,3.703703704,0,25.92592593,14.81481481,7.407407407,22.35912244,1.023160712
20.27434,25.63032,7053.73,0.94104,0.136858,6.876032092,58.16326531,25.51020408,0,12.24489796,0,4.081632653,6.08047063,0.815974449
16.92963,20.10816,5059.76,0.8961,0.269543,3.32451594,55.23809524,13.33333333,10.47619048,11.42857143,0,3.80952381,10.09451224,0.790742543
21.98918,25.22186,5910.82,0.91242,0.217576,4.193569144,52.25225225,25.22522523,2.702702703,10.81081081,5.405405405,3.603603604,18.51003286,1.522772534
14.52358,19.51283,5369.28,0.8847,0.293687,3.012390743,42.53731343,18.65671642,8.955223881,26.86567164,0,2.985074627,9.853637566,0.657517407
19.3891,24.53408,6822.93,0.93296,0.165132,5.649783204,53.93258427,24.71910112,3.370786517,13.48314607,0,4.494382022,6.427086983,0.752504528
13.29258,15.50154,4548.68,0.85574,0.389684,2.195984439,43.01075269,17.20430108,9.677419355,25.80645161,0,4.301075269,10.96942801,0.74448557
15.59756,18.14275,3720.55,0.86164,0.479051,1.798639393,50.96153846,20.19230769,0,13.46153846,11.53846154,3.846153846,12.30549263,0.651468228
24.44442,26.84576,6235.7,0.91852,0.19472,4.717132293,52.71317829,29.45736434,2.325581395,9.302325581,3.100775194,3.100775194,12.14961156,1.252477122
17.56256,21.00618,5960.75,0.90626,0.232664,3.89514493,51.61290323,27.95698925,3.225806452,12.90322581,0,4.301075269,8.383034796,0.764092081
26.43899,28.62178,6837.42,0.931,0.160985,5.783147498,54.7008547,29.05982906,2.564102564,10.25641026,0,3.418803419,8.050982317,0.894374189
24.02461,27.50304,3262.75,0.84068,0.409825,2.051314585,45.97701149,29.88505747,8.045977011,9.195402299,0,2.298850575,16.62082326,0.921977775
29.09948,31.5638,4777.85,0.89668,0.261798,3.425083461,46.91358025,32.09876543,8.641975309,9.87654321,0,2.469135802,9.937511645,0.844956788
37.58527,40.87415,3559.12,0.9564,0.152698,6.263343331,53.33333333,18.66666667,4,10.66666667,10.66666667,2.666666667,7.766181727,0.607804084
11.71093,19.55677,4578.5,0.86904,0.371674,2.338178081,51.11111111,24.44444444,0,15.55555556,4.444444444,4.444444444,16.26452329,1.134865418
33.26008,40.4499,4827.72,0.93376,0.170812,5.466594853,50.92592593,27.77777778,6.481481481,7.407407407,5.555555556,1.851851852,18.24431041,1.470383423
19.27005,20.84026,2393.68,0.78264,0.614745,1.273113242,44.04761905,22.61904762,8.333333333,9.523809524,10.71428571,2.380952381,29.42714093,1.935277038
40.27187,45.93717,4197.12,0.96824,0.108077,8.958797894,55.31914894,19.14893617,3.191489362,11.70212766,8.510638298,2.127659574,11.86628746,0.993341218
34.30052,38.28348,3844.84,0.94768,0.166018,5.708296691,51.08695652,19.56521739,11.95652174,8.695652174,6.52173913,2.173913043,14.77438113,0.812902736
38.94432,46.00985,4780.07,0.96096,0.105064,9.146425036,47.11538462,23.07692308,6.730769231,7.692307692,7.692307692,1.923076923,7.308705284,0.983561047
10.61705,15.38008,4835.87,0.82286,0.40412,2.036177373,44.26229508,40.98360656,0,11.47540984,0,3.278688525,16.48896264,1.509503715
34.16756,38.04426,4363.1,0.94396,0.150573,6.269118633,42.45283019,18.86792453,12.26415094,18.86792453,5.660377358,1.886792453,9.740276472,0.902446343
21.64681,23.72432,2325.46,0.81182,0.578566,1.403158844,45.12195122,20.73170732,8.536585366,9.756097561,13.41463415,2.43902439,33.10481764,1.672398497
24.51849,28.65973,2256.22,0.80716,0.538338,1.499355424,43.02325581,19.76744186,10.46511628,13.95348837,10.46511628,2.325581395,33.84802548,1.603767883
34.10503,38.48573,3921.47,0.94836,0.162315,5.842713243,50,22.22222222,10,8.888888889,6.666666667,2.222222222,14.53513125,0.833067649
30.32085,31.22149,3444.35,0.87546,0.352893,2.48080863,46.31578947,32.63157895,7.368421053,8.421052632,3.157894737,2.105263158,12.62286832,0.8084446
31.48256,35.46368,4396.81,0.90456,0.241056,3.752489048,50.50505051,30.3030303,9.090909091,8.080808081,0,2.02020202,22.14179748,1.370782401
31.51019,37.43248,4993.61,0.9436,0.132484,7.122369494,48.18181818,32.72727273,10,7.272727273,0,1.818181818,16.20907884,1.108797104
33.57233,35.89518,2836.98,0.87984,0.393303,2.237053874,47.11538462,23.07692308,6.730769231,7.692307692,7.692307692,1.923076923,17.63854448,0.69892402
27.30067,29.95727,3704.78,0.86268,0.335627,2.570353398,56.25,16.07142857,18.75,7.142857143,0,1.785714286,18.81342268,0.886306364
30.54052,34.22639,4671.06,0.90964,0.229279,3.967393438,52.08333333,22.91666667,11.45833333,11.45833333,0,2.083333333,24.11659277,1.133458285
34.30355,36.6978,3932.18,0.8898,0.287053,3.099776,50.66666667,26.66666667,9.333333333,10.66666667,0,2.666666667,13.37284866,1.034755732
39.56575,44.62964,2754.44,0.95186,0.192702,4.939543959,50,12.24489796,7.142857143,8.163265306,20.40816327,2.040816327,11.30194921,0.524571149
29.38648,30.76996,3421.35,0.8608,0.350679,2.454666518,47.77777778,25.55555556,11.11111111,8.888888889,0,2.222222222,12.96357578,0.799313683
30.93895,36.47714,4518.24,0.94526,0.15023,6.292085469,46.73913043,19.56521739,9.782608696,8.695652174,13.04347826,2.173913043,32.42124474,1.749924762
23.73271,25.12034,2931.05,0.82528,0.480659,1.716976068,46.42857143,20.23809524,10.71428571,9.523809524,10.71428571,2.380952381,22.86687183,1.679813632
25.40334,31.31604,6290.24,0.94884,0.128802,7.366655797,56,26.66666667,4,10.66666667,0,2.666666667,7.019075072,0.898609646
27.21709,30.94397,3676.24,0.86474,0.342996,2.521137273,48.88888889,24.44444444,12.22222222,8.888888889,0,2.222222222,20.18219747,0.809396721
33.09194,37.51237,4550.9,0.94694,0.142159,6.661132957,42.15686275,21.56862745,12.74509804,21.56862745,0,1.960784314,13.51562697,0.821337179
32.75663,37.16115,4711.46,0.90978,0.222791,4.083558133,51.48514851,31.68316832,6.930693069,7.920792079,0,1.98019802,24.11634073,1.55221153
38.04667,44.75881,5705.64,0.96942,0.0811065,11.95243291,53.06122449,26.53061224,3.06122449,12.24489796,0,2.040816327,13.40305091,1.400885743
9.37787,15.86037,3930.4,0.83188,0.489989,1.697752399,48.7804878,7.317073171,0,19.51219512,19.51219512,4.87804878,32.7209142,3.467688721
24.47676,28.44483,4940.17,0.9236,0.194049,4.75962257,50,24.48979592,15.30612245,8.163265306,0,2.040816327,17.33610767,0.993345702
31.36875,36.81142,4809.11,0.95096,0.135008,7.043730742,47.72727273,22.72727273,7.954545455,12.5,6.818181818,2.272727273,20.08983471,1.253908231
10.10065,15.11852,4022.56,0.82966,0.490209,1.692461787,48.8372093,11.62790698,0,16.27906977,18.60465116,4.651162791,32.31409337,3.147051
31.42322,33.65842,2885.02,0.8805,0.391841,2.247084915,48.19277108,19.27710843,8.43373494,9.638554217,12.04819277,2.409638554,36.50926683,0.821567231
25.76811,28.10783,3590.45,0.86636,0.362455,2.390255342,44.79166667,23.95833333,7.291666667,12.5,9.375,2.083333333,26.66040536,1.307558176
39.34474,41.98919,4189.79,0.91336,0.235173,3.883779175,48.18181818,20,6.363636364,7.272727273,16.36363636,1.818181818,16.47720494,1.559279132
30.84556,37.07235,4875.56,0.95242,0.133005,7.160783429,48.86363636,29.54545455,7.954545455,9.090909091,2.272727273,2.272727273,11.34687619,0.985409403
18.06632,19.1665,2411.05,0.77452,0.603365,1.283667432,41.09589041,31.50684932,13.69863014,10.95890411,0,2.739726027,18.39584559,0.953970166
35.03669,38.25325,4665.1,0.9471,0.137846,6.870710793,42.45283019,24.52830189,12.26415094,18.86792453,0,1.886792453,8.626716876,0.778421192
30.67827,35.18819,4439.64,0.94218,0.159745,5.898024977,43,18,13,20,4,2,11.04998854,0.833329262
39.80204,45.97636,4501.01,0.96222,0.112853,8.526312991,50,22.44897959,7.142857143,8.163265306,10.20408163,2.040816327,16.23766395,1.111704278
29.62342,31.60867,3861.1,0.88022,0.311363,2.826989719,50,22.09302326,11.62790698,9.302325581,4.651162791,2.325581395,16.71728411,1.02128162
31.86938,37.64627,5109.47,0.94944,0.12636,7.51377018,52.63157895,25.26315789,11.57894737,8.421052632,0,2.105263158,14.69331681,1.246620494
25.18671,31.35855,4478.45,0.92818,0.186436,4.978544916,42.15686275,21.56862745,12.74509804,19.60784314,0,1.960784314,9.556749963,0.674832006
24.76315,25.68864,2808.47,0.82606,0.465075,1.776186637,46.25,21.25,15,15,0,2.5,15.7663112,0.82096199
41.32298,44.64291,5056.25,0.95838,0.10246,9.353699004,50.89285714,21.42857143,13.39285714,7.142857143,0,1.785714286,12.94828605,1.01893376
16.53649,20.39452,4908.43,0.90118,0.261501,3.44618185,45.33333333,32,9.333333333,10.66666667,0,2.666666667,9.842607291,0.707825497
28.4862,30.24529,3944.63,0.87208,0.311528,2.799363139,48.95833333,29.16666667,11.45833333,8.333333333,0,2.083333333,30.48418079,0.858652514
26.8622,32.15233,5342.96,0.94852,0.131972,7.187282151,54.76190476,26.19047619,3.571428571,9.523809524,0,2.380952381,13.87449618,1.170854513
12.55372,16.20632,1701.29,0.71984,0.994813,0.723593278,50,17.0212766,7.446808511,8.510638298,12.76595745,2.127659574,21.56521819,1.105008863
22.04397,22.73883,2930.3,0.8212,0.484662,1.6943767,43.58974359,28.20512821,8.974358974,12.82051282,0,2.564102564,41.60353345,1.051365085
20.82103,22.84235,2920,0.81794,0.484283,1.688971118,40.96385542,27.71084337,14.45783133,14.45783133,0,2.409638554,15.25806436,0.893789964
34.68964,37.6833,3224.81,0.88612,0.307131,2.885153241,51.28205128,23.07692308,3.846153846,10.25641026,5.128205128,2.564102564,13.901168,1.026075083
26.24405,29.23504,2712.31,0.8328,0.461267,1.805461913,45.56962025,25.3164557,8.860759494,10.12658228,7.594936709,2.53164557,20.3024902,1.893802211
32.04673,33.97212,3511.29,0.88466,0.331294,2.670316999,52.88461538,26.92307692,6.730769231,7.692307692,3.846153846,1.923076923,19.89177595,1.158485434
38.02645,42.22554,5610.26,0.95746,0.111246,8.606691477,50.48543689,23.30097087,6.796116505,15.53398058,1.941747573,1.941747573,7.911438946,0.978009623
31.63286,35.56422,4447.02,0.89874,0.25954,3.462818833,48.19277108,31.3253012,8.43373494,9.638554217,0,2.409638554,10.99537793,0.922978645
32.99296,37.74189,4978.7,0.95238,0.1275,7.469647059,45.97701149,28.73563218,11.49425287,11.49425287,0,2.298850575,13.80828976,1.078735472
23.09253,24.44927,4367.83,0.8937,0.289318,3.088988587,56.14035088,21.05263158,5.263157895,14.03508772,0,3.50877193,8.598298781,0.64551486
37.2963,44.00818,5629.98,0.967,0.0829595,11.65629012,55.55555556,24.44444444,3.333333333,12.22222222,0,2.222222222,19.78826391,1.404288765
30.24209,32.13756,3672.37,0.87876,0.31973,2.748444,43.01075269,24.7311828,10.75268817,19.35483871,0,2.150537634,10.98791221,0.677480121
31.78102,33.49842,3882.78,0.87646,0.310308,2.824484061,49.48453608,21.64948454,18.55670103,8.24742268,0,2.06185567,12.61868511,0.782488778
37.41192,38.20734,4002.68,0.9003,0.271631,3.314422875,48.19277108,21.68674699,8.43373494,9.638554217,9.638554217,2.409638554,12.27498734,1.008205406
20.90069,22.84228,2158.22,0.77284,0.59039,1.309033012,46.59090909,29.54545455,10.22727273,9.090909091,2.272727273,2.272727273,21.20874018,1.614040862
24.76802,26.79925,2925.44,0.8273,0.448691,1.843807877,43.02325581,30.23255814,10.46511628,13.95348837,0,2.325581395,30.19029705,0.945313444
40.58596,44.17945,4578.1,0.95694,0.113003,8.468270754,50,22.80701754,2.631578947,7.01754386,15.78947368,1.754385965,33.37256535,1.736629539
24.95128,25.88067,2499.13,0.82556,0.515526,1.601393528,43.03797468,21.51898734,12.65822785,17.72151899,2.53164557,2.53164557,14.37903853,0.706157687
34.5455,42.82617,4475.9,0.95882,0.119035,8.054941824,58.33333333,16.66666667,10.18518519,7.407407407,5.555555556,1.851851852,11.1426837,0.842621844
26.29312,33.75133,5217.41,0.94668,0.149205,6.344827586,55.23809524,28.57142857,2.857142857,7.619047619,3.80952381,1.904761905,7.253602252,0.811525407
32.2573,35.24927,3817.29,0.88666,0.298464,2.97074354,50.57471264,18.3908046,12.64367816,9.195402299,6.896551724,2.298850575,19.13340792,1.254526636
19.30132,20.81668,2463.82,0.78582,0.577629,1.360423386,50.63291139,15.18987342,16.4556962,10.12658228,5.063291139,2.53164557,41.30493846,1.264167467
23.94407,28.34652,4697.93,0.94168,0.164718,5.716922255,53.33333333,16,4,10.66666667,13.33333333,2.666666667,8.630729213,0.808357084
22.85767,27.80463,4532.68,0.91254,0.215524,4.23405282,53.92156863,15.68627451,18.62745098,7.843137255,0,1.960784314,9.145962975,0.63261476
33.45003,39.11232,5052.02,0.95286,0.11943,7.978397388,52.12765957,29.78723404,7.446808511,8.510638298,0,2.127659574,17.38378365,1.372757811
42.08167,45.50777,4101.05,0.94144,0.178534,5.273169256,55,22,3,8,10,2,12.59678585,0.815166103
32.82242,35.77184,4512.59,0.92464,0.199024,4.645871855,57.14285714,13.18681319,9.89010989,8.791208791,8.791208791,2.197802198,18.76789339,1.03362812
25.49062,26.0321,2336.37,0.82292,0.54644,1.505965888,45.33333333,25.33333333,9.333333333,10.66666667,4,2.666666667,15.33438069,0.749814659
21.86554,23.43689,3489.66,0.84126,0.416929,2.017753622,46.34146341,29.26829268,8.536585366,9.756097561,0,2.43902439,14.57714255,1.042978133
