PLD,LCD,ASA,Porosity,Density,Pore volume,C%,H%,N%,O%,Halogen%,Metal%,Qst CO2,N1bar_CO2
10.57604,13.22258,6244.76,0.83656,0.356016,2.349782032,54.85232068,33.75527426,0,8.860759494,0,2.53164557,14.74486981,1.201947202
6.62157,10.42184,3793.28,0.75808,0.606287,1.250364926,44.87804878,26.34146341,3.902439024,10.24390244,0,2.926829268,18.4515142,1.323350462
7.38629,10.94309,3743.96,0.77758,0.617973,1.258275038,52.40641711,6.417112299,1.069518717,11.22994652,25.6684492,3.20855615,24.8040187,2.702730002
10.09769,14.4357,6214.86,0.85074,0.332314,2.560048629,53.55648536,31.79916318,2.510460251,9.623430962,0,2.510460251,14.49308442,1.159638655
11.57279,15.6011,6220.66,0.87734,0.278677,3.148232542,56.58536585,28.29268293,0,10.24390244,1.951219512,2.926829268,14.83901194,1.166854321
10.76554,15.19075,6157.9,0.86534,0.301873,2.866569716,52.21674877,31.5270936,2.955665025,10.34482759,0,2.955665025,13.750721,1.062990143
9.94447,12.53714,4298.35,0.81746,0.460689,1.77442917,41.70212766,32.34042553,12.76595745,8.936170213,1.70212766,2.553191489,18.23162019,1.199124042
11.18435,14.69009,6126.09,0.86752,0.291137,2.97976554,54.02843602,30.33175355,2.843601896,9.952606635,0,2.843601896,16.10283591,1.160215673
10.72403,14.88328,5866.45,0.8655,0.307315,2.816328523,53.14009662,25.12077295,4.830917874,14.00966184,0,2.898550725,15.61211475,1.005298006
9.16945,11.09041,3172.45,0.7542,0.692053,1.089800926,43.67816092,4.597701149,11.49425287,33.33333333,0,6.896551724,19.21664344,1.276869299
9.09558,16.03929,4467.8,0.82616,0.431942,1.9126642,43.39622642,32.0754717,7.547169811,13.20754717,0,3.773584906,18.7626352,1.701190788
10.99131,14.01656,4831.21,0.85212,0.390242,2.183568145,52.63157895,8.421052632,6.315789474,26.31578947,0,6.315789474,13.38003445,0.800593015
10.23376,12.44887,4636.22,0.82378,0.428329,1.923241247,41.70212766,30.63829787,12.76595745,8.936170213,3.404255319,2.553191489,20.41340658,1.708368129
11.63304,14.12623,4902.04,0.85692,0.38139,2.24683395,55.17241379,4.597701149,6.896551724,26.43678161,0,6.896551724,12.53008079,0.790143198
12.66181,14.11068,4106.03,0.82386,0.432605,1.904416269,52.55474453,27.73722628,0,15.32846715,0,4.379562044,17.05958449,1.307528387
12.72141,14.69073,3801.1,0.8174,0.475688,1.718353206,52.55474453,18.97810219,0,15.32846715,8.759124088,4.379562044,25.29985432,2.401161045
12.67012,14.88775,4684.29,0.84136,0.382381,2.20031853,53.33333333,26.66666667,3.636363636,12.72727273,0,3.636363636,16.61004141,1.450777758
10.00357,12.57706,4260.23,0.82216,0.468518,1.754809847,46.44549763,24.64454976,2.843601896,21.32701422,1.895734597,2.843601896,19.08950069,1.109280818
8.11443,11.16373,4434,0.79204,0.510341,1.55198191,44.87804878,26.34146341,3.902439024,21.95121951,0,2.926829268,19.67381975,1.378674362
11.23814,14.0973,5120.75,0.84412,0.370788,2.276556954,54.54545455,19.58041958,6.993006993,14.68531469,0,4.195804196,15.52304073,1.105921674
9.6432,10.92789,1853.43,0.73826,1.01546,0.727020267,51.96850394,7.874015748,0,16.53543307,18.8976378,4.724409449,25.69772365,0.966341327
11.58191,13.47969,3741.92,0.79156,0.494964,1.599227419,46.06060606,33.93939394,3.636363636,12.72727273,0,3.636363636,20.45068201,1.81939095
9.82289,11.85305,3602.24,0.79454,0.554538,1.43279631,53.16455696,12.65822785,0,26.58227848,0,7.594936709,17.58265796,1.149715252
7.08346,11.85876,4670.08,0.7848,0.497922,1.576150481,56.68449198,28.87700535,0,11.22994652,0,3.20855615,16.66242167,1.841547712
8.1238,11.09973,2844.38,0.74178,0.718505,1.032393651,44.03669725,20.18348624,0,19.26605505,11.00917431,5.504587156,28.42436778,3.146249829
10.34674,12.71299,4624.06,0.8228,0.43241,1.902823709,47.88732394,27.23004695,0,22.0657277,0,2.816901408,17.40653976,1.141086346
6.0928,9.76056,3565.68,0.73654,0.642672,1.146058954,48.34123223,25.59241706,1.895734597,9.952606635,0,2.843601896,20.90675729,1.485874701
6.9522,9.65115,2962.22,0.7061,0.688741,1.025203959,62.12765957,3.404255319,22.9787234,8.936170213,0,2.553191489,19.83460965,0.835388462
10.19492,15.16149,5919.36,0.86578,0.306757,2.822364282,56.58536585,26.34146341,0,10.24390244,3.902439024,2.926829268,17.31508141,1.401647467
8.71135,12.75058,5005.43,0.82262,0.417796,1.968951354,55.73770492,26.2295082,3.278688525,11.47540984,0,3.278688525,15.52466865,1.445000797
10.77186,13.5187,3130.59,0.81126,0.650924,1.246320615,53.03867403,15.46961326,3.314917127,11.60220994,13.25966851,3.314917127,18.6112155,0.762235519
6.67442,9.6728,4280.9,0.74518,0.557602,1.336401232,46.58634538,39.35742972,2.409638554,8.43373494,0.803212851,2.409638554,21.28825495,2.295220377
11.89233,16.68214,6737.17,0.88858,0.244842,3.629197605,59.72850679,26.24434389,1.809954751,9.502262443,0,2.714932127,15.43853123,0.98754026
9.96826,13.70374,6049.1,0.8414,0.348832,2.412049353,53.14009662,33.81642512,0,10.14492754,0,2.898550725,14.84297136,1.131125233
11.2963,13.8859,4900.31,0.83362,0.365545,2.280485303,47.50957854,39.8467433,2.298850575,8.045977011,0,2.298850575,17.18121608,1.220980787
9.96444,13.97751,4476.08,0.82018,0.422344,1.941971473,60.44444444,24,3.555555556,9.333333333,0,2.666666667,18.37152561,1.737494696
10.43191,13.59592,4257.75,0.83376,0.452561,1.84231518,54.43786982,20.1183432,0,19.52662722,2.366863905,3.550295858,17.59889275,1.230027179
4.29985,8.07644,1914.47,0.64886,0.933341,0.695201432,42.01680672,20.16806723,5.042016807,17.64705882,0,5.042016807,20.50939045,2.516960381
10.45455,14.22497,3661.46,0.8149,0.507005,1.607281979,57.81990521,22.74881517,2.843601896,9.952606635,3.791469194,2.843601896,20.80601448,1.617899109
5.45342,8.78733,2125.95,0.66926,0.924166,0.724177258,45.96273292,13.66459627,0,14.28571429,22.36024845,3.726708075,28.6333269,5.317079707
6.95641,10.69804,4170.44,0.76446,0.602938,1.267891558,52.74725275,17.58241758,0,23.07692308,0,6.593406593,11.95901745,0.995346737
11.95119,15.39612,5188.14,0.85558,0.331852,2.57819751,55.72139303,27.86069652,2.985074627,10.44776119,0,2.985074627,16.15156774,1.455083937
12.04581,15.65671,6239.11,0.87736,0.281699,3.114530048,55.27638191,26.13065327,3.015075377,10.55276382,2.010050251,3.015075377,15.07378508,1.152444533
12.28485,14.18971,3694.2,0.79136,0.506333,1.562924005,55.48387097,19.35483871,7.741935484,13.5483871,0,3.870967742,20.90273191,1.542478838
10.69021,14.9419,6827.56,0.86672,0.295582,2.932248919,57.81990521,28.43601896,0.947867299,9.952606635,0,2.843601896,13.71464093,0.99727725
12.54347,13.92519,3805.88,0.81208,0.474742,1.710571216,49.6124031,24.80620155,4.651162791,16.27906977,0,4.651162791,18.55862223,1.377341989
6.74065,10.73224,4255.11,0.75836,0.56576,1.340427036,40.55299539,33.1797235,13.82488479,9.677419355,0,2.764976959,17.50971488,1.663246789
7.29484,11.11525,4515.6,0.77828,0.534879,1.45505806,45.41062802,27.0531401,2.898550725,21.73913043,0,2.898550725,17.75102155,1.346205942
7.12749,10.80472,3635.08,0.7546,0.611245,1.234529526,44.87804878,24.3902439,3.902439024,12.19512195,0,2.926829268,23.85348585,1.455956446
11.21241,15.43407,6213.59,0.87396,0.278817,3.1345291,54.47470817,33.46303502,0,8.171206226,0,2.33463035,16.26172285,1.118992447
9.22997,15.14553,4491.55,0.83046,0.431369,1.925173112,40.81632653,30.6122449,8.163265306,16.32653061,0,4.081632653,16.64308623,1.395120363
11.96459,15.12268,6228.99,0.87978,0.276998,3.176124015,55.38461538,26.66666667,3.076923077,10.76923077,0,3.076923077,14.06327459,1.106149396
8.72309,12.29384,3789.8,0.78816,0.533518,1.477288489,40.32921811,14.81481481,13.99176955,28.39506173,0,2.469135802,18.31181189,0.796016457
9.02078,12.19417,5896.27,0.81074,0.436072,1.859188391,54.74860335,26.81564246,3.351955307,11.73184358,0,3.351955307,15.06768264,1.444125494
6.04934,8.60601,2056.3,0.67526,0.943969,0.715341288,46.5408805,12.57861635,0,13.20754717,23.89937107,3.773584906,35.94066436,4.76198662
5.93955,9.69733,2892,0.71836,0.736664,0.975152851,45.92592593,23.7037037,0,15.55555556,1.481481481,4.444444444,24.38857242,1.933756831
8.85075,13.16883,4741.63,0.82976,0.436571,1.900630138,48.48484848,29.09090909,3.636363636,12.72727273,2.424242424,3.636363636,17.31402879,1.032246233
9.74008,13.00085,4293.27,0.81598,0.480145,1.699444959,53.03867403,18.78453039,0,11.60220994,6.629834254,3.314917127,20.02357052,2.155133554
10.28848,17.4787,4860.78,0.85554,0.376598,2.271759276,56.31067961,14.5631068,0,13.59223301,11.65048544,3.883495146,30.19056824,2.519540828
7.72608,11.02545,2966.53,0.7446,0.706565,1.053830858,47.1042471,12.35521236,2.316602317,8.108108108,27.7992278,2.316602317,36.91435533,3.915568334
13.40867,15.71399,5162.07,0.86626,0.342581,2.528628266,56.84210526,14.73684211,0,22.10526316,0,6.315789474,11.80259985,0.805437444
8.13254,12.93067,4546.67,0.80546,0.457643,1.76001818,54.45026178,27.22513089,3.141361257,12.04188482,0,3.141361257,16.64853462,1.627815288
10.47106,13.63735,4227.13,0.82404,0.490662,1.679445321,52.7607362,17.17791411,3.680981595,12.88343558,2.45398773,3.680981595,17.14395177,1.282794218
7.32246,10.85775,3532.44,0.76876,0.647326,1.187593268,52.91005291,4.232804233,0,11.11111111,28.57142857,3.174603175,27.43764928,3.072999365
7.1561,9.83498,3106.21,0.73366,0.678578,1.081172688,41.37931034,24.82758621,15.17241379,14.48275862,0,4.137931034,18.98094691,1.548093606
9.08727,11.38312,2804.03,0.74652,0.673497,1.108423646,43.1372549,14.37908497,7.843137255,29.41176471,0,3.921568627,23.765237,1.347271538
10.60414,18.08012,5489.71,0.87564,0.312113,2.805522359,47.36842105,28.94736842,0,18.42105263,0,5.263157895,13.56444609,1.100984799
6.33565,9.26021,2911.38,0.70464,0.690474,1.020516341,61.04417671,4.016064257,20.88353414,11.64658635,0,2.409638554,24.68838245,1.048527319
9.85661,13.12328,3873.36,0.81816,0.506572,1.615091241,53.88601036,5.18134715,0,10.88082902,26.94300518,3.10880829,22.31460252,2.24034237
13.49534,18.36678,5365.66,0.87806,0.303159,2.896367913,50,27.27272727,2.272727273,15.90909091,0,4.545454545,14.71535129,1.252385369
11.0612,13.88073,4362.76,0.83174,0.42659,1.949740969,49.74093264,23.83419689,6.21761658,10.88082902,6.21761658,3.10880829,22.06600347,2.024583667
11.33612,15.57757,6295.34,0.87996,0.275086,3.198854177,55.27638191,28.14070352,3.015075377,10.55276382,0,3.015075377,13.39414607,1.029542662
10.46533,13.08202,3523.97,0.808,0.543855,1.48569012,54.43786982,24.85207101,0,12.4260355,4.733727811,3.550295858,18.27072435,1.362028822
9.41512,13.06764,5886.42,0.83864,0.364567,2.300372771,55.27638191,28.14070352,1.005025126,12.56281407,0,3.015075377,16.22192538,1.095935153
9.0251,12.01133,3218.72,0.78,0.623702,1.25059724,41.70212766,10.21276596,12.76595745,29.36170213,3.404255319,2.553191489,18.8248911,0.691121828
21.40818,25.43803,5785.36,0.8871,0.25119,3.531589633,56.90376569,31.79916318,0,8.786610879,0,2.510460251,15.62187965,1.232140495
12.24309,14.38201,3510.93,0.80042,0.534364,1.497892822,49.6124031,15.50387597,4.651162791,16.27906977,9.302325581,4.651162791,25.61007833,2.098546373
10.8964,13.98412,4977.85,0.84896,0.387711,2.189672204,55.44554455,13.86138614,0,24.75247525,0,5.940594059,13.28651172,0.889465187
10.04806,12.88591,4524.87,0.8222,0.443832,1.852502749,45.58139535,26.04651163,2.790697674,22.79069767,0,2.790697674,17.49006957,1.103951362
8.46905,12.05917,4593.63,0.80278,0.456517,1.758488731,55.70776256,16.43835616,15.52511416,9.589041096,0,2.739726027,17.19967546,1.04918948
8.0148,14.3639,3082.85,0.76922,0.659923,1.165620838,42.85714286,23.80952381,0,16.66666667,2.380952381,4.761904762,20.03373658,1.504824161
9.45246,13.62508,6308.93,0.8558,0.328065,2.608629387,55.73770492,26.2295082,3.278688525,11.47540984,0,3.278688525,13.16555332,1.013372563
11.41339,13.87312,5610.9,0.85926,0.328747,2.613742483,53.03867403,28.72928177,3.314917127,11.60220994,0,3.314917127,14.24924194,1.152037054
11.05762,13.97634,5167.72,0.85012,0.358372,2.372171933,51.65562914,26.49006623,3.973509934,13.90728477,0,3.973509934,15.26388114,1.132119154
19.97509,23.9267,4066.5,0.85628,0.338407,2.530325909,59.91902834,12.95546559,12.95546559,8.502024291,0,2.429149798,19.46897787,1.401489473
7.27308,10.71923,2778.68,0.71914,0.691239,1.040363753,58.06451613,2.580645161,21.93548387,13.5483871,0,3.870967742,18.63323503,1.036036952
5.67412,10.07006,2360.51,0.6816,0.791555,0.86108988,58.33333333,2.083333333,20.83333333,14.58333333,0,4.166666667,24.5279173,1.632190018
7.46894,12.62333,2851.44,0.74216,0.688377,1.078130153,54.26356589,15.50387597,0,16.27906977,0,4.651162791,27.63848838,1.785155397
9.90442,12.98402,5106.7,0.83162,0.391203,2.125801694,56.85279188,29.44162437,0,10.65989848,0,3.045685279,15.78840418,1.452120147
9.1527,11.99778,4558.43,0.79766,0.45878,1.738654693,56.88888889,18.66666667,12.44444444,9.333333333,0,2.666666667,15.74986561,0.970448488
8.61692,12.04198,3030.01,0.75156,0.647095,1.161436883,46.15384615,22.37762238,4.195804196,14.68531469,0,4.195804196,21.25931323,1.953883837
13.44945,16.26388,6385.3,0.88492,0.26336,3.360115431,59.11949686,23.89937107,0,13.20754717,0,3.773584906,11.89494805,0.929891074
12.10543,14.43677,3904.96,0.80336,0.461662,1.740147554,46.70658683,33.53293413,3.592814371,12.5748503,0,3.592814371,19.87784745,1.586842497
8.89577,11.78731,3848.58,0.78108,0.553694,1.410670876,43.03797468,14.34599156,10.12658228,29.95780591,0,2.53164557,19.03699612,0.940232045
13.74324,17.93002,6385.14,0.89794,0.229972,3.904562295,56.15763547,27.5862069,2.955665025,10.34482759,0,2.955665025,13.02355861,1.008933899
7.56874,11.13345,2850.62,0.72294,0.672059,1.075709127,55.75757576,10.90909091,16.96969697,12.72727273,0,3.636363636,22.73021612,1.369140621
9.80493,11.54737,3926.83,0.7951,0.510365,1.557904637,44.74885845,23.74429224,4.566210046,13.24200913,0,2.739726027,19.0257019,1.079553168
9.56878,12.71897,4100.69,0.8006,0.50044,1.599792183,47.88732394,27.23004695,0,9.85915493,0,2.816901408,18.30850663,1.153598091
6.16994,12.44029,2239.83,0.70008,0.801421,0.87354836,43.95604396,26.37362637,0,23.07692308,0,6.593406593,17.96700441,1.48185456
12.87515,16.49198,6444.07,0.88826,0.255272,3.479660911,55.95854922,26.94300518,3.10880829,10.88082902,0,3.10880829,12.35255917,0.964991257
11.62033,16.22707,6944.74,0.88958,0.240666,3.696326029,56.50224215,28.69955157,2.69058296,9.417040359,0,2.69058296,12.61148089,0.919694322
21.30383,25.75181,6045.94,0.89836,0.225719,3.979992823,53.81165919,34.08071749,0,9.417040359,0,2.69058296,12.50976083,0.995411743
26.29034,31.81498,6617.62,0.92142,0.167426,5.503446299,57.68025078,33.85579937,0,6.5830721,0,1.880877743,10.8605105,1.096979594
10.13321,13.27895,5286.44,0.8388,0.375903,2.231426724,52.45901639,29.50819672,3.278688525,11.47540984,0,3.278688525,16.11916527,1.292299179
9.96134,16.95189,4349.72,0.84316,0.43094,1.956560078,48.64864865,18.91891892,0,18.91891892,0,5.405405405,18.05918993,1.653606265
11.29486,14.56367,6058.21,0.86462,0.309861,2.79034793,55.21472393,24.5398773,3.680981595,12.88343558,0,3.680981595,13.74944774,1.024639285
12.45428,15.56554,5874.62,0.8712,0.297922,2.924255342,60.60606061,18.18181818,4.848484848,12.72727273,0,3.636363636,14.66025217,0.950025453
20.81239,24.39445,4803.68,0.88236,0.293446,3.006890535,55.62913907,21.19205298,0,13.90728477,0,3.973509934,17.03223737,1.261815327
8.3051,16.04006,3742.39,0.79476,0.501668,1.584234992,50.98039216,28.75816993,0,13.7254902,0,3.921568627,13.79072374,1.08824111
9.9713,12.62054,4790.28,0.81954,0.422541,1.939551428,43.15352697,34.02489627,9.958506224,8.713692946,1.659751037,2.489626556,20.46131495,1.561520936
7.71246,10.92374,4326.01,0.78932,0.523557,1.507610442,45.77114428,24.87562189,2.985074627,22.3880597,0.995024876,2.985074627,19.88011197,1.465021186
11.39532,13.30613,2046.56,0.76068,0.909362,0.836498556,49.6350365,8.759124088,4.379562044,15.32846715,17.51824818,4.379562044,22.42382341,0.991149309
8.92193,11.9621,4670.42,0.81664,0.467229,1.747836714,54.54545455,20.60606061,0,12.72727273,0,3.636363636,15.1187796,1.37252194
6.53456,9.55877,1345.5,0.6717,1.33145,0.504487589,53.40314136,6.282722513,1.047120419,10.9947644,25.13089005,3.141361257,18.95844133,0.642330073
9.74382,12.13697,2724.47,0.7598,0.729158,1.042023814,41.05960265,23.8410596,11.9205298,13.90728477,5.298013245,3.973509934,23.15005623,1.358392118
7.70919,11.4874,4670.55,0.79272,0.487554,1.625912207,55.02645503,27.51322751,3.174603175,11.11111111,0,3.174603175,16.24557899,1.768648364
9.32554,12.98489,4582,0.82418,0.451579,1.825107013,53.33333333,19.39393939,3.636363636,12.72727273,0,3.636363636,15.60017815,1.295605135
6.68072,9.27005,2921.23,0.70932,0.713125,0.99466433,54.81481481,16.2962963,8.888888889,15.55555556,0,4.444444444,22.25102495,1.750709748
10.36083,13.29625,4021.21,0.82422,0.484011,1.702895182,53.88601036,7.25388601,0,10.88082902,24.87046632,3.10880829,23.38543626,2.33359713
5.0533,8.25723,1124.28,0.62336,1.44267,0.432087726,51.96850394,4.724409449,3.149606299,16.53543307,18.8976378,4.724409449,25.00040987,1.083952232
23.09628,25.30603,4027.71,0.8609,0.329461,2.61305587,41.57706093,34.40860215,11.46953405,7.52688172,0,2.150537634,19.35653395,1.305269757
12.25657,16.45657,5151.85,0.8608,0.331589,2.595984788,51.89189189,27.02702703,6.486486486,11.35135135,0,3.243243243,15.36855733,1.244550957
8.09721,9.95691,2929.05,0.74704,0.688509,1.085011234,49.6124031,15.50387597,0,16.27906977,13.95348837,4.651162791,25.20675873,3.340661549
9.23548,12.33037,4631.81,0.81624,0.44653,1.827962287,53.23741007,23.02158273,1.438848921,17.98561151,0,4.316546763,16.72382319,1.190281371
9.41624,12.66737,3832.78,0.81836,0.519418,1.575532615,52.45901639,2.18579235,3.278688525,12.56830601,26.2295082,3.278688525,22.55123133,1.977032398
8.01139,11.70551,4662.17,0.80262,0.484318,1.657216952,46.15384615,24.61538462,3.076923077,23.07692308,0,3.076923077,14.96317704,0.999214023
11.86169,14.15683,3930.54,0.81288,0.46215,1.758909445,43.8247012,16.73306773,9.561752988,27.49003984,0,2.390438247,20.55842895,0.945192619
12.69503,15.10624,5843.34,0.87284,0.289565,3.014314575,50.27932961,34.63687151,0,11.73184358,0,3.351955307,12.4773889,0.939403306
22.93744,26.81747,6679.72,0.91262,0.198953,4.587113539,62.82722513,23.03664921,0,10.9947644,0,3.141361257,9.850031213,0.95715988
12.12859,14.40711,5143.7,0.85192,0.352905,2.41402077,53.69127517,25.5033557,0,16.77852349,0,4.026845638,14.94121863,1.103711661
11.91301,20.62785,3407.56,0.81774,0.477868,1.711225694,48.48484848,24.24242424,0,21.21212121,0,6.060606061,20.3227383,1.823226669
11.34146,14.33439,4803.73,0.84514,0.388232,2.176894228,53.8071066,20.30456853,0,10.65989848,12.18274112,3.045685279,17.84115178,1.71855913
6.26318,8.45103,2680.6,0.69072,0.725572,0.951966173,60.08230453,4.938271605,23.86831276,8.641975309,0,2.469135802,20.73512874,0.882535361
10.72748,14.15193,3628.36,0.801,0.504428,1.587937228,47.61904762,25.85034014,0,22.44897959,0,4.081632653,20.02062266,1.483135074
10.74312,13.81771,5822.6,0.84504,0.352297,2.398657951,55.14403292,32.9218107,0,8.641975309,0.823045267,2.469135802,14.2286642,1.143726445
7.2298,9.68486,3028.64,0.7254,0.684748,1.059367826,51.85185185,14.81481481,13.33333333,15.55555556,0,4.444444444,18.56044244,1.296673334
10.68723,13.33688,4740.56,0.82726,0.409012,2.022581245,54.43786982,29.58579882,0,12.4260355,0,3.550295858,16.99656205,1.606190198
20.9652,24.23824,3919.69,0.85758,0.356536,2.405311105,46.96356275,25.91093117,0,8.502024291,0,2.429149798,19.49786594,1.306425418
9.42861,12.17997,4674.84,0.80482,0.424599,1.895482561,48.27586207,40.61302682,0,8.045977011,0,2.298850575,17.98513907,1.395837578
7.80564,10.31614,3106.28,0.74614,0.678803,1.099199621,43.41085271,18.60465116,4.651162791,25.58139535,3.100775194,4.651162791,23.45699195,1.968440366
4.35347,7.52588,1055.05,0.61978,1.53103,0.404812447,47.70642202,0,5.504587156,19.26605505,22.01834862,5.504587156,25.24605631,1.303702979
7.69666,15.91939,3347.55,0.79424,0.542103,1.465109029,47.78761062,24.77876106,0,18.5840708,0,5.309734513,16.66153917,1.096947313
8.79327,13.68499,3835.04,0.7744,0.533382,1.451867517,43.39622642,39.62264151,0,13.20754717,0,3.773584906,18.68675514,1.671756494
6.93982,9.29201,2355.95,0.67424,0.747071,0.902511274,64.25702811,2.409638554,22.48995984,8.43373494,0,2.409638554,23.22794334,1.029555957
8.47503,11.05968,3462.18,0.77516,0.573863,1.350775359,46.71532847,24.81751825,0,24.08759124,0,4.379562044,20.2264049,1.609489354
13.32428,14.84069,4758.17,0.83928,0.369062,2.274089448,59.72850679,17.19457014,10.85972851,9.502262443,0,2.714932127,18.51185302,1.073626546
12.51611,23.56796,3776.49,0.8564,0.422263,2.028119916,47.05882353,0,0,41.17647059,0,11.76470588,14.57323957,0.730345882
7.44309,15.4149,3078.75,0.7664,0.580289,1.320721227,45.25547445,32.11678832,0,15.32846715,0,4.379562044,19.01430032,1.512936318
17.92654,21.14327,3988.88,0.8335,0.41195,2.023303799,44.88448845,14.52145215,10.56105611,28.05280528,0,1.98019802,19.2288383,0.852531419
10.7607,13.85522,4053.84,0.81432,0.472675,1.722790501,42.44897959,14.69387755,12.24489796,28.16326531,0,2.448979592,19.8281762,0.90119289
10.16764,12.9661,4566.98,0.83224,0.420353,1.979859785,52.68292683,22.43902439,0,10.24390244,11.70731707,2.926829268,19.3366277,1.786945307
6.0694,9.00577,2958.88,0.69804,0.728121,0.958686812,43.53741497,34.01360544,4.081632653,14.28571429,0,4.081632653,22.75579239,2.36854014
10.89717,17.01091,5039.04,0.85794,0.34908,2.457717429,52.17391304,28.26086957,0,15.2173913,0,4.347826087,15.8023635,1.526532088
7.28157,9.08345,1644.78,0.68996,1.21049,0.569984056,48.7804878,4.87804878,4.87804878,17.07317073,19.51219512,4.87804878,23.48301859,1.144341326
11.92149,15.91705,6278.07,0.87694,0.281089,3.119794798,55.50239234,29.66507177,0,10.04784689,0,2.870813397,13.25997182,1.036183622
8.54783,11.21149,4222.88,0.78508,0.500095,1.569861726,58.60465116,13.02325581,15.81395349,9.76744186,0,2.790697674,19.71365159,1.092620711
10.82225,12.90365,4138.91,0.82842,0.469725,1.763627654,53.88601036,17.61658031,0,10.88082902,14.50777202,3.10880829,19.73856481,1.734667558
18.70331,23.08851,4236.87,0.8492,0.360349,2.356604292,50.18450185,28.04428044,0,7.749077491,0,2.21402214,19.89005012,1.115881087
17.89265,20.29452,3915.4,0.8381,0.395655,2.118259595,51.28205128,26.66666667,8.205128205,10.76923077,0,3.076923077,18.86094983,1.437054433
7.53076,14.60347,3129.15,0.7634,0.648779,1.176671871,49.15254237,8.474576271,6.779661017,11.86440678,20.33898305,3.389830508,29.9724784,3.411712469
9.88654,12.33604,4083.47,0.79762,0.494519,1.612920838,46.22222222,29.33333333,1.777777778,9.333333333,0,2.666666667,19.08786113,1.133664439
5.66502,8.04576,2244.67,0.65642,0.857195,0.765776749,57.51633987,5.22875817,15.68627451,13.7254902,3.921568627,3.921568627,24.58772632,1.933232675
7.31841,13.27819,2962.8,0.7626,0.666604,1.144007537,46.91358025,14.81481481,0,25.92592593,0,7.407407407,18.39710998,1.066543212
19.42706,22.77015,5199,0.86454,0.303622,2.847422124,44.88448845,35.64356436,10.56105611,6.930693069,0,1.98019802,15.04654749,1.253483424
8.40421,13.55573,3065.64,0.748,0.679182,1.101324829,37.5,12.5,10.41666667,35.41666667,0,4.166666667,21.85391252,1.554688863
10.5435,12.33312,4658.59,0.80658,0.419026,1.924892489,47.90874525,38.02281369,3.802281369,7.984790875,0,2.281368821,18.23749817,1.311949869
8.78985,12.51479,5562.85,0.83576,0.372587,2.243127109,49.14285714,34.28571429,1.142857143,12,0,3.428571429,14.56220641,1.091993487
11.86899,13.75544,6791.91,0.85646,0.316259,2.708096845,59.29648241,27.13567839,0,10.55276382,0,3.015075377,14.16045619,1.060578419
10.55314,13.78895,3002.33,0.80982,0.632984,1.279368831,54.35897436,19.48717949,0,10.76923077,12.30769231,3.076923077,18.37094795,0.756854403
11.18033,13.68367,5276.17,0.8515,0.349422,2.436881479,53.88601036,30.05181347,0,10.88082902,2.07253886,3.10880829,18.02424166,1.488026199
9.80851,14.41297,6083.11,0.85982,0.334768,2.568405582,55.94405594,19.58041958,4.195804196,16.08391608,0,4.195804196,12.454807,0.892081591
9.39684,11.15331,3685.08,0.77984,0.556752,1.400695462,43.62139918,9.87654321,15.63786008,28.39506173,0,2.469135802,21.43777648,0.919896916
8.84641,11.52951,3231.95,0.74812,0.617471,1.211587265,56.37583893,14.76510067,10.73825503,14.09395973,0,4.026845638,21.69026964,1.323134958
9.81815,12.33968,4898.03,0.82644,0.433574,1.906110606,54.65838509,21.11801242,0,20.49689441,0,3.726708075,15.44602704,1.268435604
5.9608,8.15066,2343.2,0.67038,0.812614,0.824967328,56.95364238,5.298013245,17.21854305,16.55629139,0,3.973509934,19.2139581,1.021202239
19.57416,22.50123,4422.72,0.88702,0.307448,2.885105774,59.77011494,0,0,24.13793103,0,6.896551724,17.20069393,1.005685822
23.05094,25.62724,4444.42,0.85992,0.301751,2.849766861,47.58842444,41.15755627,0,6.752411576,0,1.92926045,21.8520152,1.948340145
11.42073,13.92024,5634.61,0.85614,0.326327,2.623564707,54.54545455,31.01604278,0,11.22994652,0,3.20855615,14.04137956,1.125780437
11.6535,16.42866,4747.73,0.85716,0.379554,2.258334782,50,20.45454545,0,15.90909091,9.090909091,4.545454545,23.90152331,2.438470038
8.73149,11.22872,1931.19,0.73254,1.00548,0.728547559,48.81889764,9.448818898,4.724409449,16.53543307,15.7480315,4.724409449,22.62006204,1.092574872
11.84022,13.8494,6255.84,0.86414,0.305519,2.828432929,58.21596244,26.29107981,0,9.85915493,2.816901408,2.816901408,21.18361576,1.474419217
12.61881,15.26012,5589.96,0.86252,0.308019,2.80021687,53.8071066,32.48730964,0,10.65989848,0,3.045685279,15.32900168,1.228219765
10.02984,15.49239,4800.83,0.83734,0.383839,2.181487551,52.89256198,32.23140496,0,11.57024793,0,3.305785124,14.9726223,1.291175989
12.03148,17.23729,4787.6,0.85226,0.375622,2.268929935,52.17391304,28.26086957,0,15.2173913,0,4.347826087,13.92600948,1.386784127
9.25612,12.2285,4682.49,0.82142,0.437334,1.878244088,51.12781955,22.55639098,6.015037594,15.78947368,0,4.511278195,15.57467174,1.143327799
8.92293,14.17531,6196.96,0.85394,0.335374,2.546231968,55.02645503,26.45502646,3.174603175,11.11111111,1.058201058,3.174603175,13.88325765,1.106249121
12.0599,16.64812,6239.53,0.87804,0.276514,3.175390758,53.14009662,28.98550725,4.830917874,10.14492754,0,2.898550725,14.24931408,1.071866935
