PLD,LCD,ASA,Porosity,Density,Pore volume,C%,H%,N%,O%,Halogen%,Metal%,Qst CH4,N1bar_CH4
19.79551,23.68895,3355.69,0.8671,0.380533,2.278646004,57.39910314,24.21524664,1.793721973,11.21076233,3.587443946,1.793721973,12.16302214,0.587944736
13.4753,20.5072,3897.7,0.8278,0.395902,2.090921491,55.47445255,31.38686131,0.729927007,10.2189781,0,2.189781022,10.4914576,0.647162554
26.82128,30.39175,6517.82,0.94952,0.121158,7.837039238,55.33333333,27.33333333,6,9.333333333,0,2,3.782380406,0.661725099
23.5259,30.19965,6104.86,0.9268,0.179168,5.172798714,61.83574879,22.22222222,1.93236715,12.07729469,0,1.93236715,4.49886128,0.531072253
21.72352,29.63384,7140.57,0.93596,0.145829,6.418202141,58.71559633,24.7706422,0.917431193,12.8440367,0,2.752293578,3.67781583,0.565409535
20.00893,26.66216,5862.88,0.92084,0.187342,4.915288617,55.81395349,26.74418605,2.325581395,12.79069767,0,2.325581395,5.249478724,0.574617165
12.50257,14.6185,5471.39,0.88226,0.31927,2.76336643,66.66666667,12.12121212,0,17.17171717,0,4.04040404,4.711952559,0.348171246
12.0777,13.42295,3317.67,0.79252,0.570947,1.388079804,49.03225806,21.93548387,0,12.90322581,11.61290323,4.516129032,9.532947303,0.43661569
14.78954,21.75967,5641.98,0.89166,0.267874,3.328654517,56.31067961,20.38834951,0.970873786,13.59223301,5.825242718,2.912621359,5.681004062,0.460652028
13.82952,18.58688,5833.1,0.88268,0.274029,3.221118933,47.11111111,39.11111111,1.777777778,8.888888889,0,3.111111111,5.809064477,0.466238117
7.44859,13.35268,3356.74,0.784,0.669225,1.171504352,36.73469388,22.44897959,0,28.57142857,2.040816327,6.12244898,8.130407639,0.366213995
19.90299,25.17089,5191.43,0.91046,0.25076,3.630802361,60.33519553,21.22905028,2.234636872,13.96648045,0,2.234636872,5.042537327,0.433474151
12.69886,15.81072,5328.29,0.88702,0.313868,2.826092497,48,16,0,28,0,8,3.930136855,0.298773811
5.40352,11.19528,811.993,0.6037,1.53068,0.394399875,43.37349398,16.86746988,0,20.48192771,14.45783133,4.819277108,15.35914652,0.336218043
8.08002,14.28019,3352.44,0.78402,0.599876,1.306970107,47.36842105,15.78947368,0,12.28070175,21.05263158,3.50877193,8.124136583,0.332106995
18.86611,25.18401,5209.94,0.9138,0.245896,3.716205225,66.25766871,13.49693252,2.45398773,15.33742331,0,2.45398773,4.809523667,0.420885192
14.62418,18.53365,5719.48,0.8938,0.274491,3.256208765,54.26356589,21.70542636,3.100775194,15.50387597,0,5.426356589,4.74548002,0.386374345
10.37335,13.66274,4035.13,0.81074,0.494248,1.640350593,52.17391304,27.17391304,0,15.2173913,1.086956522,4.347826087,8.750990348,0.555409264
15.82487,22.25964,5461.28,0.90466,0.236454,3.825945004,51.47058824,25,7.352941176,13.23529412,0,2.941176471,5.49846973,0.503806535
7.0359,10.11745,3560.39,0.74766,0.676874,1.104577809,46.57534247,27.39726027,0,19.17808219,0,4.109589041,10.09016108,0.544247827
9.2258,11.46184,4057.92,0.80418,0.536558,1.498775528,43.85964912,31.57894737,0,18.42105263,0,6.140350877,7.573588167,0.404783765
19.30631,26.20427,5842.07,0.92378,0.18462,5.003683241,53.16455696,24.05063291,3.797468354,16.4556962,0,2.53164557,4.607385579,0.518907328
14.83963,21.36509,5901.61,0.89834,0.245859,3.653882917,53.93258427,23.59550562,3.370786517,15.73033708,0,3.370786517,5.103066894,0.461343763
14.69314,20.29239,4709.38,0.87058,0.339182,2.566704601,51.19047619,22.61904762,1.19047619,19.04761905,2.380952381,3.571428571,6.136580223,0.416054233
23.54156,25.76233,6681.97,0.93912,0.143893,6.526516231,55.04587156,28.44036697,0.917431193,12.8440367,0,2.752293578,3.916225299,0.586273316
20.31341,23.72928,3002.6,0.86462,0.423385,2.042160209,57.39910314,24.21524664,1.793721973,11.21076233,3.587443946,1.793721973,10.40911853,0.460927895
10.75041,13.98309,3737.02,0.80544,0.519811,1.549486256,49.6,33.6,0,13.6,0,3.2,8.573040108,0.497515062
8.12839,11.30822,3925.36,0.78572,0.588917,1.334177821,45.45454545,24.24242424,0,24.24242424,0,6.060606061,8.812466791,0.436126508
14.03155,16.45541,6550.49,0.88054,0.279186,3.153954711,58.21596244,29.10798122,0,9.389671362,0,3.286384977,5.391878491,0.469736034
27.23066,33.0888,4848.59,0.92222,0.193438,4.76752241,61.03542234,29.97275204,1.089918256,6.811989101,0,1.089918256,8.395973605,0.77803528
29.92386,30.60983,5366.67,0.9365,0.16365,5.722578674,52.94117647,20.58823529,0,20.58823529,0,5.882352941,4.445125711,0.515168117
14.51288,19.91003,5294.15,0.8929,0.282216,3.163888653,47.61904762,21.42857143,9.523809524,16.66666667,0,4.761904762,4.871237044,0.380614841
7.98186,9.67962,798.179,0.57824,1.48004,0.390692143,55.17241379,20.68965517,0,19.54022989,0,4.597701149,11.42564685,0.242244687
11.63563,15.49928,5292.4,0.85792,0.360636,2.378908373,51.42857143,22.85714286,0,20,0,5.714285714,5.802637218,0.383270724
11.11199,14.73542,3666,0.82846,0.460817,1.797806939,53.17919075,27.74566474,1.156069364,15.60693642,0,2.312138728,10.08877673,0.596445759
29.08196,32.24375,7212.1,0.95596,0.101696,9.400173065,58.39416058,28.46715328,0.729927007,10.2189781,0,2.189781022,3.145456132,0.699511862
38.52663,40.32609,5384.56,0.94622,0.124985,7.57066848,51.72413793,32.75862069,0,12.06896552,0,3.448275862,4.419724546,0.66472625
14.91472,20.28577,5006.05,0.88182,0.299373,2.945556212,51.61290323,24.7311828,3.225806452,15.05376344,2.150537634,3.225806452,6.151347021,0.466892189
15.08575,30.33656,4321.78,0.87522,0.316293,2.767117831,54.10628019,24.15458937,3.8647343,15.94202899,0,1.93236715,6.757326874,0.469598393
14.51946,21.2809,5770.58,0.90072,0.251293,3.584341784,56.57894737,17.10526316,1.315789474,21.05263158,0,3.947368421,4.613173182,0.413234193
21.52095,24.38299,6048.85,0.93224,0.167753,5.557218053,55.66037736,25.47169811,0.943396226,13.20754717,1.886792453,2.830188679,4.361550175,0.530302405
10.15029,17.73177,4601.68,0.83768,0.414228,2.02226793,53.48837209,25.58139535,0,16.27906977,0,4.651162791,7.401033823,0.485069857
15.67755,25.39794,5635.5,0.90418,0.228439,3.958080713,53.52112676,25.35211268,2.816901408,15.49295775,0,2.816901408,5.46315469,0.507690888
27.48878,30.79558,6951.53,0.95374,0.108172,8.816884221,54.34782609,26.8115942,6.52173913,10.14492754,0,2.173913043,3.129613096,0.655906404
8.2314,12.17828,3807.86,0.7955,0.563036,1.412875908,45.16129032,22.58064516,0,25.80645161,0,6.451612903,8.190470542,0.382331953
20.46457,22.43127,5311.54,0.89226,0.240972,3.702753847,52.66666667,35.33333333,0.666666667,9.333333333,0,2,7.196744744,0.546926402
10.71493,12.06861,3211.29,0.78238,0.600382,1.303137003,49.68944099,22.36024845,0,12.42236025,11.18012422,4.347826087,10.2545034,0.475521517
12.25028,15.19597,4835.39,0.85236,0.349457,2.439098373,59.59183673,31.83673469,0,6.93877551,0,1.632653061,8.279061483,0.643498514
26.05845,31.37597,5529.44,0.93048,0.18124,5.133966012,62.74509804,24.31372549,1.568627451,9.803921569,0,1.568627451,4.906189112,0.55203442
26.26725,27.26563,3334.48,0.91064,0.261278,3.485329802,36,28,0,28,0,8,5.909409082,0.372177103
14.61122,19.13894,4238.95,0.85958,0.344278,2.496761338,54.48717949,22.43589744,3.205128205,14.1025641,3.846153846,1.923076923,7.165078998,0.435378984
11.37635,24.03762,3951.41,0.8426,0.420013,2.006128382,53.78151261,28.57142857,0,14.28571429,0,3.361344538,7.13915222,0.40481291
25.94374,28.60467,6836.1,0.95054,0.117253,8.106743537,53.63636364,22.72727273,8.181818182,12.72727273,0,2.727272727,2.961486831,0.596979892
20.17405,31.41053,5925.16,0.9303,0.161485,5.760906586,55.91397849,24.7311828,3.225806452,13.97849462,0,2.150537634,4.702889761,0.585108141
14.1529,21.83539,4876.83,0.87848,0.310602,2.828314048,52.74725275,23.07692308,1.098901099,17.58241758,2.197802198,3.296703297,6.226084346,0.453621665
4.89818,10.31943,1850.33,0.66168,0.92632,0.714310389,47.36842105,26.31578947,0,18.42105263,2.631578947,5.263157895,13.17202948,0.600566449
9.42648,15.05883,4635.71,0.83022,0.446435,1.859666021,42.85714286,34.52380952,0,16.66666667,1.19047619,4.761904762,6.945681572,0.401085784
14.10688,18.59142,3321.62,0.83258,0.435622,1.911244152,53.73134328,22.88557214,1.990049751,13.93034826,3.980099502,3.482587065,8.028520481,0.408498557
29.80049,30.83985,4897.73,0.9432,0.16484,5.721912157,54.54545455,4.545454545,0,31.81818182,0,9.090909091,2.915902339,0.409419641
10.57918,14.80707,5142.45,0.82912,0.408288,2.030723411,57.26495726,30.76923077,0,8.974358974,0,2.991452991,8.448726988,0.630104556
12.93636,26.22554,4142.9,0.87286,0.375692,2.323339331,56.69291339,26.77165354,0,13.38582677,0,3.149606299,6.225955866,0.376918755
15.15096,20.58618,4634.42,0.86842,0.331416,2.620332151,53.60824742,25.77319588,1.030927835,14.43298969,2.06185567,3.092783505,6.521690161,0.457506796
17.95244,26.76626,5836.14,0.90878,0.215001,4.226864061,51.72413793,32.75862069,0,12.06896552,0,3.448275862,5.373607799,0.517759355
10.75155,14.55022,5185.72,0.86176,0.351579,2.451113406,51.2195122,26.82926829,0,17.07317073,0,4.87804878,5.878601183,0.392750449
15.44474,18.69776,3032.91,0.83066,0.484693,1.71378584,54.62555066,30.83700441,1.762114537,11.01321586,0,1.762114537,15.0544286,0.768685626
14.75714,20.91984,4542.61,0.87442,0.334301,2.61566672,51.61290323,24.7311828,3.225806452,15.05376344,2.150537634,3.225806452,6.340178185,0.430972397
14.73134,18.86557,4581.8,0.84748,0.339664,2.495053936,57.93103448,29.65517241,0.689655172,9.655172414,0,2.068965517,8.421851125,0.574549941
25.18561,28.33898,6008.99,0.94362,0.137365,6.869435446,57.06521739,23.36956522,2.717391304,11.95652174,3.260869565,1.630434783,4.358163859,0.628926147
46.82316,52.84322,5763.64,0.959,0.097753,9.8104406,60.62602965,26.02965404,3.294892916,9.390444811,0,0.658978583,4.000146317,0.782941572
19.37664,24.31849,3214.92,0.85578,0.37389,2.288855011,47.52475248,41.58415842,1.320132013,8.250825083,0,1.320132013,16.5636131,0.706757043
15.01331,21.37588,3416.54,0.84118,0.367284,2.290271289,59.48477752,27.16627635,2.81030445,9.601873536,0,0.93676815,10.20129382,0.588891852
30.03974,36.25216,6959.21,0.95678,0.0991772,9.647176972,54.65838509,29.19254658,5.590062112,8.695652174,0,1.863354037,3.187337621,0.715817128
8.63648,13.40838,2810.81,0.78708,0.753097,1.045124333,45.45454545,4.545454545,0,31.81818182,9.090909091,9.090909091,7.068557095,0.227856019
11.02572,15.03841,4158.53,0.81734,0.470222,1.738200254,51.11111111,26.66666667,0,16.66666667,0,3.333333333,8.986512838,0.578701329
7.97431,12.02291,4355.61,0.80526,0.527126,1.527642347,42.62295082,26.2295082,0,22.95081967,0,4.918032787,8.218800763,0.448451562
15.74857,22.04718,5643.18,0.90168,0.228597,3.944408719,55.07246377,25.50724638,4.637681159,12.75362319,0,2.028985507,5.687076654,0.51563471
6.9107,11.75378,2613.37,0.75402,0.762757,0.9885455,42.85714286,19.64285714,0,25,5.357142857,7.142857143,9.557204069,0.36428099
13.27067,17.68638,5791.16,0.88916,0.284079,3.129974409,56,22.4,0,16,0,5.6,4.847146219,0.386091876
21.78355,25.00078,6010.74,0.922,0.186332,4.948157053,51.2,34.4,0.8,11.2,0,2.4,6.015328767,0.58244589
14.50134,22.50233,5667.7,0.90806,0.227208,3.996602232,49.18032787,24.59016393,8.196721311,14.75409836,0,3.278688525,4.956968278,0.462638396
17.69988,23.09043,4991.83,0.88674,0.259102,3.422358762,50.81433225,38.43648208,1.302931596,8.143322476,0,1.302931596,9.748444408,0.701759164
12.31926,15.80397,4939.49,0.86058,0.336867,2.55465807,59.41422594,31.79916318,0,7.112970711,0,1.673640167,7.995715491,0.622200693
10.33081,16.53741,5884.48,0.87134,0.31468,2.768971654,45.65217391,34.7826087,0,15.2173913,0,4.347826087,5.516802742,0.405557976
6.96261,9.68992,2597.23,0.7385,0.826604,0.893414501,49.6124031,24.80620155,0,15.50387597,4.651162791,5.426356589,10.23934012,0.435440234
6.84044,10.84549,3365.39,0.75792,0.674861,1.123075715,46.37681159,26.08695652,0,20.28985507,0,4.347826087,9.708976741,0.490046824
16.33147,21.9611,5838.57,0.89446,0.251542,3.555907165,52.03252033,25.20325203,7.317073171,13.00813008,0,2.43902439,5.775248153,0.501846506
21.86759,25.19674,5547.83,0.90726,0.21285,4.262438337,57.93103448,29.65517241,0.689655172,9.655172414,0,2.068965517,6.589191064,0.573372653
23.92697,24.27345,5796.81,0.90606,0.242308,3.73929049,52.30769231,18.46153846,0,21.53846154,0,4.615384615,4.412213387,0.41741186
21.07389,24.01159,5758.05,0.92166,0.184129,5.00551244,57,25,3,13,0,2,5.224001456,0.581246863
14.06341,16.45201,3213.58,0.79034,0.530768,1.48904983,50.88757396,33.13609467,0,11.83431953,0,4.142011834,11.32511129,0.621546611
7.4101,12.53717,3911.28,0.80214,0.585931,1.369000787,34.04255319,25.53191489,0,29.78723404,0,6.382978723,7.289297456,0.363361202
15.24036,19.32457,6615.05,0.90554,0.213872,4.23402783,57.39910314,30.49327354,0,8.968609865,0,3.139013453,4.932579467,0.493851453
14.27937,21.32589,4923.61,0.88692,0.307515,2.884151993,51.76470588,24.70588235,1.176470588,16.47058824,2.352941176,3.529411765,5.674992131,0.412618755
31.34977,32.20469,4377.74,0.92538,0.179466,5.156297014,54.54545455,29.09090909,0,12.72727273,0,3.636363636,7.157136457,0.713482018
14.56033,17.99969,5862.08,0.88998,0.259884,3.424527866,57.81990521,32.22748815,0,8.056872038,0,1.895734597,5.82195263,0.498454137
15.95449,19.36563,5214.11,0.88744,0.290363,3.056312271,55.81395349,28.68217054,0.775193798,10.85271318,1.550387597,2.325581395,6.254818901,0.47634967
16.0805,17.30634,4016.83,0.82958,0.493088,1.682417743,34.04255319,25.53191489,0,29.78723404,0,6.382978723,7.184887428,0.373901812
11.02601,20.09261,4874.12,0.8651,0.337609,2.562431689,54.54545455,29.09090909,0,12.72727273,0,3.636363636,7.240670968,0.542611241
20.96438,25.1027,3548.13,0.86302,0.322163,2.678830282,47.52475248,41.58415842,1.320132013,8.250825083,0,1.320132013,20.33739671,0.790944292
9.71735,15.51357,1917.58,0.75736,0.780544,0.970297639,42.66666667,16,0,28,5.333333333,8,11.45925007,0.344439873
28.13241,35.75322,6502.21,0.9475,0.121731,7.783555545,56.05095541,27.38853503,5.732484076,8.917197452,0,1.910828025,3.890224569,0.677569917
11.49454,13.35709,3570.32,0.8031,0.533317,1.505858617,48.92086331,27.3381295,0,14.38848921,4.316546763,5.035971223,8.615181513,0.426920378
27.54073,31.79877,7180.8,0.9523,0.111671,8.527728775,59.50413223,25.61983471,0.826446281,11.57024793,0,2.479338843,3.195494584,0.650642057
22.39106,26.10479,6138.6,0.92632,0.17997,5.147080069,51.28205128,31.62393162,0.854700855,11.96581197,1.709401709,2.564102564,4.475575485,0.517016363
8.70117,15.03119,3937.8,0.80578,0.501846,1.605632007,44.44444444,26.66666667,0,15.55555556,0,4.444444444,7.813444672,0.402132255
12.77414,14.65395,3389.42,0.7984,0.525772,1.518528944,50.93167702,32.29813665,0,12.42236025,0,4.347826087,8.474901909,0.423331098
14.17639,19.70353,4395.77,0.86758,0.372212,2.330875952,51.19047619,22.61904762,1.19047619,19.04761905,2.380952381,3.571428571,6.52001572,0.396345972
13.82645,20.17888,4530.27,0.85828,0.365969,2.345225962,52.22222222,25.55555556,1.111111111,15.55555556,2.222222222,3.333333333,6.843357968,0.442525793
22.58163,25.24193,6045.22,0.92736,0.167926,5.5224325,51.12781955,35.33834586,0.751879699,10.52631579,0,2.255639098,5.526671579,0.600811284
11.76597,18.46666,5777.54,0.88356,0.279078,3.165996603,51.06382979,29.78723404,0,14.89361702,0,4.255319149,5.285889081,0.431488859
11.88407,19.36333,5365.76,0.87662,0.305505,2.869412939,44,34,4,14,0,4,5.608830099,0.41276153
19.9576,22.60251,5999.32,0.91788,0.201124,4.563751715,50,31.81818182,0.909090909,12.72727273,1.818181818,2.727272727,4.627888026,0.480423032
9.38747,14.50153,3721.38,0.8061,0.538802,1.496096896,52.17391304,27.17391304,0,15.2173913,1.086956522,4.347826087,8.77199483,0.506688356
14.24308,19.56082,4408.36,0.85688,0.36947,2.319214009,51.04166667,23.95833333,1.041666667,14.58333333,6.25,3.125,7.244126413,0.443520563
12.16467,22.02234,5466.06,0.88296,0.297712,2.965819315,52.17391304,28.26086957,0,15.2173913,0,4.347826087,5.544929809,0.422138121
11.5959,19.48729,5557.88,0.88188,0.304953,2.891855466,52.17391304,28.26086957,0,15.2173913,0,4.347826087,5.908520222,0.440792151
27.82511,34.85056,5838.93,0.9354,0.154403,6.058172445,53.25077399,26.625387,11.14551084,7.73993808,0,1.238390093,5.071013982,0.61536724
6.60501,8.28257,2386.43,0.69408,0.840742,0.825556473,46.96969697,31.81818182,4.545454545,13.63636364,0,3.03030303,12.3037795,0.732777041
22.84407,28.28563,5505.42,0.9403,0.15251,6.165497344,56.05095541,23.56687898,3.184713376,14.01273885,1.27388535,1.910828025,4.322208407,0.551576943
24.66725,27.45916,7143.73,0.94834,0.119178,7.95734112,56.77966102,27.96610169,0.847457627,11.86440678,0,2.542372881,3.23549646,0.621902081
22.61653,25.96108,5107.88,0.926,0.200372,4.621404188,57.6,26.4,0.8,11.2,1.6,2.4,5.187176701,0.525481707
18.94666,35.11492,5880.16,0.91622,0.197951,4.628519179,54.96183206,24.42748092,0,16.03053435,0,4.580152672,4.338046982,0.457725346
25.03964,30.69803,7218.53,0.94568,0.127758,7.402119632,60.17699115,23.89380531,0.884955752,12.38938053,0,2.654867257,3.471015131,0.610570669
10.48756,14.97241,4626.48,0.83594,0.448716,1.862960091,49.31506849,24.65753425,0,20.54794521,0,5.479452055,6.982203418,0.401267215
12.60426,18.03847,5738.69,0.88632,0.277423,3.19483244,50,29.54545455,0,15.90909091,0,4.545454545,5.098575215,0.418202719
25.87198,31.71538,6026.66,0.94824,0.118806,7.98141508,57.59162304,23.56020942,2.617801047,11.51832461,3.141361257,1.570680628,4.052200789,0.680575473
26.11926,36.86564,6406.48,0.94344,0.128668,7.33235925,58.03108808,26.42487047,2.590673575,11.39896373,0,1.554404145,4.13565084,0.663093949
11.48374,14.59999,4924.53,0.83814,0.400401,2.093251515,50,28.57142857,0,16.66666667,0,4.761904762,6.569091634,0.408452151
19.93218,23.56098,5331.74,0.92098,0.207596,4.436405326,56.77966102,26.27118644,0.847457627,11.86440678,1.694915254,2.542372881,5.157777336,0.51334895
20.09682,21.94786,1686.49,0.84808,0.544406,1.55780796,42.85714286,19.64285714,0,25,5.357142857,7.142857143,9.193878171,0.231412066
12.25034,19.82732,5772.5,0.89186,0.265418,3.360209179,53.06122449,28.57142857,0,14.28571429,0,4.081632653,5.452069303,0.465884661
16.46266,22.70543,5867.46,0.91226,0.210335,4.337176409,50.98039216,26.66666667,10.19607843,9.411764706,0,2.745098039,5.100940074,0.507595455
9.40378,12.18368,3776.21,0.78576,0.575634,1.365034032,45,30,2.5,17.5,0,5,8.994418177,0.485168495
10.78411,14.60227,4417.34,0.8298,0.434718,1.908823651,49.49494949,29.29292929,0,14.14141414,3.03030303,4.04040404,7.458936426,0.438702181
12.77851,17.54902,6017.87,0.88826,0.262948,3.378082358,56.58536585,30.24390244,0,9.756097561,0,3.414634146,5.38028061,0.469186472
23.96485,24.14101,5029.19,0.89074,0.29546,3.014756651,52.5,25,0,17.5,0,5,6.347283257,0.441245774
11.32964,19.21982,5898.82,0.88222,0.288934,3.053361667,45.16129032,34.40860215,0,15.05376344,0,3.225806452,5.49175332,0.438604611
14.58048,21.54175,5957.99,0.88398,0.270749,3.264942807,50.42016807,32.77310924,0.840336134,13.44537815,0,2.521008403,6.049643742,0.506849659
15.26711,21.44035,5920.15,0.90228,0.237932,3.792175916,56.47058824,20,3.529411765,16.47058824,0,3.529411765,4.922377725,0.455901689
10.508,14.18505,4923.28,0.85364,0.374523,2.279272568,51.76470588,25.88235294,0,17.64705882,0,4.705882353,6.197500408,0.388773454
9.8004,12.23267,3799.74,0.79126,0.549635,1.439609923,42.85714286,26.53061224,0,14.28571429,0,4.081632653,8.692814174,0.418795212
13.74625,16.72998,5394.08,0.84604,0.348117,2.430332331,55.09433962,34.71698113,0,7.547169811,0,2.641509434,7.842233555,0.553888282
9.07506,12.43085,1522.52,0.6327,0.895782,0.706310241,51.72413793,32.75862069,0,12.06896552,0,3.448275862,14.97269875,0.543191043
14.50123,20.03839,5401.56,0.8804,0.293833,2.99625978,51.61290323,29.03225806,1.075268817,15.05376344,0,3.225806452,6.293898976,0.476128872
26.57424,28.72224,7628.57,0.95258,0.104721,9.096360806,54.34782609,32.60869565,0.724637681,10.14492754,0,2.173913043,3.0434412,0.681665681
11.09281,16.47548,5700.95,0.88388,0.298082,2.965224334,51.61290323,19.35483871,0,22.58064516,0,6.451612903,4.443332099,0.34995796
5.84418,11.7939,2441.53,0.72108,0.841148,0.857256987,43.33333333,23.33333333,0,23.33333333,3.333333333,6.666666667,10.2387631,0.448472601
10.58324,14.54681,3961.56,0.81196,0.483212,1.680339064,51.18110236,22.83464567,3.149606299,17.32283465,2.362204724,3.149606299,8.119387232,0.450090105
9.04871,14.96816,3759.76,0.79576,0.538667,1.477276314,50,25,0,19.44444444,0,5.555555556,7.886652763,0.382243537
40.13071,46.4508,5596.4,0.94998,0.123598,7.6860467,58.18181818,25.45454545,4.04040404,11.51515152,0,0.808080808,4.500610106,0.672286338
23.86118,27.72162,7145.21,0.94606,0.125168,7.558321616,52.98507463,33.58208955,0.746268657,10.44776119,0,2.23880597,3.467989885,0.6145747
11.67072,15.6977,5920.72,0.8628,0.324403,2.659654812,55.38461538,30.76923077,0,10.25641026,0,3.58974359,5.976307694,0.454539576
5.50929,11.69963,2632.66,0.71664,0.786578,0.911085741,36.84210526,38.15789474,0,18.42105263,1.315789474,5.263157895,10.2497839,0.502115499
26.70915,28.85082,6967.36,0.95278,0.11218,8.493314316,54.91803279,23.7704918,7.37704918,11.47540984,0,2.459016393,3.018570577,0.62412706
24.71959,25.67759,2374.48,0.87998,0.358117,2.457241628,42.85714286,19.64285714,0,25,5.357142857,7.142857143,8.841343999,0.370047261
10.25644,15.90925,4740.86,0.82858,0.435608,1.90212301,40.96385542,34.93975904,1.204819277,16.86746988,0,3.614457831,7.112168684,0.424302677
25.0165,27.99629,6122.76,0.94274,0.13581,6.941609602,57.86516854,24.15730337,2.808988764,12.35955056,1.123595506,1.685393258,4.474016626,0.638879808
6.69623,8.67483,2412.68,0.70244,0.843598,0.832671486,52.03252033,26.01626016,0,13.82113821,4.87804878,3.25203252,11.10229582,0.591118988
23.24793,27.24026,6185.77,0.94102,0.137847,6.826554078,57.22222222,25,2.777777778,13.33333333,0,1.666666667,4.445740425,0.633599153
14.7388,20.30847,4192.02,0.83576,0.388157,2.15314937,55.81395349,28.68217054,0.775193798,10.85271318,1.550387597,2.325581395,9.301853387,0.600448882
14.82357,21.85384,5084.95,0.89274,0.287364,3.10665219,52.89256198,23.96694215,7.438016529,11.57024793,1.652892562,2.479338843,5.617637898,0.431765053
11.52974,14.94584,5778.75,0.85784,0.354241,2.421628214,57.51633987,24.83660131,0,13.07189542,0,4.575163399,5.924276344,0.421312896
11.81041,20.72534,5681.06,0.88966,0.28912,3.077130603,52.27272727,27.27272727,0,15.90909091,0,4.545454545,5.329862741,0.419447157
21.71762,24.53159,6070.47,0.92918,0.171972,5.403088875,55.66037736,25.47169811,0.943396226,13.20754717,1.886792453,2.830188679,4.51090994,0.535132264
13.0401,18.38483,5943.79,0.89072,0.268476,3.317689477,56.08465608,27.51322751,2.116402116,10.58201058,0,3.703703704,5.923975675,0.47658767
10.05377,14.72674,4358.19,0.81866,0.447301,1.830221708,52.08333333,29.16666667,0,14.58333333,0,4.166666667,8.486124516,0.541206342
10.92584,14.5114,4572.54,0.8312,0.457446,1.817045072,50,26.31578947,0,18.42105263,0,5.263157895,7.331818885,0.418393035
9.57217,13.40424,4471.4,0.83148,0.470033,1.768982178,45.45454545,27.27272727,0,21.21212121,0,6.060606061,6.904313988,0.366958109
16.80499,21.6041,6102.01,0.90682,0.227614,3.984025587,57.92349727,24.04371585,1.092896175,13.1147541,0,3.825136612,4.893736935,0.466118184
11.13361,14.14988,4082.83,0.80916,0.48267,1.676424887,51.61290323,27.95698925,0,15.05376344,0,3.225806452,9.479044133,0.611136907
15.38824,28.05161,4568.57,0.86852,0.3156,2.751964512,54.42176871,27.21088435,0,14.28571429,0,4.081632653,7.335443165,0.560890696
15.8917,21.1684,6397.57,0.89822,0.240278,3.73825319,53.92156863,28.43137255,0.980392157,13.7254902,0,2.941176471,5.192396842,0.484955983
19.09885,25.21187,6518.88,0.93228,0.171228,5.444670264,54.32098765,23.45679012,1.234567901,17.28395062,0,3.703703704,3.878737763,0.497696787
14.29954,21.10765,5879.02,0.9025,0.230554,3.914484242,50.62240664,28.21576763,9.958506224,8.298755187,0,2.904564315,5.36365384,0.488814585
8.4815,14.04199,2898.36,0.7727,0.669371,1.154367309,42.85714286,19.64285714,0,25,5.357142857,7.142857143,9.574403833,0.38284931
22.57285,25.16112,6171.95,0.92922,0.175675,5.289426498,57.14285714,23.80952381,0.952380952,13.33333333,1.904761905,2.857142857,4.378889947,0.509548334
10.73729,14.84138,4576.12,0.83358,0.439421,1.896996275,45.94594595,29.72972973,0,18.91891892,0,5.405405405,6.460545312,0.374299768
24.56473,34.33923,7587.16,0.94764,0.113489,8.350060358,55.17241379,32.4137931,0.689655172,9.655172414,0,2.068965517,3.347676541,0.663026861
14.12488,17.19961,6556.46,0.90264,0.225504,4.002767135,60.46511628,29.76744186,0,7.906976744,0,1.860465116,4.874318078,0.486243053
6.19267,9.10662,1343.68,0.5965,0.933466,0.639016311,55.33596838,36.36363636,0,6.719367589,0,1.581027668,14.25384702,0.564973411
14.64873,20.47838,4049.85,0.82996,0.387559,2.141506196,54.13533835,30.82706767,2.255639098,10.52631579,0,2.255639098,9.648147282,0.590032122
19.72852,23.04214,2743.84,0.8611,0.464849,1.852429499,57.39910314,24.21524664,1.793721973,11.21076233,3.587443946,1.793721973,10.83073606,0.446001135
28.91502,44.11156,6695.8,0.9565,0.0995651,9.606779886,57.14285714,25.34562212,5.99078341,10.13824885,0,1.382488479,3.450135293,0.737642713
24.91345,28.17152,6218.46,0.93628,0.148713,6.295885363,55.81395349,28.68217054,0.775193798,10.85271318,1.550387597,2.325581395,4.393032275,0.60181685
13.90574,16.45675,3433.52,0.81396,0.46036,1.768094535,54.91803279,28.68852459,0.819672131,11.47540984,1.639344262,2.459016393,9.021277827,0.469684155
10.78563,18.41851,5429.11,0.88066,0.329344,2.673982219,52.94117647,20.58823529,0,20.58823529,0,5.882352941,5.176084813,0.362201358
12.17625,16.96203,5844.61,0.8817,0.291478,3.024928125,57.59162304,28.27225131,0,10.47120419,0,3.664921466,6.502149803,0.504865093
6.56489,12.02421,936.78,0.64318,1.51999,0.423147521,45.07042254,19.71830986,0,23.94366197,5.633802817,5.633802817,14.63180168,0.374601709
10.30368,12.8893,3203.48,0.79664,0.555676,1.433641187,53.59477124,24.83660131,1.307189542,13.7254902,3.921568627,2.614379085,10.89325291,0.538289724
15.8805,20.54311,5769.84,0.90282,0.24245,3.723736853,57.8313253,18.07228916,1.204819277,19.27710843,0,3.614457831,4.767524568,0.432725929
