PLD (Å),LCD (Å),Sacc (m2/g),Porosity,KN2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,N2-1 bar (mol/kg)
24.297,32.937,7709.51,0.951,6.10E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.615
24.241,33.386,7600.33,0.95,5.98E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.6
24.154,32.743,7428.95,0.949,5.87E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.586
25.679,32.416,7627.2,0.95,6.07E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.607
25.634,32.205,7482.31,0.948,5.96E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.593
25.024,32.027,7360.38,0.947,5.85E-06,62.5,30,7.5,0,0,0,0.583
25.127,32.066,7243.94,0.945,5.75E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.573
23.832,34.582,7758.77,0.952,6.12E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.603
23.946,33.764,7601.38,0.95,6.00E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.592
23.753,33.651,7467.16,0.949,5.87E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.581
23.665,33.371,7336.68,0.947,5.77E-06,62.5,30,7.5,0,0,0,0.576
24.684,32.494,7529.74,0.949,5.97E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.594
25.289,32.506,7387.56,0.947,5.86E-06,62.5,30,7.5,0,0,0,0.58
24.58,32.093,7301.5,0.945,5.76E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.581
24.517,32.182,7179.03,0.944,5.68E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.558
16.759,21.524,6785.29,0.905,4.11E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.41
16.732,19.69,6382.9,0.903,3.83E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.383
14.487,20.193,5336.16,0.892,3.23E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.323
14.357,19.294,5099.23,0.889,3.09E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.311
17.506,21.376,6302.4,0.903,3.85E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.384
17.189,19.837,5983.81,0.9,3.62E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.358
15.589,21.047,5068.42,0.889,3.11E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.309
14.811,19.675,4976.56,0.886,2.94E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.289
28.027,34.434,7846.96,0.954,6.54E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.655
27.931,34.505,7665.83,0.952,6.40E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.638
27.838,34.287,7343.26,0.948,6.04E-06,62.5,30,7.5,0,0,0,0.603
27.72,34.363,7202.47,0.946,5.94E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.592
26.346,34.142,7687.45,0.952,6.37E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.629
26.241,34.169,7581.68,0.95,6.24E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.625
26.535,34.015,7273.01,0.945,5.94E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.59
26.428,34.051,7131.64,0.943,5.84E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.578
20.587,31.55,6781.17,0.911,4.27E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.415
19.616,32.199,6115.86,0.908,3.89E-06,57.14285714,21.42857143,14.28571429,0,0,0.071428571,0.379
19.294,31.171,6188.03,0.909,3.89E-06,57.14285714,21.42857143,14.28571429,0,0,0.071428571,0.375
18.902,31.943,5656.5,0.904,3.58E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.347
19.633,29.335,5622.65,0.903,3.56E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.343
19.401,30.406,5168.87,0.901,3.33E-06,57.14285714,7.142857143,14.28571429,0,0,0.214285714,0.322
19.377,29.81,5273.64,0.901,3.31E-06,57.14285714,7.142857143,14.28571429,0,0,0.214285714,0.32
19.121,29.383,4912.09,0.897,3.11E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.3
33.105,51.163,7840.25,0.959,6.89E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.675
32.969,49.111,7669.14,0.957,6.68E-06,60,32,8,0,0,0,0.657
33.389,51.209,7621.23,0.957,6.66E-06,60,32,8,0,0,0,0.657
32.704,48.606,7457.75,0.954,6.47E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.637
32.33,50.233,7453.44,0.953,6.44E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.634
19.442,27.975,6743.64,0.908,4.15E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.418
18.061,23.873,5754.52,0.895,3.40E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.338
17.141,27.174,6199.99,0.904,3.75E-06,57.14285714,21.42857143,14.28571429,0,0,0.071428571,0.371
16.481,24.125,5377.71,0.89,3.17E-06,57.14285714,7.142857143,14.28571429,0,0,0.214285714,0.316
18.887,27.011,6124.92,0.903,3.75E-06,57.14285714,21.42857143,14.28571429,0,0,0.071428571,0.376
17.351,23.806,5249.43,0.888,3.17E-06,57.14285714,7.142857143,14.28571429,0,0,0.214285714,0.312
15.813,24.256,5014.62,0.887,2.94E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.295
27.988,43.173,7876.99,0.955,6.35E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.619
29.133,43.483,7485.75,0.951,6.08E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.588
29.99,43.486,7611.67,0.954,6.23E-06,60,32,8,0,0,0,0.607
29.368,43.403,7207.65,0.949,5.91E-06,62.96296296,29.62962963,7.407407407,0,0,0,0.57
30.44,43.472,7680.64,0.954,6.23E-06,60,32,8,0,0,0,0.598
28.787,41.8,7331.53,0.948,5.89E-06,62.96296296,29.62962963,7.407407407,0,0,0,0.573
30.243,42.663,7472.39,0.951,6.03E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.584
28.983,42.223,7078.27,0.946,5.77E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.558
13.645,19.442,6679.4,0.895,3.92E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.388
13.86,19.538,6418.51,0.894,3.75E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.373
10.847,14.353,5816.89,0.871,3.23E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.319
10.756,13.826,5592.17,0.868,3.13E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.315
13.765,19.844,6203.86,0.895,3.71E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.369
13.861,19.791,5992.51,0.894,3.57E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.36
13.827,19.296,5439.67,0.885,3.22E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.322
14.451,19.124,5319.59,0.883,3.09E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.305
13.378,19.44,6126.73,0.89,3.60E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.361
13.885,19.544,5916.94,0.889,3.48E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.347
10.961,14.954,5434.77,0.866,3.03E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.302
10.316,14.469,5257.01,0.864,2.95E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.296
14.271,19.732,5808.38,0.891,3.43E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.342
14.364,19.833,5562.28,0.89,3.32E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.329
10.302,13.143,5050.35,0.856,2.76E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.277
21.25,31.344,7795.37,0.95,5.94E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.598
23.105,32.529,7762.89,0.95,5.96E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.598
25.568,31.622,7498.66,0.949,5.89E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.584
25.433,31.59,7386.06,0.948,5.81E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.576
18.819,27.718,7700.17,0.943,5.54E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.557
19.476,28.477,7536.04,0.942,5.54E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.551
22.756,31.474,7335.26,0.942,5.59E-06,62.5,30,7.5,0,0,0,0.55
22.28,31.256,7230.77,0.941,5.53E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.552
20.344,30.576,7599.9,0.946,5.72E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.571
21.262,31.019,7523.22,0.946,5.69E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.569
25.198,31.42,7330.67,0.947,5.75E-06,62.5,30,7.5,0,0,0,0.566
24.646,31.415,7172.98,0.946,5.68E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.566
19.652,28.406,7456.46,0.942,5.47E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.542
18.645,27.633,7384.78,0.939,5.35E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.532
22.751,31.38,7189.5,0.94,5.48E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.544
22.829,31.441,7109.56,0.939,5.43E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.542
20.189,29.148,6686.64,0.911,4.24E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.422
18.193,29.188,6363.45,0.908,3.96E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.394
18.921,26.649,5406.36,0.899,3.35E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.335
18.83,26.349,5186.47,0.897,3.19E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.319
20.178,26.764,6287.91,0.908,3.97E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.396
18.155,26.463,6006.12,0.906,3.72E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.37
19.204,26.277,5153.57,0.896,3.19E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.315
18.803,26.389,5032.53,0.895,3.04E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.302
33.734,45.336,7951.81,0.957,6.75E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.675
33.899,45.251,7800.29,0.956,6.59E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.655
31.299,45.77,7346.36,0.951,6.24E-06,62.5,30,7.5,0,0,0,0.622
31.908,45.727,7223.52,0.95,6.14E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.611
33.514,45.146,7791.41,0.956,6.59E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.653
33.742,45.066,7638.09,0.954,6.46E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.643
31.13,45.016,7238.89,0.95,6.13E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.609
31.743,44.964,7129.37,0.948,6.04E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.601
16.463,18.099,6677.62,0.885,4.01E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.396
16.637,18.487,5820.38,0.881,3.34E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.331
16.029,17.774,6134.41,0.877,3.66E-06,57.14285714,21.42857143,14.28571429,0,0,0.071428571,0.366
16.988,19.019,5328.51,0.877,3.12E-06,57.14285714,7.142857143,14.28571429,0,0,0.214285714,0.308
15.13,17.449,6184.98,0.874,3.64E-06,57.14285714,21.42857143,14.28571429,0,0,0.071428571,0.364
12.016,17.911,4961.85,0.861,3.05E-06,57.14285714,7.142857143,14.28571429,0,0,0.214285714,0.304
14.205,16.587,5737.28,0.864,3.34E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.335
26.422,29.651,7812.72,0.944,5.68E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.565
25.68,28.13,7367.58,0.938,5.40E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.541
26.431,29.662,7582.76,0.941,5.52E-06,60,32,8,0,0,0,0.551
25.512,27.845,7203.19,0.934,5.26E-06,62.96296296,29.62962963,7.407407407,0,0,0,0.522
27.264,30.575,7601.95,0.943,5.59E-06,60,32,8,0,0,0,0.555
26.573,28.886,7221.88,0.936,5.34E-06,62.96296296,29.62962963,7.407407407,0,0,0,0.535
27.162,30.466,7410.69,0.939,5.44E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.55
26.347,28.593,7067.9,0.933,5.21E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.517
17.861,22.778,6719.96,0.893,3.95E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.397
17.512,22.107,6088.19,0.887,3.62E-06,57.14285714,21.42857143,14.28571429,0,0,0.071428571,0.36
17.3,21.932,6051.3,0.887,3.62E-06,57.14285714,21.42857143,14.28571429,0,0,0.071428571,0.361
17.444,22.008,5613.52,0.881,3.34E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.333
17.803,20.343,5811.59,0.882,3.32E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.329
17.258,21.704,5423.64,0.877,3.06E-06,57.14285714,7.142857143,14.28571429,0,0,0.214285714,0.307
17.084,22.339,5339.62,0.878,3.12E-06,57.14285714,7.142857143,14.28571429,0,0,0.214285714,0.312
17.502,22.287,5003.27,0.871,2.93E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.292
29.268,35.773,7821.52,0.948,5.90E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.59
28.731,35.589,7611.69,0.945,5.71E-06,60,32,8,0,0,0,0.568
28.27,35.774,7607.72,0.946,5.75E-06,60,32,8,0,0,0,0.57
28.072,35.588,7422.21,0.942,5.59E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.562
29.46,36.046,7397.62,0.942,5.60E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.561
28.858,35.699,7241.64,0.939,5.45E-06,62.96296296,29.62962963,7.407407407,0,0,0,0.544
28.487,35.842,7216.46,0.94,5.49E-06,62.96296296,29.62962963,7.407407407,0,0,0,0.549
28.29,35.648,7089.95,0.938,5.36E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.533
20.76,21.847,6798.14,0.908,4.16E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.42
20.457,21.921,6102.47,0.902,3.79E-06,57.14285714,21.42857143,14.28571429,0,0,0.071428571,0.38
19.022,21.979,6271.54,0.906,3.80E-06,57.14285714,21.42857143,14.28571429,0,0,0.071428571,0.379
18.639,22.653,5687.83,0.9,3.49E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.349
19.562,21.304,5753.73,0.901,3.47E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.346
19.595,21.274,5239.73,0.895,3.24E-06,57.14285714,7.142857143,14.28571429,0,0,0.214285714,0.326
18.393,21.156,5277.94,0.899,3.26E-06,57.14285714,7.142857143,14.28571429,0,0,0.214285714,0.324
18.253,21.632,4927.49,0.891,3.03E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.3
32.713,34.539,7930.1,0.956,6.65E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.663
32.946,34.391,7690.32,0.954,6.47E-06,60,32,8,0,0,0,0.644
32.933,35.233,7652.04,0.953,6.39E-06,60,32,8,0,0,0,0.635
33.243,35.12,7499.56,0.951,6.24E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.623
32.192,34.069,7562.27,0.952,6.24E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.626
32.554,33.954,7368.43,0.95,6.12E-06,62.96296296,29.62962963,7.407407407,0,0,0,0.609
32.664,34.47,7340.84,0.949,6.02E-06,62.96296296,29.62962963,7.407407407,0,0,0,0.599
33.161,34.439,7183.21,0.947,5.93E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.592
16.038,17.192,5229.92,0.828,3.61E-06,60,32,8,0,0,0,0.356
18.895,24.154,5072.78,0.831,4.51E-06,59.73154362,32.2147651,8.053691275,0,0,0,0.443
18.754,24.532,5178.82,0.837,4.39E-06,59.06040268,32.2147651,8.053691275,0,0.006711409,0,0.426
12.683,17.866,6072.45,0.87,3.68E-06,58.53658537,31.70731707,9.756097561,0,0,0,0.364
7.134,11.283,5054.98,0.771,4.27E-06,60,32,8,0,0,0,0.417
22.798,28.246,6038.75,0.896,4.11E-06,58.53658537,31.70731707,9.756097561,0,0,0,0.411
15.759,18.895,5186.76,0.828,4.45E-06,60,32,8,0,0,0,0.438
10.952,31.25,6113.15,0.884,3.92E-06,58.53658537,31.70731707,9.756097561,0,0,0,0.39
23.336,45.594,6600.17,0.934,4.98E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.498
20.962,45.435,6356.35,0.933,4.74E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.471
21.118,45.415,5484.34,0.928,4.21E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.416
18.859,45.17,5434.66,0.927,4.02E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.399
22.734,42.886,5724.21,0.929,4.16E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.417
20.346,42.863,5533.56,0.927,4.00E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.4
20.437,42.891,4989.31,0.923,3.62E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.362
18.534,42.928,4893.99,0.922,3.51E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.348
37.687,70.463,7822.39,0.969,8.36E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.816
37.978,70.997,7712.18,0.967,8.21E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.805
35.853,69.719,7432.72,0.965,7.78E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.769
37.351,70.712,7358.17,0.965,7.69E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.756
34.716,69.585,7410.84,0.966,7.82E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.764
35.246,69.741,7339.18,0.965,7.69E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.748
36.496,69.792,7127.87,0.963,7.39E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.731
36.876,69.897,7045.63,0.962,7.29E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.716
47.08,58.044,6599.31,0.951,5.93E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.585
45.884,55.378,4824.52,0.942,4.21E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.411
28.233,47.902,6624.71,0.937,5.04E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.503
25.754,47.651,6334.21,0.935,4.79E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.48
24.925,48.584,5770.01,0.931,4.21E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.421
24.48,48.797,5592.62,0.928,4.04E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.404
25.767,45.763,6114.79,0.934,4.58E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.458
25.795,46.366,5903.28,0.932,4.38E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.436
25.294,46.229,5400.09,0.928,3.92E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.388
24.177,46.554,5262.67,0.926,3.77E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.378
28.223,45.58,6129,0.934,4.57E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.455
26.001,45.45,5907.29,0.932,4.38E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.436
25.467,45.49,5404.05,0.928,3.92E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.391
24.339,45.878,5291.62,0.926,3.77E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.373
25.795,45.378,5752.05,0.931,4.19E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.419
25.703,45.078,5527.66,0.929,4.05E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.401
24.867,45.799,5115.47,0.925,3.66E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.365
23.884,45.82,5010.85,0.923,3.54E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.354
43.716,74.815,7723.3,0.969,8.34E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.818
44.25,73.519,7440.05,0.966,7.89E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.779
44.3,73.419,7376.4,0.966,7.77E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.764
43.402,74.562,7601.23,0.968,8.20E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.8
43.612,74.289,7513.63,0.968,8.07E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.787
43.469,73.529,7255.06,0.965,7.66E-06,62.5,30,7.5,0,0,0,0.75
43.359,73.379,7182.41,0.964,7.55E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.735
43.522,74.069,7610.13,0.968,8.21E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.807
43.582,73.985,7529.38,0.968,8.06E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.785
44.281,72.852,7284.13,0.965,7.65E-06,62.5,30,7.5,0,0,0,0.751
44.248,72.671,7208.99,0.965,7.55E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.736
43.396,74.006,7405.92,0.967,7.94E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.78
43.316,73.723,7327.42,0.966,7.81E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.768
43.357,72.659,7101.49,0.964,7.45E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.731
43.271,72.678,7040.23,0.963,7.34E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.714
25.467,45.029,6615.72,0.926,4.77E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.469
22.2,43.661,4935,0.912,3.41E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.336
38.764,71.3,7904.01,0.965,7.85E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.761
39.312,68.443,7051.62,0.958,6.85E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.669
8.607,20.941,5288.82,0.845,3.89E-06,58.37104072,32.57918552,9.049773756,0,0,0,0.386
29.878,37.919,6613.86,0.937,5.16E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.518
27.58,34.716,5038.17,0.925,3.61E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.358
46.217,58.673,6967.09,0.963,7.53E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.751
29.132,51.696,6602.89,0.942,5.38E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.535
25.719,48.712,4959.06,0.93,3.74E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.372
45.339,79.551,6975.41,0.965,7.93E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.764
12.675,17.682,6082.34,0.869,3.67E-06,58.53658537,31.70731707,9.756097561,0,0,0,0.365
8.222,10.868,5427.9,0.778,4.24E-06,60,32,8,0,0,0,0.415
8.692,12.938,5399.13,0.81,3.75E-06,58.37104072,32.57918552,9.049773756,0,0,0,0.371
18.453,23.208,6686.48,0.875,4.37E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.432
18.375,23.114,6052.78,0.872,4.19E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.406
15.418,22.366,5982.82,0.869,3.81E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.373
15.13,22.285,5535,0.865,3.66E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.36
15.015,24.165,5893.37,0.87,3.80E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.376
15.864,23.139,5397.36,0.865,3.63E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.359
13.841,22.434,5379.95,0.863,3.42E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.337
13.694,21.966,5035.85,0.859,3.27E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.323
16.476,21.359,6145.91,0.869,4.09E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.403
16.113,21.353,5559.86,0.864,3.93E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.389
15.688,21.43,5527.35,0.862,3.60E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.355
15.693,21.356,5069.32,0.858,3.49E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.344
16.19,23.014,5456.14,0.864,3.76E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.372
16.336,22.311,5068.87,0.858,3.61E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.353
14.832,21.949,5090.59,0.858,3.35E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.332
14.621,22.028,4755.71,0.852,3.23E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.316
27.989,38.197,7899.74,0.942,5.49E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.531
27.838,37.883,7743.58,0.94,5.39E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.525
29.221,37.954,7579.6,0.938,5.31E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.513
27.013,37.681,7455.06,0.936,5.23E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.507
30.183,36.877,7569.8,0.937,5.30E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.513
29.945,36.737,7464.3,0.934,5.22E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.505
28.289,37.23,7287.52,0.931,5.15E-06,62.5,30,7.5,0,0,0,0.501
28.172,37.104,7195.93,0.929,5.09E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.494
27.874,37.96,7734.03,0.94,5.40E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.523
27.698,37.493,7594.45,0.937,5.30E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.517
27.559,37.214,7460.68,0.935,5.23E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.505
27.425,37.031,7339.73,0.932,5.16E-06,62.5,30,7.5,0,0,0,0.5
29.015,36.453,7423.04,0.934,5.23E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.509
28.902,36.419,7319.81,0.932,5.15E-06,62.5,30,7.5,0,0,0,0.503
29.276,36.438,7161.78,0.929,5.11E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.5
28.918,36.136,7070.18,0.928,5.05E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.492
17.796,21.901,6793.65,0.917,4.42E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.441
