PLD (Å),LCD (Å),Sacc (m2/g),Porosity,KH2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,H2-1 bar (mol/kg)
23.588,43.732,5188.79,0.919,2.15E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.212
28.13,43.069,6274.98,0.93,2.89E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.29
26.124,43.071,5936.21,0.928,2.67E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.268
24.681,41.852,5191.88,0.919,2.15E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.215
23.757,42.055,4944.88,0.917,2.03E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.201
43.289,68.751,7850.43,0.965,6.57E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.656
43.545,68.602,7663.89,0.964,6.31E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.626
44.322,69.334,7297.91,0.961,5.68E-06,62.5,30,7.5,0,0,0,0.565
44.142,69.159,7187.44,0.961,5.49E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.548
43.212,68.603,7683.57,0.964,6.31E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.627
43.43,69.046,7519.13,0.963,6.07E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.611
44.269,69.611,7173.88,0.96,5.49E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.545
44.165,69.507,7041.73,0.959,5.30E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.532
14.305,15.051,4949.73,0.802,1.24E-06,59.18367347,32.65306122,8.163265306,0,0,0,0.124
15.36,16.668,5341.97,0.819,1.32E-06,57.14285714,32.65306122,8.163265306,0,0.020408163,0,0.131
22.239,44.029,5570.68,0.936,2.71E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.272
21.358,42.24,5097.43,0.932,2.40E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.237
34.002,67.723,7677.65,0.97,7.14E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.711
30.542,45.902,6058.05,0.95,3.52E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.35
26.662,42.482,5387.25,0.944,2.96E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.301
28.562,42.513,5462.01,0.944,3.01E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.302
28.524,43.41,5042.69,0.942,2.69E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.266
15.605,21.562,6347.45,0.888,1.97E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.196
12.912,21.061,5267.22,0.859,1.50E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.149
17.075,22.042,6157.15,0.889,1.87E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.188
15.007,20.531,5468.96,0.88,1.60E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.158
17.117,22.451,5660.86,0.889,1.73E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.173
16.487,21.785,5319.51,0.884,1.58E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.157
17.219,21.25,5300.31,0.883,1.57E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.157
14.637,18.696,4859.05,0.874,1.37E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.137
14.282,20.725,5661.73,0.866,1.62E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.164
15.101,20.476,5492.75,0.879,1.65E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.164
10.794,23.501,5263.62,0.859,1.43E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.143
15.61,19.892,5242.7,0.878,1.52E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.152
15.109,20.287,5178.52,0.871,1.47E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.148
10.828,21.884,4405.81,0.855,1.23E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.121
13.123,19.184,4719.96,0.855,1.25E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.126
16.28,21.351,4910.66,0.877,1.38E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.138
25.524,31.339,7618.02,0.943,3.89E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.386
27.925,36.688,7656.76,0.944,3.95E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.394
21.292,32.12,7306.31,0.937,3.38E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.34
22.2,32.364,7107.28,0.933,3.23E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.323
22.87,30.307,6920.13,0.932,3.17E-06,62.5,30,7.5,0,0,0,0.314
21.4,31.873,6924.34,0.928,3.08E-06,62.5,30,7.5,0,0,0,0.309
22.824,31.174,6752.55,0.928,2.99E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.297
39.333,53.836,7766.49,0.963,5.68E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.569
24.136,32.737,7345.78,0.94,3.52E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.349
27.73,36.727,7592.32,0.946,3.89E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.388
25.048,35.022,7244.21,0.94,3.68E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.369
24.659,31.278,7137.93,0.939,3.50E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.351
28.432,35.188,7190.79,0.942,3.63E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.361
28.291,35.235,7213.62,0.941,3.64E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.364
22.47,31.657,6657.91,0.926,2.92E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.29
16.467,28.418,6838.96,0.905,2.27E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.226
16.948,26.599,5051.49,0.887,1.46E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.146
27.981,43.23,7901.55,0.955,4.67E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.453
16.767,17.316,7126,0.907,2.41E-06,58.62068966,31.03448276,10.34482759,0,0,0,0.241
15.836,17.289,5918.86,0.898,1.89E-06,58.62068966,17.24137931,10.34482759,0,0,0.137931034,0.19
16.655,17.04,7028.28,0.907,2.35E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.235
16.652,17.225,5750.07,0.899,1.86E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.188
16.349,17.241,7116.62,0.907,2.35E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.235
15.59,16.739,5693.68,0.899,1.85E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.183
15.364,16.616,5779.77,0.898,1.85E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.185
15.117,16.405,4943.48,0.89,1.54E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.155
27.799,28.091,7908.23,0.956,4.92E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.492
26.311,28.513,7549.39,0.951,4.38E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.436
27.069,27.734,7600.6,0.95,4.38E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.438
25.696,27.275,7322.75,0.946,3.97E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.398
16.67,17.239,7266.08,0.91,2.47E-06,60,33.33333333,6.666666667,0,0,0,0.247
16.426,16.682,7085.87,0.91,2.36E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.237
23.491,23.955,8674.58,0.95,4.37E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.444
12.917,13.518,6302.18,0.869,1.69E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.167
14.13,17.037,7035.75,0.899,2.19E-06,58.33333333,31.25,10.41666667,0,0,0,0.219
16.671,17.239,7280,0.91,2.48E-06,60,33.33333333,6.666666667,0,0,0,0.248
16.427,16.685,7102.3,0.91,2.36E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.234
23.489,23.958,8663.03,0.95,4.37E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.434
12.917,13.516,6295.56,0.869,1.69E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.17
14.311,18.802,7073.54,0.904,2.28E-06,58.33333333,31.25,10.41666667,0,0,0,0.229
16.344,17.229,7099.7,0.91,2.35E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.237
15.028,16.331,4947.15,0.891,1.54E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.155
27.802,28.076,7939.88,0.957,4.92E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.489
25.688,27.258,7258.03,0.948,3.97E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.398
5.12,11.227,2865.77,0.705,7.53E-07,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.075
6.12,10.201,2289.55,0.69,6.48E-07,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.064
6.437,10.933,1874.8,0.671,5.33E-07,57.14285714,0,14.28571429,0,0,0.285714286,0.053
12.239,15.938,7259.17,0.871,1.81E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.181
12.211,15.89,6330.97,0.862,1.69E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.169
10.446,14.881,6206.2,0.85,1.59E-06,62.5,30,7.5,0,0,0,0.16
10.405,14.831,5662.91,0.842,1.55E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.153
23.391,30.803,7617.4,0.945,3.54E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.353
6.673,7.508,7104.64,0.818,1.33E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.134
6.162,8.849,5031.48,0.781,8.80E-07,57.14285714,0,14.28571429,0,0,0.285714286,0.089
12.751,13.319,8030.06,0.913,2.55E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.258
11.275,12.39,7309.29,0.894,2.12E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.213
23.442,24.909,7621.28,0.961,5.21E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.523
16.344,17.229,7099.7,0.91,2.35E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.234
15.028,16.331,4947.15,0.891,1.54E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.153
27.802,28.076,7939.88,0.957,4.91E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.494
25.688,27.258,7258.03,0.948,3.97E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.398
19.222,26.211,6675.85,0.922,2.70E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.267
36.546,39.858,5088.92,0.941,2.73E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.272
27.274,40.067,7032.04,0.952,4.23E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.425
24.689,38.165,5060.87,0.93,2.34E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.237
20.939,55.149,5055.97,0.931,2.35E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.236
33.364,79.091,7071.66,0.964,5.84E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.57
14.663,17.653,6990.08,0.904,2.30E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.228
14.775,17.544,6516.21,0.901,2.10E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.211
14.461,17.567,5407.03,0.892,1.69E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.169
14.081,17.345,5122.89,0.89,1.59E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.157
14.803,17.646,6466.04,0.902,2.11E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.21
14.652,17.621,6100.21,0.899,1.95E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.196
14.368,17.211,5153.18,0.889,1.59E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.158
13.52,16.753,5030.61,0.886,1.49E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.148
25.7,28.772,7870.92,0.954,4.80E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.48
25.192,28.735,7757.42,0.953,4.60E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.458
25.013,27.735,7397.42,0.948,4.14E-06,62.5,30,7.5,0,0,0,0.415
22.996,27.923,7343.11,0.947,4.00E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.402
25.636,28.737,7768.46,0.953,4.61E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.459
24.154,28.765,7649.66,0.951,4.44E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.443
25.042,28.102,7314.94,0.946,4.00E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.4
22.898,27.97,7249.99,0.945,3.87E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.388
20.481,36.313,6946.51,0.932,3.04E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.305
19.741,32.815,6435.2,0.928,2.66E-06,57.14285714,22.85714286,14.28571429,0,0,0.057142857,0.265
20.473,32.873,6880.1,0.929,2.92E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.291
20.053,34.703,5275.51,0.921,2.13E-06,57.14285714,5.714285714,14.28571429,0,0,0.228571429,0.214
20.303,31.297,6387.29,0.924,2.61E-06,57.14285714,22.85714286,14.28571429,0,0,0.057142857,0.263
19.766,33.732,5044.29,0.917,1.98E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.199
34.094,55.196,7943.87,0.967,6.36E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.629
32.313,51.365,7341.41,0.96,5.18E-06,63.23529412,29.41176471,7.352941176,0,0,0,0.513
34.291,56.318,7756.85,0.966,6.06E-06,59.67741935,32.25806452,8.064516129,0,0,0,0.604
31.748,50.047,7201.99,0.958,4.96E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.496
16.43,31.619,6054.92,0.897,2.15E-06,58.53658537,31.70731707,9.756097561,0,0,0,0.213
10.599,20.033,5153.03,0.828,1.38E-06,60,32,8,0,0,0,0.139
16.435,31.613,6060.12,0.896,2.15E-06,58.53658537,31.70731707,9.756097561,0,0,0,0.212
10.595,20.038,5182.46,0.827,1.38E-06,60,32,8,0,0,0,0.139
16.433,31.628,6041.9,0.897,2.15E-06,58.53658537,31.70731707,9.756097561,0,0,0,0.216
10.595,20.042,5163.94,0.828,1.38E-06,60,32,8,0,0,0,0.138
6.528,10.038,6026.34,0.771,1.26E-06,60,33.33333333,6.666666667,0,0,0,0.125
8.76,11.416,3934.41,0.773,1.01E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.102
8.85,12.831,8759.48,0.875,1.88E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.189
4.164,6.728,385.441,0.479,3.04E-07,56.75675676,32.43243243,10.81081081,0,0,0,0.031
6.576,9.253,6469.78,0.772,1.26E-06,60,33.33333333,6.666666667,0,0,0,0.127
8.851,12.755,8769.11,0.874,1.88E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.188
6.59,8.13,947.972,0.495,2.94E-07,57.14285714,28.57142857,14.28571429,0,0,0,0.029
4.64,5.469,448.912,0.424,1.58E-07,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.016
8.047,12.178,3310.11,0.752,8.10E-07,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.081
6.606,10.435,2811.56,0.728,6.28E-07,57.14285714,0,14.28571429,0,0,0.285714286,0.063
6.837,9.176,6252.15,0.773,1.26E-06,60,33.33333333,6.666666667,0,0,0,0.126
9.657,12.713,8832.84,0.874,1.88E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.189
5.185,6.555,1974.73,0.668,6.43E-07,56.75675676,32.43243243,10.81081081,0,0,0,0.064
6.823,9.177,6279.37,0.773,1.26E-06,60,33.33333333,6.666666667,0,0,0,0.123
9.658,12.713,8656.7,0.874,1.88E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.186
5.198,6.557,1973.39,0.668,6.44E-07,56.75675676,32.43243243,10.81081081,0,0,0,0.064
8.031,8.355,982.641,0.51,2.93E-07,57.14285714,28.57142857,14.28571429,0,0,0,0.029
7.219,7.449,783.835,0.486,2.47E-07,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.025
6.55,6.779,561.028,0.438,1.89E-07,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.019
11.75,15.908,7839.61,0.891,2.12E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.214
13.167,13.391,1535.6,0.618,4.26E-07,60.52631579,31.57894737,7.894736842,0,0,0,0.043
11.684,13.298,7288.28,0.875,1.87E-06,62.5,30,7.5,0,0,0,0.184
11.839,13.203,7099.09,0.867,1.77E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.177
11.501,14.891,7059.84,0.885,2.05E-06,60,33.33333333,6.666666667,0,0,0,0.203
15.926,22.153,8763.44,0.937,3.50E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.35
9,11.172,6232.1,0.832,1.43E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.144
11.506,14.891,7032.08,0.885,2.05E-06,60,33.33333333,6.666666667,0,0,0,0.203
15.926,22.142,8785.17,0.935,3.50E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.353
9.013,11.172,6211.11,0.831,1.43E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.142
10.81,14.35,5803.85,0.873,1.61E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.159
9.766,13.912,5075.77,0.861,1.25E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.126
18.907,25.663,7888.62,0.945,3.98E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.4
18.717,24.366,7220.32,0.937,3.43E-06,62.5,30,7.5,0,0,0,0.343
14.085,17.746,7498.24,0.919,2.52E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.25
8.03,8.353,1016.95,0.513,2.94E-07,57.14285714,28.57142857,14.28571429,0,0,0,0.03
6.554,6.801,576.907,0.441,1.89E-07,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.019
7.251,7.452,805.101,0.488,2.47E-07,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.025
7.118,7.298,561.629,0.456,1.89E-07,57.14285714,0,14.28571429,0,0,0.285714286,0.019
11.684,15.916,7804.71,0.893,2.12E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.211
11.587,13.297,7224.51,0.878,1.87E-06,62.5,30,7.5,0,0,0,0.183
12.413,15.579,7589.43,0.884,1.98E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.2
12.117,12.198,1232.18,0.57,3.11E-07,64.28571429,28.57142857,7.142857143,0,0,0,0.031
23.806,30.063,7574.41,0.955,4.17E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.416
11.315,14.562,6634.77,0.886,1.94E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.194
11.346,13.605,5891.71,0.878,1.65E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.166
9.99,13.287,5113.31,0.863,1.25E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.123
16.661,17.709,7245.78,0.925,2.93E-06,62.5,30,7.5,0,0,0,0.293
11.187,14.746,5836.32,0.878,1.64E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.162
9.994,13.279,5085.3,0.863,1.25E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.125
18.845,25.387,7804.51,0.946,3.98E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.399
18.736,24.495,7244.21,0.937,3.43E-06,62.5,30,7.5,0,0,0,0.339
21.369,22.704,5099.44,0.915,1.94E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.192
35,37.612,8009.79,0.965,6.12E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.607
55.039,56.079,6717.86,0.95,4.14E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.411
51.863,52.946,6317.19,0.948,3.82E-06,57.14285714,24.48979592,14.28571429,0,0,0.040816327,0.382
52.397,52.792,5538.13,0.944,3.14E-06,57.14285714,12.24489796,14.28571429,0,0,0.163265306,0.316
52.153,52.677,5402.15,0.943,2.96E-06,57.14285714,8.163265306,14.28571429,0,0,0.204081633,0.293
55.169,56.332,5864.8,0.948,3.59E-06,57.14285714,20.40816327,14.28571429,0,0,0.081632653,0.361
52.915,53.804,5698.33,0.945,3.36E-06,57.14285714,16.32653061,14.28571429,0,0,0.12244898,0.339
53.287,53.825,5044,0.942,2.83E-06,57.14285714,4.081632653,14.28571429,0,0,0.244897959,0.282
52.769,53.747,4951.89,0.94,2.68E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.268
15.063,32.46,7049.51,0.915,2.51E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.25
14.978,31.725,6229.41,0.91,2.16E-06,57.14285714,19.78021978,14.28571429,0,0,0.087912088,0.219
15.063,29.807,6822.99,0.913,2.41E-06,57.14285714,26.37362637,14.28571429,0,0,0.021978022,0.244
14.806,30.432,6043.66,0.91,2.09E-06,57.14285714,17.58241758,14.28571429,0,0,0.10989011,0.208
14.767,32.035,5542.71,0.906,1.89E-06,57.14285714,10.98901099,14.28571429,0,0,0.175824176,0.19
14.347,31.801,5050.9,0.901,1.70E-06,57.14285714,2.197802198,14.28571429,0,0,0.263736264,0.169
15.157,30.334,5436.4,0.904,1.84E-06,57.14285714,8.791208791,14.28571429,0,0,0.197802198,0.183
13.724,30.513,4977.8,0.901,1.65E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.165
24.837,51.244,8003.07,0.959,5.28E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.524
24.604,49.947,7732.06,0.956,4.88E-06,60.36585366,31.70731707,7.926829268,0,0,0,0.483
24.8,51.568,7943.38,0.959,5.18E-06,58.86075949,32.91139241,8.227848101,0,0,0,0.522
24.832,50.178,7704.79,0.956,4.80E-06,60.84337349,31.3253012,7.831325301,0,0,0,0.485
24.116,50.968,7537.66,0.954,4.61E-06,62.20930233,30.23255814,7.558139535,0,0,0,0.46
23.945,49.935,7338.71,0.95,4.31E-06,63.88888889,28.88888889,7.222222222,0,0,0,0.431
24.059,51.281,7481.51,0.954,4.53E-06,62.64367816,29.88505747,7.471264368,0,0,0,0.454
23.888,49.87,7268.34,0.95,4.25E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.424
15.15,25.96,6640.09,0.9,2.18E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.217
15.123,25.574,6224.57,0.896,1.97E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.196
17.216,24.277,5443.15,0.911,1.96E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.195
17.644,24.096,5171.78,0.908,1.84E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.185
13.783,25.971,6233.36,0.898,2.00E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.199
13.802,25.457,5886.35,0.892,1.82E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.181
16.145,24.883,5262.13,0.908,1.83E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.182
16.93,24.041,4958.26,0.905,1.73E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.172
27.33,46.116,7983.37,0.962,5.50E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.551
27.199,46.11,7792.64,0.96,5.28E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.528
24.207,38.438,7292.97,0.943,3.71E-06,62.5,30,7.5,0,0,0,0.369
24.336,38.218,7174.7,0.941,3.57E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.359
27.5,45.794,7775.26,0.96,5.31E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.53
27.323,45.828,7625.76,0.959,5.10E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.516
24.279,38.321,7158.54,0.941,3.58E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.357
24.15,41.533,7087.6,0.944,3.73E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.372
19.296,31.059,5597.13,0.928,2.40E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.241
18.946,31.283,5327.52,0.926,2.24E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.223
18.425,31.03,5352.73,0.926,2.25E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.226
18.333,31.197,5114.45,0.924,2.12E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.211
33.098,51.379,7989.72,0.97,6.79E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.682
33.017,51.533,7825.69,0.969,6.52E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.653
13.881,32.612,5554.74,0.888,1.99E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.201
33.176,51.371,7823.37,0.968,6.51E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.652
32.814,51.059,7664.5,0.967,6.29E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.63
27.93,31.433,6612.3,0.915,2.57E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.258
26.966,29.064,6157.1,0.913,2.36E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.236
26.012,28.513,5369.88,0.909,1.92E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.189
25.512,28.439,5067.71,0.906,1.80E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.179
26.609,31.21,6226.11,0.912,2.35E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.236
26.218,28.775,5858.1,0.91,2.17E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.214
21.843,27.67,5186.56,0.907,1.80E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.178
24.684,28.9,4917.28,0.903,1.71E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.171
41.176,48.404,7864.72,0.96,5.48E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.55
42.34,48.845,7709.86,0.96,5.30E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.534
43.595,48.063,7274.25,0.953,4.55E-06,62.5,30,7.5,0,0,0,0.452
42.905,47.829,7152.18,0.951,4.39E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.436
44.138,49.35,7645.51,0.959,5.26E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.527
42.037,49.101,7556.46,0.958,5.08E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.51
43.517,48.078,7148.08,0.951,4.40E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.441
43.009,48.006,7035.79,0.95,4.26E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.426
14.099,16.129,6648,0.896,1.97E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.194
13.568,15.685,5499.67,0.886,1.58E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.156
13.589,14.983,5148.27,0.882,1.48E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.146
13.967,15.651,6648.27,0.897,1.99E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.199
13.981,16.174,6243.22,0.894,1.82E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.182
13.095,15.906,5199.2,0.881,1.48E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.147
13.687,14.726,4901.47,0.879,1.41E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.141
24.528,25.272,8057.67,0.952,4.45E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.449
23.924,25.157,7874.31,0.95,4.28E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.427
