PLD (Å),LCD (Å),Sacc (m2/g),Porosity,KH2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,H2-1 bar (mol/kg)
24.455,27.036,7568.38,0.946,3.98E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.394
25.469,27.443,7469.67,0.946,3.90E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.387
24.799,26.88,7402.89,0.944,3.79E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.376
24.839,27.212,7307.78,0.944,3.75E-06,62.5,30,7.5,0,0,0,0.376
24.838,27.252,7219.36,0.942,3.67E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.367
25.148,27.18,7151.97,0.942,3.58E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.361
25.21,27.223,7105.28,0.94,3.51E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.349
12.848,13.111,1137.11,0.581,3.77E-07,57.14285714,28.57142857,14.28571429,0,0,0,0.038
17.116,21.469,5639.52,0.923,2.26E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.225
12.789,13.041,867.753,0.561,2.90E-07,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.029
12.879,13.139,981.74,0.604,3.60E-07,57.14285714,0,14.28571429,0,0,0.285714286,0.035
22.461,22.613,1697.95,0.698,5.78E-07,58.33333333,33.33333333,8.333333333,0,0,0,0.057
20.819,21.03,1376.1,0.659,4.59E-07,62.5,30,7.5,0,0,0,0.045
21.71,21.915,1616.94,0.678,5.19E-07,60.52631579,31.57894737,7.894736842,0,0,0,0.051
20.322,20.593,1324.11,0.636,4.16E-07,64.28571429,28.57142857,7.142857143,0,0,0,0.042
18.412,19.609,5373.41,0.913,2.05E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.202
20.256,23.008,5080.63,0.919,2.07E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.206
36.352,40.368,7972.99,0.969,6.93E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.695
36.257,37.118,7666.02,0.965,6.24E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.625
32.365,33.972,7625.55,0.961,5.78E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.576
15.407,17.481,6734.9,0.902,2.22E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.223
8.19,8.614,701.425,0.499,2.37E-07,57.14285714,0,14.28571429,0,0,0.285714286,0.024
14.042,14.312,1671.54,0.645,5.06E-07,58.33333333,33.33333333,8.333333333,0,0,0,0.05
11.75,11.922,1209.14,0.565,3.13E-07,64.28571429,28.57142857,7.142857143,0,0,0,0.031
19.513,19.863,6919.69,0.904,2.27E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.225
17.251,19.544,6587.66,0.901,2.09E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.208
17.419,18.256,6079.82,0.899,1.94E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.192
16.855,18.341,5697.29,0.896,1.81E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.182
18.758,19.583,6248.49,0.9,1.95E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.196
17.331,19.728,5885.74,0.896,1.81E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.181
17.529,18.334,5563.16,0.894,1.70E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.169
16.959,19.017,5226.7,0.892,1.60E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.161
19.635,20.239,6411.16,0.899,2.08E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.207
16.894,19.43,6165.15,0.896,1.91E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.193
17.26,18.433,5783.41,0.896,1.80E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.181
17.526,18.755,5485.9,0.894,1.70E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.169
17.873,20.041,5780.03,0.895,1.78E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.178
17.865,19.746,5457.6,0.893,1.71E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.171
17.337,18.361,5255.2,0.891,1.57E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.156
17.303,18.29,4990.18,0.888,1.50E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.15
30.43,32.178,7972.89,0.954,4.65E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.457
30.446,32.287,7903.93,0.952,4.46E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.441
32.747,34.128,7603.33,0.951,4.34E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.429
31.219,34.119,7500.59,0.949,4.16E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.417
29.591,30.817,7658.35,0.95,4.26E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.422
29.482,30.761,7582.9,0.948,4.11E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.412
30.667,31.125,7413.79,0.947,4.02E-06,62.5,30,7.5,0,0,0,0.401
30.787,31.224,7266.97,0.946,3.88E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.391
30.088,30.897,7787.16,0.953,4.53E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.455
30.202,30.91,7716.57,0.953,4.37E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.435
32.266,32.661,7539.68,0.951,4.27E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.426
30.141,32.579,7395.09,0.949,4.09E-06,62.5,30,7.5,0,0,0,0.415
28.982,29.751,7494.7,0.948,4.11E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.413
29.104,29.801,7441.17,0.947,4.00E-06,62.5,30,7.5,0,0,0,0.4
30.793,31.186,7331.38,0.947,3.94E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.391
30.692,31.3,7216.97,0.945,3.80E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.382
9.794,15.82,4943.87,0.813,1.31E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.131
10.562,16.851,5159.16,0.825,1.38E-06,58.10810811,32.43243243,8.108108108,0,0.013513514,0,0.137
10.023,15.717,4980.44,0.81,1.32E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.132
10.521,16.264,5174.52,0.821,1.37E-06,58.10810811,32.43243243,8.108108108,0,0.013513514,0,0.135
19.153,33.399,6717.52,0.926,2.86E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.288
17.361,33.333,5011.02,0.912,1.86E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.186
31.08,52.466,7885.26,0.965,6.02E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.591
30.451,51.512,7080.2,0.957,4.82E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.473
40.333,58.802,6717.29,0.951,4.39E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.443
37.154,61.488,5016.67,0.943,2.81E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.281
22.412,22.531,3593.97,0.828,1.27E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.126
18.886,19.709,2612.2,0.799,8.70E-07,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.087
18.648,20.474,3220.5,0.815,1.07E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.107
19.125,20.396,2294.48,0.789,7.82E-07,57.14285714,0,14.28571429,0,0,0.285714286,0.077
33.081,33.418,6366.26,0.918,2.73E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.276
28.331,29.397,5429.22,0.901,2.21E-06,62.5,30,7.5,0,0,0,0.223
32.916,33.273,6249.55,0.912,2.55E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.25
29.398,30.032,5081.22,0.895,2.06E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.208
43.557,48.197,6000.79,0.958,4.71E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.465
20.27,20.755,6773.56,0.909,2.40E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.241
18.443,21.18,5270.04,0.899,1.81E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.18
18.111,19.278,6071.84,0.903,2.01E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.201
19.017,21.171,4820.6,0.896,1.62E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.162
32.558,33.563,7861.32,0.957,5.08E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.509
31.75,32.965,7446.75,0.95,4.32E-06,62.5,30,7.5,0,0,0,0.438
32.615,33.185,7515.45,0.954,4.66E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.466
31.799,32.441,7186.36,0.947,3.99E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.398
19.755,23.514,6807.23,0.908,2.41E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.24
19.65,23.614,5346.87,0.899,1.82E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.181
17.992,22.062,6087.05,0.903,2.04E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.204
18.085,22.301,4974.98,0.893,1.60E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.161
32.449,38.432,7886.07,0.957,5.13E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.518
31.516,36.185,7424.37,0.95,4.32E-06,62.5,30,7.5,0,0,0,0.43
31.803,38.472,7627.23,0.954,4.74E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.474
30.773,35.867,7167.19,0.946,4.03E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.402
33.305,33.559,7000.44,0.928,2.97E-06,58.62068966,31.03448276,10.34482759,0,0,0,0.3
30.815,31.226,5957.57,0.921,2.31E-06,58.62068966,17.24137931,10.34482759,0,0,0.137931034,0.23
33.17,33.332,6796.08,0.929,2.91E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.29
30.751,30.869,5773.7,0.921,2.27E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.226
32.531,32.829,6770.54,0.928,2.88E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.289
31.908,32.135,5580.91,0.921,2.29E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.226
30.774,30.912,5074.05,0.915,1.87E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.187
51.123,51.754,7930.4,0.965,6.07E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.608
51.63,51.872,7446.52,0.962,5.41E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.536
50.317,50.776,7624.8,0.962,5.41E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.536
48.891,49.515,7140.61,0.958,4.83E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.48
25.482,25.663,6709.29,0.918,2.59E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.259
23.213,24.062,6079.34,0.91,2.13E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.213
22.813,23.851,6121.62,0.913,2.21E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.221
22.728,24.495,5405.72,0.907,1.91E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.189
24.233,25.494,5917.99,0.914,2.22E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.221
22.926,24.381,5446.65,0.908,1.90E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.189
22.995,24.215,5381.96,0.908,1.92E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.191
22.557,23.678,4866.13,0.903,1.70E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.173
39.596,39.922,7947.03,0.962,5.41E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.543
39.553,39.874,7642.65,0.959,4.99E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.502
39.623,39.968,7618.28,0.958,5.01E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.5
39.795,40.139,7373.01,0.956,4.70E-06,62.5,30,7.5,0,0,0,0.466
39.599,39.88,7769.26,0.959,5.04E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.502
39.546,39.864,7451.23,0.956,4.69E-06,62.5,30,7.5,0,0,0,0.466
39.566,39.86,7338.7,0.955,4.61E-06,62.5,30,7.5,0,0,0,0.463
39.709,40.01,7118.08,0.953,4.37E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.435
16.601,17.928,6917.57,0.906,2.30E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.228
14.778,17.373,6537.71,0.903,2.11E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.21
15.536,17.364,5479.85,0.894,1.68E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.169
14.695,16.788,5234.98,0.89,1.58E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.156
16.423,17.362,6491.13,0.903,2.11E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.211
14.367,17.26,6093.26,0.9,1.94E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.194
15.615,16.558,5198.07,0.892,1.58E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.159
14.346,17.185,5003.2,0.888,1.49E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.149
27.404,28.658,8092.06,0.955,4.73E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.469
26.668,28.847,7995.54,0.953,4.56E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.456
26.398,28.023,7388.36,0.95,4.12E-06,62.5,30,7.5,0,0,0,0.41
25.933,28.276,7231.33,0.948,4.00E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.4
27.658,28.53,7883.5,0.953,4.58E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.456
26.943,28.518,7771.68,0.951,4.40E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.435
26.838,28.241,7343.65,0.947,4.00E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.404
26.347,28.361,7207.31,0.946,3.87E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.388
20.336,23.01,6674.19,0.905,2.25E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.224
19.89,21.908,5850.04,0.896,1.89E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.188
20.227,23.083,5889.94,0.898,1.90E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.189
19.797,21.421,5374.54,0.89,1.63E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.161
18.421,22.725,5947.79,0.899,1.91E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.191
17.961,21.237,5351.99,0.892,1.63E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.162
18.136,22.459,5418.32,0.893,1.66E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.165
31.06,36.343,7853.89,0.955,4.59E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.458
32.277,36.578,7607.77,0.952,4.34E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.434
31.287,36.085,7551.74,0.952,4.25E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.426
32.227,36.567,7358.2,0.949,4.04E-06,62.5,30,7.5,0,0,0,0.404
31.479,35.693,7548.33,0.951,4.26E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.427
32.215,36.283,7343.17,0.948,4.01E-06,62.5,30,7.5,0,0,0,0.402
31.368,35.302,7256.82,0.947,3.95E-06,62.5,30,7.5,0,0,0,0.394
32.354,35.753,7090.08,0.945,3.77E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.378
20.377,22.011,6816.76,0.911,2.43E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.245
20.623,22.349,6313.9,0.909,2.25E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.225
18.302,22.101,6011.29,0.905,2.05E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.205
18.889,22.283,5666.35,0.904,1.91E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.191
18.314,22.041,6023.93,0.905,2.05E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.208
17.895,22.249,5696.28,0.902,1.91E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.19
18.86,21.882,5462.65,0.901,1.79E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.178
19.294,22.315,5232.28,0.899,1.69E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.169
20.177,22.014,6425.11,0.908,2.22E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.221
19.289,21.805,5985.75,0.907,2.07E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.207
18.606,21.667,5686.34,0.902,1.90E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.191
18.434,22.038,5400.51,0.9,1.78E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.178
18.594,21.639,5735.75,0.903,1.90E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.191
17.869,21.857,5470.66,0.9,1.78E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.179
18.848,21.265,5294.54,0.898,1.67E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.168
18.8,21.882,5028.85,0.897,1.59E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.159
33.932,35.826,7986.64,0.959,5.10E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.509
33.663,34.77,7831.08,0.956,4.86E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.484
32.722,35.194,7632.14,0.955,4.68E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.471
32.532,34.309,7476.46,0.953,4.48E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.454
32.719,35.192,7621.45,0.954,4.68E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.471
32.527,34.309,7518.48,0.952,4.48E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.445
32.05,34.942,7326.48,0.952,4.38E-06,62.5,30,7.5,0,0,0,0.44
31.646,34.338,7284.52,0.95,4.19E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.417
33.94,35.518,7818.96,0.957,4.91E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.49
33.752,34.555,7649.35,0.954,4.67E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.469
32.772,35.259,7502.36,0.953,4.52E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.453
32.695,34.338,7349.14,0.952,4.33E-06,62.5,30,7.5,0,0,0,0.433
32.773,35.258,7496.64,0.952,4.52E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.452
32.695,34.338,7360.95,0.95,4.33E-06,62.5,30,7.5,0,0,0,0.433
32.351,34.952,7215.54,0.951,4.24E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.422
31.956,34.394,7156.96,0.948,4.06E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.405
20.35,22.005,6787.52,0.913,2.42E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.24
20.568,21.529,6306.98,0.91,2.24E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.221
19.511,21.927,5391.17,0.901,1.79E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.182
19.153,21.985,5191.73,0.901,1.69E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.171
19.297,22.012,6380.28,0.91,2.23E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.221
19.24,22.308,5939.61,0.907,2.07E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.208
19.368,20.861,5163.03,0.898,1.68E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.169
19.598,21.805,4865.36,0.897,1.60E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.159
33.97,35.813,7942.84,0.959,5.11E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.508
33.675,34.785,7821.55,0.957,4.85E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.479
32.04,34.938,7351.57,0.952,4.38E-06,62.5,30,7.5,0,0,0,0.439
31.633,34.34,7297.42,0.95,4.19E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.418
33.93,35.515,7818.17,0.958,4.90E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.487
33.75,34.561,7626.97,0.955,4.67E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.465
32.347,34.955,7200.54,0.95,4.24E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.422
31.942,34.397,7161.88,0.948,4.06E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.406
19.857,21.496,6796.36,0.91,2.40E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.24
19.006,21.117,6519.39,0.908,2.27E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.228
18.907,20.603,5732.79,0.904,1.93E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.193
19.006,20.229,5561.96,0.903,1.85E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.184
17.666,20.436,6214.3,0.903,2.09E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.209
16.94,19.952,5996.48,0.901,1.99E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.198
20.165,21.819,5332.95,0.903,1.81E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.181
18.949,20.276,6272.3,0.906,2.13E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.214
18.751,19.738,6084.86,0.904,2.02E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.203
17.667,19.875,5434.49,0.9,1.75E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.175
18.887,20.415,5119.67,0.9,1.71E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.171
16.981,19.243,5790.42,0.896,1.85E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.186
16.002,18.639,5590.52,0.895,1.76E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.177
32.681,34.702,7919.5,0.959,5.12E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.511
32.509,34.659,7866.61,0.958,4.98E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.504
29.621,34.974,7540.66,0.954,4.50E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.445
29.148,34.876,7452.32,0.952,4.39E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.44
30.493,34.864,7708.22,0.955,4.77E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.475
30.355,34.737,7593.19,0.954,4.65E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.462
32.138,33.525,7455.39,0.952,4.32E-06,62.5,30,7.5,0,0,0,0.431
31.489,33.439,7330.24,0.951,4.22E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.42
32.786,34.759,7702.55,0.957,4.83E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.486
32.103,34.668,7630.33,0.956,4.71E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.475
29.276,34.247,7360.24,0.951,4.26E-06,62.5,30,7.5,0,0,0,0.427
28.828,34.167,7275.28,0.95,4.16E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.419
30.555,34.286,7525.07,0.953,4.52E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.452
30.411,34.156,7461.16,0.952,4.41E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.439
31.689,33.543,7243.34,0.949,4.10E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.412
31.089,33.471,7217.13,0.948,4.01E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.397
15.2,20.542,6834.78,0.903,2.24E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.223
14.87,19.372,6411.01,0.901,2.05E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.203
14.6,19.045,6092.76,0.897,1.89E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.188
14.371,18.564,5783.55,0.893,1.75E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.176
14.231,21.106,5954.81,0.896,1.87E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.187
13.821,20.121,5675.6,0.893,1.74E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.171
13.968,19.843,5422.99,0.89,1.63E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.162
13.337,18.711,5255.65,0.888,1.53E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.152
15.478,20.372,6328.67,0.901,2.06E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.205
14.649,18.897,5958.44,0.897,1.90E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.19
15.119,18.529,5726.94,0.893,1.76E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.177
14.431,18.109,5428.58,0.891,1.64E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.164
14.477,20.039,5622.31,0.893,1.74E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.175
13.662,18.993,5393.09,0.89,1.63E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.162
13.655,19.694,5194.72,0.887,1.52E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.153
13.711,18.672,4956.09,0.883,1.44E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.144
24.405,33.863,7872.07,0.953,4.56E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.455
24.297,32.937,7709.51,0.951,4.39E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.44
24.241,33.386,7600.33,0.95,4.22E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.42
24.154,32.743,7428.95,0.949,4.07E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.409
25.679,32.416,7627.2,0.95,4.30E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.433
25.634,32.205,7482.31,0.948,4.15E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.418
25.024,32.027,7360.38,0.947,4.01E-06,62.5,30,7.5,0,0,0,0.401
25.127,32.066,7243.94,0.945,3.88E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.384
23.832,34.582,7758.77,0.952,4.39E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.441
23.946,33.764,7601.38,0.95,4.23E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.423
23.753,33.651,7467.16,0.949,4.07E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.408
23.665,33.371,7336.68,0.947,3.93E-06,62.5,30,7.5,0,0,0,0.395
24.684,32.494,7529.74,0.949,4.15E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.417
25.289,32.506,7387.56,0.947,4.01E-06,62.5,30,7.5,0,0,0,0.401
24.58,32.093,7301.5,0.945,3.87E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.389
24.517,32.182,7179.03,0.944,3.75E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.376
16.759,21.524,6785.29,0.905,2.34E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.235
16.732,19.69,6382.9,0.903,2.14E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.216
14.487,20.193,5336.16,0.892,1.69E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.17
14.357,19.294,5099.23,0.889,1.58E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.156
17.506,21.376,6302.4,0.903,2.15E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.216
