PLD (Å),LCD (Å),Sacc (m2/g),Porosity,KCO2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,CO2-1 bar (mol/kg)
30.542,45.902,6058.05,0.950,1.44E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.466
26.662,42.482,5387.25,0.944,1.43E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.435
28.562,42.513,5462.01,0.944,3.06E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.963
28.524,43.410,5042.69,0.942,3.04E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.967
15.605,21.562,6347.45,0.888,1.17E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.155
12.912,21.061,5267.22,0.859,2.22E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,2.097
17.075,22.042,6157.15,0.889,1.28E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,1.346
15.007,20.531,5468.96,0.880,1.90E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.817
17.117,22.451,5660.86,0.889,1.52E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.592
16.487,21.785,5319.51,0.884,1.79E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.852
17.219,21.250,5300.31,0.883,1.63E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.658
14.637,18.696,4859.05,0.874,2.38E-05,57.14285714,3.174603175,14.28571429,0,0,0.253968254,2.132
14.282,20.725,5661.73,0.866,1.57E-05,57.14285714,25.3968254,14.28571429,0,0,0.031746032,1.545
15.101,20.476,5492.75,0.879,1.64E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.654
10.794,23.501,5263.62,0.859,2.33E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,2.143
15.610,19.892,5242.7,0.878,1.95E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.923
15.109,20.287,5178.52,0.871,2.55E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.967
10.828,21.884,4405.81,0.855,3.65E-05,57.14285714,6.349206349,14.28571429,0,0,0.222222222,2.657
13.123,19.184,4719.96,0.855,2.70E-05,57.14285714,6.349206349,14.28571429,0,0,0.222222222,2.274
16.280,21.351,4910.66,0.877,1.88E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.930
25.524,31.339,7618.02,0.943,1.06E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.072
27.925,36.688,7656.76,0.944,1.09E-05,59.82142857,32.14285714,8.035714286,0,0,0,1.106
21.292,32.120,7306.31,0.937,1.07E-05,59.82142857,32.14285714,8.035714286,0,0,0,1.081
22.200,32.364,7107.28,0.933,1.11E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.115
22.870,30.307,6920.13,0.932,1.18E-05,62.5,30,7.5,0,0,0,1.189
21.400,31.873,6924.34,0.928,1.15E-05,62.5,30,7.5,0,0,0,1.159
22.824,31.174,6752.55,0.928,1.20E-05,63.70967742,29.03225806,7.258064516,0,0,0,1.206
39.333,53.836,7766.49,0.963,1.21E-05,59.09090909,32.72727273,8.181818182,0,0,0,1.215
24.136,32.737,7345.78,0.940,1.12E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.129
27.730,36.727,7592.32,0.946,1.11E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.117
25.048,35.022,7244.21,0.940,1.17E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.183
24.659,31.278,7137.93,0.939,1.18E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.179
28.432,35.188,7190.79,0.942,1.21E-05,63.1147541,29.50819672,7.37704918,0,0,0,1.202
28.291,35.235,7213.62,0.941,1.19E-05,63.1147541,29.50819672,7.37704918,0,0,0,1.205
22.470,31.657,6657.91,0.926,1.25E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.229
16.467,28.418,6838.96,0.905,9.74E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.984
16.948,26.599,5051.49,0.887,1.84E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.934
27.981,43.230,7901.55,0.955,1.09E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.078
16.767,17.316,7126,0.907,8.88E-06,58.62068966,31.03448276,10.34482759,0,0,0,0.903
15.836,17.289,5918.86,0.898,1.31E-05,58.62068966,17.24137931,10.34482759,0,0,0.137931034,1.356
16.655,17.040,7028.28,0.907,8.78E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.890
16.652,17.225,5750.07,0.899,1.24E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.284
16.349,17.241,7116.62,0.907,8.57E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.870
15.590,16.739,5693.68,0.899,1.30E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.335
15.364,16.616,5779.77,0.898,1.26E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.329
15.117,16.405,4943.48,0.890,1.35E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.409
27.799,28.091,7908.23,0.956,1.09E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.099
26.311,28.513,7549.39,0.951,1.14E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.123
27.069,27.734,7600.6,0.950,1.13E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.155
25.696,27.275,7322.75,0.946,1.20E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.201
16.670,17.239,7266.08,0.910,9.22E-06,60,33.33333333,6.666666667,0,0,0,0.943
16.426,16.682,7085.87,0.910,8.85E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.902
23.491,23.955,8674.58,0.950,1.00E-05,64.70588235,29.41176471,5.882352941,0,0,0,1.013
12.917,13.518,6302.18,0.869,8.48E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.871
14.130,17.037,7035.75,0.899,9.40E-06,58.33333333,31.25,10.41666667,0,0,0,0.960
16.671,17.239,7280,0.910,9.22E-06,60,33.33333333,6.666666667,0,0,0,0.945
16.427,16.685,7102.3,0.910,8.85E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.912
23.489,23.958,8663.03,0.950,1.00E-05,64.70588235,29.41176471,5.882352941,0,0,0,1.006
12.917,13.516,6295.56,0.869,8.47E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.866
14.311,18.802,7073.54,0.904,9.39E-06,58.33333333,31.25,10.41666667,0,0,0,0.960
16.344,17.229,7099.7,0.910,8.59E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.875
15.028,16.331,4947.15,0.891,1.36E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.355
27.802,28.076,7939.88,0.957,1.09E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.106
25.688,27.258,7258.03,0.948,1.20E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.204
5.120,11.227,2865.77,0.705,1.30E-04,57.14285714,19.04761905,14.28571429,0,0,0.095238095,4.867
6.120,10.201,2289.55,0.690,2.05E-04,57.14285714,9.523809524,14.28571429,0,0,0.19047619,6.948
6.437,10.933,1874.8,0.671,2.64E-04,57.14285714,0,14.28571429,0,0,0.285714286,6.704
12.239,15.938,7259.17,0.871,1.09E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.150
12.211,15.890,6330.97,0.862,1.33E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.412
10.446,14.881,6206.2,0.850,1.37E-05,62.5,30,7.5,0,0,0,1.448
10.405,14.831,5662.91,0.842,1.76E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.887
23.391,30.803,7617.4,0.945,8.88E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.900
6.673,7.508,7104.64,0.818,1.28E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.349
6.162,8.849,5031.48,0.781,3.10E-05,57.14285714,0,14.28571429,0,0,0.285714286,4.134
12.751,13.319,8030.06,0.913,8.58E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.878
11.275,12.390,7309.29,0.894,1.06E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.078
23.442,24.909,7621.28,0.961,1.04E-05,57.14285714,23.80952381,9.523809524,9.523809524,0,0,1.058
16.344,17.229,7099.7,0.910,8.59E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.872
15.028,16.331,4947.15,0.891,1.36E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.354
27.802,28.076,7939.88,0.957,1.09E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.101
25.688,27.258,7258.03,0.948,1.20E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.210
19.222,26.211,6675.85,0.922,1.13E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.110
36.546,39.858,5088.92,0.941,3.17E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.974
27.274,40.067,7032.04,0.952,1.32E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.305
24.689,38.165,5060.87,0.930,3.46E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.998
20.939,55.149,5055.97,0.931,3.49E-05,57.14285714,0,14.28571429,0,0,0.285714286,2.054
33.364,79.091,7071.66,0.964,1.46E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.460
14.663,17.653,6990.08,0.904,8.71E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.881
14.775,17.544,6516.21,0.901,1.08E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.085
14.461,17.567,5407.03,0.892,1.39E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.424
14.081,17.345,5122.89,0.890,1.35E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.376
14.803,17.646,6466.04,0.902,1.06E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.069
14.652,17.621,6100.21,0.899,1.17E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.187
14.368,17.211,5153.18,0.889,1.40E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.413
13.520,16.753,5030.61,0.886,1.40E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.386
25.700,28.772,7870.92,0.954,1.08E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.081
25.192,28.735,7757.42,0.953,1.10E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.106
25.013,27.735,7397.42,0.948,1.15E-05,62.5,30,7.5,0,0,0,1.132
22.996,27.923,7343.11,0.947,1.17E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.165
25.636,28.737,7768.46,0.953,1.10E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.089
24.154,28.765,7649.66,0.951,1.12E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.122
25.042,28.102,7314.94,0.946,1.17E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.157
22.898,27.970,7249.99,0.945,1.19E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.164
20.481,36.313,6946.51,0.932,9.87E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.996
19.741,32.815,6435.2,0.928,1.13E-05,57.14285714,22.85714286,14.28571429,0,0,0.057142857,1.141
20.473,32.873,6880.1,0.929,1.07E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.091
20.053,34.703,5275.51,0.921,1.76E-05,57.14285714,5.714285714,14.28571429,0,0,0.228571429,1.857
20.303,31.297,6387.29,0.924,1.21E-05,57.14285714,22.85714286,14.28571429,0,0,0.057142857,1.224
19.766,33.732,5044.29,0.917,1.73E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.822
34.094,55.196,7943.87,0.967,1.24E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.217
32.313,51.365,7341.41,0.960,1.35E-05,63.23529412,29.41176471,7.352941176,0,0,0,1.335
34.291,56.318,7756.85,0.966,1.26E-05,59.67741935,32.25806452,8.064516129,0,0,0,1.223
31.748,50.047,7201.99,0.958,1.36E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.347
16.430,31.619,6054.92,0.897,1.09E-05,58.53658537,31.70731707,9.756097561,0,0,0,1.078
10.599,20.033,5153.03,0.828,1.95E-05,60,32,8,0,0,0,2.044
16.435,31.613,6060.12,0.896,1.09E-05,58.53658537,31.70731707,9.756097561,0,0,0,1.099
10.595,20.038,5182.46,0.827,1.96E-05,60,32,8,0,0,0,2.025
16.433,31.628,6041.9,0.897,1.09E-05,58.53658537,31.70731707,9.756097561,0,0,0,1.083
10.595,20.042,5163.94,0.828,1.95E-05,60,32,8,0,0,0,2.018
6.528,10.038,6026.34,0.771,4.71E-05,60,33.33333333,6.666666667,0,0,0,4.439
8.760,11.416,3934.41,0.773,1.67E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.707
8.850,12.831,8759.48,0.875,9.55E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.974
4.164,6.728,385.441,0.479,8.72E-05,56.75675676,32.43243243,10.81081081,0,0,0,2.359
6.576,9.253,6469.78,0.772,4.44E-05,60,33.33333333,6.666666667,0,0,0,4.350
8.851,12.755,8769.11,0.874,9.73E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.996
6.590,8.130,947.972,0.495,1.64E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.707
4.640,5.469,448.912,0.424,1.99E-04,57.14285714,9.523809524,14.28571429,0,0,0.19047619,2.544
8.047,12.178,3310.11,0.752,1.77E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.877
6.606,10.435,2811.56,0.728,3.29E-05,57.14285714,0,14.28571429,0,0,0.285714286,3.376
6.837,9.176,6252.15,0.773,4.41E-05,60,33.33333333,6.666666667,0,0,0,4.308
9.657,12.713,8832.84,0.874,9.72E-06,64.70588235,29.41176471,5.882352941,0,0,0,1.022
5.185,6.555,1974.73,0.668,6.33E-05,56.75675676,32.43243243,10.81081081,0,0,0,3.802
6.823,9.177,6279.37,0.773,4.41E-05,60,33.33333333,6.666666667,0,0,0,4.305
9.658,12.713,8656.7,0.874,9.74E-06,64.70588235,29.41176471,5.882352941,0,0,0,1.010
5.198,6.557,1973.39,0.668,6.34E-05,56.75675676,32.43243243,10.81081081,0,0,0,3.810
8.031,8.355,982.641,0.510,1.20E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.280
7.219,7.449,783.835,0.486,1.14E-04,57.14285714,19.04761905,14.28571429,0,0,0.095238095,3.784
6.550,6.779,561.028,0.438,1.05E-04,57.14285714,9.523809524,14.28571429,0,0,0.19047619,2.705
11.750,15.908,7839.61,0.891,9.29E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.954
13.167,13.391,1535.6,0.618,5.40E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.565
11.684,13.298,7288.28,0.875,1.13E-05,62.5,30,7.5,0,0,0,1.195
11.839,13.203,7099.09,0.867,1.22E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.268
11.501,14.891,7059.84,0.885,9.57E-06,60,33.33333333,6.666666667,0,0,0,0.980
15.926,22.153,8763.44,0.937,8.86E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.890
9.000,11.172,6232.1,0.832,1.03E-05,56.75675676,32.43243243,10.81081081,0,0,0,1.075
11.506,14.891,7032.08,0.885,9.58E-06,60,33.33333333,6.666666667,0,0,0,0.974
15.926,22.142,8785.17,0.935,8.85E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.896
9.013,11.172,6211.11,0.831,1.03E-05,56.75675676,32.43243243,10.81081081,0,0,0,1.077
10.810,14.350,5803.85,0.873,1.19E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.222
9.766,13.912,5075.77,0.861,1.46E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.535
18.907,25.663,7888.62,0.945,1.00E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.010
18.717,24.366,7220.32,0.937,1.09E-05,62.5,30,7.5,0,0,0,1.092
14.085,17.746,7498.24,0.919,8.10E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.821
8.030,8.353,1016.95,0.513,1.20E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.277
6.554,6.801,576.907,0.441,1.05E-04,57.14285714,9.523809524,14.28571429,0,0,0.19047619,2.715
7.251,7.452,805.101,0.488,1.13E-04,57.14285714,19.04761905,14.28571429,0,0,0.095238095,3.772
7.118,7.298,561.629,0.456,1.42E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.374
11.684,15.916,7804.71,0.893,9.32E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.956
11.587,13.297,7224.51,0.878,1.14E-05,62.5,30,7.5,0,0,0,1.192
12.413,15.579,7589.43,0.884,1.01E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.041
12.117,12.198,1232.18,0.570,3.78E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.402
23.806,30.063,7574.41,0.955,9.49E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.973
11.315,14.562,6634.77,0.886,9.06E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.932
11.346,13.605,5891.71,0.878,1.18E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.228
9.990,13.287,5113.31,0.863,1.46E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.504
16.661,17.709,7245.78,0.925,1.05E-05,62.5,30,7.5,0,0,0,1.070
11.187,14.746,5836.32,0.878,1.19E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.242
9.994,13.279,5085.3,0.863,1.46E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.506
18.845,25.387,7804.51,0.946,1.01E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.014
18.736,24.495,7244.21,0.937,1.09E-05,62.5,30,7.5,0,0,0,1.105
21.369,22.704,5099.44,0.915,2.12E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.677
35.000,37.612,8009.79,0.965,1.32E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.316
55.039,56.079,6717.86,0.950,1.09E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.113
51.863,52.946,6317.19,0.948,1.20E-05,57.14285714,24.48979592,14.28571429,0,0,0.040816327,1.213
52.397,52.792,5538.13,0.944,1.46E-05,57.14285714,12.24489796,14.28571429,0,0,0.163265306,1.521
52.153,52.677,5402.15,0.943,1.47E-05,57.14285714,8.163265306,14.28571429,0,0,0.204081633,1.511
55.169,56.332,5864.8,0.948,1.30E-05,57.14285714,20.40816327,14.28571429,0,0,0.081632653,1.324
52.915,53.804,5698.33,0.945,1.36E-05,57.14285714,16.32653061,14.28571429,0,0,0.12244898,1.404
53.287,53.825,5044,0.942,1.47E-05,57.14285714,4.081632653,14.28571429,0,0,0.244897959,1.508
52.769,53.747,4951.89,0.940,1.53E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.537
15.063,32.460,7049.51,0.915,9.14E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.932
14.978,31.725,6229.41,0.910,1.16E-05,57.14285714,19.78021978,14.28571429,0,0,0.087912088,1.189
15.063,29.807,6822.99,0.913,9.97E-06,57.14285714,26.37362637,14.28571429,0,0,0.021978022,1.023
14.806,30.432,6043.66,0.910,1.21E-05,57.14285714,17.58241758,14.28571429,0,0,0.10989011,1.222
14.767,32.035,5542.71,0.906,1.30E-05,57.14285714,10.98901099,14.28571429,0,0,0.175824176,1.331
14.347,31.801,5050.9,0.901,1.37E-05,57.14285714,2.197802198,14.28571429,0,0,0.263736264,1.422
15.157,30.334,5436.4,0.904,1.33E-05,57.14285714,8.791208791,14.28571429,0,0,0.197802198,1.363
13.724,30.513,4977.8,0.901,1.39E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.442
24.837,51.244,8003.07,0.959,1.11E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.117
24.604,49.947,7732.06,0.956,1.15E-05,60.36585366,31.70731707,7.926829268,0,0,0,1.165
24.800,51.568,7943.38,0.959,1.12E-05,58.86075949,32.91139241,8.227848101,0,0,0,1.125
24.832,50.178,7704.79,0.956,1.16E-05,60.84337349,31.3253012,7.831325301,0,0,0,1.165
24.116,50.968,7537.66,0.954,1.20E-05,62.20930233,30.23255814,7.558139535,0,0,0,1.219
23.945,49.935,7338.71,0.950,1.24E-05,63.88888889,28.88888889,7.222222222,0,0,0,1.256
24.059,51.281,7481.51,0.954,1.20E-05,62.64367816,29.88505747,7.471264368,0,0,0,1.200
23.888,49.870,7268.34,0.950,1.25E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.250
15.150,25.960,6640.09,0.900,9.89E-06,57.14285714,28.57142857,14.28571429,0,0,0,1.023
15.123,25.574,6224.57,0.896,1.12E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.149
17.216,24.277,5443.15,0.911,1.45E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.503
17.644,24.096,5171.78,0.908,1.44E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.479
13.783,25.971,6233.36,0.898,1.16E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.205
13.802,25.457,5886.35,0.892,1.27E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.307
16.145,24.883,5262.13,0.908,1.56E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.666
16.930,24.041,4958.26,0.905,1.55E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.649
27.330,46.116,7983.37,0.962,1.15E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.162
27.199,46.110,7792.64,0.960,1.16E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.167
24.207,38.438,7292.97,0.943,1.16E-05,62.5,30,7.5,0,0,0,1.157
24.336,38.218,7174.7,0.941,1.18E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.189
27.500,45.794,7775.26,0.960,1.17E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.170
27.323,45.828,7625.76,0.959,1.19E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.212
24.279,38.321,7158.54,0.941,1.18E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.186
24.150,41.533,7087.6,0.944,1.22E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.228
19.296,31.059,5597.13,0.928,2.83E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,2.215
18.946,31.283,5327.52,0.926,2.90E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,2.108
18.425,31.030,5352.73,0.926,2.98E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,2.172
18.333,31.197,5114.45,0.924,3.12E-05,57.14285714,0,14.28571429,0,0,0.285714286,2.069
33.098,51.379,7989.72,0.970,1.31E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.323
33.017,51.533,7825.69,0.969,1.32E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.347
13.881,32.612,5554.74,0.888,1.47E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.448
33.176,51.371,7823.37,0.968,1.32E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.324
32.814,51.059,7664.5,0.967,1.33E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.344
27.930,31.433,6612.3,0.915,9.67E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.981
26.966,29.064,6157.1,0.913,1.11E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.150
26.012,28.513,5369.88,0.909,1.38E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.410
25.512,28.439,5067.71,0.906,1.42E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.478
26.609,31.210,6226.11,0.912,1.11E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.136
26.218,28.775,5858.1,0.910,1.22E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.277
21.843,27.670,5186.56,0.907,1.40E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.454
24.684,28.900,4917.28,0.903,1.45E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.512
41.176,48.404,7864.72,0.960,1.15E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.163
42.340,48.845,7709.86,0.960,1.17E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.189
43.595,48.063,7274.25,0.953,1.21E-05,62.5,30,7.5,0,0,0,1.212
42.905,47.829,7152.18,0.951,1.22E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.232
44.138,49.350,7645.51,0.959,1.17E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.182
42.037,49.101,7556.46,0.958,1.19E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.200
43.517,48.078,7148.08,0.951,1.23E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.219
43.009,48.006,7035.79,0.950,1.24E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.256
14.099,16.129,6648,0.896,1.24E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.244
13.568,15.685,5499.67,0.886,1.35E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.393
13.589,14.983,5148.27,0.882,1.40E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.455
13.967,15.651,6648.27,0.897,1.06E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.065
13.981,16.174,6243.22,0.894,1.31E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.314
13.095,15.906,5199.2,0.881,1.39E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.436
13.687,14.726,4901.47,0.879,1.44E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.510
24.528,25.272,8057.67,0.952,1.04E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.052
23.924,25.157,7874.31,0.950,1.06E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.073
22.673,25.811,7459.83,0.944,1.13E-05,62.5,30,7.5,0,0,0,1.149
22.544,24.853,7402.38,0.943,1.16E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.170
24.279,25.867,7820.91,0.949,1.07E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.079
23.697,26.085,7720.91,0.947,1.09E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.103
22.432,25.611,7341.04,0.942,1.16E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.181
22.602,24.707,7303.17,0.941,1.19E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.205
9.054,9.080,1138.8,0.533,1.30E-05,60,33.33333333,6.666666667,0,0,0,1.547
8.848,8.878,1104.24,0.533,1.16E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.341
11.581,12.009,1884.05,0.643,6.14E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.644
10.867,12.218,5194.13,0.821,1.31E-05,58.33333333,31.25,10.41666667,0,0,0,1.356
9.051,9.082,1133.66,0.533,1.30E-05,60,33.33333333,6.666666667,0,0,0,1.551
8.843,8.870,1075.02,0.533,1.15E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.338
11.579,12.010,1895.69,0.642,6.14E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.640
10.129,12.045,5099.31,0.816,1.25E-05,58.33333333,31.25,10.41666667,0,0,0,1.287
9.857,10.222,7010.82,0.837,1.13E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.184
7.808,8.179,753.824,0.481,9.20E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,3.310
10.047,11.033,5115.53,0.824,3.16E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,3.030
8.158,8.384,696.649,0.503,1.48E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.863
17.382,18.043,7949.85,0.921,9.02E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.920
