PLD (Å),LCD (Å),Sacc (m2/g),Porosity,KCH4 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,CH4-1 bar (mol/kg)
13.557,17.934,6471.03,0.897,5.80E-06,59.45945946,27.02702703,8.108108108,0,0,0.054054054,0.579
13.291,18.838,7019.41,0.9,5.93E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.593
13.188,17.643,6429.28,0.896,5.50E-06,57.14285714,22.85714286,14.28571429,0,0,0.057142857,0.55
14.094,18.916,6796,0.9,5.96E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.597
12.743,17.554,5156.53,0.884,4.64E-06,57.14285714,5.714285714,14.28571429,0,0,0.228571429,0.466
13.993,17.769,6243.33,0.895,5.52E-06,57.14285714,22.85714286,14.28571429,0,0,0.057142857,0.555
12.786,17.782,4841.86,0.88,4.42E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.443
23.101,30.314,7817.59,0.952,7.98E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.801
22.735,29.769,7250.16,0.942,7.79E-06,63.23529412,29.41176471,7.352941176,0,0,0,0.781
23.019,29.852,7671.3,0.95,7.92E-06,59.67741935,32.25806452,8.064516129,0,0,0,0.797
22.694,29.936,7154.45,0.942,7.80E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.781
8.382,9.126,4824.32,0.783,8.46E-06,59.18367347,32.65306122,8.163265306,0,0,0,0.832
8.873,9.656,5165.77,0.801,7.34E-06,57.14285714,32.65306122,8.163265306,0,0.020408163,0,0.718
15.749,16.965,6739.01,0.899,6.13E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.603
15.647,16.889,6340.77,0.896,5.90E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.594
14.638,16.723,6211.06,0.893,5.59E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.562
14.838,16.96,5928.71,0.892,5.40E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.539
15.496,16.895,5753.54,0.886,5.30E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.533
15.656,17.004,5463.34,0.886,4.97E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.496
15.328,17.272,5388.22,0.882,4.98E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.496
15.391,17.394,5087.46,0.88,4.73E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.476
16.272,17.251,6137.08,0.895,5.65E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.567
16.126,17.13,5781.36,0.893,5.47E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.546
14.638,17.224,5704.26,0.891,5.23E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.526
14.384,17.087,5488.99,0.889,5.09E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.513
16.072,16.896,5504.15,0.883,5.00E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.5
16.213,17.364,5084.03,0.882,4.92E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.495
14.916,16.092,5154.91,0.877,4.73E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.47
14.23,16.121,5055.91,0.876,4.55E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.456
26.131,27.708,7870.17,0.951,7.75E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.778
26.819,27.824,7778.05,0.949,7.72E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.773
26.072,27.496,7649.35,0.949,7.69E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.771
26.515,27.938,7566.4,0.947,7.67E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.768
26.381,27.19,7487.59,0.947,7.71E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.769
26.336,27.218,7344.03,0.945,7.70E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.766
25.993,27.339,7242.38,0.944,7.66E-06,62.5,30,7.5,0,0,0,0.767
25.191,26.417,7140.81,0.942,7.63E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.759
25.188,27.645,7686.38,0.948,7.70E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.77
24.455,27.036,7568.38,0.946,7.64E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.763
25.469,27.443,7469.67,0.946,7.65E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.769
24.799,26.88,7402.89,0.944,7.60E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.765
24.839,27.212,7307.78,0.944,7.66E-06,62.5,30,7.5,0,0,0,0.759
24.838,27.252,7219.36,0.942,7.68E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.763
25.148,27.18,7151.97,0.942,7.64E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.762
25.21,27.223,7105.28,0.94,7.64E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.764
12.848,13.111,1137.11,0.581,3.28E-05,57.14285714,28.57142857,14.28571429,0,0,0,0.831
17.116,21.469,5639.52,0.923,7.47E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.683
12.789,13.041,867.753,0.561,3.73E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.337
12.879,13.139,981.74,0.604,6.53E-05,57.14285714,0,14.28571429,0,0,0.285714286,0.967
22.461,22.613,1697.95,0.698,5.22E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.499
20.819,21.03,1376.1,0.659,5.72E-06,62.5,30,7.5,0,0,0,0.443
21.71,21.915,1616.94,0.678,5.07E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.488
20.322,20.593,1324.11,0.636,5.71E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.457
18.412,19.609,5373.41,0.913,5.10E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.509
20.256,23.008,5080.63,0.919,6.92E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.641
36.352,40.368,7972.99,0.969,1.04E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.04
36.257,37.118,7666.02,0.965,9.98E-06,60.52631579,31.57894737,7.894736842,0,0,0,1.011
32.365,33.972,7625.55,0.961,9.64E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.967
15.407,17.481,6734.9,0.902,6.04E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.6
8.19,8.614,701.425,0.499,5.92E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.545
14.042,14.312,1671.54,0.645,4.36E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.425
11.75,11.922,1209.14,0.565,2.58E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.255
19.513,19.863,6919.69,0.904,6.47E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.636
17.251,19.544,6587.66,0.901,5.94E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.593
17.419,18.256,6079.82,0.899,5.69E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.575
16.855,18.341,5697.29,0.896,5.43E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.545
18.758,19.583,6248.49,0.9,6.12E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.612
17.331,19.728,5885.74,0.896,5.63E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.562
17.529,18.334,5563.16,0.894,5.25E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.527
16.959,19.017,5226.7,0.892,4.99E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.495
19.635,20.239,6411.16,0.899,6.32E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.63
16.894,19.43,6165.15,0.896,5.71E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.57
17.26,18.433,5783.41,0.896,5.49E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.545
17.526,18.755,5485.9,0.894,5.20E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.521
17.873,20.041,5780.03,0.895,6.08E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.603
17.865,19.746,5457.6,0.893,5.75E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.573
17.337,18.361,5255.2,0.891,4.96E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.492
17.303,18.29,4990.18,0.888,4.79E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.483
30.43,32.178,7972.89,0.954,8.08E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.806
30.446,32.287,7903.93,0.952,8.01E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.801
32.747,34.128,7603.33,0.951,8.10E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.807
31.219,34.119,7500.59,0.949,8.03E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.809
29.591,30.817,7658.35,0.95,7.95E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.799
29.482,30.761,7582.9,0.948,7.93E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.787
30.667,31.125,7413.79,0.947,7.99E-06,62.5,30,7.5,0,0,0,0.796
30.787,31.224,7266.97,0.946,7.98E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.803
30.088,30.897,7787.16,0.953,8.12E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.814
30.202,30.91,7716.57,0.953,8.09E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.81
32.266,32.661,7539.68,0.951,8.17E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.818
30.141,32.579,7395.09,0.949,8.11E-06,62.5,30,7.5,0,0,0,0.817
28.982,29.751,7494.7,0.948,7.98E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.801
29.104,29.801,7441.17,0.947,7.99E-06,62.5,30,7.5,0,0,0,0.798
30.793,31.186,7331.38,0.947,8.11E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.81
30.692,31.3,7216.97,0.945,8.10E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.81
9.794,15.82,4943.87,0.813,9.07E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.891
10.562,16.851,5159.16,0.825,8.12E-06,58.10810811,32.43243243,8.108108108,0,0.013513514,0,0.804
10.023,15.717,4980.44,0.81,1.00E-05,59.45945946,32.43243243,8.108108108,0,0,0,0.974
10.521,16.264,5174.52,0.821,8.88E-06,58.10810811,32.43243243,8.108108108,0,0.013513514,0,0.879
19.153,33.399,6717.52,0.926,6.62E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.668
17.361,33.333,5011.02,0.912,5.26E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.511
31.08,52.466,7885.26,0.965,9.43E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.917
30.451,51.512,7080.2,0.957,9.01E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.878
40.333,58.802,6717.29,0.951,8.40E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.811
37.154,61.488,5016.67,0.943,6.38E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.599
22.412,22.531,3593.97,0.828,6.52E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.642
18.886,19.709,2612.2,0.799,4.66E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.467
18.648,20.474,3220.5,0.815,6.38E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.625
19.125,20.396,2294.48,0.789,5.04E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.487
33.081,33.418,6366.26,0.918,8.75E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.868
28.331,29.397,5429.22,0.901,8.23E-06,62.5,30,7.5,0,0,0,0.803
32.916,33.273,6249.55,0.912,8.87E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.875
29.398,30.032,5081.22,0.895,7.58E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.742
43.557,48.197,6000.79,0.958,8.54E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.852
20.27,20.755,6773.56,0.909,6.18E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.613
18.443,21.18,5270.04,0.899,4.98E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.5
18.111,19.278,6071.84,0.903,5.42E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.548
19.017,21.171,4820.6,0.896,4.58E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.458
32.558,33.563,7861.32,0.957,8.47E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.845
31.75,32.965,7446.75,0.95,8.22E-06,62.5,30,7.5,0,0,0,0.821
32.615,33.185,7515.45,0.954,8.31E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.833
31.799,32.441,7186.36,0.947,8.14E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.812
19.755,23.514,6807.23,0.908,6.14E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.615
19.65,23.614,5346.87,0.899,4.96E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.498
17.992,22.062,6087.05,0.903,5.43E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.543
18.085,22.301,4974.98,0.893,4.52E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.458
32.449,38.432,7886.07,0.957,8.50E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.843
31.516,36.185,7424.37,0.95,8.23E-06,62.5,30,7.5,0,0,0,0.826
31.803,38.472,7627.23,0.954,8.34E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.835
30.773,35.867,7167.19,0.946,8.14E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.818
33.305,33.559,7000.44,0.928,6.79E-06,58.62068966,31.03448276,10.34482759,0,0,0,0.672
30.815,31.226,5957.57,0.921,5.56E-06,58.62068966,17.24137931,10.34482759,0,0,0.137931034,0.557
33.17,33.332,6796.08,0.929,6.63E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.659
30.751,30.869,5773.7,0.921,5.47E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.555
32.531,32.829,6770.54,0.928,6.65E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.668
31.908,32.135,5580.91,0.921,5.59E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.558
30.774,30.912,5074.05,0.915,4.77E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.477
51.123,51.754,7930.4,0.965,9.46E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.949
51.63,51.872,7446.52,0.962,9.15E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.916
50.317,50.776,7624.8,0.962,9.21E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.913
48.891,49.515,7140.61,0.958,8.97E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.892
25.482,25.663,6709.29,0.918,6.36E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.635
23.213,24.062,6079.34,0.91,5.58E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.559
22.813,23.851,6121.62,0.913,5.59E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.557
22.728,24.495,5405.72,0.907,5.06E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.506
24.233,25.494,5917.99,0.914,5.61E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.563
22.926,24.381,5446.65,0.908,5.02E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.504
22.995,24.215,5381.96,0.908,5.06E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.507
22.557,23.678,4866.13,0.903,4.68E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.467
39.596,39.922,7947.03,0.962,8.75E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.879
39.553,39.874,7642.65,0.959,8.62E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.858
39.623,39.968,7618.28,0.958,8.66E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.86
39.795,40.139,7373.01,0.956,8.59E-06,62.5,30,7.5,0,0,0,0.854
39.599,39.88,7769.26,0.959,8.63E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.87
39.546,39.864,7451.23,0.956,8.57E-06,62.5,30,7.5,0,0,0,0.85
39.566,39.86,7338.7,0.955,8.50E-06,62.5,30,7.5,0,0,0,0.858
39.709,40.01,7118.08,0.953,8.48E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.845
16.601,17.928,6917.57,0.906,6.00E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.602
14.778,17.373,6537.71,0.903,5.60E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.557
15.536,17.364,5479.85,0.894,4.82E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.481
14.695,16.788,5234.98,0.89,4.63E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.459
16.423,17.362,6491.13,0.903,5.60E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.56
14.367,17.26,6093.26,0.9,5.26E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.528
15.615,16.558,5198.07,0.892,4.64E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.465
14.346,17.185,5003.2,0.888,4.45E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.444
27.404,28.658,8092.06,0.955,8.01E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.795
26.668,28.847,7995.54,0.953,7.95E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.797
26.398,28.023,7388.36,0.95,8.02E-06,62.5,30,7.5,0,0,0,0.805
25.933,28.276,7231.33,0.948,8.02E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.795
27.658,28.53,7883.5,0.953,8.03E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.807
26.943,28.518,7771.68,0.951,7.95E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.795
26.838,28.241,7343.65,0.947,8.04E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.803
26.347,28.361,7207.31,0.946,8.02E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.8
20.336,23.01,6674.19,0.905,6.19E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.619
19.89,21.908,5850.04,0.896,5.52E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.553
20.227,23.083,5889.94,0.898,5.49E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.551
19.797,21.421,5374.54,0.89,5.00E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.501
18.421,22.725,5947.79,0.899,5.51E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.552
17.961,21.237,5351.99,0.892,5.00E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.499
18.136,22.459,5418.32,0.893,4.99E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.498
31.06,36.343,7853.89,0.955,8.04E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.804
32.277,36.578,7607.77,0.952,8.02E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.797
31.287,36.085,7551.74,0.952,7.93E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.782
32.227,36.567,7358.2,0.949,7.94E-06,62.5,30,7.5,0,0,0,0.786
31.479,35.693,7548.33,0.951,7.95E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.792
32.215,36.283,7343.17,0.948,7.92E-06,62.5,30,7.5,0,0,0,0.785
31.368,35.302,7256.82,0.947,7.86E-06,62.5,30,7.5,0,0,0,0.774
32.354,35.753,7090.08,0.945,7.89E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.785
20.377,22.011,6816.76,0.911,6.18E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.62
20.623,22.349,6313.9,0.909,5.85E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.584
18.302,22.101,6011.29,0.905,5.45E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.545
18.889,22.283,5666.35,0.904,5.19E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.519
18.314,22.041,6023.93,0.905,5.45E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.546
17.895,22.249,5696.28,0.902,5.19E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.518
18.86,21.882,5462.65,0.901,4.93E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.495
19.294,22.315,5232.28,0.899,4.72E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.474
20.177,22.014,6425.11,0.908,5.77E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.579
19.289,21.805,5985.75,0.907,5.48E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.548
18.606,21.667,5686.34,0.902,5.18E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.519
18.434,22.038,5400.51,0.9,4.96E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.496
18.594,21.639,5735.75,0.903,5.16E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.513
17.869,21.857,5470.66,0.9,4.92E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.494
18.848,21.265,5294.54,0.898,4.71E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.47
18.8,21.882,5028.85,0.897,4.54E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.459
33.932,35.826,7986.64,0.959,8.44E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.839
33.663,34.77,7831.08,0.956,8.34E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.832
32.722,35.194,7632.14,0.955,8.31E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.836
32.532,34.309,7476.46,0.953,8.27E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.83
32.719,35.192,7621.45,0.954,8.31E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.83
32.527,34.309,7518.48,0.952,8.25E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.835
32.05,34.942,7326.48,0.952,8.28E-06,62.5,30,7.5,0,0,0,0.829
31.646,34.338,7284.52,0.95,8.22E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.823
33.94,35.518,7818.96,0.957,8.36E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.84
33.752,34.555,7649.35,0.954,8.28E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.826
32.772,35.259,7502.36,0.953,8.26E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.816
32.695,34.338,7349.14,0.952,8.21E-06,62.5,30,7.5,0,0,0,0.816
32.773,35.258,7496.64,0.952,8.26E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.817
32.695,34.338,7360.95,0.95,8.22E-06,62.5,30,7.5,0,0,0,0.822
32.351,34.952,7215.54,0.951,8.27E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.82
31.956,34.394,7156.96,0.948,8.21E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.823
20.35,22.005,6787.52,0.913,6.18E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.624
20.568,21.529,6306.98,0.91,5.81E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.579
19.511,21.927,5391.17,0.901,4.95E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.491
19.153,21.985,5191.73,0.901,4.72E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.472
19.297,22.012,6380.28,0.91,5.77E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.579
19.24,22.308,5939.61,0.907,5.50E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.552
19.368,20.861,5163.03,0.898,4.74E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.471
19.598,21.805,4865.36,0.897,4.58E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.459
33.97,35.813,7942.84,0.959,8.45E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.854
33.675,34.785,7821.55,0.957,8.33E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.828
32.04,34.938,7351.57,0.952,8.27E-06,62.5,30,7.5,0,0,0,0.832
31.633,34.34,7297.42,0.95,8.22E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.816
33.93,35.515,7818.17,0.958,8.37E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.84
33.75,34.561,7626.97,0.955,8.28E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.83
32.347,34.955,7200.54,0.95,8.25E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.826
31.942,34.397,7161.88,0.948,8.20E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.824
19.857,21.496,6796.36,0.91,6.16E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.617
19.006,21.117,6519.39,0.908,5.94E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.594
18.907,20.603,5732.79,0.904,5.24E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.52
19.006,20.229,5561.96,0.903,5.07E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.504
17.666,20.436,6214.3,0.903,5.64E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.567
16.94,19.952,5996.48,0.901,5.45E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.544
20.165,21.819,5332.95,0.903,4.94E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.493
18.949,20.276,6272.3,0.906,5.63E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.567
18.751,19.738,6084.86,0.904,5.42E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.541
17.667,19.875,5434.49,0.9,4.87E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.487
18.887,20.415,5119.67,0.9,4.82E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.481
16.981,19.243,5790.42,0.896,5.21E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.523
16.002,18.639,5590.52,0.895,5.07E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.507
32.681,34.702,7919.5,0.959,8.47E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.849
32.509,34.659,7866.61,0.958,8.42E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.842
29.621,34.974,7540.66,0.954,8.22E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.821
29.148,34.876,7452.32,0.952,8.19E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.825
30.493,34.864,7708.22,0.955,8.31E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.833
30.355,34.737,7593.19,0.954,8.27E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.836
32.138,33.525,7455.39,0.952,8.20E-06,62.5,30,7.5,0,0,0,0.821
31.489,33.439,7330.24,0.951,8.20E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.822
32.786,34.759,7702.55,0.957,8.35E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.839
32.103,34.668,7630.33,0.956,8.31E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.835
29.276,34.247,7360.24,0.951,8.14E-06,62.5,30,7.5,0,0,0,0.816
28.828,34.167,7275.28,0.95,8.12E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.812
30.555,34.286,7525.07,0.953,8.22E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.835
30.411,34.156,7461.16,0.952,8.20E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.824
31.689,33.543,7243.34,0.949,8.17E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.806
