PLD (Å),LCD (Å),Sacc (m2/g),Porosity,KCH4 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,CH4-1 bar (mol/kg)
27.72,53.285,6698.38,0.945,7.45E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.735
24.283,53.257,5979.11,0.94,7.41E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.715
27.638,52.42,5901.42,0.941,6.43E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.646
25.365,53.16,5407.05,0.937,6.64E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.641
27.807,50.807,5996.41,0.941,6.37E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.639
25.075,50.551,5521.56,0.937,6.60E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.645
27.787,49.233,5366.38,0.937,5.77E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.574
24.695,50.248,5030.79,0.933,6.03E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.58
42.455,81.969,7317.62,0.969,1.07E-05,62.5,30,7.5,0,0,0,1.049
42.607,81.975,7268.65,0.97,1.07E-05,62.5,30,7.5,0,0,0,1.044
44.121,81.841,7322.54,0.969,1.06E-05,62.5,30,7.5,0,0,0,1.037
42.367,81.295,7088.3,0.968,1.05E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.021
8.042,12.659,2296.55,0.711,9.34E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.835
18.542,22.996,4787.08,0.853,6.28E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.626
36.49,47.053,6660.02,0.94,7.34E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.717
36.507,47.041,6391.18,0.939,7.01E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.689
33.414,46.695,5771.25,0.935,6.15E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.6
33.391,46.944,5587.08,0.933,5.94E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.578
36.675,45.105,6142.98,0.938,6.70E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.659
36.714,45.099,5923.06,0.937,6.44E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.631
33.51,45.468,5430.14,0.933,5.73E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.562
33.475,45.564,5292.05,0.931,5.54E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.544
37.126,48.339,6006.56,0.939,6.82E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.669
37.116,48.287,5791.59,0.937,6.56E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.645
33.761,47.171,5345.99,0.934,5.79E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.565
33.813,47.112,5176.1,0.933,5.62E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.551
36.27,46.383,5681.69,0.937,6.29E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.617
36.055,46.235,5491.18,0.935,6.07E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.595
33.778,46.306,5126.33,0.932,5.41E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.53
33.694,46.259,4991.41,0.929,5.27E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.516
28.44,45.113,6693.65,0.931,7.09E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.71
25.908,44.981,6286.92,0.929,6.60E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.662
24.797,43.719,5447.36,0.921,5.59E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.561
23.588,43.732,5188.79,0.919,5.34E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.532
28.13,43.069,6274.98,0.93,6.66E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.661
26.124,43.071,5936.21,0.928,6.23E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.622
24.681,41.852,5191.88,0.919,5.34E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.534
23.757,42.055,4944.88,0.917,5.13E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.513
43.289,68.751,7850.43,0.965,1.00E-05,58.33333333,33.33333333,8.333333333,0,0,0,1
43.545,68.602,7663.89,0.964,9.85E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.974
44.322,69.334,7297.91,0.961,9.65E-06,62.5,30,7.5,0,0,0,0.946
44.142,69.159,7187.44,0.961,9.56E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.951
43.212,68.603,7683.57,0.964,9.86E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.983
43.43,69.046,7519.13,0.963,9.74E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.964
44.269,69.611,7173.88,0.96,9.56E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.944
44.165,69.507,7041.73,0.959,9.48E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.937
14.305,15.051,4949.73,0.802,7.96E-06,59.18367347,32.65306122,8.163265306,0,0,0,0.774
15.36,16.668,5341.97,0.819,7.06E-06,57.14285714,32.65306122,8.163265306,0,0.020408163,0,0.705
22.239,44.029,5570.68,0.936,8.37E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.762
21.358,42.24,5097.43,0.932,7.65E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.697
34.002,67.723,7677.65,0.97,1.09E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.082
30.542,45.902,6058.05,0.95,6.65E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.668
26.662,42.482,5387.25,0.944,6.05E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.61
28.562,42.513,5462.01,0.944,7.45E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.713
28.524,43.41,5042.69,0.942,7.14E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.668
15.605,21.562,6347.45,0.888,6.82E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.674
12.912,21.061,5267.22,0.859,7.22E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.709
17.075,22.042,6157.15,0.889,6.07E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.609
15.007,20.531,5468.96,0.88,5.87E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.583
17.117,22.451,5660.86,0.889,5.73E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.571
16.487,21.785,5319.51,0.884,5.36E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.527
17.219,21.25,5300.31,0.883,5.38E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.538
14.637,18.696,4859.05,0.874,5.30E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.523
14.282,20.725,5661.73,0.866,7.11E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.7
15.101,20.476,5492.75,0.879,6.11E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.606
10.794,23.501,5263.62,0.859,6.98E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.675
15.61,19.892,5242.7,0.878,5.55E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.55
15.109,20.287,5178.52,0.871,5.71E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.559
10.828,21.884,4405.81,0.855,5.68E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.556
13.123,19.184,4719.96,0.855,5.47E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.546
16.28,21.351,4910.66,0.877,4.91E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.489
25.524,31.339,7618.02,0.943,7.56E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.756
27.925,36.688,7656.76,0.944,7.66E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.762
21.292,32.12,7306.31,0.937,7.27E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.727
22.2,32.364,7107.28,0.933,7.30E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.724
22.87,30.307,6920.13,0.932,7.45E-06,62.5,30,7.5,0,0,0,0.744
21.4,31.873,6924.34,0.928,7.36E-06,62.5,30,7.5,0,0,0,0.73
22.824,31.174,6752.55,0.928,7.43E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.736
39.333,53.836,7766.49,0.963,9.24E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.923
24.136,32.737,7345.78,0.94,7.52E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.748
27.73,36.727,7592.32,0.946,7.70E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.766
25.048,35.022,7244.21,0.94,7.80E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.774
24.659,31.278,7137.93,0.939,7.68E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.766
28.432,35.188,7190.79,0.942,7.82E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.78
28.291,35.235,7213.62,0.941,7.80E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.779
22.47,31.657,6657.91,0.926,7.51E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.746
16.467,28.418,6838.96,0.905,6.43E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.623
16.948,26.599,5051.49,0.887,4.89E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.477
27.981,43.23,7901.55,0.955,8.13E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.8
16.767,17.316,7126,0.907,6.11E-06,58.62068966,31.03448276,10.34482759,0,0,0,0.609
15.836,17.289,5918.86,0.898,5.17E-06,58.62068966,17.24137931,10.34482759,0,0,0.137931034,0.517
16.655,17.04,7028.28,0.907,5.97E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.598
16.652,17.225,5750.07,0.899,5.07E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.512
16.349,17.241,7116.62,0.907,5.93E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.593
15.59,16.739,5693.68,0.899,5.07E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.51
15.364,16.616,5779.77,0.898,5.08E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.504
15.117,16.405,4943.48,0.89,4.48E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.45
27.799,28.091,7908.23,0.956,8.28E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.822
26.311,28.513,7549.39,0.951,8.13E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.823
27.069,27.734,7600.6,0.95,8.11E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.811
25.696,27.275,7322.75,0.946,8.13E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.807
16.67,17.239,7266.08,0.91,6.31E-06,60,33.33333333,6.666666667,0,0,0,0.634
16.426,16.682,7085.87,0.91,6.02E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.602
23.491,23.955,8674.58,0.95,7.64E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.768
12.917,13.518,6302.18,0.869,5.69E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.569
14.13,17.037,7035.75,0.899,6.17E-06,58.33333333,31.25,10.41666667,0,0,0,0.62
16.671,17.239,7280,0.91,6.31E-06,60,33.33333333,6.666666667,0,0,0,0.631
16.427,16.685,7102.3,0.91,6.02E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.599
23.489,23.958,8663.03,0.95,7.64E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.766
12.917,13.516,6295.56,0.869,5.69E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.574
14.311,18.802,7073.54,0.904,6.20E-06,58.33333333,31.25,10.41666667,0,0,0,0.622
16.344,17.229,7099.7,0.91,5.93E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.586
15.028,16.331,4947.15,0.891,4.50E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.453
27.802,28.076,7939.88,0.957,8.28E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.831
25.688,27.258,7258.03,0.948,8.13E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.815
5.12,11.227,2865.77,0.705,1.48E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.326
6.12,10.201,2289.55,0.69,1.90E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.384
6.437,10.933,1874.8,0.671,9.87E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.872
12.239,15.938,7259.17,0.871,6.85E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.689
12.211,15.89,6330.97,0.862,7.79E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.778
10.446,14.881,6206.2,0.85,7.91E-06,62.5,30,7.5,0,0,0,0.796
10.405,14.831,5662.91,0.842,9.76E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.979
23.391,30.803,7617.4,0.945,6.60E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.66
6.673,7.508,7104.64,0.818,7.93E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.779
6.162,8.849,5031.48,0.781,6.82E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.665
12.751,13.319,8030.06,0.913,6.01E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.599
11.275,12.39,7309.29,0.894,6.54E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.656
23.442,24.909,7621.28,0.961,8.20E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.825
16.344,17.229,7099.7,0.91,5.93E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.593
15.028,16.331,4947.15,0.891,4.49E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.45
27.802,28.076,7939.88,0.957,8.28E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.838
25.688,27.258,7258.03,0.948,8.14E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.812
19.222,26.211,6675.85,0.922,7.01E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.696
36.546,39.858,5088.92,0.941,6.50E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.631
27.274,40.067,7032.04,0.952,8.63E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.85
24.689,38.165,5060.87,0.93,6.51E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.629
20.939,55.149,5055.97,0.931,6.49E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.608
33.364,79.091,7071.66,0.964,1.02E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.002
14.663,17.653,6990.08,0.904,5.95E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.602
14.775,17.544,6516.21,0.901,5.56E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.558
14.461,17.567,5407.03,0.892,4.81E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.482
14.081,17.345,5122.89,0.89,4.66E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.464
14.803,17.646,6466.04,0.902,5.59E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.561
14.652,17.621,6100.21,0.899,5.25E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.526
14.368,17.211,5153.18,0.889,4.65E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.469
13.52,16.753,5030.61,0.886,4.42E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.441
25.7,28.772,7870.92,0.954,8.19E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.821
25.192,28.735,7757.42,0.953,8.11E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.815
25.013,27.735,7397.42,0.948,8.03E-06,62.5,30,7.5,0,0,0,0.793
22.996,27.923,7343.11,0.947,8.04E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.804
25.636,28.737,7768.46,0.953,8.12E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.811
24.154,28.765,7649.66,0.951,8.06E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.804
25.042,28.102,7314.94,0.946,8.00E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.805
22.898,27.97,7249.99,0.945,8.02E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.793
20.481,36.313,6946.51,0.932,6.84E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.686
19.741,32.815,6435.2,0.928,6.33E-06,57.14285714,22.85714286,14.28571429,0,0,0.057142857,0.63
20.473,32.873,6880.1,0.929,7.07E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.71
20.053,34.703,5275.51,0.921,5.43E-06,57.14285714,5.714285714,14.28571429,0,0,0.228571429,0.54
20.303,31.297,6387.29,0.924,6.48E-06,57.14285714,22.85714286,14.28571429,0,0,0.057142857,0.645
19.766,33.732,5044.29,0.917,5.15E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.511
34.094,55.196,7943.87,0.967,9.76E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.954
32.313,51.365,7341.41,0.96,9.36E-06,63.23529412,29.41176471,7.352941176,0,0,0,0.906
34.291,56.318,7756.85,0.966,9.61E-06,59.67741935,32.25806452,8.064516129,0,0,0,0.936
31.748,50.047,7201.99,0.958,9.27E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.895
16.43,31.619,6054.92,0.897,6.62E-06,58.53658537,31.70731707,9.756097561,0,0,0,0.656
10.599,20.033,5153.03,0.828,9.33E-06,60,32,8,0,0,0,0.899
16.435,31.613,6060.12,0.896,6.62E-06,58.53658537,31.70731707,9.756097561,0,0,0,0.659
10.595,20.038,5182.46,0.827,9.33E-06,60,32,8,0,0,0,0.879
16.433,31.628,6041.9,0.897,6.61E-06,58.53658537,31.70731707,9.756097561,0,0,0,0.659
10.595,20.042,5163.94,0.828,9.32E-06,60,32,8,0,0,0,0.9
6.528,10.038,6026.34,0.771,1.69E-05,60,33.33333333,6.666666667,0,0,0,1.589
8.76,11.416,3934.41,0.773,8.16E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.812
8.85,12.831,8759.48,0.875,6.40E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.642
4.164,6.728,385.441,0.479,3.76E-05,56.75675676,32.43243243,10.81081081,0,0,0,1.323
6.576,9.253,6469.78,0.772,1.67E-05,60,33.33333333,6.666666667,0,0,0,1.599
8.851,12.755,8769.11,0.874,6.48E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.65
6.59,8.13,947.972,0.495,1.07E-05,57.14285714,28.57142857,14.28571429,0,0,0,0.928
4.64,5.469,448.912,0.424,7.43E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.621
8.047,12.178,3310.11,0.752,5.31E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.529
6.606,10.435,2811.56,0.728,5.58E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.554
6.837,9.176,6252.15,0.773,1.74E-05,60,33.33333333,6.666666667,0,0,0,1.628
9.657,12.713,8832.84,0.874,6.48E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.65
5.185,6.555,1974.73,0.668,1.93E-05,56.75675676,32.43243243,10.81081081,0,0,0,1.491
6.823,9.177,6279.37,0.773,1.74E-05,60,33.33333333,6.666666667,0,0,0,1.653
9.658,12.713,8656.7,0.874,6.48E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.643
5.198,6.557,1973.39,0.668,1.93E-05,56.75675676,32.43243243,10.81081081,0,0,0,1.508
8.031,8.355,982.641,0.51,7.79E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.701
7.219,7.449,783.835,0.486,7.49E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.635
6.55,6.779,561.028,0.438,8.45E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.612
11.75,15.908,7839.61,0.891,6.20E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.619
13.167,13.391,1535.6,0.618,3.77E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.375
11.684,13.298,7288.28,0.875,6.82E-06,62.5,30,7.5,0,0,0,0.689
11.839,13.203,7099.09,0.867,7.08E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.719
11.501,14.891,7059.84,0.885,6.23E-06,60,33.33333333,6.666666667,0,0,0,0.623
15.926,22.153,8763.44,0.937,6.68E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.664
9,11.172,6232.1,0.832,6.49E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.653
11.506,14.891,7032.08,0.885,6.23E-06,60,33.33333333,6.666666667,0,0,0,0.628
15.926,22.142,8785.17,0.935,6.68E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.674
9.013,11.172,6211.11,0.831,6.49E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.655
10.81,14.35,5803.85,0.873,5.28E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.527
9.766,13.912,5075.77,0.861,4.32E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.434
18.907,25.663,7888.62,0.945,7.38E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.739
18.717,24.366,7220.32,0.937,7.32E-06,62.5,30,7.5,0,0,0,0.73
14.085,17.746,7498.24,0.919,5.71E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.57
8.03,8.353,1016.95,0.513,7.81E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.698
6.554,6.801,576.907,0.441,8.42E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.606
7.251,7.452,805.101,0.488,7.45E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.644
7.118,7.298,561.629,0.456,6.69E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.536
11.684,15.916,7804.71,0.893,6.20E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.623
11.587,13.297,7224.51,0.878,6.83E-06,62.5,30,7.5,0,0,0,0.685
12.413,15.579,7589.43,0.884,6.42E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.645
12.117,12.198,1232.18,0.57,2.49E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.247
23.806,30.063,7574.41,0.955,7.21E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.725
11.315,14.562,6634.77,0.886,5.89E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.594
11.346,13.605,5891.71,0.878,5.24E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.523
9.99,13.287,5113.31,0.863,4.28E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.431
16.661,17.709,7245.78,0.925,6.85E-06,62.5,30,7.5,0,0,0,0.684
11.187,14.746,5836.32,0.878,5.25E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.524
9.994,13.279,5085.3,0.863,4.29E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.436
18.845,25.387,7804.51,0.946,7.42E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.741
18.736,24.495,7244.21,0.937,7.32E-06,62.5,30,7.5,0,0,0,0.731
21.369,22.704,5099.44,0.915,4.68E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.46
35,37.612,8009.79,0.965,9.89E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.981
55.039,56.079,6717.86,0.95,7.88E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.789
51.863,52.946,6317.19,0.948,7.41E-06,57.14285714,24.48979592,14.28571429,0,0,0.040816327,0.732
52.397,52.792,5538.13,0.944,6.33E-06,57.14285714,12.24489796,14.28571429,0,0,0.163265306,0.634
52.153,52.677,5402.15,0.943,6.03E-06,57.14285714,8.163265306,14.28571429,0,0,0.204081633,0.597
55.169,56.332,5864.8,0.948,7.06E-06,57.14285714,20.40816327,14.28571429,0,0,0.081632653,0.704
52.915,53.804,5698.33,0.945,6.66E-06,57.14285714,16.32653061,14.28571429,0,0,0.12244898,0.667
53.287,53.825,5044,0.942,5.86E-06,57.14285714,4.081632653,14.28571429,0,0,0.244897959,0.581
52.769,53.747,4951.89,0.94,5.62E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.556
15.063,32.46,7049.51,0.915,6.21E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.624
14.978,31.725,6229.41,0.91,5.53E-06,57.14285714,19.78021978,14.28571429,0,0,0.087912088,0.548
15.063,29.807,6822.99,0.913,6.02E-06,57.14285714,26.37362637,14.28571429,0,0,0.021978022,0.595
14.806,30.432,6043.66,0.91,5.39E-06,57.14285714,17.58241758,14.28571429,0,0,0.10989011,0.534
14.767,32.035,5542.71,0.906,5.04E-06,57.14285714,10.98901099,14.28571429,0,0,0.175824176,0.505
14.347,31.801,5050.9,0.901,4.66E-06,57.14285714,2.197802198,14.28571429,0,0,0.263736264,0.463
15.157,30.334,5436.4,0.904,4.92E-06,57.14285714,8.791208791,14.28571429,0,0,0.197802198,0.493
13.724,30.513,4977.8,0.901,4.56E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.463
24.837,51.244,8003.07,0.959,8.60E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.864
24.604,49.947,7732.06,0.956,8.47E-06,60.36585366,31.70731707,7.926829268,0,0,0,0.849
24.8,51.568,7943.38,0.959,8.56E-06,58.86075949,32.91139241,8.227848101,0,0,0,0.859
24.832,50.178,7704.79,0.956,8.45E-06,60.84337349,31.3253012,7.831325301,0,0,0,0.852
24.116,50.968,7537.66,0.954,8.49E-06,62.20930233,30.23255814,7.558139535,0,0,0,0.851
23.945,49.935,7338.71,0.95,8.44E-06,63.88888889,28.88888889,7.222222222,0,0,0,0.852
24.059,51.281,7481.51,0.954,8.45E-06,62.64367816,29.88505747,7.471264368,0,0,0,0.846
23.888,49.87,7268.34,0.95,8.42E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.842
15.15,25.96,6640.09,0.9,6.32E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.636
15.123,25.574,6224.57,0.896,5.90E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.591
17.216,24.277,5443.15,0.911,5.27E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.528
17.644,24.096,5171.78,0.908,5.08E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.504
13.783,25.971,6233.36,0.898,5.94E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.598
13.802,25.457,5886.35,0.892,5.59E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.556
16.145,24.883,5262.13,0.908,4.97E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.494
16.93,24.041,4958.26,0.905,4.87E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.488
27.33,46.116,7983.37,0.962,8.88E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.888
27.199,46.11,7792.64,0.96,8.78E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.879
24.207,38.438,7292.97,0.943,7.72E-06,62.5,30,7.5,0,0,0,0.775
24.336,38.218,7174.7,0.941,7.71E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.771
27.5,45.794,7775.26,0.96,8.83E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.889
27.323,45.828,7625.76,0.959,8.75E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.883
24.279,38.321,7158.54,0.941,7.72E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.776
24.15,41.533,7087.6,0.944,7.96E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.797
19.296,31.059,5597.13,0.928,7.90E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.723
